ISO2,ISO_3,country_agg,age,date,first_date,count,cli,cli_weight,cliWHO,cliWHO_weight,cli_local,count_local,weight,Finished,B1_1..77,B1_1.1,B1_1.2,B1_2..77,B1_2.1,B1_2.2,B1_3..77,B1_3.1,B1_3.2,B1_4..77,B1_4.1,B1_4.2,B1_5..77,B1_5.1,B1_5.2,B1_6..77,B1_6.1,B1_6.2,B1_7..77,B1_7.1,B1_7.2,B1_8..77,B1_8.1,B1_8.2,B1_9..77,B1_9.1,B1_9.2,B1_10..77,B1_10.1,B1_10.2,B1_11..77,B1_11.1,B1_11.2,B1_12..77,B1_12.1,B1_12.2,B1_13..77,B1_13.1,B1_13.2,B1_14..77,B1_14.1,B1_14.2,B1b_x1..99,B1b_x1..77,B1b_x1.1,B1b_x1.2,B1b_x2..99,B1b_x2..77,B1b_x2.1,B1b_x2.2,B1b_x3..99,B1b_x3..77,B1b_x3.1,B1b_x3.2,B1b_x4..99,B1b_x4..77,B1b_x4.1,B1b_x4.2,B1b_x5..99,B1b_x5..77,B1b_x5.1,B1b_x5.2,B1b_x6..99,B1b_x6..77,B1b_x6.1,B1b_x6.2,B1b_x7..99,B1b_x7..77,B1b_x7.1,B1b_x7.2,B1b_x8..99,B1b_x8..77,B1b_x8.1,B1b_x8.2,B1b_x9..99,B1b_x9..77,B1b_x9.1,B1b_x9.2,B1b_x10..99,B1b_x10..77,B1b_x10.1,B1b_x10.2,B1b_x11..99,B1b_x11..77,B1b_x11.1,B1b_x11.2,B1b_x12..99,B1b_x12..77,B1b_x12.1,B1b_x12.2,B1b_x13..99,B1b_x13..77,B1b_x13.1,B1b_x13.2,B1b_x14..99,B1b_x14..77,B1b_x14.1,B1b_x14.2,B3..99,B3..77,B3.1,B3.2,B5..99,B5.1,B5.2,B6..99,B6..77,B6.1,B6.2,B7..99,B7..77,B7.1,B7.2,B8..99,B8..77,B8.1,B8.2,B9..99,B9..77,B9.1,B9.2,B9.3,B10..99,B10.1,B10.2,B11..99,B11..77,B11.1,B11.2,V1..99,V3..99,V3..77,V3.1,V3.2,V3.3,V3.4,V4_1..99,V4_1..77,V4_1.1,V4_1.2,V4_1.3,V4_2..99,V4_2..77,V4_2.1,V4_2.2,V4_2.3,V4_3..99,V4_3..77,V4_3.1,V4_3.2,V4_3.3,V4_4..99,V4_4..77,V4_4.1,V4_4.2,V4_4.3,V4_5..99,V4_5..77,V4_5.1,V4_5.2,V4_5.3,B12_1..99,B12_1..77,B12_1.1,B12_1.2,B12_2..99,B12_2..77,B12_2.1,B12_2.2,B12_3..99,B12_3..77,B12_3.1,B12_3.2,B12_4..99,B12_4..77,B12_4.1,B12_4.2,B12_5..99,B12_5..77,B12_5.1,B12_5.2,B12_6..99,B12_6..77,B12_6.1,B12_6.2,B13_1..99,B13_1..77,B13_1.2,B13_2..99,B13_2..77,B13_2.2,B13_3..99,B13_3..77,B13_3.1,B13_3.2,B13_4..99,B13_4..77,B13_4.1,B13_4.2,B13_5..99,B13_5..77,B13_5.1,B13_5.2,B13_6..99,B13_6..77,B13_6.1,B13_6.2,B13_7..99,B13_7..77,B13_7.1,B13_7.2,B14_1..99,B14_1..77,B14_1.2,B14_2..99,B14_2.1,B14_2.2,B14_3..99,B14_3.2,B14_4..99,B14_4.2,B14_5..99,B14_5.2,C0_1..99,C0_1..77,C0_1.1,C0_1.2,C0_2..99,C0_2..77,C0_2.1,C0_2.2,C0_3..99,C0_3..77,C0_3.1,C0_3.2,C0_4..99,C0_4..77,C0_4.1,C0_4.2,C0_5..99,C0_5..77,C0_5.1,C0_5.2,C0_6..99,C0_6..77,C0_6.1,C0_6.2,C1_m..99,C1_m..77,C1_m.1,C1_m.2,C2..99,C2..77,C2.1,C2.2,C2.3,C2.4,C7..99,C7..77,C7.1,C7.2,C7.3,C7.4,C8..99,C8..77,C8.1,C8.2,C3..99,C3..77,C3.1,C3.2,C5..99,C5..77,C5.1,C5.2,C5.3,C5.4,C5.5,C5.6,C6..99,C6..77,C6.1,C6.2,C6.3,C6.4,C14..99,C14..77,C14.1,C14.2,C14.3,C14.4,C9..99,C12..99,C13_1..99,C13_1..77,C13_1.1,C13_1.2,C13_2..99,C13_2..77,C13_2.1,C13_2.2,C13_3..99,C13_3..77,C13_3.1,C13_3.2,C13_4..99,C13_4..77,C13_4.1,C13_4.2,C13_5..99,C13_5..77,C13_5.1,C13_5.2,C13_6..99,C13_6..77,C13_6.1,C13_6.2,D1..99,D1..77,D1.1,D1.2,D1.3,D1.4,D1.5,D2..99,D2..77,D2.1,D2.2,D2.3,D2.4,D2.5,D3..99,D3..77,D3.1,D3.2,D3.3,D3.4,D4..99,D4..77,D4.1,D4.2,D4.3,D4.4,D5..99,D5..77,D5.1,D5.2,D5.3,D5.4,D6_1..99,D6_1..77,D6_1.1,D6_1.2,D6_2..99,D6_2..77,D6_2.1,D6_2.2,D6_3..99,D6_3..77,D6_3.1,D6_3.2,D7..99,D7.1,D7.2,D8..99,D8.1,D8.2,D9..99,D9.1,D9.2,D9.3,D9.4,D9.5,D9.6,D9.7,D10..99,D10..77,D10.1,D10.2,D10.3,D10.4,D10.5,D10.6,D10.7,D10.8,D10.9,D10.10,D10.11,D10.12,D10.13,D10.14,D10.15,E3..99,E3..77,E3.1,E3.2,E3.4,E4..99,E4..77,E4.1,E4.2,E4.3,E4.4,E4.5,E4.6,E4.7,E2..99,E2..77,E2.1,E2.2,E2.3,E7..99,E7..77,E7.1,E7.2,E7.3,E7.4,E7.5,B2.mean,B2.sd,B4.mean,B4.sd,E6.mean,E6.sd,E5.mean,E5.sd
CD,COD,Democratic Republic of the Congo,-99,2020-12-27,2020-12-21,100,6,1104805.941809042,2,263466.938666985,39,78,18791347.29209116,0,5,14,81,4,14,82,4,4,92,3,26,71,5,16,79,3,17,80,5,11,84,4,9,87,4,5,91,4,11,85,2,14,84,5,21,74,6,6,88,8,13,79,86,3,4,7,86,2,7,5,96,1,3,0,74,5,10,11,84,2,10,4,83,3,7,7,89,1,7,3,91,1,5,3,95,1,3,1,89,2,8,1,86,3,8,3,79,1,9,11,94,1,2,3,87,0,9,4,22,0,17,61,85,13,2,28,0,27,45,74,0,18,8,82,1,2,15,82,1,5,11,1,95,2,3,48,0,29,23,100,36,2,18,8,11,25,44,4,20,10,22,44,9,15,8,24,44,8,19,5,24,44,9,17,9,21,44,9,13,6,28,75,8,6,11,75,9,9,7,75,6,13,6,75,10,4,11,75,6,9,10,75,9,2,14,100,0,0,100,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,100,0,0,100,0,100,0,100,0,49,1,35,15,49,1,31,19,49,2,25,24,49,0,32,19,49,1,22,28,49,1,30,20,55,0,21,24,79,0,2,7,1,11,59,0,2,7,17,15,59,0,38,3,61,0,12,27,61,0,14,10,8,2,1,4,61,0,13,5,8,13,62,0,15,10,11,2,100,100,69,2,23,6,72,0,21,7,78,1,17,4,70,0,21,9,78,0,16,6,73,1,20,6,66,0,0,2,2,10,20,66,0,0,2,3,3,26,71,0,19,5,0,5,71,0,9,10,2,8,71,0,15,7,1,6,81,1,16,2,81,4,7,8,81,2,12,5,75,13,12,88,8,4,93,3,1,1,0,0,0,2,80,0,4,5,0,1,0,0,4,0,1,0,1,0,0,1,3,100,0,0,0,0,100,0,0,0,0,0,0,0,0,100,0,0,0,0,100,0,0,0,0,0,0,6.6000000000000005,5.86715684226736,2.5714285714285716,1.9100658753958326,0,0,0,0
CD,COD,Democratic Republic of the Congo,-99,2020-12-28,2020-12-21,100,6,1104805.941809042,2,263466.938666985,39,78,18794743.5603564,0,5,14,81,4,14,82,4,4,92,3,27,70,5,16,79,3,18,79,5,11,84,4,9,87,4,5,91,4,11,85,2,15,83,5,22,73,6,6,88,8,13,79,86,3,4,7,86,2,7,5,96,1,3,0,73,5,10,12,84,2,10,4,82,3,7,8,89,1,7,3,91,1,5,3,95,1,3,1,89,2,8,1,85,3,8,4,78,1,9,12,94,1,2,3,87,0,9,4,22,0,17,61,85,13,2,28,0,26,46,75,0,17,8,83,1,2,14,83,1,5,10,1,95,2,3,47,0,29,24,100,37,2,18,8,10,25,45,4,20,10,21,45,9,15,8,23,45,8,19,5,23,45,9,17,9,20,45,9,13,6,27,75,8,6,11,75,9,9,7,75,6,13,6,75,10,4,11,75,6,9,10,75,9,2,14,100,0,0,100,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,100,0,0,100,0,100,0,100,0,50,1,34,15,50,1,30,19,50,2,24,24,50,0,32,18,50,1,22,27,50,1,30,19,56,0,21,23,79,0,2,7,1,11,60,0,2,7,17,14,60,0,37,3,62,0,11,27,62,0,13,10,8,2,1,4,62,0,12,5,8,13,63,0,15,9,11,2,100,100,70,2,22,6,73,0,20,7,79,1,16,4,70,0,21,9,78,0,16,6,73,1,20,6,67,0,0,2,2,9,20,67,0,0,2,3,3,25,72,0,18,5,0,5,72,0,9,9,2,8,72,0,14,7,1,6,82,1,16,1,82,4,6,8,82,2,12,4,76,12,12,88,8,4,93,3,1,1,0,0,0,2,81,0,4,5,0,1,0,0,4,0,0,0,1,0,0,1,3,100,0,0,0,0,100,0,0,0,0,0,0,0,0,100,0,0,0,0,100,0,0,0,0,0,0,6.444444444444445,5.857568703063679,2.5714285714285716,1.9100658753958326,0,0,0,0
CD,COD,Democratic Republic of the Congo,-99,2020-12-30,2020-12-23,100,6,1179370.040593245,2,338031.03745118796,37,77,19664107.0980477,0,4,15,81,4,16,80,3,2,95,2,25,73,4,14,82,2,18,80,3,7,90,2,9,89,4,4,92,3,10,87,1,11,88,3,28,69,3,5,92,5,16,79,85,3,5,7,84,2,8,6,98,0,2,0,75,4,9,12,86,1,9,4,82,2,8,8,93,1,4,2,91,1,4,4,96,0,3,1,90,2,7,1,89,2,5,4,72,1,14,13,95,1,3,1,84,0,13,3,23,0,17,60,86,10,4,29,0,31,40,70,0,20,10,80,1,3,16,80,1,9,9,1,92,3,5,51,0,26,23,100,39,2,15,12,11,21,45,4,18,10,23,45,10,15,7,23,45,10,19,3,23,45,12,16,5,22,45,12,11,5,27,78,5,7,10,78,8,6,8,78,6,9,7,78,8,5,9,78,6,6,10,78,7,2,13,100,0,0,100,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,100,0,0,100,0,100,0,100,0,49,1,31,19,49,1,31,19,49,2,25,24,49,0,33,18,49,1,21,29,49,1,32,18,56,0,20,24,80,0,3,8,1,8,58,0,3,7,13,19,58,0,38,4,60,1,12,27,60,0,16,11,7,3,1,2,60,0,11,9,11,9,61,1,14,10,12,2,100,100,74,2,17,7,73,0,20,7,79,1,16,4,70,0,21,9,80,0,14,6,72,1,22,5,63,0,1,3,2,14,17,63,0,1,3,3,5,25,70,1,17,7,0,5,70,1,7,11,4,7,70,1,11,10,2,6,82,1,14,3,82,4,4,10,82,2,12,4,74,13,13,87,7,6,94,2,1,2,0,0,0,1,81,0,4,4,1,1,0,0,3,0,0,2,1,0,0,1,2,100,0,0,0,0,100,0,0,0,0,0,0,0,0,100,0,0,0,0,100,0,0,0,0,0,0,6.3076923076923075,6.013816750021072,2.4285714285714284,1.9499225118444583,0,0,0,0
CD,COD,Democratic Republic of the Congo,-99,2020-12-31,2020-12-24,100,7,1418228.155420924,3,576889.152278867,34,76,19976583.106225133,0,4,16,80,4,17,79,3,1,96,2,27,71,4,14,82,2,18,80,3,6,91,2,8,90,4,4,92,3,11,86,1,12,87,3,30,67,3,6,91,5,18,77,84,3,6,7,83,2,9,6,99,0,1,0,73,4,9,14,86,1,8,5,82,2,9,7,94,1,3,2,92,1,3,4,96,0,3,1,89,2,8,1,88,2,6,4,70,1,13,16,94,1,4,1,82,0,16,2,24,0,16,60,86,10,4,30,0,31,39,70,0,21,9,79,1,3,17,79,1,10,9,1,91,3,6,53,1,26,20,100,40,3,16,12,11,18,46,5,20,9,20,46,12,15,6,21,46,12,19,4,19,46,14,16,4,20,46,14,12,4,24,78,6,7,9,78,8,6,8,78,6,9,7,78,9,5,8,78,7,5,10,78,8,2,12,100,0,0,100,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,100,0,0,100,0,100,0,100,0,50,2,28,20,50,2,32,16,50,3,21,26,50,1,34,15,50,2,18,30,50,2,28,20,58,0,18,24,82,0,3,7,1,7,60,1,3,7,11,18,60,0,36,4,61,1,12,26,61,0,16,11,7,2,1,2,61,0,10,9,11,9,63,1,12,10,12,2,100,100,77,2,14,7,72,1,21,6,83,1,13,3,69,1,21,9,83,0,13,4,76,0,20,4,65,0,1,3,1,13,17,65,0,1,2,3,6,23,71,1,16,7,0,5,71,1,6,10,5,7,71,1,9,11,2,6,81,1,14,4,81,3,4,12,81,2,12,5,73,14,13,87,7,6,94,1,1,2,0,0,0,2,80,0,4,3,1,1,0,0,2,0,0,2,2,1,0,1,3,100,0,0,0,0,100,0,0,0,0,0,0,0,0,100,0,0,0,0,100,0,0,0,0,0,0,5.82051282051282,6.051845281320553,2.3846153846153846,2.0223114472661203,0,0,0,0
CD,COD,Democratic Republic of the Congo,-99,2021-01-01,2020-12-24,100,8,1573658.9439793269,3,576889.152278867,37,77,19916861.054918498,0,6,16,78,6,17,77,5,0,95,5,25,70,6,11,83,5,18,77,6,6,88,5,6,89,7,4,89,6,8,86,4,12,84,6,31,63,6,7,87,7,16,77,84,3,6,7,83,1,9,7,100,0,0,0,75,2,8,15,89,0,6,5,82,2,8,8,94,1,2,3,94,0,3,3,96,0,3,1,92,2,5,1,88,2,6,4,69,0,13,18,93,1,4,2,84,0,15,1,23,0,17,60,84,10,6,28,0,30,42,71,0,19,10,81,1,3,15,81,1,11,6,1,90,3,7,49,1,27,23,100,38,3,17,11,12,19,44,4,22,9,21,44,12,17,5,22,44,13,19,4,20,44,16,16,5,19,44,14,12,5,25,77,7,7,9,77,8,6,9,77,7,8,8,77,10,6,7,77,8,4,11,77,9,2,12,94,2,4,94,2,4,94,2,0,4,94,2,0,4,94,2,0,4,94,2,0,4,94,2,1,3,99,0,1,99,0,1,99,1,99,1,99,1,50,2,25,23,50,2,30,18,50,2,21,27,50,1,32,17,50,2,17,31,50,2,29,19,57,0,18,25,82,0,5,5,1,7,59,1,3,7,13,17,59,0,37,4,61,1,12,26,61,0,15,12,7,3,1,1,61,0,9,10,10,10,63,1,11,11,12,2,100,100,79,2,12,7,73,1,19,7,82,1,14,3,71,1,19,9,84,0,12,4,75,0,21,4,65,0,1,3,1,12,18,65,0,1,2,3,6,23,71,1,16,7,0,5,71,1,6,8,6,8,71,1,9,9,4,6,83,1,12,4,83,2,4,11,83,1,11,5,75,13,12,88,7,5,94,1,1,2,0,0,0,2,81,1,3,3,1,0,1,0,1,0,0,2,2,1,0,1,3,100,0,0,0,0,100,0,0,0,0,0,0,0,0,100,0,0,0,0,100,0,0,0,0,0,0,5.7631578947368425,6.091350582616419,2.3333333333333335,1.8771812708978117,0,0,0,0
CD,COD,Democratic Republic of the Congo,-99,2021-01-02,2020-12-24,100,8,1573658.9439793269,3,576889.152278867,37,77,19916861.054918498,0,6,16,78,6,17,77,5,0,95,5,25,70,6,11,83,5,18,77,6,6,88,5,6,89,7,4,89,6,8,86,4,12,84,6,31,63,6,7,87,7,16,77,84,3,6,7,83,1,9,7,100,0,0,0,75,2,8,15,89,0,6,5,82,2,8,8,94,1,2,3,94,0,3,3,96,0,3,1,92,2,5,1,88,2,6,4,69,0,13,18,93,1,4,2,84,0,15,1,23,0,17,60,84,10,6,28,0,30,42,71,0,19,10,81,1,3,15,81,1,11,6,1,90,3,7,49,1,27,23,100,38,3,17,11,12,19,44,4,22,9,21,44,12,17,5,22,44,13,19,4,20,44,16,16,5,19,44,14,12,5,25,77,7,7,9,77,8,6,9,77,7,8,8,77,10,6,7,77,8,4,11,77,9,2,12,94,2,4,94,2,4,94,2,0,4,94,2,0,4,94,2,0,4,94,2,0,4,94,2,1,3,99,0,1,99,0,1,99,1,99,1,99,1,50,2,25,23,50,2,30,18,50,2,21,27,50,1,32,17,50,2,17,31,50,2,29,19,57,0,18,25,82,0,5,5,1,7,59,1,3,7,13,17,59,0,37,4,61,1,12,26,61,0,15,12,7,3,1,1,61,0,9,10,10,10,63,1,11,11,12,2,100,100,79,2,12,7,73,1,19,7,82,1,14,3,71,1,19,9,84,0,12,4,75,0,21,4,65,0,1,3,1,12,18,65,0,1,2,3,6,23,71,1,16,7,0,5,71,1,6,8,6,8,71,1,9,9,4,6,83,1,12,4,83,2,4,11,83,1,11,5,75,13,12,88,7,5,94,1,1,2,0,0,0,2,81,1,3,3,1,0,1,0,1,0,0,2,2,1,0,1,3,100,0,0,0,0,100,0,0,0,0,0,0,0,0,100,0,0,0,0,100,0,0,0,0,0,0,5.7631578947368425,6.091350582616419,2.3333333333333335,1.8771812708978117,0,0,0,0
CD,COD,Democratic Republic of the Congo,-99,2021-01-03,2020-12-26,100,6,1179998.881024976,4,777015.946463918,26,75,18302296.07577839,0,5,15,80,6,14,80,5,1,94,5,27,68,5,10,85,4,19,77,4,5,91,3,3,94,6,7,87,5,8,87,4,12,84,5,31,64,5,9,86,6,18,76,85,3,9,3,86,1,8,5,99,0,0,1,73,3,9,15,90,0,5,5,81,3,7,9,95,1,2,2,97,0,2,1,93,0,6,1,92,2,5,1,88,2,6,4,69,0,14,17,91,1,5,3,82,1,15,2,24,1,17,58,86,9,5,28,0,28,44,73,0,18,9,82,1,3,14,82,1,11,5,1,90,3,7,47,1,24,28,100,36,2,16,13,10,23,41,5,22,9,23,41,13,18,3,25,41,12,19,5,23,41,15,18,2,24,41,14,12,4,29,78,8,6,8,78,8,5,9,78,7,7,8,78,10,4,8,78,7,4,11,78,9,2,11,94,2,4,94,2,4,94,2,0,4,94,2,0,4,94,2,0,4,94,2,0,4,94,2,1,3,99,0,1,99,0,1,99,1,99,1,99,1,46,2,28,24,46,3,33,18,46,3,22,29,46,1,30,23,46,2,19,33,46,2,33,19,51,0,18,31,82,0,8,4,1,5,54,1,3,8,16,18,54,0,42,4,56,1,12,31,56,0,19,14,4,5,1,1,56,0,13,12,12,7,58,1,14,15,10,2,100,100,74,1,18,7,69,1,24,6,80,1,17,2,72,1,19,8,82,0,13,5,69,0,27,4,61,1,1,3,2,15,17,61,1,1,2,4,8,23,67,1,19,7,1,5,67,1,7,7,9,9,67,1,11,10,4,7,80,1,15,4,80,4,3,13,80,3,9,8,71,14,15,85,9,6,93,2,1,1,0,1,0,2,79,1,3,1,1,1,1,0,1,0,0,3,2,2,0,0,5,100,0,0,0,0,100,0,0,0,0,0,0,0,0,100,0,0,0,0,100,0,0,0,0,0,0,5.121212121212121,5.877699250969591,1.7500000000000002,0.9653072991634226,0,0,0,0
CD,COD,Democratic Republic of the Congo,-99,2021-01-04,2020-12-26,100,6,1179998.881024976,4,777015.946463918,26,75,18082636.999264993,0,4,15,81,5,14,81,5,1,94,5,26,69,5,10,85,4,18,78,4,5,91,3,3,94,6,6,88,4,7,89,4,12,84,5,30,65,4,9,87,5,18,77,85,3,9,3,86,1,8,5,99,0,0,1,74,3,8,15,90,0,5,5,82,3,7,8,95,1,2,2,97,0,2,1,94,0,5,1,93,2,4,1,88,2,6,4,70,0,13,17,91,1,5,3,82,1,14,3,24,1,17,58,86,9,5,28,0,29,43,72,0,18,10,82,0,3,15,82,0,12,5,1,89,4,7,47,1,22,30,100,36,1,16,13,9,25,39,5,22,10,24,39,13,19,3,26,39,12,19,6,24,39,14,19,3,25,39,14,12,4,31,80,8,5,7,80,8,3,9,80,6,7,7,80,10,3,7,80,8,3,9,80,9,2,9,94,2,4,94,2,4,94,2,0,4,94,2,0,4,94,2,0,4,94,2,0,4,94,2,1,3,99,0,1,99,0,1,99,1,99,1,99,1,44,2,29,25,44,3,35,18,44,3,24,29,44,1,33,22,44,2,19,35,44,2,35,19,49,0,18,33,82,0,9,3,1,5,51,1,3,9,18,18,51,0,45,4,53,1,11,35,53,0,20,14,6,5,1,1,53,0,14,12,14,7,55,1,14,15,13,2,100,100,73,1,20,6,67,1,27,5,78,1,19,2,69,1,20,10,82,0,14,4,67,0,30,3,58,1,1,3,2,18,17,58,1,1,2,4,9,25,65,1,19,8,1,6,65,1,8,6,10,10,65,1,13,9,5,7,80,1,15,4,80,5,3,12,80,4,8,8,70,16,14,86,8,6,94,2,0,1,0,1,0,2,78,1,3,1,1,1,1,0,1,0,0,3,3,2,0,0,5,100,0,0,0,0,100,0,0,0,0,0,0,0,0,100,0,0,0,0,100,0,0,0,0,0,0,5.0625,5.961908657360467,1.7500000000000002,0.9653072991634226,0,0,0,0
CD,COD,Democratic Republic of the Congo,-99,2021-01-13,2020-12-27,100,5,979235.068209969,3,626345.9506130749,25,76,18132741.842168286,0,4,13,83,5,14,81,5,2,93,6,23,71,4,10,86,5,18,77,4,6,90,4,6,90,6,5,89,5,4,91,5,9,86,5,27,68,5,10,85,4,17,79,87,1,8,4,86,0,9,5,98,0,0,2,77,2,9,12,90,0,5,5,82,2,8,8,94,0,4,2,94,0,3,3,95,0,4,1,96,0,3,1,91,1,4,4,73,0,12,15,90,1,4,5,83,1,12,4,22,2,16,60,88,6,6,28,0,26,46,75,1,13,11,87,0,1,12,87,0,11,2,0,90,5,5,43,1,18,38,100,33,1,14,15,12,25,36,4,23,10,27,36,13,21,5,25,36,13,18,9,24,36,12,19,8,25,36,14,11,5,34,83,7,4,6,83,8,3,6,83,5,7,5,83,10,2,5,83,9,1,7,83,10,1,6,94,2,4,94,2,4,94,2,0,4,94,2,0,4,94,2,0,4,94,2,0,4,94,2,1,3,99,0,1,99,0,1,99,1,99,1,99,1,41,2,35,22,41,4,36,19,41,5,26,28,41,2,33,24,41,3,22,34,41,3,39,17,46,0,19,35,81,1,11,3,1,3,50,1,2,6,22,19,50,2,44,4,53,2,10,35,53,1,18,17,6,5,0,0,53,0,12,15,13,7,55,1,13,16,13,2,100,100,67,2,27,4,66,2,27,5,76,3,18,3,69,2,19,10,79,2,13,6,63,2,30,5,57,1,1,2,2,17,20,57,1,1,1,2,11,27,63,1,19,8,2,7,63,1,9,9,9,9,63,1,14,11,6,5,77,1,17,5,77,5,4,14,77,4,10,9,67,18,15,85,10,5,93,2,0,1,0,1,0,3,75,1,1,2,1,1,1,1,2,0,1,4,3,2,0,0,5,100,0,0,0,0,100,0,0,0,0,0,0,0,0,100,0,0,0,0,100,0,0,0,0,0,0,3.212121212121212,3.637973128659486,2,1,0,0,0,0
CD,COD,Democratic Republic of the Congo,-99,2021-01-14,2020-12-27,100,5,979235.068209969,3,626345.9506130749,25,77,18186888.057030015,0,4,12,84,5,14,81,5,2,93,6,22,72,4,9,87,5,17,78,4,5,91,4,6,90,6,4,90,5,3,92,5,8,87,5,26,69,5,10,85,4,17,79,88,1,8,3,86,0,9,5,98,0,0,2,78,2,8,12,91,0,5,4,83,2,8,7,95,0,3,2,94,0,3,3,96,0,3,1,97,0,2,1,92,1,3,4,74,0,12,14,90,1,4,5,83,1,12,4,21,2,16,61,88,6,6,27,0,27,46,74,1,13,12,87,0,1,12,87,0,11,2,0,90,5,5,42,1,19,38,100,32,1,15,15,12,25,35,4,23,10,28,35,14,21,5,25,35,14,18,9,24,35,13,19,8,25,35,15,11,5,34,82,7,4,7,82,8,3,7,82,5,7,6,82,10,2,6,82,9,2,7,82,10,1,7,94,2,4,94,2,4,94,2,0,4,94,2,0,4,94,2,0,4,94,2,0,4,94,2,1,3,99,0,1,99,0,1,99,1,99,1,99,1,40,2,36,22,40,4,36,20,40,5,26,29,40,2,34,24,40,3,23,34,40,3,39,18,45,0,19,36,81,1,11,3,1,3,49,1,2,7,22,19,49,2,45,4,52,2,10,36,52,1,19,17,6,5,0,0,52,0,12,16,13,7,54,1,13,16,14,2,100,100,66,2,28,4,66,2,27,5,76,3,18,3,68,2,20,10,78,2,14,6,63,2,30,5,56,1,1,2,2,18,20,56,1,1,1,2,12,27,62,1,20,8,2,7,62,1,10,9,9,9,62,1,15,11,6,5,76,1,18,5,76,5,5,14,76,4,11,9,66,19,15,85,10,5,93,2,0,1,0,1,0,3,74,1,1,2,1,1,1,1,2,0,1,5,3,2,0,0,5,100,0,0,0,0,100,0,0,0,0,0,0,0,0,100,0,0,0,0,100,0,0,0,0,0,0,3.212121212121212,3.637973128659486,2,1,0,0,0,0
