ISO2,ISO_3,country_agg,age,date,first_date,count,cli,cli_weight,cliWHO,cliWHO_weight,cli_local,count_local,weight,Finished,B1_1..77,B1_1.1,B1_1.2,B1_2..77,B1_2.1,B1_2.2,B1_3..77,B1_3.1,B1_3.2,B1_4..77,B1_4.1,B1_4.2,B1_5..77,B1_5.1,B1_5.2,B1_6..77,B1_6.1,B1_6.2,B1_7..77,B1_7.1,B1_7.2,B1_8..77,B1_8.1,B1_8.2,B1_9..77,B1_9.1,B1_9.2,B1_10..77,B1_10.1,B1_10.2,B1_11..77,B1_11.1,B1_11.2,B1_12..77,B1_12.1,B1_12.2,B1_13..77,B1_13.1,B1_13.2,B1_14..77,B1_14.1,B1_14.2,B1b_x1..99,B1b_x1..77,B1b_x1.1,B1b_x1.2,B1b_x2..99,B1b_x2..77,B1b_x2.1,B1b_x2.2,B1b_x3..99,B1b_x3..77,B1b_x3.1,B1b_x3.2,B1b_x4..99,B1b_x4..77,B1b_x4.1,B1b_x4.2,B1b_x5..99,B1b_x5..77,B1b_x5.1,B1b_x5.2,B1b_x6..99,B1b_x6..77,B1b_x6.1,B1b_x6.2,B1b_x7..99,B1b_x7..77,B1b_x7.1,B1b_x7.2,B1b_x8..99,B1b_x8..77,B1b_x8.1,B1b_x8.2,B1b_x9..99,B1b_x9..77,B1b_x9.1,B1b_x9.2,B1b_x10..99,B1b_x10..77,B1b_x10.1,B1b_x10.2,B1b_x11..99,B1b_x11..77,B1b_x11.1,B1b_x11.2,B1b_x12..99,B1b_x12..77,B1b_x12.1,B1b_x12.2,B1b_x13..99,B1b_x13..77,B1b_x13.1,B1b_x13.2,B1b_x14..99,B1b_x14..77,B1b_x14.1,B1b_x14.2,B3..99,B3..77,B3.1,B3.2,B5..99,B5..77,B5.1,B5.2,B6..99,B6..77,B6.1,B6.2,B7..99,B7..77,B7.1,B7.2,B8..99,B8..77,B8.1,B8.2,B8.3,B9..99,B9..77,B9.1,B9.2,B9.3,B10..99,B10.1,B10.2,B10.3,B11..99,B11..77,B11.1,B11.2,V1..99,V1..77,V1.1,V1.2,V1.3,V2..99,V2..77,V2.1,V2.2,V2.3,V2a..99,V2a..77,V2a.1,V2a.2,V2a.3,V3..99,V3..77,V3.1,V3.2,V3.3,V3.4,V4_1..99,V4_1..77,V4_1.1,V4_1.2,V4_1.3,V4_2..99,V4_3..99,V4_3..77,V4_3.1,V4_3.2,V4_3.3,V4_4..99,V4_4..77,V4_4.1,V4_4.2,V4_4.3,V4_5..99,V4_5..77,V4_5.1,V4_5.2,V4_5.3,V4_6..99,V4_6..77,V4_6.1,V4_6.2,V4_6.3,V5a_1..99,V5a_1..77,V5a_1.0,V5a_1.1,V5a_2..99,V5a_2..77,V5a_2.0,V5a_2.1,V5a_3..99,V5a_3..77,V5a_3.0,V5a_3.1,V5a_4..99,V5a_4..77,V5a_4.0,V5a_4.1,V5a_5..99,V5a_5..77,V5a_5.0,V5a_5.1,V5a_6..99,V5a_6..77,V5a_6.0,V5a_6.1,V5a_7..99,V5a_7..77,V5a_7.0,V5a_7.1,V5a_8..99,V5a_8..77,V5a_8.0,V5a_8.1,V5a_9..99,V5a_9..77,V5a_9.0,V5a_9.1,V5a_10..99,V5b_1..99,V5b_1..77,V5b_1.0,V5b_1.1,V5b_2..99,V5b_2..77,V5b_2.0,V5b_2.1,V5b_3..99,V5b_3..77,V5b_3.0,V5b_3.1,V5b_4..99,V5b_4..77,V5b_4.0,V5b_4.1,V5b_5..99,V5b_5..77,V5b_5.0,V5b_5.1,V5b_6..99,V5b_6..77,V5b_6.0,V5b_6.1,V5b_7..99,V5b_7..77,V5b_7.0,V5b_7.1,V5b_8..99,V5b_8..77,V5b_8.0,V5b_8.1,V5b_9..99,V5b_9..77,V5b_9.0,V5b_9.1,V5b_10..99,V5c_1..99,V5c_1..77,V5c_1.0,V5c_1.1,V5c_2..99,V5c_2..77,V5c_2.0,V5c_2.1,V5c_3..99,V5c_3..77,V5c_3.0,V5c_3.1,V5c_4..99,V5c_4..77,V5c_4.0,V5c_4.1,V5c_5..99,V5c_5..77,V5c_5.0,V5c_5.1,V5c_6..99,V5c_6..77,V5c_6.0,V5c_6.1,V5c_7..99,V5c_7..77,V5c_7.0,V5c_7.1,V5c_8..99,V5c_8..77,V5c_8.0,V5c_8.1,V5c_9..99,V5c_9..77,V5c_9.0,V5c_9.1,V5c_10..99,V5d_1..99,V5d_1.0,V5d_1.1,V5d_2..99,V5d_2.0,V5d_2.1,V5d_3..99,V5d_3.0,V5d_3.1,V5d_4..99,V5d_4.0,V5d_4.1,V5d_5..99,V5d_5.0,V5d_5.1,V5d_6..99,V5d_6.0,V5d_6.1,V5d_7..99,V5d_7.0,V5d_7.1,V5d_8..99,V5d_8.0,V5d_8.1,V5d_9..99,V5d_9.0,V5d_9.1,V5d_10..99,V6_1..99,V6_1..77,V6_1.0,V6_1.1,V6_2..99,V6_2..77,V6_2.0,V6_2.1,V6_3..99,V6_3..77,V6_3.0,V6_3.1,V6_4..99,V6_4..77,V6_4.0,V6_4.1,V6_5..99,V6_5..77,V6_5.0,V6_5.1,V6_6..99,V6_6..77,V6_6.0,V6_6.1,V6_7..99,V6_7..77,V6_7.0,V6_7.1,V9..99,V9..77,V9.1,V9.2,V9.3,V9.4,V10_1..99,V10_1..77,V10_1.0,V10_1.1,V10_2..99,V10_2..77,V10_2.0,V10_2.1,V10_3..99,V10_3..77,V10_3.0,V10_3.1,V10_4..99,V10_4..77,V10_4.0,V10_4.1,V10_5..99,V10_5..77,V10_5.0,V10_5.1,V10_6..99,V10_6..77,V10_6.0,V10_6.1,V10_7..99,V10_7..77,V10_7.0,V10_7.1,V10_8..99,V10_8..77,V10_8.0,V10_8.1,V10_9..99,V10_9..77,V10_9.0,V10_9.1,V10_10..99,V10_10..77,V10_10.0,V10_10.1,V11..99,V11..77,V11.1,V11.2,V12..99,V12..77,V12.1,V12.2,V13..99,V15..99,V16..99,B12_1..99,B12_1..77,B12_1.1,B12_1.2,B12_2..99,B12_2..77,B12_2.1,B12_2.2,B12_3..99,B12_3..77,B12_3.1,B12_3.2,B12_4..99,B12_4..77,B12_4.1,B12_4.2,B12_5..99,B12_5..77,B12_5.1,B12_5.2,B12_6..99,B12_6..77,B12_6.1,B12_6.2,B13_1..99,B13_1..77,B13_1.1,B13_1.2,B13_2..99,B13_2..77,B13_2.1,B13_2.2,B13_3..99,B13_3..77,B13_3.1,B13_3.2,B13_4..99,B13_4..77,B13_4.1,B13_4.2,B13_5..99,B13_5..77,B13_5.1,B13_5.2,B13_6..99,B13_6..77,B13_6.1,B13_6.2,B13_7..99,B13_7..77,B13_7.1,B13_7.2,B14_1..99,B14_1..77,B14_1.1,B14_1.2,B14_2..99,B14_2..77,B14_2.1,B14_2.2,B14_3..99,B14_3..77,B14_3.1,B14_3.2,B14_4..99,B14_4..77,B14_4.1,B14_4.2,B14_5..99,B14_5..77,B14_5.1,B14_5.2,C0_1..99,C0_1..77,C0_1.1,C0_1.2,C0_2..99,C0_2..77,C0_2.1,C0_2.2,C0_3..99,C0_3..77,C0_3.1,C0_3.2,C0_4..99,C0_4..77,C0_4.1,C0_4.2,C0_5..99,C0_5..77,C0_5.1,C0_5.2,C0_6..99,C0_6..77,C0_6.1,C0_6.2,C1_m..99,C1_m..77,C1_m.1,C1_m.2,C2..99,C2..77,C2.1,C2.2,C2.3,C2.4,C7..99,C7..77,C7.1,C7.2,C7.3,C7.4,C8..99,C8..77,C8.1,C8.2,C3..99,C3..77,C3.1,C3.2,C5..99,C5..77,C5.1,C5.2,C5.3,C5.4,C5.5,C5.6,C6..99,C6..77,C6.1,C6.2,C6.3,C6.4,C14..99,C14..77,C14.1,C14.2,C14.3,C14.4,C9..99,C9a..99,C9a..77,C9a.1,C9a.2,C9a.3,C12..99,C12..77,C12.1,C12.2,C12.3,C13_1..99,C13_1..77,C13_1.1,C13_1.2,C13_2..99,C13_2..77,C13_2.1,C13_2.2,C13_3..99,C13_3..77,C13_3.1,C13_3.2,C13_4..99,C13_4..77,C13_4.1,C13_4.2,C13_5..99,C13_5..77,C13_5.1,C13_5.2,C13_6..99,C13_6..77,C13_6.1,C13_6.2,D1..99,D1..77,D1.1,D1.2,D1.3,D1.4,D1.5,D2..99,D2..77,D2.1,D2.2,D2.3,D2.4,D2.5,D3..99,D3..77,D3.1,D3.2,D3.3,D3.4,D4..99,D4..77,D4.1,D4.2,D4.3,D4.4,D5..99,D5..77,D5.1,D5.2,D5.3,D5.4,D6_1..99,D6_1..77,D6_1.1,D6_1.2,D6_2..99,D6_2..77,D6_2.1,D6_2.2,D6_3..99,D6_3..77,D6_3.1,D6_3.2,D7..99,D7..77,D7.1,D7.2,D8..99,D8..77,D8.1,D8.2,D9..99,D9..77,D9.1,D9.2,D9.3,D9.4,D9.5,D9.6,D9.7,D10..99,D10..77,D10.1,D10.2,D10.3,D10.4,D10.5,D10.6,D10.7,D10.8,D10.9,D10.10,D10.11,D10.12,D10.13,D10.14,D10.15,E3..99,E3..77,E3.1,E3.2,E3.3,E3.4,E4..99,E4..77,E4.1,E4.2,E4.3,E4.4,E4.5,E4.6,E4.7,E2..99,E2..77,E2.1,E2.2,E2.3,E7..99,E7..77,E7.1,E7.2,E7.3,E7.4,E7.5,B2.mean,B2.sd,B4.mean,B4.sd,E6.mean,E6.sd,E5.mean,E5.sd
CM,CMR,Cameroon,-99,2021-02-08,2021-02-06,100,3,332395.89761534357,1,17258.9920303026,10,83,15019989.939635077,0,5,8,87,3,14,83,6,4,90,6,29,65,4,16,80,6,17,77,4,8,88,6,3,91,8,5,87,4,5,91,5,8,87,3,29,68,7,8,85,7,21,72,92,1,4,3,86,2,7,5,96,1,3,0,71,1,11,17,84,2,5,9,83,0,9,8,92,1,2,5,97,1,0,2,95,0,2,3,95,1,3,1,92,1,4,3,71,2,18,9,92,1,4,3,79,2,13,6,16,1,6,77,94,0,4,2,16,0,38,46,62,0,15,23,85,0,0,15,0,85,0,1,13,1,99,0,1,0,32,1,20,47,19,0,4,74,3,96,0,2,1,1,97,0,2,0,1,26,1,15,12,20,26,37,15,15,17,16,100,37,17,16,14,16,37,13,14,17,19,37,16,7,13,27,37,9,20,18,16,76,0,7,17,76,0,16,8,76,0,13,11,76,0,22,2,76,0,12,12,76,0,19,5,76,0,23,1,76,0,23,1,76,0,20,4,0,81,1,8,10,81,1,14,4,81,1,15,3,81,1,18,0,81,1,7,11,81,1,13,5,81,1,18,0,81,1,18,0,81,1,15,3,0,88,1,7,4,88,1,8,3,88,1,11,0,88,1,11,0,88,1,6,5,88,1,7,4,88,1,8,3,88,1,11,0,88,1,10,1,0,99,1,0,99,1,0,99,0,1,99,1,0,99,1,0,99,1,0,99,1,0,99,1,0,99,1,0,0,85,0,14,1,85,0,8,7,85,0,10,5,85,0,3,12,85,0,13,2,85,0,10,5,85,0,12,3,39,2,35,7,8,9,42,3,50,5,42,3,53,2,42,3,54,1,42,3,53,2,42,3,51,4,42,3,55,0,42,3,55,0,42,3,55,0,42,3,52,3,42,3,11,44,100,0,0,0,100,0,0,0,0,0,0,81,8,4,7,81,7,8,4,81,6,9,4,81,8,5,6,81,8,7,4,81,8,5,6,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,46,9,31,14,46,9,24,21,46,8,20,26,46,7,29,18,46,7,23,24,46,5,28,21,51,0,27,22,73,0,6,8,4,9,53,0,5,16,13,13,53,0,45,2,57,1,10,32,57,0,7,13,7,7,7,2,57,0,15,11,11,6,59,0,3,21,12,5,100,62,0,5,30,3,65,0,1,31,3,71,0,21,8,78,0,12,10,81,1,9,9,73,0,13,14,78,0,12,10,74,0,15,11,67,0,0,1,4,15,13,67,0,0,1,4,11,17,72,1,12,6,5,4,72,1,12,5,5,5,72,1,14,6,5,2,81,3,15,1,81,8,6,5,81,4,14,1,75,0,14,11,89,0,4,7,97,0,1,0,1,0,0,1,0,84,0,0,2,2,4,0,0,2,0,0,4,0,0,0,0,2,100,0,0,0,0,0,100,0,0,0,0,0,0,0,0,100,0,0,0,0,100,0,0,0,0,0,0,4.543478260869565,3.052914976718556,1.6,1.51657508881031,0,0,0,0
CM,CMR,Cameroon,-99,2021-02-09,2021-02-07,100,3,389261.84542254603,2,264382.384281949,17,75,16324804.442681259,0,3,9,88,1,14,85,3,5,92,2,33,65,2,15,83,1,23,76,2,7,91,3,4,93,4,7,89,2,5,93,2,10,88,1,26,73,3,8,89,3,17,80,91,1,4,4,86,2,4,8,95,1,2,2,67,1,12,20,85,1,5,9,77,2,10,11,93,1,4,2,96,0,2,2,93,1,2,4,95,0,1,4,90,0,4,6,74,1,17,8,92,0,5,3,83,2,10,5,25,0,8,67,94,0,5,1,27,1,33,39,68,0,10,22,90,0,0,10,0,90,0,3,7,0,97,1,2,0,40,0,15,45,31,1,1,64,3,99,0,1,0,0,99,0,1,0,0,35,1,8,10,12,34,49,9,8,13,21,100,49,12,10,9,20,49,8,12,6,25,49,12,4,7,28,49,9,16,7,19,68,0,11,21,68,0,23,9,68,0,19,13,68,0,30,2,68,0,17,15,68,0,25,7,68,0,30,2,68,0,29,3,68,0,28,4,0,88,1,5,6,88,1,7,4,88,1,6,5,88,1,8,3,88,1,3,8,88,1,7,4,88,1,11,0,88,1,11,0,88,1,10,1,0,90,0,9,1,90,0,7,3,90,0,9,1,90,0,10,0,90,0,6,4,90,0,5,5,90,0,7,3,90,0,10,0,90,0,9,1,0,100,0,0,100,0,0,100,0,0,100,0,0,100,0,0,100,0,0,100,0,0,100,0,0,100,0,0,0,81,0,19,0,81,0,10,9,81,0,11,8,81,0,6,13,81,0,14,5,81,0,12,7,81,0,18,1,53,2,36,1,4,4,53,3,38,6,53,3,41,3,53,3,44,0,53,3,42,2,53,3,41,3,53,3,44,0,53,3,44,0,53,3,44,0,53,3,42,2,53,3,11,33,100,0,0,0,100,0,0,0,0,0,0,85,5,3,7,85,4,8,3,85,4,9,2,85,4,5,6,85,5,8,2,85,4,6,5,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,55,9,27,9,55,11,21,13,55,8,27,10,55,9,26,10,55,9,17,19,55,5,23,17,60,0,25,15,75,0,8,8,3,6,63,1,4,10,8,14,63,1,32,4,70,1,3,26,70,0,3,12,6,3,4,2,70,1,10,7,6,6,72,0,2,12,10,4,100,73,1,3,21,2,75,0,0,23,2,76,0,16,8,81,1,9,9,75,1,13,11,76,0,12,12,85,1,8,6,79,0,14,7,77,0,1,1,2,13,6,77,0,0,1,4,8,10,82,1,9,3,3,2,82,1,8,2,4,3,82,1,9,4,2,2,88,3,9,0,88,5,4,3,88,3,8,1,85,0,6,9,91,0,2,7,99,0,0,0,0,0,0,1,0,94,0,1,1,0,2,0,0,0,0,0,1,0,0,0,0,1,100,0,0,0,0,0,100,0,0,0,0,0,0,0,0,100,0,0,0,0,100,0,0,0,0,0,0,4.170731707317073,3.4051610756643385,3.25,2.217355782608345,0,0,0,0
CM,CMR,Cameroon,-99,2021-02-10,2021-02-08,100,5,804461.470944135,3,523319.961145284,18,68,17070981.02835884,0,2,14,84,0,17,83,2,6,92,1,34,65,1,16,83,0,28,72,1,13,86,2,4,94,4,10,86,3,5,92,1,10,89,1,28,71,2,8,90,2,18,80,86,1,7,6,83,3,6,8,94,1,2,3,66,1,15,18,84,2,6,8,72,2,11,15,87,2,6,5,96,0,2,2,90,1,3,6,95,0,1,4,90,0,4,6,72,2,12,14,92,0,4,4,82,2,11,5,32,0,9,59,94,0,5,1,35,1,30,34,71,0,6,23,94,0,0,6,0,94,0,2,4,0,98,1,1,0,43,0,15,42,38,1,1,57,3,99,0,1,0,0,99,0,1,0,0,40,0,8,11,10,31,56,11,8,8,17,100,56,12,7,9,16,56,9,10,4,21,56,13,4,6,21,56,7,16,4,17,71,0,12,17,71,0,22,7,71,0,15,14,71,0,28,1,71,0,14,15,71,0,24,5,71,0,27,2,71,0,26,3,71,0,26,3,0,91,1,3,5,91,1,4,4,91,1,4,4,91,1,5,3,91,1,2,6,91,1,6,2,91,1,8,0,91,1,8,0,91,1,8,0,0,89,0,9,2,89,0,6,5,89,0,10,1,89,0,11,0,89,0,7,4,89,0,6,5,89,0,9,2,89,0,11,0,89,0,10,1,0,100,0,0,100,0,0,100,0,0,100,0,0,100,0,0,100,0,0,100,0,0,100,0,0,100,0,0,0,83,0,17,0,83,0,12,5,83,0,12,5,83,0,9,8,83,0,12,5,83,0,11,6,83,0,13,4,57,0,30,3,5,5,57,4,35,4,57,4,37,2,57,4,39,0,57,4,39,0,57,4,38,1,57,4,39,0,57,4,39,0,57,4,39,0,57,4,37,2,57,4,8,31,100,0,0,0,100,0,0,0,0,0,0,85,7,1,7,85,4,6,5,85,4,9,2,85,5,5,5,85,5,7,3,85,5,4,6,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,58,8,28,6,58,8,25,9,58,5,30,7,58,7,28,7,58,7,20,15,58,5,23,14,63,0,25,12,75,0,8,8,3,6,66,2,4,8,8,12,66,2,27,5,73,2,2,23,73,0,4,13,3,3,3,1,73,1,6,4,6,10,73,0,3,11,9,4,100,73,1,2,22,2,74,0,0,23,3,75,2,15,8,78,1,12,9,73,2,14,11,75,1,13,11,83,3,8,6,80,2,12,6,75,0,1,2,3,12,7,75,0,0,2,5,11,7,79,0,9,5,4,3,79,1,7,4,4,5,79,1,9,5,3,3,87,3,8,2,87,6,3,4,87,4,6,3,82,1,8,9,91,0,4,5,98,0,0,0,0,0,0,1,1,91,0,1,1,0,2,0,0,0,0,0,1,0,1,1,1,1,100,0,0,0,0,0,100,0,0,0,0,0,0,0,0,100,0,0,0,0,100,0,0,0,0,0,0,3.5897435897435903,3.5520042431069725,3.25,2.217355782608345,0,0,0,0
CM,CMR,Cameroon,-99,2021-02-11,2021-02-09,100,5,926410.615855112,4,770148.567196858,18,70,18147170.27215344,0,4,13,83,2,20,78,4,4,92,4,28,68,4,18,78,3,22,75,4,9,87,3,3,94,4,8,88,4,5,91,2,10,88,2,25,73,2,8,90,3,22,75,87,1,7,5,80,3,7,10,96,1,1,2,72,1,15,12,82,2,10,6,78,2,10,10,91,2,3,4,97,0,2,1,92,1,1,6,95,0,1,4,90,0,5,5,75,2,7,16,92,1,4,3,78,2,11,9,30,0,10,60,92,0,7,1,32,1,29,38,72,1,8,19,92,0,2,6,0,92,0,1,7,0,99,1,0,0,44,0,18,38,37,0,0,59,4,100,0,0,0,0,100,0,0,0,0,38,0,9,10,14,29,50,14,12,8,16,100,50,12,10,10,18,50,13,9,10,18,50,13,9,5,23,50,11,17,6,16,72,0,13,15,72,0,21,7,72,0,11,17,72,0,27,1,72,0,16,12,72,0,24,4,72,0,27,1,72,0,24,4,72,0,22,6,0,87,0,6,7,87,0,6,7,87,0,9,4,87,0,9,4,87,0,4,9,87,0,8,5,87,0,13,0,87,0,12,1,87,0,13,0,0,90,0,4,6,90,0,6,4,90,0,10,0,90,0,10,0,90,0,7,3,90,0,8,2,90,0,8,2,90,0,10,0,90,0,10,0,0,100,0,0,100,0,0,100,0,0,100,0,0,100,0,0,100,0,0,100,0,0,100,0,0,100,0,0,0,81,0,19,0,81,0,13,6,81,0,12,7,81,0,11,8,81,0,13,6,81,0,11,8,81,0,12,7,52,0,31,5,6,6,52,3,43,2,52,3,44,1,52,3,45,0,52,3,44,1,52,3,42,3,52,3,45,0,52,3,45,0,52,3,42,3,52,3,40,5,52,3,9,36,100,0,0,0,100,0,0,0,0,0,0,82,6,2,10,82,3,8,7,82,3,10,5,82,6,4,8,82,5,6,7,82,5,4,9,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,54,4,30,12,54,5,26,15,54,5,28,13,54,6,24,16,54,6,22,18,54,3,25,18,62,0,23,15,77,0,7,5,6,5,66,1,1,8,7,17,66,3,28,3,70,1,3,26,70,0,8,10,3,3,5,1,70,0,9,9,2,10,70,0,6,13,8,3,100,72,1,1,25,1,73,1,2,21,3,75,2,14,9,78,1,12,9,76,2,11,11,80,1,7,12,83,3,8,6,80,2,12,6,75,0,1,1,1,11,11,75,0,0,1,5,10,9,79,0,10,6,2,3,79,1,2,6,4,8,79,1,5,6,5,4,90,2,6,2,90,7,1,2,90,6,2,2,81,1,8,10,90,0,4,6,97,0,1,0,0,0,0,0,2,90,0,2,0,0,0,1,1,1,0,0,0,0,1,1,2,1,100,0,0,0,0,0,100,0,0,0,0,0,0,0,0,100,0,0,0,0,100,0,0,0,0,0,0,3.5405405405405403,3.3631548895064007,2.142857142857143,1.8644544714716091,0,0,0,0
CM,CMR,Cameroon,-99,2021-02-12,2021-02-10,100,2,361283.983988988,2,361283.983988988,28,79,14613968.66232859,0,8,8,84,8,18,74,10,3,87,9,30,61,9,16,75,10,16,74,8,6,86,7,3,90,7,5,88,7,10,83,7,8,85,8,18,74,8,7,85,8,24,68,92,1,4,3,82,2,6,10,97,1,2,0,70,2,13,15,84,2,8,6,84,1,8,7,94,2,3,1,97,0,1,2,95,1,1,3,90,0,5,5,92,1,5,2,82,2,7,9,93,1,5,1,76,3,11,10,19,2,16,63,85,0,10,5,20,2,26,52,74,2,9,15,91,0,2,7,0,91,0,1,8,0,99,1,0,0,34,1,22,43,24,3,0,70,3,100,0,0,0,0,100,0,0,0,0,25,1,12,13,15,34,35,20,15,12,18,100,35,18,16,15,16,35,18,12,17,18,35,19,10,11,25,35,16,16,14,19,66,1,21,12,66,1,27,6,66,1,19,14,66,1,29,4,66,1,23,10,66,1,27,6,66,1,32,1,66,1,30,3,66,1,28,5,0,85,0,8,7,85,0,9,6,85,0,11,4,85,0,13,2,85,0,7,8,85,0,10,5,85,0,15,0,85,0,13,2,85,0,15,0,0,88,0,6,6,88,0,11,1,88,0,10,2,88,0,11,1,88,0,7,5,88,0,8,4,88,0,10,2,88,0,12,0,88,0,10,2,0,100,0,0,100,0,0,100,0,0,100,0,0,100,0,0,100,0,0,100,0,0,100,0,0,100,0,0,0,81,0,19,0,81,0,13,6,81,0,13,6,81,0,10,9,81,0,16,3,81,0,14,5,81,0,11,8,36,1,36,8,9,10,39,2,57,2,39,2,58,1,39,2,58,1,39,2,57,2,39,2,56,3,39,2,58,1,39,2,57,2,39,2,55,4,39,2,53,6,39,2,10,49,100,0,0,0,100,0,0,0,0,0,0,79,8,7,6,79,6,9,6,79,8,9,4,79,9,3,9,79,8,7,6,79,9,4,8,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,42,5,32,21,42,9,27,22,42,10,24,24,42,10,25,23,42,11,21,26,42,7,27,24,48,0,28,24,72,1,11,4,5,7,50,2,1,11,10,26,50,5,43,2,54,3,4,39,54,2,14,14,4,8,4,0,54,4,9,17,6,10,57,0,13,17,11,2,100,59,2,2,34,3,62,2,3,29,4,70,0,23,7,74,1,18,7,77,1,15,7,76,0,14,10,81,1,11,7,75,2,18,5,67,0,1,2,3,9,18,67,0,1,2,5,8,17,70,0,15,10,1,4,70,0,8,7,5,10,70,0,14,9,4,3,79,2,16,3,79,11,4,6,79,9,7,5,73,0,15,12,88,0,8,4,93,0,4,0,1,0,0,0,2,79,0,4,3,0,2,2,1,1,0,0,1,1,0,1,2,3,100,0,0,0,0,0,100,0,0,0,0,0,0,0,0,100,0,0,0,0,100,0,0,0,0,0,0,3.6944444444444446,2.6491987407995587,2,1.4770978917519928,0,0,0,0
CM,CMR,Cameroon,-99,2021-02-13,2021-02-11,100,5,668064.1875705748,5,668064.1875705748,34,79,13393985.4701657,0,7,14,79,8,17,75,11,3,86,8,35,57,10,16,74,9,18,73,8,8,84,7,4,89,7,9,84,8,12,80,8,11,81,7,19,74,9,8,83,8,27,65,86,3,6,5,83,3,5,9,97,1,2,0,65,4,15,16,84,2,9,5,82,3,10,5,92,3,3,2,96,0,2,2,91,2,3,4,88,0,7,5,89,1,9,1,81,4,10,5,92,1,5,2,73,4,13,10,19,2,17,62,84,0,10,6,21,2,25,52,75,1,8,16,92,0,1,7,0,92,0,1,7,0,99,1,0,0,32,1,16,51,24,3,0,69,4,100,0,0,0,0,100,0,0,0,0,26,2,11,15,16,30,38,16,12,15,19,100,38,16,15,14,17,38,16,12,15,19,38,17,10,10,25,38,13,10,19,20,70,1,15,14,70,1,21,8,70,1,18,11,70,1,23,6,70,1,18,11,70,1,24,5,70,1,26,3,70,1,27,2,70,1,25,4,0,84,0,8,8,84,0,10,6,84,0,12,4,84,0,14,2,84,0,8,8,84,0,12,4,84,0,14,2,84,0,14,2,84,0,16,0,0,86,0,7,7,86,0,12,2,86,0,10,4,86,0,13,1,86,0,6,8,86,0,10,4,86,0,12,2,86,0,14,0,86,0,12,2,0,100,0,0,100,0,0,100,0,0,100,0,0,100,0,0,100,0,0,100,0,0,100,0,0,100,0,0,0,81,0,19,0,81,0,14,5,81,0,15,4,81,0,10,9,81,0,16,3,81,0,13,6,81,0,14,5,39,1,34,7,10,9,44,1,52,3,44,1,54,1,44,1,54,1,44,1,53,2,44,1,53,2,44,1,53,2,44,1,53,2,44,1,53,2,44,1,50,5,44,1,12,43,100,0,0,0,100,0,0,0,0,0,0,86,6,7,1,86,5,7,2,86,6,7,1,86,7,1,6,86,7,5,2,86,8,2,4,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,45,6,29,20,45,10,24,21,45,11,21,23,45,10,25,20,45,12,17,26,45,9,23,23,49,0,28,23,72,1,11,6,3,7,51,2,2,12,15,18,51,5,41,3,56,4,4,36,56,2,11,14,4,9,4,0,56,4,8,15,10,7,59,0,12,15,11,3,100,59,2,1,36,2,62,2,2,31,3,72,0,21,7,76,1,18,5,79,1,15,5,75,0,16,9,84,1,9,6,78,2,17,3,69,0,1,3,4,6,17,69,0,1,3,4,5,18,71,0,10,11,3,5,71,0,10,4,5,10,71,0,13,9,2,5,81,1,15,3,81,8,4,7,81,7,7,5,75,0,15,10,90,0,6,4,94,0,4,0,1,0,0,0,1,81,0,3,4,0,2,1,1,3,0,0,1,1,0,0,1,2,100,0,0,0,0,0,100,0,0,0,0,0,0,0,0,100,0,0,0,0,100,0,0,0,0,0,0,3.5277777777777777,2.720148221918495,2.4166666666666665,1.781640374554423,0,0,0,0
