ISO2,ISO_3,country_agg,age,date,first_date,count,cli,cli_weight,cliWHO,cliWHO_weight,cli_local,count_local,weight,Finished,B1_1..77,B1_1.1,B1_1.2,B1_2..77,B1_2.1,B1_2.2,B1_3..77,B1_3.1,B1_3.2,B1_4..77,B1_4.1,B1_4.2,B1_5..77,B1_5.1,B1_5.2,B1_6..77,B1_6.1,B1_6.2,B1_7..77,B1_7.1,B1_7.2,B1_8..77,B1_8.1,B1_8.2,B1_9..77,B1_9.1,B1_9.2,B1_10..77,B1_10.1,B1_10.2,B1_11..77,B1_11.1,B1_11.2,B1_12..77,B1_12.1,B1_12.2,B1_13..77,B1_13.1,B1_13.2,B1_14..77,B1_14.1,B1_14.2,B1b_x1..99,B1b_x1..77,B1b_x1.1,B1b_x1.2,B1b_x2..99,B1b_x2..77,B1b_x2.1,B1b_x2.2,B1b_x3..99,B1b_x3..77,B1b_x3.1,B1b_x3.2,B1b_x4..99,B1b_x4..77,B1b_x4.1,B1b_x4.2,B1b_x5..99,B1b_x5..77,B1b_x5.1,B1b_x5.2,B1b_x6..99,B1b_x6..77,B1b_x6.1,B1b_x6.2,B1b_x7..99,B1b_x7..77,B1b_x7.1,B1b_x7.2,B1b_x8..99,B1b_x8..77,B1b_x8.1,B1b_x8.2,B1b_x9..99,B1b_x9..77,B1b_x9.1,B1b_x9.2,B1b_x10..99,B1b_x10..77,B1b_x10.1,B1b_x10.2,B1b_x11..99,B1b_x11..77,B1b_x11.1,B1b_x11.2,B1b_x12..99,B1b_x12..77,B1b_x12.1,B1b_x12.2,B1b_x13..99,B1b_x13..77,B1b_x13.1,B1b_x13.2,B1b_x14..99,B1b_x14..77,B1b_x14.1,B1b_x14.2,B3..99,B3..77,B3.1,B3.2,B5..99,B5..77,B5.1,B5.2,B6..99,B6..77,B6.1,B6.2,B7..99,B7..77,B7.1,B7.2,B8..99,B8.1,B8.2,B8.3,B9..99,B9.1,B9.2,B9.3,B10..99,B10.1,B10.2,B11..99,B11..77,B11.1,B11.2,V1..99,V1.1,V1.2,V1.3,V2..99,V3..99,V3..77,V3.1,V3.2,V3.3,V3.4,V4_1..99,V4_1..77,V4_1.1,V4_1.2,V4_1.3,V4_2..99,V4_2..77,V4_2.1,V4_2.2,V4_2.3,V4_3..99,V4_3..77,V4_3.1,V4_3.2,V4_3.3,V4_4..99,V4_4..77,V4_4.1,V4_4.2,V4_4.3,V4_5..99,V4_5..77,V4_5.1,V4_5.2,V4_5.3,V9..99,B12_1..99,B12_1..77,B12_1.1,B12_1.2,B12_2..99,B12_2..77,B12_2.1,B12_2.2,B12_3..99,B12_3..77,B12_3.1,B12_3.2,B12_4..99,B12_4..77,B12_4.1,B12_4.2,B12_5..99,B12_5..77,B12_5.1,B12_5.2,B12_6..99,B12_6..77,B12_6.1,B12_6.2,B13_1..99,B13_1..77,B13_1.1,B13_1.2,B13_2..99,B13_2..77,B13_2.1,B13_2.2,B13_3..99,B13_3..77,B13_3.1,B13_3.2,B13_4..99,B13_4..77,B13_4.1,B13_4.2,B13_5..99,B13_5..77,B13_5.1,B13_5.2,B13_6..99,B13_6..77,B13_6.1,B13_6.2,B13_7..99,B13_7..77,B13_7.1,B13_7.2,B14_1..99,B14_1..77,B14_1.1,B14_1.2,B14_2..99,B14_2..77,B14_2.1,B14_2.2,B14_3..99,B14_3..77,B14_3.1,B14_3.2,B14_4..99,B14_4..77,B14_4.1,B14_4.2,B14_5..99,B14_5..77,B14_5.1,B14_5.2,C0_1..99,C0_1..77,C0_1.1,C0_1.2,C0_2..99,C0_2..77,C0_2.1,C0_2.2,C0_3..99,C0_3..77,C0_3.1,C0_3.2,C0_4..99,C0_4..77,C0_4.1,C0_4.2,C0_5..99,C0_5..77,C0_5.1,C0_5.2,C0_6..99,C0_6..77,C0_6.1,C0_6.2,C1_m..99,C1_m..77,C1_m.1,C1_m.2,C2..99,C2.1,C2.2,C2.3,C2.4,C7..99,C7..77,C7.1,C7.2,C7.3,C7.4,C8..99,C8..77,C8.1,C8.2,C3..99,C3..77,C3.1,C3.2,C5..99,C5..77,C5.1,C5.2,C5.3,C5.4,C5.5,C5.6,C6..99,C6..77,C6.1,C6.2,C6.3,C6.4,C14..99,C14..77,C14.1,C14.2,C14.3,C14.4,C9..99,C9..77,C9.1,C9.2,C9.3,C12..99,C12..77,C12.1,C12.2,C12.3,C13_1..99,C13_1..77,C13_1.1,C13_1.2,C13_2..99,C13_2..77,C13_2.1,C13_2.2,C13_3..99,C13_3..77,C13_3.1,C13_3.2,C13_4..99,C13_4..77,C13_4.1,C13_4.2,C13_5..99,C13_5..77,C13_5.1,C13_5.2,C13_6..99,C13_6..77,C13_6.1,C13_6.2,D1..99,D1..77,D1.1,D1.2,D1.3,D1.4,D1.5,D2..99,D2..77,D2.1,D2.2,D2.3,D2.4,D2.5,D3..99,D3..77,D3.1,D3.2,D3.3,D3.4,D4..99,D4..77,D4.1,D4.2,D4.3,D4.4,D5..99,D5..77,D5.1,D5.2,D5.3,D5.4,D6_1..99,D6_1..77,D6_1.1,D6_1.2,D6_2..99,D6_2..77,D6_2.1,D6_2.2,D6_3..99,D6_3..77,D6_3.1,D6_3.2,D7..99,D7..77,D7.1,D7.2,D8..99,D8..77,D8.1,D8.2,D9..99,D9..77,D9.1,D9.2,D9.3,D9.4,D9.5,D9.6,D9.7,D10..99,D10..77,D10.1,D10.2,D10.3,D10.4,D10.5,D10.6,D10.7,D10.8,D10.9,D10.10,D10.11,D10.12,D10.13,D10.14,D10.15,E3..99,E3..77,E3.1,E3.2,E3.3,E3.4,E4..99,E4..77,E4.1,E4.2,E4.3,E4.4,E4.5,E4.6,E4.7,E2..99,E2..77,E2.1,E2.2,E2.3,E7..99,E7..77,E7.1,E7.2,E7.3,E7.4,E7.5,B2.mean,B2.sd,B4.mean,B4.sd,E6.mean,E6.sd,E5.mean,E5.sd
FI,FIN,Finland,2,2020-12-22,2020-12-21,100,0,0,0,0,18,100,635702.7984910483,99,0,1,99,0,11,89,0,3,97,0,19,81,0,31,69,0,23,77,0,11,89,0,0,100,0,5,95,0,1,99,0,1,99,0,26,74,0,7,93,0,13,87,99,0,0,1,89,0,4,7,97,0,0,3,81,0,2,17,69,0,5,26,77,0,2,21,89,0,3,8,100,0,0,0,95,0,2,3,99,0,0,1,99,0,0,1,74,0,8,18,93,0,1,6,87,0,6,7,0,0,9,91,91,0,2,7,0,1,42,57,58,0,9,33,91,1,8,0,91,0,9,0,100,0,0,10,0,4,86,100,0,0,0,0,0,0,36,45,13,6,33,0,17,46,4,33,0,35,29,3,33,0,32,31,4,33,0,32,31,4,33,0,4,44,19,0,96,1,0,3,96,1,0,3,96,1,0,3,96,1,0,3,96,0,1,3,96,2,0,2,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,0,0,27,73,0,0,69,31,0,0,27,73,0,0,52,48,0,0,3,97,0,0,15,85,0,0,51,49,49,41,6,2,2,0,0,1,4,29,66,0,0,99,1,0,0,11,89,0,0,49,36,8,3,2,2,0,0,20,25,41,14,0,0,18,59,21,2,0,0,26,72,2,0,0,28,71,1,73,0,21,6,31,0,65,4,73,0,24,3,48,0,21,31,97,0,3,0,85,0,15,0,0,1,0,1,15,31,52,0,0,0,6,17,22,55,0,0,12,52,32,4,0,0,0,8,15,77,0,0,6,22,22,50,72,0,22,6,72,3,2,23,72,2,9,17,0,0,74,26,74,1,11,14,89,0,2,1,1,2,0,2,3,15,0,1,8,5,11,1,3,7,7,0,4,14,7,0,2,15,0,1,34,63,1,1,0,0,0,100,0,0,0,0,0,1,0,60,27,12,1,0,61,23,13,1,1,6.803030303030303,8.76570186223152,2,1.118033988749895,14.170212765957446,5.45093125687227,2.1717171717171717,1.1161194073381293
FI,FIN,Finland,3,2020-12-22,2020-12-21,100,2,23929.995956659128,1,4687.66440145983,21,100,651001.3062192998,98,0,2,98,0,10,90,0,0,100,0,13,87,0,30,70,0,7,93,0,11,89,0,2,98,0,3,97,0,1,99,0,5,95,0,14,86,0,4,96,0,14,86,98,0,0,2,90,0,4,6,100,0,0,0,87,1,4,8,70,1,8,21,93,0,2,5,89,0,6,5,98,0,1,1,97,1,1,1,99,0,0,1,95,1,2,2,86,1,2,11,96,0,2,2,86,1,6,7,0,0,13,87,87,0,4,9,0,0,48,52,52,0,13,35,87,0,12,1,87,1,12,0,99,0,1,13,2,3,82,100,0,0,0,0,0,0,53,31,10,6,29,0,17,49,5,29,0,40,29,2,29,0,38,27,6,29,0,40,26,5,29,0,12,40,19,0,97,0,0,3,97,0,0,3,97,0,1,2,97,0,1,2,97,0,0,3,97,0,0,3,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,0,0,34,66,0,0,77,23,0,0,37,63,0,1,42,57,0,0,4,96,0,0,18,82,0,0,46,54,54,33,9,1,3,0,0,0,7,27,66,0,0,96,4,0,0,27,73,0,0,44,39,8,1,7,1,0,0,24,27,36,13,0,0,25,52,14,9,0,0,45,54,1,0,0,35,59,6,66,0,26,8,23,0,70,7,63,2,32,3,58,0,21,21,96,0,3,1,82,0,16,2,0,0,0,2,9,17,72,0,0,0,2,9,27,62,0,0,12,49,32,7,0,0,2,2,15,81,0,0,5,24,31,40,71,0,22,7,71,3,1,25,71,2,8,19,0,0,76,24,76,0,13,11,87,0,3,0,3,2,0,1,4,11,0,1,3,4,13,2,5,12,5,1,4,12,8,5,3,11,0,1,40,59,0,0,0,0,0,0,100,0,0,0,0,1,0,58,24,17,1,0,33,30,23,7,6,6.744680851063829,8.537559179517046,1.6666666666666667,0.9847319278346619,15.68817204301075,5.177246403051101,3.04040404040404,1.4208303976052241
FI,FIN,Finland,4,2020-12-22,2020-12-21,100,0,0,0,0,16,100,822420.2119341007,95,0,0,100,0,8,92,0,3,97,0,12,88,0,25,75,0,9,91,0,11,89,0,1,99,0,1,99,0,2,98,0,2,98,0,16,84,0,6,94,0,18,82,100,0,0,0,92,0,4,4,97,0,0,3,88,0,3,9,75,0,6,19,91,0,2,7,89,0,6,5,99,0,1,0,99,0,1,0,98,0,0,2,98,0,1,1,84,0,6,10,94,0,4,2,82,1,6,11,0,0,6,94,94,0,2,4,0,3,49,48,51,1,12,36,88,0,11,1,88,1,11,0,99,0,1,16,0,3,81,100,0,0,0,0,0,0,66,19,11,4,38,0,14,43,5,38,0,34,26,2,38,0,35,23,4,38,0,33,25,4,38,0,10,35,17,0,97,0,1,2,97,0,0,3,97,0,0,3,97,0,0,3,97,0,0,3,97,0,0,3,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,0,0,44,56,0,0,84,16,0,0,33,67,0,0,47,53,0,0,2,98,0,0,8,92,0,1,41,58,59,29,7,3,2,0,0,1,4,26,69,0,2,98,0,0,0,13,87,0,0,49,37,10,3,0,1,0,1,23,25,34,17,0,0,20,58,15,7,0,1,51,47,1,0,0,49,51,0,56,1,37,6,16,1,81,2,67,1,23,9,53,0,20,27,98,0,2,0,92,1,6,1,0,0,0,0,2,17,81,0,0,0,0,2,17,81,0,0,5,47,39,9,0,0,1,1,9,89,0,0,3,15,25,57,82,0,11,7,82,3,0,15,82,3,1,14,0,0,87,13,87,0,7,6,93,0,1,0,3,1,0,0,2,6,0,1,3,1,14,2,7,12,2,0,3,23,5,1,5,15,0,0,39,60,0,1,0,0,0,0,0,100,0,0,0,4,0,41,31,24,4,0,26,21,29,15,5,6.694444444444445,8.00378251773466,2.6666666666666665,1.96638416050035,15.494897959183673,5.195405830352201,2.65625,1.43510956852925
FI,FIN,Finland,-99,2020-12-23,2020-12-22,100,1,5483.78412160315,0,0,17,83,1040949.9751323633,0,2,2,96,2,8,90,2,3,95,1,13,86,1,27,72,2,20,78,2,7,91,3,3,94,2,5,93,2,5,93,2,6,92,2,21,77,2,10,88,2,14,84,98,0,2,0,92,0,2,6,97,0,0,3,87,1,2,10,73,3,8,16,80,1,7,12,93,0,3,4,97,0,3,0,95,1,2,2,95,1,3,1,94,2,2,2,79,1,7,13,90,0,4,6,86,2,6,6,16,1,13,70,91,0,7,2,24,2,27,47,73,2,3,22,97,0,3,0,97,0,3,0,100,0,0,32,2,4,62,100,0,0,0,0,34,0,29,22,8,7,53,2,19,21,5,53,3,27,12,5,53,5,21,17,4,53,4,23,16,4,53,6,7,21,13,0,97,0,0,3,97,0,2,1,97,1,1,1,97,1,2,0,97,1,0,2,97,1,2,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,62,1,17,20,62,1,31,6,62,1,12,25,62,1,19,18,62,1,1,36,62,1,7,30,64,1,17,18,83,13,3,0,1,64,0,0,1,11,24,64,0,34,2,67,2,7,24,67,1,14,9,5,2,0,2,67,1,15,6,7,4,69,2,9,15,4,1,72,1,10,17,0,79,2,8,11,0,83,0,11,6,70,1,26,3,88,1,9,2,82,1,10,7,99,0,1,0,93,0,7,0,82,0,0,0,4,8,6,82,1,0,1,3,5,8,86,1,4,4,4,1,86,0,1,1,3,9,86,0,1,4,1,8,98,0,2,0,98,0,0,2,98,0,0,2,93,0,4,3,97,0,2,1,99,0,0,0,0,0,0,0,1,98,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,100,0,0,0,0,0,100,0,0,0,0,0,0,0,0,100,0,0,0,0,100,0,0,0,0,0,0,6.953488372093024,9.894571595846774,1.5714285714285716,0.7867957924694432,0,0,0,0
FI,FIN,Finland,2,2020-12-23,2020-12-21,100,0,0,0,0,9,100,722844.3166901451,99,0,1,99,0,13,87,0,4,96,0,17,83,0,34,66,0,12,88,0,9,91,0,0,100,0,3,97,0,1,99,0,2,98,0,19,81,0,5,95,0,17,83,99,0,0,1,87,0,7,6,96,0,0,4,83,0,2,15,66,0,5,29,88,0,1,11,91,0,3,6,100,0,0,0,97,0,2,1,99,0,0,1,98,0,0,2,81,0,6,13,95,0,3,2,83,0,7,10,0,0,5,95,95,0,2,3,0,0,43,57,57,0,9,34,91,0,9,0,91,0,9,0,100,0,0,9,0,4,87,100,0,0,0,0,0,0,46,36,12,6,0,0,26,68,6,0,0,56,41,3,0,0,48,47,5,0,0,50,45,5,0,0,6,67,27,0,96,1,0,3,96,1,0,3,96,0,2,2,96,1,0,3,96,1,0,3,96,1,0,3,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,0,0,30,70,0,0,76,24,0,1,41,58,0,0,54,46,0,1,6,93,0,0,22,78,0,0,53,47,47,40,9,3,1,0,0,0,2,28,70,0,0,100,0,0,0,14,86,0,0,56,34,4,2,2,2,0,0,25,18,42,15,0,1,22,58,17,2,0,0,29,70,1,0,0,30,68,2,70,0,25,5,24,0,74,2,59,0,36,5,46,0,29,25,94,0,5,1,78,0,21,1,0,1,0,1,17,29,52,0,0,0,4,14,23,59,0,0,17,51,28,4,0,0,1,5,11,83,0,0,3,22,24,51,75,0,17,8,75,1,4,20,75,1,7,17,0,0,72,28,72,0,12,16,88,0,2,0,0,3,0,1,6,16,0,3,8,3,9,2,2,10,6,0,4,12,6,1,0,18,0,1,36,63,0,0,0,0,0,100,0,0,0,0,0,1,0,60,25,14,1,0,56,23,17,3,0,6.612903225806452,8.750372055246299,1.8000000000000003,1.3038404810405297,14.34736842105263,5.398519144966204,2.1818181818181817,1.119070645429486
FI,FIN,Finland,3,2020-12-23,2020-12-22,100,1,4687.66440145983,1,4687.66440145983,22,100,746998.8860071938,98,0,1,99,0,7,93,0,1,99,0,20,80,0,26,74,0,12,88,0,9,91,0,3,97,0,4,96,0,1,99,0,4,96,0,14,86,0,4,96,0,14,86,99,0,0,1,93,0,2,5,99,0,1,0,80,0,5,15,74,0,4,22,88,0,1,11,91,0,3,6,97,0,1,2,96,0,2,2,99,0,0,1,96,0,4,0,86,0,2,12,96,0,1,3,86,0,6,8,0,0,13,87,87,0,5,8,0,0,47,53,53,1,6,40,94,0,6,0,94,1,5,0,99,0,1,7,2,5,86,100,0,0,0,0,0,0,50,31,12,7,0,0,21,72,7,0,0,47,49,4,0,0,48,39,13,0,0,48,39,13,0,0,11,58,31,0,95,0,0,5,95,0,0,5,95,0,2,3,95,0,1,4,95,0,0,5,95,0,1,4,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,0,0,33,67,0,0,82,18,0,0,35,65,0,0,45,55,0,0,3,97,0,0,19,81,0,0,55,45,45,44,9,1,1,0,0,2,8,25,65,0,1,95,4,0,0,26,74,0,0,40,40,8,4,6,2,0,0,21,23,39,17,0,0,22,50,20,8,0,0,39,60,1,0,0,33,62,5,67,0,22,11,18,0,72,10,65,1,29,5,55,0,16,29,97,0,2,1,81,0,17,2,0,0,0,1,8,21,70,0,0,0,4,10,24,62,0,1,8,43,39,9,0,0,1,3,14,82,0,0,6,25,32,37,69,0,22,9,69,3,0,28,69,3,5,23,0,0,78,22,78,0,11,11,89,0,1,0,5,1,0,0,4,11,0,3,4,3,9,2,5,15,4,0,2,16,7,3,1,15,0,1,51,47,0,1,0,0,0,0,100,0,0,0,0,2,0,56,26,16,2,0,33,29,23,9,4,6.382000000000001,8.425560963581026,1.8181818181818181,1.2504544628399563,14.22340425531915,5.122487331216772,2.86734693877551,1.4404878548033277
FI,FIN,Finland,4,2020-12-23,2020-12-22,100,0,0,0,0,13,100,802663.8951556511,96,0,0,100,0,10,90,0,1,99,0,9,91,0,21,79,0,7,93,0,8,92,0,1,99,0,1,99,0,1,99,0,0,100,0,13,87,0,3,97,0,18,82,100,0,0,0,90,0,3,7,99,0,0,1,91,0,4,5,79,0,7,14,93,0,2,5,92,0,2,6,99,0,1,0,99,0,0,1,99,0,0,1,100,0,0,0,87,0,8,5,97,0,2,1,82,1,8,9,0,0,7,93,93,0,2,5,0,1,42,57,58,0,10,32,90,0,10,0,90,1,9,0,99,0,1,11,2,1,86,100,0,0,0,0,0,0,68,21,7,4,0,0,30,63,7,0,0,53,41,6,0,0,52,40,8,0,0,52,39,9,0,0,19,58,23,0,99,0,0,1,99,0,0,1,99,0,0,1,99,0,0,1,99,0,0,1,99,0,0,1,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,0,0,39,61,0,0,90,10,0,0,42,58,0,0,54,46,0,0,5,95,0,0,8,92,0,1,47,52,53,32,8,7,0,0,0,0,6,30,64,0,0,100,0,0,0,10,90,0,0,46,37,11,4,2,0,0,0,22,24,41,13,0,0,18,54,22,6,0,1,48,50,1,0,1,47,51,1,61,1,29,9,10,1,86,3,58,1,31,10,46,0,24,30,95,0,2,3,92,1,7,0,0,0,0,0,3,18,79,0,0,0,1,3,25,71,0,0,7,43,41,9,0,0,1,1,10,88,0,0,4,16,20,60,80,0,17,3,80,2,2,16,80,2,5,13,0,0,86,14,86,0,7,7,93,0,0,0,3,2,0,0,2,7,0,0,1,3,13,1,8,10,6,1,4,22,7,4,3,10,0,1,40,57,0,2,0,0,0,0,0,100,0,0,0,2,0,38,37,23,2,0,27,24,32,13,2,6.221590909090909,7.443042620908442,1.8571428571428572,1.0690449676496976,15.020408163265305,4.924647858752561,2.7346938775510203,1.3435682634383823
FI,FIN,Finland,5,2020-12-23,2020-12-22,100,0,0,0,0,15,100,889612.3839088789,99,1,0,99,1,2,97,1,0,99,1,14,85,1,14,85,1,10,89,1,2,97,1,1,98,0,5,95,1,1,98,1,3,96,1,15,84,1,4,95,1,11,88,100,0,0,0,98,0,0,2,100,0,0,0,86,0,2,12,86,0,3,11,90,0,1,9,98,0,1,1,99,0,0,1,95,0,3,2,99,0,1,0,97,0,2,1,85,0,6,9,96,0,2,2,89,0,5,6,0,0,8,92,92,0,2,6,0,0,26,74,74,0,2,24,98,0,2,0,98,0,2,0,100,0,0,2,3,1,94,100,0,0,0,0,0,0,72,19,6,3,0,4,31,56,9,0,6,55,33,6,0,7,44,41,8,0,8,42,43,7,0,10,16,53,21,0,99,0,0,1,99,0,1,0,99,0,0,1,99,0,0,1,99,0,0,1,99,0,0,1,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,0,1,28,71,0,0,89,11,0,0,35,65,0,0,49,51,0,0,5,95,0,0,11,89,0,0,46,54,54,36,5,1,4,0,0,2,3,37,58,0,0,100,0,0,0,17,83,0,0,60,25,6,4,3,2,0,0,21,33,29,17,0,0,26,48,21,5,0,0,47,51,2,0,0,42,56,2,72,0,19,9,11,0,84,5,65,0,27,8,51,0,27,22,95,0,4,1,89,0,7,4,0,1,1,1,6,19,72,0,1,1,1,9,20,68,0,2,15,41,33,9,0,0,2,0,9,89,0,0,2,15,24,59,83,1,10,6,83,4,2,11,83,4,2,11,0,1,57,42,58,0,10,32,90,0,3,1,0,0,0,1,5,33,0,1,4,1,12,0,2,10,7,0,2,10,6,2,3,7,0,1,40,58,0,1,0,0,0,0,0,0,100,0,0,1,1,39,25,34,1,1,29,38,15,9,7,5.722222222222222,6.367825873028121,1.875,1.1259916264596033,13.423913043478262,4.749166949858701,2,1.105012502906165
FI,FIN,Finland,-99,2020-12-24,2020-12-23,100,1,5483.78412160315,0,0,15,88,1378302.5305979573,0,1,1,98,1,16,83,1,2,97,0,13,87,1,25,74,1,13,86,1,7,92,2,0,98,1,4,95,1,6,93,1,5,94,1,20,79,1,6,93,1,15,84,99,0,1,0,84,0,5,11,98,0,0,2,87,0,4,9,75,2,7,16,87,1,4,8,93,0,2,5,100,0,0,0,96,1,1,2,94,1,3,2,95,1,3,1,80,1,10,9,94,0,3,3,85,2,6,7,12,0,12,76,89,0,8,3,15,2,29,54,71,1,6,22,94,2,4,0,94,0,6,0,100,0,0,26,1,3,70,100,0,0,0,0,24,0,35,22,11,8,48,1,20,25,6,48,1,31,13,7,48,2,25,17,8,48,1,30,12,9,48,4,11,19,18,0,98,0,0,2,98,0,2,0,98,0,1,1,98,0,2,0,98,0,0,2,98,0,2,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,60,0,16,24,60,0,31,9,60,0,13,27,60,0,19,21,60,0,2,38,60,0,4,36,63,1,16,20,84,11,4,1,0,64,0,0,1,9,26,64,0,34,2,70,1,5,24,70,0,13,9,3,2,1,2,70,0,15,7,7,1,72,1,5,14,5,3,73,1,12,14,0,75,2,12,11,0,85,0,12,3,70,1,26,3,88,1,9,2,82,2,7,9,98,0,1,1,96,0,4,0,78,0,0,0,6,7,9,78,1,1,1,3,6,10,83,0,4,5,6,2,83,0,1,1,4,11,83,0,1,3,1,12,98,0,2,0,98,0,1,1,98,0,0,2,90,0,2,8,92,0,5,3,98,0,0,0,0,0,0,0,2,97,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,100,0,0,0,0,0,100,0,0,0,0,0,0,0,0,100,0,0,0,0,100,0,0,0,0,0,0,8.119047619047619,12.406140063128813,1.3333333333333333,0.7071067811865476,0,0,0,0
FI,FIN,Finland,1,2020-12-24,2020-12-21,100,0,0,0,0,21,100,1061348.490753481,97,0,1,99,0,16,84,0,2,98,0,21,79,0,44,56,0,17,83,0,16,84,0,1,99,0,6,94,0,1,99,0,8,92,0,25,75,0,8,92,0,28,72,99,0,0,1,84,0,4,12,98,0,0,2,79,0,4,17,56,0,7,37,83,0,4,13,84,0,5,11,99,0,0,1,94,0,2,4,99,0,0,1,92,0,2,6,75,0,4,21,92,0,1,7,72,0,12,16,0,0,10,90,90,0,3,7,0,0,54,46,46,0,13,41,87,0,13,0,87,0,13,0,100,0,0,13,0,1,86,100,0,0,0,0,0,0,41,34,19,6,16,0,25,56,3,16,0,46,35,3,16,0,43,36,5,16,0,44,36,4,16,0,17,52,15,0,99,0,0,1,99,0,1,0,99,0,1,0,99,0,0,1,99,0,0,1,99,0,0,1,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,0,0,32,68,0,0,73,27,0,0,35,65,0,0,61,39,0,0,6,94,0,0,17,83,0,1,57,42,43,46,8,2,1,0,0,0,7,36,57,0,0,100,0,0,3,11,86,0,0,49,37,5,4,3,2,0,0,17,22,43,18,0,0,13,48,34,5,0,0,23,75,2,0,0,24,72,4,68,0,21,11,27,0,70,3,65,0,29,6,39,0,19,42,94,0,3,3,83,0,17,0,0,3,3,6,15,28,45,0,0,4,8,20,23,45,0,1,17,34,41,7,0,0,1,5,16,78,0,0,10,27,26,37,63,1,27,9,63,2,2,33,63,2,12,23,0,0,53,47,53,0,23,24,77,0,1,1,6,4,1,0,10,24,1,1,6,1,7,1,4,9,6,0,4,4,2,0,4,26,0,2,28,65,3,2,0,0,100,0,0,0,0,0,0,3,2,55,26,14,3,0,39,20,22,14,2,8,10.830317384448497,2.1,0.9944289260117531,11.37912087912088,4.785592184034548,2.863157894736842,1.4484806883736026
