ISO2,ISO_3,country_agg,age,date,first_date,count,cli,cli_weight,cliWHO,cliWHO_weight,cli_local,count_local,weight,Finished,B1_1..77,B1_1.1,B1_1.2,B1_2..77,B1_2.1,B1_2.2,B1_3..77,B1_3.1,B1_3.2,B1_4..77,B1_4.1,B1_4.2,B1_5..77,B1_5.1,B1_5.2,B1_6..77,B1_6.1,B1_6.2,B1_7..77,B1_7.1,B1_7.2,B1_8..77,B1_8.1,B1_8.2,B1_9..77,B1_9.1,B1_9.2,B1_10..77,B1_10.1,B1_10.2,B1_11..77,B1_11.1,B1_11.2,B1_12..77,B1_12.1,B1_12.2,B1_13..77,B1_13.1,B1_13.2,B1_14..77,B1_14.1,B1_14.2,B1b_x1..99,B1b_x1..77,B1b_x1.1,B1b_x1.2,B1b_x2..99,B1b_x2..77,B1b_x2.1,B1b_x2.2,B1b_x3..99,B1b_x3..77,B1b_x3.1,B1b_x3.2,B1b_x4..99,B1b_x4..77,B1b_x4.1,B1b_x4.2,B1b_x5..99,B1b_x5..77,B1b_x5.1,B1b_x5.2,B1b_x6..99,B1b_x6..77,B1b_x6.1,B1b_x6.2,B1b_x7..99,B1b_x7..77,B1b_x7.1,B1b_x7.2,B1b_x8..99,B1b_x8..77,B1b_x8.1,B1b_x8.2,B1b_x9..99,B1b_x9..77,B1b_x9.1,B1b_x9.2,B1b_x10..99,B1b_x10..77,B1b_x10.1,B1b_x10.2,B1b_x11..99,B1b_x11..77,B1b_x11.1,B1b_x11.2,B1b_x12..99,B1b_x12..77,B1b_x12.1,B1b_x12.2,B1b_x13..99,B1b_x13..77,B1b_x13.1,B1b_x13.2,B1b_x14..99,B1b_x14..77,B1b_x14.1,B1b_x14.2,B3..99,B3..77,B3.1,B3.2,B5..99,B5..77,B5.1,B5.2,B6..99,B6..77,B6.1,B6.2,B7..99,B7..77,B7.1,B7.2,B8..99,B8.1,B8.2,B8.3,B9..99,B9.1,B9.2,B9.3,B10..99,B10.1,B10.2,B11..99,B11..77,B11.1,B11.2,V1..99,V1.1,V1.2,V1.3,V2..99,V3..99,V3..77,V3.1,V3.2,V3.3,V3.4,V4_1..99,V4_1..77,V4_1.1,V4_1.2,V4_1.3,V4_2..99,V4_2..77,V4_2.1,V4_2.2,V4_2.3,V4_3..99,V4_3..77,V4_3.1,V4_3.2,V4_3.3,V4_4..99,V4_4..77,V4_4.1,V4_4.2,V4_4.3,V4_5..99,V4_5..77,V4_5.1,V4_5.2,V4_5.3,V9..99,B12_1..99,B12_1..77,B12_1.1,B12_1.2,B12_2..99,B12_2..77,B12_2.1,B12_2.2,B12_3..99,B12_3..77,B12_3.1,B12_3.2,B12_4..99,B12_4..77,B12_4.1,B12_4.2,B12_5..99,B12_5..77,B12_5.1,B12_5.2,B12_6..99,B12_6..77,B12_6.1,B12_6.2,B13_1..99,B13_1..77,B13_1.1,B13_1.2,B13_2..99,B13_2..77,B13_2.1,B13_2.2,B13_3..99,B13_3..77,B13_3.1,B13_3.2,B13_4..99,B13_4..77,B13_4.1,B13_4.2,B13_5..99,B13_5..77,B13_5.1,B13_5.2,B13_6..99,B13_6..77,B13_6.1,B13_6.2,B13_7..99,B13_7..77,B13_7.1,B13_7.2,B14_1..99,B14_1..77,B14_1.1,B14_1.2,B14_2..99,B14_2..77,B14_2.1,B14_2.2,B14_3..99,B14_3..77,B14_3.1,B14_3.2,B14_4..99,B14_4..77,B14_4.1,B14_4.2,B14_5..99,B14_5..77,B14_5.1,B14_5.2,C0_1..99,C0_1..77,C0_1.1,C0_1.2,C0_2..99,C0_2..77,C0_2.1,C0_2.2,C0_3..99,C0_3..77,C0_3.1,C0_3.2,C0_4..99,C0_4..77,C0_4.1,C0_4.2,C0_5..99,C0_5..77,C0_5.1,C0_5.2,C0_6..99,C0_6..77,C0_6.1,C0_6.2,C1_m..99,C1_m..77,C1_m.1,C1_m.2,C2..99,C2.1,C2.2,C2.3,C2.4,C7..99,C7..77,C7.1,C7.2,C7.3,C7.4,C8..99,C8..77,C8.1,C8.2,C3..99,C3..77,C3.1,C3.2,C5..99,C5..77,C5.1,C5.2,C5.3,C5.4,C5.5,C5.6,C6..99,C6..77,C6.1,C6.2,C6.3,C6.4,C14..99,C14..77,C14.1,C14.2,C14.3,C14.4,C9..99,C9..77,C9.1,C9.2,C9.3,C12..99,C12..77,C12.1,C12.2,C12.3,C13_1..99,C13_1..77,C13_1.1,C13_1.2,C13_2..99,C13_2..77,C13_2.1,C13_2.2,C13_3..99,C13_3..77,C13_3.1,C13_3.2,C13_4..99,C13_4..77,C13_4.1,C13_4.2,C13_5..99,C13_5..77,C13_5.1,C13_5.2,C13_6..99,C13_6..77,C13_6.1,C13_6.2,D1..99,D1..77,D1.1,D1.2,D1.3,D1.4,D1.5,D2..99,D2..77,D2.1,D2.2,D2.3,D2.4,D2.5,D3..99,D3..77,D3.1,D3.2,D3.3,D3.4,D4..99,D4..77,D4.1,D4.2,D4.3,D4.4,D5..99,D5..77,D5.1,D5.2,D5.3,D5.4,D6_1..99,D6_1..77,D6_1.1,D6_1.2,D6_2..99,D6_2..77,D6_2.1,D6_2.2,D6_3..99,D6_3..77,D6_3.1,D6_3.2,D7..99,D7..77,D7.1,D7.2,D8..99,D8..77,D8.1,D8.2,D9..99,D9..77,D9.1,D9.2,D9.3,D9.4,D9.5,D9.6,D9.7,D10..99,D10..77,D10.1,D10.2,D10.3,D10.4,D10.5,D10.6,D10.7,D10.8,D10.9,D10.10,D10.11,D10.12,D10.13,D10.14,D10.15,E3..99,E3..77,E3.1,E3.2,E3.3,E3.4,E4..99,E4..77,E4.1,E4.2,E4.3,E4.4,E4.5,E4.6,E4.7,E2..99,E2..77,E2.1,E2.2,E2.3,E7..99,E7..77,E7.1,E7.2,E7.3,E7.4,E7.5,B2.mean,B2.sd,B4.mean,B4.sd,E6.mean,E6.sd,E5.mean,E5.sd
FI,FIN,Finland,2,2020-12-24,2020-12-22,100,0,0,0,0,13,100,891487.2167576726,98,0,0,100,0,16,84,0,3,97,0,14,86,0,30,70,0,9,91,0,7,93,0,1,99,0,4,96,0,0,100,0,3,97,0,17,83,0,5,95,0,16,84,100,0,0,0,84,0,7,9,97,0,1,2,86,0,1,13,70,0,6,24,91,0,0,9,93,0,3,4,99,0,1,0,96,0,1,3,100,0,0,0,97,0,0,3,83,0,3,14,95,0,2,3,84,0,5,11,0,0,7,93,93,0,2,5,0,0,46,54,54,0,9,37,91,0,9,0,91,0,9,0,100,0,0,9,1,4,86,100,0,0,0,0,0,0,47,34,13,6,0,0,28,69,3,0,1,56,42,1,0,1,48,45,6,0,0,57,37,6,0,0,10,67,23,0,96,1,0,3,96,1,1,2,96,0,2,2,96,1,0,3,96,1,0,3,96,1,0,3,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,0,0,32,68,0,0,78,22,0,1,47,52,0,0,57,43,0,1,6,93,0,0,20,80,0,0,56,44,44,38,12,5,1,0,0,0,7,25,68,0,0,100,0,0,0,17,83,0,0,52,34,5,3,5,1,0,0,18,24,35,23,0,1,17,60,18,4,0,0,36,64,0,0,0,39,60,1,68,0,23,9,22,0,71,7,53,0,37,10,43,0,22,35,94,0,4,2,80,0,18,2,0,0,2,2,16,23,57,0,0,1,4,12,20,63,0,1,10,54,31,4,0,0,1,4,8,87,0,0,6,20,26,48,74,0,19,7,74,0,3,23,74,0,8,18,0,0,68,32,68,0,13,19,87,0,1,2,0,1,1,0,8,19,0,2,7,4,8,1,3,13,4,0,4,5,5,3,2,20,0,0,34,64,2,0,0,0,0,100,0,0,0,0,0,2,1,64,21,12,2,0,45,26,19,5,3,6.233333333333333,8.032490520056793,1.8571428571428572,1.4638501094227998,12.850515463917525,5.783491659300277,2.4948453608247423,1.2675740555306012
FI,FIN,Finland,3,2020-12-24,2020-12-23,100,0,0,0,0,25,100,832979.9355978206,100,0,0,100,0,10,90,0,1,99,0,19,81,0,24,76,0,14,86,0,14,86,0,2,98,0,3,97,0,0,100,0,4,96,0,18,82,0,3,97,0,12,88,100,0,0,0,90,0,5,5,99,0,1,0,81,0,5,14,76,0,6,18,86,0,2,12,86,0,6,8,98,0,1,1,97,0,2,1,100,0,0,0,96,0,2,2,82,0,4,14,97,0,1,2,88,0,4,8,0,0,12,88,88,0,5,7,0,0,47,53,53,1,7,39,93,0,7,0,93,0,7,0,100,0,0,8,1,5,86,100,0,0,0,0,0,0,50,37,8,5,0,0,28,68,4,0,0,58,39,3,0,0,52,40,8,0,0,51,38,11,0,0,9,65,26,0,95,0,0,5,95,0,0,5,95,0,1,4,95,0,0,5,95,0,0,5,95,0,1,4,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,0,0,32,68,0,0,77,23,0,0,34,66,0,0,52,48,0,0,6,94,0,1,18,81,0,0,56,44,44,40,13,3,0,0,1,2,5,25,67,0,1,99,0,0,0,16,84,0,0,47,37,7,4,3,2,0,0,23,24,35,18,0,0,16,56,22,6,0,0,37,62,1,0,0,37,61,2,68,0,23,9,23,0,71,6,66,0,25,9,48,0,15,37,94,0,4,2,82,0,15,3,0,0,0,1,12,20,67,0,0,0,3,18,21,58,0,1,13,43,35,8,0,0,0,4,13,83,0,0,6,21,30,43,73,0,19,8,73,1,0,26,73,1,6,20,0,0,74,26,74,0,11,15,89,0,4,0,3,0,0,0,4,15,0,4,9,2,7,1,3,13,3,0,3,17,3,4,1,15,0,1,43,53,0,3,0,0,0,0,100,0,0,0,0,0,1,51,26,22,0,1,34,23,26,10,6,6.166666666666667,7.9314438419773055,2.3,1.1595018087284057,13.569148936170214,5.889484461724246,2.757575757575758,1.5057096034822097
FI,FIN,Finland,4,2020-12-24,2020-12-23,100,0,0,0,0,16,100,991194.1058315033,99,1,1,98,1,9,90,1,1,98,1,10,89,1,22,77,0,11,89,1,7,92,1,0,99,1,1,98,1,0,99,1,0,99,1,13,86,0,2,98,0,14,86,99,0,1,0,91,0,2,7,99,0,0,1,90,0,4,6,78,0,9,13,89,0,4,7,93,0,3,4,100,0,0,0,99,0,0,1,100,0,0,0,100,0,0,0,87,0,8,5,98,0,1,1,86,0,8,6,0,0,8,92,92,0,2,6,0,0,36,64,64,0,9,27,91,0,9,0,91,0,9,0,100,0,0,9,2,1,88,100,0,0,0,0,0,0,64,24,6,6,0,2,35,57,6,0,1,58,36,5,0,2,49,42,7,0,2,49,42,7,0,3,19,61,17,0,99,0,1,0,99,0,1,0,99,0,0,1,99,0,1,0,99,0,0,1,99,0,0,1,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,0,1,30,69,0,0,89,11,0,0,41,59,0,1,52,47,0,1,6,93,0,1,12,87,0,0,42,58,58,29,6,6,1,0,0,0,8,35,57,0,0,100,0,0,1,15,84,0,0,46,35,13,3,3,0,0,0,24,28,33,15,0,0,24,52,19,5,0,0,48,51,1,0,1,43,55,1,70,0,20,10,11,1,80,8,59,1,32,8,48,0,20,32,94,0,3,3,88,0,11,1,0,0,1,0,4,21,74,0,0,0,2,6,24,68,0,0,7,49,34,10,0,0,0,1,11,88,0,0,7,18,24,51,75,0,21,4,75,3,4,18,75,3,6,16,0,0,83,17,83,0,6,11,94,0,1,0,1,1,0,0,3,11,0,1,6,6,11,1,4,6,7,1,5,18,6,4,5,8,0,2,44,52,0,2,0,0,0,0,0,100,0,0,0,0,1,44,35,20,0,1,22,21,35,16,5,5.908536585365853,6.501383530055587,2,1.4142135623730951,14.786458333333332,4.9266967644428785,2.8181818181818183,1.4663827239624163
FI,FIN,Finland,5,2020-12-24,2020-12-22,100,0,0,0,0,8,100,979801.679729215,99,1,0,99,1,5,94,1,0,99,2,11,87,2,18,80,1,9,90,1,2,97,1,2,97,1,5,94,1,2,97,1,2,97,1,12,87,2,4,94,1,9,90,100,0,0,0,95,1,1,3,100,0,0,0,89,0,2,9,82,1,3,14,91,1,2,6,98,0,0,2,98,0,0,2,95,0,3,2,98,0,2,0,98,0,2,0,88,0,6,6,96,0,3,1,91,0,5,4,0,0,4,96,96,0,0,4,0,1,29,70,71,0,3,26,97,0,3,0,97,0,3,0,100,0,0,4,1,1,94,100,0,0,0,0,0,0,71,22,4,3,0,5,31,56,8,0,6,56,33,5,0,8,47,39,6,0,9,45,38,8,0,11,16,50,23,0,99,0,0,1,99,0,1,0,99,0,0,1,99,0,0,1,99,0,0,1,99,0,0,1,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,0,1,29,70,0,0,90,10,0,0,36,64,0,0,50,50,0,0,4,96,0,0,9,91,0,0,45,55,55,34,6,1,4,0,0,1,4,39,56,0,0,100,0,0,1,17,82,0,0,52,30,6,4,5,3,0,0,23,32,25,20,0,0,24,50,22,4,0,0,48,49,3,0,0,42,56,2,71,0,20,9,10,0,84,6,64,0,31,5,50,0,22,28,96,0,4,0,91,0,6,3,0,1,1,2,6,15,75,0,1,1,1,9,17,71,0,2,13,39,36,10,0,0,1,0,11,88,0,0,2,15,22,61,83,0,12,5,83,3,1,13,83,2,2,13,0,1,57,42,58,0,11,31,89,0,5,1,0,1,0,1,3,32,0,1,2,1,12,0,2,7,7,0,2,13,5,2,2,12,0,2,46,51,0,1,0,0,0,0,0,0,100,0,0,1,1,38,25,35,1,0,31,35,16,9,8,4.083333333333333,4.115302453734633,2,1.4142135623730951,13.595744680851062,4.757154541525916,2.1354166666666665,1.2364617742972266
FI,FIN,Finland,6,2020-12-24,2020-12-21,100,0,0,0,0,2,100,1541628.1103644264,96,0,1,99,0,7,93,0,5,95,0,7,93,0,11,89,0,8,92,0,3,97,0,2,98,0,2,98,0,0,100,0,2,98,0,6,94,0,1,99,0,10,90,99,0,0,1,93,0,2,5,95,0,1,4,93,0,0,7,89,0,1,10,92,0,3,5,97,0,0,3,98,0,1,1,98,0,0,2,100,0,0,0,98,0,0,2,94,0,3,3,99,0,0,1,90,0,6,4,0,0,2,98,98,0,1,1,0,0,17,83,83,0,4,13,96,0,4,0,96,1,3,0,99,0,1,4,2,0,94,100,0,0,0,0,0,0,65,25,5,5,0,3,38,51,8,0,5,62,27,6,0,6,55,34,5,0,7,56,33,4,0,7,22,51,20,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,0,0,8,92,0,0,81,19,0,0,27,73,0,0,38,62,0,0,5,95,0,0,14,86,0,0,39,61,61,31,6,2,0,0,0,0,4,48,48,0,0,100,0,0,0,15,85,0,0,53,31,11,3,1,1,0,0,45,22,28,5,0,1,31,50,16,2,0,0,58,40,2,0,2,53,43,2,92,0,5,3,19,1,79,1,73,0,22,5,62,0,13,25,95,0,3,2,86,0,13,1,0,0,0,0,6,9,85,0,0,0,1,5,17,77,0,1,11,44,33,11,0,0,0,2,8,90,0,0,1,6,18,75,93,1,5,1,93,1,2,4,93,0,5,2,0,1,18,81,19,0,15,66,85,0,0,0,0,1,0,0,14,67,0,2,1,0,6,0,1,4,2,0,2,3,1,1,2,8,0,3,43,54,0,0,0,0,0,0,0,0,0,100,0,2,6,37,26,29,2,4,40,23,19,7,5,8.678571428571429,9.08011083073399,1,0,13.790816326530612,4.719952968809322,1.6813186813186813,0.8676804439823183
FI,FIN,Finland,-99,2020-12-25,2020-12-23,100,0,0,0,0,7,86,1290183.0437197287,0,0,1,99,0,13,87,0,2,98,1,14,85,1,22,77,1,16,83,0,3,97,0,1,99,0,3,97,0,6,94,0,3,97,0,19,81,1,2,97,0,12,88,99,1,0,0,87,0,4,9,98,0,0,2,86,0,4,10,78,3,4,15,84,1,2,13,97,0,1,2,99,0,0,1,97,1,0,2,94,1,3,2,97,1,1,1,81,3,8,8,98,0,1,1,88,2,5,5,14,0,6,80,94,0,4,2,17,3,27,53,73,1,5,21,95,2,3,0,95,0,5,0,100,0,0,28,2,2,68,100,0,0,0,0,24,0,37,24,9,6,50,2,24,18,6,50,3,28,13,6,50,4,20,19,7,50,3,26,12,9,50,6,7,20,17,0,98,0,0,2,98,0,2,0,98,0,1,1,98,0,2,0,98,0,0,2,98,0,2,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,60,0,10,30,60,0,28,12,60,0,9,31,60,0,18,22,60,0,1,39,60,0,1,39,65,1,14,20,86,8,5,1,0,68,0,0,4,10,18,68,1,31,0,76,2,2,20,76,0,11,7,1,2,2,1,76,0,10,4,6,4,76,0,4,9,9,2,78,0,8,14,0,81,1,7,11,0,91,0,7,2,75,0,23,2,93,0,6,1,85,1,3,11,99,0,0,1,99,0,1,0,85,0,0,0,2,5,8,85,0,1,0,1,4,9,87,0,3,3,5,2,87,0,0,1,2,10,87,0,0,1,2,10,99,0,1,0,99,0,1,0,99,0,0,1,90,0,2,8,92,0,4,4,99,0,0,0,0,0,0,0,1,98,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,100,0,0,0,0,0,100,0,0,0,0,0,0,0,0,100,0,0,0,0,100,0,0,0,0,0,0,9.512195121951219,12.734052676229023,1.2,0.44721359549995787,0,0,0,0
FI,FIN,Finland,1,2020-12-25,2020-12-22,100,0,0,0,0,33,100,1099939.5726532824,99,0,1,99,0,6,94,0,2,98,0,18,82,0,40,60,0,15,85,0,15,85,0,3,97,0,5,95,0,2,98,0,9,91,0,24,76,0,9,91,0,22,78,99,0,0,1,94,0,0,6,98,0,0,2,82,0,3,15,60,0,8,32,85,0,5,10,85,0,5,10,97,0,0,3,95,0,1,4,98,0,1,1,91,0,2,7,76,0,4,20,91,0,1,8,78,0,8,14,0,0,13,87,87,0,3,10,0,0,55,45,45,0,13,42,87,1,12,0,87,0,13,0,100,0,0,13,1,2,84,100,0,0,0,0,0,0,40,32,20,8,0,0,29,64,7,0,0,56,38,6,0,0,51,40,9,0,0,49,42,9,0,0,19,61,20,0,98,0,0,2,98,0,1,1,98,0,1,1,98,0,0,2,98,0,0,2,98,0,0,2,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,0,0,24,76,0,0,71,29,0,0,35,65,0,0,61,39,0,0,5,95,0,0,14,86,0,1,61,38,39,44,15,2,0,0,0,0,9,34,57,0,0,100,0,0,1,11,88,0,0,51,36,6,3,1,3,0,0,19,25,43,13,0,0,13,52,30,5,0,0,24,74,2,0,0,27,71,2,76,0,16,8,29,0,68,3,65,0,30,5,39,0,14,47,95,0,2,3,86,0,13,1,0,2,2,5,12,32,47,0,0,2,6,19,19,54,0,0,18,36,36,10,0,0,0,5,14,81,0,0,8,25,26,41,67,2,24,7,67,3,2,28,67,2,11,20,0,0,47,53,47,0,24,29,76,0,1,1,6,4,2,1,9,29,1,1,7,2,8,0,2,6,5,0,4,3,2,1,6,23,0,2,25,69,3,1,0,0,100,0,0,0,0,0,0,1,0,54,30,15,1,0,34,22,24,16,3,7.867647058823529,10.775738935447379,2.5384615384615383,1.3913653136029502,11.622340425531915,4.790046899793276,2.8686868686868685,1.4260439401770217
FI,FIN,Finland,2,2020-12-25,2020-12-23,100,0,0,0,0,10,100,868738.9194412126,98,0,0,100,0,18,82,0,5,95,0,12,88,0,29,71,0,8,92,0,6,94,0,1,99,0,3,97,0,0,100,0,1,99,0,14,86,0,3,97,0,16,84,100,0,0,0,82,0,6,12,95,0,1,4,88,0,2,10,71,0,8,21,92,0,0,8,94,0,1,5,99,0,1,0,97,0,1,2,100,0,0,0,99,0,0,1,86,0,2,12,97,0,0,3,84,0,4,12,0,0,5,95,95,0,2,3,0,0,48,52,52,0,12,36,88,0,12,0,88,0,12,0,100,0,0,12,1,3,84,100,0,0,0,0,0,0,45,35,12,8,0,0,26,70,4,0,1,47,49,3,0,1,37,53,9,0,0,44,48,8,0,0,9,67,24,0,97,1,0,2,97,1,1,1,97,0,2,1,97,1,0,2,97,1,0,2,97,1,0,2,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,0,0,22,78,0,0,66,34,0,1,35,64,0,0,64,36,0,1,4,95,0,0,17,83,0,0,58,42,42,36,17,5,0,0,0,0,9,26,65,0,0,100,0,0,0,16,84,0,0,54,30,5,3,7,1,0,0,13,30,33,24,0,1,22,52,19,6,0,0,36,64,0,0,0,41,58,1,78,0,14,8,34,0,57,9,65,0,25,10,36,0,18,46,96,0,2,2,83,0,14,3,0,0,2,2,17,21,58,0,0,1,8,11,24,56,0,1,9,61,25,4,0,0,1,5,11,83,0,0,7,20,22,51,73,1,19,7,73,1,2,24,73,1,7,19,0,0,64,36,64,0,12,24,88,0,1,2,0,1,1,0,7,24,0,1,4,4,7,0,2,12,5,1,4,5,5,2,4,20,0,0,36,61,2,1,0,0,0,100,0,0,0,0,0,2,1,62,24,11,2,0,39,33,16,5,5,7.327272727272726,10.04629016741733,2,1.7320508075688772,12.880208333333334,5.603450436850996,2.53125,1.3215073132402138
FI,FIN,Finland,3,2020-12-25,2020-12-24,100,0,0,0,0,18,100,937939.3632096011,99,0,0,100,0,15,85,0,2,98,0,14,86,0,30,70,0,16,84,0,12,88,0,1,99,0,5,95,0,0,100,0,2,98,0,19,81,0,4,96,0,17,83,100,0,0,0,85,0,8,7,98,0,0,2,86,0,3,11,70,0,10,20,84,0,6,10,88,0,8,4,99,0,0,1,95,0,2,3,100,0,0,0,98,0,0,2,81,0,5,14,96,0,2,2,83,0,9,8,0,0,7,93,93,0,3,4,0,0,50,50,50,0,15,35,85,1,14,0,85,0,15,0,100,0,0,15,0,2,83,100,0,0,0,0,0,0,47,33,12,8,0,0,24,69,7,0,0,52,44,4,0,0,46,49,5,0,0,47,45,8,0,0,7,70,23,0,98,0,0,2,98,0,0,2,98,0,0,2,98,0,0,2,98,0,0,2,98,0,0,2,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,0,0,26,74,0,0,69,31,0,0,32,68,0,0,56,44,0,0,6,94,0,1,13,86,0,0,49,51,51,32,14,3,0,0,1,1,5,33,60,0,0,100,0,0,0,12,88,0,0,51,35,6,5,1,2,0,0,23,29,34,14,0,0,19,58,19,4,0,0,46,53,1,0,0,47,51,2,74,1,14,11,31,1,65,3,68,1,25,6,44,1,12,43,94,1,4,1,87,1,10,2,0,0,0,1,13,16,70,0,0,0,2,15,16,67,0,0,13,46,34,7,0,0,0,3,10,87,0,0,4,18,32,46,78,1,16,5,78,3,0,19,78,2,5,15,0,0,76,24,76,0,14,10,86,0,2,2,1,2,0,3,4,10,0,3,7,2,9,1,4,10,6,0,5,15,6,3,2,17,0,0,45,54,0,1,0,0,0,0,100,0,0,0,0,1,1,53,27,18,1,0,33,22,28,13,3,6.62962962962963,8.283414427470035,3.2,1.7888543819998315,14.129032258064516,5.614859567819965,3.0816326530612246,1.411831225769145
FI,FIN,Finland,4,2020-12-25,2020-12-24,100,0,0,0,0,16,100,867337.9469890351,100,1,0,99,1,4,95,1,2,97,1,9,90,1,20,79,0,8,92,1,6,93,1,0,99,1,4,95,1,0,99,1,1,98,1,15,84,0,7,93,0,11,89,100,0,0,0,96,1,2,1,98,0,1,1,91,0,1,8,80,1,5,14,92,0,3,5,94,1,2,3,100,0,0,0,96,0,2,2,100,0,0,0,99,0,1,0,85,1,4,10,93,0,3,4,89,0,3,8,0,0,6,94,94,0,0,6,0,0,44,56,56,0,7,37,93,1,6,0,93,0,7,0,100,0,0,7,0,3,90,100,0,0,0,0,0,0,63,22,11,4,0,2,42,48,8,0,1,61,35,3,0,3,45,49,3,0,2,49,45,4,0,2,20,61,17,0,97,1,1,1,97,0,2,1,97,1,0,2,97,1,1,1,97,0,1,2,97,1,0,2,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,0,1,16,83,0,0,56,44,0,0,23,77,0,1,53,46,0,1,4,95,0,1,7,92,0,0,56,44,44,37,17,2,0,0,0,0,6,27,67,0,0,99,1,0,0,10,90,0,0,46,39,12,2,1,0,0,0,21,28,42,9,0,0,30,53,16,1,0,0,43,57,0,0,0,39,58,3,84,0,12,4,44,1,48,7,77,1,19,3,47,0,13,40,96,0,4,0,93,0,6,1,0,0,2,0,4,26,68,0,0,2,1,8,21,68,0,1,13,47,32,7,0,0,2,4,6,88,0,0,7,10,29,54,83,1,12,4,83,3,3,11,83,3,4,10,0,0,81,19,81,0,8,11,92,0,1,0,1,0,0,0,6,11,0,2,7,4,13,1,3,13,3,0,2,14,8,2,5,12,0,1,43,55,1,0,0,0,0,0,0,100,0,0,0,0,2,36,30,32,0,0,20,19,34,16,11,6.972222222222222,10.207801249495718,2.6666666666666665,1.6329931618554518,14.647368421052631,5.068086258171693,3.1752577319587623,1.4931113298408023
FI,FIN,Finland,5,2020-12-25,2020-12-23,100,0,0,0,0,14,100,889153.1818425849,100,1,0,99,1,8,91,1,1,98,2,10,88,2,19,79,1,10,89,1,5,94,1,2,97,2,2,96,1,2,97,1,3,96,1,6,93,2,2,96,0,7,93,100,0,0,0,92,1,2,5,99,0,0,1,90,1,1,8,81,1,3,15,90,1,1,8,95,0,2,3,98,0,1,1,98,0,1,1,98,0,2,0,97,1,2,0,94,0,1,5,98,0,1,1,93,0,4,3,0,0,9,91,91,0,2,7,0,1,34,65,66,0,6,28,94,0,6,0,94,1,5,0,99,0,1,7,1,3,89,100,0,0,0,0,0,0,65,27,3,5,0,3,34,54,9,0,3,53,38,6,0,4,48,40,8,0,5,46,39,10,0,6,17,46,31,0,97,0,2,1,97,0,1,2,97,0,0,3,97,0,0,3,97,0,0,3,97,0,0,3,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,0,1,19,80,0,0,74,26,0,0,29,71,0,0,50,50,0,0,0,100,0,0,5,95,0,0,45,55,55,33,10,1,1,0,0,1,3,39,57,0,0,100,0,0,1,15,84,0,0,49,33,8,2,6,2,0,0,29,24,32,15,0,0,25,47,25,3,0,0,48,49,3,0,0,44,56,0,81,0,16,3,26,0,68,6,71,0,26,3,50,0,19,31,100,0,0,0,95,0,4,1,0,0,1,2,8,18,71,0,0,1,2,10,10,77,0,0,11,40,43,6,0,0,1,2,11,86,0,0,2,15,25,58,83,0,13,4,83,3,1,13,83,2,1,14,0,1,54,45,55,0,21,24,79,0,7,1,1,3,0,0,9,25,0,0,4,4,13,0,6,8,2,0,3,10,6,3,1,15,0,1,47,50,0,2,0,0,0,0,0,0,100,0,0,0,5,40,26,29,0,4,30,34,18,7,7,3.8815789473684212,5.26260932418551,1.5555555555555556,1.0137937550497031,13.86315789473684,4.852309225021584,2.193548387096774,1.1819113528529985
