ISO2,ISO_3,country_agg,age,date,first_date,count,cli,cli_weight,cliWHO,cliWHO_weight,cli_local,count_local,weight,Finished,B1_1..77,B1_1.1,B1_1.2,B1_2..77,B1_2.1,B1_2.2,B1_3..77,B1_3.1,B1_3.2,B1_4..77,B1_4.1,B1_4.2,B1_5..77,B1_5.1,B1_5.2,B1_6..77,B1_6.1,B1_6.2,B1_7..77,B1_7.1,B1_7.2,B1_8..77,B1_8.1,B1_8.2,B1_9..77,B1_9.1,B1_9.2,B1_10..77,B1_10.1,B1_10.2,B1_11..77,B1_11.1,B1_11.2,B1_12..77,B1_12.1,B1_12.2,B1_13..77,B1_13.1,B1_13.2,B1_14..77,B1_14.1,B1_14.2,B1b_x1..99,B1b_x1..77,B1b_x1.1,B1b_x1.2,B1b_x2..99,B1b_x2..77,B1b_x2.1,B1b_x2.2,B1b_x3..99,B1b_x3..77,B1b_x3.1,B1b_x3.2,B1b_x4..99,B1b_x4..77,B1b_x4.1,B1b_x4.2,B1b_x5..99,B1b_x5..77,B1b_x5.1,B1b_x5.2,B1b_x6..99,B1b_x6..77,B1b_x6.1,B1b_x6.2,B1b_x7..99,B1b_x7..77,B1b_x7.1,B1b_x7.2,B1b_x8..99,B1b_x8..77,B1b_x8.1,B1b_x8.2,B1b_x9..99,B1b_x9..77,B1b_x9.1,B1b_x9.2,B1b_x10..99,B1b_x10..77,B1b_x10.1,B1b_x10.2,B1b_x11..99,B1b_x11..77,B1b_x11.1,B1b_x11.2,B1b_x12..99,B1b_x12..77,B1b_x12.1,B1b_x12.2,B1b_x13..99,B1b_x13..77,B1b_x13.1,B1b_x13.2,B1b_x14..99,B1b_x14..77,B1b_x14.1,B1b_x14.2,B3..99,B3..77,B3.1,B3.2,B5..99,B5..77,B5.1,B5.2,B6..99,B6..77,B6.1,B6.2,B7..99,B7..77,B7.1,B7.2,B8..99,B8.1,B8.2,B8.3,B9..99,B9.1,B9.2,B9.3,B10..99,B10..77,B10.1,B10.2,B10.3,B11..99,B11..77,B11.1,B11.2,V1..99,V1..77,V1.1,V1.2,V1.3,V3..99,V3..77,V3.1,V3.2,V3.3,V3.4,V4_1..99,V4_1..77,V4_1.1,V4_1.2,V4_1.3,V4_2..99,V4_2..77,V4_2.1,V4_2.2,V4_2.3,V4_3..99,V4_3..77,V4_3.1,V4_3.2,V4_3.3,V4_4..99,V4_4..77,V4_4.1,V4_4.2,V4_4.3,V4_5..99,V4_5..77,V4_5.1,V4_5.2,V4_5.3,B12_1..99,B12_1..77,B12_1.1,B12_1.2,B12_2..99,B12_2..77,B12_2.1,B12_2.2,B12_3..99,B12_3..77,B12_3.1,B12_3.2,B12_4..99,B12_4..77,B12_4.1,B12_4.2,B12_5..99,B12_5..77,B12_5.1,B12_5.2,B12_6..99,B12_6..77,B12_6.1,B12_6.2,B13_1..99,B13_1..77,B13_1.1,B13_1.2,B13_2..99,B13_2..77,B13_2.1,B13_2.2,B13_3..99,B13_3..77,B13_3.1,B13_3.2,B13_4..99,B13_4..77,B13_4.1,B13_4.2,B13_5..99,B13_5..77,B13_5.1,B13_5.2,B13_6..99,B13_6..77,B13_6.1,B13_6.2,B13_7..99,B13_7..77,B13_7.1,B13_7.2,B14_1..99,B14_1..77,B14_1.1,B14_1.2,B14_2..99,B14_2..77,B14_2.1,B14_2.2,B14_3..99,B14_3..77,B14_3.1,B14_3.2,B14_4..99,B14_4..77,B14_4.1,B14_4.2,B14_5..99,B14_5..77,B14_5.1,B14_5.2,C0_1..99,C0_1..77,C0_1.1,C0_1.2,C0_2..99,C0_2..77,C0_2.1,C0_2.2,C0_3..99,C0_3..77,C0_3.1,C0_3.2,C0_4..99,C0_4..77,C0_4.1,C0_4.2,C0_5..99,C0_5..77,C0_5.1,C0_5.2,C0_6..99,C0_6..77,C0_6.1,C0_6.2,C1_m..99,C1_m..77,C1_m.1,C1_m.2,C2..99,C2..77,C2.1,C2.2,C2.3,C2.4,C7..99,C7..77,C7.1,C7.2,C7.3,C7.4,C8..99,C8..77,C8.1,C8.2,C3..99,C3..77,C3.1,C3.2,C5..99,C5..77,C5.1,C5.2,C5.3,C5.4,C5.5,C5.6,C6..99,C6..77,C6.1,C6.2,C6.3,C6.4,C14..99,C14..77,C14.1,C14.2,C14.3,C14.4,C9..99,C9..77,C9.1,C9.2,C9.3,C12..99,C12..77,C12.1,C12.2,C12.3,C13_1..99,C13_1..77,C13_1.1,C13_1.2,C13_2..99,C13_2..77,C13_2.1,C13_2.2,C13_3..99,C13_3..77,C13_3.1,C13_3.2,C13_4..99,C13_4..77,C13_4.1,C13_4.2,C13_5..99,C13_5..77,C13_5.1,C13_5.2,C13_6..99,C13_6..77,C13_6.1,C13_6.2,D1..99,D1..77,D1.1,D1.2,D1.3,D1.4,D1.5,D2..99,D2..77,D2.1,D2.2,D2.3,D2.4,D2.5,D3..99,D3..77,D3.1,D3.2,D3.3,D3.4,D4..99,D4..77,D4.1,D4.2,D4.3,D4.4,D5..99,D5..77,D5.1,D5.2,D5.3,D5.4,D6_1..99,D6_1..77,D6_1.1,D6_1.2,D6_2..99,D6_2..77,D6_2.1,D6_2.2,D6_3..99,D6_3..77,D6_3.1,D6_3.2,D7..99,D7..77,D7.1,D7.2,D8..99,D8..77,D8.1,D8.2,D9..99,D9..77,D9.1,D9.2,D9.3,D9.4,D9.5,D9.6,D9.7,D10..99,D10..77,D10.1,D10.2,D10.3,D10.4,D10.5,D10.6,D10.7,D10.8,D10.9,D10.10,D10.11,D10.12,D10.13,D10.14,D10.15,E3..99,E3..77,E3.1,E3.2,E3.3,E3.4,E4..99,E4..77,E4.1,E4.2,E4.3,E4.4,E4.5,E4.6,E4.7,E2..99,E2..77,E2.1,E2.2,E2.3,E7..99,E7..77,E7.1,E7.2,E7.3,E7.4,E7.5,B2.mean,B2.sd,B4.mean,B4.sd,E6.mean,E6.sd,E5.mean,E5.sd
DO,DOM,Dominican Republic,-99,2020-12-21,2020-12-21,138,6,106244.12665159721,2,57710.404358314205,36,93,2118491.361650038,0,8,8,122,7,27,104,5,9,124,6,25,107,7,33,98,6,33,99,7,18,113,6,15,117,5,12,121,7,10,121,7,25,106,4,43,91,9,10,119,8,33,97,130,1,6,1,111,1,18,8,129,0,7,2,114,1,9,14,106,2,16,14,107,2,21,8,121,1,11,5,123,0,12,3,128,0,7,3,130,0,8,0,114,2,13,9,97,3,23,15,129,1,8,0,107,1,17,13,45,0,20,73,121,0,9,8,50,3,30,55,108,0,8,22,130,3,5,0,130,1,7,0,137,0,0,1,0,61,4,10,63,138,0,0,0,0,52,1,23,32,14,16,109,3,14,5,7,109,10,8,6,5,109,6,14,4,5,109,6,13,5,5,109,7,8,4,10,128,3,5,2,128,3,2,5,128,2,5,3,128,4,2,4,128,4,4,2,128,3,4,3,138,0,0,0,138,0,0,0,138,0,0,0,138,0,0,0,138,0,0,0,138,0,0,0,138,0,0,0,138,0,0,0,138,0,0,0,138,0,0,0,138,0,0,0,138,0,0,0,66,4,27,41,66,2,41,29,66,5,25,42,66,5,38,29,66,8,12,52,66,5,25,42,71,0,39,28,99,1,22,8,3,5,78,1,2,12,18,27,78,1,58,1,88,1,7,42,88,0,37,7,3,1,0,2,88,1,16,10,12,11,92,1,18,15,8,4,97,1,5,21,14,100,4,8,16,10,112,2,23,1,100,1,34,3,115,1,20,2,102,2,29,5,128,0,8,2,115,0,22,1,107,3,0,1,3,3,21,107,2,0,1,4,5,19,114,0,9,9,4,2,114,1,3,7,6,7,114,0,6,13,3,2,122,2,14,0,122,5,5,6,122,3,11,2,121,0,4,13,125,0,6,7,134,0,0,0,0,1,0,0,3,132,0,1,0,0,0,0,0,1,0,0,2,0,1,0,0,1,138,0,0,0,0,0,138,0,0,0,0,0,0,0,0,138,0,0,0,0,138,0,0,0,0,0,0,2.8048780487804876,1.8332963780458678,2.066666666666667,1.2227992865708155,0,0,0,0
DO,DOM,Dominican Republic,-99,2020-12-22,2020-12-22,162,2,25850.351660573,2,25850.351660573,59,131,2457093.191808031,0,9,6,147,11,22,129,9,7,146,10,18,134,10,29,123,8,30,124,7,15,140,11,9,142,9,9,144,8,11,143,5,17,140,10,36,116,9,10,143,9,27,126,156,0,4,2,140,1,15,6,155,1,3,3,144,1,7,10,133,3,12,14,132,2,15,13,147,2,8,5,153,1,6,2,153,0,3,6,151,0,7,4,145,2,9,6,126,2,19,15,152,0,8,2,135,2,17,8,30,1,25,106,139,0,10,13,38,1,39,84,123,2,12,25,150,1,11,0,150,3,9,0,159,0,2,1,0,57,5,15,85,162,0,0,0,0,47,0,34,35,28,18,63,8,46,33,12,63,18,41,31,9,63,15,45,20,19,63,18,33,30,18,63,23,12,24,40,148,4,6,4,148,10,1,3,148,6,3,5,148,8,4,2,148,8,3,3,148,9,1,4,162,0,0,0,162,0,0,0,162,0,0,0,162,0,0,0,162,0,0,0,162,0,0,0,162,0,0,0,162,0,0,0,162,0,0,0,162,0,0,0,162,0,0,0,162,0,0,0,68,13,43,38,68,4,64,26,68,13,30,51,68,13,43,38,68,15,19,60,68,10,25,59,75,0,43,44,119,0,26,9,5,3,78,2,2,23,35,22,78,2,80,2,84,2,15,61,84,0,63,8,0,1,2,4,84,0,21,17,20,20,86,1,23,25,23,4,96,1,8,54,3,118,1,7,34,2,121,2,37,2,100,4,56,2,134,2,23,3,121,3,31,7,145,1,13,3,138,1,22,1,125,0,0,1,3,7,26,125,0,0,1,4,4,28,140,0,8,8,1,5,140,0,3,2,3,14,140,0,4,6,3,9,153,2,7,0,153,2,5,2,153,3,4,2,142,0,8,12,150,0,5,7,158,0,0,0,1,1,0,0,2,150,0,3,0,0,1,1,0,0,0,0,3,2,1,1,0,0,162,0,0,0,0,0,162,0,0,0,0,0,0,0,0,162,0,0,0,0,162,0,0,0,0,0,0,2.6140350877192984,1.9249711126303046,2.7,1.6575187543592473,0,0,0,0
DO,DOM,Dominican Republic,2,2020-12-22,2020-12-21,100,4,46586.354367584514,2,28383.36780276098,57,100,1208057.0696062206,95,2,4,94,2,16,82,2,3,95,2,18,80,1,27,72,2,12,86,2,15,83,3,1,96,1,2,97,2,3,95,1,11,88,1,31,68,2,10,88,1,26,73,96,0,2,2,84,0,9,7,97,1,1,1,82,1,4,13,73,1,10,16,88,0,6,6,85,1,7,7,99,0,0,1,98,0,2,0,97,0,2,1,89,1,9,1,69,1,14,16,90,1,5,4,74,0,12,14,0,0,25,75,75,0,14,11,0,2,50,48,50,0,14,36,86,0,12,2,86,1,13,0,99,0,1,0,0,16,1,13,70,100,0,0,0,0,0,0,23,30,24,23,6,3,37,32,22,6,6,37,31,20,6,5,46,21,22,6,7,32,30,25,6,7,11,14,62,87,2,6,5,87,5,3,5,87,3,4,6,87,4,4,5,87,5,3,5,87,4,3,6,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,0,2,47,51,0,2,71,27,0,6,47,47,0,3,58,39,0,3,27,70,0,2,29,69,0,0,63,37,37,0,34,16,4,9,0,1,1,13,42,43,0,1,99,0,0,1,25,74,0,0,79,17,0,0,0,4,0,0,17,31,23,29,0,0,18,56,25,1,0,0,6,78,16,0,2,9,73,16,53,2,44,1,29,3,67,1,53,3,41,3,42,3,41,14,73,2,20,5,71,2,26,1,0,4,0,3,17,11,65,0,2,2,7,19,23,47,0,0,48,31,17,4,0,0,26,26,23,25,0,0,40,32,23,5,28,3,65,4,28,23,27,22,28,24,29,19,0,1,57,42,58,1,20,21,80,0,5,1,7,1,0,1,5,23,0,1,0,6,4,4,4,13,3,0,5,5,4,2,1,25,0,6,43,50,0,1,0,0,0,100,0,0,0,0,0,4,3,60,16,17,4,0,12,43,34,7,0,2.75,1.502822203812276,2.4545454545454546,1.3706888336846839,12.352272727272727,8.218341937436465,3.139784946236559,1.564493235422884
DO,DOM,Dominican Republic,3,2020-12-22,2020-12-21,100,2,37167.645578663214,1,7421.525712772122,47,100,1168917.856881021,99,1,6,93,2,15,83,1,6,93,2,19,79,2,18,80,2,26,72,2,10,88,1,6,93,2,5,93,2,1,97,1,7,92,2,24,74,2,5,93,1,20,79,94,0,4,2,85,0,9,6,94,0,4,2,81,0,13,6,82,0,10,8,74,0,11,15,90,0,7,3,94,0,4,2,95,0,5,0,99,0,1,0,93,0,6,1,76,0,11,13,95,0,4,1,80,0,15,5,0,0,20,80,80,0,5,15,0,2,44,54,56,0,13,31,87,2,11,0,87,3,10,0,97,0,2,1,0,15,1,10,74,100,0,0,0,0,0,2,21,38,22,17,21,5,40,18,16,21,8,38,20,13,21,7,33,23,16,21,9,28,24,18,21,10,7,9,53,90,3,6,1,90,5,1,4,90,2,5,3,90,5,2,3,90,5,2,3,90,5,1,4,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,0,2,42,56,0,4,67,29,0,4,39,57,0,2,53,45,0,5,14,81,0,3,27,70,0,0,52,48,48,0,30,13,4,5,0,0,1,19,38,42,0,0,100,0,0,2,17,81,0,0,84,7,2,0,2,5,0,0,25,24,28,23,0,0,34,43,16,7,0,1,13,72,14,0,1,18,64,17,58,1,39,2,33,2,64,1,61,2,35,2,47,3,37,13,86,1,10,3,73,4,23,0,0,1,1,2,8,16,72,0,0,1,3,10,19,67,0,0,45,30,7,18,0,1,20,23,19,37,0,0,34,28,17,21,38,1,58,3,38,17,32,13,38,17,30,15,0,1,64,35,65,0,16,19,84,1,5,1,1,0,2,0,6,20,1,5,3,5,6,2,4,5,4,1,5,3,3,8,3,22,0,1,55,43,0,1,0,0,0,0,100,0,0,0,0,0,6,60,26,8,0,2,17,37,37,6,1,2.547169811320755,1.4619012612118016,2.4210526315789473,1.304513083861144,11.181818181818182,6.399614669695759,3.3225806451612905,1.5753625553902397
DO,DOM,Dominican Republic,-99,2020-12-23,2020-12-23,126,5,70835.081187126,3,44432.7137150241,43,87,1869336.8284400783,0,7,9,110,5,21,100,5,12,109,5,19,102,4,26,96,3,27,96,4,10,112,7,13,106,6,10,110,6,10,110,5,18,103,5,31,90,7,7,112,6,28,92,117,2,5,2,105,3,14,4,114,2,7,3,107,2,9,8,100,1,13,12,99,3,12,12,116,2,4,4,113,2,8,3,116,2,6,2,116,0,5,5,108,3,5,10,95,3,17,11,119,3,2,2,98,3,14,11,38,1,17,70,110,0,8,8,41,5,35,45,92,2,7,25,119,0,5,2,119,2,5,0,124,0,0,2,0,56,2,12,56,126,0,0,0,0,45,1,26,21,18,15,56,6,38,12,14,56,8,30,19,13,56,12,30,18,10,56,10,30,17,13,56,12,13,11,34,116,2,5,3,116,6,2,2,116,3,5,2,116,6,1,3,116,5,3,2,116,7,1,2,126,0,0,0,126,0,0,0,126,0,0,0,126,0,0,0,126,0,0,0,126,0,0,0,126,0,0,0,126,0,0,0,126,0,0,0,126,0,0,0,126,0,0,0,126,0,0,0,63,5,22,36,63,2,41,20,63,5,20,38,63,5,28,30,63,5,11,47,63,3,22,38,65,3,25,33,101,0,18,3,1,3,67,3,3,9,20,24,67,2,57,0,77,1,9,39,77,0,41,2,1,0,0,5,77,0,12,13,17,7,81,0,18,17,9,1,86,0,6,27,7,94,3,3,21,5,104,1,20,1,85,1,39,1,106,1,18,1,98,0,24,4,115,1,9,1,104,0,21,1,97,0,0,2,1,6,20,97,2,0,2,3,4,18,105,0,8,7,2,4,105,0,3,6,5,7,105,0,7,10,2,2,110,5,11,0,110,11,4,1,110,9,6,1,109,0,4,13,113,0,8,5,121,0,0,0,1,0,0,0,4,117,0,0,0,0,2,1,0,1,0,0,1,0,1,0,1,2,126,0,0,0,0,0,126,0,0,0,0,0,0,0,0,126,0,0,0,0,126,0,0,0,0,0,0,2.9411764705882355,1.9375269534092077,3,2,0,0,0,0
DO,DOM,Dominican Republic,1,2020-12-23,2020-12-21,100,2,24519.067370238598,1,13055.760956683998,22,100,1843341.574398909,95,2,3,95,1,20,79,2,10,88,2,18,80,2,26,72,2,15,83,2,11,87,2,5,93,2,10,88,2,8,90,1,16,83,1,35,64,2,5,93,1,20,79,97,0,2,1,80,2,7,11,90,2,1,7,82,1,6,11,74,3,7,16,85,1,5,9,89,1,2,8,95,0,4,1,90,1,5,4,92,2,3,3,84,3,7,6,65,2,13,20,95,0,1,4,80,1,9,10,0,0,10,90,90,0,5,5,0,0,30,70,70,0,10,20,90,3,7,0,90,3,7,0,97,0,0,1,2,10,1,17,72,100,0,0,0,0,0,1,19,33,25,22,16,2,33,27,22,16,4,26,24,30,16,3,27,29,25,16,4,20,24,36,16,5,2,15,62,83,7,4,6,83,9,4,4,83,4,8,5,83,8,5,4,83,9,1,7,83,8,4,5,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,0,5,36,59,0,4,59,37,0,5,30,65,0,3,61,36,0,5,24,71,0,3,26,71,0,0,62,38,38,0,39,18,3,2,0,0,4,22,39,35,0,0,100,0,0,1,16,83,0,0,85,7,2,1,2,3,0,0,24,26,33,17,0,1,21,50,21,7,0,0,4,76,20,0,1,13,63,23,64,3,32,1,41,5,53,1,70,3,24,3,39,3,41,17,76,2,20,2,74,1,24,1,0,3,0,3,11,20,63,0,1,1,10,19,24,45,0,3,34,40,17,6,0,0,16,28,29,27,0,0,29,31,25,15,40,3,52,5,40,21,10,29,40,16,25,19,0,0,40,60,40,0,21,39,79,0,11,0,3,2,1,0,4,39,0,0,3,3,6,0,4,4,3,0,3,2,1,3,1,28,0,1,44,54,0,1,0,0,100,0,0,0,0,0,0,2,3,58,24,13,2,1,20,28,36,11,2,2.8461538461538463,1.8475555576116076,2.3333333333333335,1,11.705128205128204,6.071241500712467,2.956989247311828,1.587409555757181
DO,DOM,Dominican Republic,2,2020-12-23,2020-12-22,100,3,36080.33199048821,2,28383.36780276098,52,100,1180690.4845736371,95,4,4,92,4,15,81,5,4,91,5,16,79,3,28,69,4,14,82,4,9,87,3,3,94,4,6,90,5,3,92,4,9,87,3,27,70,4,8,88,3,27,70,96,0,3,1,85,0,13,2,96,0,2,2,84,0,5,11,72,1,15,12,86,1,4,9,91,0,6,3,97,0,1,2,94,0,5,1,97,0,2,1,91,0,7,2,73,0,14,13,92,0,6,2,73,0,15,12,0,0,24,76,76,0,9,15,0,1,45,54,55,0,15,30,85,0,13,2,85,7,8,0,93,0,5,2,0,16,1,11,72,100,0,0,0,0,0,0,28,30,21,21,0,5,46,29,20,0,10,43,29,18,0,4,49,23,24,0,8,41,23,28,0,8,15,16,61,89,3,5,3,89,4,4,3,89,3,2,6,89,4,3,4,89,4,5,2,89,3,5,3,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,0,2,52,46,0,0,74,26,0,2,48,50,0,1,67,32,0,3,21,76,0,2,39,59,0,0,69,31,31,0,35,21,6,7,0,0,2,18,39,41,0,1,98,1,0,0,31,69,0,0,73,20,2,0,0,5,0,0,14,26,30,30,0,0,19,50,27,4,0,1,11,76,12,0,3,10,74,13,48,1,47,4,26,1,72,1,52,1,43,4,33,2,44,21,79,0,17,4,61,1,37,1,0,2,0,3,14,18,63,0,2,2,6,19,30,41,0,0,46,35,17,2,0,0,18,36,23,23,0,0,38,38,18,6,24,4,66,6,24,20,32,24,24,17,35,24,0,0,49,51,49,1,25,25,75,1,4,0,5,5,0,2,8,26,1,1,1,3,3,3,4,16,1,0,4,7,1,4,1,24,0,2,41,56,0,1,0,0,0,100,0,0,0,0,0,4,2,58,20,16,4,0,21,46,22,7,0,2.5833333333333335,1.5215031223801119,2.4,1.187655806953123,11.595505617977528,7.467686603450526,3,1.6947980485980962
DO,DOM,Dominican Republic,3,2020-12-23,2020-12-22,100,1,7421.525712772122,1,7421.525712772122,30,100,1206631.8267282925,98,3,4,93,2,12,86,3,5,92,3,15,82,3,24,73,2,19,79,3,0,97,3,7,90,3,4,93,3,2,95,2,5,93,3,17,80,4,9,87,2,20,78,96,0,2,2,88,0,10,2,95,0,4,1,85,0,12,3,76,0,15,9,81,0,10,9,100,0,0,0,93,0,6,1,96,0,4,0,98,0,2,0,95,0,4,1,83,0,10,7,91,0,7,2,80,0,13,7,0,0,11,89,89,0,6,5,0,1,39,60,61,0,12,27,88,2,9,1,88,4,8,0,96,0,2,2,0,13,0,11,76,100,0,0,0,0,0,0,25,25,30,20,0,6,39,27,28,0,11,36,28,25,0,4,41,27,28,0,10,33,25,32,0,9,7,12,72,89,5,4,2,89,8,1,2,89,5,4,2,89,6,2,3,89,7,2,2,89,8,1,2,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,0,4,46,50,0,4,71,25,0,7,35,58,0,3,57,40,0,7,14,79,0,5,22,73,0,0,58,42,42,0,36,15,5,2,0,1,2,17,34,46,0,2,98,0,0,0,24,76,0,0,84,8,1,1,1,5,0,0,14,23,43,20,0,0,28,49,18,5,0,0,9,81,10,0,3,13,76,8,54,0,45,1,29,2,68,1,65,0,33,2,43,2,44,11,86,0,14,0,78,2,20,0,0,1,0,4,6,13,76,0,2,0,2,9,17,70,0,1,40,36,9,14,0,1,16,29,20,34,0,1,31,28,19,21,41,6,49,4,41,20,25,14,41,18,33,8,0,1,60,39,61,0,19,20,81,1,5,0,2,1,2,0,8,21,0,3,4,4,8,5,4,11,6,0,7,7,1,2,1,16,0,0,65,34,0,1,0,0,0,0,100,0,0,0,0,1,4,60,18,17,1,1,21,30,41,3,3,2.9565217391304346,2.0758561472224786,2.9,1.8529256146249728,12.575268817204302,7.209197867609346,3.1595744680851063,1.7616169960100392
DO,DOM,Dominican Republic,4,2020-12-23,2020-12-21,100,1,16240.3031092911,0,0,40,100,1554710.8830683911,98,3,1,96,4,7,89,3,5,92,4,6,90,4,17,79,3,13,84,4,8,88,3,3,94,5,4,91,4,0,96,4,6,90,5,11,84,4,2,94,4,19,77,99,0,1,0,93,0,3,4,95,0,3,2,94,0,3,3,83,0,10,7,87,0,10,3,92,0,5,3,97,0,1,2,96,0,3,1,100,0,0,0,94,0,4,2,89,0,8,3,98,0,2,0,81,0,10,9,0,0,20,80,80,0,3,17,0,2,40,58,60,2,15,23,85,3,11,1,85,2,13,0,98,0,1,1,0,19,2,9,70,100,0,0,0,0,0,1,34,40,11,14,19,8,36,26,11,19,15,35,21,10,19,11,38,21,11,19,10,34,25,12,19,15,16,9,41,91,2,2,5,91,2,2,5,91,2,2,5,91,2,2,5,91,3,2,4,91,2,1,6,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,0,5,42,53,0,4,61,35,0,5,31,64,0,2,59,39,0,5,16,79,0,4,16,80,0,0,48,52,52,0,26,12,3,7,0,1,1,11,33,54,0,0,100,0,0,1,20,79,0,0,88,7,1,1,0,3,0,0,23,27,28,22,0,0,32,51,15,2,0,0,7,87,6,0,3,15,76,6,58,0,42,0,39,1,59,1,69,1,27,3,41,1,47,11,84,1,15,0,84,2,13,1,0,2,0,3,7,18,70,0,2,0,3,9,19,67,0,1,44,35,11,9,0,1,11,35,19,34,0,1,26,40,19,14,34,4,56,6,34,28,19,19,34,21,32,13,0,2,51,47,53,0,22,25,78,0,5,1,2,5,1,0,8,27,0,4,5,3,12,3,7,3,1,0,2,9,2,4,2,16,0,1,49,50,0,0,0,0,0,0,0,100,0,0,0,2,7,59,24,8,2,2,19,30,33,13,1,2.357142857142857,1.973253208028943,2.3333333333333335,1.1751393027860062,12.05813953488372,6.362305633065442,2.967032967032967,1.6495827718315081
DO,DOM,Dominican Republic,-99,2020-12-24,2020-12-24,111,3,41944.6933900184,2,25456.5957644855,22,83,1971598.3984950103,0,5,10,96,5,14,92,4,9,98,6,15,90,3,20,88,2,26,83,3,16,92,4,9,98,3,6,102,4,3,104,1,11,99,3,23,85,4,16,91,4,28,79,101,0,6,4,97,0,10,4,102,0,4,5,96,0,8,7,91,0,13,7,85,2,16,8,95,0,11,5,102,0,8,1,105,0,5,1,108,0,3,0,100,0,7,4,88,2,17,4,95,0,13,3,83,2,19,7,28,0,14,69,98,0,6,7,32,2,27,50,84,1,5,21,106,2,3,0,106,2,3,0,109,0,1,1,0,45,1,12,53,111,0,0,0,0,40,1,20,17,14,19,54,9,20,13,15,54,10,23,13,11,54,8,29,10,10,54,11,25,10,11,54,13,9,10,25,99,3,4,5,99,4,4,4,99,3,6,3,99,5,3,4,99,5,4,3,99,4,5,3,111,0,0,0,111,0,0,0,111,0,0,0,111,0,0,0,111,0,0,0,111,0,0,0,111,0,0,0,111,0,0,0,111,0,0,0,111,0,0,0,111,0,0,0,111,0,0,0,59,7,19,26,59,2,42,8,59,6,21,25,59,6,26,20,59,5,18,29,59,3,21,28,62,0,29,20,82,0,14,5,5,5,62,2,1,6,18,22,62,3,46,0,66,0,7,38,66,0,36,5,0,0,0,4,66,1,12,5,12,15,67,2,12,19,9,2,69,0,3,34,5,77,3,4,22,5,92,1,18,0,70,1,40,0,91,2,15,3,86,1,15,9,94,1,15,1,92,1,16,2,82,2,0,1,2,5,19,82,1,0,1,4,5,18,85,0,7,15,3,1,85,0,3,8,6,9,85,0,7,14,3,2,93,4,13,1,93,12,2,4,93,7,10,1,92,0,6,13,98,0,8,5,109,0,1,0,0,0,0,0,1,104,0,1,1,0,0,0,0,0,0,0,1,1,1,0,0,2,111,0,0,0,0,0,111,0,0,0,0,0,0,0,0,111,0,0,0,0,111,0,0,0,0,0,0,3,2.0150945537631877,1.6666666666666667,0.778498944161523,0,0,0,0
