ISO2,ISO_3,country_agg,age,date,first_date,count,cli,cli_weight,cliWHO,cliWHO_weight,cli_local,count_local,test_recent,positive_recent,weight,Finished,B1_1..77,B1_1.1,B1_1.2,B1_2..77,B1_2.1,B1_2.2,B1_3..77,B1_3.1,B1_3.2,B1_4..77,B1_4.1,B1_4.2,B1_5..77,B1_5.1,B1_5.2,B1_6..77,B1_6.1,B1_6.2,B1_7..77,B1_7.1,B1_7.2,B1_8..77,B1_8.1,B1_8.2,B1_9..77,B1_9.1,B1_9.2,B1_10..77,B1_10.1,B1_10.2,B1_11..77,B1_11.1,B1_11.2,B1_12..77,B1_12.1,B1_12.2,B1_13..77,B1_13.1,B1_13.2,B1_14..77,B1_14.1,B1_14.2,B1b_x1..99,B1b_x1..77,B1b_x1.1,B1b_x1.2,B1b_x2..99,B1b_x2..77,B1b_x2.1,B1b_x2.2,B1b_x3..99,B1b_x3..77,B1b_x3.1,B1b_x3.2,B1b_x4..99,B1b_x4..77,B1b_x4.1,B1b_x4.2,B1b_x5..99,B1b_x5..77,B1b_x5.1,B1b_x5.2,B1b_x6..99,B1b_x6..77,B1b_x6.1,B1b_x6.2,B1b_x7..99,B1b_x7..77,B1b_x7.1,B1b_x7.2,B1b_x8..99,B1b_x8..77,B1b_x8.1,B1b_x8.2,B1b_x9..99,B1b_x9..77,B1b_x9.1,B1b_x9.2,B1b_x10..99,B1b_x10..77,B1b_x10.1,B1b_x10.2,B1b_x11..99,B1b_x11..77,B1b_x11.1,B1b_x11.2,B1b_x12..99,B1b_x12..77,B1b_x12.1,B1b_x12.2,B1b_x13..99,B1b_x13..77,B1b_x13.1,B1b_x13.2,B1b_x14..99,B1b_x14..77,B1b_x14.1,B1b_x14.2,B3..99,B3..77,B3.1,B3.2,B5..99,B5.1,B5.2,B6..99,B6..77,B6.1,B6.2,B7..99,B7..77,B7.1,B7.2,B8..99,B8..77,B8.1,B8.2,B8.3,B9..99,B9..77,B9.1,B9.2,B9.3,B10..99,B10..77,B10.1,B10.2,B10.3,B11..99,B11..77,B11.1,B11.2,V1..99,V1..77,V1.1,V1.2,V1.3,V2..99,V3..99,V3..77,V3.1,V3.2,V3.3,V3.4,V4_1..99,V4_1..77,V4_1.1,V4_1.2,V4_1.3,V4_2..99,V4_2..77,V4_2.1,V4_2.2,V4_2.3,V4_3..99,V4_3..77,V4_3.1,V4_3.2,V4_3.3,V4_4..99,V4_4..77,V4_4.1,V4_4.2,V4_4.3,V4_5..99,V4_5..77,V4_5.1,V4_5.2,V4_5.3,V9..99,B12_1..99,B12_1..77,B12_1.1,B12_1.2,B12_2..99,B12_2..77,B12_2.1,B12_2.2,B12_3..99,B12_3..77,B12_3.1,B12_3.2,B12_4..99,B12_4..77,B12_4.1,B12_4.2,B12_5..99,B12_5..77,B12_5.1,B12_5.2,B12_6..99,B12_6..77,B12_6.1,B12_6.2,B13_1..99,B13_1..77,B13_1.1,B13_1.2,B13_2..99,B13_2..77,B13_2.1,B13_2.2,B13_3..99,B13_3..77,B13_3.1,B13_3.2,B13_4..99,B13_4..77,B13_4.1,B13_4.2,B13_5..99,B13_5..77,B13_5.1,B13_5.2,B13_6..99,B13_6..77,B13_6.1,B13_6.2,B13_7..99,B13_7..77,B13_7.1,B13_7.2,B14_1..99,B14_1..77,B14_1.1,B14_1.2,B14_2..99,B14_2..77,B14_2.1,B14_2.2,B14_3..99,B14_3..77,B14_3.1,B14_3.2,B14_4..99,B14_4..77,B14_4.1,B14_4.2,B14_5..99,B14_5..77,B14_5.1,B14_5.2,C0_1..99,C0_1..77,C0_1.1,C0_1.2,C0_2..99,C0_2..77,C0_2.1,C0_2.2,C0_3..99,C0_3..77,C0_3.1,C0_3.2,C0_4..99,C0_4..77,C0_4.1,C0_4.2,C0_5..99,C0_5..77,C0_5.1,C0_5.2,C0_6..99,C0_6..77,C0_6.1,C0_6.2,C1_m..99,C1_m..77,C1_m.1,C1_m.2,C2..99,C2..77,C2.1,C2.2,C2.3,C2.4,C7..99,C7..77,C7.1,C7.2,C7.3,C7.4,C8..99,C8..77,C8.1,C8.2,C3..99,C3..77,C3.1,C3.2,C5..99,C5..77,C5.1,C5.2,C5.3,C5.4,C5.5,C5.6,C6..99,C6..77,C6.1,C6.2,C6.3,C6.4,C14..99,C14..77,C14.1,C14.2,C14.3,C14.4,C9..99,C9..77,C9.1,C9.2,C9.3,C12..99,C12..77,C12.1,C12.2,C12.3,C13_1..99,C13_1..77,C13_1.1,C13_1.2,C13_2..99,C13_2..77,C13_2.1,C13_2.2,C13_3..99,C13_3..77,C13_3.1,C13_3.2,C13_4..99,C13_4..77,C13_4.1,C13_4.2,C13_5..99,C13_5..77,C13_5.1,C13_5.2,C13_6..99,C13_6..77,C13_6.1,C13_6.2,D1..99,D1..77,D1.1,D1.2,D1.3,D1.4,D1.5,D2..99,D2..77,D2.1,D2.2,D2.3,D2.4,D2.5,D3..99,D3..77,D3.1,D3.2,D3.3,D3.4,D4..99,D4..77,D4.1,D4.2,D4.3,D4.4,D5..99,D5..77,D5.1,D5.2,D5.3,D5.4,D6_1..99,D6_1..77,D6_1.1,D6_1.2,D6_2..99,D6_2..77,D6_2.1,D6_2.2,D6_3..99,D6_3..77,D6_3.1,D6_3.2,D7..99,D7..77,D7.1,D7.2,D8..99,D8..77,D8.1,D8.2,D9..99,D9..77,D9.1,D9.2,D9.3,D9.4,D9.5,D9.6,D9.7,D10..99,D10..77,D10.1,D10.2,D10.3,D10.4,D10.5,D10.6,D10.7,D10.8,D10.9,D10.10,D10.11,D10.12,D10.13,D10.14,D10.15,E3..99,E3..77,E3.1,E3.2,E3.3,E3.4,E4..99,E4..77,E4.1,E4.2,E4.3,E4.4,E4.5,E4.6,E4.7,E2..99,E2..77,E2.1,E2.2,E2.3,E7..99,E7..77,E7.1,E7.2,E7.3,E7.4,E7.5,B2.mean,B2.sd,B4.mean,B4.sd,E6.mean,E6.sd,E5.mean,E5.sd
GR,GRC,Greece,1,2021-01-06,2020-12-28,205,0,0,0,0,47,205,26,1,2074011.661692279,196,0,0,205,0,14,191,0,3,202,0,28,177,0,32,173,0,14,191,0,15,190,0,3,202,0,6,199,0,0,205,0,9,196,0,32,173,0,3,202,0,31,174,205,0,0,0,191,0,4,10,202,0,1,2,177,0,7,21,173,0,3,29,191,0,3,11,190,0,1,14,202,0,1,2,199,0,3,3,205,0,0,0,196,0,1,8,173,0,5,27,202,0,2,1,174,1,15,15,0,0,21,184,184,6,15,0,1,68,136,137,0,26,42,179,0,1,25,0,179,0,11,15,0,194,0,5,5,1,27,1,12,165,205,0,0,0,0,0,0,0,68,67,41,29,0,1,43,112,49,0,1,96,80,28,0,1,100,65,39,0,1,67,81,56,0,2,18,68,117,0,193,2,1,9,193,2,2,8,193,1,3,8,193,2,2,8,193,1,3,8,193,1,4,7,166,0,0,39,166,0,0,39,166,0,3,36,166,0,0,39,166,0,2,37,166,0,4,35,166,0,0,39,197,0,0,8,197,0,1,7,197,0,0,8,197,0,1,7,197,0,0,8,0,0,27,178,0,0,123,82,0,1,13,191,0,0,134,71,0,1,16,188,0,0,22,183,0,0,130,75,75,0,103,20,5,2,0,0,0,40,89,76,0,0,205,0,0,1,10,194,0,0,156,24,6,2,1,16,0,0,42,63,73,27,0,0,48,87,50,20,0,0,36,149,20,0,0,27,158,20,178,0,24,3,82,0,122,1,192,0,11,2,71,0,72,62,189,0,4,12,183,0,22,0,0,3,6,22,38,49,87,0,0,11,23,43,54,74,0,1,70,88,37,9,0,0,10,27,54,114,0,0,45,66,56,38,94,2,91,18,94,14,19,78,94,12,36,63,0,1,50,154,51,0,58,96,147,0,14,0,5,15,3,1,20,97,0,8,16,3,8,1,3,6,5,0,4,7,0,14,1,32,0,2,83,115,1,4,0,0,205,0,0,0,0,0,0,7,6,111,48,33,7,1,26,65,78,20,8,4.907216494845361,5.861389330160989,2.3,1.6254554017744978,13.508152173913045,4.5692831472178215,3.132596685082873,1.4000350780486637
GR,GRC,Greece,2,2021-01-06,2020-12-30,298,0,0,0,0,62,298,54,2,3176611.277505974,292,0,2,296,0,13,285,0,1,297,0,37,261,0,44,254,0,23,275,0,9,289,0,8,290,0,6,292,0,1,297,0,15,283,0,52,246,1,7,290,0,29,269,296,0,2,0,285,0,3,10,297,0,1,0,261,0,4,33,254,0,8,36,275,0,9,14,289,0,2,7,290,0,3,5,292,1,4,1,297,0,1,0,283,0,5,10,246,0,8,44,291,0,6,1,269,0,8,21,0,0,31,267,267,10,21,0,0,129,169,169,0,54,75,244,0,2,52,0,244,0,21,33,0,277,0,10,10,1,54,1,19,224,298,0,0,0,0,0,0,1,98,90,73,36,0,2,53,160,83,0,5,137,109,47,0,4,147,90,57,0,5,62,121,110,0,4,23,89,182,0,279,7,3,9,279,6,2,11,279,4,6,9,279,8,1,10,279,7,3,9,279,8,0,11,244,1,0,53,244,1,0,53,244,1,1,52,244,1,2,51,244,1,4,49,244,1,3,50,244,1,0,53,292,0,0,6,292,0,0,6,292,0,0,6,292,0,0,6,292,0,0,6,0,3,65,230,0,1,203,94,0,3,26,269,0,1,185,112,0,2,9,287,0,2,34,262,0,0,169,129,129,0,134,23,5,7,0,0,3,27,128,140,0,2,295,1,0,3,29,266,0,0,258,27,4,1,2,6,0,0,88,86,91,33,0,3,89,134,50,22,0,0,71,226,1,0,0,53,241,4,233,1,58,6,95,1,196,6,272,0,26,0,113,1,111,73,289,0,6,3,264,0,33,1,0,0,5,19,55,72,147,0,0,11,21,46,82,138,0,2,127,111,44,14,0,0,7,18,81,192,0,1,66,96,76,59,136,7,134,21,136,42,23,97,136,33,56,73,0,2,141,155,143,0,81,74,217,0,38,1,5,11,1,3,22,76,0,12,16,8,26,6,7,22,3,0,5,29,4,16,8,60,0,4,138,155,0,1,0,0,0,298,0,0,0,0,0,6,2,204,45,41,6,1,104,114,61,11,1,4.704918032786885,6.445818074874817,2.0689655172413794,1.4621665549733922,14.255357142857143,5.344575504863688,2.55,1.484108993740134
GR,GRC,Greece,3,2021-01-06,2020-12-28,515,0,0,0,0,80,515,84,2,4707845.739911321,509,1,3,511,1,22,492,1,3,511,1,48,466,2,33,480,1,27,487,1,12,502,1,6,508,1,6,508,1,1,513,1,11,503,1,61,453,1,6,508,2,44,469,512,0,2,1,493,0,4,18,512,0,1,2,467,0,9,39,482,0,2,31,488,0,5,22,503,0,5,7,509,0,3,3,509,0,1,5,514,0,1,0,504,0,4,7,454,1,13,47,509,0,5,1,471,0,17,27,0,0,41,474,474,5,36,0,6,219,290,296,1,84,134,431,0,2,81,1,431,0,22,62,0,493,0,5,17,0,91,1,21,402,515,0,0,0,0,0,0,0,178,192,89,56,0,10,110,258,137,0,10,254,175,76,0,8,257,160,90,0,14,142,189,170,0,16,49,161,289,0,494,6,3,12,494,8,0,13,494,4,8,9,494,8,1,12,494,8,1,12,494,8,0,13,402,0,1,112,402,0,0,113,402,2,7,104,402,2,4,107,402,1,11,101,402,2,15,96,402,3,3,107,491,2,0,22,491,3,1,20,491,1,1,22,491,1,3,20,491,2,2,20,0,0,133,382,0,1,407,107,0,2,29,484,0,1,294,220,0,1,17,497,0,1,28,486,0,0,284,231,231,0,198,55,15,16,0,3,3,40,194,275,0,0,513,2,0,0,43,472,0,0,437,56,8,3,1,10,0,1,159,142,155,58,0,2,185,243,58,27,0,2,161,352,0,0,5,141,368,1,382,1,125,7,108,2,399,6,486,0,26,3,221,1,196,97,498,0,16,1,487,1,26,1,0,4,9,26,77,115,284,0,1,7,32,82,135,258,0,1,230,204,53,27,0,0,15,45,102,353,0,0,122,146,123,124,247,9,242,17,247,79,47,142,247,65,91,112,0,2,259,254,261,0,124,130,391,1,42,5,8,22,0,5,41,132,0,17,34,14,40,5,22,32,7,0,21,47,24,38,17,65,0,4,274,236,1,0,0,0,0,0,515,0,0,0,0,2,7,369,72,65,2,2,107,250,137,15,2,6.095541401273885,7.926572835503637,2.21875,1.6408961949436793,14.903061224489797,4.711654047282607,2.661971830985915,1.3554038110985194
GR,GRC,Greece,4,2021-01-06,2020-12-28,690,0,0,0,0,109,689,133,1,6423886.951542637,677,4,0,686,4,31,655,6,9,675,5,51,634,5,27,658,5,40,645,5,15,670,6,5,679,5,7,678,5,0,685,4,11,675,6,75,609,5,5,680,5,55,630,690,0,0,0,659,0,5,26,681,0,1,8,639,0,10,41,663,0,5,22,650,0,5,35,675,0,1,14,685,0,1,4,683,0,1,6,690,0,0,0,679,0,6,5,615,0,22,53,685,0,2,3,635,0,23,32,0,1,58,631,632,14,44,0,3,305,382,385,1,133,171,557,0,1,131,1,557,0,36,97,0,654,1,11,23,1,137,5,55,493,690,0,0,0,0,0,0,3,301,231,97,58,0,35,185,302,168,0,36,377,198,79,0,33,350,196,111,0,47,202,247,194,0,49,71,200,370,0,635,21,15,19,635,26,9,20,635,21,19,15,635,29,7,19,635,22,12,21,635,26,4,25,541,4,1,144,541,4,1,144,541,4,7,138,541,3,5,141,541,4,11,134,541,4,14,131,541,3,3,143,668,1,0,21,668,0,1,21,668,1,1,20,668,1,6,15,668,0,4,18,0,5,178,507,0,5,541,144,0,8,48,634,0,8,324,358,0,9,21,660,0,8,38,644,0,1,312,377,378,0,223,54,17,18,0,0,4,50,236,400,0,1,688,1,0,5,80,605,0,1,610,50,2,5,2,20,0,1,226,197,170,96,0,8,237,324,79,42,0,1,251,437,1,0,7,178,501,4,512,2,154,22,149,5,528,8,642,3,39,6,366,2,231,91,669,0,18,3,652,3,31,4,0,6,11,34,96,165,378,0,3,11,41,114,201,320,0,4,306,272,77,31,0,1,25,46,153,465,0,3,156,219,177,135,315,15,326,34,315,167,65,143,315,139,116,120,0,3,349,338,352,0,155,183,535,7,49,2,12,24,12,3,46,186,1,21,36,27,49,7,23,49,32,0,13,62,41,43,15,85,0,13,379,296,2,0,0,0,0,0,0,690,0,0,0,6,14,454,111,105,6,12,87,268,264,44,9,6.793296089385476,8.56808552925084,2.1333333333333333,1.3584750809104102,14.811349693251534,4.359743931281285,2.7789634146341466,1.4759909054116631
GR,GRC,Greece,5,2021-01-06,2020-12-28,456,0,0,0,0,73,454,63,2,3932724.4566296795,439,2,1,453,6,14,436,4,4,448,5,24,427,5,24,427,4,26,426,4,6,446,4,11,441,4,2,450,4,1,451,5,10,441,4,30,422,5,5,446,4,20,432,455,0,1,0,442,0,1,13,452,0,1,3,432,0,7,17,432,0,5,19,430,1,8,17,450,0,3,3,445,0,5,6,454,0,2,0,455,0,0,1,446,0,5,5,426,0,10,20,451,0,2,3,436,0,9,11,0,2,40,414,416,10,30,0,5,158,293,298,1,63,94,393,0,2,61,0,393,0,23,40,0,433,0,9,14,0,69,6,33,348,456,0,0,0,0,0,0,1,232,136,49,38,0,46,146,176,88,0,65,215,123,53,0,39,250,106,61,0,60,143,146,107,0,77,57,126,196,0,423,16,7,10,423,17,5,11,423,12,13,8,423,19,4,10,423,19,6,8,423,19,5,9,360,5,0,91,360,5,1,90,360,5,2,89,360,5,10,81,360,3,22,71,360,5,20,71,360,6,6,84,425,2,5,24,425,2,7,22,425,3,4,24,425,2,10,19,425,2,3,26,0,6,94,356,0,1,369,86,0,3,31,422,0,1,210,245,0,3,14,439,0,3,23,430,0,0,181,275,275,1,130,37,5,8,0,1,1,40,161,253,0,0,455,1,0,7,29,420,0,0,384,30,5,8,1,28,0,2,185,116,92,61,0,3,184,209,32,28,0,1,258,196,1,0,4,183,267,2,362,3,82,9,87,5,357,7,425,0,22,9,246,4,150,56,442,0,7,7,433,1,20,2,0,4,6,21,67,87,271,0,7,3,26,65,124,231,0,6,188,177,56,29,0,0,15,37,95,309,0,0,108,128,120,100,220,28,189,19,220,125,39,72,220,100,84,52,0,4,171,281,175,0,100,181,356,1,21,2,8,11,3,1,53,185,2,15,18,12,32,8,9,18,14,1,13,27,28,21,10,43,0,11,265,177,1,2,0,0,0,0,0,0,456,0,0,12,15,290,64,75,12,14,71,152,161,40,6,7.440860215053762,8.845856762387834,2.1379310344827585,1.4814119213737202,14.52642369020501,4.325815436416558,2.3684210526315788,1.3404455019255586
GR,GRC,Greece,6,2021-01-06,2020-12-28,164,0,0,0,0,6,163,19,0,4058853.136767669,159,3,0,161,4,3,157,2,1,161,3,11,150,2,6,156,3,14,147,2,5,157,3,1,160,3,1,160,4,0,160,3,6,155,3,12,149,4,1,159,3,9,152,164,0,0,0,161,0,2,1,163,0,0,1,153,0,3,8,158,0,2,4,150,0,4,10,159,0,4,1,163,0,0,1,163,0,0,1,164,0,0,0,158,0,4,2,152,0,2,10,163,0,0,1,155,0,3,6,0,1,5,158,159,1,4,0,8,35,121,129,0,19,16,145,0,0,18,1,145,0,1,18,0,163,0,0,1,0,27,1,11,125,164,0,0,0,0,0,0,0,118,21,14,11,0,34,55,51,24,0,36,70,46,12,0,26,83,36,19,0,36,55,49,24,0,47,20,46,51,0,153,5,3,3,153,6,4,1,153,6,2,3,153,7,0,4,153,5,2,4,153,7,1,3,126,1,0,37,126,1,0,37,126,1,0,37,126,1,1,36,126,1,7,30,126,1,5,32,126,1,2,35,155,1,0,8,155,1,0,8,155,1,0,8,155,0,1,8,155,1,0,8,0,3,20,141,0,1,134,29,0,1,12,151,0,1,65,98,0,1,3,160,0,1,8,155,0,0,68,96,96,0,56,11,1,0,0,1,4,9,69,81,0,2,162,0,0,3,9,152,0,0,146,9,0,1,0,8,0,0,68,40,39,17,0,5,73,70,11,5,0,0,115,47,2,0,5,96,63,0,144,0,17,3,30,1,131,2,152,0,10,2,99,2,49,14,161,0,3,0,156,0,7,1,0,0,1,6,11,26,120,0,0,1,6,17,49,91,0,3,71,62,21,7,0,1,2,6,32,123,0,0,17,37,42,68,110,6,45,3,110,31,5,18,110,29,14,11,0,3,32,129,35,1,15,113,149,0,1,0,0,3,0,0,11,117,1,4,6,2,5,1,3,4,2,1,0,8,1,3,0,6,0,6,112,46,0,0,0,0,0,0,0,0,0,164,0,4,3,102,7,48,4,3,33,58,52,13,1,9.28125,10.352604082564087,1.3333333333333333,0.5773502691896257,15.816369426751592,4.709710937951424,1.8280254777070066,1.1501301149861296
GR,GRC,Greece,-99,2021-01-07,2020-12-30,420,1,11641.2958908597,0,0,57,360,52,4,5453159.88893742,0,12,4,404,11,21,388,13,5,402,10,42,368,12,34,374,13,27,380,14,14,392,11,9,400,14,10,396,12,4,404,9,14,397,12,56,352,13,4,403,9,40,371,416,1,1,2,399,3,6,12,415,1,3,1,378,3,10,29,386,1,9,24,393,3,6,18,406,1,2,11,411,0,6,3,410,0,6,4,416,0,1,3,406,1,7,6,364,4,10,42,416,1,2,1,380,0,17,23,58,2,31,329,392,7,21,73,6,133,208,288,2,52,78,368,0,4,47,1,368,0,19,33,0,402,0,3,15,0,138,6,26,250,420,0,0,0,0,0,111,3,112,101,55,38,158,17,76,105,64,158,18,116,83,45,158,24,111,80,47,158,23,84,82,73,158,26,33,75,128,0,398,11,1,10,398,10,3,9,398,11,4,7,398,11,3,8,398,9,6,7,398,11,2,9,361,3,0,56,361,4,0,55,361,4,7,48,361,4,5,50,361,4,8,47,361,5,10,44,361,5,1,53,403,0,0,17,403,0,2,15,403,0,3,14,403,0,6,11,403,0,2,15,192,7,52,169,192,4,178,46,192,7,16,205,192,8,112,108,192,7,16,205,192,7,18,203,219,2,89,110,331,0,71,17,0,1,237,3,0,13,65,102,237,3,178,2,257,3,26,134,257,1,136,13,0,3,2,8,257,1,63,48,33,18,264,6,47,73,25,5,281,0,43,94,2,313,4,27,74,2,370,1,48,1,248,3,162,7,404,0,11,5,310,2,75,33,404,2,8,6,402,0,15,3,329,2,2,7,11,17,52,329,1,4,5,15,22,44,352,1,30,21,10,6,352,0,4,6,17,41,352,0,15,23,14,16,385,2,28,5,385,12,9,14,385,11,8,16,366,0,14,40,380,0,26,14,418,0,0,0,1,0,0,0,1,406,0,0,1,1,2,0,0,0,3,0,0,2,0,0,0,5,420,0,0,0,0,0,420,0,0,0,0,0,0,0,0,420,0,0,0,0,420,0,0,0,0,0,0,5.975789473684211,8.731816556750324,2.1904761904761907,1.503963018795596,0,0,0,0
GR,GRC,Greece,1,2021-01-07,2020-12-30,204,0,0,0,0,47,204,26,1,2066770.0947697621,195,0,0,204,0,14,190,0,3,201,0,28,176,0,32,172,0,14,190,0,15,189,0,3,201,0,6,198,0,0,204,0,9,195,0,32,172,0,3,201,0,31,173,204,0,0,0,190,0,4,10,201,0,1,2,176,0,7,21,172,0,3,29,190,0,3,11,189,0,1,14,201,0,1,2,198,0,3,3,204,0,0,0,195,0,1,8,172,0,5,27,201,0,2,1,173,1,15,15,0,0,21,183,183,6,15,0,1,67,136,137,0,26,41,178,0,1,25,0,178,0,11,15,0,193,0,5,5,1,27,1,12,164,204,0,0,0,0,0,0,0,68,66,41,29,0,1,43,111,49,0,1,95,80,28,0,1,99,65,39,0,1,66,81,56,0,2,18,67,117,0,192,2,1,9,192,2,2,8,192,1,3,8,192,2,2,8,192,1,3,8,192,1,4,7,165,0,0,39,165,0,0,39,165,0,3,36,165,0,0,39,165,0,2,37,165,0,4,35,165,0,0,39,196,0,0,8,196,0,1,7,196,0,0,8,196,0,1,7,196,0,0,8,0,0,27,177,0,0,122,82,0,1,13,190,0,0,133,71,0,1,16,187,0,0,22,182,0,0,129,75,75,0,102,20,5,2,0,0,0,40,89,75,0,0,204,0,0,1,10,193,0,0,155,24,6,2,1,16,0,0,42,62,73,27,0,0,48,86,50,20,0,0,36,148,20,0,0,27,157,20,177,0,24,3,82,0,121,1,191,0,11,2,71,0,71,62,188,0,4,12,182,0,22,0,0,3,6,22,38,49,86,0,0,11,23,43,53,74,0,1,69,88,37,9,0,0,10,27,54,113,0,0,45,66,56,37,93,2,91,18,93,14,19,78,93,12,36,63,0,1,50,153,51,0,57,96,147,0,13,0,5,15,3,1,20,97,0,8,16,3,8,1,3,5,5,0,4,7,0,14,1,32,0,2,83,114,1,4,0,0,204,0,0,0,0,0,0,7,6,110,48,33,7,1,26,65,77,20,8,4.907216494845361,5.861389330160989,2.3,1.625455401774498,13.554644808743172,4.537967759265704,3.1333333333333333,1.4039051679762387
GR,GRC,Greece,2,2021-01-07,2020-12-30,298,0,0,0,0,62,298,54,2,3176611.277505974,292,0,2,296,0,13,285,0,1,297,0,37,261,0,44,254,0,23,275,0,9,289,0,8,290,0,6,292,0,1,297,0,15,283,0,52,246,1,7,290,0,29,269,296,0,2,0,285,0,3,10,297,0,1,0,261,0,4,33,254,0,8,36,275,0,9,14,289,0,2,7,290,0,3,5,292,1,4,1,297,0,1,0,283,0,5,10,246,0,8,44,291,0,6,1,269,0,8,21,0,0,31,267,267,10,21,0,0,129,169,169,0,54,75,244,0,2,52,0,244,0,21,33,0,277,0,10,10,1,54,1,19,224,298,0,0,0,0,0,0,1,98,90,73,36,0,2,53,160,83,0,5,137,109,47,0,4,147,90,57,0,5,62,121,110,0,4,23,89,182,0,279,7,3,9,279,6,2,11,279,4,6,9,279,8,1,10,279,7,3,9,279,8,0,11,244,1,0,53,244,1,0,53,244,1,1,52,244,1,2,51,244,1,4,49,244,1,3,50,244,1,0,53,292,0,0,6,292,0,0,6,292,0,0,6,292,0,0,6,292,0,0,6,0,3,65,230,0,1,203,94,0,3,26,269,0,1,185,112,0,2,9,287,0,2,34,262,0,0,169,129,129,0,134,23,5,7,0,0,3,27,128,140,0,2,295,1,0,3,29,266,0,0,258,27,4,1,2,6,0,0,88,86,91,33,0,3,89,134,50,22,0,0,71,226,1,0,0,53,241,4,233,1,58,6,95,1,196,6,272,0,26,0,113,1,111,73,289,0,6,3,264,0,33,1,0,0,5,19,55,72,147,0,0,11,21,46,82,138,0,2,127,111,44,14,0,0,7,18,81,192,0,1,66,96,76,59,136,7,134,21,136,42,23,97,136,33,56,73,0,2,141,155,143,0,81,74,217,0,38,1,5,11,1,3,22,76,0,12,16,8,26,6,7,22,3,0,5,29,4,16,8,60,0,4,138,155,0,1,0,0,0,298,0,0,0,0,0,6,2,204,45,41,6,1,104,114,61,11,1,4.704918032786885,6.445818074874817,2.0689655172413794,1.4621665549733922,14.255357142857143,5.344575504863688,2.55,1.484108993740134
GR,GRC,Greece,3,2021-01-07,2020-12-30,513,0,0,0,0,77,513,83,2,4691740.995838725,507,1,3,509,1,22,490,1,3,509,1,48,464,2,33,478,1,27,485,1,12,500,1,6,506,1,6,506,1,1,511,1,11,501,1,61,451,1,6,506,2,44,467,510,0,2,1,491,0,4,18,510,0,1,2,465,0,9,39,480,0,2,31,486,0,5,22,501,0,5,7,507,0,3,3,507,0,1,5,512,0,1,0,502,0,4,7,452,1,13,47,507,0,5,1,469,0,17,27,0,0,40,473,473,5,35,0,6,218,289,295,1,83,134,430,0,2,80,1,430,0,21,62,0,492,0,4,17,0,90,1,21,401,513,0,0,0,0,0,0,0,177,191,89,56,0,10,110,256,137,0,10,254,173,76,0,8,256,159,90,0,14,142,187,170,0,16,49,160,288,0,492,6,3,12,492,8,0,13,492,4,8,9,492,8,1,12,492,8,1,12,492,8,0,13,400,0,1,112,400,0,0,113,400,2,7,104,400,2,4,107,400,1,11,101,400,2,15,96,400,3,3,107,489,2,0,22,489,3,1,20,489,1,1,22,489,1,3,20,489,2,2,20,0,0,132,381,0,1,405,107,0,2,29,482,0,1,292,220,0,1,16,496,0,1,28,484,0,0,282,231,231,0,196,55,15,16,0,3,3,40,192,275,0,0,511,2,0,0,43,470,0,0,436,55,8,3,1,10,0,1,159,142,153,58,0,2,185,242,57,27,0,2,161,350,0,0,5,141,366,1,381,1,125,6,108,2,397,6,484,0,26,3,221,1,194,97,497,0,15,1,485,1,26,1,0,4,9,26,77,114,283,0,1,7,32,82,134,257,0,1,228,204,53,27,0,0,15,45,100,353,0,0,121,145,123,124,247,9,240,17,247,78,46,142,247,64,90,112,0,2,259,252,261,0,124,128,389,1,42,5,8,22,0,5,41,130,0,17,34,14,40,5,22,32,7,0,21,47,24,38,17,65,0,4,272,236,1,0,0,0,0,0,513,0,0,0,0,2,7,368,72,64,2,2,107,249,136,15,2,6.095541401273885,7.926572835503637,2.193548387096774,1.6617130686675858,14.91905737704918,4.714226092555587,2.6565656565656566,1.353968646752572
