ISO2,ISO_3,country_agg,age,date,first_date,count,cli,cli_weight,cliWHO,cliWHO_weight,cli_local,count_local,weight,Finished,B1_1..77,B1_1.1,B1_1.2,B1_2..77,B1_2.1,B1_2.2,B1_3..77,B1_3.1,B1_3.2,B1_4..77,B1_4.1,B1_4.2,B1_5..77,B1_5.1,B1_5.2,B1_6..77,B1_6.1,B1_6.2,B1_7..77,B1_7.1,B1_7.2,B1_8..77,B1_8.1,B1_8.2,B1_9..77,B1_9.1,B1_9.2,B1_10..77,B1_10.1,B1_10.2,B1_11..77,B1_11.1,B1_11.2,B1_12..77,B1_12.1,B1_12.2,B1_13..77,B1_13.1,B1_13.2,B1_14..77,B1_14.1,B1_14.2,B1b_x1..99,B1b_x1..77,B1b_x1.1,B1b_x1.2,B1b_x2..99,B1b_x2..77,B1b_x2.1,B1b_x2.2,B1b_x3..99,B1b_x3..77,B1b_x3.1,B1b_x3.2,B1b_x4..99,B1b_x4..77,B1b_x4.1,B1b_x4.2,B1b_x5..99,B1b_x5..77,B1b_x5.1,B1b_x5.2,B1b_x6..99,B1b_x6..77,B1b_x6.1,B1b_x6.2,B1b_x7..99,B1b_x7..77,B1b_x7.1,B1b_x7.2,B1b_x8..99,B1b_x8..77,B1b_x8.1,B1b_x8.2,B1b_x9..99,B1b_x9..77,B1b_x9.1,B1b_x9.2,B1b_x10..99,B1b_x10..77,B1b_x10.1,B1b_x10.2,B1b_x11..99,B1b_x11..77,B1b_x11.1,B1b_x11.2,B1b_x12..99,B1b_x12..77,B1b_x12.1,B1b_x12.2,B1b_x13..99,B1b_x13..77,B1b_x13.1,B1b_x13.2,B1b_x14..99,B1b_x14..77,B1b_x14.1,B1b_x14.2,B3..99,B3..77,B3.1,B3.2,B5..99,B5..77,B5.1,B5.2,B6..99,B6..77,B6.1,B6.2,B7..99,B7..77,B7.1,B7.2,B8..99,B8..77,B8.1,B8.2,B8.3,B9..99,B9..77,B9.1,B9.2,B9.3,B10..99,B10..77,B10.1,B10.2,B10.3,B11..99,B11..77,B11.1,B11.2,V1..99,V3..99,V3..77,V3.1,V3.2,V3.3,V3.4,V4_1..99,V4_1..77,V4_1.1,V4_1.2,V4_1.3,V4_2..99,V4_2..77,V4_2.1,V4_2.2,V4_2.3,V4_3..99,V4_3..77,V4_3.1,V4_3.2,V4_3.3,V4_4..99,V4_4..77,V4_4.1,V4_4.2,V4_4.3,V4_5..99,V4_5..77,V4_5.1,V4_5.2,V4_5.3,B12_1..99,B12_1..77,B12_1.1,B12_1.2,B12_2..99,B12_2..77,B12_2.1,B12_2.2,B12_3..99,B12_3..77,B12_3.1,B12_3.2,B12_4..99,B12_4..77,B12_4.1,B12_4.2,B12_5..99,B12_5..77,B12_5.1,B12_5.2,B12_6..99,B12_6..77,B12_6.1,B12_6.2,B13_1..99,B13_1..77,B13_1.1,B13_1.2,B13_2..99,B13_2..77,B13_2.1,B13_2.2,B13_3..99,B13_3..77,B13_3.1,B13_3.2,B13_4..99,B13_4..77,B13_4.1,B13_4.2,B13_5..99,B13_5..77,B13_5.1,B13_5.2,B13_6..99,B13_6..77,B13_6.1,B13_6.2,B13_7..99,B13_7..77,B13_7.1,B13_7.2,B14_1..99,B14_1..77,B14_1.1,B14_1.2,B14_2..99,B14_2..77,B14_2.1,B14_2.2,B14_3..99,B14_3..77,B14_3.1,B14_3.2,B14_4..99,B14_4..77,B14_4.1,B14_4.2,B14_5..99,B14_5..77,B14_5.1,B14_5.2,C0_1..99,C0_1..77,C0_1.1,C0_1.2,C0_2..99,C0_2..77,C0_2.1,C0_2.2,C0_3..99,C0_3..77,C0_3.1,C0_3.2,C0_4..99,C0_4..77,C0_4.1,C0_4.2,C0_5..99,C0_5..77,C0_5.1,C0_5.2,C0_6..99,C0_6..77,C0_6.1,C0_6.2,C1_m..99,C1_m..77,C1_m.1,C1_m.2,C2..99,C2..77,C2.1,C2.2,C2.3,C2.4,C7..99,C7..77,C7.1,C7.2,C7.3,C7.4,C8..99,C8..77,C8.1,C8.2,C3..99,C3..77,C3.1,C3.2,C5..99,C5..77,C5.1,C5.2,C5.3,C5.4,C5.5,C5.6,C6..99,C6..77,C6.1,C6.2,C6.3,C6.4,C14..99,C14..77,C14.1,C14.2,C14.3,C14.4,C9..99,C9..77,C9.1,C9.2,C9.3,C12..99,C12..77,C12.1,C12.2,C12.3,C13_1..99,C13_1..77,C13_1.1,C13_1.2,C13_2..99,C13_2..77,C13_2.1,C13_2.2,C13_3..99,C13_3..77,C13_3.1,C13_3.2,C13_4..99,C13_4..77,C13_4.1,C13_4.2,C13_5..99,C13_5..77,C13_5.1,C13_5.2,C13_6..99,C13_6..77,C13_6.1,C13_6.2,D1..99,D1..77,D1.1,D1.2,D1.3,D1.4,D1.5,D2..99,D2..77,D2.1,D2.2,D2.3,D2.4,D2.5,D3..99,D3..77,D3.1,D3.2,D3.3,D3.4,D4..99,D4..77,D4.1,D4.2,D4.3,D4.4,D5..99,D5..77,D5.1,D5.2,D5.3,D5.4,D6_1..99,D6_1..77,D6_1.1,D6_1.2,D6_2..99,D6_2..77,D6_2.1,D6_2.2,D6_3..99,D6_3..77,D6_3.1,D6_3.2,D7..99,D7..77,D7.1,D7.2,D8..99,D8..77,D8.1,D8.2,D9..99,D9..77,D9.1,D9.2,D9.3,D9.4,D9.5,D9.6,D9.7,D10..99,D10..77,D10.1,D10.2,D10.3,D10.4,D10.5,D10.6,D10.7,D10.8,D10.9,D10.10,D10.11,D10.12,D10.13,D10.14,D10.15,E3..99,E3..77,E3.1,E3.2,E3.3,E3.4,E4..99,E4..77,E4.1,E4.2,E4.3,E4.4,E4.5,E4.6,E4.7,E2..99,E2..77,E2.1,E2.2,E2.3,E7..99,E7..77,E7.1,E7.2,E7.3,E7.4,E7.5,B2.mean,B2.sd,B4.mean,B4.sd,E6.mean,E6.sd,E5.mean,E5.sd
AF,AFG,Afghanistan,3,2020-12-31,2020-12-21,100,4,377262.25550107297,1,39433.2101000384,149,100,4125957.908193103,99,4,6,90,2,19,79,4,4,92,3,13,84,4,9,87,4,13,83,4,12,84,6,7,87,5,6,89,4,4,92,4,6,90,4,12,84,5,9,86,5,14,81,94,2,2,2,81,3,8,8,96,1,3,0,87,3,5,5,91,0,6,3,87,2,5,6,88,2,6,4,93,0,3,4,94,1,2,3,96,3,1,0,94,1,3,2,88,1,6,5,91,3,3,3,86,1,5,8,0,0,37,63,63,1,18,18,0,3,29,68,71,1,11,17,89,0,2,9,0,89,0,8,3,0,92,0,1,7,0,15,2,4,79,100,0,0,51,21,17,11,4,4,52,14,26,4,14,45,14,23,4,12,60,8,16,4,14,41,15,26,4,15,19,13,49,96,3,1,0,96,3,1,0,96,3,1,0,96,4,0,0,96,4,0,0,96,3,1,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,0,6,62,32,0,9,66,25,0,10,39,51,0,11,55,34,0,12,39,49,0,4,42,54,0,1,58,41,42,0,19,15,8,16,0,0,7,23,46,24,0,0,98,2,0,2,18,80,0,1,30,23,17,6,20,3,0,1,28,26,19,26,0,1,20,33,32,14,0,0,8,80,12,0,1,12,80,7,38,2,40,20,34,3,41,22,61,2,22,15,45,3,29,23,61,2,20,17,58,3,31,8,0,2,3,7,18,22,48,0,0,3,10,22,20,45,0,0,26,32,21,21,0,0,7,23,26,44,0,0,29,26,11,34,45,2,45,8,45,13,23,19,45,14,31,10,0,3,70,27,73,0,15,12,85,1,3,1,0,3,2,1,4,15,0,2,9,7,9,0,4,6,2,0,6,9,10,1,5,15,0,1,85,14,0,0,0,0,0,0,100,0,0,0,0,0,3,60,22,15,0,3,30,27,16,13,11,8.179487179487179,7.290483324068132,4.862068965517241,6.838567821716529,14.272727272727273,4.181863613400935,4.065217391304348,2.4441198682232566
AF,AFG,Afghanistan,-99,2021-01-01,2020-12-31,100,8,553843.8488837824,4,367510.723099443,56,67,6704049.667577812,0,20,15,65,24,24,52,25,16,59,27,22,51,22,25,53,26,22,52,27,19,54,24,21,55,26,9,65,24,17,59,29,12,59,23,23,54,28,12,60,25,16,59,85,6,8,1,76,7,13,4,84,2,9,5,78,4,13,5,75,6,11,8,78,5,13,4,81,4,11,4,79,6,11,4,91,2,6,1,83,2,11,4,88,3,5,4,77,5,15,3,88,0,6,6,84,2,12,2,32,1,21,46,84,2,12,2,38,7,20,35,83,2,10,5,90,0,3,4,3,90,0,7,3,0,93,1,4,1,1,60,1,4,35,100,47,2,22,9,4,16,54,5,21,7,13,54,15,12,10,9,54,15,13,6,12,54,16,15,4,11,54,19,5,5,17,96,3,0,1,96,3,1,0,96,3,0,1,96,2,2,0,96,3,1,0,96,3,0,1,84,4,4,8,84,3,5,8,84,4,4,8,84,4,4,8,84,5,5,6,84,5,5,6,84,5,4,7,94,1,4,1,94,1,3,2,94,1,2,3,94,1,4,1,94,1,4,1,64,6,15,15,64,6,20,10,64,11,12,13,64,9,13,14,64,9,12,15,64,7,10,19,69,2,13,16,87,0,7,4,0,2,72,2,4,10,5,7,72,2,18,8,73,2,4,21,73,2,9,6,1,3,3,3,73,2,15,1,3,6,75,1,12,4,1,7,79,1,3,12,5,84,1,4,7,4,86,2,7,5,80,3,9,8,88,2,4,6,88,3,3,6,89,2,2,7,90,3,4,3,86,1,2,0,0,2,9,86,1,1,2,1,1,8,91,0,4,1,1,3,91,0,1,3,1,4,91,0,2,4,0,3,95,2,3,0,95,3,2,0,95,2,3,0,92,1,2,5,95,0,1,4,100,0,0,0,0,0,0,0,0,98,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,100,0,0,0,0,0,100,0,0,0,0,0,0,0,0,100,0,0,0,0,100,0,0,0,0,0,0,6.666666666666667,8.202155955530264,6,6.757711644237764,0,0,0,0
AF,AFG,Afghanistan,1,2021-01-01,2020-12-25,100,3,214449.65725760066,1,162900.718802111,304,100,5671844.615091007,90,10,6,84,9,18,73,10,7,83,7,20,73,9,20,71,9,13,78,11,14,75,8,9,83,12,1,87,8,7,85,11,14,75,11,15,74,10,7,83,9,27,64,94,1,1,4,82,1,10,7,93,1,5,1,80,1,10,9,80,1,13,6,87,1,5,7,86,1,9,4,91,3,5,1,99,1,0,0,93,2,2,3,86,1,3,10,85,1,6,8,93,1,2,4,73,1,19,7,0,0,32,68,68,1,19,12,0,2,23,75,77,0,8,15,92,0,1,7,0,92,0,3,5,0,97,0,1,2,0,10,0,7,83,100,0,0,51,24,9,16,0,2,49,22,27,0,9,38,26,27,0,11,59,15,15,0,12,41,19,28,0,12,19,17,52,93,0,5,2,93,2,4,1,93,2,3,2,93,3,1,3,93,3,1,3,93,3,0,4,96,0,0,4,96,0,0,4,96,0,0,4,96,0,0,4,96,0,0,4,96,0,1,3,96,0,1,3,99,0,0,1,99,0,0,1,99,0,0,1,99,0,0,1,99,0,0,1,0,5,68,27,0,9,73,18,0,13,42,45,0,10,55,35,0,10,52,38,0,11,46,43,0,0,66,34,34,0,27,18,11,10,0,0,15,30,24,31,0,2,86,12,0,4,23,73,0,0,29,19,17,12,16,7,0,1,28,19,25,27,0,2,22,31,24,21,0,0,6,75,19,0,6,8,72,14,32,2,41,25,27,1,43,29,58,1,23,18,45,2,23,30,48,3,27,22,54,3,22,21,0,1,4,15,19,27,34,0,5,6,11,22,19,37,0,3,30,28,13,26,0,2,25,21,21,31,0,3,38,24,19,16,38,6,48,8,38,14,35,13,38,13,35,14,0,0,53,47,53,1,15,31,85,0,5,2,1,1,1,1,4,32,1,5,13,2,9,3,1,4,1,0,4,3,1,1,4,16,0,0,90,9,1,0,0,0,100,0,0,0,0,0,0,9,3,58,13,17,9,0,28,25,14,12,12,7.313725490196078,8.186550423904885,13.363636363636363,28.330608476052475,13.208791208791206,4.316676920236171,3.392857142857143,2.611456949871604
AF,AFG,Afghanistan,2,2021-01-01,2020-12-27,100,5,139497.41740762914,1,15890.4345295198,298,100,4513298.330071219,99,4,6,90,3,11,86,5,2,93,4,10,86,5,14,81,2,14,84,4,11,85,4,3,93,6,4,90,4,4,92,5,6,89,5,10,85,6,9,85,4,18,78,94,1,1,4,89,2,6,3,98,0,0,2,90,1,5,4,86,1,8,5,86,1,8,5,89,1,5,5,97,0,0,3,96,0,2,2,96,1,2,1,94,1,2,3,90,1,6,3,91,1,3,5,82,0,8,10,0,0,35,65,65,0,17,18,0,0,22,78,78,0,9,13,91,0,0,6,3,91,0,3,5,1,97,0,2,0,1,9,2,7,82,100,0,0,51,22,14,13,0,11,47,15,27,0,17,47,12,24,0,13,66,5,16,0,16,46,9,29,0,17,18,12,53,93,2,3,2,93,3,2,2,93,1,4,2,93,1,3,3,93,3,2,2,93,3,1,3,81,4,1,14,81,4,2,13,81,3,4,12,81,4,1,14,81,4,3,12,81,4,5,10,81,4,4,11,91,0,5,4,91,0,5,4,91,0,4,5,91,1,5,3,91,1,4,4,0,3,64,33,0,4,70,26,0,7,43,50,0,6,55,39,0,5,51,44,0,7,48,45,0,0,62,38,38,0,20,14,15,13,0,0,9,19,45,27,0,1,87,12,0,4,31,65,0,1,30,21,12,7,24,5,0,0,32,12,28,28,0,2,22,27,32,17,0,4,6,77,13,0,6,6,76,12,36,1,40,23,30,0,45,25,57,1,21,21,45,2,24,29,49,1,29,21,52,1,31,16,0,2,2,6,14,25,51,0,2,6,8,22,23,39,0,4,40,23,12,21,0,5,16,26,25,28,0,3,35,27,14,21,38,8,49,5,38,16,31,15,38,14,37,11,0,1,56,43,57,1,22,20,78,0,6,3,1,1,0,0,11,22,0,5,4,4,12,3,0,9,4,0,2,6,4,3,4,18,0,2,89,5,1,3,0,0,0,100,0,0,0,0,0,0,4,60,14,22,0,2,43,23,15,10,7,7.261904761904763,10.383052617089305,10.392857142857142,20.243589356952242,13.896551724137932,4.9251005957348175,3.574712643678161,2.375417632353118
AF,AFG,Afghanistan,3,2021-01-01,2020-12-21,100,4,377262.25550107297,1,39433.2101000384,144,100,4184560.266131102,99,5,7,88,3,17,80,5,5,90,4,11,85,5,10,85,4,11,85,5,11,84,7,5,88,6,5,89,5,4,91,5,6,89,5,13,82,6,9,85,6,13,81,93,2,3,2,83,3,7,7,95,1,2,2,89,3,4,4,90,0,7,3,89,2,4,5,89,2,4,5,95,0,2,3,95,1,2,2,96,3,1,0,94,1,3,2,87,1,6,6,91,3,3,3,87,1,5,7,0,0,37,63,63,1,19,17,0,2,29,69,71,1,9,19,91,0,2,7,0,91,0,7,2,0,93,0,1,6,0,12,2,4,82,100,0,0,54,20,14,12,0,5,56,14,25,0,14,47,15,24,0,13,60,9,18,0,15,43,17,25,0,15,20,15,50,96,3,1,0,96,3,1,0,96,3,1,0,96,4,0,0,96,4,0,0,96,3,1,0,91,1,0,8,91,1,0,8,91,1,2,6,91,1,1,7,91,1,1,7,91,0,2,7,91,0,2,7,96,1,1,2,96,1,3,0,96,0,3,1,96,1,2,1,96,1,2,1,0,7,60,33,0,9,67,24,0,10,41,49,0,11,54,35,0,11,37,52,0,5,41,54,0,0,56,44,44,0,18,17,8,13,0,2,6,21,43,28,0,0,99,1,0,3,16,81,0,1,31,27,17,5,17,2,0,1,31,25,20,23,0,1,21,33,30,15,0,0,9,81,10,0,1,12,82,5,40,1,41,18,33,2,46,19,59,2,22,17,46,2,29,23,63,2,19,16,59,2,32,7,0,2,3,7,18,20,50,0,0,3,10,18,19,50,0,0,26,33,18,23,0,0,6,26,24,44,0,0,29,26,11,34,45,2,46,7,45,13,22,20,45,14,30,11,0,2,70,28,72,0,15,13,85,1,3,1,0,4,2,1,3,15,0,2,9,7,10,1,5,6,2,0,7,8,8,1,7,12,0,1,84,15,0,0,0,0,0,0,100,0,0,0,0,0,3,64,21,12,0,3,30,24,19,13,11,7.179487179487181,7.174046039174805,4.821428571428571,6.960489400783016,14.49438202247191,4.070748187611936,4.064516129032258,2.4218500456797
AF,AFG,Afghanistan,-99,2021-01-02,2020-12-31,100,8,506698.3469260207,4,320365.2211416813,40,67,6584858.236143288,0,20,14,66,24,24,52,26,16,58,25,21,54,20,26,54,26,20,54,26,16,58,24,19,57,26,10,64,22,15,63,30,11,59,22,21,57,27,11,62,24,16,60,86,4,10,0,76,6,14,4,84,2,9,5,79,4,12,5,74,6,12,8,80,4,11,5,84,3,9,4,81,4,11,4,90,2,6,2,85,2,11,2,89,1,5,5,79,5,13,3,89,0,6,5,84,1,12,3,32,1,20,47,84,1,14,1,37,5,17,41,85,2,8,5,92,0,2,3,3,92,0,6,2,0,94,0,4,1,1,54,1,4,41,100,44,3,23,10,5,15,54,4,21,8,13,54,13,13,9,11,54,12,16,6,12,54,13,16,4,13,54,16,5,4,21,96,3,0,1,96,3,1,0,96,3,0,1,96,2,2,0,96,3,1,0,96,3,0,1,83,4,4,9,83,3,5,9,83,4,4,9,83,4,4,9,83,5,6,6,83,5,5,7,83,5,4,8,93,1,4,2,93,1,3,3,93,1,2,4,93,1,4,2,93,1,4,2,65,5,15,15,65,5,20,10,65,8,14,13,65,7,15,13,65,7,15,13,65,5,13,17,71,2,12,15,88,0,4,5,0,3,73,2,5,10,4,6,73,2,17,8,75,2,3,20,75,2,8,5,1,2,4,3,75,2,14,1,3,5,77,1,10,3,1,8,81,1,3,9,6,86,1,3,6,4,87,2,4,7,81,3,7,9,87,2,3,8,87,3,2,8,87,2,2,9,88,3,4,5,88,1,1,0,0,1,9,88,1,0,1,1,0,9,90,0,4,1,1,4,90,0,1,3,2,4,90,0,2,4,1,3,95,2,3,0,95,3,2,0,95,2,3,0,91,1,3,5,95,0,1,4,100,0,0,0,0,0,0,0,0,97,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,100,0,0,0,0,0,100,0,0,0,0,0,0,0,0,100,0,0,0,0,100,0,0,0,0,0,0,6.65,7.343274760658646,3.5000000000000004,2.6186146828319083,0,0,0,0
AF,AFG,Afghanistan,1,2021-01-02,2020-12-25,100,3,214449.65725760066,1,162900.718802111,304,100,5671844.615091007,90,10,6,84,9,18,73,10,7,83,7,20,73,9,20,71,9,13,78,11,14,75,8,9,83,12,1,87,8,7,85,11,14,75,11,15,74,10,7,83,9,27,64,94,1,1,4,82,1,10,7,93,1,5,1,80,1,10,9,80,1,13,6,87,1,5,7,86,1,9,4,91,3,5,1,99,1,0,0,93,2,2,3,86,1,3,10,85,1,6,8,93,1,2,4,73,1,19,7,0,0,32,68,68,1,19,12,0,2,23,75,77,0,8,15,92,0,1,7,0,92,0,3,5,0,97,0,1,2,0,10,0,7,83,100,0,0,51,24,9,16,0,2,49,22,27,0,9,38,26,27,0,11,59,15,15,0,12,41,19,28,0,12,19,17,52,93,0,5,2,93,2,4,1,93,2,3,2,93,3,1,3,93,3,1,3,93,3,0,4,96,0,0,4,96,0,0,4,96,0,0,4,96,0,0,4,96,0,0,4,96,0,1,3,96,0,1,3,99,0,0,1,99,0,0,1,99,0,0,1,99,0,0,1,99,0,0,1,0,5,68,27,0,9,73,18,0,13,42,45,0,10,55,35,0,10,52,38,0,11,46,43,0,0,66,34,34,0,27,18,11,10,0,0,15,30,24,31,0,2,86,12,0,4,23,73,0,0,29,19,17,12,16,7,0,1,28,19,25,27,0,2,22,31,24,21,0,0,6,75,19,0,6,8,72,14,32,2,41,25,27,1,43,29,58,1,23,18,45,2,23,30,48,3,27,22,54,3,22,21,0,1,4,15,19,27,34,0,5,6,11,22,19,37,0,3,30,28,13,26,0,2,25,21,21,31,0,3,38,24,19,16,38,6,48,8,38,14,35,13,38,13,35,14,0,0,53,47,53,1,15,31,85,0,5,2,1,1,1,1,4,32,1,5,13,2,9,3,1,4,1,0,4,3,1,1,4,16,0,0,90,9,1,0,0,0,100,0,0,0,0,0,0,9,3,58,13,17,9,0,28,25,14,12,12,7.313725490196078,8.186550423904885,13.363636363636363,28.330608476052475,13.208791208791206,4.316676920236171,3.392857142857143,2.611456949871604
AF,AFG,Afghanistan,2,2021-01-02,2020-12-27,100,5,139497.41740762914,1,15890.4345295198,298,100,4513298.330071219,99,4,6,90,3,11,86,5,2,93,4,10,86,5,14,81,2,14,84,4,11,85,4,3,93,6,4,90,4,4,92,5,6,89,5,10,85,6,9,85,4,18,78,94,1,1,4,89,2,6,3,98,0,0,2,90,1,5,4,86,1,8,5,86,1,8,5,89,1,5,5,97,0,0,3,96,0,2,2,96,1,2,1,94,1,2,3,90,1,6,3,91,1,3,5,82,0,8,10,0,0,35,65,65,0,17,18,0,0,22,78,78,0,9,13,91,0,0,6,3,91,0,3,5,1,97,0,2,0,1,9,2,7,82,100,0,0,51,22,14,13,0,11,47,15,27,0,17,47,12,24,0,13,66,5,16,0,16,46,9,29,0,17,18,12,53,93,2,3,2,93,3,2,2,93,1,4,2,93,1,3,3,93,3,2,2,93,3,1,3,81,4,1,14,81,4,2,13,81,3,4,12,81,4,1,14,81,4,3,12,81,4,5,10,81,4,4,11,91,0,5,4,91,0,5,4,91,0,4,5,91,1,5,3,91,1,4,4,0,3,64,33,0,4,70,26,0,7,43,50,0,6,55,39,0,5,51,44,0,7,48,45,0,0,62,38,38,0,20,14,15,13,0,0,9,19,45,27,0,1,87,12,0,4,31,65,0,1,30,21,12,7,24,5,0,0,32,12,28,28,0,2,22,27,32,17,0,4,6,77,13,0,6,6,76,12,36,1,40,23,30,0,45,25,57,1,21,21,45,2,24,29,49,1,29,21,52,1,31,16,0,2,2,6,14,25,51,0,2,6,8,22,23,39,0,4,40,23,12,21,0,5,16,26,25,28,0,3,35,27,14,21,38,8,49,5,38,16,31,15,38,14,37,11,0,1,56,43,57,1,22,20,78,0,6,3,1,1,0,0,11,22,0,5,4,4,12,3,0,9,4,0,2,6,4,3,4,18,0,2,89,5,1,3,0,0,0,100,0,0,0,0,0,0,4,60,14,22,0,2,43,23,15,10,7,7.261904761904763,10.383052617089305,10.392857142857142,20.243589356952242,13.896551724137932,4.9251005957348175,3.574712643678161,2.375417632353118
AF,AFG,Afghanistan,3,2021-01-02,2020-12-21,100,4,377262.25550107297,1,39433.2101000384,144,100,4184560.266131102,99,5,7,88,3,17,80,5,5,90,4,11,85,5,10,85,4,11,85,5,11,84,7,5,88,6,5,89,5,4,91,5,6,89,5,13,82,6,9,85,6,13,81,93,2,3,2,83,3,7,7,95,1,2,2,89,3,4,4,90,0,7,3,89,2,4,5,89,2,4,5,95,0,2,3,95,1,2,2,96,3,1,0,94,1,3,2,87,1,6,6,91,3,3,3,87,1,5,7,0,0,37,63,63,1,19,17,0,2,29,69,71,1,9,19,91,0,2,7,0,91,0,7,2,0,93,0,1,6,0,12,2,4,82,100,0,0,54,20,14,12,0,5,56,14,25,0,14,47,15,24,0,13,60,9,18,0,15,43,17,25,0,15,20,15,50,96,3,1,0,96,3,1,0,96,3,1,0,96,4,0,0,96,4,0,0,96,3,1,0,91,1,0,8,91,1,0,8,91,1,2,6,91,1,1,7,91,1,1,7,91,0,2,7,91,0,2,7,96,1,1,2,96,1,3,0,96,0,3,1,96,1,2,1,96,1,2,1,0,7,60,33,0,9,67,24,0,10,41,49,0,11,54,35,0,11,37,52,0,5,41,54,0,0,56,44,44,0,18,17,8,13,0,2,6,21,43,28,0,0,99,1,0,3,16,81,0,1,31,27,17,5,17,2,0,1,31,25,20,23,0,1,21,33,30,15,0,0,9,81,10,0,1,12,82,5,40,1,41,18,33,2,46,19,59,2,22,17,46,2,29,23,63,2,19,16,59,2,32,7,0,2,3,7,18,20,50,0,0,3,10,18,19,50,0,0,26,33,18,23,0,0,6,26,24,44,0,0,29,26,11,34,45,2,46,7,45,13,22,20,45,14,30,11,0,2,70,28,72,0,15,13,85,1,3,1,0,4,2,1,3,15,0,2,9,7,10,1,5,6,2,0,7,8,8,1,7,12,0,1,84,15,0,0,0,0,0,0,100,0,0,0,0,0,3,64,21,12,0,3,30,24,19,13,11,7.179487179487181,7.174046039174805,4.821428571428571,6.960489400783016,14.49438202247191,4.070748187611936,4.064516129032258,2.4218500456797
AF,AFG,Afghanistan,-99,2021-01-03,2021-01-01,100,12,364434.34463418636,8,239952.7964019135,249,59,4273538.7463786565,0,26,17,57,25,28,47,25,20,55,25,25,50,26,28,46,25,25,50,25,27,48,25,19,56,28,15,57,21,20,59,31,17,52,26,30,44,30,9,61,32,21,47,83,6,10,1,72,10,15,3,80,8,6,6,75,7,11,7,72,9,14,5,75,9,13,3,73,10,9,8,81,10,8,1,85,5,6,4,80,10,9,1,83,5,7,5,70,10,14,6,91,3,5,1,79,7,9,5,41,0,20,39,84,1,13,2,47,2,11,40,89,1,4,6,96,1,1,1,1,96,1,1,2,0,99,0,0,0,1,54,2,2,42,100,50,4,16,10,5,15,57,4,23,10,6,57,12,17,8,6,57,12,21,5,5,57,14,12,9,8,57,14,6,9,14,98,1,0,1,98,1,0,1,98,1,0,1,98,1,1,0,98,1,0,1,98,0,1,1,96,0,1,3,96,0,1,3,96,0,1,3,96,0,1,3,96,0,2,2,96,0,2,2,96,0,1,3,98,0,1,1,98,0,1,1,98,0,1,1,98,0,1,1,98,0,1,1,66,2,25,7,66,4,23,7,66,5,18,11,66,6,19,9,66,5,18,11,66,4,20,10,75,0,15,10,85,1,5,5,2,2,76,2,3,7,7,5,76,5,17,2,80,2,4,14,80,1,9,4,0,1,4,1,80,3,4,6,3,4,82,0,3,6,4,5,85,0,5,8,2,86,0,6,7,1,80,5,11,4,82,4,10,4,86,4,5,5,86,3,5,6,87,2,5,6,84,3,8,5,89,1,2,0,4,1,3,89,1,1,0,2,1,6,93,1,1,1,1,3,93,0,2,1,1,3,93,2,1,2,1,1,98,0,2,0,98,1,1,0,98,1,1,0,95,0,4,1,99,0,0,1,100,0,0,0,0,0,0,0,0,96,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,100,0,0,0,0,0,100,0,0,0,0,0,0,0,0,100,0,0,0,0,100,0,0,0,0,0,0,12.586206896551724,14.876917022640212,18.615384615384617,48.770787809812376,0,0,0,0
