ISO2,ISO_3,country_agg,age,date,first_date,count,cli,cli_weight,cliWHO,cliWHO_weight,cli_local,count_local,weight,Finished,B1_1..77,B1_1.1,B1_1.2,B1_2..77,B1_2.1,B1_2.2,B1_3..77,B1_3.1,B1_3.2,B1_4..77,B1_4.1,B1_4.2,B1_5..77,B1_5.1,B1_5.2,B1_6..77,B1_6.1,B1_6.2,B1_7..77,B1_7.1,B1_7.2,B1_8..77,B1_8.1,B1_8.2,B1_9..77,B1_9.1,B1_9.2,B1_10..77,B1_10.1,B1_10.2,B1_11..77,B1_11.1,B1_11.2,B1_12..77,B1_12.1,B1_12.2,B1_13..77,B1_13.1,B1_13.2,B1_14..77,B1_14.1,B1_14.2,B1b_x1..99,B1b_x1..77,B1b_x1.1,B1b_x1.2,B1b_x2..99,B1b_x2..77,B1b_x2.1,B1b_x2.2,B1b_x3..99,B1b_x3..77,B1b_x3.1,B1b_x3.2,B1b_x4..99,B1b_x4..77,B1b_x4.1,B1b_x4.2,B1b_x5..99,B1b_x5..77,B1b_x5.1,B1b_x5.2,B1b_x6..99,B1b_x6..77,B1b_x6.1,B1b_x6.2,B1b_x7..99,B1b_x7..77,B1b_x7.1,B1b_x7.2,B1b_x8..99,B1b_x8..77,B1b_x8.1,B1b_x8.2,B1b_x9..99,B1b_x9..77,B1b_x9.1,B1b_x9.2,B1b_x10..99,B1b_x10..77,B1b_x10.1,B1b_x10.2,B1b_x11..99,B1b_x11..77,B1b_x11.1,B1b_x11.2,B1b_x12..99,B1b_x12..77,B1b_x12.1,B1b_x12.2,B1b_x13..99,B1b_x13..77,B1b_x13.1,B1b_x13.2,B1b_x14..99,B1b_x14..77,B1b_x14.1,B1b_x14.2,B3..99,B3..77,B3.1,B3.2,B5..99,B5..77,B5.1,B5.2,B6..99,B6..77,B6.1,B6.2,B7..99,B7..77,B7.1,B7.2,B8..99,B8.1,B8.2,B8.3,B9..99,B9.1,B9.2,B10..99,B10.1,B10.2,B10.3,B11..99,B11..77,B11.1,B11.2,V1..99,V1..77,V1.1,V1.2,V1.3,V3..99,V3..77,V3.1,V3.2,V3.3,V3.4,V4_1..99,V4_1..77,V4_1.1,V4_1.2,V4_1.3,V4_2..99,V4_2..77,V4_2.1,V4_2.2,V4_2.3,V4_3..99,V4_3..77,V4_3.1,V4_3.2,V4_3.3,V4_4..99,V4_4..77,V4_4.1,V4_4.2,V4_4.3,V4_5..99,V4_5..77,V4_5.1,V4_5.2,V4_5.3,B12_1..99,B12_1..77,B12_1.1,B12_1.2,B12_2..99,B12_2..77,B12_2.1,B12_2.2,B12_3..99,B12_3..77,B12_3.1,B12_3.2,B12_4..99,B12_4..77,B12_4.1,B12_4.2,B12_5..99,B12_5..77,B12_5.1,B12_5.2,B12_6..99,B12_6..77,B12_6.1,B12_6.2,B13_1..99,B13_1..77,B13_1.1,B13_1.2,B13_2..99,B13_2..77,B13_2.1,B13_2.2,B13_3..99,B13_3..77,B13_3.1,B13_3.2,B13_4..99,B13_4..77,B13_4.1,B13_4.2,B13_5..99,B13_5..77,B13_5.1,B13_5.2,B13_6..99,B13_6..77,B13_6.1,B13_6.2,B13_7..99,B13_7..77,B13_7.1,B13_7.2,B14_1..99,B14_1..77,B14_1.1,B14_1.2,B14_2..99,B14_2..77,B14_2.1,B14_2.2,B14_3..99,B14_3..77,B14_3.1,B14_3.2,B14_4..99,B14_4..77,B14_4.1,B14_4.2,B14_5..99,B14_5..77,B14_5.1,B14_5.2,C0_1..99,C0_1..77,C0_1.1,C0_1.2,C0_2..99,C0_2..77,C0_2.1,C0_2.2,C0_3..99,C0_3..77,C0_3.1,C0_3.2,C0_4..99,C0_4..77,C0_4.1,C0_4.2,C0_5..99,C0_5..77,C0_5.1,C0_5.2,C0_6..99,C0_6..77,C0_6.1,C0_6.2,C1_m..99,C1_m..77,C1_m.1,C1_m.2,C2..99,C2..77,C2.1,C2.2,C2.3,C2.4,C7..99,C7..77,C7.1,C7.2,C7.3,C7.4,C8..99,C8..77,C8.1,C8.2,C3..99,C3..77,C3.1,C3.2,C5..99,C5..77,C5.1,C5.2,C5.3,C5.4,C5.5,C5.6,C6..99,C6..77,C6.1,C6.2,C6.3,C6.4,C14..99,C14..77,C14.1,C14.2,C14.3,C14.4,C9..99,C9..77,C9.1,C9.2,C9.3,C12..99,C12..77,C12.1,C12.2,C12.3,C13_1..99,C13_1..77,C13_1.1,C13_1.2,C13_2..99,C13_2..77,C13_2.1,C13_2.2,C13_3..99,C13_3..77,C13_3.1,C13_3.2,C13_4..99,C13_4..77,C13_4.1,C13_4.2,C13_5..99,C13_5..77,C13_5.1,C13_5.2,C13_6..99,C13_6..77,C13_6.1,C13_6.2,D1..99,D1..77,D1.1,D1.2,D1.3,D1.4,D1.5,D2..99,D2..77,D2.1,D2.2,D2.3,D2.4,D2.5,D3..99,D3..77,D3.1,D3.2,D3.3,D3.4,D4..99,D4..77,D4.1,D4.2,D4.3,D4.4,D5..99,D5..77,D5.1,D5.2,D5.3,D5.4,D6_1..99,D6_1..77,D6_1.1,D6_1.2,D6_2..99,D6_2..77,D6_2.1,D6_2.2,D6_3..99,D6_3..77,D6_3.1,D6_3.2,D7..99,D7..77,D7.1,D7.2,D8..99,D8..77,D8.1,D8.2,D9..99,D9..77,D9.1,D9.2,D9.3,D9.4,D9.5,D9.6,D9.7,D10..99,D10..77,D10.1,D10.2,D10.3,D10.4,D10.5,D10.6,D10.7,D10.8,D10.9,D10.10,D10.11,D10.12,D10.13,D10.14,D10.15,E3..99,E3..77,E3.1,E3.2,E3.3,E3.4,E4..99,E4..77,E4.1,E4.2,E4.3,E4.4,E4.5,E4.6,E4.7,E2..99,E2..77,E2.1,E2.2,E2.3,E7..99,E7..77,E7.1,E7.2,E7.3,E7.4,E7.5,B2.mean,B2.sd,B4.mean,B4.sd,E6.mean,E6.sd,E5.mean,E5.sd
CR,CRI,Costa Rica,2,2020-12-25,2020-12-24,100,0,0,0,0,56,100,581692.2698605048,95,1,0,99,0,18,82,1,4,95,2,23,75,1,19,80,1,14,85,0,11,89,2,4,94,2,6,92,1,3,96,2,7,91,1,19,80,2,3,95,2,16,82,100,0,0,0,82,1,8,9,96,0,3,1,77,1,11,11,81,1,8,10,86,1,5,8,89,1,7,3,96,1,3,0,94,0,4,2,97,1,2,0,93,0,5,2,81,2,7,10,97,1,2,0,84,1,11,4,0,0,19,81,81,0,6,13,0,1,16,83,84,1,2,13,98,1,1,0,98,1,1,99,0,1,0,4,2,11,83,100,0,0,0,0,0,1,58,28,9,4,0,5,53,29,13,0,8,66,16,10,0,8,56,22,14,0,10,58,17,15,0,10,14,30,46,89,2,3,6,89,4,2,5,89,3,4,4,89,2,2,7,89,3,2,6,89,2,2,7,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,0,0,36,64,0,0,73,27,0,1,36,63,0,0,60,40,0,0,18,82,0,0,28,72,0,0,61,39,39,0,33,15,8,5,0,1,1,8,29,61,0,1,99,0,0,1,20,79,0,0,87,9,1,0,0,3,0,0,20,29,30,21,0,0,31,54,12,3,0,0,17,69,14,0,0,36,53,11,64,0,35,1,27,0,73,0,64,0,35,1,40,1,37,22,82,2,9,7,72,1,27,0,0,3,1,5,11,22,58,0,1,6,6,9,25,53,0,1,44,42,7,6,0,0,12,23,27,38,0,0,26,31,21,22,43,1,49,7,43,13,16,28,43,14,15,28,0,0,64,36,64,0,8,28,92,2,0,0,1,0,1,0,4,28,0,5,7,4,4,0,5,9,2,0,4,6,3,1,3,19,0,1,48,50,0,1,0,0,0,100,0,0,0,0,0,4,0,47,28,21,4,0,20,31,31,11,3,2.9791666666666665,1.8848735307575293,3.0555555555555554,2.4125218005042974,12.602150537634408,5.960266599206267,3.34375,1.5883001506078922
CR,CRI,Costa Rica,3,2020-12-25,2020-12-24,100,0,0,0,0,23,99,582274.932302632,98,0,1,99,0,15,85,0,2,98,0,14,86,0,20,80,0,9,91,0,11,89,0,2,98,1,5,94,0,3,97,0,5,95,0,25,75,0,3,97,0,16,84,99,0,1,0,85,0,9,6,98,0,2,0,86,1,7,6,80,2,8,10,91,0,5,4,89,0,5,6,98,0,2,0,95,0,3,2,97,0,3,0,95,0,2,3,75,0,6,19,97,0,2,1,84,2,7,7,0,1,10,89,90,0,5,5,0,0,21,79,79,0,6,15,94,4,2,0,94,2,4,98,2,0,0,6,3,5,86,100,0,0,0,0,0,0,50,32,9,9,0,2,56,24,18,0,5,69,18,8,0,5,58,22,15,0,8,55,21,16,0,6,19,25,50,95,2,0,3,95,2,0,3,95,2,0,3,95,1,3,1,95,2,0,3,95,2,0,3,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,0,1,38,61,0,1,67,32,0,1,32,67,0,1,61,38,0,0,9,91,0,1,25,74,0,1,51,48,49,0,34,7,9,1,0,1,0,1,13,85,0,1,98,1,0,1,16,83,0,0,91,6,1,0,0,2,0,0,14,28,31,27,0,0,37,50,10,3,0,0,22,72,6,0,1,35,55,9,62,1,37,0,33,2,64,1,68,1,31,0,39,2,44,15,91,0,7,2,75,1,24,0,0,0,2,2,13,17,66,0,0,3,6,13,17,61,0,0,50,32,11,7,0,0,19,20,28,33,0,0,32,23,28,17,45,3,41,11,45,14,20,21,45,13,22,20,0,0,62,38,62,0,17,21,83,3,3,0,2,1,1,2,5,21,0,3,4,6,5,1,3,8,3,1,5,11,2,5,4,18,0,0,40,58,0,2,0,0,0,0,100,0,0,0,0,2,2,52,28,16,2,0,15,39,30,11,3,2.52,1.6932037017176063,2.4444444444444446,1.5898986690282426,11.670212765957446,5.462262121239295,3.1595744680851063,1.4089055577784344
CR,CRI,Costa Rica,4,2020-12-25,2020-12-24,100,1,3076.96933369851,0,0,35,100,661194.7855489079,94,1,2,97,1,6,93,1,1,98,1,3,96,0,14,86,1,16,83,0,10,90,1,1,98,1,0,99,0,3,97,1,2,97,1,12,87,1,1,98,1,12,87,98,0,2,0,94,0,5,1,99,0,1,0,97,0,1,2,86,1,10,3,84,0,6,10,90,1,4,5,99,0,0,1,100,0,0,0,97,0,3,0,98,0,1,1,88,0,3,9,99,0,1,0,88,0,6,6,0,0,17,83,83,0,4,13,0,3,15,82,85,0,3,12,97,3,0,0,97,0,3,100,0,0,0,6,1,6,87,100,0,0,0,0,0,1,71,19,2,7,0,9,64,16,11,0,9,79,6,6,0,10,67,12,11,0,9,74,12,5,0,11,24,20,45,94,2,2,2,94,2,0,4,94,0,5,1,94,2,0,4,94,2,0,4,94,2,2,2,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,0,0,42,58,0,1,70,29,0,1,43,56,0,1,50,49,0,1,7,92,0,0,19,81,0,0,59,41,41,0,31,17,7,4,0,4,0,7,21,68,0,2,98,0,0,0,17,83,0,0,88,4,1,3,0,4,0,1,20,22,25,32,0,1,50,38,9,2,0,0,37,59,4,0,1,42,53,4,58,1,41,0,30,2,68,0,57,1,40,2,50,0,40,10,93,0,4,3,81,1,18,0,0,1,3,2,10,12,72,0,0,2,2,10,15,71,0,0,43,39,12,6,0,0,14,18,25,43,0,0,21,28,19,32,51,4,41,4,51,17,15,17,51,15,18,16,0,1,48,51,49,0,17,34,83,2,2,1,2,1,0,1,8,35,0,3,3,8,8,3,5,5,0,0,7,6,3,0,1,13,0,1,49,50,0,0,0,0,0,0,0,100,0,0,0,3,2,50,21,24,3,2,10,35,33,15,2,3.1842105263157894,2.1542574209137304,2.1333333333333333,1.1872336794093274,12,5.664452445327469,3.2580645161290325,1.5315751043093684
CR,CRI,Costa Rica,5,2020-12-25,2020-12-23,100,1,13113.763983873101,0,0,26,100,527331.6660491597,97,2,2,96,1,8,91,2,0,98,1,4,95,1,13,86,0,9,91,1,5,94,1,1,98,2,0,98,2,1,97,2,4,94,1,9,90,1,5,94,1,4,95,98,0,1,1,92,0,4,4,100,0,0,0,96,0,3,1,87,0,5,8,91,0,3,6,95,0,4,1,99,0,0,1,100,0,0,0,99,0,1,0,96,0,2,2,91,0,5,4,95,0,3,2,96,0,3,1,0,0,13,87,87,0,3,10,0,0,11,89,89,0,1,10,99,0,1,0,99,1,0,99,0,1,0,1,1,5,93,100,0,0,0,0,0,0,65,16,13,6,0,11,56,17,16,0,10,68,13,9,0,11,62,13,14,0,5,68,13,14,0,10,22,21,47,95,1,3,1,95,4,0,1,95,3,0,2,95,4,0,1,95,4,0,1,95,4,0,1,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,0,1,29,70,0,2,73,25,0,3,33,64,0,1,43,56,0,3,7,90,0,1,20,79,0,0,51,49,49,0,35,10,4,2,0,0,0,1,24,75,0,1,99,0,0,0,16,84,0,0,90,4,1,1,0,4,0,1,25,30,28,16,0,1,51,37,8,3,0,0,41,55,4,0,3,40,51,6,71,0,27,2,27,0,70,3,67,0,33,0,57,0,33,10,93,0,3,4,80,0,19,1,0,0,0,1,5,19,75,0,0,0,2,7,19,72,0,0,37,35,15,13,0,0,9,23,20,48,0,0,16,27,23,34,57,4,28,11,57,11,12,20,57,10,16,17,0,0,50,50,50,0,22,28,78,1,1,0,3,3,0,1,13,28,0,4,2,5,12,1,3,2,1,0,3,9,3,2,1,24,0,0,52,48,0,0,0,0,0,0,0,0,100,0,0,1,2,59,23,15,1,1,15,28,35,19,1,2.8666666666666667,1.5698305055298023,2.3,1.4944341180973264,13.141414141414142,5.893632158577112,2.7938144329896906,1.520266864799133
CR,CRI,Costa Rica,6,2020-12-25,2020-12-21,100,0,0,0,0,30,100,927235.9820806409,94,1,0,99,1,5,94,1,0,99,2,6,92,1,12,87,1,7,92,2,5,93,1,0,99,1,1,98,1,0,99,1,2,97,1,13,86,1,1,98,1,13,86,100,0,0,0,95,0,1,4,100,0,0,0,94,0,1,5,88,0,3,9,93,0,0,7,95,0,1,4,100,0,0,0,99,0,0,1,100,0,0,0,98,0,0,2,87,0,3,10,99,0,1,0,87,0,6,7,0,0,13,87,87,0,3,10,0,4,7,89,93,0,2,5,98,1,1,0,98,1,1,99,0,1,0,6,1,7,86,100,0,0,0,0,0,0,65,19,8,8,11,16,36,29,8,11,16,54,14,5,11,15,49,16,9,11,11,62,11,5,11,15,18,20,36,93,2,2,3,93,2,4,1,93,2,0,5,93,3,1,3,93,2,1,4,93,2,0,5,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,0,5,11,84,0,2,67,31,0,5,33,62,0,2,48,50,0,2,8,90,0,2,18,80,0,1,47,52,53,0,34,9,3,1,0,1,0,2,42,55,0,1,99,0,0,3,23,74,0,0,83,9,2,0,0,6,0,0,24,36,29,11,0,2,41,46,7,4,0,0,50,48,2,0,2,50,47,1,89,1,9,1,33,1,65,1,67,1,31,1,52,0,28,20,92,0,8,0,82,1,17,0,0,2,0,2,11,20,65,0,0,1,3,3,18,75,0,0,24,41,16,19,0,0,6,6,21,67,0,0,9,18,19,54,73,1,20,6,73,10,7,10,73,9,8,10,0,0,24,76,24,0,14,62,86,0,4,0,1,0,1,0,8,62,0,1,1,1,0,1,0,3,2,0,4,6,0,2,2,15,0,3,56,40,0,1,0,0,0,0,0,0,0,100,0,6,0,50,22,22,6,0,22,27,28,12,5,2.5384615384615383,2.3871450602050848,2.4545454545454546,2.018099916438052,13.994845360824742,5.063397474646277,2.3369565217391304,1.3282821585018607
CR,CRI,Costa Rica,-99,2020-12-26,2020-12-26,153,3,9883.508074234189,1,2814.9399826251697,54,103,941840.4525663466,0,3,5,145,4,24,125,4,12,137,6,28,119,5,37,111,3,29,121,3,23,127,5,10,138,3,7,143,7,4,142,5,14,134,3,44,106,6,11,136,3,29,121,148,0,3,2,129,3,13,8,141,2,6,4,125,4,11,13,116,5,19,13,124,4,13,12,130,3,10,10,143,1,2,7,146,0,5,2,149,2,1,1,139,2,7,5,109,5,17,22,142,2,7,2,124,1,17,11,50,0,24,79,133,0,6,14,60,0,14,79,139,1,3,10,150,0,2,1,150,1,2,152,0,1,0,66,3,12,72,153,0,0,0,0,66,0,51,23,6,7,75,4,50,13,11,75,4,54,11,9,75,5,56,8,9,75,4,53,14,7,75,8,19,13,38,143,4,3,3,143,5,2,3,143,5,2,3,143,5,3,2,143,4,1,5,143,4,2,4,153,0,0,0,153,0,0,0,153,0,0,0,153,0,0,0,153,0,0,0,153,0,0,0,153,0,0,0,153,0,0,0,153,0,0,0,153,0,0,0,153,0,0,0,153,0,0,0,77,3,17,56,77,4,47,25,77,6,23,47,77,2,43,31,77,5,16,55,77,5,21,50,82,0,39,32,114,1,20,12,4,2,87,2,1,1,17,45,87,1,64,1,93,1,9,50,93,0,53,2,1,1,0,3,93,1,13,18,20,8,97,1,17,28,8,2,98,0,23,29,3,106,2,21,20,4,136,1,16,0,107,2,44,0,130,1,22,0,111,2,26,14,137,0,12,4,133,2,17,1,114,0,0,0,4,7,28,114,0,1,0,4,9,25,117,1,15,18,2,0,117,0,4,6,14,12,117,0,11,9,11,5,136,1,13,3,136,1,4,12,136,1,6,10,126,0,14,13,140,0,6,7,150,2,0,0,0,0,0,1,0,142,3,1,0,0,0,0,0,0,0,0,3,0,0,0,0,4,153,0,0,0,0,0,153,0,0,0,0,0,0,0,0,153,0,0,0,0,153,0,0,0,0,0,0,2.4545454545454546,1.5767872171343837,2.5789473684210527,1.574653029636272,0,0,0,0
CR,CRI,Costa Rica,1,2020-12-26,2020-12-25,100,1,2774.2628980554805,0,0,33,100,606217.3031837388,98,0,2,98,0,9,91,0,6,94,0,17,83,0,27,73,0,11,89,0,13,87,0,4,96,0,8,92,0,5,95,0,8,92,0,24,76,0,3,97,0,16,84,98,0,1,1,91,0,6,3,94,0,4,2,83,0,9,8,73,0,9,18,89,0,7,4,87,0,4,9,96,0,0,4,92,0,5,3,95,0,4,1,92,0,3,5,76,1,7,16,97,0,1,2,84,0,7,9,0,0,15,85,85,0,3,12,0,0,10,90,90,0,3,7,97,1,2,0,97,1,2,99,0,1,0,3,0,7,90,100,0,0,0,0,0,0,63,23,13,1,0,0,56,34,10,0,0,71,25,4,0,0,67,23,10,0,1,65,26,8,0,0,23,35,42,93,3,1,3,93,2,2,3,93,2,4,1,93,2,1,4,93,2,1,4,93,3,0,4,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,0,2,19,79,0,0,59,41,0,0,37,63,0,0,75,25,0,2,20,78,0,1,27,72,0,0,70,30,30,0,49,11,8,2,0,2,1,10,41,46,0,0,100,0,0,1,12,87,0,0,83,11,1,1,0,4,0,0,15,38,35,12,0,0,20,56,21,3,0,1,17,63,19,0,0,28,56,16,81,0,18,1,41,0,58,1,63,0,36,1,25,0,44,31,80,0,10,10,73,0,27,0,0,2,2,9,13,22,52,0,0,4,10,18,31,37,0,1,49,33,10,7,0,0,17,22,19,42,0,0,28,28,25,19,44,1,50,5,44,14,14,28,44,12,21,23,0,0,35,65,35,0,20,45,80,0,4,0,3,2,1,1,9,45,0,4,5,1,0,0,2,4,1,0,4,5,1,3,0,25,0,1,49,50,0,0,0,0,100,0,0,0,0,0,0,1,0,50,35,14,1,0,3,26,50,16,4,2.389830508474576,1.7020975817131856,2.2857142857142856,1.6374732612530445,10.088888888888889,5.1114422082412085,3.683673469387755,1.6156256250504935
CR,CRI,Costa Rica,2,2020-12-26,2020-12-25,100,0,0,0,0,28,99,591394.6489678812,98,0,0,100,0,8,92,0,1,99,0,16,84,0,16,84,0,10,90,0,14,86,1,3,96,0,8,92,0,1,99,0,9,91,0,20,80,0,3,97,0,14,86,100,0,0,0,92,0,4,4,99,0,1,0,84,0,8,8,84,0,3,13,90,0,4,6,86,0,7,7,97,0,1,2,92,0,4,4,99,0,1,0,91,0,5,4,80,0,6,14,97,0,3,0,86,0,10,4,0,1,8,91,92,0,2,6,0,1,17,82,83,0,7,10,93,2,5,0,93,1,6,99,0,1,0,8,3,7,82,100,0,0,0,0,0,1,53,30,12,4,0,2,52,31,15,0,4,67,20,9,0,3,64,21,12,0,2,65,21,12,0,5,18,32,45,93,1,3,3,93,1,2,4,93,1,4,2,93,1,4,2,93,1,2,4,93,1,1,5,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,0,1,23,76,0,0,67,33,0,0,41,59,0,0,53,47,0,0,13,87,0,0,30,70,0,0,49,51,51,0,28,16,3,2,0,0,0,3,32,65,0,0,99,1,0,0,15,85,0,0,85,12,1,0,0,2,0,0,18,37,32,13,0,0,36,49,10,5,0,1,21,69,9,0,2,35,48,15,77,0,23,0,33,0,64,3,59,0,40,1,47,0,29,24,87,1,11,1,70,0,29,1,0,0,0,6,12,18,64,0,0,0,6,13,21,60,0,0,50,34,9,7,0,0,21,22,18,39,0,0,35,30,20,15,35,2,61,2,35,11,18,36,35,11,26,28,0,0,58,42,58,0,25,17,75,1,5,2,3,5,0,1,8,17,0,6,5,3,5,0,3,8,4,0,6,8,4,2,3,26,0,2,48,48,0,2,0,0,0,100,0,0,0,0,0,1,1,43,35,20,1,0,16,33,36,10,4,2.86,2.0504852586444917,3.5000000000000004,2.9277002188455996,11.955555555555556,5.992338012531458,3.2604166666666665,1.495570946541939
CR,CRI,Costa Rica,3,2020-12-26,2020-12-25,100,1,3011.2156951681395,1,3011.2156951681395,39,100,475592.12615463405,98,0,1,99,1,6,93,1,0,99,1,11,88,0,25,75,1,4,95,1,13,86,0,1,99,1,3,96,1,0,99,0,7,93,3,21,76,1,1,98,1,13,86,99,0,1,0,94,0,3,3,100,0,0,0,89,1,7,3,75,1,9,15,96,1,1,2,87,0,7,6,99,0,0,1,97,0,1,2,100,0,0,0,93,0,5,2,79,1,8,12,99,0,0,1,87,1,8,4,0,0,13,87,87,0,1,12,0,2,18,80,82,0,4,14,96,1,2,1,96,0,4,100,0,0,0,6,2,10,82,100,0,0,0,0,0,1,46,32,11,10,0,1,46,36,17,0,5,61,23,11,0,2,51,30,17,0,2,54,33,11,0,2,17,26,55,90,3,4,3,90,1,3,6,90,2,5,3,90,3,2,5,90,2,1,7,90,2,1,7,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,0,1,30,69,0,1,69,30,0,5,36,59,0,2,59,39,0,4,12,84,0,3,21,76,0,0,50,50,50,0,33,8,5,4,0,0,1,4,30,65,0,1,99,0,0,0,20,80,0,0,89,7,2,0,0,2,0,0,19,29,33,19,0,2,34,50,9,5,0,1,27,63,9,0,0,33,54,13,70,1,27,2,31,1,66,2,64,0,34,2,41,1,34,24,88,0,7,5,79,1,18,2,0,1,2,0,8,23,66,0,0,0,0,12,28,60,0,0,48,31,11,10,0,0,8,27,26,39,0,0,20,35,21,24,45,4,37,14,45,11,19,25,45,10,19,26,0,0,60,40,60,0,19,21,81,1,7,0,3,0,1,0,7,21,0,0,4,6,9,0,5,8,3,0,7,5,4,3,5,20,0,1,52,44,1,2,0,0,0,0,100,0,0,0,0,1,0,54,29,16,1,0,7,34,44,13,1,2.74,1.9358065344386846,3.3636363636363638,2.377928816122437,11.626262626262626,5.094186079038993,3.353535353535354,1.4019893396282481
CR,CRI,Costa Rica,4,2020-12-26,2020-12-25,100,0,0,0,0,34,100,594150.3728755895,98,1,2,97,1,13,86,1,0,99,2,7,91,1,12,87,2,10,88,1,7,92,1,2,97,1,2,97,1,1,98,1,3,96,1,15,84,1,4,95,1,10,89,98,0,2,0,87,0,6,7,100,0,0,0,93,0,1,6,88,0,7,5,90,0,4,6,93,0,4,3,98,0,1,1,98,0,1,1,99,0,0,1,97,0,3,0,85,0,6,9,96,0,3,1,90,0,5,5,0,0,17,83,83,0,3,14,0,1,15,84,85,1,2,12,98,2,0,0,98,2,0,98,0,2,0,4,5,5,86,100,0,0,0,0,0,0,65,21,5,9,0,4,61,22,13,0,3,76,13,8,0,6,66,15,13,0,6,67,16,11,0,6,24,20,50,95,1,2,2,95,3,0,2,95,2,2,1,95,3,0,2,95,3,0,2,95,3,1,1,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,0,1,28,71,0,2,59,39,0,2,37,61,0,2,44,54,0,2,8,90,0,1,16,83,0,0,52,48,48,0,34,8,7,3,0,1,0,7,24,68,0,2,97,1,0,1,18,81,0,1,88,6,1,3,0,1,0,0,20,31,37,12,0,0,52,38,7,3,0,0,26,68,6,0,1,36,58,5,72,1,23,4,41,0,58,1,63,0,34,3,56,0,26,18,92,0,5,3,84,0,16,0,0,2,3,1,10,19,65,0,1,3,1,8,15,72,0,1,41,38,15,5,0,0,18,16,25,41,0,0,25,32,23,20,43,1,50,6,43,11,19,27,43,8,22,27,0,1,47,52,48,0,26,26,74,0,3,0,5,4,1,1,12,27,0,3,2,2,8,3,4,4,4,0,9,5,8,3,2,16,0,0,42,58,0,0,0,0,0,0,0,100,0,0,0,1,1,64,18,16,1,1,9,37,36,14,2,2.742857142857143,1.8683565779906703,2,1.3165611772087666,12.357894736842105,5.5676034598985344,3.0303030303030303,1.5283347310366158
