ISO2,ISO_3,country_agg,age,date,first_date,count,cli,cli_weight,cliWHO,cliWHO_weight,cli_local,count_local,weight,Finished,B1_1..77,B1_1.1,B1_1.2,B1_2..77,B1_2.1,B1_2.2,B1_3..77,B1_3.1,B1_3.2,B1_4..77,B1_4.1,B1_4.2,B1_5..77,B1_5.1,B1_5.2,B1_6..77,B1_6.1,B1_6.2,B1_7..77,B1_7.1,B1_7.2,B1_8..77,B1_8.1,B1_8.2,B1_9..77,B1_9.1,B1_9.2,B1_10..77,B1_10.1,B1_10.2,B1_11..77,B1_11.1,B1_11.2,B1_12..77,B1_12.1,B1_12.2,B1_13..77,B1_13.1,B1_13.2,B1_14..77,B1_14.1,B1_14.2,B1b_x1..99,B1b_x1..77,B1b_x1.1,B1b_x1.2,B1b_x2..99,B1b_x2..77,B1b_x2.1,B1b_x2.2,B1b_x3..99,B1b_x3..77,B1b_x3.1,B1b_x3.2,B1b_x4..99,B1b_x4..77,B1b_x4.1,B1b_x4.2,B1b_x5..99,B1b_x5..77,B1b_x5.1,B1b_x5.2,B1b_x6..99,B1b_x6..77,B1b_x6.1,B1b_x6.2,B1b_x7..99,B1b_x7..77,B1b_x7.1,B1b_x7.2,B1b_x8..99,B1b_x8..77,B1b_x8.1,B1b_x8.2,B1b_x9..99,B1b_x9..77,B1b_x9.1,B1b_x9.2,B1b_x10..99,B1b_x10..77,B1b_x10.1,B1b_x10.2,B1b_x11..99,B1b_x11..77,B1b_x11.1,B1b_x11.2,B1b_x12..99,B1b_x12..77,B1b_x12.1,B1b_x12.2,B1b_x13..99,B1b_x13..77,B1b_x13.1,B1b_x13.2,B1b_x14..99,B1b_x14..77,B1b_x14.1,B1b_x14.2,B3..99,B3..77,B3.1,B3.2,B5..99,B5..77,B5.1,B5.2,B6..99,B6..77,B6.1,B6.2,B7..99,B7..77,B7.1,B7.2,B8..99,B8.1,B8.2,B8.3,B9..99,B9.1,B9.2,B9.3,B10..99,B10.1,B10.2,B10.3,B11..99,B11..77,B11.1,B11.2,V1..99,V1..77,V1.1,V1.2,V1.3,V2..99,V2..77,V2.1,V2.2,V2.3,V2a..99,V2a..77,V2a.1,V2a.2,V2a.3,V3..99,V3..77,V3.1,V3.2,V3.3,V3.4,V4_1..99,V4_1..77,V4_1.1,V4_1.2,V4_1.3,V4_2..99,V4_3..99,V4_3..77,V4_3.1,V4_3.2,V4_3.3,V4_4..99,V4_4..77,V4_4.1,V4_4.2,V4_4.3,V4_5..99,V4_5..77,V4_5.1,V4_5.2,V4_5.3,V4_6..99,V4_6..77,V4_6.1,V4_6.2,V4_6.3,V5a_1..99,V5a_1.0,V5a_1.1,V5a_2..99,V5a_2.0,V5a_2.1,V5a_3..99,V5a_3.0,V5a_3.1,V5a_4..99,V5a_4.0,V5a_4.1,V5a_5..99,V5a_5.0,V5a_5.1,V5a_6..99,V5a_6.0,V5a_6.1,V5a_7..99,V5a_7.0,V5a_7.1,V5a_8..99,V5a_8.0,V5a_8.1,V5a_9..99,V5a_9.0,V5a_9.1,V5a_10..99,V5b_1..99,V5b_1.0,V5b_1.1,V5b_2..99,V5b_2.0,V5b_2.1,V5b_3..99,V5b_3.0,V5b_3.1,V5b_4..99,V5b_4.0,V5b_4.1,V5b_5..99,V5b_5.0,V5b_5.1,V5b_6..99,V5b_6.0,V5b_6.1,V5b_7..99,V5b_7.0,V5b_7.1,V5b_8..99,V5b_8.0,V5b_8.1,V5b_9..99,V5b_9.0,V5b_9.1,V5b_10..99,V5c_1..99,V5c_1..77,V5c_1.0,V5c_1.1,V5c_2..99,V5c_2..77,V5c_2.0,V5c_2.1,V5c_3..99,V5c_3..77,V5c_3.0,V5c_3.1,V5c_4..99,V5c_4..77,V5c_4.0,V5c_4.1,V5c_5..99,V5c_5..77,V5c_5.0,V5c_5.1,V5c_6..99,V5c_6..77,V5c_6.0,V5c_6.1,V5c_7..99,V5c_7..77,V5c_7.0,V5c_7.1,V5c_8..99,V5c_8..77,V5c_8.0,V5c_8.1,V5c_9..99,V5c_9..77,V5c_9.0,V5c_9.1,V5c_10..99,V5d_1..99,V5d_1.0,V5d_1.1,V5d_2..99,V5d_2.0,V5d_3..99,V5d_3.0,V5d_4..99,V5d_4.0,V5d_5..99,V5d_5.0,V5d_6..99,V5d_6.0,V5d_7..99,V5d_7.0,V5d_8..99,V5d_8.0,V5d_9..99,V5d_9.0,V5d_9.1,V5d_10..99,V6_1..99,V6_1..77,V6_1.0,V6_1.1,V6_2..99,V6_2..77,V6_2.0,V6_2.1,V6_3..99,V6_3..77,V6_3.0,V6_3.1,V6_4..99,V6_4..77,V6_4.0,V6_4.1,V6_5..99,V6_5..77,V6_5.0,V6_5.1,V6_6..99,V6_6..77,V6_6.0,V6_6.1,V6_7..99,V6_7..77,V6_7.0,V6_7.1,V9..99,V9..77,V9.1,V9.2,V9.3,V9.4,V10_1..99,V10_1..77,V10_1.0,V10_1.1,V10_2..99,V10_2..77,V10_2.0,V10_2.1,V10_3..99,V10_3..77,V10_3.0,V10_3.1,V10_4..99,V10_4..77,V10_4.0,V10_4.1,V10_5..99,V10_5..77,V10_5.0,V10_5.1,V10_6..99,V10_6..77,V10_6.0,V10_6.1,V10_7..99,V10_7..77,V10_7.0,V10_7.1,V10_8..99,V10_8..77,V10_8.0,V10_8.1,V10_9..99,V10_9..77,V10_9.0,V10_9.1,V10_10..99,V10_10..77,V10_10.0,V10_10.1,V11..99,V11..77,V11.1,V11.2,V12..99,V12..77,V12.1,V12.2,V13..99,V15..99,V16..99,B12_1..99,B12_1..77,B12_1.1,B12_1.2,B12_2..99,B12_2..77,B12_2.1,B12_2.2,B12_3..99,B12_3..77,B12_3.1,B12_3.2,B12_4..99,B12_4..77,B12_4.1,B12_4.2,B12_5..99,B12_5..77,B12_5.1,B12_5.2,B12_6..99,B12_6..77,B12_6.1,B12_6.2,B13_1..99,B13_1.2,B13_2..99,B13_2.2,B13_3..99,B13_3.2,B13_4..99,B13_4.1,B13_4.2,B13_5..99,B13_5.1,B13_5.2,B13_6..99,B13_6.1,B13_6.2,B13_7..99,B13_7.1,B13_7.2,B14_1..99,B14_1.2,B14_2..99,B14_2.2,B14_3..99,B14_3.2,B14_4..99,B14_4.2,B14_5..99,B14_5.2,C0_1..99,C0_1..77,C0_1.1,C0_1.2,C0_2..99,C0_2..77,C0_2.1,C0_2.2,C0_3..99,C0_3..77,C0_3.1,C0_3.2,C0_4..99,C0_4..77,C0_4.1,C0_4.2,C0_5..99,C0_5..77,C0_5.1,C0_5.2,C0_6..99,C0_6..77,C0_6.1,C0_6.2,C1_m..99,C1_m..77,C1_m.1,C1_m.2,C2..99,C2..77,C2.1,C2.2,C2.3,C2.4,C7..99,C7..77,C7.1,C7.2,C7.3,C7.4,C8..99,C8..77,C8.1,C8.2,C3..99,C3..77,C3.1,C3.2,C5..99,C5..77,C5.1,C5.2,C5.3,C5.4,C5.5,C5.6,C6..99,C6..77,C6.1,C6.2,C6.3,C6.4,C14..99,C14..77,C14.1,C14.2,C14.3,C14.4,C9..99,C9a..99,C9a..77,C9a.1,C9a.2,C9a.3,C12..99,C12..77,C12.1,C12.2,C12.3,C13_1..99,C13_1..77,C13_1.1,C13_1.2,C13_2..99,C13_2..77,C13_2.1,C13_2.2,C13_3..99,C13_3..77,C13_3.1,C13_3.2,C13_4..99,C13_4..77,C13_4.1,C13_4.2,C13_5..99,C13_5..77,C13_5.1,C13_5.2,C13_6..99,C13_6..77,C13_6.1,C13_6.2,D1..99,D1..77,D1.1,D1.2,D1.3,D1.4,D1.5,D2..99,D2..77,D2.1,D2.2,D2.3,D2.4,D2.5,D3..99,D3..77,D3.1,D3.2,D3.3,D3.4,D4..99,D4..77,D4.1,D4.2,D4.3,D4.4,D5..99,D5..77,D5.1,D5.2,D5.3,D5.4,D6_1..99,D6_1..77,D6_1.1,D6_1.2,D6_2..99,D6_2..77,D6_2.1,D6_2.2,D6_3..99,D6_3..77,D6_3.1,D6_3.2,D7..99,D7..77,D7.1,D7.2,D8..99,D8..77,D8.1,D8.2,D9..99,D9..77,D9.1,D9.2,D9.3,D9.4,D9.5,D9.6,D9.7,D10..99,D10..77,D10.1,D10.2,D10.3,D10.4,D10.5,D10.6,D10.7,D10.8,D10.9,D10.10,D10.11,D10.12,D10.13,D10.14,D10.15,E3..99,E3..77,E3.1,E3.2,E3.3,E3.4,E4..99,E4..77,E4.1,E4.2,E4.3,E4.4,E4.5,E4.6,E4.7,E2..99,E2..77,E2.1,E2.2,E2.3,E7..99,E7..77,E7.1,E7.2,E7.3,E7.4,E7.5,B2.mean,B2.sd,B4.mean,B4.sd,E6.mean,E6.sd,E5.mean,E5.sd
HR,HRV,Croatia,-99,2021-02-08,2021-02-06,100,2,15441.91188481497,1,11072.3812114553,30,78,1010463.3651546084,0,1,3,96,1,16,83,1,8,91,1,29,70,1,21,78,1,17,82,2,11,87,1,6,93,1,1,98,1,3,96,1,9,90,1,17,82,1,3,96,1,24,75,97,0,3,0,84,0,8,8,92,0,6,2,71,0,10,19,79,0,9,12,83,1,7,9,89,0,4,7,94,0,4,2,99,0,0,1,97,0,2,1,91,0,2,7,83,0,8,9,97,0,1,2,76,0,16,8,21,1,13,65,91,0,0,9,29,1,22,48,78,1,7,14,93,1,6,0,93,2,5,0,98,1,1,0,39,0,4,57,31,1,2,66,0,98,0,0,2,0,100,0,0,0,0,34,4,20,18,10,14,48,6,6,35,5,100,48,7,11,26,8,48,8,6,23,15,48,7,6,12,27,48,5,19,22,6,87,5,8,87,10,3,87,8,5,87,11,2,87,8,5,87,11,2,87,12,1,87,12,1,87,13,0,0,90,7,3,90,7,3,90,6,4,90,10,0,90,7,3,90,8,2,90,9,1,90,10,0,90,9,1,0,83,0,12,5,83,0,14,3,83,0,15,2,83,0,16,1,83,0,13,4,83,0,11,6,83,0,17,0,83,0,17,0,83,0,14,3,0,100,0,0,100,0,100,0,100,0,100,0,100,0,100,0,100,0,100,0,0,0,90,0,9,1,90,0,8,2,90,0,10,0,90,0,6,4,90,0,5,5,90,0,7,3,90,0,10,0,47,4,11,10,14,14,50,1,48,1,50,1,48,1,50,1,47,2,50,1,45,4,50,1,39,10,50,1,48,1,50,1,46,3,50,1,48,1,50,1,45,4,50,1,18,31,100,0,0,0,100,0,0,0,0,0,0,97,2,0,1,97,2,0,1,97,1,1,1,97,2,0,1,97,1,1,1,97,2,0,1,100,0,100,0,100,0,100,0,0,100,0,0,100,0,0,100,0,0,100,0,100,0,100,0,100,0,100,0,56,3,11,30,56,3,29,12,56,3,11,30,56,2,20,22,56,4,4,36,56,3,13,28,59,1,13,27,87,0,9,3,1,0,60,0,1,5,13,21,60,1,39,0,65,0,4,31,65,1,13,11,4,6,0,0,65,0,18,6,8,3,66,0,8,12,4,10,100,69,1,5,23,2,74,0,2,21,3,90,0,8,2,72,1,27,0,90,0,10,0,81,1,11,7,97,1,1,1,88,1,10,1,80,0,0,0,0,10,10,80,0,0,0,1,2,17,82,0,3,10,2,3,82,0,1,0,3,14,82,0,1,3,5,9,96,0,2,2,96,0,1,3,96,0,1,3,83,0,8,9,91,0,6,3,98,0,1,0,0,0,0,0,1,93,0,0,2,0,1,1,1,0,0,0,0,0,0,1,0,1,100,0,0,0,0,0,100,0,0,0,0,0,0,0,0,100,0,0,0,0,100,0,0,0,0,0,0,5.25,3.721558813185679,3.428571428571428,2.2253945610567474,0,0,0,0
HR,HRV,Croatia,3,2021-02-08,2021-02-06,100,0,0,0,0,33,100,854070.4819931303,100,0,1,99,0,9,91,0,4,96,0,31,69,0,17,83,1,12,87,0,12,88,0,3,97,0,4,96,0,0,100,0,4,96,1,15,84,0,1,99,0,12,88,99,0,0,1,91,0,1,8,96,0,2,2,69,1,6,24,83,0,2,15,88,0,3,9,88,0,3,9,97,0,1,2,96,0,0,4,100,0,0,0,96,0,2,2,85,0,5,10,99,0,0,1,88,1,4,7,0,0,12,88,88,0,5,7,0,1,44,55,56,0,10,34,90,1,9,0,90,1,9,0,99,1,0,0,11,1,2,86,0,2,6,92,0,94,0,2,4,0,98,0,2,0,0,6,0,24,31,26,13,6,1,23,54,16,100,6,1,16,52,25,6,0,11,48,35,6,1,2,30,61,6,0,39,43,12,87,5,8,87,8,5,87,7,6,87,11,2,87,9,4,87,11,2,87,13,0,87,12,1,87,10,3,0,74,15,11,74,19,7,74,24,2,74,20,6,74,10,16,74,16,10,74,24,2,74,26,0,74,23,3,0,69,1,19,11,69,1,24,6,69,1,30,0,69,1,28,2,69,1,16,14,69,1,7,23,69,1,28,2,69,1,30,0,69,1,25,5,0,100,0,0,100,0,100,0,100,0,100,0,100,0,100,0,100,0,100,0,0,0,92,0,7,1,92,0,6,2,92,0,4,4,92,0,7,1,92,0,5,3,92,0,5,3,92,0,7,1,0,0,15,28,27,30,0,4,86,10,0,4,93,3,0,4,93,3,0,4,92,4,0,4,88,8,0,4,90,6,0,4,90,6,0,4,93,3,0,4,78,18,0,4,43,53,40,1,4,55,0,1,39,60,0,0,0,98,0,0,2,98,0,0,2,98,0,0,2,98,0,1,1,98,0,0,2,98,0,0,2,100,0,100,0,100,0,100,0,0,100,0,0,100,0,0,100,0,0,100,0,100,0,100,0,100,0,100,0,0,2,30,68,0,1,67,32,0,2,23,75,0,1,61,38,0,2,9,89,0,2,8,90,0,0,48,52,52,0,32,12,0,4,0,0,0,10,23,67,0,0,100,0,0,0,23,77,0,0,32,36,12,14,3,3,0,0,22,20,28,30,0,2,13,48,16,21,100,0,0,9,90,1,0,0,7,93,0,70,1,21,8,33,0,65,2,77,1,21,1,39,0,29,32,91,0,3,6,92,0,8,0,0,0,0,4,7,29,60,0,0,0,4,5,30,61,0,0,22,46,18,14,0,0,5,9,20,66,0,0,12,25,25,38,63,2,27,8,63,12,8,17,63,13,7,17,0,0,69,31,69,0,12,19,88,0,5,0,1,3,0,1,2,19,0,2,9,1,10,1,4,9,11,0,1,5,4,5,2,17,0,2,40,56,1,1,0,0,0,0,100,0,0,0,0,0,2,57,25,16,0,2,28,39,18,10,3,4.56,4.777327405867966,2.909090909090909,2.0714509627092528,13.659574468085106,4.099706759745171,2.4479166666666665,1.2721286898379314
HR,HRV,Croatia,4,2021-02-08,2021-02-06,100,0,0,0,0,25,100,1006353.3080173987,98,1,0,99,0,7,93,1,2,97,1,19,80,1,19,80,1,6,93,1,6,93,1,4,95,1,3,96,1,1,98,1,4,95,1,15,84,1,0,99,0,10,90,100,0,0,0,93,1,1,5,98,1,1,0,81,1,8,10,81,2,4,13,94,0,3,3,94,0,2,4,96,0,2,2,97,0,1,2,99,0,1,0,96,0,2,2,85,0,4,11,100,0,0,0,90,0,6,4,0,0,12,88,88,0,1,11,0,0,40,60,60,0,2,38,98,0,2,0,98,1,1,0,99,0,1,0,2,1,3,94,0,0,8,92,0,92,0,3,5,0,97,0,0,3,0,8,0,41,21,22,8,8,3,26,52,11,100,8,2,29,42,19,8,4,14,36,38,8,4,3,30,55,8,1,43,38,10,92,2,6,92,6,2,92,4,4,92,8,0,92,4,4,92,8,0,92,8,0,92,8,0,92,7,1,0,78,10,12,78,19,3,78,18,4,78,22,0,78,10,12,78,14,8,78,21,1,78,22,0,78,20,2,0,79,1,11,9,79,1,15,5,79,1,19,1,79,1,18,2,79,1,13,7,79,1,10,10,79,1,19,1,79,1,20,0,79,1,17,3,0,100,0,0,100,0,100,0,100,0,100,0,100,0,100,0,100,0,100,0,0,0,91,0,5,4,91,0,4,5,91,0,4,5,91,0,6,3,91,0,6,3,91,0,9,0,91,0,9,0,0,0,14,29,28,29,0,0,97,3,0,0,98,2,0,0,99,1,0,0,96,4,0,0,78,22,0,0,98,2,0,0,90,10,0,0,93,7,0,0,87,13,0,0,47,53,46,1,2,51,1,1,36,62,0,0,0,97,0,2,1,97,1,1,1,97,1,1,1,97,1,1,1,97,1,1,1,97,1,1,1,100,0,100,0,100,0,100,0,0,100,0,0,100,0,0,100,0,0,100,0,100,0,100,0,100,0,100,0,0,4,19,77,0,0,76,24,0,3,22,75,0,4,47,49,0,3,6,91,0,1,9,90,0,0,46,54,54,0,35,7,2,2,0,0,1,1,22,76,0,0,100,0,0,1,20,79,0,0,21,48,20,10,1,0,0,0,36,18,25,21,0,2,14,47,20,17,100,0,0,25,75,0,0,0,19,81,0,81,1,16,2,24,1,72,3,78,0,20,2,53,1,26,20,94,0,6,0,91,0,9,0,0,0,1,1,11,28,59,0,0,1,2,7,33,57,0,1,22,42,27,8,0,0,3,4,22,71,0,0,11,17,35,37,72,1,24,3,72,10,2,16,72,10,4,14,0,2,68,30,70,0,16,14,84,1,5,0,1,2,0,1,6,16,0,4,6,2,7,3,5,6,6,0,6,3,10,5,3,18,0,2,45,53,0,0,0,0,0,0,0,100,0,0,0,0,4,63,18,15,0,3,17,44,23,10,3,4.560526315789474,5.7889708497528956,2.090909090909091,1.513574937328539,13.765306122448981,3.632048129728344,2.096774193548387,1.161563003672509
HR,HRV,Croatia,-99,2021-02-09,2021-02-07,100,2,15441.91188481497,1,11072.3812114553,23,79,1118878.4285576271,0,2,4,94,2,16,82,2,8,90,3,31,66,1,22,77,2,13,85,2,7,91,2,5,93,2,5,93,3,3,94,1,13,86,4,16,80,3,2,95,3,24,73,96,0,4,0,84,0,8,8,92,0,6,2,69,1,12,18,78,0,8,14,87,0,7,6,93,0,3,4,95,0,3,2,95,0,3,2,97,0,3,0,87,1,6,6,84,0,6,10,98,0,1,1,76,0,14,10,19,2,9,70,94,0,1,5,25,2,26,47,74,2,6,18,94,2,4,0,94,2,4,0,98,0,2,0,37,2,4,57,27,2,2,69,0,98,0,0,2,0,100,0,0,0,0,32,3,26,13,13,13,45,5,9,32,9,100,45,6,16,24,9,45,7,10,23,15,45,6,5,12,32,45,4,26,20,5,88,6,6,88,7,5,88,7,5,88,11,1,88,6,6,88,10,2,88,11,1,88,12,0,88,12,0,0,87,5,8,87,8,5,87,10,3,87,12,1,87,7,6,87,10,3,87,12,1,87,13,0,87,12,1,0,88,1,7,4,88,1,8,3,88,1,10,1,88,1,10,1,88,1,8,3,88,1,8,3,88,1,11,0,88,1,11,0,88,1,9,2,0,100,0,0,100,0,100,0,100,0,100,0,100,0,100,0,100,0,100,0,0,0,91,0,7,2,91,0,6,3,91,0,8,1,91,0,4,5,91,0,7,2,91,0,7,2,91,0,9,0,48,4,8,8,18,14,53,1,44,2,53,1,44,2,53,1,44,2,53,1,42,4,53,1,37,9,53,1,44,2,53,1,41,5,53,1,43,3,53,1,41,5,53,1,22,24,100,0,0,0,100,0,0,0,0,0,0,96,0,1,3,96,1,0,3,96,1,1,2,96,1,0,3,96,1,0,3,96,1,1,2,100,0,100,0,100,0,100,0,0,100,0,0,100,0,0,100,0,0,100,0,100,0,100,0,100,0,100,0,56,4,12,28,56,2,27,15,56,2,16,26,56,1,20,23,56,4,1,39,56,3,10,31,59,1,16,24,84,0,11,4,1,0,61,1,0,5,11,22,61,1,38,0,63,1,6,30,63,1,14,11,5,4,0,2,63,1,15,8,8,5,63,0,7,16,5,9,100,66,2,6,24,2,72,0,3,23,2,88,0,11,1,73,0,27,0,84,0,15,1,80,0,14,6,99,0,1,0,90,1,9,0,78,0,0,0,0,8,14,78,0,0,0,1,5,16,82,0,5,9,2,2,82,0,0,0,5,13,82,0,0,3,5,10,97,1,1,1,97,1,0,2,97,0,1,2,83,0,8,9,91,0,4,5,99,0,0,0,0,0,0,0,1,95,0,0,1,1,1,0,1,0,0,0,0,0,0,1,0,0,100,0,0,0,0,0,100,0,0,0,0,0,0,0,0,100,0,0,0,0,100,0,0,0,0,0,0,4.897435897435898,4.728385013015442,3.8,2.6832815729997477,0,0,0,0
HR,HRV,Croatia,2,2021-02-09,2021-02-06,100,0,0,0,0,17,100,987867.3292722726,98,1,1,98,1,12,87,1,5,94,0,23,77,0,20,80,1,17,82,1,9,90,1,6,93,1,7,92,1,0,99,1,10,89,0,14,86,1,5,94,1,10,89,99,0,1,0,88,0,9,3,95,0,0,5,77,0,5,18,80,0,2,18,83,0,9,8,91,0,1,8,94,0,2,4,93,0,1,6,100,0,0,0,90,0,4,6,86,0,4,10,95,0,2,3,90,0,3,7,0,0,8,92,92,0,2,6,0,0,41,59,59,0,3,38,97,2,1,0,97,0,3,0,100,0,0,0,3,0,3,94,0,0,5,95,0,95,0,1,4,0,99,0,0,1,0,5,0,22,22,29,22,5,2,17,60,16,100,5,1,20,52,22,5,2,7,44,42,5,1,1,33,60,5,2,34,43,16,78,9,13,78,12,10,78,15,7,78,18,4,78,15,7,78,19,3,78,22,0,78,21,1,78,17,5,0,71,13,16,71,18,11,71,20,9,71,27,2,71,12,17,71,18,11,71,28,1,71,29,0,71,26,3,0,78,0,9,13,78,0,18,4,78,0,21,1,78,0,21,1,78,0,14,8,78,0,6,16,78,0,21,1,78,0,22,0,78,0,20,2,0,100,0,0,100,0,100,0,100,0,100,0,100,0,100,0,100,0,100,0,0,0,83,0,14,3,83,0,11,6,83,0,6,11,83,0,9,8,83,0,8,9,83,0,16,1,83,0,13,4,0,1,22,27,24,26,0,3,92,5,0,3,94,3,0,3,97,0,0,3,96,1,0,3,92,5,0,3,94,3,0,3,93,4,0,3,96,1,0,3,86,11,0,3,27,70,40,1,5,54,1,1,46,52,0,0,0,97,0,0,3,97,0,1,2,97,0,1,2,97,0,0,3,97,0,1,2,97,0,0,3,100,0,100,0,100,0,100,0,0,100,0,0,100,0,0,100,0,0,100,0,100,0,100,0,100,0,100,0,0,0,23,77,0,0,68,32,0,1,23,76,0,0,63,37,0,1,12,87,0,1,9,90,0,0,58,42,42,0,45,7,3,3,0,0,1,5,25,69,0,0,100,0,0,0,18,82,0,0,22,42,20,9,5,2,0,0,14,35,29,22,0,0,7,41,27,25,100,0,0,4,95,1,0,0,4,94,2,77,1,17,5,32,1,66,1,77,0,22,1,37,1,24,38,88,0,4,8,91,0,9,0,0,0,0,4,20,12,64,0,0,0,6,11,28,55,0,1,14,47,28,10,0,0,2,7,21,70,0,0,14,14,41,31,72,1,22,5,72,5,3,20,72,5,5,18,0,1,67,32,68,0,17,15,83,0,5,0,2,3,1,0,6,16,1,0,10,2,10,1,2,6,6,0,2,10,3,8,2,21,0,1,40,58,0,1,0,0,0,100,0,0,0,0,0,1,0,66,19,14,1,0,33,41,16,9,0,3.183673469387755,2.9486823991668656,2.2857142857142856,1.6035674514745464,14.142857142857142,3.906114688378068,2.2755102040816326,1.2744969676360003
HR,HRV,Croatia,3,2021-02-09,2021-02-07,100,0,0,0,0,18,100,882300.9483728685,98,0,1,99,0,7,93,0,1,99,0,31,69,0,19,81,1,11,88,0,8,92,0,2,98,0,4,96,0,0,100,0,5,95,1,15,84,0,2,98,0,13,87,99,0,0,1,93,0,1,6,99,0,0,1,69,1,6,24,81,0,2,17,89,0,1,10,92,0,2,6,98,0,0,2,96,0,1,3,100,0,0,0,95,0,3,2,85,0,4,11,98,0,1,1,87,1,4,8,0,0,8,92,92,0,3,5,0,2,44,54,56,0,6,38,94,1,5,0,94,1,5,0,99,1,0,0,8,1,3,88,0,0,4,96,0,96,0,2,2,0,98,0,2,0,0,4,0,27,29,24,16,4,3,21,55,17,100,4,5,16,52,23,4,3,8,49,36,4,2,4,34,56,4,2,37,46,11,84,11,5,84,12,4,84,7,9,84,15,1,84,13,3,84,12,4,84,16,0,84,16,0,84,14,2,0,76,16,8,76,18,6,76,19,5,76,19,5,76,11,13,76,13,11,76,22,2,76,24,0,76,20,4,0,71,0,19,10,71,0,23,6,71,0,29,0,71,0,27,2,71,0,18,11,71,0,6,23,71,0,27,2,71,0,29,0,71,0,24,5,0,100,0,0,100,0,100,0,100,0,100,0,100,0,100,0,100,0,100,0,0,0,86,0,11,3,86,0,12,2,86,0,7,7,86,0,14,0,86,0,11,3,86,0,12,2,86,0,11,3,0,0,17,21,29,33,0,2,90,8,0,2,95,3,0,2,96,2,0,2,93,5,0,2,89,9,0,2,94,4,0,2,94,4,0,2,94,4,0,2,81,17,0,2,39,59,42,0,3,55,1,0,41,58,0,0,0,97,0,1,2,97,0,0,3,97,0,0,3,97,0,1,2,97,0,0,3,97,0,0,3,100,0,100,0,100,0,100,0,0,100,0,0,100,0,0,100,0,0,100,0,100,0,100,0,100,0,100,0,0,1,31,68,0,1,72,27,0,1,15,84,0,1,56,43,0,1,14,85,0,1,11,88,0,0,46,54,54,0,32,11,0,3,0,0,0,10,29,61,0,0,100,0,0,0,23,77,0,0,28,35,11,19,3,4,0,0,27,21,25,27,0,2,10,46,17,25,100,0,0,10,89,1,0,0,8,92,0,69,1,22,8,28,0,71,1,85,0,14,1,44,0,24,32,86,0,7,7,89,0,11,0,0,0,1,3,11,26,59,0,0,2,4,9,26,59,0,0,21,47,19,13,0,0,4,12,23,61,0,0,13,30,21,36,57,2,31,10,57,11,7,25,57,13,7,23,0,0,67,33,67,0,14,19,86,0,4,1,0,3,0,2,4,19,0,2,9,2,10,2,5,8,8,0,3,6,6,3,4,13,0,3,41,54,0,2,0,0,0,0,100,0,0,0,0,1,1,60,23,15,1,0,27,39,22,9,2,4.653846153846154,5.342704813197647,2.25,1.164964745021435,13.260416666666666,4.119899824195184,2.3195876288659796,1.2545450017883086
