ISO2,ISO_3,country_agg,age,date,first_date,count,cli,cli_weight,cliWHO,cliWHO_weight,cli_local,count_local,weight,Finished,B1_1..77,B1_1.1,B1_1.2,B1_2..77,B1_2.1,B1_2.2,B1_3..77,B1_3.1,B1_3.2,B1_4..77,B1_4.1,B1_4.2,B1_5..77,B1_5.1,B1_5.2,B1_6..77,B1_6.1,B1_6.2,B1_7..77,B1_7.1,B1_7.2,B1_8..77,B1_8.1,B1_8.2,B1_9..77,B1_9.1,B1_9.2,B1_10..77,B1_10.1,B1_10.2,B1_11..77,B1_11.1,B1_11.2,B1_12..77,B1_12.1,B1_12.2,B1_13..77,B1_13.1,B1_13.2,B1_14..77,B1_14.1,B1_14.2,B1b_x1..99,B1b_x1..77,B1b_x1.1,B1b_x1.2,B1b_x2..99,B1b_x2..77,B1b_x2.1,B1b_x2.2,B1b_x3..99,B1b_x3..77,B1b_x3.1,B1b_x3.2,B1b_x4..99,B1b_x4..77,B1b_x4.1,B1b_x4.2,B1b_x5..99,B1b_x5..77,B1b_x5.1,B1b_x5.2,B1b_x6..99,B1b_x6..77,B1b_x6.1,B1b_x6.2,B1b_x7..99,B1b_x7..77,B1b_x7.1,B1b_x7.2,B1b_x8..99,B1b_x8..77,B1b_x8.1,B1b_x8.2,B1b_x9..99,B1b_x9..77,B1b_x9.1,B1b_x9.2,B1b_x10..99,B1b_x10..77,B1b_x10.1,B1b_x10.2,B1b_x11..99,B1b_x11..77,B1b_x11.1,B1b_x11.2,B1b_x12..99,B1b_x12..77,B1b_x12.1,B1b_x12.2,B1b_x13..99,B1b_x13..77,B1b_x13.1,B1b_x13.2,B1b_x14..99,B1b_x14..77,B1b_x14.1,B1b_x14.2,B3..99,B3..77,B3.1,B3.2,B5..99,B5..77,B5.1,B5.2,B6..99,B6..77,B6.1,B6.2,B7..99,B7..77,B7.1,B7.2,B8..99,B8.1,B8.2,B8.3,B9..99,B9.1,B9.2,B9.3,B10..99,B10..77,B10.1,B10.2,B11..99,B11..77,B11.1,B11.2,V1..99,V1..77,V1.1,V1.2,V1.3,V3..99,V3..77,V3.1,V3.2,V3.3,V3.4,V4_1..99,V4_1..77,V4_1.1,V4_1.2,V4_1.3,V4_2..99,V4_2..77,V4_2.1,V4_2.2,V4_2.3,V4_3..99,V4_3..77,V4_3.1,V4_3.2,V4_3.3,V4_4..99,V4_4..77,V4_4.1,V4_4.2,V4_4.3,V4_5..99,V4_5..77,V4_5.1,V4_5.2,V4_5.3,B12_1..99,B12_1..77,B12_1.1,B12_1.2,B12_2..99,B12_2..77,B12_2.1,B12_2.2,B12_3..99,B12_3..77,B12_3.1,B12_3.2,B12_4..99,B12_4..77,B12_4.1,B12_4.2,B12_5..99,B12_5..77,B12_5.1,B12_5.2,B12_6..99,B12_6..77,B12_6.1,B12_6.2,B13_1..99,B13_1..77,B13_1.1,B13_1.2,B13_2..99,B13_2..77,B13_2.1,B13_2.2,B13_3..99,B13_3..77,B13_3.1,B13_3.2,B13_4..99,B13_4..77,B13_4.1,B13_4.2,B13_5..99,B13_5..77,B13_5.1,B13_5.2,B13_6..99,B13_6..77,B13_6.1,B13_6.2,B13_7..99,B13_7..77,B13_7.1,B13_7.2,B14_1..99,B14_1..77,B14_1.1,B14_1.2,B14_2..99,B14_2..77,B14_2.1,B14_2.2,B14_3..99,B14_3..77,B14_3.1,B14_3.2,B14_4..99,B14_4..77,B14_4.1,B14_4.2,B14_5..99,B14_5..77,B14_5.1,B14_5.2,C0_1..99,C0_1..77,C0_1.1,C0_1.2,C0_2..99,C0_2..77,C0_2.1,C0_2.2,C0_3..99,C0_3..77,C0_3.1,C0_3.2,C0_4..99,C0_4..77,C0_4.1,C0_4.2,C0_5..99,C0_5..77,C0_5.1,C0_5.2,C0_6..99,C0_6..77,C0_6.1,C0_6.2,C1_m..99,C1_m..77,C1_m.1,C1_m.2,C2..99,C2..77,C2.1,C2.2,C2.3,C2.4,C7..99,C7..77,C7.1,C7.2,C7.3,C7.4,C8..99,C8..77,C8.1,C8.2,C3..99,C3..77,C3.1,C3.2,C5..99,C5..77,C5.1,C5.2,C5.3,C5.4,C5.5,C5.6,C6..99,C6..77,C6.1,C6.2,C6.3,C6.4,C14..99,C14..77,C14.1,C14.2,C14.3,C14.4,C9..99,C9..77,C9.1,C9.2,C9.3,C12..99,C12..77,C12.1,C12.2,C12.3,C13_1..99,C13_1..77,C13_1.1,C13_1.2,C13_2..99,C13_2..77,C13_2.1,C13_2.2,C13_3..99,C13_3..77,C13_3.1,C13_3.2,C13_4..99,C13_4..77,C13_4.1,C13_4.2,C13_5..99,C13_5..77,C13_5.1,C13_5.2,C13_6..99,C13_6..77,C13_6.1,C13_6.2,D1..99,D1..77,D1.1,D1.2,D1.3,D1.4,D1.5,D2..99,D2..77,D2.1,D2.2,D2.3,D2.4,D2.5,D3..99,D3..77,D3.1,D3.2,D3.3,D3.4,D4..99,D4..77,D4.1,D4.2,D4.3,D4.4,D5..99,D5..77,D5.1,D5.2,D5.3,D5.4,D6_1..99,D6_1..77,D6_1.1,D6_1.2,D6_2..99,D6_2..77,D6_2.1,D6_2.2,D6_3..99,D6_3..77,D6_3.1,D6_3.2,D7..99,D7..77,D7.1,D7.2,D8..99,D8..77,D8.1,D8.2,D9..99,D9..77,D9.1,D9.2,D9.3,D9.4,D9.5,D9.6,D9.7,D10..99,D10..77,D10.1,D10.2,D10.3,D10.4,D10.5,D10.6,D10.7,D10.8,D10.9,D10.10,D10.11,D10.12,D10.13,D10.14,D10.15,E3..99,E3..77,E3.1,E3.2,E3.3,E3.4,E4..99,E4..77,E4.1,E4.2,E4.3,E4.4,E4.5,E4.6,E4.7,E2..99,E2..77,E2.1,E2.2,E2.3,E7..99,E7..77,E7.1,E7.2,E7.3,E7.4,E7.5,B2.mean,B2.sd,B4.mean,B4.sd,E6.mean,E6.sd,E5.mean,E5.sd
GT,GTM,Guatemala,-99,2020-12-26,2020-12-26,105,0,0,0,0,32,87,2277281.123489088,0,2,3,100,3,10,92,2,3,100,1,14,90,0,18,87,2,18,85,2,15,88,0,6,99,3,6,96,1,5,99,2,14,89,1,24,80,2,6,97,2,18,85,102,1,1,1,95,1,4,5,102,0,2,1,91,0,9,5,87,1,8,9,87,1,10,7,90,2,9,4,99,1,1,4,99,2,3,1,100,1,1,3,91,0,9,5,81,1,13,10,99,1,5,0,87,1,8,9,18,0,12,75,94,0,1,10,22,3,22,58,84,1,3,17,102,0,3,0,102,2,1,0,103,0,2,0,31,3,13,58,105,0,0,0,0,28,1,33,26,7,10,37,6,37,15,10,37,6,40,12,10,37,6,38,17,7,37,6,29,17,16,37,7,12,9,40,92,6,6,1,92,7,5,1,92,5,5,3,92,8,2,3,92,7,4,2,92,6,5,2,105,0,0,0,105,0,0,0,105,0,0,0,105,0,0,0,105,0,0,0,105,0,0,0,105,0,0,0,105,0,0,0,105,0,0,0,105,0,0,0,105,0,0,0,105,0,0,0,41,6,19,39,41,1,48,15,41,6,29,29,41,4,37,23,41,5,15,44,41,4,11,49,50,2,31,22,74,0,17,7,4,3,53,0,2,8,16,26,53,0,52,0,57,1,6,41,57,0,40,4,0,1,0,3,57,1,15,18,11,3,61,2,16,15,8,3,66,1,9,23,6,78,0,4,18,5,87,2,16,0,60,1,43,1,77,2,26,0,70,1,27,7,90,0,13,2,94,1,10,0,81,0,0,2,3,7,12,81,0,0,3,2,5,14,85,1,11,3,1,4,85,0,3,4,3,10,85,0,7,5,5,3,94,1,10,0,94,3,6,2,94,2,7,2,87,1,9,8,97,0,4,4,105,0,0,0,0,0,0,0,0,100,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,105,0,0,0,0,0,105,0,0,0,0,0,0,0,0,105,0,0,0,0,105,0,0,0,0,0,0,3,2.206052281036573,2.8181818181818183,1.1677484162422844,0,0,0,0
GT,GTM,Guatemala,1,2020-12-26,2020-12-25,100,2,59270.92437226283,0,0,39,100,1978840.7681119519,99,0,3,97,0,9,91,0,7,93,1,11,88,0,22,78,0,14,86,0,16,84,0,6,94,0,9,91,0,2,98,0,17,83,0,24,76,0,9,91,0,18,82,97,0,0,3,91,0,4,5,93,0,4,3,89,0,6,5,78,0,12,10,86,0,8,6,84,0,10,6,94,0,2,4,91,0,7,2,98,0,1,1,83,1,9,7,76,0,10,14,91,0,6,3,82,0,12,6,0,0,11,89,89,0,7,4,0,2,24,74,76,0,1,23,99,0,1,0,99,0,1,0,100,0,0,0,3,0,16,81,100,0,0,0,0,0,0,41,40,13,6,0,2,54,28,16,0,1,59,29,11,0,0,64,20,16,0,0,51,31,18,0,0,11,31,58,84,4,5,7,84,7,2,7,84,2,7,7,84,7,2,7,84,6,3,7,84,5,5,6,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,0,3,19,78,0,3,69,28,0,3,35,62,0,3,64,33,0,4,33,63,0,2,26,72,0,0,68,32,32,0,41,14,4,9,0,1,2,10,38,49,0,0,97,3,0,0,8,92,0,0,80,12,2,0,0,6,0,0,18,30,30,22,0,0,32,44,21,3,0,0,16,71,13,0,3,17,69,11,81,0,18,1,31,2,67,0,65,2,32,1,36,1,32,31,67,1,23,9,74,0,26,0,0,1,1,5,13,26,54,0,1,4,11,14,27,43,0,0,50,35,6,9,0,0,17,22,31,30,0,0,26,34,21,19,40,1,44,15,40,10,21,29,40,10,31,19,0,0,45,55,45,1,15,39,85,0,3,0,2,1,2,0,7,40,0,5,7,3,6,1,2,6,3,0,1,1,1,1,0,23,0,0,41,57,0,2,0,0,100,0,0,0,0,0,0,1,3,47,36,13,1,1,12,19,29,29,9,2.6166666666666667,1.6165632793547526,3.5454545454545454,2.696799449852968,12.156626506024097,5.789986999671245,3.1808510638297873,1.848933234763159
GT,GTM,Guatemala,2,2020-12-26,2020-12-25,100,0,0,0,0,45,100,1882209.6737864886,97,2,0,98,1,13,86,0,4,96,1,16,83,1,32,67,0,10,90,1,16,83,1,3,96,1,10,89,1,2,97,2,8,90,1,21,78,1,0,99,1,15,84,100,0,0,0,87,0,9,4,96,0,2,2,84,0,6,10,68,0,18,14,90,0,7,3,84,0,11,5,97,0,1,2,90,0,6,4,98,0,2,0,92,0,4,4,79,0,9,12,100,0,0,0,85,1,10,4,0,0,17,83,83,0,8,9,0,0,27,73,73,0,10,17,90,0,10,0,90,5,5,0,95,0,3,2,10,1,14,75,100,0,0,0,0,0,0,52,29,12,7,0,1,55,32,12,0,5,60,25,10,0,2,70,20,8,0,3,48,32,17,0,3,11,28,58,86,5,3,6,86,5,3,6,86,1,8,5,86,4,4,6,86,5,1,8,86,5,3,6,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,0,1,28,71,0,1,69,30,0,1,36,63,0,1,61,38,0,2,21,77,0,0,16,84,0,0,66,34,34,0,34,18,8,6,0,0,0,14,40,46,0,0,99,1,0,0,9,91,0,1,82,13,0,1,0,3,0,0,20,24,38,18,0,0,28,51,19,2,0,0,16,70,14,0,2,17,66,15,72,0,28,0,31,1,68,0,64,1,34,1,39,1,41,19,79,1,16,4,84,0,15,1,0,2,2,8,10,24,54,0,1,3,4,11,27,54,0,2,55,21,11,11,0,0,17,23,31,29,0,0,25,36,28,11,39,3,51,7,39,13,31,17,39,14,34,13,0,0,50,50,50,0,18,32,82,0,8,0,1,2,0,0,7,32,0,2,8,2,5,1,4,6,2,0,5,6,3,1,3,20,0,1,48,49,0,2,0,0,0,100,0,0,0,0,0,0,1,63,28,8,0,0,20,25,29,17,9,2.3137254901960786,1.4898348375364483,3.1538461538461537,1.908147174886057,14.104395604395602,7.020017601875876,3.061224489795918,1.597784074612333
GT,GTM,Guatemala,3,2020-12-26,2020-12-25,100,0,0,0,0,35,100,1669594.9473089345,99,0,0,100,0,11,89,0,1,99,0,6,94,0,12,88,0,8,92,0,16,84,1,4,95,0,4,96,0,0,100,0,4,96,0,14,86,0,3,97,0,15,85,100,0,0,0,89,0,5,6,99,0,1,0,94,0,1,5,88,0,4,8,92,0,5,3,84,0,6,10,96,0,3,1,96,0,4,0,100,0,0,0,96,0,0,4,86,0,6,8,97,0,1,2,85,0,3,12,0,0,12,88,88,0,3,9,0,0,25,75,75,1,4,20,96,0,4,0,96,2,2,0,98,0,0,2,5,1,5,89,100,0,0,0,0,0,0,44,31,16,9,0,2,53,26,19,0,4,52,27,17,0,5,49,25,21,0,6,42,34,18,0,6,5,17,72,95,2,2,1,95,3,1,1,95,2,2,1,95,2,1,2,95,3,1,1,95,3,1,1,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,0,3,27,70,0,0,65,35,0,2,32,66,0,2,51,47,0,2,16,82,0,2,9,89,0,1,56,43,44,0,27,21,6,2,0,1,0,7,26,66,0,0,100,0,0,1,7,92,0,0,95,3,0,0,0,2,0,0,21,35,32,12,0,1,33,55,11,0,0,0,13,84,3,0,1,27,66,6,73,0,26,1,35,0,65,0,68,0,32,0,49,0,38,13,84,1,11,4,91,0,8,1,0,0,2,3,10,25,60,0,0,1,3,10,26,60,0,0,39,42,8,11,0,1,14,25,28,32,0,1,27,36,24,12,37,3,53,7,37,24,19,20,37,22,24,17,0,1,56,43,57,0,23,20,77,1,4,1,4,3,0,2,8,21,0,3,6,2,11,2,4,9,2,0,9,5,4,4,3,15,0,0,47,52,0,1,0,0,0,0,100,0,0,0,0,0,3,56,33,8,0,2,22,27,29,12,8,2.441860465116279,1.4524581066230504,2.9166666666666665,1.378954368902449,13.68131868131868,5.297544758091286,3.0816326530612246,1.6097221978921403
GT,GTM,Guatemala,4,2020-12-26,2020-12-23,100,0,0,0,0,42,100,2773656.9903922807,95,1,0,99,1,11,88,1,0,99,1,6,93,0,12,88,1,11,88,0,11,89,1,5,94,1,4,95,0,0,100,1,7,92,0,19,81,0,4,96,0,16,84,100,0,0,0,89,1,2,8,100,0,0,0,94,0,2,4,88,1,4,7,89,0,8,3,89,0,7,4,95,1,2,2,96,0,3,1,100,0,0,0,93,0,5,2,81,1,8,10,96,1,2,1,84,1,9,6,0,0,14,86,86,0,3,11,0,1,23,76,77,1,6,16,94,1,5,0,94,4,2,0,96,0,1,3,8,0,9,83,100,0,0,0,0,0,0,45,30,12,13,0,7,58,17,18,0,8,53,24,15,0,7,48,24,21,0,6,48,27,19,0,10,6,14,70,91,3,4,2,91,5,2,2,91,4,4,1,91,4,2,3,91,5,1,3,91,5,1,3,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,0,3,34,63,0,2,74,24,0,2,44,54,0,2,43,55,0,2,13,85,0,3,9,88,0,0,52,48,48,0,23,18,8,3,0,3,0,2,28,67,0,2,98,0,0,1,9,90,0,0,95,4,1,0,0,0,0,0,25,26,28,21,0,3,36,48,11,2,0,1,15,82,2,0,4,16,75,5,66,0,34,0,26,0,74,0,56,2,42,0,57,0,34,9,87,0,12,1,91,0,8,1,0,2,0,2,9,20,67,0,2,0,2,13,17,66,0,1,43,38,11,7,0,0,19,27,31,23,0,0,31,42,19,8,27,13,52,8,27,23,36,14,27,19,40,14,0,0,70,30,70,0,17,13,83,4,2,1,0,3,1,0,6,13,0,5,14,4,13,1,2,7,6,0,3,6,5,2,3,16,0,5,48,47,0,0,0,0,0,0,0,100,0,0,0,4,3,60,22,11,4,1,13,26,36,17,3,2.4285714285714284,1.9398624183406903,3.3333333333333335,2.461829819586655,13.52688172043011,4.6288119375547305,3.0473118279569893,1.5518286126408267
GT,GTM,Guatemala,-99,2020-12-27,2020-12-27,127,3,32797.13595754587,0,0,26,95,2728474.6559802783,0,3,3,121,2,18,107,1,9,117,2,19,106,2,32,93,1,23,103,2,22,103,2,8,117,1,10,116,1,7,119,1,15,111,2,27,98,2,9,116,1,34,92,124,2,1,0,109,2,9,7,118,1,4,4,108,0,10,9,95,2,14,16,104,2,13,8,105,1,15,6,119,0,4,4,117,0,7,3,120,0,6,1,112,2,9,4,100,1,15,11,118,1,3,5,93,2,26,6,31,1,10,85,117,0,5,5,37,2,19,69,108,1,1,17,126,0,1,0,126,0,1,0,127,0,0,0,41,1,6,79,127,0,0,0,0,42,0,29,30,17,9,57,3,38,16,13,57,7,35,19,9,57,4,40,13,13,57,8,31,19,12,57,8,9,9,44,123,1,3,0,123,3,1,0,123,2,1,1,123,3,1,0,123,3,0,1,123,3,1,0,127,0,0,0,127,0,0,0,127,0,0,0,127,0,0,0,127,0,0,0,127,0,0,0,127,0,0,0,127,0,0,0,127,0,0,0,127,0,0,0,127,0,0,0,127,0,0,0,61,4,25,37,61,0,44,22,61,2,23,41,61,1,31,34,61,4,9,53,61,1,9,56,66,0,34,27,93,0,21,9,1,3,71,1,0,7,17,31,71,1,54,1,75,2,5,45,75,0,43,7,0,0,0,2,75,0,13,19,15,5,75,0,23,23,5,1,79,2,6,33,7,91,5,9,17,5,104,0,23,0,85,0,42,0,105,0,21,1,98,0,20,9,120,0,5,2,118,0,9,0,99,1,0,0,1,3,23,99,0,1,1,3,3,20,108,0,7,7,2,3,108,0,2,7,4,6,108,0,5,6,6,2,117,2,7,1,117,4,2,4,117,3,7,0,112,0,5,10,117,0,5,5,125,0,0,0,0,1,0,0,1,120,0,1,2,0,0,0,0,1,0,0,0,1,0,0,0,2,127,0,0,0,0,0,127,0,0,0,0,0,0,0,0,127,0,0,0,0,127,0,0,0,0,0,0,2.423076923076923,1.7860697771556346,2.7777777777777777,2.5385910352879693,0,0,0,0
GT,GTM,Guatemala,1,2020-12-27,2020-12-26,100,1,6228.4916085225295,0,0,50,100,1731604.3473729375,96,2,2,96,2,10,88,2,4,94,3,7,90,2,28,70,2,11,87,2,17,81,2,4,94,2,6,92,3,1,96,1,13,86,2,22,76,4,9,87,2,20,78,98,0,0,2,90,0,6,4,96,0,3,1,93,0,4,3,72,0,18,10,89,0,4,7,83,0,12,5,96,0,3,1,94,0,4,2,99,0,0,1,87,1,7,5,78,0,7,15,91,0,6,3,80,0,12,8,0,0,14,86,86,0,7,7,0,0,19,81,81,0,2,17,98,0,2,0,98,2,0,0,98,0,0,2,2,0,11,87,100,0,0,0,0,0,0,38,43,12,7,0,1,53,30,16,0,2,57,24,17,0,1,62,19,18,0,2,47,30,21,0,2,15,24,59,89,5,4,2,89,6,2,3,89,4,4,3,89,6,1,4,89,7,1,3,89,7,1,3,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,0,1,29,70,0,0,70,30,0,1,45,54,0,1,51,48,0,1,33,66,0,0,20,80,0,0,57,43,43,0,32,12,4,9,0,1,1,7,46,45,0,1,97,2,0,2,7,91,0,0,86,9,1,1,0,3,0,0,20,39,24,17,0,1,28,46,21,4,0,0,8,75,17,0,3,17,62,18,71,1,27,1,30,0,68,2,55,0,44,1,49,0,33,18,67,1,25,7,80,0,20,0,0,0,1,3,15,27,54,0,0,2,11,25,26,36,0,0,48,32,9,11,0,1,12,29,35,23,0,0,30,29,24,17,41,2,49,8,41,11,20,28,41,11,28,20,0,0,48,52,48,1,14,37,86,0,1,0,3,2,1,0,7,38,0,6,9,3,5,2,1,3,4,0,2,1,0,0,0,26,0,0,52,46,0,2,0,0,100,0,0,0,0,0,0,3,1,52,25,19,3,1,9,19,29,30,9,2.3125,1.5105449452916095,3.571428571428572,2.4718191903717615,12.3,5.332964122241394,3.3829787234042548,1.7786450260169107
GT,GTM,Guatemala,2,2020-12-27,2020-12-26,100,0,0,0,0,42,100,1864157.2941523222,94,1,1,98,1,7,92,1,0,99,1,9,90,1,28,71,1,10,89,1,8,91,0,2,98,1,3,96,0,0,100,0,11,89,2,18,80,0,1,99,0,10,90,99,0,0,1,93,1,1,5,100,0,0,0,91,1,4,4,72,1,14,13,90,0,4,6,92,0,7,1,98,0,2,0,97,0,1,2,100,0,0,0,89,1,4,6,82,0,4,14,99,0,0,1,90,0,1,9,0,0,20,80,80,0,4,16,0,1,24,75,76,1,5,18,95,1,4,0,95,2,3,0,98,0,2,0,7,2,10,81,100,0,0,0,0,0,0,51,34,10,5,0,1,60,27,12,0,3,54,25,18,0,3,59,24,14,0,4,45,29,22,0,4,12,23,61,90,2,4,4,90,3,3,4,90,1,6,3,90,3,1,6,90,3,3,4,90,3,4,3,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,0,1,27,72,0,0,65,35,0,0,35,65,0,0,54,46,0,0,14,86,0,0,16,84,0,0,56,44,44,0,39,11,5,1,0,1,1,9,32,57,0,0,100,0,0,1,14,85,0,0,89,5,2,1,0,3,0,0,19,36,31,14,0,0,22,51,24,3,0,0,21,71,8,0,1,29,62,8,73,2,22,3,35,2,61,2,65,2,32,1,46,2,36,16,86,1,11,2,84,1,14,1,0,0,0,4,15,27,54,0,1,1,8,13,23,54,0,1,41,40,12,6,0,2,21,24,27,26,0,0,38,32,19,11,30,5,54,11,30,19,29,22,30,12,44,14,0,0,51,49,51,0,21,28,79,1,4,0,6,2,0,0,8,28,1,1,6,0,12,1,4,4,3,0,4,3,4,1,0,28,0,2,41,55,1,1,0,0,0,100,0,0,0,0,0,4,3,54,28,11,4,0,21,25,29,13,8,2.547169811320755,1.6590780309910897,2.2222222222222223,1.437135858965388,13.876404494382022,5.36575891590518,2.977777777777778,1.6213309678673853
GT,GTM,Guatemala,3,2020-12-27,2020-12-26,100,1,5730.05410357459,0,0,29,100,1627566.4317281689,96,0,1,99,0,9,91,0,1,99,0,6,94,0,20,80,0,6,94,0,9,91,0,3,97,0,6,94,0,1,99,0,2,98,0,13,87,0,0,100,0,15,85,99,0,1,0,91,0,5,4,99,0,1,0,94,0,3,3,80,1,12,7,94,0,3,3,91,0,3,6,97,0,2,1,94,1,4,1,99,0,1,0,98,0,0,2,87,0,8,5,100,0,0,0,85,0,8,7,0,0,12,88,88,0,3,9,0,0,22,78,78,1,1,20,99,0,1,0,99,0,1,0,100,0,0,0,2,1,5,92,100,0,0,0,0,0,0,39,33,14,14,0,3,49,28,20,0,4,54,25,17,0,6,52,25,17,0,5,44,31,20,0,6,10,19,65,95,1,0,4,95,1,2,2,95,1,0,4,95,0,3,2,95,1,0,4,95,0,4,1,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,0,3,27,70,0,0,70,30,0,3,38,59,0,3,51,46,0,3,17,80,0,2,12,86,0,1,57,42,43,0,26,18,10,3,0,1,1,4,30,64,0,0,99,1,0,1,9,90,0,0,94,3,1,1,0,1,0,0,25,32,28,15,0,1,36,48,15,0,0,0,10,86,4,0,3,21,70,6,73,1,26,0,30,1,68,1,62,1,36,1,49,0,37,14,83,0,14,3,88,2,8,2,0,0,0,4,10,26,60,0,0,3,3,14,22,58,0,0,39,35,13,13,0,0,13,23,38,26,0,1,25,36,27,11,39,2,48,11,39,15,26,20,39,15,28,18,0,1,58,41,59,0,20,21,80,0,7,2,1,2,0,1,7,22,0,5,9,3,11,4,2,7,2,0,7,4,4,3,4,13,0,1,45,53,0,1,0,0,0,0,100,0,0,0,0,3,6,60,23,8,3,5,14,31,26,17,4,2.1538461538461537,1.2677884087625635,2.4166666666666665,1.3113721705515067,14.071428571428571,5.40589975410782,3.0434782608695654,1.5753111918508576
GT,GTM,Guatemala,4,2020-12-27,2020-12-24,100,0,0,0,0,30,100,2540161.9448976954,99,0,2,98,0,6,94,0,1,99,0,5,95,0,16,84,0,7,93,0,11,89,0,3,97,0,1,99,0,1,99,0,5,95,0,12,88,0,4,96,0,13,87,98,0,2,0,94,1,2,3,99,0,1,0,95,0,2,3,84,2,7,7,93,0,4,3,89,0,8,3,97,1,2,0,99,0,1,0,99,0,1,0,95,1,3,1,88,1,3,8,96,1,3,0,87,2,6,5,0,0,11,89,89,0,1,10,0,1,28,71,72,0,7,21,93,1,6,0,93,2,5,0,98,0,1,1,8,2,5,85,100,0,0,0,0,0,0,41,30,18,11,0,4,55,23,18,0,7,53,23,17,0,7,50,26,17,0,5,39,40,16,0,8,5,14,73,95,3,2,0,95,4,0,1,95,3,2,0,95,3,1,1,95,4,1,0,95,3,1,1,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,0,3,27,70,0,0,75,25,0,0,45,55,0,0,48,52,0,2,15,83,0,1,9,90,0,0,60,40,40,0,33,19,7,1,0,2,0,4,33,61,0,1,99,0,0,0,10,90,0,0,93,5,1,0,0,1,0,1,20,27,33,19,0,1,34,54,7,4,0,0,16,81,3,0,3,16,75,6,73,0,27,0,25,0,75,0,55,1,44,0,52,0,35,13,85,0,14,1,91,0,9,0,0,2,0,1,14,21,62,0,2,1,2,9,21,65,0,0,40,36,11,13,0,0,15,23,25,37,0,0,24,34,23,19,42,13,40,5,42,18,25,15,42,13,34,11,0,1,67,32,68,0,21,11,79,3,4,0,1,3,1,0,9,12,0,5,10,5,14,0,0,7,7,0,7,8,4,0,3,18,0,2,49,49,0,0,0,0,0,0,0,100,0,0,0,1,3,61,27,8,1,1,11,24,37,23,3,2.3125,1.3060035073805594,2.9,2.5582111805799856,14.249999999999998,4.989274210028663,3.28125,1.626770290774751
