ISO2,ISO_3,country_agg,age,date,first_date,count,cli,cli_weight,cliWHO,cliWHO_weight,cli_local,count_local,weight,Finished,B1_1..77,B1_1.1,B1_1.2,B1_2..77,B1_2.1,B1_2.2,B1_3..77,B1_3.1,B1_3.2,B1_4..77,B1_4.1,B1_4.2,B1_5..77,B1_5.1,B1_5.2,B1_6..77,B1_6.1,B1_6.2,B1_7..77,B1_7.1,B1_7.2,B1_8..77,B1_8.1,B1_8.2,B1_9..77,B1_9.1,B1_9.2,B1_10..77,B1_10.1,B1_10.2,B1_11..77,B1_11.1,B1_11.2,B1_12..77,B1_12.1,B1_12.2,B1_13..77,B1_13.1,B1_13.2,B1_14..77,B1_14.1,B1_14.2,B1b_x1..99,B1b_x1..77,B1b_x1.1,B1b_x1.2,B1b_x2..99,B1b_x2..77,B1b_x2.1,B1b_x2.2,B1b_x3..99,B1b_x3..77,B1b_x3.1,B1b_x3.2,B1b_x4..99,B1b_x4..77,B1b_x4.1,B1b_x4.2,B1b_x5..99,B1b_x5..77,B1b_x5.1,B1b_x5.2,B1b_x6..99,B1b_x6..77,B1b_x6.1,B1b_x6.2,B1b_x7..99,B1b_x7..77,B1b_x7.1,B1b_x7.2,B1b_x8..99,B1b_x8..77,B1b_x8.1,B1b_x8.2,B1b_x9..99,B1b_x9..77,B1b_x9.1,B1b_x9.2,B1b_x10..99,B1b_x10..77,B1b_x10.1,B1b_x10.2,B1b_x11..99,B1b_x11..77,B1b_x11.1,B1b_x11.2,B1b_x12..99,B1b_x12..77,B1b_x12.1,B1b_x12.2,B1b_x13..99,B1b_x13..77,B1b_x13.1,B1b_x13.2,B1b_x14..99,B1b_x14..77,B1b_x14.1,B1b_x14.2,B3..99,B3..77,B3.1,B3.2,B5..99,B5..77,B5.1,B5.2,B6..99,B6..77,B6.1,B6.2,B7..99,B7..77,B7.1,B7.2,B8..99,B8..77,B8.1,B8.2,B8.3,B9..99,B9.1,B9.2,B9.3,B10..99,B10.1,B10.2,B10.3,B11..99,B11..77,B11.1,B11.2,V1..99,V1..77,V1.1,V1.2,V1.3,V2..99,V2..77,V2.1,V2.2,V2.3,V2a..99,V3..99,V3..77,V3.1,V3.2,V3.3,V3.4,V4_1..99,V4_1..77,V4_1.1,V4_1.2,V4_1.3,V4_2..99,V4_2..77,V4_2.1,V4_2.2,V4_2.3,V4_3..99,V4_3..77,V4_3.1,V4_3.2,V4_3.3,V4_4..99,V4_4..77,V4_4.1,V4_4.2,V4_4.3,V4_5..99,V4_5..77,V4_5.1,V4_5.2,V4_5.3,V4_6..99,V5a_1..99,V5a_2..99,V5a_3..99,V5a_4..99,V5a_5..99,V5a_6..99,V5a_7..99,V5a_8..99,V5a_9..99,V5b_1..99,V5b_2..99,V5b_3..99,V5b_4..99,V5b_5..99,V5b_6..99,V5b_7..99,V5b_8..99,V5b_9..99,V5c_1..99,V5c_2..99,V5c_3..99,V5c_4..99,V5c_5..99,V5c_6..99,V5c_7..99,V5c_8..99,V5c_9..99,V5d_1..99,V5d_2..99,V5d_3..99,V5d_4..99,V5d_5..99,V5d_6..99,V5d_7..99,V5d_8..99,V5d_9..99,V6_1..99,V6_2..99,V6_3..99,V6_4..99,V6_5..99,V6_6..99,V6_7..99,V9..99,V9..77,V9.1,V9.2,V9.3,V9.4,V10_1..99,V10_2..99,V10_3..99,V10_4..99,V10_5..99,V10_6..99,V10_7..99,V10_8..99,V10_9..99,V10_10..99,V11..99,V12..99,B12_1..99,B12_1..77,B12_1.1,B12_1.2,B12_2..99,B12_2..77,B12_2.1,B12_2.2,B12_3..99,B12_3..77,B12_3.1,B12_3.2,B12_4..99,B12_4..77,B12_4.1,B12_4.2,B12_5..99,B12_5..77,B12_5.1,B12_5.2,B12_6..99,B12_6..77,B12_6.1,B12_6.2,B13_1..99,B13_1..77,B13_1.1,B13_1.2,B13_2..99,B13_2..77,B13_2.1,B13_2.2,B13_3..99,B13_3..77,B13_3.1,B13_3.2,B13_4..99,B13_4..77,B13_4.1,B13_4.2,B13_5..99,B13_5..77,B13_5.1,B13_5.2,B13_6..99,B13_6..77,B13_6.1,B13_6.2,B13_7..99,B13_7..77,B13_7.1,B13_7.2,B14_1..99,B14_1..77,B14_1.1,B14_1.2,B14_2..99,B14_2..77,B14_2.1,B14_2.2,B14_3..99,B14_3..77,B14_3.1,B14_3.2,B14_4..99,B14_4..77,B14_4.1,B14_4.2,B14_5..99,B14_5..77,B14_5.1,B14_5.2,C0_1..99,C0_1..77,C0_1.1,C0_1.2,C0_2..99,C0_2..77,C0_2.1,C0_2.2,C0_3..99,C0_3..77,C0_3.1,C0_3.2,C0_4..99,C0_4..77,C0_4.1,C0_4.2,C0_5..99,C0_5..77,C0_5.1,C0_5.2,C0_6..99,C0_6..77,C0_6.1,C0_6.2,C1_m..99,C1_m..77,C1_m.1,C1_m.2,C2..99,C2..77,C2.1,C2.2,C2.3,C2.4,C7..99,C7..77,C7.1,C7.2,C7.3,C7.4,C8..99,C8..77,C8.1,C8.2,C3..99,C3..77,C3.1,C3.2,C5..99,C5..77,C5.1,C5.2,C5.3,C5.4,C5.5,C5.6,C6..99,C6..77,C6.1,C6.2,C6.3,C6.4,C14..99,C14..77,C14.1,C14.2,C14.3,C14.4,C9..99,C9..77,C9.1,C9.2,C9.3,C9a..99,C12..99,C12..77,C12.1,C12.2,C12.3,C13_1..99,C13_1..77,C13_1.1,C13_1.2,C13_2..99,C13_2..77,C13_2.1,C13_2.2,C13_3..99,C13_3..77,C13_3.1,C13_3.2,C13_4..99,C13_4..77,C13_4.1,C13_4.2,C13_5..99,C13_5..77,C13_5.1,C13_5.2,C13_6..99,C13_6..77,C13_6.1,C13_6.2,D1..99,D1..77,D1.1,D1.2,D1.3,D1.4,D1.5,D2..99,D2..77,D2.1,D2.2,D2.3,D2.4,D2.5,D3..99,D3..77,D3.1,D3.2,D3.3,D3.4,D4..99,D4..77,D4.1,D4.2,D4.3,D4.4,D5..99,D5..77,D5.1,D5.2,D5.3,D5.4,D6_1..99,D6_1..77,D6_1.1,D6_1.2,D6_2..99,D6_2..77,D6_2.1,D6_2.2,D6_3..99,D6_3..77,D6_3.1,D6_3.2,D7..99,D7..77,D7.1,D7.2,D8..99,D8..77,D8.1,D8.2,D9..99,D9..77,D9.1,D9.2,D9.3,D9.4,D9.5,D9.6,D9.7,D10..99,D10..77,D10.1,D10.2,D10.3,D10.4,D10.5,D10.6,D10.7,D10.8,D10.9,D10.10,D10.11,D10.12,D10.13,D10.14,D10.15,E3..99,E3..77,E3.1,E3.2,E3.3,E3.4,E4..99,E4..77,E4.1,E4.2,E4.3,E4.4,E4.5,E4.6,E4.7,E2..99,E2..77,E2.1,E2.2,E2.3,E7..99,E7..77,E7.1,E7.2,E7.3,E7.4,E7.5,B2.mean,B2.sd,B4.mean,B4.sd,E6.mean,E6.sd,E5.mean,E5.sd
DK,DNK,Denmark,-99,2021-01-14,2021-01-14,201,1,4242.511825380178,1,4242.511825380178,34,169,576317.3256557345,0,3,2,196,2,24,175,4,5,192,3,26,172,3,33,165,2,23,176,3,9,189,4,4,193,3,11,187,2,9,190,4,7,190,2,26,173,3,2,196,3,20,178,199,0,2,0,177,0,4,20,196,0,2,3,175,1,8,17,168,0,5,28,178,2,8,13,192,0,4,5,197,0,3,1,190,0,3,8,192,0,3,6,194,1,2,4,175,0,5,21,199,0,0,2,181,1,8,11,30,2,18,151,186,1,3,11,39,4,125,33,80,2,48,71,153,0,0,44,4,153,0,48,0,201,0,0,0,99,4,10,88,53,2,4,142,0,197,1,2,0,1,0,63,0,106,22,3,7,77,13,29,70,12,77,9,48,60,7,77,10,37,61,16,77,9,53,58,4,77,12,20,71,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,4,20,19,43,39,0,0,0,0,0,0,0,0,0,0,0,0,195,3,1,2,195,2,2,2,195,4,0,2,195,4,0,2,195,4,0,2,195,4,0,2,201,0,0,0,201,0,0,0,201,0,0,0,201,0,0,0,201,0,0,0,201,0,0,0,201,0,0,0,201,0,0,0,201,0,0,0,201,0,0,0,201,0,0,0,201,0,0,0,85,1,40,75,85,0,74,42,85,1,1,114,85,0,65,51,85,0,1,115,85,1,10,105,95,0,50,56,151,0,40,6,2,2,100,0,0,3,24,74,100,2,98,1,116,1,11,73,116,0,18,19,28,16,2,2,116,0,21,23,25,16,120,2,15,44,18,2,126,0,26,47,2,0,140,2,20,37,2,163,0,25,13,129,1,67,4,200,0,0,1,137,0,29,35,200,0,0,1,191,0,9,1,144,1,2,0,3,5,46,144,1,1,1,3,8,43,155,1,15,19,9,2,155,0,0,3,1,42,155,0,1,3,5,37,198,0,1,2,198,1,0,2,198,0,2,1,167,0,7,27,174,1,12,14,198,0,0,0,0,0,2,0,1,194,0,0,0,0,2,0,0,3,0,1,0,0,0,0,0,1,201,0,0,0,0,0,201,0,0,0,0,0,0,0,0,201,0,0,0,0,201,0,0,0,0,0,0,9.796610169491526,14.996298004113237,2.3333333333333335,1.0730867399773196,0,0,0,0
DK,DNK,Denmark,3,2021-01-14,2021-01-14,131,0,0,0,0,21,131,541752.2897025191,129,0,0,131,0,13,118,0,5,126,0,23,108,0,27,104,0,23,108,0,8,123,0,4,127,0,8,123,0,1,130,0,3,128,0,26,105,0,2,129,0,21,110,131,0,0,0,118,2,4,7,126,0,2,3,108,0,3,20,104,1,8,18,108,0,4,19,123,1,3,4,127,0,2,2,123,1,4,3,130,0,1,0,128,0,1,2,105,1,5,20,129,0,0,2,110,0,7,14,0,0,10,121,121,0,4,6,0,0,113,18,18,2,52,59,79,0,1,48,3,79,0,52,0,131,0,0,0,54,0,5,72,0,0,7,124,0,124,1,6,0,0,0,7,0,90,27,5,2,7,1,31,82,10,7,1,59,61,3,7,0,59,63,2,7,0,71,50,3,7,2,21,83,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,33,45,46,0,0,0,0,0,0,0,0,0,0,0,0,126,1,0,4,126,1,0,4,126,1,0,4,126,1,1,3,126,1,1,3,126,1,0,4,131,0,0,0,131,0,0,0,131,0,0,0,131,0,0,0,131,0,0,0,131,0,0,0,131,0,0,0,131,0,0,0,131,0,0,0,131,0,0,0,131,0,0,0,131,0,0,0,0,0,47,84,0,0,82,49,0,0,3,128,0,0,73,58,0,0,2,129,0,0,4,127,0,0,70,61,61,0,56,8,3,3,0,0,0,3,33,95,0,0,131,0,0,0,30,101,0,1,28,44,38,18,1,1,0,0,21,37,53,20,0,1,35,71,19,5,0,0,17,114,0,0,0,0,15,116,0,84,0,31,16,49,0,82,0,128,0,3,0,58,0,30,43,129,0,1,1,127,0,4,0,0,1,0,3,4,12,111,0,1,0,3,9,23,95,0,2,17,59,48,5,0,0,0,4,9,118,0,0,2,14,27,88,115,0,11,5,115,1,1,14,115,1,0,15,0,0,68,63,68,0,11,52,120,0,5,0,0,0,0,1,5,52,0,0,4,4,7,1,4,15,9,0,0,7,7,4,2,15,0,0,47,84,0,0,0,0,0,0,131,0,0,0,0,0,4,50,40,37,0,1,34,42,36,14,4,6.191780821917808,8.200029698873344,2.2222222222222223,0.97182531580755,10.3203125,6.834297012100535,2.944,1.3871762917942798
DK,DNK,Denmark,4,2021-01-14,2021-01-14,283,0,0,0,0,55,283,622411.9491574964,279,0,1,282,0,27,256,0,6,277,0,26,257,0,46,237,0,40,243,0,14,269,0,6,277,0,16,267,0,5,278,0,12,271,0,54,229,0,9,274,0,25,258,282,0,1,0,256,0,13,14,277,0,3,3,257,0,14,12,237,0,15,31,243,0,11,29,269,0,7,7,277,0,4,2,267,0,10,6,278,0,4,1,271,0,7,5,229,0,10,44,274,0,8,1,258,0,9,16,0,0,30,253,253,0,8,22,0,2,233,48,50,1,101,131,182,0,1,95,5,182,0,101,0,283,0,0,0,104,0,19,160,0,0,11,272,0,272,0,11,0,0,0,11,0,209,48,10,5,11,6,51,190,25,11,6,89,166,11,11,8,83,172,9,11,3,116,144,9,11,5,33,203,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,29,48,124,81,0,0,0,0,0,0,0,0,0,0,0,0,264,4,1,14,264,4,2,13,264,4,0,15,264,2,10,7,264,3,2,14,264,4,2,13,283,0,0,0,283,0,0,0,283,0,0,0,283,0,0,0,283,0,0,0,283,0,0,0,283,0,0,0,283,0,0,0,283,0,0,0,283,0,0,0,283,0,0,0,283,0,0,0,0,0,115,168,0,0,191,92,0,1,0,282,0,0,128,155,0,0,0,283,0,0,11,272,0,0,133,150,150,0,91,20,14,8,0,0,0,2,61,220,0,1,281,1,0,1,44,238,0,0,35,83,96,60,4,5,0,2,55,71,93,62,0,2,63,149,58,11,0,0,56,225,2,0,0,3,38,240,2,168,1,67,47,92,2,188,1,283,0,0,0,155,0,44,84,283,0,0,0,272,0,11,0,0,1,1,1,10,36,234,0,0,1,5,10,57,210,0,1,60,118,85,19,0,0,4,4,20,255,0,0,9,16,51,207,258,1,20,4,258,9,2,14,258,7,5,13,0,2,139,142,141,0,23,119,260,1,7,0,4,0,1,0,10,121,0,2,10,10,14,3,12,23,14,0,2,10,9,3,14,36,0,0,106,177,0,0,0,0,0,0,0,283,0,0,0,4,3,116,80,80,4,1,75,80,74,40,9,8.517241379310345,13.971699817921188,1.9259259259259258,1.2065821380413584,9.053903345724907,5.973188978486504,2.429090909090909,1.2891564501716786
DK,DNK,Denmark,5,2021-01-14,2021-01-14,284,0,0,0,0,59,284,493253.34013852914,279,0,1,283,0,22,262,0,9,275,0,9,275,0,29,255,0,26,258,0,10,274,0,2,282,0,12,272,0,3,281,0,5,279,0,41,243,0,5,279,0,23,261,283,0,1,0,262,0,5,17,275,0,1,8,275,0,1,8,255,0,3,26,258,0,4,22,274,0,3,7,282,0,2,0,272,0,4,8,281,0,3,0,279,0,3,2,243,0,14,27,279,0,2,3,261,0,10,13,0,0,30,254,254,0,7,23,0,2,220,62,64,3,76,141,208,0,0,74,2,208,1,75,0,283,0,1,0,81,1,16,186,0,0,11,273,0,273,0,11,0,0,0,11,1,231,29,9,3,11,23,60,160,30,11,22,112,127,12,11,19,113,132,9,11,14,150,104,5,11,21,52,165,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,32,51,95,105,0,0,0,0,0,0,0,0,0,0,0,0,268,4,3,9,268,5,2,9,268,5,0,11,268,4,2,10,268,3,2,11,268,4,0,12,284,0,0,0,284,0,0,0,284,0,0,0,284,0,0,0,284,0,0,0,284,0,0,0,284,0,0,0,284,0,0,0,284,0,0,0,284,0,0,0,284,0,0,0,284,0,0,0,0,1,112,171,0,0,190,94,0,1,4,279,0,1,143,140,0,1,2,281,0,1,16,267,0,1,138,145,146,0,102,22,6,8,0,1,1,7,52,223,0,2,279,3,0,1,46,237,0,0,35,65,112,65,4,3,0,0,58,70,98,58,0,3,75,141,54,11,0,0,95,189,0,0,0,0,68,213,3,172,2,73,37,94,1,188,1,280,0,3,1,141,1,54,88,282,0,0,2,268,0,16,0,0,2,0,2,5,34,241,0,0,0,2,12,40,230,0,2,59,125,84,14,0,0,0,0,24,260,0,0,6,8,53,217,270,1,10,3,270,2,1,11,270,1,2,11,0,0,145,139,145,0,26,113,258,1,6,0,3,1,1,1,13,113,0,4,8,13,12,1,8,26,11,0,4,8,19,1,18,38,0,1,100,181,0,2,0,0,0,0,0,0,284,0,0,1,6,112,72,93,1,5,149,72,36,9,12,10.235294117647058,13.243729027106276,2.0357142857142856,1.2614554456142482,8.110902255639099,5.781551134642455,1.9014598540145986,0.9382772305593158
DK,DNK,Denmark,6,2021-01-14,2021-01-14,293,1,5840.8823381496495,1,5840.8823381496495,28,293,652921.2422552075,282,0,1,292,0,36,257,0,7,286,0,11,282,0,35,258,0,23,270,0,5,288,0,3,290,0,3,290,0,3,290,0,6,287,0,24,269,0,4,289,1,20,272,292,0,0,1,257,0,9,27,286,0,3,4,282,0,6,5,258,0,9,26,270,0,3,20,288,0,0,5,290,0,3,0,290,0,1,2,290,0,1,2,287,0,2,4,269,0,11,13,289,0,4,0,273,0,10,10,0,0,16,277,277,0,0,16,0,6,191,96,102,0,56,135,237,0,0,55,1,237,0,56,0,293,0,0,0,62,3,14,214,0,2,3,288,0,290,0,2,0,1,0,3,1,264,19,2,4,3,33,77,167,13,3,27,107,150,6,3,28,103,148,11,3,22,143,118,7,3,35,61,165,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,49,46,97,99,0,0,0,0,0,0,0,0,0,0,0,0,279,5,3,6,279,6,4,4,279,7,1,6,279,8,1,5,279,7,1,6,279,6,2,6,293,0,0,0,293,0,0,0,293,0,0,0,293,0,0,0,293,0,0,0,293,0,0,0,293,0,0,0,293,0,0,0,293,0,0,0,293,0,0,0,293,0,0,0,293,0,0,0,0,2,22,269,0,1,187,105,0,3,1,289,0,3,127,163,0,3,3,287,0,2,12,279,0,1,97,195,196,0,87,6,3,1,0,1,0,9,85,198,0,0,292,1,0,3,49,241,0,0,57,64,97,59,12,4,0,0,90,95,90,18,0,1,87,166,29,10,0,0,238,54,1,0,0,6,161,117,9,271,1,12,9,106,2,181,4,292,0,1,0,166,4,37,86,290,2,1,0,281,0,12,0,0,0,0,1,9,33,250,0,2,0,1,6,56,228,0,0,71,137,70,15,0,1,2,4,20,266,0,0,5,7,41,240,281,1,8,3,281,6,1,5,281,5,2,5,0,1,33,259,34,1,26,232,267,0,5,1,0,3,1,1,15,234,0,3,4,2,7,0,3,6,4,0,2,5,4,2,3,14,0,4,127,160,0,2,0,0,0,0,0,0,0,293,0,6,10,109,70,98,6,6,170,69,26,11,5,12.926829268292684,17.12393494051627,1.846153846153846,1.4632243987255136,7.324822695035461,5.098951898838791,1.6094890510948903,0.6985472325787416
DK,DNK,Denmark,-99,2021-01-15,2021-01-15,226,1,4231.30872513801,1,4231.30872513801,32,185,692253.9511122667,0,0,2,224,0,22,204,0,6,220,0,21,205,0,41,185,0,29,197,0,12,214,0,7,219,0,4,222,0,5,221,0,6,220,0,34,192,0,9,217,0,26,200,224,0,2,0,204,3,6,13,220,0,4,2,205,0,6,15,185,5,7,29,197,4,8,17,214,0,4,8,219,1,4,2,222,0,2,2,221,2,2,1,220,0,3,3,192,1,8,25,217,0,5,4,200,2,8,16,41,0,20,165,212,0,4,10,49,3,133,41,95,0,51,80,175,0,0,49,2,175,2,49,0,224,0,2,0,105,0,15,106,55,0,6,164,1,220,1,5,0,0,0,63,0,129,24,7,3,81,15,37,80,13,81,8,61,71,5,81,15,48,72,10,81,10,67,62,6,81,16,21,87,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,7,16,26,49,47,0,0,0,0,0,0,0,0,0,0,0,0,213,4,2,7,213,4,4,5,213,6,0,7,213,6,0,7,213,5,3,5,213,4,2,7,226,0,0,0,226,0,0,0,226,0,0,0,226,0,0,0,226,0,0,0,226,0,0,0,226,0,0,0,226,0,0,0,226,0,0,0,226,0,0,0,226,0,0,0,226,0,0,0,95,5,35,91,95,3,85,43,95,5,1,125,95,3,67,61,95,5,2,124,95,4,10,117,106,0,59,61,167,0,41,11,5,2,116,2,1,4,33,70,116,2,108,0,133,1,16,76,133,0,22,21,22,19,3,6,133,0,23,24,30,16,133,3,21,53,14,2,141,0,29,53,3,0,165,1,20,36,4,193,0,22,11,143,0,82,1,225,0,1,0,163,0,24,39,224,0,2,0,216,1,8,1,173,0,0,1,2,8,42,173,1,0,1,1,10,40,184,0,11,18,8,5,184,0,2,0,7,33,184,0,3,3,9,27,221,0,2,3,221,2,0,3,221,2,1,2,195,0,7,24,202,0,6,18,224,0,1,0,0,0,0,1,0,220,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,4,226,0,0,0,0,0,226,0,0,0,0,0,0,0,0,226,0,0,0,0,226,0,0,0,0,0,0,6.467741935483871,7.532917363006495,2.3333333333333335,1.5,0,0,0,0
DK,DNK,Denmark,1,2021-01-15,2021-01-14,100,0,0,0,0,21,100,576031.7112333112,99,0,1,99,0,12,88,0,0,100,0,25,75,0,34,66,0,14,86,0,11,89,0,2,98,0,9,91,0,3,97,0,10,90,0,33,67,0,9,91,0,14,86,99,0,1,0,88,0,2,10,100,0,0,0,75,0,1,24,66,0,4,30,86,0,3,11,89,0,2,9,98,0,1,1,91,0,3,6,97,0,2,1,90,0,1,9,67,0,4,29,91,0,2,7,86,0,5,9,0,0,11,89,89,0,3,8,0,0,95,5,5,0,43,52,57,0,3,38,2,57,0,43,0,100,0,0,0,43,0,5,52,0,0,1,99,0,99,0,1,0,0,0,1,0,75,17,6,1,1,0,41,54,4,1,0,60,38,1,1,1,63,33,2,1,0,63,32,4,1,0,18,67,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,14,35,46,0,0,0,0,0,0,0,0,0,0,0,0,95,0,0,5,95,0,1,4,95,1,0,4,95,1,4,0,95,0,0,5,95,1,0,4,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,0,0,32,68,0,0,58,42,0,0,2,98,0,0,47,53,0,0,0,100,0,0,9,91,0,0,52,48,48,0,41,4,4,3,0,0,0,4,32,64,0,0,100,0,0,0,12,88,0,0,21,32,26,10,4,7,0,0,19,23,47,11,0,0,21,58,21,0,0,0,6,92,2,0,0,0,3,87,10,68,0,19,13,42,0,58,0,98,0,1,1,53,1,10,36,100,0,0,0,91,0,9,0,0,2,2,0,8,22,66,0,0,2,3,14,30,51,0,3,24,43,24,6,0,0,3,2,8,87,0,0,6,7,24,63,87,0,11,2,87,2,0,11,87,1,4,8,0,0,40,60,40,0,19,41,81,0,6,0,4,2,0,0,7,41,0,0,10,3,7,0,4,6,2,1,4,2,3,1,0,16,0,2,36,62,0,0,0,0,100,0,0,0,0,0,0,0,2,62,27,9,0,0,31,34,20,10,5,8.869565217391305,13.682226602720194,1.9090909090909092,0.8312094145936335,9.274725274725276,5.773629580670944,2.597938144329897,1.3667159072514012
DK,DNK,Denmark,2,2021-01-15,2021-01-15,120,0,0,0,0,37,120,528248.4529412143,116,0,0,120,0,18,102,0,0,120,0,27,93,0,33,87,0,18,102,0,12,108,0,0,120,0,3,117,0,3,117,0,8,112,0,28,92,0,6,114,0,18,102,120,0,0,0,102,0,4,14,120,0,0,0,93,0,7,20,87,0,4,29,102,0,4,14,108,0,4,8,120,0,0,0,117,0,0,3,117,0,2,1,112,0,4,4,92,0,8,20,114,0,3,3,102,0,5,13,0,0,14,106,106,0,5,9,0,2,104,14,16,0,45,59,75,0,0,45,0,75,0,45,0,120,0,0,0,47,0,11,62,0,0,0,120,0,120,0,0,0,0,0,0,1,71,28,14,6,0,1,39,67,13,0,1,62,49,8,0,1,76,36,7,0,1,69,44,6,0,1,15,76,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,22,43,40,0,0,0,0,0,0,0,0,0,0,0,0,109,0,2,9,109,0,0,11,109,0,0,11,109,0,6,5,109,0,2,9,109,0,0,11,120,0,0,0,120,0,0,0,120,0,0,0,120,0,0,0,120,0,0,0,120,0,0,0,120,0,0,0,120,0,0,0,120,0,0,0,120,0,0,0,120,0,0,0,120,0,0,0,0,0,40,80,0,0,77,43,0,1,4,115,0,0,67,53,0,0,0,120,0,0,12,108,0,0,62,58,58,0,52,3,4,3,0,0,0,7,34,79,0,0,120,0,0,1,31,88,0,0,28,42,29,17,2,2,0,0,15,45,41,19,0,1,24,70,22,3,0,0,11,106,3,0,0,0,9,108,3,80,2,20,18,43,1,76,0,116,2,2,0,53,3,19,45,120,0,0,0,108,0,12,0,0,2,0,3,8,17,90,0,0,1,4,19,39,57,0,1,17,60,40,2,0,0,0,4,15,101,0,0,3,18,34,65,99,0,16,5,99,0,3,18,99,0,5,16,0,0,60,60,60,1,15,44,105,1,0,0,5,1,0,0,8,45,0,0,5,5,10,0,3,9,3,0,1,12,7,1,2,17,0,2,40,77,0,1,0,0,0,120,0,0,0,0,0,3,1,70,27,19,3,1,64,32,14,3,3,8.506756756756756,12.158905987659193,2.642857142857143,1.5984195491000024,10.188034188034187,6.367931001526353,2.25,1.1411283508192573
DK,DNK,Denmark,3,2021-01-15,2021-01-15,133,0,0,0,0,24,133,516169.4836296552,131,0,0,133,0,13,120,0,0,133,0,18,115,0,15,118,0,17,116,0,7,126,0,3,130,0,3,130,0,0,133,0,0,133,0,30,103,0,0,133,0,15,118,133,0,0,0,120,0,2,11,133,0,0,0,115,0,4,14,118,0,4,11,116,0,6,11,126,0,2,5,130,0,3,0,130,0,1,2,133,0,0,0,133,0,0,0,103,0,6,24,133,0,0,0,118,0,8,7,0,0,12,121,121,0,4,8,0,0,117,16,16,0,53,64,80,0,0,49,4,80,1,52,0,132,1,0,0,53,1,8,71,0,0,6,127,0,127,0,6,0,0,0,6,0,100,18,4,5,6,3,32,83,9,6,2,51,69,5,6,2,62,54,9,6,3,68,50,6,6,3,22,82,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,20,25,43,44,0,0,0,0,0,0,0,0,0,0,0,0,125,2,2,4,125,2,0,6,125,2,0,6,125,0,4,4,125,2,1,5,125,2,0,6,133,0,0,0,133,0,0,0,133,0,0,0,133,0,0,0,133,0,0,0,133,0,0,0,133,0,0,0,133,0,0,0,133,0,0,0,133,0,0,0,133,0,0,0,133,0,0,0,0,0,59,74,0,0,90,43,0,0,6,127,0,0,71,62,0,0,1,132,0,0,13,120,0,0,67,66,66,0,44,14,7,2,0,0,0,4,29,100,0,2,131,0,0,0,32,101,0,0,23,42,46,17,5,0,0,0,27,30,41,35,0,0,31,72,23,7,0,1,22,110,0,0,0,1,15,115,2,74,1,42,16,43,0,88,2,127,0,5,1,62,2,21,48,132,0,1,0,120,2,10,1,0,4,0,1,5,12,111,0,0,1,3,11,24,94,0,3,22,72,27,9,0,0,0,0,7,126,0,0,2,7,33,91,124,1,6,2,124,1,0,8,124,1,0,8,0,0,77,56,77,0,8,48,125,0,2,0,0,1,0,1,4,48,0,0,10,5,10,3,3,14,3,0,0,11,7,2,4,13,0,2,56,75,0,0,0,0,0,0,133,0,0,0,0,1,7,58,31,36,1,1,27,34,48,20,2,6.538461538461538,10.202752268194786,2.090909090909091,0.9438798074485389,10.13671875,6.4419622272719375,2.886178861788618,1.3501867025269731
