ISO2,ISO_3,country_agg,age,date,first_date,count,cli,cli_weight,cliWHO,cliWHO_weight,cli_local,count_local,weight,Finished,B1_1..77,B1_1.1,B1_1.2,B1_2..77,B1_2.1,B1_2.2,B1_3..77,B1_3.1,B1_3.2,B1_4..77,B1_4.1,B1_4.2,B1_5..77,B1_5.1,B1_5.2,B1_6..77,B1_6.1,B1_6.2,B1_7..77,B1_7.1,B1_7.2,B1_8..77,B1_8.1,B1_8.2,B1_9..77,B1_9.1,B1_9.2,B1_10..77,B1_10.1,B1_10.2,B1_11..77,B1_11.1,B1_11.2,B1_12..77,B1_12.1,B1_12.2,B1_13..77,B1_13.1,B1_13.2,B1_14..77,B1_14.1,B1_14.2,B1b_x1..99,B1b_x1..77,B1b_x1.1,B1b_x1.2,B1b_x2..99,B1b_x2..77,B1b_x2.1,B1b_x2.2,B1b_x3..99,B1b_x3..77,B1b_x3.1,B1b_x3.2,B1b_x4..99,B1b_x4..77,B1b_x4.1,B1b_x4.2,B1b_x5..99,B1b_x5..77,B1b_x5.1,B1b_x5.2,B1b_x6..99,B1b_x6..77,B1b_x6.1,B1b_x6.2,B1b_x7..99,B1b_x7..77,B1b_x7.1,B1b_x7.2,B1b_x8..99,B1b_x8..77,B1b_x8.1,B1b_x8.2,B1b_x9..99,B1b_x9..77,B1b_x9.1,B1b_x9.2,B1b_x10..99,B1b_x10..77,B1b_x10.1,B1b_x10.2,B1b_x11..99,B1b_x11..77,B1b_x11.1,B1b_x11.2,B1b_x12..99,B1b_x12..77,B1b_x12.1,B1b_x12.2,B1b_x13..99,B1b_x13..77,B1b_x13.1,B1b_x13.2,B1b_x14..99,B1b_x14..77,B1b_x14.1,B1b_x14.2,B3..99,B3..77,B3.1,B3.2,B5..99,B5..77,B5.1,B5.2,B6..99,B6..77,B6.1,B6.2,B7..99,B7..77,B7.1,B7.2,B8..99,B8.1,B8.2,B8.3,B9..99,B9.1,B9.2,B9.3,B10..99,B10.1,B10.2,B10.3,B11..99,B11..77,B11.1,B11.2,V1..99,V3..99,V3..77,V3.1,V3.2,V3.3,V3.4,V4_1..99,V4_1..77,V4_1.1,V4_1.2,V4_1.3,V4_2..99,V4_2..77,V4_2.1,V4_2.2,V4_2.3,V4_3..99,V4_3..77,V4_3.1,V4_3.2,V4_3.3,V4_4..99,V4_4..77,V4_4.1,V4_4.2,V4_4.3,V4_5..99,V4_5..77,V4_5.1,V4_5.2,V4_5.3,B12_1..99,B12_1..77,B12_1.1,B12_1.2,B12_2..99,B12_2..77,B12_2.1,B12_2.2,B12_3..99,B12_3..77,B12_3.1,B12_3.2,B12_4..99,B12_4..77,B12_4.1,B12_4.2,B12_5..99,B12_5..77,B12_5.1,B12_5.2,B12_6..99,B12_6..77,B12_6.1,B12_6.2,B13_1..99,B13_1..77,B13_1.1,B13_1.2,B13_2..99,B13_2..77,B13_2.1,B13_2.2,B13_3..99,B13_3..77,B13_3.1,B13_3.2,B13_4..99,B13_4..77,B13_4.1,B13_4.2,B13_5..99,B13_5..77,B13_5.1,B13_5.2,B13_6..99,B13_6..77,B13_6.1,B13_6.2,B13_7..99,B13_7..77,B13_7.1,B13_7.2,B14_1..99,B14_1..77,B14_1.1,B14_1.2,B14_2..99,B14_2..77,B14_2.1,B14_2.2,B14_3..99,B14_3..77,B14_3.1,B14_3.2,B14_4..99,B14_4..77,B14_4.1,B14_4.2,B14_5..99,B14_5..77,B14_5.1,B14_5.2,C0_1..99,C0_1..77,C0_1.1,C0_1.2,C0_2..99,C0_2..77,C0_2.1,C0_2.2,C0_3..99,C0_3..77,C0_3.1,C0_3.2,C0_4..99,C0_4..77,C0_4.1,C0_4.2,C0_5..99,C0_5..77,C0_5.1,C0_5.2,C0_6..99,C0_6..77,C0_6.1,C0_6.2,C1_m..99,C1_m..77,C1_m.1,C1_m.2,C2..99,C2..77,C2.1,C2.2,C2.3,C2.4,C7..99,C7..77,C7.1,C7.2,C7.3,C7.4,C8..99,C8..77,C8.1,C8.2,C3..99,C3..77,C3.1,C3.2,C5..99,C5..77,C5.1,C5.2,C5.3,C5.4,C5.5,C5.6,C6..99,C6..77,C6.1,C6.2,C6.3,C6.4,C14..99,C14..77,C14.1,C14.2,C14.3,C14.4,C9..99,C9..77,C9.1,C9.2,C9.3,C12..99,C12..77,C12.1,C12.2,C12.3,C13_1..99,C13_1..77,C13_1.1,C13_1.2,C13_2..99,C13_2..77,C13_2.1,C13_2.2,C13_3..99,C13_3..77,C13_3.1,C13_3.2,C13_4..99,C13_4..77,C13_4.1,C13_4.2,C13_5..99,C13_5..77,C13_5.1,C13_5.2,C13_6..99,C13_6..77,C13_6.1,C13_6.2,D1..99,D1..77,D1.1,D1.2,D1.3,D1.4,D1.5,D2..99,D2..77,D2.1,D2.2,D2.3,D2.4,D2.5,D3..99,D3..77,D3.1,D3.2,D3.3,D3.4,D4..99,D4..77,D4.1,D4.2,D4.3,D4.4,D5..99,D5..77,D5.1,D5.2,D5.3,D5.4,D6_1..99,D6_1..77,D6_1.1,D6_1.2,D6_2..99,D6_2..77,D6_2.1,D6_2.2,D6_3..99,D6_3..77,D6_3.1,D6_3.2,D7..99,D7..77,D7.1,D7.2,D8..99,D8..77,D8.1,D8.2,D9..99,D9..77,D9.1,D9.2,D9.3,D9.4,D9.5,D9.6,D9.7,D10..99,D10..77,D10.1,D10.2,D10.3,D10.4,D10.5,D10.6,D10.7,D10.8,D10.9,D10.10,D10.11,D10.12,D10.13,D10.14,D10.15,E3..99,E3..77,E3.1,E3.2,E3.3,E3.4,E4..99,E4.1,E4.2,E4.3,E4.4,E4.5,E4.6,E4.7,E2..99,E2..77,E2.1,E2.2,E2.3,E7..99,E7..77,E7.1,E7.2,E7.3,E7.4,E7.5,B2.mean,B2.sd,B4.mean,B4.sd,E6.mean,E6.sd,E5.mean,E5.sd
AZ,AZE,Azerbaijan,2,2021-01-04,2020-12-26,100,0,0,0,0,104,100,1847302.7035260038,95,4,2,94,4,3,93,4,3,93,4,20,76,4,12,84,3,16,81,4,6,90,4,5,91,3,3,94,3,5,92,4,10,86,3,19,78,4,8,88,4,22,74,98,0,1,1,97,0,1,2,97,0,3,0,80,0,3,17,88,0,3,9,84,0,4,12,94,1,4,1,95,0,1,4,97,1,1,1,95,0,3,2,90,0,5,5,81,1,4,14,92,0,5,3,78,0,6,16,0,0,34,66,66,0,7,27,0,1,39,60,61,1,12,26,88,2,10,0,88,8,4,0,92,6,2,0,14,1,11,74,100,0,0,14,26,30,30,0,6,33,29,32,0,8,15,30,47,0,9,14,39,38,0,10,12,34,44,0,11,5,25,59,89,3,2,6,89,4,2,5,89,3,6,2,89,2,4,5,89,4,0,7,89,4,1,6,84,0,0,16,84,0,1,15,84,1,1,14,84,0,2,14,84,0,5,11,84,0,4,12,84,0,0,16,93,0,1,6,93,0,2,5,93,0,1,6,93,0,2,5,93,0,1,6,0,2,41,57,0,0,77,23,0,4,8,88,0,3,44,53,0,6,6,88,0,4,16,80,0,0,52,48,48,0,38,12,0,2,0,0,2,11,25,62,0,1,99,0,0,1,12,87,0,1,79,12,0,3,1,4,0,1,52,23,13,11,0,0,30,41,18,11,0,1,3,91,5,0,3,5,88,4,59,0,39,2,23,0,77,0,92,0,6,2,56,0,30,14,94,0,6,0,84,0,16,0,0,1,1,6,24,18,50,0,0,0,7,24,36,33,0,1,45,31,12,11,0,1,9,15,34,41,0,1,23,35,21,20,42,3,48,7,42,14,30,14,42,14,31,13,0,1,45,54,46,0,16,38,84,1,7,0,1,0,0,0,7,39,0,2,8,2,10,1,4,1,5,0,0,6,4,0,2,16,0,1,65,32,0,2,0,0,100,0,0,0,0,0,3,4,66,10,17,3,1,17,30,32,13,4,4.4980392156862745,5.720191961676756,3.8,2.4324199198877374,12.142857142857142,5.135002820666603,2.422222222222222,1.4140369953504488
AZ,AZE,Azerbaijan,3,2021-01-04,2020-12-24,100,2,62569.580748028595,0,0,73,99,1677804.9959917988,99,4,3,93,3,6,91,4,2,94,2,21,77,4,13,83,2,14,84,4,7,89,4,4,92,5,5,90,3,4,93,4,6,90,3,20,77,4,5,91,3,25,72,97,1,1,1,94,1,3,2,98,1,1,0,79,3,9,9,87,2,5,6,86,4,5,5,93,1,1,5,96,0,1,3,95,0,2,3,96,2,2,0,94,1,1,4,80,3,5,12,95,0,5,0,75,2,15,8,0,1,28,71,72,0,11,17,0,0,42,58,58,0,22,20,78,10,11,1,78,11,11,0,89,5,6,0,22,1,10,67,100,0,1,20,27,24,28,0,7,25,25,43,0,6,26,23,45,0,6,38,19,37,0,7,33,21,39,0,8,12,14,66,90,6,1,3,90,6,1,3,90,4,4,2,90,5,4,1,90,6,3,1,90,6,2,2,86,0,0,14,86,0,0,14,86,0,1,13,86,0,0,14,86,0,1,13,86,0,2,12,86,0,0,14,97,0,1,2,97,0,1,2,97,0,0,3,97,0,1,2,97,0,0,3,0,5,27,68,0,2,65,33,0,6,10,84,0,5,31,64,0,6,8,86,0,5,13,82,0,0,32,68,68,0,20,7,1,4,0,0,1,4,35,60,0,0,97,3,0,2,11,87,0,0,76,5,6,2,0,11,0,0,52,13,19,16,0,1,37,39,17,6,0,0,5,93,2,0,1,0,96,3,73,2,21,4,35,2,59,4,90,0,7,3,69,1,24,6,92,1,6,1,87,0,13,0,0,1,5,7,14,20,53,0,2,4,11,16,21,46,0,4,33,35,13,15,0,0,9,21,25,45,0,0,28,27,19,26,45,5,45,5,45,19,23,13,45,23,22,10,0,0,44,56,44,0,25,31,75,1,3,5,0,1,4,1,10,31,0,1,8,3,2,1,2,6,2,3,4,7,5,4,3,18,0,5,66,29,0,0,0,0,0,100,0,0,0,0,1,2,67,22,8,1,0,19,31,34,12,3,4.270833333333333,5.072829515248875,3.3684210526315788,2.7730954688816905,12.282608695652174,5.099722222464394,2.8152173913043477,1.7410957003955805
AZ,AZE,Azerbaijan,4,2021-01-04,2020-12-21,100,2,85711.8871099521,2,85711.8871099521,85,99,2496618.3141492046,98,5,2,93,5,12,83,6,1,93,3,25,72,6,12,82,6,15,79,5,5,90,6,6,88,5,3,92,5,7,88,6,4,90,6,17,77,5,7,88,2,20,78,98,0,1,1,88,1,7,4,99,0,1,0,75,2,6,17,88,0,5,7,85,0,11,4,95,0,3,2,94,0,3,3,97,1,1,1,93,0,5,2,96,0,4,0,83,0,8,9,93,0,3,4,80,0,11,9,0,1,32,67,68,0,5,27,0,0,42,58,58,2,16,24,84,4,12,0,84,5,10,1,95,3,2,0,18,1,19,62,100,0,0,21,26,27,26,6,11,21,28,34,6,15,16,27,36,6,16,16,27,35,6,15,18,25,36,6,19,5,15,55,81,9,1,9,81,8,3,8,81,2,15,2,81,9,1,9,81,8,5,6,81,9,3,7,89,1,0,10,89,1,0,10,89,1,1,9,89,1,0,10,89,1,0,10,89,1,1,9,89,1,1,9,97,0,0,3,97,0,0,3,97,0,0,3,97,0,0,3,97,0,1,2,0,6,32,62,0,3,71,26,0,8,7,85,0,7,37,56,0,7,8,85,0,6,20,74,0,0,41,59,59,0,31,8,1,1,0,1,0,4,41,54,0,0,99,1,0,1,16,83,0,0,75,7,1,1,1,15,0,0,46,21,16,17,0,2,41,41,12,4,0,0,5,93,2,0,0,2,95,3,68,0,31,1,29,0,66,5,93,0,4,3,63,0,30,7,92,0,5,3,80,0,17,3,0,1,0,8,18,25,48,0,1,3,9,23,19,45,0,3,48,29,8,12,0,2,13,22,21,42,0,1,30,26,22,21,44,9,45,2,44,20,27,9,44,20,26,10,0,1,36,63,37,1,31,31,69,1,9,1,3,2,1,1,13,33,0,1,9,5,6,2,1,10,4,1,6,6,5,1,4,6,0,3,62,34,0,1,0,0,0,0,100,0,0,0,1,2,64,25,8,1,0,20,33,28,16,2,5.444444444444445,5.586328911465087,3.5238095238095237,2.11232212550661,13.072164948453608,4.544335812031126,2.901098901098901,1.5638623486948735
AZ,AZE,Azerbaijan,-99,2021-01-13,2021-01-01,100,0,0,0,0,51,82,1901833.4711318745,0,4,1,95,5,7,88,5,4,91,4,22,74,3,11,86,5,20,75,4,9,87,6,7,87,5,5,90,6,3,91,4,9,87,6,14,80,6,6,88,6,22,72,99,1,0,0,93,1,5,1,96,0,3,1,78,1,11,10,89,3,5,3,80,2,9,9,91,3,3,3,93,0,3,4,95,1,1,3,97,0,3,0,91,1,5,3,86,1,5,8,94,0,3,3,78,0,13,9,16,2,17,65,86,0,4,10,22,3,24,51,77,0,5,18,95,2,3,0,95,2,3,0,98,2,0,0,33,0,10,57,100,30,3,11,11,16,29,48,4,15,11,22,48,8,12,11,21,48,8,9,14,21,48,9,11,9,23,48,10,7,10,25,90,6,3,1,90,5,4,1,90,2,8,0,90,5,2,3,90,6,3,1,90,6,3,1,92,0,0,8,92,0,0,8,92,0,0,8,92,0,0,8,92,0,0,8,92,1,0,7,92,0,0,8,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,51,3,22,24,51,5,29,15,51,5,7,37,51,5,18,26,51,4,7,38,51,5,11,33,57,4,10,29,90,0,8,1,0,1,60,2,1,5,17,15,60,3,36,1,63,2,5,30,63,2,28,3,1,0,0,3,63,2,18,9,6,2,64,1,13,13,5,4,67,1,1,31,0,78,2,2,17,1,82,2,14,2,74,1,25,0,95,1,3,1,86,2,8,4,96,0,3,1,92,1,7,0,83,1,0,4,2,2,8,83,1,0,4,3,3,6,88,0,4,5,0,3,88,1,2,3,2,4,88,0,6,1,2,3,98,0,2,0,98,0,2,0,98,0,2,0,93,0,1,6,94,0,3,3,99,0,0,0,0,0,0,0,1,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,100,0,0,0,0,0,100,0,0,0,0,0,0,0,100,0,0,0,0,100,0,0,0,0,0,0,4.743589743589744,4.470475947332846,4.4,3.2041639575194445,0,0,0,0
AZ,AZE,Azerbaijan,1,2021-01-13,2020-12-23,100,1,12162.3399859065,0,0,83,100,1451941.5997819458,98,1,3,96,2,14,84,2,7,91,1,30,69,2,21,77,1,18,81,2,9,89,2,3,95,2,14,84,2,8,90,2,20,78,2,28,70,2,13,85,1,30,69,97,0,2,1,86,2,3,9,93,1,3,3,70,3,5,22,79,2,2,17,82,0,4,14,91,2,1,6,97,0,1,2,86,2,5,7,92,1,6,1,80,3,7,10,72,2,4,22,87,0,1,12,70,3,10,17,0,0,30,70,70,1,8,21,0,0,24,76,76,0,12,12,88,1,11,0,88,5,7,0,95,1,2,2,12,1,12,75,100,0,0,15,28,41,16,0,1,28,40,31,0,3,28,27,42,0,2,40,23,35,0,4,33,22,41,0,4,8,13,75,88,2,6,4,88,4,2,6,88,3,4,5,88,3,3,6,88,5,1,6,88,4,3,5,87,0,0,13,87,0,0,13,87,0,0,13,87,0,0,13,87,0,1,12,87,0,3,10,87,0,0,13,97,0,0,3,97,0,0,3,97,0,0,3,97,0,1,2,97,0,0,3,0,3,19,78,0,0,62,38,0,3,7,90,0,3,33,64,0,3,7,90,0,2,19,79,0,0,36,64,64,0,30,5,0,1,0,0,3,11,46,40,0,0,99,1,0,0,17,83,0,0,68,14,2,1,1,14,0,0,43,29,16,12,0,1,36,43,16,4,0,1,9,84,6,0,3,12,80,5,81,0,17,2,38,1,61,0,93,0,6,1,67,0,26,7,93,0,6,1,81,1,17,1,0,2,3,9,30,27,29,0,1,5,10,30,34,20,0,4,44,39,8,5,0,2,9,22,30,37,0,2,26,32,19,21,42,1,50,7,42,5,23,30,42,3,34,21,0,3,27,70,30,0,26,44,74,0,7,2,3,3,0,1,10,47,0,3,6,3,6,2,3,4,3,1,3,4,1,2,0,12,0,2,44,53,1,0,0,100,0,0,0,0,0,0,1,2,63,23,11,1,1,11,30,44,8,5,4.367647058823529,4.677365031165233,3.12,1.96468827043885,11.27127659574468,5.093040208739123,2.967741935483871,1.5212381463453424
AZ,AZE,Azerbaijan,2,2021-01-13,2020-12-27,100,0,0,0,0,97,100,1965396.5051878716,94,5,3,92,5,2,93,5,1,94,5,23,72,6,12,82,4,17,79,5,5,90,5,5,90,4,2,94,4,6,90,4,12,84,3,19,78,5,5,90,5,21,74,97,0,1,2,98,0,1,1,99,0,1,0,77,0,4,19,88,0,4,8,83,0,5,12,95,1,3,1,95,0,2,3,98,1,0,1,94,0,4,2,88,0,5,7,81,1,3,15,95,0,5,0,79,0,6,15,0,0,32,68,68,0,7,25,0,1,38,61,62,1,12,25,88,2,10,0,88,8,4,0,92,6,2,0,14,1,8,77,100,0,0,14,26,30,30,0,6,31,33,30,0,8,15,31,46,0,9,16,37,38,0,10,14,34,42,0,11,5,27,57,92,1,3,4,92,2,2,4,92,2,4,2,92,2,1,5,92,2,0,6,92,2,1,5,84,0,0,16,84,0,1,15,84,1,1,14,84,0,2,14,84,0,5,11,84,0,4,12,84,0,0,16,93,0,1,6,93,0,2,5,93,0,1,6,93,0,2,5,93,0,1,6,0,2,41,57,0,0,75,25,0,4,9,87,0,3,43,54,0,6,8,86,0,4,16,80,0,0,50,50,50,0,38,10,0,2,0,0,2,9,28,61,0,1,99,0,0,1,13,86,0,1,78,12,0,3,1,5,0,1,55,20,12,12,0,0,29,41,17,13,0,1,4,91,4,0,3,5,88,4,59,0,39,2,25,0,75,0,91,0,7,2,57,0,28,15,92,0,8,0,84,0,16,0,0,1,1,6,22,21,49,0,0,0,8,26,35,31,0,1,44,31,14,10,0,1,9,17,34,39,0,1,24,33,20,22,43,3,47,7,43,13,28,16,43,13,30,14,0,1,44,55,45,0,16,39,84,1,6,0,1,1,0,0,7,40,0,2,7,2,9,1,3,1,5,0,0,5,5,0,2,18,0,1,63,34,0,2,0,0,100,0,0,0,0,0,4,4,61,13,18,4,1,16,31,28,16,4,4.110204081632653,5.264038567565432,3.826086956521739,2.5343490093485093,11.826086956521738,5.121831522629539,2.4318181818181817,1.4605577154379734
AZ,AZE,Azerbaijan,3,2021-01-13,2020-12-25,100,2,62569.580748028595,0,0,67,99,1743091.5102686812,100,4,3,93,4,5,91,4,2,94,3,17,80,6,12,82,1,15,84,4,7,89,3,5,92,7,4,89,4,3,93,4,4,92,3,17,80,4,4,92,3,24,73,97,1,1,1,95,0,3,2,98,1,1,0,83,1,7,9,88,1,5,6,85,3,6,6,93,1,1,5,95,0,2,3,96,0,1,3,97,1,2,0,96,0,1,3,83,2,4,11,96,0,4,0,76,1,15,8,0,1,28,71,72,0,11,17,0,0,43,57,57,0,21,22,79,9,11,1,79,10,11,0,90,4,6,0,21,1,10,68,100,0,1,21,26,25,27,0,6,25,23,46,0,4,27,24,45,0,5,38,18,39,0,7,32,21,40,0,7,11,13,69,90,5,2,3,90,7,0,3,90,5,3,2,90,5,4,1,90,7,2,1,90,7,1,2,86,0,0,14,86,0,0,14,86,0,1,13,86,0,0,14,86,0,1,13,86,0,2,12,86,0,0,14,97,0,1,2,97,0,1,2,97,0,0,3,97,0,1,2,97,0,0,3,0,5,28,67,0,0,69,31,0,5,12,83,0,4,31,65,0,5,9,86,0,4,12,84,0,0,36,64,64,0,22,7,2,5,0,0,1,5,34,60,0,1,96,3,0,1,9,90,0,0,77,5,6,2,0,10,0,0,51,14,20,15,0,1,37,37,18,7,0,0,7,92,1,0,1,1,94,4,72,2,22,4,31,2,63,4,88,0,8,4,69,1,23,7,91,1,7,1,88,0,12,0,0,1,5,7,14,21,52,0,2,4,11,16,20,47,0,2,34,36,12,16,0,0,9,23,24,44,0,0,28,23,22,27,49,6,40,5,49,16,22,13,49,18,23,10,0,0,43,57,43,0,26,31,74,1,4,5,0,1,4,1,10,31,0,1,8,3,2,2,2,6,1,3,3,8,5,4,4,17,0,5,67,28,0,0,0,0,0,100,0,0,0,0,0,3,69,21,7,0,0,20,27,37,12,4,4.4222222222222225,5.241828657707888,2.95,2.211810403980842,12.188888888888888,5.227185730550706,2.758241758241758,1.7785178557230632
AZ,AZE,Azerbaijan,4,2021-01-13,2020-12-21,100,2,85711.8871099521,2,85711.8871099521,81,99,2483660.7803705125,98,4,2,94,4,13,83,5,1,94,2,25,73,5,12,83,5,15,80,4,5,91,5,7,88,5,2,93,4,7,89,5,4,91,5,17,78,4,7,89,2,20,78,98,0,1,1,87,1,7,5,99,0,1,0,75,2,6,17,88,0,5,7,85,0,11,4,95,0,3,2,93,0,4,3,98,0,1,1,93,0,5,2,96,0,4,0,83,0,8,9,93,0,3,4,80,0,11,9,0,1,31,68,69,0,5,26,0,0,41,59,59,2,15,24,85,4,11,0,85,4,10,1,96,3,1,0,17,1,18,64,100,0,0,19,25,28,28,3,13,21,28,35,3,17,16,27,37,3,17,16,27,37,3,16,18,25,38,3,20,5,15,57,82,8,1,9,82,7,3,8,82,2,14,2,82,8,1,9,82,7,5,6,82,8,3,7,89,1,0,10,89,1,0,10,89,1,1,9,89,1,0,10,89,1,0,10,89,1,1,9,89,1,1,9,97,0,0,3,97,0,0,3,97,0,0,3,97,0,0,3,97,0,1,2,0,4,34,62,0,3,71,26,0,6,7,87,0,5,38,57,0,5,8,87,0,4,21,75,0,0,41,59,59,0,31,8,1,1,0,1,1,4,41,53,0,0,99,1,0,1,15,84,0,0,74,8,2,1,1,14,0,0,45,22,17,16,0,2,40,41,12,5,0,0,5,93,2,0,0,2,95,3,66,0,33,1,29,0,66,5,93,0,4,3,62,0,31,7,92,0,5,3,79,0,18,3,0,1,0,8,18,25,48,0,1,3,9,23,19,45,0,3,47,28,8,14,0,2,13,22,22,41,0,1,31,26,21,21,43,10,45,2,43,21,27,9,43,20,26,11,0,1,38,61,39,1,31,29,69,1,9,1,3,2,1,1,13,31,0,1,10,5,6,2,1,10,4,1,6,6,5,1,4,7,0,3,62,34,0,1,0,0,0,0,100,0,0,0,1,2,63,26,8,1,0,20,32,29,16,2,5.369565217391305,5.551210861513504,3.5000000000000004,2.115108557622118,13.082474226804122,4.590910637455237,2.857142857142857,1.560423223013755
AZ,AZE,Azerbaijan,-99,2021-01-14,2021-01-01,100,0,0,0,0,53,82,1933440.498095896,0,4,1,95,5,6,89,4,4,92,4,22,74,2,11,87,4,20,76,4,8,88,5,8,87,4,6,90,6,3,91,3,9,88,6,12,82,6,6,88,6,21,73,99,1,0,0,94,1,5,0,96,0,3,1,78,1,12,9,89,3,6,2,80,2,9,9,92,3,3,2,92,0,4,4,94,1,2,3,97,0,3,0,91,1,6,2,88,1,5,6,94,0,3,3,79,0,13,8,16,2,18,64,85,0,4,11,22,3,23,52,78,0,6,16,94,3,3,0,94,3,3,0,97,2,1,0,33,0,13,54,100,30,3,11,14,14,28,48,6,16,9,21,48,9,12,10,21,48,7,12,12,21,48,10,12,7,23,48,11,8,8,25,88,8,3,1,88,7,4,1,88,2,10,0,88,7,2,3,88,8,3,1,88,8,3,1,96,0,0,4,96,0,0,4,96,0,0,4,96,0,0,4,96,0,0,4,96,1,0,3,96,0,0,4,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,51,4,19,26,51,5,28,16,51,6,7,36,51,6,18,25,51,5,6,38,51,6,10,33,59,4,8,29,92,0,6,1,0,1,62,2,1,5,15,15,62,4,33,1,65,2,4,29,65,2,25,3,2,0,0,3,65,2,18,8,6,1,66,1,11,13,5,4,69,1,1,29,0,80,2,2,15,1,85,2,11,2,76,1,23,0,95,1,3,1,86,2,8,4,97,0,2,1,93,1,6,0,83,1,0,4,2,2,8,83,1,0,4,3,3,6,88,0,4,5,0,3,88,1,2,3,2,4,88,0,6,1,2,3,98,0,2,0,98,0,2,0,98,0,2,0,93,0,1,6,94,0,3,3,99,0,0,0,0,0,0,0,1,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,100,0,0,0,0,0,100,0,0,0,0,0,0,0,100,0,0,0,0,100,0,0,0,0,0,0,5,4.538126771542923,3.916666666666666,3.117642854737689,0,0,0,0
AZ,AZE,Azerbaijan,1,2021-01-14,2020-12-23,100,1,12162.3399859065,0,0,83,100,1462419.6513311325,98,1,3,96,1,14,85,1,7,92,0,30,70,1,21,78,1,19,80,1,9,90,1,3,96,1,14,85,1,8,91,1,20,79,1,28,71,1,13,86,0,31,69,97,0,2,1,86,2,3,9,93,1,3,3,70,3,5,22,79,2,2,17,81,0,4,15,91,2,1,6,97,0,1,2,86,2,5,7,92,1,6,1,80,3,7,10,72,2,4,22,87,0,1,12,69,3,10,18,0,0,30,70,70,1,8,21,0,0,24,76,76,0,12,12,88,1,11,0,88,5,7,0,95,1,2,2,12,1,11,76,100,0,0,15,28,41,16,0,1,27,41,31,0,3,28,27,42,0,2,40,23,35,0,3,33,23,41,0,3,8,14,75,89,2,6,3,89,4,2,5,89,3,3,5,89,3,3,5,89,5,0,6,89,4,2,5,87,0,0,13,87,0,0,13,87,0,0,13,87,0,0,13,87,0,1,12,87,0,3,10,87,0,0,13,97,0,0,3,97,0,0,3,97,0,0,3,97,0,1,2,97,0,0,3,0,3,18,79,0,0,62,38,0,3,7,90,0,3,32,65,0,3,7,90,0,2,19,79,0,0,36,64,64,0,30,5,0,1,0,0,3,12,46,39,0,0,99,1,0,0,16,84,0,0,68,14,2,1,1,14,0,0,43,29,16,12,0,1,35,43,17,4,0,1,9,85,5,0,3,12,80,5,82,0,16,2,38,1,61,0,93,0,6,1,68,0,25,7,93,0,6,1,81,1,17,1,0,2,2,9,31,27,29,0,1,4,10,31,34,20,0,4,43,39,9,5,0,2,8,22,31,37,0,2,25,33,19,21,42,1,50,7,42,5,23,30,42,3,33,22,0,3,26,71,29,0,26,45,74,0,7,2,3,3,0,1,10,48,0,3,5,3,6,2,3,4,3,1,3,4,1,2,0,12,0,2,44,53,1,0,0,100,0,0,0,0,0,0,1,2,63,23,11,1,1,11,30,44,8,5,4.318840579710145,4.660512322327275,3.12,1.96468827043885,11.398936170212766,5.059102191607644,2.956989247311828,1.5316514140727155
AZ,AZE,Azerbaijan,2,2021-01-14,2020-12-27,100,0,0,0,0,97,100,1965396.5051878716,94,5,3,92,5,2,93,5,1,94,5,23,72,6,12,82,4,17,79,5,5,90,5,5,90,4,2,94,4,6,90,4,12,84,3,19,78,5,5,90,5,21,74,97,0,1,2,98,0,1,1,99,0,1,0,77,0,4,19,88,0,4,8,83,0,5,12,95,1,3,1,95,0,2,3,98,1,0,1,94,0,4,2,88,0,5,7,81,1,3,15,95,0,5,0,79,0,6,15,0,0,32,68,68,0,7,25,0,1,38,61,62,1,12,25,88,2,10,0,88,8,4,0,92,6,2,0,14,1,8,77,100,0,0,14,26,30,30,0,6,31,33,30,0,8,15,31,46,0,9,16,37,38,0,10,14,34,42,0,11,5,27,57,92,1,3,4,92,2,2,4,92,2,4,2,92,2,1,5,92,2,0,6,92,2,1,5,84,0,0,16,84,0,1,15,84,1,1,14,84,0,2,14,84,0,5,11,84,0,4,12,84,0,0,16,93,0,1,6,93,0,2,5,93,0,1,6,93,0,2,5,93,0,1,6,0,2,41,57,0,0,75,25,0,4,9,87,0,3,43,54,0,6,8,86,0,4,16,80,0,0,50,50,50,0,38,10,0,2,0,0,2,9,28,61,0,1,99,0,0,1,13,86,0,1,78,12,0,3,1,5,0,1,55,20,12,12,0,0,29,41,17,13,0,1,4,91,4,0,3,5,88,4,59,0,39,2,25,0,75,0,91,0,7,2,57,0,28,15,92,0,8,0,84,0,16,0,0,1,1,6,22,21,49,0,0,0,8,26,35,31,0,1,44,31,14,10,0,1,9,17,34,39,0,1,24,33,20,22,43,3,47,7,43,13,28,16,43,13,30,14,0,1,44,55,45,0,16,39,84,1,6,0,1,1,0,0,7,40,0,2,7,2,9,1,3,1,5,0,0,5,5,0,2,18,0,1,63,34,0,2,0,0,100,0,0,0,0,0,4,4,61,13,18,4,1,16,31,28,16,4,4.110204081632653,5.264038567565432,3.826086956521739,2.5343490093485093,11.826086956521738,5.121831522629539,2.4318181818181817,1.4605577154379734
