ISO2,ISO_3,country_agg,age,date,first_date,count,cli,cli_weight,cliWHO,cliWHO_weight,cli_local,count_local,weight,Finished,B1_1..77,B1_1.1,B1_1.2,B1_2..77,B1_2.1,B1_2.2,B1_3..77,B1_3.1,B1_3.2,B1_4..77,B1_4.1,B1_4.2,B1_5..77,B1_5.1,B1_5.2,B1_6..77,B1_6.1,B1_6.2,B1_7..77,B1_7.1,B1_7.2,B1_8..77,B1_8.1,B1_8.2,B1_9..77,B1_9.1,B1_9.2,B1_10..77,B1_10.1,B1_10.2,B1_11..77,B1_11.1,B1_11.2,B1_12..77,B1_12.1,B1_12.2,B1_13..77,B1_13.1,B1_13.2,B1_14..77,B1_14.1,B1_14.2,B1b_x1..99,B1b_x1..77,B1b_x1.1,B1b_x1.2,B1b_x2..99,B1b_x2..77,B1b_x2.1,B1b_x2.2,B1b_x3..99,B1b_x3..77,B1b_x3.1,B1b_x3.2,B1b_x4..99,B1b_x4..77,B1b_x4.1,B1b_x4.2,B1b_x5..99,B1b_x5..77,B1b_x5.1,B1b_x5.2,B1b_x6..99,B1b_x6..77,B1b_x6.1,B1b_x6.2,B1b_x7..99,B1b_x7..77,B1b_x7.1,B1b_x7.2,B1b_x8..99,B1b_x8..77,B1b_x8.1,B1b_x8.2,B1b_x9..99,B1b_x9..77,B1b_x9.1,B1b_x9.2,B1b_x10..99,B1b_x10..77,B1b_x10.1,B1b_x10.2,B1b_x11..99,B1b_x11..77,B1b_x11.1,B1b_x11.2,B1b_x12..99,B1b_x12..77,B1b_x12.1,B1b_x12.2,B1b_x13..99,B1b_x13..77,B1b_x13.1,B1b_x13.2,B1b_x14..99,B1b_x14..77,B1b_x14.1,B1b_x14.2,B3..99,B3..77,B3.1,B3.2,B5..99,B5..77,B5.1,B5.2,B6..99,B6..77,B6.1,B6.2,B7..99,B7..77,B7.1,B7.2,B8..99,B8.1,B8.2,B8.3,B9..99,B9.1,B9.2,B9.3,B10..99,B10.1,B10.2,B10.3,B11..99,B11..77,B11.1,B11.2,V1..99,V2..99,V2a..99,V3..99,V3..77,V3.1,V3.2,V3.3,V3.4,V4_1..99,V4_1..77,V4_1.1,V4_1.2,V4_1.3,V4_2..99,V4_2..77,V4_2.1,V4_2.2,V4_2.3,V4_3..99,V4_3..77,V4_3.1,V4_3.2,V4_3.3,V4_4..99,V4_4..77,V4_4.1,V4_4.2,V4_4.3,V4_5..99,V4_5..77,V4_5.1,V4_5.2,V4_5.3,V4_6..99,V5a_1..99,V5a_2..99,V5a_3..99,V5a_4..99,V5a_5..99,V5a_6..99,V5a_7..99,V5a_8..99,V5a_9..99,V5b_1..99,V5b_2..99,V5b_3..99,V5b_4..99,V5b_5..99,V5b_6..99,V5b_7..99,V5b_8..99,V5b_9..99,V5c_1..99,V5c_2..99,V5c_3..99,V5c_4..99,V5c_5..99,V5c_6..99,V5c_7..99,V5c_8..99,V5c_9..99,V5d_1..99,V5d_2..99,V5d_3..99,V5d_4..99,V5d_5..99,V5d_6..99,V5d_7..99,V5d_8..99,V5d_9..99,V6_1..99,V6_2..99,V6_3..99,V6_4..99,V6_5..99,V6_6..99,V6_7..99,V9..99,V9..77,V9.1,V9.2,V9.3,V9.4,V10_1..99,V10_2..99,V10_3..99,V10_4..99,V10_5..99,V10_6..99,V10_7..99,V10_8..99,V10_9..99,V10_10..99,V11..99,V12..99,B12_1..99,B12_1..77,B12_1.1,B12_1.2,B12_2..99,B12_2..77,B12_2.1,B12_2.2,B12_3..99,B12_3..77,B12_3.1,B12_3.2,B12_4..99,B12_4..77,B12_4.1,B12_4.2,B12_5..99,B12_5..77,B12_5.1,B12_5.2,B12_6..99,B12_6..77,B12_6.1,B12_6.2,B13_1..99,B13_1..77,B13_1.2,B13_2..99,B13_2..77,B13_2.2,B13_3..99,B13_3..77,B13_3.1,B13_3.2,B13_4..99,B13_4..77,B13_4.1,B13_4.2,B13_5..99,B13_5..77,B13_5.1,B13_5.2,B13_6..99,B13_6..77,B13_6.1,B13_6.2,B13_7..99,B13_7..77,B13_7.1,B13_7.2,B14_1..99,B14_1..77,B14_1.2,B14_2..99,B14_2..77,B14_2.1,B14_2.2,B14_3..99,B14_3..77,B14_3.1,B14_3.2,B14_4..99,B14_4..77,B14_4.1,B14_4.2,B14_5..99,B14_5..77,B14_5.2,C0_1..99,C0_1..77,C0_1.1,C0_1.2,C0_2..99,C0_2..77,C0_2.1,C0_2.2,C0_3..99,C0_3..77,C0_3.1,C0_3.2,C0_4..99,C0_4..77,C0_4.1,C0_4.2,C0_5..99,C0_5..77,C0_5.1,C0_5.2,C0_6..99,C0_6..77,C0_6.1,C0_6.2,C1_m..99,C1_m..77,C1_m.1,C1_m.2,C2..99,C2..77,C2.1,C2.2,C2.3,C2.4,C7..99,C7..77,C7.1,C7.2,C7.3,C7.4,C8..99,C8..77,C8.1,C8.2,C3..99,C3..77,C3.1,C3.2,C5..99,C5..77,C5.1,C5.2,C5.3,C5.4,C5.5,C5.6,C6..99,C6..77,C6.1,C6.2,C6.3,C6.4,C14..99,C14..77,C14.1,C14.2,C14.3,C14.4,C9..99,C9..77,C9.1,C9.2,C9.3,C9a..99,C12..99,C12..77,C12.1,C12.2,C12.3,C13_1..99,C13_1..77,C13_1.1,C13_1.2,C13_2..99,C13_2..77,C13_2.1,C13_2.2,C13_3..99,C13_3..77,C13_3.1,C13_3.2,C13_4..99,C13_4..77,C13_4.1,C13_4.2,C13_5..99,C13_5..77,C13_5.1,C13_5.2,C13_6..99,C13_6..77,C13_6.1,C13_6.2,D1..99,D1..77,D1.1,D1.2,D1.3,D1.4,D1.5,D2..99,D2..77,D2.1,D2.2,D2.3,D2.4,D2.5,D3..99,D3..77,D3.1,D3.2,D3.3,D3.4,D4..99,D4..77,D4.1,D4.2,D4.3,D4.4,D5..99,D5..77,D5.1,D5.2,D5.3,D5.4,D6_1..99,D6_1..77,D6_1.1,D6_1.2,D6_2..99,D6_2..77,D6_2.1,D6_2.2,D6_3..99,D6_3..77,D6_3.1,D6_3.2,D7..99,D7..77,D7.1,D7.2,D8..99,D8..77,D8.1,D8.2,D9..99,D9..77,D9.1,D9.2,D9.3,D9.4,D9.5,D9.6,D9.7,D10..99,D10..77,D10.1,D10.2,D10.3,D10.4,D10.5,D10.6,D10.7,D10.8,D10.9,D10.10,D10.11,D10.12,D10.13,D10.14,D10.15,E3..99,E3..77,E3.1,E3.2,E3.3,E3.4,E4..99,E4..77,E4.1,E4.2,E4.3,E4.4,E4.5,E4.6,E4.7,E2..99,E2..77,E2.1,E2.2,E2.3,E7..99,E7..77,E7.1,E7.2,E7.3,E7.4,E7.5,B2.mean,B2.sd,B4.mean,B4.sd,E6.mean,E6.sd,E5.mean,E5.sd
AZ,AZE,Azerbaijan,-99,2021-01-17,2021-01-15,100,2,32141.124402754198,2,32141.124402754198,41,77,2158201.8178101224,0,6,4,90,6,12,82,7,7,86,9,29,62,7,12,81,6,24,70,7,9,84,9,11,80,6,9,85,6,7,87,8,11,81,7,22,71,7,12,81,4,32,64,96,0,2,2,88,0,4,8,93,0,4,3,71,1,17,11,88,0,6,6,76,1,14,9,91,0,7,2,89,0,6,5,91,0,3,6,93,0,4,3,89,0,7,4,78,2,7,13,88,1,6,5,68,1,20,11,23,0,18,59,85,0,5,10,31,4,27,38,75,0,6,19,94,0,6,0,94,2,4,0,98,2,0,0,43,3,8,46,100,100,0,37,1,12,16,18,16,55,11,10,12,12,55,13,6,11,15,55,12,12,11,10,55,15,9,10,11,55,15,3,5,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,0,28,6,6,4,0,0,0,0,0,0,0,0,0,0,0,0,92,5,0,3,92,5,0,3,92,2,4,2,92,4,2,2,92,4,2,2,92,4,2,2,100,0,0,100,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,61,4,10,25,61,2,25,12,61,5,4,30,61,5,13,21,61,5,6,28,61,5,3,31,64,0,14,22,86,0,8,3,1,2,66,1,0,6,9,18,66,1,33,0,73,0,3,24,73,0,19,2,2,1,0,3,73,0,15,2,5,5,73,1,13,7,3,3,78,0,3,17,2,0,84,0,2,11,3,90,1,7,2,75,2,22,1,96,0,3,1,87,2,6,5,94,1,4,1,97,0,3,0,88,1,0,1,1,3,6,88,1,0,0,3,1,7,91,0,1,3,3,2,91,0,1,2,1,5,91,0,1,3,1,4,98,1,1,0,98,2,0,0,98,1,1,0,95,0,0,5,95,0,3,2,99,0,1,0,0,0,0,0,0,99,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,100,0,0,0,0,0,100,0,0,0,0,0,0,0,0,100,0,0,0,0,100,0,0,0,0,0,0,5.2631578947368425,6.198012805016799,3.3000000000000003,1.8287822299126937,0,0,0,0
AZ,AZE,Azerbaijan,-99,2021-01-18,2021-01-16,100,2,32141.124402754198,2,32141.124402754198,31,79,2270692.091919852,0,6,4,90,8,13,79,7,6,87,9,29,62,8,14,78,6,21,73,7,10,83,9,9,82,6,9,85,6,7,87,8,10,82,6,19,75,7,7,86,5,27,68,96,0,2,2,87,1,5,7,94,1,3,2,71,1,15,13,86,1,7,6,79,2,10,9,90,0,7,3,91,0,6,3,91,1,3,5,93,0,5,2,90,1,5,4,81,0,7,12,93,0,4,3,73,1,16,10,21,0,15,64,88,0,5,7,27,5,25,43,78,0,5,17,95,1,4,0,95,1,4,0,99,1,0,0,40,3,10,47,100,100,0,34,0,10,16,21,19,50,13,10,14,13,50,16,6,11,17,50,11,11,12,16,50,14,12,9,15,50,16,2,5,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,0,28,8,6,6,0,0,0,0,0,0,0,0,0,0,0,0,90,6,0,4,90,4,2,4,90,3,4,3,90,2,4,4,90,4,2,4,90,4,3,3,100,0,0,100,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,58,4,13,25,58,3,23,16,58,6,5,31,58,5,12,25,58,5,5,32,58,5,4,33,60,0,15,25,85,0,8,5,1,1,62,1,1,5,10,21,62,2,36,0,67,0,4,29,67,0,25,3,2,1,0,2,67,0,20,3,6,4,68,1,13,9,4,5,73,0,3,22,2,0,78,0,2,17,3,87,0,11,2,77,1,21,1,95,0,4,1,88,1,5,6,95,0,3,2,96,0,4,0,82,1,0,1,4,5,7,82,1,0,0,2,5,10,88,0,3,3,4,2,88,0,1,3,3,5,88,0,2,3,3,4,96,1,2,1,96,3,1,0,96,2,2,0,93,0,1,6,94,0,4,2,99,0,1,0,0,0,0,0,0,99,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,100,0,0,0,0,0,100,0,0,0,0,0,0,0,0,100,0,0,0,0,100,0,0,0,0,0,0,4.947368421052632,6.089190104674652,3,1.4142135623730951,0,0,0,0
AZ,AZE,Azerbaijan,-99,2021-01-19,2021-01-17,100,3,72307.52219927419,1,18875.374264211998,31,81,2423735.858202176,0,7,4,89,8,15,77,6,8,86,6,27,67,9,12,79,6,19,75,6,9,85,8,7,85,6,9,85,6,7,87,7,9,84,7,20,73,7,6,87,6,27,67,96,2,1,1,85,4,5,6,92,3,2,3,73,4,9,14,88,3,3,6,81,4,6,9,91,2,5,2,93,1,3,3,91,3,2,4,93,2,3,2,91,2,3,4,80,2,6,12,94,2,2,2,73,3,12,12,19,0,17,64,86,0,6,8,25,3,28,44,74,0,1,25,99,1,0,0,99,0,1,0,100,0,0,0,32,3,10,55,100,100,0,33,0,10,14,23,20,47,13,12,12,16,47,15,9,11,18,47,9,13,14,17,47,12,13,10,18,47,14,3,8,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,1,27,10,7,6,0,0,0,0,0,0,0,0,0,0,0,0,90,5,0,5,90,3,3,4,90,3,4,3,90,1,4,5,90,4,2,4,90,4,3,3,100,0,0,100,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,55,1,14,30,55,2,23,20,55,2,5,38,55,2,15,28,55,1,6,38,55,1,10,34,59,0,12,29,88,0,7,4,1,0,62,1,1,4,11,21,62,1,37,0,64,0,5,31,64,0,27,3,2,1,0,3,64,0,20,4,8,4,66,2,13,9,6,4,70,0,3,25,2,0,75,0,2,20,3,86,2,9,3,77,3,18,2,95,1,3,1,85,3,6,6,94,0,3,3,90,1,9,0,78,2,0,0,6,5,9,78,1,0,0,2,8,11,84,0,4,7,3,2,84,0,1,3,6,6,84,0,5,3,3,5,94,1,4,1,94,5,1,0,94,4,2,0,91,0,1,8,92,0,4,4,99,0,1,0,0,0,0,0,0,99,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,100,0,0,0,0,0,100,0,0,0,0,0,0,0,0,100,0,0,0,0,100,0,0,0,0,0,0,4.666666666666667,5.8795497864255655,2.5555555555555554,1.130388330520878,0,0,0,0
AZ,AZE,Azerbaijan,-99,2021-01-20,2021-01-17,100,3,64153.51852281659,1,10721.3705877544,32,79,2106311.768025335,0,9,4,87,10,15,75,9,8,83,8,32,60,11,14,75,10,19,71,8,9,83,8,7,85,8,10,82,8,7,85,10,7,83,11,19,70,9,9,82,10,28,62,96,2,1,1,85,4,4,7,92,4,2,2,68,6,7,19,86,4,4,6,81,4,6,9,91,2,4,3,93,1,4,2,90,3,4,3,93,2,4,1,93,2,1,4,81,2,8,9,91,3,4,2,72,3,13,12,21,0,16,63,87,0,3,10,27,2,21,50,80,0,1,19,99,1,0,0,99,0,1,0,100,0,0,0,32,3,9,56,100,100,0,35,0,8,13,24,20,47,10,13,10,20,47,13,10,7,23,47,9,13,10,21,47,8,12,10,23,47,12,3,8,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,2,22,13,9,5,0,0,0,0,0,0,0,0,0,0,0,0,91,5,1,3,91,3,5,1,91,2,4,3,91,2,4,3,91,4,1,4,91,4,2,3,100,0,0,100,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,55,2,18,25,55,2,26,17,55,1,5,39,55,3,14,28,55,2,6,37,55,2,12,31,60,0,13,27,87,0,5,8,0,0,63,1,2,4,11,19,63,1,36,0,66,0,6,28,66,0,26,4,0,0,1,3,66,0,17,2,8,7,69,1,6,10,8,6,70,0,1,25,4,0,74,0,1,22,3,82,2,15,1,75,2,22,1,95,1,4,0,87,2,7,4,94,0,4,2,88,1,10,1,77,2,0,0,6,6,9,77,1,0,1,3,11,7,85,0,9,4,2,0,85,0,0,2,6,7,85,0,5,5,3,2,92,2,4,2,92,7,1,0,92,7,1,0,91,0,2,7,93,0,3,4,100,0,0,0,0,0,0,0,0,99,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,100,0,0,0,0,0,100,0,0,0,0,0,0,0,0,100,0,0,0,0,100,0,0,0,0,0,0,3.9285714285714284,4.318947800625705,2.7777777777777777,1.092906420717,0,0,0,0
AZ,AZE,Azerbaijan,2,2021-01-20,2021-01-14,100,0,0,0,0,41,100,2019318.6831877274,98,2,3,95,3,6,91,3,2,95,2,24,74,4,6,90,2,17,81,3,2,95,4,3,93,3,5,92,3,1,96,3,10,87,2,20,78,4,4,92,4,23,73,97,0,3,0,94,2,1,3,98,0,1,1,76,1,13,10,94,1,0,5,83,2,7,8,98,1,0,1,97,0,2,1,95,0,1,4,99,0,1,0,90,1,4,5,80,2,7,11,96,0,2,2,77,0,16,7,0,0,19,81,81,0,7,12,0,0,43,57,57,0,14,29,86,1,13,0,86,1,13,0,99,1,0,0,14,2,8,76,100,100,0,0,0,19,24,27,30,0,14,20,35,31,0,14,16,33,37,0,9,24,29,38,0,13,16,31,40,0,16,8,23,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,48,26,9,16,0,0,0,0,0,0,0,0,0,0,0,0,92,4,1,3,92,5,0,3,92,1,6,1,92,5,1,2,92,3,5,0,92,5,2,1,100,0,0,100,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,6,32,62,0,4,66,30,0,5,7,88,0,6,26,68,0,6,13,81,0,4,18,78,0,0,38,62,62,0,27,9,0,2,0,1,3,15,39,42,0,1,96,3,0,1,14,85,0,0,69,13,4,2,1,11,0,0,62,14,14,10,0,1,30,42,20,7,0,1,12,84,3,0,0,2,9,86,3,68,1,31,0,34,1,64,1,93,0,7,0,74,1,16,9,87,0,10,3,82,1,17,0,0,3,5,7,20,24,41,0,1,5,11,20,22,41,0,3,44,30,12,11,0,1,13,21,34,31,0,1,35,31,15,18,34,9,49,8,34,17,23,26,34,18,31,17,0,2,41,57,43,0,21,36,79,4,6,0,2,1,1,0,7,38,1,4,5,5,4,5,3,4,2,0,3,3,3,5,2,13,0,2,65,32,0,1,0,0,0,100,0,0,0,0,0,0,1,60,24,15,0,0,22,33,28,12,5,5.511111111111111,7.356574740950568,2.8333333333333335,1.3371158468430429,12.01086956521739,4.381516033524307,2.6559139784946235,1.3870097932000742
AZ,AZE,Azerbaijan,-99,2021-01-21,2021-01-19,100,3,64153.51852281659,1,10721.3705877544,20,78,1986271.1994793299,0,11,5,84,12,10,78,12,8,80,10,26,64,12,13,75,11,19,70,9,9,82,11,5,84,9,11,80,8,10,82,13,7,80,12,17,71,11,10,79,11,24,65,95,2,2,1,90,2,3,5,92,3,2,3,74,5,5,16,87,3,6,4,81,4,7,8,91,2,3,4,95,1,4,0,89,2,6,3,90,3,7,0,93,2,1,4,83,4,5,8,90,3,6,1,76,4,10,10,21,1,13,65,89,0,2,9,29,1,24,46,78,0,2,20,98,1,1,0,98,1,1,0,99,1,0,0,35,2,7,56,100,100,0,35,0,12,14,20,19,45,7,18,11,19,45,10,9,9,27,45,7,16,11,21,45,7,8,13,27,45,10,1,10,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,3,17,14,11,8,0,0,0,0,0,0,0,0,0,0,0,0,93,3,1,3,93,3,2,2,93,1,3,3,93,2,3,2,93,2,1,4,93,3,1,3,100,0,0,100,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,52,2,13,33,52,3,25,20,52,2,4,42,52,2,16,30,52,4,5,39,52,3,10,35,58,0,12,30,88,0,6,6,0,0,61,0,1,8,12,18,61,0,39,0,66,2,5,27,66,0,28,3,0,1,1,1,66,0,19,1,8,6,69,0,8,10,9,4,69,0,2,25,4,0,72,0,2,23,3,88,1,9,2,76,1,22,1,96,0,4,0,86,1,8,5,95,0,3,2,90,1,7,2,75,2,0,0,4,6,13,75,1,0,2,6,9,7,83,0,10,5,1,1,83,0,1,4,5,7,83,1,6,6,1,3,92,3,4,1,92,6,2,0,92,5,3,0,89,0,4,7,93,0,4,3,100,0,0,0,0,0,0,0,0,97,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,100,0,0,0,0,0,100,0,0,0,0,0,0,0,0,100,0,0,0,0,100,0,0,0,0,0,0,4.945945945945946,6.484793948349673,2.75,0.9574271077563381,0,0,0,0
AZ,AZE,Azerbaijan,2,2021-01-21,2021-01-15,100,0,0,0,0,39,100,2006190.609611286,98,2,3,95,2,6,92,3,4,93,1,27,72,3,7,90,1,17,82,3,2,95,4,3,93,3,3,94,3,1,96,3,6,91,1,20,79,3,3,94,4,19,77,97,0,3,0,94,1,1,4,96,0,3,1,73,2,14,11,93,1,1,5,83,2,7,8,98,1,0,1,97,0,2,1,97,0,1,2,99,0,1,0,94,0,3,3,80,2,6,12,97,1,1,1,81,0,13,6,0,0,17,83,83,0,5,12,0,0,45,55,55,0,11,34,89,1,10,0,89,2,9,0,98,2,0,0,11,1,9,79,100,100,0,0,0,19,27,27,27,0,14,18,39,29,0,14,15,37,34,0,10,24,32,34,0,14,19,33,34,0,15,6,25,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,46,29,12,12,0,0,0,0,0,0,0,0,0,0,0,0,91,4,0,5,91,4,1,4,91,1,6,2,91,4,1,4,91,3,5,1,91,4,2,3,100,0,0,100,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,7,34,59,0,5,65,30,0,6,6,88,0,7,27,66,0,6,10,84,0,5,20,75,0,0,39,61,61,0,28,8,1,2,0,1,3,16,33,47,0,0,97,3,0,1,14,85,0,0,68,14,4,1,1,12,0,0,58,17,14,11,0,0,28,43,22,7,0,2,10,83,5,0,0,3,9,85,3,66,0,34,0,35,0,64,1,94,0,6,0,73,0,19,8,90,0,8,2,80,0,20,0,0,4,6,4,22,21,43,0,2,5,8,22,22,41,0,3,42,37,9,9,0,1,13,20,35,31,0,1,34,35,13,17,31,7,52,10,31,18,25,26,31,17,34,18,0,2,41,57,43,0,23,34,77,2,8,0,2,2,1,0,8,36,1,3,5,5,4,4,5,4,2,0,4,5,2,5,3,12,0,3,63,32,0,2,0,0,0,100,0,0,0,0,0,0,1,61,25,13,0,0,22,42,22,10,4,6.25,8.339106527345637,2.8333333333333335,1.5275252316519468,11.911111111111111,4.387531988921305,2.7032967032967035,1.3783605841280793
AZ,AZE,Azerbaijan,3,2021-01-21,2021-01-14,100,0,0,0,0,37,100,2054923.6533325063,95,3,1,96,1,1,98,3,3,94,2,20,78,2,5,93,1,10,89,2,2,96,2,4,94,1,3,96,3,1,96,1,11,88,0,19,81,1,3,96,1,22,77,99,0,0,1,99,0,1,0,97,0,2,1,80,0,7,13,95,0,0,5,90,1,5,4,98,0,2,0,96,0,4,0,97,0,1,2,99,0,1,0,89,0,4,7,81,0,8,11,97,0,1,2,78,0,12,10,0,0,17,83,83,0,5,12,0,2,43,55,57,1,9,33,91,1,7,1,91,6,3,0,94,2,3,1,12,1,19,68,100,100,0,0,0,12,27,28,33,0,9,14,35,42,0,6,14,26,54,0,5,24,27,44,0,7,18,28,47,0,14,6,19,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,45,28,9,16,0,0,0,0,0,0,0,0,0,0,0,0,81,9,2,8,81,7,4,8,81,4,12,3,81,6,5,8,81,9,3,7,81,7,5,7,100,0,0,100,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,5,45,50,0,3,80,17,0,9,8,83,0,7,45,48,0,7,17,76,0,6,25,69,0,0,50,50,50,0,31,8,7,4,0,0,1,10,35,54,0,0,99,1,0,1,14,85,0,0,82,8,3,1,0,6,0,0,34,23,27,16,0,0,22,44,23,11,0,0,4,93,3,0,0,1,7,91,1,55,1,43,1,20,1,78,1,92,1,5,2,55,1,34,10,83,0,13,4,75,0,23,2,0,1,1,6,19,17,56,0,0,0,8,22,28,42,0,0,41,33,13,13,0,0,12,17,28,43,0,0,38,18,26,18,44,2,50,4,44,14,29,13,44,11,35,10,0,0,52,48,52,1,15,32,85,0,9,0,2,0,0,0,4,33,0,1,4,8,11,2,1,5,2,0,3,3,6,0,1,20,0,2,61,36,0,1,0,0,0,0,100,0,0,0,0,4,1,65,19,11,4,0,15,30,30,16,5,7.071428571428571,8.89612921346011,2.5384615384615383,1.6132464481796025,13.726315789473684,4.532253455906656,3.239130434782609,1.8118630155713795
AZ,AZE,Azerbaijan,-99,2021-01-22,2021-01-20,100,1,10721.3705877544,1,10721.3705877544,29,80,1807189.9765122167,0,10,3,87,10,11,79,11,5,84,10,22,68,11,13,76,11,19,70,8,8,84,10,7,83,9,8,83,8,9,83,12,8,80,11,18,71,11,13,76,10,22,68,97,0,2,1,89,0,4,7,95,0,2,3,78,1,6,15,87,0,7,6,81,2,8,9,92,0,3,5,93,0,6,1,92,1,4,3,91,1,7,1,92,1,2,5,82,2,4,12,87,1,7,5,78,1,11,10,19,1,15,65,86,0,4,10,26,1,23,50,79,0,6,15,94,1,5,0,94,2,4,0,98,2,0,0,35,2,7,56,100,100,0,32,0,13,16,20,19,41,11,20,11,17,41,13,9,8,29,41,11,13,11,24,41,11,10,13,25,41,15,2,7,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,2,19,12,13,11,0,0,0,0,0,0,0,0,0,0,0,0,93,3,1,3,93,3,2,2,93,1,3,3,93,2,3,2,93,2,1,4,93,3,1,3,100,0,0,100,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,49,4,16,31,49,4,26,21,49,5,4,42,49,4,16,31,49,7,7,37,49,5,10,36,56,0,16,28,84,0,7,7,1,1,58,0,1,8,15,18,58,0,42,0,62,2,3,33,62,0,28,3,0,2,1,4,62,0,21,3,7,7,64,1,6,12,10,7,67,1,1,27,4,0,71,1,1,23,4,85,0,14,1,75,0,25,0,96,0,4,0,86,0,11,3,93,0,6,1,90,0,7,3,73,1,1,0,3,7,15,73,0,1,2,8,7,9,81,0,10,3,3,3,81,0,3,3,3,10,81,1,6,7,1,4,91,2,6,1,91,5,2,2,91,4,4,1,85,0,5,10,90,0,4,6,100,0,0,0,0,0,0,0,0,97,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,100,0,0,0,0,0,100,0,0,0,0,0,0,0,0,100,0,0,0,0,100,0,0,0,0,0,0,5.416666666666667,6.5873254924026,3.3333333333333335,1.0327955589886444,0,0,0,0
