"","countrycode","regioncode","provincecode","population","p_w_provs","p_m_provs","recent_p_w_provs","recent_p_m_provs","sumreach_provs","population_region","p_w_regs_only","p_m_regs_only","recent_p_w_regs_only","recent_p_m_regs_only","sumreach_regs","p_w_regs_rhs","p_m_regs_rhs","recent_p_w_regs_rhs","recent_p_m_regs_rhs","sumreach_regs_rhs1","sumreach_regs_rhs2","p_w_regs","p_m_regs","recent_p_w_regs","recent_p_m_regs","population_country","p_w_country_only","p_m_country_only","recent_p_w_country_only","recent_p_m_country_only","sumreach_country","p_w_country_rhs","p_m_country_rhs","sumreach_country_rhs","recent_p_w_country_rhs","recent_p_m_country_rhs","recent_sumreach_country_rhs","p_w_country","p_m_country","recent_p_w_country","recent_p_m_country"
"1","ES","ESAN","ESAL",716820,NA,NA,NA,NA,0,8414240,NA,NA,NA,NA,0,0,0,0,0,0,0,0.537213403880071,0.537213403880071,0.0285714285714286,0.0285714285714286,47026208,0.0769230769230769,0.08,0,0,65,0.537213403880071,0.537213403880071,36,0.0285714285714286,0.0285714285714286,36,0.240986955838441,0.242967153858243,0.0101838755304102,0.0101838755304102
"2","ES","ESAN","ESCO",782979,NA,NA,NA,NA,0,8414240,NA,NA,NA,NA,0,0,0,0,0,0,0,0.537213403880071,0.537213403880071,0.0285714285714286,0.0285714285714286,47026208,0.0769230769230769,0.08,0,0,65,0.537213403880071,0.537213403880071,36,0.0285714285714286,0.0285714285714286,36,0.240986955838441,0.242967153858243,0.0101838755304102,0.0101838755304102
"3","ES","ESAN","ESGR",914678,NA,NA,NA,NA,0,8414240,NA,NA,NA,NA,0,0,0,0,0,0,0,0.537213403880071,0.537213403880071,0.0285714285714286,0.0285714285714286,47026208,0.0769230769230769,0.08,0,0,65,0.537213403880071,0.537213403880071,36,0.0285714285714286,0.0285714285714286,36,0.240986955838441,0.242967153858243,0.0101838755304102,0.0101838755304102
"4","ES","ESAN","ESH",521870,0.015,0.015,0.005,0.005,200,8414240,NA,NA,NA,NA,0,0,0,0,0,0,0,0.537213403880071,0.537213403880071,0.0285714285714286,0.0285714285714286,47026208,0.0769230769230769,0.08,0,0,65,0.537213403880071,0.537213403880071,36,0.0285714285714286,0.0285714285714286,36,0.240986955838441,0.242967153858243,0.0101838755304102,0.0101838755304102
"5","ES","ESAN","ESCA",1240155,NA,NA,NA,NA,0,8414240,NA,NA,NA,NA,0,0,0,0,0,0,0,0.537213403880071,0.537213403880071,0.0285714285714286,0.0285714285714286,47026208,0.0769230769230769,0.08,0,0,65,0.537213403880071,0.537213403880071,36,0.0285714285714286,0.0285714285714286,36,0.240986955838441,0.242967153858243,0.0101838755304102,0.0101838755304102
"6","ES","ESAN","ESJ",633564,NA,NA,NA,NA,0,8414240,NA,NA,NA,NA,0,0,0,0,0,0,0,0.537213403880071,0.537213403880071,0.0285714285714286,0.0285714285714286,47026208,0.0769230769230769,0.08,0,0,65,0.537213403880071,0.537213403880071,36,0.0285714285714286,0.0285714285714286,36,0.240986955838441,0.242967153858243,0.0101838755304102,0.0101838755304102
"7","ES","ESAN","ESMA",1661785,NA,NA,NA,NA,0,8414240,NA,NA,NA,NA,0,0,0,0,0,0,0,0.537213403880071,0.537213403880071,0.0285714285714286,0.0285714285714286,47026208,0.0769230769230769,0.08,0,0,65,0.537213403880071,0.537213403880071,36,0.0285714285714286,0.0285714285714286,36,0.240986955838441,0.242967153858243,0.0101838755304102,0.0101838755304102
"8","ES","ESAN","ESSE",1942389,0.04,0.04,0.02,0.02,50,8414240,NA,NA,NA,NA,0,0,0,0,0,0,0,0.537213403880071,0.537213403880071,0.0285714285714286,0.0285714285714286,47026208,0.0769230769230769,0.08,0,0,65,0.537213403880071,0.537213403880071,36,0.0285714285714286,0.0285714285714286,36,0.240986955838441,0.242967153858243,0.0101838755304102,0.0101838755304102
"9","ES","ESAR","ESTE",134137,NA,NA,NA,NA,0,1319291,NA,NA,NA,NA,0,0,0,0,0,0,0,0.537213403880071,0.537213403880071,0.0285714285714286,0.0285714285714286,47026208,0.0769230769230769,0.08,0,0,65,0.537213403880071,0.537213403880071,36,0.0285714285714286,0.0285714285714286,36,0.240986955838441,0.242967153858243,0.0101838755304102,0.0101838755304102
"10","ES","ESAR","ESHU",220461,NA,NA,NA,NA,0,1319291,NA,NA,NA,NA,0,0,0,0,0,0,0,0.537213403880071,0.537213403880071,0.0285714285714286,0.0285714285714286,47026208,0.0769230769230769,0.08,0,0,65,0.537213403880071,0.537213403880071,36,0.0285714285714286,0.0285714285714286,36,0.240986955838441,0.242967153858243,0.0101838755304102,0.0101838755304102
"11","ES","ESAR","ESZ",964693,NA,NA,NA,NA,0,1319291,NA,NA,NA,NA,0,0,0,0,0,0,0,0.537213403880071,0.537213403880071,0.0285714285714286,0.0285714285714286,47026208,0.0769230769230769,0.08,0,0,65,0.537213403880071,0.537213403880071,36,0.0285714285714286,0.0285714285714286,36,0.240986955838441,0.242967153858243,0.0101838755304102,0.0101838755304102
"12","ES","ESAS","ESO",1022800,0,0,0,0,30,1022800,NA,NA,NA,NA,0,0,0,0,0,0,0,0.537213403880071,0.537213403880071,0.0285714285714286,0.0285714285714286,47026208,0.0769230769230769,0.08,0,0,65,0.537213403880071,0.537213403880071,36,0.0285714285714286,0.0285714285714286,36,0.240986955838441,0.242967153858243,0.0101838755304102,0.0101838755304102
"13","ES","ESCB","ESS",581078,NA,NA,NA,NA,0,581078,NA,NA,NA,NA,0,0,0,0,0,0,0,0.537213403880071,0.537213403880071,0.0285714285714286,0.0285714285714286,47026208,0.0769230769230769,0.08,0,0,65,0.537213403880071,0.537213403880071,36,0.0285714285714286,0.0285714285714286,36,0.240986955838441,0.242967153858243,0.0101838755304102,0.0101838755304102
"14","ES","ESCE","ESCE",84777,NA,NA,NA,NA,0,84777,NA,NA,NA,NA,0,0,0,0,0,0,0,0.537213403880071,0.537213403880071,0.0285714285714286,0.0285714285714286,47026208,0.0769230769230769,0.08,0,0,65,0.537213403880071,0.537213403880071,36,0.0285714285714286,0.0285714285714286,36,0.240986955838441,0.242967153858243,0.0101838755304102,0.0101838755304102
"15","ES","ESCL","ESAV",157640,NA,NA,NA,NA,0,2399548,NA,NA,NA,NA,0,0,0,0,0,0,0,0.537213403880071,0.537213403880071,0.0285714285714286,0.0285714285714286,47026208,0.0769230769230769,0.08,0,0,65,0.537213403880071,0.537213403880071,36,0.0285714285714286,0.0285714285714286,36,0.240986955838441,0.242967153858243,0.0101838755304102,0.0101838755304102
"16","ES","ESCL","ESLE",460001,NA,NA,NA,NA,0,2399548,NA,NA,NA,NA,0,0,0,0,0,0,0,0.537213403880071,0.537213403880071,0.0285714285714286,0.0285714285714286,47026208,0.0769230769230769,0.08,0,0,65,0.537213403880071,0.537213403880071,36,0.0285714285714286,0.0285714285714286,36,0.240986955838441,0.242967153858243,0.0101838755304102,0.0101838755304102
"17","ES","ESCL","ESP",160980,NA,NA,NA,NA,0,2399548,NA,NA,NA,NA,0,0,0,0,0,0,0,0.537213403880071,0.537213403880071,0.0285714285714286,0.0285714285714286,47026208,0.0769230769230769,0.08,0,0,65,0.537213403880071,0.537213403880071,36,0.0285714285714286,0.0285714285714286,36,0.240986955838441,0.242967153858243,0.0101838755304102,0.0101838755304102
