"","countrycode","regioncode","provincecode","population","p_w_provs","p_m_provs","recent_p_w_provs","recent_p_m_provs","sumreach_provs","population_region","p_w_regs_only","p_m_regs_only","recent_p_w_regs_only","recent_p_m_regs_only","sumreach_regs","p_w_regs_rhs","p_m_regs_rhs","recent_p_w_regs_rhs","recent_p_m_regs_rhs","sumreach_regs_rhs1","sumreach_regs_rhs2","p_w_regs","p_m_regs","recent_p_w_regs","recent_p_m_regs","population_country","p_w_country_only","p_m_country_only","recent_p_w_country_only","recent_p_m_country_only","sumreach_country","p_w_country_rhs","p_m_country_rhs","sumreach_country_rhs","recent_p_w_country_rhs","recent_p_m_country_rhs","recent_sumreach_country_rhs","p_w_country","p_m_country","recent_p_w_country","recent_p_m_country"
"1","ES","ESAN","ESAL",716820,NA,NA,NA,NA,0,8414240,0.15,0.15,0,0,20,0.0187335051975207,0.0187335051975207,0,0,150,130,2.59427873033543,2.59427873033543,0.0662122900157948,0.0662122900157948,47026208,0.161290322580645,0.0833333333333333,0,0,62,2.59427873033543,2.59427873033543,1102,0.0662122900157948,0.0662122900157948,1102,2.46468656428664,2.46053421606212,0.0626855185544724,0.0626855185544724
"2","ES","ESAN","ESCO",782979,NA,NA,NA,NA,0,8414240,0.15,0.15,0,0,20,0.0187335051975207,0.0187335051975207,0,0,150,130,2.59427873033543,2.59427873033543,0.0662122900157948,0.0662122900157948,47026208,0.161290322580645,0.0833333333333333,0,0,62,2.59427873033543,2.59427873033543,1102,0.0662122900157948,0.0662122900157948,1102,2.46468656428664,2.46053421606212,0.0626855185544724,0.0626855185544724
"3","ES","ESAN","ESGR",914678,NA,NA,NA,NA,0,8414240,0.15,0.15,0,0,20,0.0187335051975207,0.0187335051975207,0,0,150,130,2.59427873033543,2.59427873033543,0.0662122900157948,0.0662122900157948,47026208,0.161290322580645,0.0833333333333333,0,0,62,2.59427873033543,2.59427873033543,1102,0.0662122900157948,0.0662122900157948,1102,2.46468656428664,2.46053421606212,0.0626855185544724,0.0626855185544724
"4","ES","ESAN","ESH",521870,NA,NA,NA,NA,0,8414240,0.15,0.15,0,0,20,0.0187335051975207,0.0187335051975207,0,0,150,130,2.59427873033543,2.59427873033543,0.0662122900157948,0.0662122900157948,47026208,0.161290322580645,0.0833333333333333,0,0,62,2.59427873033543,2.59427873033543,1102,0.0662122900157948,0.0662122900157948,1102,2.46468656428664,2.46053421606212,0.0626855185544724,0.0626855185544724
"5","ES","ESAN","ESCA",1240155,0,0,NA,NA,20,8414240,0.15,0.15,0,0,20,0.0187335051975207,0.0187335051975207,0,0,150,130,2.59427873033543,2.59427873033543,0.0662122900157948,0.0662122900157948,47026208,0.161290322580645,0.0833333333333333,0,0,62,2.59427873033543,2.59427873033543,1102,0.0662122900157948,0.0662122900157948,1102,2.46468656428664,2.46053421606212,0.0626855185544724,0.0626855185544724
"6","ES","ESAN","ESJ",633564,NA,NA,NA,NA,0,8414240,0.15,0.15,0,0,20,0.0187335051975207,0.0187335051975207,0,0,150,130,2.59427873033543,2.59427873033543,0.0662122900157948,0.0662122900157948,47026208,0.161290322580645,0.0833333333333333,0,0,62,2.59427873033543,2.59427873033543,1102,0.0662122900157948,0.0662122900157948,1102,2.46468656428664,2.46053421606212,0.0626855185544724,0.0626855185544724
"7","ES","ESAN","ESMA",1661785,0.04,0.04,0,0,50,8414240,0.15,0.15,0,0,20,0.0187335051975207,0.0187335051975207,0,0,150,130,2.59427873033543,2.59427873033543,0.0662122900157948,0.0662122900157948,47026208,0.161290322580645,0.0833333333333333,0,0,62,2.59427873033543,2.59427873033543,1102,0.0662122900157948,0.0662122900157948,1102,2.46468656428664,2.46053421606212,0.0626855185544724,0.0626855185544724
"8","ES","ESAN","ESSE",1942389,0.0125,0.0125,0,0,80,8414240,0.15,0.15,0,0,20,0.0187335051975207,0.0187335051975207,0,0,150,130,2.59427873033543,2.59427873033543,0.0662122900157948,0.0662122900157948,47026208,0.161290322580645,0.0833333333333333,0,0,62,2.59427873033543,2.59427873033543,1102,0.0662122900157948,0.0662122900157948,1102,2.46468656428664,2.46053421606212,0.0626855185544724,0.0626855185544724
"9","ES","ESAR","ESTE",134137,NA,NA,NA,NA,0,1319291,0.1,0.1,0,0,50,0.00372037726742685,0.00372037726742685,0,0,52,52,2.59427873033543,2.59427873033543,0.0662122900157948,0.0662122900157948,47026208,0.161290322580645,0.0833333333333333,0,0,62,2.59427873033543,2.59427873033543,1102,0.0662122900157948,0.0662122900157948,1102,2.46468656428664,2.46053421606212,0.0626855185544724,0.0626855185544724
"10","ES","ESAR","ESHU",220461,0.02,0.02,0,0,50,1319291,0.1,0.1,0,0,50,0.00372037726742685,0.00372037726742685,0,0,52,52,2.59427873033543,2.59427873033543,0.0662122900157948,0.0662122900157948,47026208,0.161290322580645,0.0833333333333333,0,0,62,2.59427873033543,2.59427873033543,1102,0.0662122900157948,0.0662122900157948,1102,2.46468656428664,2.46053421606212,0.0626855185544724,0.0626855185544724
"11","ES","ESAR","ESZ",964693,0,0,0,0,2,1319291,0.1,0.1,0,0,50,0.00372037726742685,0.00372037726742685,0,0,52,52,2.59427873033543,2.59427873033543,0.0662122900157948,0.0662122900157948,47026208,0.161290322580645,0.0833333333333333,0,0,62,2.59427873033543,2.59427873033543,1102,0.0662122900157948,0.0662122900157948,1102,2.46468656428664,2.46053421606212,0.0626855185544724,0.0626855185544724
"12","ES","ESAS","ESO",1022800,NA,NA,NA,NA,0,1022800,0,0,0,0,2,0,0,0,0,0,0,2.59427873033543,2.59427873033543,0.0662122900157948,0.0662122900157948,47026208,0.161290322580645,0.0833333333333333,0,0,62,2.59427873033543,2.59427873033543,1102,0.0662122900157948,0.0662122900157948,1102,2.46468656428664,2.46053421606212,0.0626855185544724,0.0626855185544724
"13","ES","ESCB","ESS",581078,NA,NA,NA,NA,0,581078,0.0333333333333333,0.0333333333333333,0,0,60,0,0,0,0,0,0,2.59427873033543,2.59427873033543,0.0662122900157948,0.0662122900157948,47026208,0.161290322580645,0.0833333333333333,0,0,62,2.59427873033543,2.59427873033543,1102,0.0662122900157948,0.0662122900157948,1102,2.46468656428664,2.46053421606212,0.0626855185544724,0.0626855185544724
"14","ES","ESCE","ESCE",84777,0,0,0,0,100,84777,0,0,0,0,100,0,0,0,0,100,100,2.59427873033543,2.59427873033543,0.0662122900157948,0.0662122900157948,47026208,0.161290322580645,0.0833333333333333,0,0,62,2.59427873033543,2.59427873033543,1102,0.0662122900157948,0.0662122900157948,1102,2.46468656428664,2.46053421606212,0.0626855185544724,0.0626855185544724
"15","ES","ESCL","ESAV",157640,NA,NA,NA,NA,0,2399548,0.166666666666667,0.166666666666667,0.0333333333333333,0.0333333333333333,30,0.0562218970560196,0.0562218970560196,0.00466970605557638,0.00466970605557638,295,290,2.59427873033543,2.59427873033543,0.0662122900157948,0.0662122900157948,47026208,0.161290322580645,0.0833333333333333,0,0,62,2.59427873033543,2.59427873033543,1102,0.0662122900157948,0.0662122900157948,1102,2.46468656428664,2.46053421606212,0.0626855185544724,0.0626855185544724
"16","ES","ESCL","ESLE",460001,NA,NA,NA,NA,0,2399548,0.166666666666667,0.166666666666667,0.0333333333333333,0.0333333333333333,30,0.0562218970560196,0.0562218970560196,0.00466970605557638,0.00466970605557638,295,290,2.59427873033543,2.59427873033543,0.0662122900157948,0.0662122900157948,47026208,0.161290322580645,0.0833333333333333,0,0,62,2.59427873033543,2.59427873033543,1102,0.0662122900157948,0.0662122900157948,1102,2.46468656428664,2.46053421606212,0.0626855185544724,0.0626855185544724
"17","ES","ESCL","ESP",160980,NA,NA,NA,NA,0,2399548,0.166666666666667,0.166666666666667,0.0333333333333333,0.0333333333333333,30,0.0562218970560196,0.0562218970560196,0.00466970605557638,0.00466970605557638,295,290,2.59427873033543,2.59427873033543,0.0662122900157948,0.0662122900157948,47026208,0.161290322580645,0.0833333333333333,0,0,62,2.59427873033543,2.59427873033543,1102,0.0662122900157948,0.0662122900157948,1102,2.46468656428664,2.46053421606212,0.0626855185544724,0.0626855185544724
"18","ES","ESCL","ESSG",153129,0.05,0.05,0,0,20,2399548,0.166666666666667,0.166666666666667,0.0333333333333333,0.0333333333333333,30,0.0562218970560196,0.0562218970560196,0.00466970605557638,0.00466970605557638,295,290,2.59427873033543,2.59427873033543,0.0662122900157948,0.0662122900157948,47026208,0.161290322580645,0.0833333333333333,0,0,62,2.59427873033543,2.59427873033543,1102,0.0662122900157948,0.0662122900157948,1102,2.46468656428664,2.46053421606212,0.0626855185544724,0.0626855185544724
"19","ES","ESCL","ESSA",330119,0,0,NA,NA,5,2399548,0.166666666666667,0.166666666666667,0.0333333333333333,0.0333333333333333,30,0.0562218970560196,0.0562218970560196,0.00466970605557638,0.00466970605557638,295,290,2.59427873033543,2.59427873033543,0.0662122900157948,0.0662122900157948,47026208,0.161290322580645,0.0833333333333333,0,0,62,2.59427873033543,2.59427873033543,1102,0.0662122900157948,0.0662122900157948,1102,2.46468656428664,2.46053421606212,0.0626855185544724,0.0626855185544724
"20","ES","ESCL","ESZA",172539,0.015,0.015,0.015,0.015,200,2399548,0.166666666666667,0.166666666666667,0.0333333333333333,0.0333333333333333,30,0.0562218970560196,0.0562218970560196,0.00466970605557638,0.00466970605557638,295,290,2.59427873033543,2.59427873033543,0.0662122900157948,0.0662122900157948,47026208,0.161290322580645,0.0833333333333333,0,0,62,2.59427873033543,2.59427873033543,1102,0.0662122900157948,0.0662122900157948,1102,2.46468656428664,2.46053421606212,0.0626855185544724,0.0626855185544724
"21","ES","ESCL","ESVA",519546,0.1,0.1,0,0,20,2399548,0.166666666666667,0.166666666666667,0.0333333333333333,0.0333333333333333,30,0.0562218970560196,0.0562218970560196,0.00466970605557638,0.00466970605557638,295,290,2.59427873033543,2.59427873033543,0.0662122900157948,0.0662122900157948,47026208,0.161290322580645,0.0833333333333333,0,0,62,2.59427873033543,2.59427873033543,1102,0.0662122900157948,0.0662122900157948,1102,2.46468656428664,2.46053421606212,0.0626855185544724,0.0626855185544724
"22","ES","ESCL","ESBU",356958,NA,NA,NA,NA,0,2399548,0.166666666666667,0.166666666666667,0.0333333333333333,0.0333333333333333,30,0.0562218970560196,0.0562218970560196,0.00466970605557638,0.00466970605557638,295,290,2.59427873033543,2.59427873033543,0.0662122900157948,0.0662122900157948,47026208,0.161290322580645,0.0833333333333333,0,0,62,2.59427873033543,2.59427873033543,1102,0.0662122900157948,0.0662122900157948,1102,2.46468656428664,2.46053421606212,0.0626855185544724,0.0626855185544724
"23","ES","ESCL","ESSO",88636,0.1,0.1,0.02,0.02,50,2399548,0.166666666666667,0.166666666666667,0.0333333333333333,0.0333333333333333,30,0.0562218970560196,0.0562218970560196,0.00466970605557638,0.00466970605557638,295,290,2.59427873033543,2.59427873033543,0.0662122900157948,0.0662122900157948,47026208,0.161290322580645,0.0833333333333333,0,0,62,2.59427873033543,2.59427873033543,1102,0.0662122900157948,0.0662122900157948,1102,2.46468656428664,2.46053421606212,0.0626855185544724,0.0626855185544724
"24","ES","ESCM","ESCU",196329,NA,NA,NA,NA,0,2032863,0.133333333333333,0.133333333333333,0,0,30,0.145097693415046,0.145097693415046,0,0,110,110,2.59427873033543,2.59427873033543,0.0662122900157948,0.0662122900157948,47026208,0.161290322580645,0.0833333333333333,0,0,62,2.59427873033543,2.59427873033543,1102,0.0662122900157948,0.0662122900157948,1102,2.46468656428664,2.46053421606212,0.0626855185544724,0.0626855185544724
"25","ES","ESCM","ESTO",694844,0.1,0.1,0,0,50,2032863,0.133333333333333,0.133333333333333,0,0,30,0.145097693415046,0.145097693415046,0,0,110,110,2.59427873033543,2.59427873033543,0.0662122900157948,0.0662122900157948,47026208,0.161290322580645,0.0833333333333333,0,0,62,2.59427873033543,2.59427873033543,1102,0.0662122900157948,0.0662122900157948,1102,2.46468656428664,2.46053421606212,0.0626855185544724,0.0626855185544724
"26","ES","ESCM","ESCR",495761,NA,NA,NA,NA,0,2032863,0.133333333333333,0.133333333333333,0,0,30,0.145097693415046,0.145097693415046,0,0,110,110,2.59427873033543,2.59427873033543,0.0662122900157948,0.0662122900157948,47026208,0.161290322580645,0.0833333333333333,0,0,62,2.59427873033543,2.59427873033543,1102,0.0662122900157948,0.0662122900157948,1102,2.46468656428664,2.46053421606212,0.0626855185544724,0.0626855185544724
"27","ES","ESCM","ESGU",257762,0.266666666666667,0.266666666666667,0,0,60,2032863,0.133333333333333,0.133333333333333,0,0,30,0.145097693415046,0.145097693415046,0,0,110,110,2.59427873033543,2.59427873033543,0.0662122900157948,0.0662122900157948,47026208,0.161290322580645,0.0833333333333333,0,0,62,2.59427873033543,2.59427873033543,1102,0.0662122900157948,0.0662122900157948,1102,2.46468656428664,2.46053421606212,0.0626855185544724,0.0626855185544724
"28","ES","ESCM","ESAB",388167,NA,NA,NA,NA,0,2032863,0.133333333333333,0.133333333333333,0,0,30,0.145097693415046,0.145097693415046,0,0,110,110,2.59427873033543,2.59427873033543,0.0662122900157948,0.0662122900157948,47026208,0.161290322580645,0.0833333333333333,0,0,62,2.59427873033543,2.59427873033543,1102,0.0662122900157948,0.0662122900157948,1102,2.46468656428664,2.46053421606212,0.0626855185544724,0.0626855185544724
"29","ES","ESCN","ESTF",1032983,0,0,NA,NA,40,2153389,0.2,0.2,0,0,40,0.0371642095320446,0.0371642095320446,0,0,110,70,2.59427873033543,2.59427873033543,0.0662122900157948,0.0662122900157948,47026208,0.161290322580645,0.0833333333333333,0,0,62,2.59427873033543,2.59427873033543,1102,0.0662122900157948,0.0662122900157948,1102,2.46468656428664,2.46053421606212,0.0626855185544724,0.0626855185544724
"30","ES","ESCN","ESGC",1120406,0.0714285714285714,0.0714285714285714,0,0,70,2153389,0.2,0.2,0,0,40,0.0371642095320446,0.0371642095320446,0,0,110,70,2.59427873033543,2.59427873033543,0.0662122900157948,0.0662122900157948,47026208,0.161290322580645,0.0833333333333333,0,0,62,2.59427873033543,2.59427873033543,1102,0.0662122900157948,0.0662122900157948,1102,2.46468656428664,2.46053421606212,0.0626855185544724,0.0626855185544724
"31","ES","ESCT","ESB",5664579,0.166666666666667,0.166666666666667,0,0,12,7675217,0,0,0,0,50,0.166666666666667,0.166666666666667,0,0,12,12,2.59427873033543,2.59427873033543,0.0662122900157948,0.0662122900157948,47026208,0.161290322580645,0.0833333333333333,0,0,62,2.59427873033543,2.59427873033543,1102,0.0662122900157948,0.0662122900157948,1102,2.46468656428664,2.46053421606212,0.0626855185544724,0.0626855185544724
"32","ES","ESCT","ESL",434930,NA,NA,NA,NA,0,7675217,0,0,0,0,50,0.166666666666667,0.166666666666667,0,0,12,12,2.59427873033543,2.59427873033543,0.0662122900157948,0.0662122900157948,47026208,0.161290322580645,0.0833333333333333,0,0,62,2.59427873033543,2.59427873033543,1102,0.0662122900157948,0.0662122900157948,1102,2.46468656428664,2.46053421606212,0.0626855185544724,0.0626855185544724
