"","countrycode","regioncode","provincecode","population","p_w_provs","p_m_provs","recent_p_w_provs","recent_p_m_provs","sumreach_provs","population_region","p_w_regs_only","p_m_regs_only","recent_p_w_regs_only","recent_p_m_regs_only","sumreach_regs","p_w_regs_rhs","p_m_regs_rhs","recent_p_w_regs_rhs","recent_p_m_regs_rhs","sumreach_regs_rhs1","sumreach_regs_rhs2","p_w_regs","p_m_regs","recent_p_w_regs","recent_p_m_regs","population_country","p_w_country_only","p_m_country_only","recent_p_w_country_only","recent_p_m_country_only","sumreach_country","p_w_country_rhs","p_m_country_rhs","sumreach_country_rhs","recent_p_w_country_rhs","recent_p_m_country_rhs","recent_sumreach_country_rhs","p_w_country","p_m_country","recent_p_w_country","recent_p_m_country"
"1","ES","ESAN","ESAL",716820,0.0434782608695652,0.0434782608695652,0,0,23,8414240,0.02,0.02,0.01,0.01,100,0.144927935919103,0.144927935919103,0.0158840499642782,0.0158840499642782,448,448,2.56694605194234,2.56694605194234,0.166807624074949,0.166807624074949,47026208,0.1875,0.1875,0.05,0.05,160,2.56694605194234,2.56694605194234,430,0.166807624074949,0.166807624074949,430,1.92167254633086,1.92167254633086,0.135130980258014,0.135130980258014
"2","ES","ESAN","ESCO",782979,0.1,0.1,0.02,0.02,50,8414240,0.02,0.02,0.01,0.01,100,0.144927935919103,0.144927935919103,0.0158840499642782,0.0158840499642782,448,448,2.56694605194234,2.56694605194234,0.166807624074949,0.166807624074949,47026208,0.1875,0.1875,0.05,0.05,160,2.56694605194234,2.56694605194234,430,0.166807624074949,0.166807624074949,430,1.92167254633086,1.92167254633086,0.135130980258014,0.135130980258014
"3","ES","ESAN","ESGR",914678,0.214285714285714,0.214285714285714,0.0142857142857143,0.0142857142857143,70,8414240,0.02,0.02,0.01,0.01,100,0.144927935919103,0.144927935919103,0.0158840499642782,0.0158840499642782,448,448,2.56694605194234,2.56694605194234,0.166807624074949,0.166807624074949,47026208,0.1875,0.1875,0.05,0.05,160,2.56694605194234,2.56694605194234,430,0.166807624074949,0.166807624074949,430,1.92167254633086,1.92167254633086,0.135130980258014,0.135130980258014
"4","ES","ESAN","ESH",521870,0.1,0.1,0.01,0.01,100,8414240,0.02,0.02,0.01,0.01,100,0.144927935919103,0.144927935919103,0.0158840499642782,0.0158840499642782,448,448,2.56694605194234,2.56694605194234,0.166807624074949,0.166807624074949,47026208,0.1875,0.1875,0.05,0.05,160,2.56694605194234,2.56694605194234,430,0.166807624074949,0.166807624074949,430,1.92167254633086,1.92167254633086,0.135130980258014,0.135130980258014
"5","ES","ESAN","ESCA",1240155,0.18,0.18,0,0,50,8414240,0.02,0.02,0.01,0.01,100,0.144927935919103,0.144927935919103,0.0158840499642782,0.0158840499642782,448,448,2.56694605194234,2.56694605194234,0.166807624074949,0.166807624074949,47026208,0.1875,0.1875,0.05,0.05,160,2.56694605194234,2.56694605194234,430,0.166807624074949,0.166807624074949,430,1.92167254633086,1.92167254633086,0.135130980258014,0.135130980258014
"6","ES","ESAN","ESJ",633564,0.08,0.08,0,0,25,8414240,0.02,0.02,0.01,0.01,100,0.144927935919103,0.144927935919103,0.0158840499642782,0.0158840499642782,448,448,2.56694605194234,2.56694605194234,0.166807624074949,0.166807624074949,47026208,0.1875,0.1875,0.05,0.05,160,2.56694605194234,2.56694605194234,430,0.166807624074949,0.166807624074949,430,1.92167254633086,1.92167254633086,0.135130980258014,0.135130980258014
"7","ES","ESAN","ESMA",1661785,0.12,0.12,0.06,0.06,100,8414240,0.02,0.02,0.01,0.01,100,0.144927935919103,0.144927935919103,0.0158840499642782,0.0158840499642782,448,448,2.56694605194234,2.56694605194234,0.166807624074949,0.166807624074949,47026208,0.1875,0.1875,0.05,0.05,160,2.56694605194234,2.56694605194234,430,0.166807624074949,0.166807624074949,430,1.92167254633086,1.92167254633086,0.135130980258014,0.135130980258014
"8","ES","ESAN","ESSE",1942389,0.2,0.2,0,0,30,8414240,0.02,0.02,0.01,0.01,100,0.144927935919103,0.144927935919103,0.0158840499642782,0.0158840499642782,448,448,2.56694605194234,2.56694605194234,0.166807624074949,0.166807624074949,47026208,0.1875,0.1875,0.05,0.05,160,2.56694605194234,2.56694605194234,430,0.166807624074949,0.166807624074949,430,1.92167254633086,1.92167254633086,0.135130980258014,0.135130980258014
"9","ES","ESAR","ESTE",134137,0,0,0,0,50,1319291,0.0333333333333333,0.0333333333333333,0,0,30,0.117056990920646,0.117056990920646,0,0,80,80,2.56694605194234,2.56694605194234,0.166807624074949,0.166807624074949,47026208,0.1875,0.1875,0.05,0.05,160,2.56694605194234,2.56694605194234,430,0.166807624074949,0.166807624074949,430,1.92167254633086,1.92167254633086,0.135130980258014,0.135130980258014
"10","ES","ESAR","ESHU",220461,NA,NA,NA,NA,0,1319291,0.0333333333333333,0.0333333333333333,0,0,30,0.117056990920646,0.117056990920646,0,0,80,80,2.56694605194234,2.56694605194234,0.166807624074949,0.166807624074949,47026208,0.1875,0.1875,0.05,0.05,160,2.56694605194234,2.56694605194234,430,0.166807624074949,0.166807624074949,430,1.92167254633086,1.92167254633086,0.135130980258014,0.135130980258014
"11","ES","ESAR","ESZ",964693,0.133333333333333,0.133333333333333,0,0,30,1319291,0.0333333333333333,0.0333333333333333,0,0,30,0.117056990920646,0.117056990920646,0,0,80,80,2.56694605194234,2.56694605194234,0.166807624074949,0.166807624074949,47026208,0.1875,0.1875,0.05,0.05,160,2.56694605194234,2.56694605194234,430,0.166807624074949,0.166807624074949,430,1.92167254633086,1.92167254633086,0.135130980258014,0.135130980258014
"12","ES","ESAS","ESO",1022800,0,0,0,0,10,1022800,NA,NA,NA,NA,0,0,0,0,0,0,0,2.56694605194234,2.56694605194234,0.166807624074949,0.166807624074949,47026208,0.1875,0.1875,0.05,0.05,160,2.56694605194234,2.56694605194234,430,0.166807624074949,0.166807624074949,430,1.92167254633086,1.92167254633086,0.135130980258014,0.135130980258014
"13","ES","ESCB","ESS",581078,NA,NA,NA,NA,0,581078,NA,NA,NA,NA,0,0,0,0,0,0,0,2.56694605194234,2.56694605194234,0.166807624074949,0.166807624074949,47026208,0.1875,0.1875,0.05,0.05,160,2.56694605194234,2.56694605194234,430,0.166807624074949,0.166807624074949,430,1.92167254633086,1.92167254633086,0.135130980258014,0.135130980258014
"14","ES","ESCE","ESCE",84777,NA,NA,NA,NA,0,84777,NA,NA,NA,NA,0,0,0,0,0,0,0,2.56694605194234,2.56694605194234,0.166807624074949,0.166807624074949,47026208,0.1875,0.1875,0.05,0.05,160,2.56694605194234,2.56694605194234,430,0.166807624074949,0.166807624074949,430,1.92167254633086,1.92167254633086,0.135130980258014,0.135130980258014
