"","countrycode","regioncode","provincecode","population","p_w_provs","p_m_provs","recent_p_w_provs","recent_p_m_provs","sumreach_provs","population_region","p_w_regs_only","p_m_regs_only","recent_p_w_regs_only","recent_p_m_regs_only","sumreach_regs","p_w_regs_rhs","p_m_regs_rhs","recent_p_w_regs_rhs","recent_p_m_regs_rhs","sumreach_regs_rhs1","sumreach_regs_rhs2","p_w_regs","p_m_regs","recent_p_w_regs","recent_p_m_regs","population_country","p_w_country_only","p_m_country_only","recent_p_w_country_only","recent_p_m_country_only","sumreach_country","p_w_country_rhs","p_m_country_rhs","sumreach_country_rhs","recent_p_w_country_rhs","recent_p_m_country_rhs","recent_sumreach_country_rhs","p_w_country","p_m_country","recent_p_w_country","recent_p_m_country"
"1","ES","ESAN","ESAL",716820,0.0434782608695652,0.0434782608695652,0,0,23,8414240,0.111111111111111,0.111111111111111,0,0,45,0.0698157215573268,0.0698157215573268,0.000752966399817452,0.000752966399817452,693,693,1.85035664275583,1.85035664275583,0.320059700326526,0.320059700326526,47026208,0.14,0.14,0,0,50,1.85035664275583,1.85035664275583,110,0.320059700326526,0.320059700326526,110,1.31587019189464,1.31587019189464,0.220041043974487,0.220041043974487
"2","ES","ESAN","ESCO",782979,0.08,0.08,0,0,50,8414240,0.111111111111111,0.111111111111111,0,0,45,0.0698157215573268,0.0698157215573268,0.000752966399817452,0.000752966399817452,693,693,1.85035664275583,1.85035664275583,0.320059700326526,0.320059700326526,47026208,0.14,0.14,0,0,50,1.85035664275583,1.85035664275583,110,0.320059700326526,0.320059700326526,110,1.31587019189464,1.31587019189464,0.220041043974487,0.220041043974487
"3","ES","ESAN","ESGR",914678,0.05,0.05,0,0,20,8414240,0.111111111111111,0.111111111111111,0,0,45,0.0698157215573268,0.0698157215573268,0.000752966399817452,0.000752966399817452,693,693,1.85035664275583,1.85035664275583,0.320059700326526,0.320059700326526,47026208,0.14,0.14,0,0,50,1.85035664275583,1.85035664275583,110,0.320059700326526,0.320059700326526,110,1.31587019189464,1.31587019189464,0.220041043974487,0.220041043974487
"4","ES","ESAN","ESH",521870,0.16,0.16,0,0,50,8414240,0.111111111111111,0.111111111111111,0,0,45,0.0698157215573268,0.0698157215573268,0.000752966399817452,0.000752966399817452,693,693,1.85035664275583,1.85035664275583,0.320059700326526,0.320059700326526,47026208,0.14,0.14,0,0,50,1.85035664275583,1.85035664275583,110,0.320059700326526,0.320059700326526,110,1.31587019189464,1.31587019189464,0.220041043974487,0.220041043974487
"5","ES","ESAN","ESCA",1240155,0.06,0.06,0,0,50,8414240,0.111111111111111,0.111111111111111,0,0,45,0.0698157215573268,0.0698157215573268,0.000752966399817452,0.000752966399817452,693,693,1.85035664275583,1.85035664275583,0.320059700326526,0.320059700326526,47026208,0.14,0.14,0,0,50,1.85035664275583,1.85035664275583,110,0.320059700326526,0.320059700326526,110,1.31587019189464,1.31587019189464,0.220041043974487,0.220041043974487
"6","ES","ESAN","ESJ",633564,0.02,0.02,0.01,0.01,200,8414240,0.111111111111111,0.111111111111111,0,0,45,0.0698157215573268,0.0698157215573268,0.000752966399817452,0.000752966399817452,693,693,1.85035664275583,1.85035664275583,0.320059700326526,0.320059700326526,47026208,0.14,0.14,0,0,50,1.85035664275583,1.85035664275583,110,0.320059700326526,0.320059700326526,110,1.31587019189464,1.31587019189464,0.220041043974487,0.220041043974487
"7","ES","ESAN","ESMA",1661785,0.05,0.05,0,0,200,8414240,0.111111111111111,0.111111111111111,0,0,45,0.0698157215573268,0.0698157215573268,0.000752966399817452,0.000752966399817452,693,693,1.85035664275583,1.85035664275583,0.320059700326526,0.320059700326526,47026208,0.14,0.14,0,0,50,1.85035664275583,1.85035664275583,110,0.320059700326526,0.320059700326526,110,1.31587019189464,1.31587019189464,0.220041043974487,0.220041043974487
"8","ES","ESAN","ESSE",1942389,0.1,0.1,0,0,100,8414240,0.111111111111111,0.111111111111111,0,0,45,0.0698157215573268,0.0698157215573268,0.000752966399817452,0.000752966399817452,693,693,1.85035664275583,1.85035664275583,0.320059700326526,0.320059700326526,47026208,0.14,0.14,0,0,50,1.85035664275583,1.85035664275583,110,0.320059700326526,0.320059700326526,110,1.31587019189464,1.31587019189464,0.220041043974487,0.220041043974487
"9","ES","ESAR","ESTE",134137,0.05,0.05,0,0,200,1319291,NA,NA,NA,NA,0,0,0,0,0,0,0,1.85035664275583,1.85035664275583,0.320059700326526,0.320059700326526,47026208,0.14,0.14,0,0,50,1.85035664275583,1.85035664275583,110,0.320059700326526,0.320059700326526,110,1.31587019189464,1.31587019189464,0.220041043974487,0.220041043974487
"10","ES","ESAR","ESHU",220461,0.1,0.1,0,0,50,1319291,NA,NA,NA,NA,0,0,0,0,0,0,0,1.85035664275583,1.85035664275583,0.320059700326526,0.320059700326526,47026208,0.14,0.14,0,0,50,1.85035664275583,1.85035664275583,110,0.320059700326526,0.320059700326526,110,1.31587019189464,1.31587019189464,0.220041043974487,0.220041043974487
"11","ES","ESAR","ESZ",964693,0.015,0.015,0,0,200,1319291,NA,NA,NA,NA,0,0,0,0,0,0,0,1.85035664275583,1.85035664275583,0.320059700326526,0.320059700326526,47026208,0.14,0.14,0,0,50,1.85035664275583,1.85035664275583,110,0.320059700326526,0.320059700326526,110,1.31587019189464,1.31587019189464,0.220041043974487,0.220041043974487
"12","ES","ESAS","ESO",1022800,0.0833333333333333,0.0833333333333333,0.0333333333333333,0.0333333333333333,60,1022800,NA,NA,NA,NA,0,0,0,0,0,0,0,1.85035664275583,1.85035664275583,0.320059700326526,0.320059700326526,47026208,0.14,0.14,0,0,50,1.85035664275583,1.85035664275583,110,0.320059700326526,0.320059700326526,110,1.31587019189464,1.31587019189464,0.220041043974487,0.220041043974487
"13","ES","ESCB","ESS",581078,0.06,0.06,0,0,100,581078,NA,NA,NA,NA,0,0,0,0,0,0,0,1.85035664275583,1.85035664275583,0.320059700326526,0.320059700326526,47026208,0.14,0.14,0,0,50,1.85035664275583,1.85035664275583,110,0.320059700326526,0.320059700326526,110,1.31587019189464,1.31587019189464,0.220041043974487,0.220041043974487
"14","ES","ESCE","ESCE",84777,NA,NA,NA,NA,0,84777,NA,NA,NA,NA,0,0,0,0,0,0,0,1.85035664275583,1.85035664275583,0.320059700326526,0.320059700326526,47026208,0.14,0.14,0,0,50,1.85035664275583,1.85035664275583,110,0.320059700326526,0.320059700326526,110,1.31587019189464,1.31587019189464,0.220041043974487,0.220041043974487
"15","ES","ESCL","ESAV",157640,NA,NA,NA,NA,0,2399548,0.2,0.2,0,0,25,0.0764526136418717,0.0764526136418717,0.0342848902348386,0.0342848902348386,802,600,1.85035664275583,1.85035664275583,0.320059700326526,0.320059700326526,47026208,0.14,0.14,0,0,50,1.85035664275583,1.85035664275583,110,0.320059700326526,0.320059700326526,110,1.31587019189464,1.31587019189464,0.220041043974487,0.220041043974487
"16","ES","ESCL","ESLE",460001,0.15,0.15,0.05,0.05,200,2399548,0.2,0.2,0,0,25,0.0764526136418717,0.0764526136418717,0.0342848902348386,0.0342848902348386,802,600,1.85035664275583,1.85035664275583,0.320059700326526,0.320059700326526,47026208,0.14,0.14,0,0,50,1.85035664275583,1.85035664275583,110,0.320059700326526,0.320059700326526,110,1.31587019189464,1.31587019189464,0.220041043974487,0.220041043974487
"17","ES","ESCL","ESP",160980,NA,NA,NA,NA,0,2399548,0.2,0.2,0,0,25,0.0764526136418717,0.0764526136418717,0.0342848902348386,0.0342848902348386,802,600,1.85035664275583,1.85035664275583,0.320059700326526,0.320059700326526,47026208,0.14,0.14,0,0,50,1.85035664275583,1.85035664275583,110,0.320059700326526,0.320059700326526,110,1.31587019189464,1.31587019189464,0.220041043974487,0.220041043974487
"18","ES","ESCL","ESSG",153129,NA,NA,NA,NA,0,2399548,0.2,0.2,0,0,25,0.0764526136418717,0.0764526136418717,0.0342848902348386,0.0342848902348386,802,600,1.85035664275583,1.85035664275583,0.320059700326526,0.320059700326526,47026208,0.14,0.14,0,0,50,1.85035664275583,1.85035664275583,110,0.320059700326526,0.320059700326526,110,1.31587019189464,1.31587019189464,0.220041043974487,0.220041043974487
"19","ES","ESCL","ESSA",330119,NA,NA,NA,NA,0,2399548,0.2,0.2,0,0,25,0.0764526136418717,0.0764526136418717,0.0342848902348386,0.0342848902348386,802,600,1.85035664275583,1.85035664275583,0.320059700326526,0.320059700326526,47026208,0.14,0.14,0,0,50,1.85035664275583,1.85035664275583,110,0.320059700326526,0.320059700326526,110,1.31587019189464,1.31587019189464,0.220041043974487,0.220041043974487
"20","ES","ESCL","ESZA",172539,0.1,0.1,0.01,0.01,200,2399548,0.2,0.2,0,0,25,0.0764526136418717,0.0764526136418717,0.0342848902348386,0.0342848902348386,802,600,1.85035664275583,1.85035664275583,0.320059700326526,0.320059700326526,47026208,0.14,0.14,0,0,50,1.85035664275583,1.85035664275583,110,0.320059700326526,0.320059700326526,110,1.31587019189464,1.31587019189464,0.220041043974487,0.220041043974487
"21","ES","ESCL","ESVA",519546,0.0148514851485149,0.0148514851485149,NA,NA,202,2399548,0.2,0.2,0,0,25,0.0764526136418717,0.0764526136418717,0.0342848902348386,0.0342848902348386,802,600,1.85035664275583,1.85035664275583,0.320059700326526,0.320059700326526,47026208,0.14,0.14,0,0,50,1.85035664275583,1.85035664275583,110,0.320059700326526,0.320059700326526,110,1.31587019189464,1.31587019189464,0.220041043974487,0.220041043974487
"22","ES","ESCL","ESBU",356958,NA,NA,NA,NA,0,2399548,0.2,0.2,0,0,25,0.0764526136418717,0.0764526136418717,0.0342848902348386,0.0342848902348386,802,600,1.85035664275583,1.85035664275583,0.320059700326526,0.320059700326526,47026208,0.14,0.14,0,0,50,1.85035664275583,1.85035664275583,110,0.320059700326526,0.320059700326526,110,1.31587019189464,1.31587019189464,0.220041043974487,0.220041043974487
"23","ES","ESCL","ESSO",88636,0.01,0.01,0,0,200,2399548,0.2,0.2,0,0,25,0.0764526136418717,0.0764526136418717,0.0342848902348386,0.0342848902348386,802,600,1.85035664275583,1.85035664275583,0.320059700326526,0.320059700326526,47026208,0.14,0.14,0,0,50,1.85035664275583,1.85035664275583,110,0.320059700326526,0.320059700326526,110,1.31587019189464,1.31587019189464,0.220041043974487,0.220041043974487
"24","ES","ESCM","ESCU",196329,0.2,0.2,0,0,100,2032863,NA,NA,NA,NA,0,0,0,0,0,0,0,1.85035664275583,1.85035664275583,0.320059700326526,0.320059700326526,47026208,0.14,0.14,0,0,50,1.85035664275583,1.85035664275583,110,0.320059700326526,0.320059700326526,110,1.31587019189464,1.31587019189464,0.220041043974487,0.220041043974487
"25","ES","ESCM","ESTO",694844,0.171428571428571,0.171428571428571,0.0285714285714286,0.0285714285714286,70,2032863,NA,NA,NA,NA,0,0,0,0,0,0,0,1.85035664275583,1.85035664275583,0.320059700326526,0.320059700326526,47026208,0.14,0.14,0,0,50,1.85035664275583,1.85035664275583,110,0.320059700326526,0.320059700326526,110,1.31587019189464,1.31587019189464,0.220041043974487,0.220041043974487
"26","ES","ESCM","ESCR",495761,0.15,0.15,0.015,0.015,200,2032863,NA,NA,NA,NA,0,0,0,0,0,0,0,1.85035664275583,1.85035664275583,0.320059700326526,0.320059700326526,47026208,0.14,0.14,0,0,50,1.85035664275583,1.85035664275583,110,0.320059700326526,0.320059700326526,110,1.31587019189464,1.31587019189464,0.220041043974487,0.220041043974487
