"","countrycode","regioncode","provincecode","population","p_w_provs","p_m_provs","recent_p_w_provs","recent_p_m_provs","sumreach_provs","population_region","p_w_regs_only","p_m_regs_only","recent_p_w_regs_only","recent_p_m_regs_only","sumreach_regs","p_w_regs_rhs","p_m_regs_rhs","recent_p_w_regs_rhs","recent_p_m_regs_rhs","sumreach_regs_rhs1","sumreach_regs_rhs2","p_w_regs","p_m_regs","recent_p_w_regs","recent_p_m_regs","population_country","p_w_country_only","p_m_country_only","recent_p_w_country_only","recent_p_m_country_only","sumreach_country","p_w_country_rhs","p_m_country_rhs","sumreach_country_rhs","recent_p_w_country_rhs","recent_p_m_country_rhs","recent_sumreach_country_rhs","p_w_country","p_m_country","recent_p_w_country","recent_p_m_country"
"1","ES","ESAN","ESAL",716820,NA,NA,NA,NA,0,8414240,NA,NA,NA,NA,0,0,0,0,0,0,0,0.650308641975309,0.650308641975309,0.125,0.125,47026208,0.1,0.1,0,0,60,0.650308641975309,0.650308641975309,236,0.125,0.125,236,0.53875959292626,0.53875959292626,0.0996621621621622,0.0996621621621622
"2","ES","ESAN","ESCO",782979,NA,NA,NA,NA,0,8414240,NA,NA,NA,NA,0,0,0,0,0,0,0,0.650308641975309,0.650308641975309,0.125,0.125,47026208,0.1,0.1,0,0,60,0.650308641975309,0.650308641975309,236,0.125,0.125,236,0.53875959292626,0.53875959292626,0.0996621621621622,0.0996621621621622
"3","ES","ESAN","ESGR",914678,NA,NA,NA,NA,0,8414240,NA,NA,NA,NA,0,0,0,0,0,0,0,0.650308641975309,0.650308641975309,0.125,0.125,47026208,0.1,0.1,0,0,60,0.650308641975309,0.650308641975309,236,0.125,0.125,236,0.53875959292626,0.53875959292626,0.0996621621621622,0.0996621621621622
"4","ES","ESAN","ESH",521870,0.015,0.015,0.005,0.005,200,8414240,NA,NA,NA,NA,0,0,0,0,0,0,0,0.650308641975309,0.650308641975309,0.125,0.125,47026208,0.1,0.1,0,0,60,0.650308641975309,0.650308641975309,236,0.125,0.125,236,0.53875959292626,0.53875959292626,0.0996621621621622,0.0996621621621622
"5","ES","ESAN","ESCA",1240155,NA,NA,NA,NA,0,8414240,NA,NA,NA,NA,0,0,0,0,0,0,0,0.650308641975309,0.650308641975309,0.125,0.125,47026208,0.1,0.1,0,0,60,0.650308641975309,0.650308641975309,236,0.125,0.125,236,0.53875959292626,0.53875959292626,0.0996621621621622,0.0996621621621622
"6","ES","ESAN","ESJ",633564,NA,NA,NA,NA,0,8414240,NA,NA,NA,NA,0,0,0,0,0,0,0,0.650308641975309,0.650308641975309,0.125,0.125,47026208,0.1,0.1,0,0,60,0.650308641975309,0.650308641975309,236,0.125,0.125,236,0.53875959292626,0.53875959292626,0.0996621621621622,0.0996621621621622
"7","ES","ESAN","ESMA",1661785,NA,NA,NA,NA,0,8414240,NA,NA,NA,NA,0,0,0,0,0,0,0,0.650308641975309,0.650308641975309,0.125,0.125,47026208,0.1,0.1,0,0,60,0.650308641975309,0.650308641975309,236,0.125,0.125,236,0.53875959292626,0.53875959292626,0.0996621621621622,0.0996621621621622
"8","ES","ESAN","ESSE",1942389,0.04,0.04,0.02,0.02,50,8414240,NA,NA,NA,NA,0,0,0,0,0,0,0,0.650308641975309,0.650308641975309,0.125,0.125,47026208,0.1,0.1,0,0,60,0.650308641975309,0.650308641975309,236,0.125,0.125,236,0.53875959292626,0.53875959292626,0.0996621621621622,0.0996621621621622
"9","ES","ESAR","ESTE",134137,NA,NA,NA,NA,0,1319291,NA,NA,NA,NA,0,0,0,0,0,0,0,0.650308641975309,0.650308641975309,0.125,0.125,47026208,0.1,0.1,0,0,60,0.650308641975309,0.650308641975309,236,0.125,0.125,236,0.53875959292626,0.53875959292626,0.0996621621621622,0.0996621621621622
"10","ES","ESAR","ESHU",220461,NA,NA,NA,NA,0,1319291,NA,NA,NA,NA,0,0,0,0,0,0,0,0.650308641975309,0.650308641975309,0.125,0.125,47026208,0.1,0.1,0,0,60,0.650308641975309,0.650308641975309,236,0.125,0.125,236,0.53875959292626,0.53875959292626,0.0996621621621622,0.0996621621621622
"11","ES","ESAR","ESZ",964693,NA,NA,NA,NA,0,1319291,NA,NA,NA,NA,0,0,0,0,0,0,0,0.650308641975309,0.650308641975309,0.125,0.125,47026208,0.1,0.1,0,0,60,0.650308641975309,0.650308641975309,236,0.125,0.125,236,0.53875959292626,0.53875959292626,0.0996621621621622,0.0996621621621622
"12","ES","ESAS","ESO",1022800,0,0,0,0,30,1022800,NA,NA,NA,NA,0,0,0,0,0,0,0,0.650308641975309,0.650308641975309,0.125,0.125,47026208,0.1,0.1,0,0,60,0.650308641975309,0.650308641975309,236,0.125,0.125,236,0.53875959292626,0.53875959292626,0.0996621621621622,0.0996621621621622
"13","ES","ESCB","ESS",581078,NA,NA,NA,NA,0,581078,NA,NA,NA,NA,0,0,0,0,0,0,0,0.650308641975309,0.650308641975309,0.125,0.125,47026208,0.1,0.1,0,0,60,0.650308641975309,0.650308641975309,236,0.125,0.125,236,0.53875959292626,0.53875959292626,0.0996621621621622,0.0996621621621622
"14","ES","ESCE","ESCE",84777,NA,NA,NA,NA,0,84777,NA,NA,NA,NA,0,0,0,0,0,0,0,0.650308641975309,0.650308641975309,0.125,0.125,47026208,0.1,0.1,0,0,60,0.650308641975309,0.650308641975309,236,0.125,0.125,236,0.53875959292626,0.53875959292626,0.0996621621621622,0.0996621621621622
