"Timestamp","Country","ISO.3166.1.a2","Region","ISO.3166.2","Language","Reach","Cases","Visibility","Recovered","Fatalities","RecentCases","RecentCases14","PositiveTest14Days","PositiveTest07Days","LongCovid","StillSick","Tested","Positive","Hospital","Severe","ICU","Vaccinated","RecentVaccinated","VaccineSideEffects","RefuseVaccine","ContactsDoctors","Surveyfirst","Surveyknown","Surveyforward","Dataset","Cookie","Campaign"
"2022-07-02","Bulgaria","BG","Plovdiv","BG16","en",10,4,3,,0,0,,,,,0,,,0,,,10,,,,,,,,"limesurvey-26631","btjcmtnpauvxce0frz",20220701
"2022-11-28","Bulgaria","BG","Sofia","BG23","en",3,0,2,,0,0,,,,,0,,,0,,,0,,,,,,,,"limesurvey-81602","xg8jqeod8z7nwyqb7d",20221128
"2023-01-30","Bulgaria","BG","Veliko Tarnovo","BG04","en",10,5,10,,0,0,,,,,0,,,0,,,2,,,,,,,,"limesurvey-103082","4xjdbqqyqmyvz4e6f4",20230130
