"date","region","population","sample_size","reach","p_cases","p_cases_error"
"2020/04/13","GBENG",56286961,2,62,NA,NA
"2020/04/14","GBENG",56286961,2,62,NA,NA
"2020/04/15","GBENG",56286961,2,62,NA,NA
"2020/04/16","GBENG",56286961,3,112,NA,NA
"2020/04/17","GBENG",56286961,4,162,NA,NA
"2020/04/18","GBENG",56286961,5,167,NA,NA
"2020/04/19","GBENG",56286961,5,167,NA,NA
"2020/04/20","GBENG",56286961,6,187,NA,NA
"2020/04/21","GBENG",56286961,6,187,NA,NA
"2020/04/22","GBENG",56286961,6,187,NA,NA
"2020/04/23","GBENG",56286961,6,187,NA,NA
"2020/04/24","GBENG",56286961,6,187,NA,NA
"2020/04/25","GBENG",56286961,6,187,NA,NA
"2020/04/26","GBENG",56286961,6,187,NA,NA
"2020/04/27","GBENG",56286961,8,295,NA,NA
"2020/04/13","GBSCT",5463300,8,310,NA,NA
"2020/04/14","GBSCT",5463300,8,310,NA,NA
"2020/04/15","GBSCT",5463300,8,310,NA,NA
"2020/04/16","GBSCT",5463300,8,310,NA,NA
"2020/04/17","GBSCT",5463300,8,310,NA,NA
"2020/04/18","GBSCT",5463300,8,310,NA,NA
"2020/04/19","GBSCT",5463300,8,310,NA,NA
"2020/04/20","GBSCT",5463300,8,310,NA,NA
"2020/04/21","GBSCT",5463300,8,310,NA,NA
"2020/04/22","GBSCT",5463300,8,310,NA,NA
"2020/04/23","GBSCT",5463300,8,310,NA,NA
"2020/04/24","GBSCT",5463300,8,310,NA,NA
"2020/04/25","GBSCT",5463300,8,310,NA,NA
"2020/04/26","GBSCT",5463300,8,310,NA,NA
"2020/04/27","GBSCT",5463300,8,310,NA,NA
"2020/04/13","GBWLS",3152879,1,4,NA,NA
"2020/04/14","GBWLS",3152879,1,4,NA,NA
"2020/04/15","GBWLS",3152879,1,4,NA,NA
"2020/04/16","GBWLS",3152879,1,4,NA,NA
"2020/04/17","GBWLS",3152879,1,4,NA,NA
"2020/04/18","GBWLS",3152879,1,4,NA,NA
"2020/04/19","GBWLS",3152879,1,4,NA,NA
"2020/04/20","GBWLS",3152879,1,4,NA,NA
"2020/04/21","GBWLS",3152879,1,4,NA,NA
"2020/04/22","GBWLS",3152879,1,4,NA,NA
"2020/04/23","GBWLS",3152879,1,4,NA,NA
"2020/04/24","GBWLS",3152879,1,4,NA,NA
"2020/04/25","GBWLS",3152879,1,4,NA,NA
"2020/04/26","GBWLS",3152879,1,4,NA,NA
"2020/04/27","GBWLS",3152879,1,4,NA,NA
"2020/04/13","GBNIR",1893667,0,0,NA,NA
"2020/04/14","GBNIR",1893667,0,0,NA,NA
"2020/04/15","GBNIR",1893667,0,0,NA,NA
"2020/04/16","GBNIR",1893667,0,0,NA,NA
"2020/04/17","GBNIR",1893667,0,0,NA,NA
"2020/04/18","GBNIR",1893667,0,0,NA,NA
"2020/04/19","GBNIR",1893667,0,0,NA,NA
"2020/04/20","GBNIR",1893667,0,0,NA,NA
"2020/04/21","GBNIR",1893667,0,0,NA,NA
"2020/04/22","GBNIR",1893667,0,0,NA,NA
"2020/04/23","GBNIR",1893667,0,0,NA,NA
"2020/04/24","GBNIR",1893667,0,0,NA,NA
"2020/04/25","GBNIR",1893667,0,0,NA,NA
"2020/04/26","GBNIR",1893667,0,0,NA,NA
"2020/04/27","GBNIR",1893667,0,0,NA,NA
