"CountryName","RegionName","SumCases","SumCost","AvgCases","AvgCost","PrescriptionIndex"
"Afghanistan","",6258683.54718235,1491.3,69540.9283020261,16.57,3
"Albania","",275823.170128735,1615.5,3064.70189031928,17.95,3
"Algeria","",7481915.82072737,1472.85,83132.3980080819,16.365,3
"Andorra","",1061.12730622926,1554.3,11.7903034025473,17.27,3
"Angola","",5667528.16330501,1542.6,62972.5351478334,17.14,3
"Argentina","",3166412.14144995,1513.8,35182.3571272217,16.82,3
"Aruba","",3897.9476351184,1517.4,43.3105292790933,16.86,3
"Australia","",3155453.26757932,1462.05,35060.5918619925,16.245,3
"Austria","",627586.311775885,1519.65,6973.18124195428,16.885,3
"Azerbaijan","",1272919.54516605,1503,14143.5505018451,16.7,3
"Bahamas","",48883.5146693627,1513.35,543.150162992919,16.815,3
"Bahrain","",81374.4691854564,1556.55,904.160768727294,17.295,3
"Bangladesh","",27354624.8945663,1479.6,303940.276606292,16.44,3
"Barbados","",21187.1355421966,1515.15,235.412617135518,16.835,3
"Belarus","",937051.330710938,1514.25,10411.6814523438,16.825,3
"Belgium","",548282.973525001,1540.35,6092.03303916667,17.115,3
"Belize","",40016.1901370581,1503,444.624334856202,16.7,3
"Benin","",1997144.48095131,1496.7,22190.4942327923,16.63,3
"Bermuda","",8724.26095031699,1587.6,96.9362327812999,17.64,3
"Bhutan","",131766.021156319,1521.9,1464.06690173688,16.91,3
"Bolivia","",1253481.04117544,1602,13927.5671241715,17.8,3
"Bosnia and Herzegovina","",296298.59667429,1457.1,3292.20662971433,16.19,3
"Botswana","",282812.397571556,1561.5,3142.35997301729,17.35,3
"Brazil","",15291196.377308,1614.6,169902.181970089,17.94,3
"Brunei","",63565.2554759617,1548,706.280616399575,17.2,3
"Bulgaria","",706481.349343656,1329.3,7849.79277048506,14.77,3
"Burkina Faso","",3641647.43270353,1606.95,40462.7492522615,17.855,3
"Burundi","",1974354.32505185,1570.95,21937.2702783539,17.455,3
"Cambodia","",2326127.07236084,1414.35,25845.8563595649,15.715,3
"Cameroon","",0,1557.45,0,17.305,3
"Canada","",3905503.8571001,1572.3,43394.4873011123,17.47,3
"Cape Verde","",52012.0504995004,1333.35,577.911672216672,14.815,3
"Central African Republic","",621741.88258252,1545.75,6908.24313980578,17.175,3
"Chad","",2927254.98007378,1567.35,32525.0553341532,17.415,3
"Chile","",1632176.59935665,1461.6,18135.2955484072,16.24,3
"China","",73676048.3632198,1498.05,818622.759591332,16.645,3
"Colombia","",3695926.02834231,1490.4,41065.844759359,16.56,3
"Comoros","",111172.04265786,1457.55,1235.24491842067,16.195,3
"Congo","",592157.003623225,1451.7,6579.52226248028,16.13,3
"Costa Rica","",402062.840991127,1464.75,4467.36489990141,16.275,3
"Cote d'Ivoire","",4370953.55106017,1432.8,48566.1505673353,15.92,3
"Croatia","",213837.837741841,1559.7,2375.97597490934,17.33,3
"Cuba","",1811909.73967089,1455.3,20132.3304407877,16.17,3
"Cyprus","",97698.2751295188,1544.85,1085.53639032799,17.165,3
"Czech Republic","",201349.249750198,1503.45,2237.21388611331,16.705,3
"Democratic Republic of Congo","",15651094.1648762,1651.05,173901.046276402,18.345,3
"Denmark","",493146.230911638,1574.1,5479.40256568487,17.49,3
"Djibouti","",162781.586461442,1597.05,1808.68429401602,17.745,3
"Dominica","",11141.3887355886,1532.25,123.793208173207,17.025,3
"Dominican Republic","",1263096.68724399,1479.6,14034.4076360443,16.44,3
"Ecuador","",2415030.99141327,1721.25,26833.6776823697,19.125,3
"Egypt","",17753456.9622683,1470.6,197260.632914092,16.34,3
"El Salvador","",910820.517862295,1622.25,10120.2279762477,18.025,3
"Eritrea","",977620.964794616,1540.8,10862.4551643846,17.12,3
"Estonia","",97179.4781926273,1560.6,1079.77197991808,17.34,3
"Eswatini","",133257.786965364,1575.9,1480.64207739293,17.51,3
"Ethiopia","",19062058.1969992,1652.4,211800.646633324,18.36,3
"Faeroe Islands","",7007.20052367676,1505.7,77.8577835964084,16.73,3
