"CountryName","RegionName","Date","PredictedDailyNewCases","PredictedDailyNewDeaths","PredictedDailyNewHospital","PredictedDailyNewICU","Cost","C1_School.closing","C2_Workplace.closing","C3_Cancel.public.events","C4_Restrictions.on.gatherings","C5_Close.public.transport","C6_Stay.at.home.requirements","C7_Restrictions.on.internal.movement","C8_International.travel.controls","H1_Public.information.campaigns","H2_Testing.policy","H3_Contact.tracing","H6_Facial.Coverings"
"Afghanistan","",2021-02-22,45124.3921575854,NA,NA,NA,33.14,3,3,2,4,2,3,2,4,2,3,2,4
"Afghanistan","",2021-02-23,47488.6303993169,NA,NA,NA,33.14,3,3,2,4,2,3,2,4,2,3,2,4
"Afghanistan","",2021-02-24,51507.8741173496,NA,NA,NA,33.14,3,3,2,4,2,3,2,4,2,3,2,4
"Afghanistan","",2021-02-25,55974.4275759249,NA,NA,NA,33.14,3,3,2,4,2,3,2,4,2,3,2,4
"Afghanistan","",2021-02-26,60600.1124721018,NA,NA,NA,33.14,3,3,2,4,2,3,2,4,2,3,2,4
"Afghanistan","",2021-02-27,65382.8373778981,NA,NA,NA,33.14,3,3,2,4,2,3,2,4,2,3,2,4
"Afghanistan","",2021-02-28,70464.3335530234,NA,11281.0980393964,3384.32941181891,33.14,3,3,2,4,2,3,2,4,2,3,2,4
"Afghanistan","",2021-03-01,74338.3903725547,NA,11872.1575998292,3561.64727994877,33.14,3,3,2,4,2,3,2,4,2,3,2,4
"Afghanistan","",2021-03-02,77654.3656660116,NA,12876.9685293374,3863.09055880122,33.14,3,3,2,4,2,3,2,4,2,3,2,4
"Afghanistan","",2021-03-03,82486.8396593144,NA,13993.6068939812,4198.08206819437,33.14,3,3,2,4,2,3,2,4,2,3,2,4
"Afghanistan","",2021-03-04,87581.4500975943,NA,15150.0281180255,4545.00843540764,33.14,3,3,2,4,2,3,2,4,2,3,2,4
"Afghanistan","",2021-03-05,92613.631140787,NA,16345.7093444745,4903.71280334236,33.14,3,3,2,4,2,3,2,4,2,3,2,4
"Afghanistan","",2021-03-06,97547.2506733355,NA,17616.0833882559,5284.82501647676,33.14,3,3,2,4,2,3,2,4,2,3,2,4
"Afghanistan","",2021-03-07,102491.651531147,451.243921575854,18584.5975931387,5575.37927794161,33.14,3,3,2,4,2,3,2,4,2,3,2,4
