"CountryName","RegionName","SumCases","SumCost","AvgCases","AvgCost","PrescriptionIndex"
"Afghanistan","",5246092.21793306,1588.05,58289.9135325896,17.645,2
"Albania","",232503.373293947,502.8,2583.37081437719,5.58666666666667,2
"Algeria","",5404546.61947647,2888.7,60050.517994183,32.0966666666667,2
"Andorra","",1080.85942406567,74.25,12.0095491562852,0.825,2
"Angola","",4146257.27149085,3058.65,46069.5252387872,33.985,2
"Argentina","",2584867.59135926,898.2,28720.7510151029,9.98,2
"Aruba","",3048.385055725,84.6,33.8709450636111,0.94,2
"Australia","",2188157.75007975,2584.5,24312.863889775,28.7166666666667,2
"Austria","",462474.12959323,887.4,5138.60143992477,9.86,2
"Azerbaijan","",890639.065736871,2522.1,9895.98961929856,28.0233333333333,2
"Bahamas","",32705.0448657538,2680.2,363.389387397264,29.78,2
"Bahrain","",68083.1153843324,1025.4,756.479059825915,11.3933333333333,2
"Bangladesh","",19204007.3981354,2908.2,213377.859979282,32.3133333333333,2
"Barbados","",12310.9874245488,34.65,136.788749161653,0.385,2
"Belarus","",816495.874010167,500.55,9072.17637789074,5.56166666666667,2
"Belgium","",472872.035395359,894.9,5254.1337266151,9.94333333333333,2
"Belize","",29472.1890702949,1648.5,327.468767447721,18.3166666666667,2
"Benin","",1475330.44746782,2993.4,16392.5605274203,33.26,2
"Bermuda","",6799.35001662126,2011.65,75.548333518014,22.3516666666667,2
"Bhutan","",97221.9327740717,2995.5,1080.24369748969,33.2833333333333,2
"Bolivia","",1048852.55544037,492.3,11653.9172826708,5.47,2
"Bosnia and Herzegovina","",218446.728211163,1644.45,2427.18586901292,18.2716666666667,2
"Botswana","",246398.493750712,207.6,2737.76104167458,2.30666666666667,2
"Brazil","",11837566.2295717,988.65,131528.513661908,10.985,2
"Brunei","",45747.5653576236,2931.6,508.306281751374,32.5733333333333,2
"Bulgaria","",511066.048568029,1622.55,5678.51165075588,18.0283333333333,2
"Burkina Faso","",2851791.13288931,3100.8,31686.5681432146,34.4533333333333,2
"Burundi","",1768122.27469433,1039.8,19645.8030521592,11.5533333333333,2
"Cambodia","",1708967.90582213,2761.65,18988.5322869126,30.685,2
"Cameroon","",0,0,0,0,2
"Canada","",3104436.29164772,781.35,34493.7365738636,8.68166666666667,2
"Cape Verde","",42641.5079996558,518.85,473.794533329509,5.765,2
"Central African Republic","",469266.132570917,2957.4,5214.06813967685,32.86,2
"Chad","",2200353.71483329,3134.7,24448.3746092587,34.83,2
"Chile","",1206397.42476334,1372.8,13404.4158307038,15.2533333333333,2
"China","",53720821.986191,1433.55,596898.022068789,15.9283333333333,2
"Colombia","",2851874.41091172,844.2,31687.4934545746,9.38,2
"Comoros","",87687.4137317299,84,974.304597019221,0.933333333333333,2
"Congo","",427912.479031401,2668.2,4754.5831003489,29.6466666666667,2
"Costa Rica","",322356.393774897,922.65,3581.73770860997,10.2516666666667,2
"Cote d'Ivoire","",3583047.76389082,2028.9,39811.6418210091,22.5433333333333,2
"Croatia","",179020.003824661,811.8,1989.11115360735,9.02,2
"Cuba","",1401539.70564312,2172.6,15572.6633960347,24.14,2
"Cyprus","",75566.3345295381,801.9,839.62593921709,8.91,2
"Czech Republic","",182167.003099855,63.15,2024.07781222061,0.701666666666667,2
"Democratic Republic of Congo","",11328047.7441491,3302.1,125867.197157212,36.69,2
"Denmark","",392360.201368395,859.05,4359.55779298217,9.545,2
"Djibouti","",118468.743281393,3093.3,1316.31936979326,34.37,2
"Dominica","",9128.84208364979,1508.7,101.43157870722,16.7633333333333,2
"Dominican Republic","",998601.555526446,1151.85,11095.5728391827,12.7983333333333,2
"Ecuador","",1839764.14571203,1761.3,20441.8238412448,19.57,2
"Egypt","",13155590.5883532,2919.45,146173.22875948,32.4383333333333,2
"El Salvador","",702795.82872619,2911.95,7808.84254140211,32.355,2
"Eritrea","",683068.912688181,3031.8,7589.65458542424,33.6866666666667,2
"Estonia","",83184.9936093289,235.8,924.277706770321,2.62,2
"Eswatini","",111869.235156842,598.8,1242.99150174269,6.65333333333333,2
"Ethiopia","",14020240.6141744,3304.8,155780.451268605,36.72,2
"Faeroe Islands","",5592.85629017899,1587.9,62.1428476686554,17.6433333333333,2
"Fiji","",103347.52363502,2923.5,1148.30581816689,32.4833333333333,2
"Finland","",636283.345411996,2033.7,7069.81494902218,22.5966666666667,2
"France","",3297858.84506003,783.15,36642.8760562225,8.70166666666667,2
"Gabon","",268839.043603473,2857.2,2987.10048448304,31.7466666666667,2
"Gambia","",329167.450081322,1331.25,3657.41611201468,14.7916666666667,2
"Georgia","",140688.950536986,101.7,1563.21056152207,1.13,2
"Germany","",6182007.60676691,825.9,68688.9734085212,9.17666666666667,2
"Ghana","",3942041.1095481,3005.1,43800.4567727566,33.39,2
"Greece","",1059884.00362529,1941,11776.4889291699,21.5666666666667,2
"Greenland","",7069.69523506098,1841.1,78.5521692784553,20.4566666666667,2
"Guam","",9010.89401380031,1628.85,100.121044597781,18.0983333333333,2
"Guatemala","",2040099.51106552,1654.2,22667.7723451724,18.38,2
"Guinea","",1561786.51832414,2988,17353.1835369349,33.2,2
"Guyana","",88508.4963961693,542.4,983.427737735215,6.02666666666667,2
"Haiti","",1437910.32134887,3397.5,15976.7813483208,37.75,2
"Honduras","",978555.818934747,1714.65,10872.8424326083,19.0516666666667,2
"Hong Kong","",930332.748313165,3061.8,10337.0305368129,34.02,2
"Hungary","",637309.927695833,886.5,7081.22141884259,9.85,2
"Iceland","",33131.9746102648,1178.85,368.133051225165,13.0983333333333,2
"India","",159872604.294037,2844.9,1776362.26993374,31.61,2
"Indonesia","",33386608.3707212,2333.1,370962.315230235,25.9233333333333,2
"Iran","",8164638.64840258,2296.5,90718.2072044731,25.5166666666667,2
"Iraq","",4173563.47920813,2806.8,46372.927546757,31.1866666666667,2
"Ireland","",75250.5240263879,24.3,836.116933626533,0.27,2
"Israel","",258500.646031516,40.95,2872.22940035017,0.455,2
"Italy","",3425283.532654,899.1,38058.7059183778,9.99,2
"Jamaica","",329275.304760016,2510.7,3658.61449733351,27.8966666666667,2
"Japan","",15020834.0754926,1015.2,166898.156394362,11.28,2
"Jordan","",765184.091832419,1786.8,8502.04546480465,19.8533333333333,2
"Kazakhstan","",2034473.61040519,2472.3,22605.2623378354,27.47,2
"Kenya","",6927641.91999986,3204.9,76973.7991111095,35.61,2
"Kosovo","",136999.966041849,1250.1,1522.22184490944,13.89,2
"Kuwait","",286815.814848283,1205.55,3186.84238720314,13.395,2
"Kyrgyz Republic","",689784.679834052,2825.1,7664.27422037836,31.39,2
"Laos","",0,0,0,0,2
"Latvia","",112552.848603886,141.3,1250.58720670984,1.57,2
"Lebanon","",297562.73527683,181.65,3306.252614187,2.01833333333333,2
"Lesotho","",42064.8102581409,12,467.38678064601,0.133333333333333,2
"Liberia","",0,0,0,0,2
"Libya","",690184.517248142,1743.75,7668.71685831269,19.375,2
"Lithuania","",94086.6122866588,459.3,1045.4068031851,5.10333333333333,2
"Luxembourg","",10343.4025819916,1290.3,114.926695355462,14.3366666666667,2
"Macao","",0,0,0,0,2
"Madagascar","",3008748.58966427,3068.25,33430.5398851586,34.0916666666667,2
"Malawi","",2466719.62978306,780,27407.9958864784,8.66666666666667,2
"Malaysia","",3595994.06903214,1790.85,39955.4896559126,19.8983333333333,2
"Mali","",2477643.31406292,3078.9,27529.3701562547,34.21,2
"Mauritania","",588153.144602884,2799.3,6535.03494003205,31.1033333333333,2
"Mauritius","",174719.980054741,3086.1,1941.33311171935,34.29,2
"Mexico","",12745856.9631751,1284.6,141620.632924168,14.2733333333333,2
"Moldova","",109094.673643089,817.8,1212.16304047876,9.08666666666667,2
"Monaco","",1975.48809852432,177,21.9498677613813,1.96666666666667,2
"Mongolia","",426225.789541901,3063.6,4735.84210602113,34.04,2
"Morocco","",3978417.96986592,2839.8,44204.6441096213,31.5533333333333,2
"Mozambique","",4025632.77701599,1789.2,44729.2530779554,19.88,2
"Myanmar","",6752865.16515655,3008.55,75031.8351684061,33.4283333333333,2
"Namibia","",246891.768554674,624.6,2743.24187282972,6.94,2
"Nepal","",3177461.03138529,2805.6,35305.1225709476,31.1733333333333,2
"Netherlands","",705948.92602033,802.5,7843.87695578144,8.91666666666667,2
"New Zealand","",636597.996807827,3396.6,7073.31107564253,37.74,2
"Nicaragua","",870538.179083959,2853.9,9672.64643426621,31.71,2
"Niger","",3198475.76253804,2822.4,35538.619583756,31.36,2
"Nigeria","",27192174.086204,2780.4,302135.267624489,30.8933333333333,2
"Norway","",535360.397422662,807.45,5948.4488602518,8.97166666666667,2
"Oman","",446001.247436399,1715.85,4955.56941595999,19.065,2
"Pakistan","",28123847.6590185,3073.05,312487.196211316,34.145,2
"Palestine","",329509.495385892,1229.1,3661.2166153988,13.6566666666667,2
"Panama","",79695.9444164574,1066.2,885.510493516194,11.8466666666667,2
"Papua New Guinea","",507614.333580574,2815.2,5640.15926200638,31.28,2
"Paraguay","",660443.159216901,765.6,7338.25732463223,8.50666666666667,2
"Peru","",2243820.20453375,2268.15,24931.3356059305,25.2016666666667,2
