"CountryName","RegionName","SumCases","SumCost","AvgCases","AvgCost","PrescriptionIndex"
"Afghanistan","",5132541.53510488,2982.6,57028.2392789431,33.14,6
"Albania","",215448.544844318,1615.5,2393.87272049242,17.95,6
"Algeria","",5402739.83662643,2945.7,60030.4426291826,32.73,6
"Andorra","",893.422607689384,1554.3,9.92691786321538,17.27,6
"Angola","",4145542.92513445,3085.2,46061.5880570495,34.28,6
"Argentina","",2296986.08772346,1747.35,25522.0676413718,19.415,6
"Aruba","",2410.23550047961,1517.4,26.7803944497734,16.86,6
"Australia","",2157263.3351094,2924.1,23969.5926123267,32.49,6
"Austria","",414977.86358902,2351.7,4610.86515098911,26.13,6
"Azerbaijan","",882422.194577259,3006,9804.69105085843,33.4,6
"Bahamas","",32489.364271473,3026.7,360.9929363497,33.63,6
"Bahrain","",53877.2247588693,2463.3,598.635830654103,27.37,6
"Bangladesh","",19195495.6665379,2959.2,213283.285183754,32.88,6
"Barbados","",9543.51573699194,1515.15,106.039063744355,16.835,6
"Belarus","",747855.727560959,1514.25,8309.50808401066,16.825,6
"Belgium","",374436.098676104,2451.6,4160.40109640115,27.24,6
"Belize","",27792.5465237508,3006,308.80607248612,33.4,6
"Benin","",1475330.44746782,2993.4,16392.5605274203,33.26,6
"Bermuda","",6662.94973930316,3175.2,74.0327748811463,35.28,6
"Bhutan","",97199.0258547355,3043.8,1079.98917616373,33.82,6
"Bolivia","",952200.472268013,1602,10580.0052474224,17.8,6
"Bosnia and Herzegovina","",208862.354765223,2914.2,2320.6928307247,32.38,6
"Botswana","",213276.494481752,1561.5,2369.73882757502,17.35,6
"Brazil","",10642544.4465046,1894.05,118250.493850051,21.045,6
"Brunei","",45625.1070478306,3096,506.945633864785,34.4,6
"Bulgaria","",496422.228589321,2658.6,5515.80253988134,29.54,6
"Burkina Faso","",2851171.56249002,3213.9,31679.6840276669,35.71,6
"Burundi","",1649769.33628143,2745.45,18330.770403127,30.505,6
"Cambodia","",1707133.8582011,2828.7,18968.1539800122,31.43,6
"Cameroon","",0,0,0,0,6
"Canada","",2891196.94457783,1638.45,32124.4104953092,18.205,6
"Cape Verde","",39702.764531894,1333.35,441.141828132156,14.815,6
"Central African Republic","",467925.44658173,3091.5,5199.17162868589,34.35,6
"Chad","",2200353.71483329,3134.7,24448.3746092587,34.83,6
"Chile","",1106289.30417458,2533.5,12292.1033797175,28.15,6
"China","",46079865.5960158,2996.1,511998.506622397,33.29,6
"Colombia","",2679085.67907857,1607.4,29767.6186564285,17.86,6
"Comoros","",75751.1845325413,1457.55,841.679828139348,16.195,6
"Congo","",423675.108190328,2903.4,4707.50120211476,32.26,6
"Costa Rica","",299717.762691647,1670.4,3330.19736324052,18.56,6
