"CountryName","RegionName","Date","PredictedDailyNewCases","PredictedDailyNewDeaths","PredictedDailyNewHospital","PredictedDailyNewICU","Cost","C1_School.closing","C2_Workplace.closing","C3_Cancel.public.events","C4_Restrictions.on.gatherings","C5_Close.public.transport","C6_Stay.at.home.requirements","C7_Restrictions.on.internal.movement","C8_International.travel.controls","H1_Public.information.campaigns","H2_Testing.policy","H3_Contact.tracing","H6_Facial.Coverings"
"Afghanistan","",2021-02-15,23270.2460089995,NA,NA,NA,23.09,3,3,2,4,2,0,2,0,2,3,2,4
"Afghanistan","",2021-02-16,23988.6777087097,NA,NA,NA,23.09,3,3,2,4,2,0,2,0,2,3,2,4
"Afghanistan","",2021-02-17,26249.8531107425,NA,NA,NA,23.09,3,3,2,4,2,0,2,0,2,3,2,4
"Afghanistan","",2021-02-18,28893.7224598327,NA,NA,NA,23.09,3,3,2,4,2,0,2,0,2,3,2,4
"Afghanistan","",2021-02-19,31652.5345898168,NA,NA,NA,23.09,3,3,2,4,2,0,2,0,2,3,2,4
"Afghanistan","",2021-02-20,34539.6753436275,NA,NA,NA,23.09,3,3,2,4,2,0,2,0,2,3,2,4
"Afghanistan","",2021-02-21,37714.9811038218,NA,5817.56150224987,1745.26845067496,23.09,3,3,2,4,2,0,2,0,2,3,2,4
"Afghanistan","",2021-02-22,41332.6594478247,NA,5997.16942717743,1799.15082815323,23.09,3,3,2,4,2,0,2,0,2,3,2,4
"Afghanistan","",2021-02-23,43201.8221432964,NA,6562.46327768563,1968.73898330569,23.09,3,3,2,4,2,0,2,0,2,3,2,4
"Afghanistan","",2021-02-24,46630.5828091935,NA,7223.43061495817,2167.02918448745,23.09,3,3,2,4,2,0,2,0,2,3,2,4
"Afghanistan","",2021-02-25,50439.8761316234,NA,7913.13364745421,2373.94009423626,23.09,3,3,2,4,2,0,2,0,2,3,2,4
"Afghanistan","",2021-02-26,54345.9162831385,NA,8634.91883590688,2590.47565077206,23.09,3,3,2,4,2,0,2,0,2,3,2,4
"Afghanistan","",2021-02-27,58344.9758912142,NA,9428.74527595546,2828.62358278664,23.09,3,3,2,4,2,0,2,0,2,3,2,4
"Afghanistan","",2021-02-28,62576.880064595,232.702460089995,10333.1648619562,3099.94945858685,23.09,3,3,2,4,2,0,2,0,2,3,2,4
"Afghanistan","",2021-03-01,67173.7511980244,239.886777087097,10800.4555358241,3240.13666074723,23.09,3,3,2,4,2,0,2,0,2,3,2,4
"Afghanistan","",2021-03-02,69922.6128916974,262.498531107425,11657.6457022984,3497.29371068951,23.09,3,3,2,4,2,0,2,0,2,3,2,4
"Afghanistan","",2021-03-03,74135.7582221516,288.937224598327,12609.9690329059,3782.99070987176,23.09,3,3,2,4,2,0,2,0,2,3,2,4
"Afghanistan","",2021-03-04,78606.7737420869,316.525345898168,13586.4790707846,4075.94372123539,23.09,3,3,2,4,2,0,2,0,2,3,2,4
"Afghanistan","",2021-03-05,83035.5212153319,345.396753436275,14586.2439728036,4375.87319184107,23.09,3,3,2,4,2,0,2,0,2,3,2,4
"Afghanistan","",2021-03-06,87404.8972109688,377.149811038218,15644.2200161487,4693.26600484462,23.09,3,3,2,4,2,0,2,0,2,3,2,4
"Afghanistan","",2021-03-07,91840.3241959427,413.326594478247,16793.4377995061,5038.03133985183,23.09,3,3,2,4,2,0,2,0,2,3,2,4
"Afghanistan","",2021-03-08,96455.4211053203,432.018221432964,17480.6532229244,5244.19596687731,23.09,3,3,2,4,2,0,2,0,2,3,2,4
"Afghanistan","",2021-03-09,98971.949915864,466.305828091935,18533.9395555379,5560.18186666137,23.09,3,3,2,4,2,0,2,0,2,3,2,4
"Afghanistan","",2021-03-10,102729.022282781,504.398761316234,19651.6934355217,5895.50803065652,23.09,3,3,2,4,2,0,2,0,2,3,2,4
"Afghanistan","",2021-03-11,106485.761357588,543.459162831385,20758.880303833,6227.66409114989,23.09,3,3,2,4,2,0,2,0,2,3,2,4
"Afghanistan","",2021-03-12,109928.165641685,583.449758912143,21851.2243027422,6555.36729082266,23.09,3,3,2,4,2,0,2,0,2,3,2,4
"Afghanistan","",2021-03-13,113035.345701731,625.76880064595,22960.0810489857,6888.0243146957,23.09,3,3,2,4,2,0,2,0,2,3,2,4
"Afghanistan","",2021-03-14,115933.223367034,671.737511980244,24113.8552763301,7234.15658289903,23.09,3,3,2,4,2,0,2,0,2,3,2,4
"Afghanistan","",2021-03-15,118739.178272478,699.226128916974,24742.987478966,7422.8962436898,23.09,3,3,2,4,2,0,2,0,2,3,2,4
"Afghanistan","",2021-03-16,119181.073222221,741.357582221516,25682.2555706952,7704.67667120855,23.09,3,3,2,4,2,0,2,0,2,3,2,4
"Afghanistan","",2021-03-17,125864.580241902,786.067737420869,26621.4403393969,7986.43210181908,7.62,3,3,0,0,0,0,0,0,0,0,0,0
"Afghanistan","",2021-03-18,127937.243172307,830.355212153319,27482.0414104213,8244.61242312638,7.62,3,3,0,0,0,0,0,0,0,0,0,0
"Afghanistan","",2021-03-19,129109.867091446,874.048972109688,28258.8364254327,8477.65092762981,7.62,3,3,0,0,0,0,0,0,0,0,0,0
"Afghanistan","",2021-03-20,129694.316405212,918.403241959427,28983.3058417584,8694.99175252753,7.62,3,3,0,0,0,0,0,0,0,0,0,0
"Afghanistan","",2021-03-21,129886.742685608,964.554211053204,29684.7945681196,8905.43837043588,7.62,3,3,0,0,0,0,0,0,0,0,0,0
"Afghanistan","",2021-03-22,129841.850070489,989.71949915864,29795.2683055553,8938.58049166658,7.62,3,3,0,0,0,0,0,0,0,0,0,0
"Afghanistan","",2021-03-23,127320.423231529,1027.29022282781,31466.1450604756,9439.84351814268,7.62,3,3,0,0,0,0,0,0,0,0,0,0
"Afghanistan","",2021-03-24,131018.988620241,1064.85761357588,31984.3107930768,9595.29323792303,7.62,3,3,0,0,0,0,0,0,0,0,0,0
"Afghanistan","",2021-03-25,129956.325981608,1099.28165641685,32277.4667728614,9683.24003185841,7.62,3,3,0,0,0,0,0,0,0,0,0,0
"Afghanistan","",2021-03-26,127993.994264745,1130.35345701731,32423.5791013029,9727.07373039087,7.62,3,3,0,0,0,0,0,0,0,0,0,0
"Afghanistan","",2021-03-27,125498.97642969,1159.33223367034,32471.685671402,9741.50570142058,7.62,3,3,0,0,0,0,0,0,0,0,0,0
"Afghanistan","",2021-03-28,122712.964552458,1187.39178272478,32460.4625176222,9738.13875528667,7.62,3,3,0,0,0,0,0,0,0,0,0,0
"Afghanistan","",2021-03-29,119829.294026185,1191.81073222221,31830.1058078823,9549.03174236468,7.62,3,3,0,0,0,0,0,0,0,0,0,0
"Afghanistan","",2021-03-30,114637.888981301,1258.64580241902,32754.7471550602,9826.42414651805,7.62,3,3,0,0,0,0,0,0,0,0,0,0
"Afghanistan","",2021-03-31,115911.147334064,1279.37243172307,32489.0814954019,9746.72444862058,7.62,3,3,0,0,0,0,0,0,0,0,0,0
"Afghanistan","",2021-04-01,112519.437312564,1291.09867091446,31998.4985661863,9599.54956985588,7.62,3,3,0,0,0,0,0,0,0,0,0,0
"Afghanistan","",2021-04-02,108447.760882618,1296.94316405212,31374.7441074225,9412.42323222674,7.62,3,3,0,0,0,0,0,0,0,0,0,0
"Afghanistan","",2021-04-03,104080.820269998,1298.86742685608,30678.2411381145,9203.47234143435,7.62,3,3,0,0,0,0,0,0,0,0,0,0
"Afghanistan","",2021-04-04,99665.7618968717,1298.41850070489,29957.3235065463,8987.19705196388,7.62,3,3,0,0,0,0,0,0,0,0,0,0
"Afghanistan","",2021-04-05,95393.8228435297,1273.20423231529,28659.4722453252,8597.84167359756,7.62,3,3,0,0,0,0,0,0,0,0,0,0
"Afghanistan","",2021-04-06,89048.5948558302,1310.18988620241,28977.786833516,8693.33605005481,7.62,3,3,0,0,0,0,0,0,0,0,0,0
"Afghanistan","",2021-04-07,89441.8885903324,1299.56325981608,28129.8593281411,8438.95779844234,7.62,3,3,0,0,0,0,0,0,0,0,0,0
"Afghanistan","",2021-04-08,85326.7044503734,1279.93994264745,27111.9402206546,8133.58206619638,7.62,3,3,0,0,0,0,0,0,0,0,0,0
"Afghanistan","",2021-04-09,80765.8558350599,1254.9897642969,26020.2050674994,7806.06152024981,7.62,3,3,0,0,0,0,0,0,0,0,0,0
"Afghanistan","",2021-04-10,76137.4796407411,1227.12964552458,24916.4404742179,7474.93214226538,7.62,3,3,0,0,0,0,0,0,0,0,0,0
"Afghanistan","",2021-04-11,71671.8110120184,1198.29294026185,23848.4557108824,7154.53671326473,7.62,3,3,0,0,0,0,0,0,0,0,0,0
"Afghanistan","",2021-04-12,67538.2025977699,1146.37888981301,22262.1487139576,6678.64461418726,7.62,3,3,0,0,0,0,0,0,0,0,0,0
"Afghanistan","",2021-04-13,61495.6367738901,1159.11147334064,22360.4721475831,6708.14164427493,7.62,3,3,0,0,0,0,0,0,0,0,0,0
"Afghanistan","",2021-04-14,62366.1667368395,1125.19437312564,21331.6761125933,6399.502833778,7.62,3,3,0,0,0,0,0,0,0,0,0,0
"Afghanistan","",2021-04-15,58779.5731248006,1084.47760882618,20191.463958765,6057.43918762949,7.62,3,3,0,0,0,0,0,0,0,0,0,0
"Afghanistan","",2021-04-16,56720.8451106597,1040.80820269998,19034.3699101853,5710.31097305559,3.01,3,0,0,4,0,0,0,0,0,0,0,0
"Afghanistan","",2021-04-17,52756.9084646698,996.657618968717,17917.9527530046,5375.38582590138,3.01,3,0,0,4,0,0,0,0,0,0,0,0
"Afghanistan","",2021-04-18,48972.4872743716,953.938228435298,16884.5506494425,5065.36519483274,3.01,3,0,0,4,0,0,0,0,0,0,0,0
"Afghanistan","",2021-04-19,45572.6690180746,890.485948558302,15373.9091934725,4612.17275804176,3.01,3,0,0,4,0,0,0,0,0,0,0,0
"Afghanistan","",2021-04-20,40309.2382869353,894.418885903324,15591.5416842099,4677.46250526296,3.01,3,0,0,4,0,0,0,0,0,0,0,0
"Afghanistan","",2021-04-21,42013.9919327119,853.267044503734,14694.8932812002,4408.46798436005,3.01,3,0,0,4,0,0,0,0,0,0,0,0
"Afghanistan","",2021-04-22,39234.1760225543,807.658558350599,14180.2112776649,4254.06338329948,3.01,3,0,0,4,0,0,0,0,0,0,0,0
"Afghanistan","",2021-04-23,37998.6618199819,761.374796407411,13189.2271161674,3956.76813485023,3.01,3,0,0,4,0,0,0,0,0,0,0,0
"Afghanistan","",2021-04-24,34853.5697446921,716.718110120184,12243.1218185929,3672.93654557787,3.01,3,0,0,4,0,0,0,0,0,0,0,0
"Afghanistan","",2021-04-25,31895.8338857328,675.382025977699,11393.1672545187,3417.9501763556,3.01,3,0,0,4,0,0,0,0,0,0,0,0
"Afghanistan","",2021-04-26,29322.2814289285,614.956367738901,10077.3095717338,3023.19287152015,3.01,3,0,0,4,0,0,0,0,0,0,0,0
"Afghanistan","",2021-04-27,24876.3996377721,623.661667368395,10503.497983178,3151.04939495339,3.01,3,0,0,4,0,0,0,0,0,0,0,0
"Afghanistan","",2021-04-28,27398.8890929299,587.795731248006,9808.54400563857,2942.56320169157,3.01,3,0,0,4,0,0,0,0,0,0,0,0
"Afghanistan","",2021-04-29,25385.3240850047,567.208451106597,9499.66545499548,2849.89963649864,3.01,3,0,0,4,0,0,0,0,0,0,0,0
"Afghanistan","",2021-04-30,24896.7692903676,527.569084646698,8713.39243617302,2614.01773085191,3.01,3,0,0,4,0,0,0,0,0,0,0,0
"Afghanistan","",2021-05-01,23456.0793859768,489.724872743716,7973.95847143319,2392.18754142996,0.52,0,0,0,4,0,0,0,0,0,0,0,0
"Afghanistan","",2021-05-02,21155.9204850254,455.726690180746,7330.57035723213,2199.17110716964,0.52,0,0,0,4,0,0,0,0,0,0,0,0
"Afghanistan","",2021-05-03,19179.1577639991,403.092382869353,6219.09990944304,1865.72997283291,0.52,0,0,0,4,0,0,0,0,0,0,0,0
"Afghanistan","",2021-05-04,15299.0005087263,420.139919327119,6849.72227323248,2054.91668196974,0.52,0,0,0,4,0,0,0,0,0,0,0,0
"Afghanistan","",2021-05-05,18370.1353998014,392.341760225543,6346.33102125117,1903.89930637535,0.52,0,0,0,4,0,0,0,0,0,0,0,0
"Afghanistan","",2021-05-06,16857.401281949,379.986618199819,6224.1923225919,1867.25769677757,0.52,0,0,0,4,0,0,0,0,0,0,0,0
"Afghanistan","",2021-05-07,16845.8850996086,348.535697446921,5864.0198464942,1759.20595394826,0.52,0,0,0,4,0,0,0,0,0,0,0,0
"Afghanistan","",2021-05-08,15856.8970111883,318.958338857328,5288.98012125635,1586.69403637691,0.52,0,0,0,4,0,0,0,0,0,0,0,0
"Afghanistan","",2021-05-09,13986.728320282,293.222814289285,4794.78944099977,1438.43683229993,0.52,0,0,0,4,0,0,0,0,0,0,0,0
"Afghanistan","",2021-05-10,12421.8460766702,248.763996377721,3824.75012718158,1147.42503815447,0.52,0,0,0,4,0,0,0,0,0,0,0,0
"Afghanistan","",2021-05-11,8934.49425421764,273.988890929299,4592.53384995034,1377.7601549851,0.52,0,0,0,4,0,0,0,0,0,0,0,0
"Afghanistan","",2021-05-12,12385.5097961995,253.853240850047,4214.35032048725,1264.30509614617,0.52,0,0,0,4,0,0,0,0,0,0,0,0
"Afghanistan","",2021-05-13,11219.5019777572,248.967692903676,4211.47127490214,1263.44138247064,0.52,0,0,0,4,0,0,0,0,0,0,0,0
"Afghanistan","",2021-05-14,11537.6956013573,234.560793859768,3964.22425279708,1189.26727583912,0.52,0,0,0,4,0,0,0,0,0,0,0,0
"Afghanistan","",2021-05-15,10858.0896036667,211.559204850254,3496.6820800705,1049.00462402115,0.52,0,0,0,4,0,0,0,0,0,0,0,0
"Albania","",2021-02-15,3820.10444854452,NA,NA,NA,4.74,3,3,0,0,0,0,0,0,0,0,0,0
"Albania","",2021-02-16,4456.30165494253,NA,NA,NA,4.74,3,3,0,0,0,0,0,0,0,0,0,0
"Albania","",2021-02-17,4662.88826366719,NA,NA,NA,4.74,3,3,0,0,0,0,0,0,0,0,0,0
"Albania","",2021-02-18,4772.26222246845,NA,NA,NA,4.74,3,3,0,0,0,0,0,0,0,0,0,0
"Albania","",2021-02-19,4879.97798332729,NA,NA,NA,4.74,3,3,0,0,0,0,0,0,0,0,0,0
"Albania","",2021-02-20,4992.16284239957,NA,NA,NA,4.74,3,3,0,0,0,0,0,0,0,0,0,0
