"CountryName","RegionName","SumCases","SumCost","AvgCases","AvgCost","PrescriptionIndex"
"Afghanistan","",7949611.21772879,0,88329.0135303199,0,9
"Albania","",409176.912750964,0,4546.41014167738,0,9
"Algeria","",8958334.92616092,0,99537.0547351213,0,9
"Andorra","",1554.19059079757,0,17.2687843421953,0,9
"Angola","",6812291.11564448,0,75692.1235071609,0,9
"Argentina","",5245678.97258546,0,58285.3219176162,0,9
"Aruba","",6478.77071133974,0,71.9863412371082,0,9
"Australia","",4960929.12866467,0,55121.4347629407,0,9
"Austria","",1059275.70718227,0,11769.730079803,0,9
"Azerbaijan","",1689645.0113252,0,18773.8334591689,0,9
"Bahamas","",65974.7046627744,0,733.052274030827,0,9
"Bahrain","",164347.453296764,0,1826.08281440849,0,9
"Bangladesh","",33279161.1781946,0,369768.457535496,0,9
"Barbados","",30287.4586977011,0,336.527318863346,0,9
"Belarus","",1376707.04241362,0,15296.7449157068,0,9
"Belgium","",1111595.53808318,0,12351.0615342576,0,9
"Belize","",58036.9057050057,0,644.854507833397,0,9
"Benin","",2441174.35537347,0,27124.1595041497,0,9
"Bermuda","",11323.2396312735,0,125.813773680816,0,9
"Bhutan","",155754.645245428,0,1730.60716939365,0,9
"Bolivia","",1799803.92401326,0,19997.8213779251,0,9
"Bosnia and Herzegovina","",449193.646996752,0,4991.04052218613,0,9
"Botswana","",395471.982892336,0,4394.13314324818,0,9
"Brazil","",25193040.0195334,0,279922.666883704,0,9
"Brunei","",88308.6063040788,0,981.206736711987,0,9
"Bulgaria","",1020889.35631422,0,11343.215070158,0,9
"Burkina Faso","",4355338.66576385,0,48392.6518418205,0,9
"Burundi","",2500114.45765101,0,27779.0495294557,0,9
"Cambodia","",3124614.9374009,0,34717.9437488989,0,9
"Cameroon","",0,0,0,0,9
"Canada","",5638899.09529996,0,62654.4343922217,0,9
"Cape Verde","",77208.7737437099,0,857.875263818999,0,9
"Central African Republic","",924252.454932366,0,10269.4717214707,0,9
"Chad","",3439445.01383365,0,38216.0557092628,0,9
"Chile","",2523339.14461513,0,28037.1016068347,0,9
"China","",223215126.23555,0,2480168.06928389,0,9
"Colombia","",6036587.08661945,0,67073.1898513272,0,9
"Comoros","",149185.137262924,0,1657.61263625471,0,9
"Congo","",1000655.97072339,0,11118.3996747043,0,9
"Costa Rica","",639931.626254054,0,7110.35140282282,0,9
"Cote d'Ivoire","",5445563.33626807,0,60506.2592918674,0,9
"Croatia","",413165.336475014,0,4590.72596083349,0,9
"Cuba","",2253336.77765271,0,25037.0753072523,0,9
"Cyprus","",151984.645618586,0,1688.71828465095,0,9
"Czech Republic","",364452.978291569,0,4049.47753657299,0,9
"Democratic Republic of Congo","",18660863.4583142,0,207342.927314603,0,9
"Denmark","",762498.308967481,0,8472.20343297201,0,9
"Djibouti","",196773.504514644,0,2186.37227238494,0,9
"Dominica","",14193.5136662059,0,157.705707402288,0,9
"Dominican Republic","",1754035.972916,0,19489.2885879555,0,9
"Ecuador","",3144443.57575806,0,34938.2619528673,0,9
"Egypt","",20999309.2447728,0,233325.658275254,0,9
"El Salvador","",1195725.66481785,0,13285.8407201983,0,9
"Eritrea","",1245152.12679717,0,13835.0236310797,0,9
"Estonia","",154569.842350633,0,1717.44269278481,0,9
"Eswatini","",187225.553947012,0,2080.28393274457,0,9
"Ethiopia","",22611973.337519,0,251244.148194656,0,9
"Faeroe Islands","",9281.86657152436,0,103.131850794715,0,9
"Fiji","",189440.248338492,0,2104.89164820547,0,9
"Finland","",1047717.00770343,0,11641.3000855936,0,9
"France","",7157561.08542615,0,79528.456504735,0,9
"Gabon","",424946.014803083,0,4721.62238670092,0,9
"Gambia","",494200.430526377,0,5491.11589473753,0,9
"Georgia","",274799.568852951,0,3053.32854281057,0,9
"Germany","",11836261.2022162,0,131514.013357958,0,9
"Ghana","",6398432.04156988,0,71093.6893507765,0,9
"Greece","",1839091.53205539,0,20434.350356171,0,9
"Greenland","",11328.112317422,0,125.867914638022,0,9
"Guam","",21350.7632601245,0,237.230702890273,0,9
"Guatemala","",3338212.59878431,0,37091.2510976034,0,9
"Guinea","",2569245.27853533,0,28547.1697615036,0,9
"Guyana","",140862.673598086,0,1565.14081775651,0,9
"Haiti","",2369577.19191876,0,26328.6354657639,0,9
"Honduras","",1708003.33831433,0,18977.8148701592,0,9
"Hong Kong","",1543822.11834568,0,17153.5790927298,0,9
"Hungary","",1237554.36244599,0,13750.6040271777,0,9
"Iceland","",56905.9650170703,0,632.28850018967,0,9
"India","",268787790.681039,0,2986531.0075671,0,9
"Indonesia","",53833733.336351,0,598152.592626123,0,9
"Iran","",14589503.9183629,0,162105.599092921,0,9
"Iraq","",7351120.37833916,0,81679.1153148795,0,9
"Ireland","",193099.39115038,0,2145.54879055978,0,9
"Israel","",537309.519316368,0,5970.10577018187,0,9
"Italy","",7151865.28093547,0,79465.1697881719,0,9
"Jamaica","",532535.925378035,0,5917.06583753372,0,9
"Japan","",23877655.1579953,0,265307.279533281,0,9
"Jordan","",1499738.45424891,0,16663.7606027657,0,9
"Kazakhstan","",3450802.98052461,0,38342.2553391623,0,9
"Kenya","",11085840.265814,0,123176.002953489,0,9
"Kosovo","",262923.185550375,0,2921.3687283375,0,9
"Kuwait","",576531.85698314,0,6405.90952203488,0,9
"Kyrgyz Republic","",1172592.1314655,0,13028.8014607277,0,9
"Laos","",0,0,0,0,9
"Latvia","",214152.137696361,0,2379.46819662624,0,9
"Lebanon","",608067.421932336,0,6756.30468813706,0,9
"Lesotho","",144361.449979266,0,1604.01611088074,0,9
"Liberia","",0,0,0,0,9
"Libya","",1193457.96964085,0,13260.6441071206,0,9
"Lithuania","",217087.193858827,0,2412.07993176475,0,9
"Luxembourg","",34484.6678055746,0,383.162975617496,0,9
"Macao","",0,0,0,0,9
"Madagascar","",5598268.20302743,0,62202.9800336381,0,9
"Malawi","",3785347.33020454,0,42059.4147800504,0,9
"Malaysia","",6030140.17112972,0,67001.5574569969,0,9
"Mali","",4189461.14604428,0,46549.5682893809,0,9
"Mauritania","",934358.911817399,0,10381.76568686,0,9
"Mauritius","",267757.823069206,0,2975.08692299118,0,9
"Mexico","",22264847.021126,0,247387.189123622,0,9
"Moldova","",256838.287289986,0,2853.75874766651,0,9
"Monaco","",3814.66013912695,0,42.3851126569661,0,9
