"CountryName","RegionName","Date","PredictedDailyNewCases","PredictedDailyNewDeaths","PredictedDailyNewHospital","PredictedDailyNewICU","Cost","C1_School.closing","C2_Workplace.closing","C3_Cancel.public.events","C4_Restrictions.on.gatherings","C5_Close.public.transport","C6_Stay.at.home.requirements","C7_Restrictions.on.internal.movement","C8_International.travel.controls","H1_Public.information.campaigns","H2_Testing.policy","H3_Contact.tracing","H6_Facial.Coverings"
"Afghanistan","",2021-02-26,62847.707932092,NA,NA,NA,34,3,3,2,4,2,3,2,4,2,3,2,4
"Afghanistan","",2021-02-27,67664.9479710429,NA,NA,NA,34,3,3,2,4,2,3,2,4,2,3,2,4
"Afghanistan","",2021-02-28,72883.4679225093,NA,NA,NA,34,3,3,2,4,2,3,2,4,2,3,2,4
"Afghanistan","",2021-03-01,79900.0219477782,NA,NA,NA,34,3,3,2,4,2,3,2,4,2,3,2,4
"Afghanistan","",2021-03-02,84134.9212213444,NA,NA,NA,34,3,3,2,4,2,3,2,4,2,3,2,4
"Afghanistan","",2021-03-03,89882.3211818629,NA,NA,NA,34,3,3,2,4,2,3,2,4,2,3,2,4
"Afghanistan","",2021-03-04,95941.5999695376,NA,15711.926983023,4713.5780949069,34,3,3,2,4,2,3,2,4,2,3,2,4
"Afghanistan","",2021-03-05,97616.6333358682,NA,16916.2369927607,5074.87109782822,34,3,3,2,4,2,3,2,4,2,3,2,4
"Afghanistan","",2021-03-06,102586.600667676,NA,18220.8669806273,5466.2600941882,34,3,3,2,4,2,3,2,4,2,3,2,4
"Afghanistan","",2021-03-07,107643.544604881,NA,19975.0054869446,5992.50164608337,34,3,3,2,4,2,3,2,4,2,3,2,4
"Afghanistan","",2021-03-08,114150.504472418,NA,21033.7303053361,6310.11909160083,34,3,3,2,4,2,3,2,4,2,3,2,4
"Afghanistan","",2021-03-09,117469.239807272,NA,22470.5802954657,6741.17408863972,34,3,3,2,4,2,3,2,4,2,3,2,4
"Afghanistan","",2021-03-10,121925.061030891,NA,23985.3999923844,7195.61999771532,34,3,3,2,4,2,3,2,4,2,3,2,4
"Afghanistan","",2021-03-11,126276.75426963,628.47707932092,24404.1583339671,7321.24750019012,34,3,3,2,4,2,3,2,4,2,3,2,4
"Afghanistan","",2021-03-12,125820.948036167,676.649479710429,25646.650166919,7693.99505007569,34,3,3,2,4,2,3,2,4,2,3,2,4
"Afghanistan","",2021-03-13,128354.227795942,728.834679225093,26910.8861512203,8073.26584536608,34,3,3,2,4,2,3,2,4,2,3,2,4
"Afghanistan","",2021-03-14,130633.933131446,799.000219477782,28537.6261181044,8561.28783543132,34,3,3,2,4,2,3,2,4,2,3,2,4
"Afghanistan","",2021-03-15,134065.473191876,841.349212213444,29367.309951818,8810.1929855454,34,3,3,2,4,2,3,2,4,2,3,2,4
"Afghanistan","",2021-03-16,134025.80503018,898.823211818629,30481.2652577229,9144.37957731686,34,3,3,2,4,2,3,2,4,2,3,2,4
"Afghanistan","",2021-03-17,134970.982576152,959.415999695376,31569.1885674076,9470.75657022229,34,3,3,2,4,2,3,2,4,2,3,2,4
"Afghanistan","",2021-03-18,135683.429977509,976.166333358682,31455.2370090419,9436.57110271256,34,3,3,2,4,2,3,2,4,2,3,2,4
"Afghanistan","",2021-03-19,131507.344955157,1025.86600667676,32088.5569489856,9626.56708469568,34,3,3,2,4,2,3,2,4,2,3,2,4
"Afghanistan","",2021-03-20,130335.126381832,1076.43544604881,32658.4832828615,9797.54498485844,34,3,3,2,4,2,3,2,4,2,3,2,4
"Afghanistan","",2021-03-21,128915.672981486,1141.50504472418,33516.3682979689,10054.9104893907,34,3,3,2,4,2,3,2,4,2,3,2,4
"Afghanistan","",2021-03-22,128705.011293588,1174.69239807272,33506.451257545,10051.9353772635,34,3,3,2,4,2,3,2,4,2,3,2,4
"Afghanistan","",2021-03-23,125092.216738238,1219.25061030891,33742.745644038,10122.8236932114,34,3,3,2,4,2,3,2,4,2,3,2,4
"Afghanistan","",2021-03-24,122660.496779095,1262.7675426963,33920.8574943773,10176.2572483132,34,3,3,2,4,2,3,2,4,2,3,2,4
"Afghanistan","",2021-03-25,120197.179043015,1258.20948036167,32876.8362387892,9863.05087163676,34,3,3,2,4,2,3,2,4,2,3,2,4
"Afghanistan","",2021-03-26,113076.919552775,1283.54227795942,32583.7815954581,9775.13447863743,34,3,3,2,4,2,3,2,4,2,3,2,4
"Afghanistan","",2021-03-27,109329.832155268,1306.33933131446,32228.9182453714,9668.67547361141,34,3,3,2,4,2,3,2,4,2,3,2,4
"Afghanistan","",2021-03-28,105633.11207883,1340.65473191876,32176.252823397,9652.87584701909,34,3,3,2,4,2,3,2,4,2,3,2,4
"Afghanistan","",2021-03-29,103450.116420169,1340.2580503018,31273.0541845596,9381.91625536787,34,3,3,2,4,2,3,2,4,2,3,2,4
"Afghanistan","",2021-03-30,98139.6011921739,1349.70982576152,30665.1241947737,9199.53725843212,34,3,3,2,4,2,3,2,4,2,3,2,4
"Afghanistan","",2021-03-31,94354.3191752925,1356.83429977509,30049.2947607537,9014.78842822612,34,3,3,2,4,2,3,2,4,2,3,2,4
"Afghanistan","",2021-04-01,90837.9392185989,1315.07344955157,28269.2298881939,8480.76896645816,34,3,3,2,4,2,3,2,4,2,3,2,4
"Afghanistan","",2021-04-02,82947.4669472709,1303.35126381832,27332.458038817,8199.73741164509,34,3,3,2,4,2,3,2,4,2,3,2,4
