"CountryName","RegionName","SumCases","SumCost","AvgCases","AvgCost","PrescriptionIndex"
"Afghanistan","",7918821.8292874,0,87986.9092143044,0,9
"Albania","",404208.031235421,0,4491.20034706023,0,9
"Algeria","",8962273.20656146,0,99580.8134062385,0,9
"Andorra","",1522.14208859594,0,16.9126898732882,0,9
"Angola","",6817574.69399122,0,75750.8299332358,0,9
"Argentina","",5175617.40444124,0,57506.8600493471,0,9
"Aruba","",6247.78170069293,0,69.4197966743659,0,9
"Australia","",4986131.59061795,0,55401.4621179773,0,9
"Austria","",1051072.76965062,0,11678.5863294514,0,9
"Azerbaijan","",1687647.79903988,0,18751.6422115542,0,9
"Bahamas","",65993.5874972299,0,733.262083302554,0,9
"Bahrain","",163093.012032633,0,1812.14457814036,0,9
"Bangladesh","",33299041.6555918,0,369989.351728798,0,9
"Barbados","",28558.1709341966,0,317.313010379962,0,9
"Belarus","",1359777.14653134,0,15108.6349614593,0,9
"Belgium","",1105113.21856446,0,12279.0357618274,0,9
"Belize","",57678.7824649965,0,640.875360722183,0,9
"Benin","",2445332.03913026,0,27170.3559903362,0,9
"Bermuda","",11277.6846021893,0,125.307606690992,0,9
"Bhutan","",155770.574763509,0,1730.78416403899,0,9
"Bolivia","",1767721.39435681,0,19641.3488261867,0,9
"Bosnia and Herzegovina","",446720.635093338,0,4963.5626121482,0,9
"Botswana","",388576.79507617,0,4317.51994529078,0,9
"Brazil","",24909406.0948971,0,276771.17883219,0,9
"Brunei","",88659.9903174488,0,985.111003527208,0,9
"Bulgaria","",1014913.86357572,0,11276.8207063969,0,9
"Burkina Faso","",4351063.15589446,0,48345.1461766051,0,9
"Burundi","",2491459.96519628,0,27682.8885021809,0,9
"Cambodia","",3134573.74283253,0,34828.5971425837,0,9
"Cameroon","",0,0,0,0,9
"Canada","",5571997.13935417,0,61911.0793261575,0,9
"Cape Verde","",76105.0392039995,0,845.611546711106,0,9
"Central African Republic","",929936.31562811,0,10332.6257292012,0,9
"Chad","",3440124.2762261,0,38223.6030691789,0,9
"Chile","",2502926.30983851,0,27810.292331539,0,9
"China","",227644492.51291,0,2529383.25014345,0,9
"Colombia","",5961470.1287797,0,66238.5569864411,0,9
"Comoros","",145829.961509988,0,1620.33290566653,0,9
"Congo","",1008626.63044505,0,11206.9625605006,0,9
"Costa Rica","",630459.008069724,0,7005.10008966361,0,9
"Cote d'Ivoire","",5431190.9213694,0,60346.5657929934,0,9
"Croatia","",410762.851222257,0,4564.0316802473,0,9
"Cuba","",2245033.21681575,0,24944.813520175,0,9
"Cyprus","",149260.951637021,0,1658.45501818912,0,9
"Czech Republic","",358845.655235275,0,3987.17394705861,0,9
"Democratic Republic of Congo","",18658957.0708617,0,207321.745231796,0,9
"Denmark","",755113.754234703,0,8390.15282483003,0,9
"Djibouti","",196850.481809674,0,2187.22757566304,0,9
"Dominica","",14131.6100509139,0,157.017889454599,0,9
"Dominican Republic","",1738635.46851661,0,19318.1718724068,0,9
"Ecuador","",3130232.43271928,0,34780.3603635476,0,9
"Egypt","",20985423.7910917,0,233171.375456574,0,9
"El Salvador","",1188487.64868031,0,13205.4183186701,0,9
"Eritrea","",1247509.78872258,0,13861.2198746954,0,9
"Estonia","",151509.623974541,0,1683.44026638379,0,9
"Eswatini","",184934.966680964,0,2054.83296312182,0,9
"Ethiopia","",22622161.150469,0,251357.346116322,0,9
"Faeroe Islands","",9206.61181634965,0,102.295686848329,0,9
"Fiji","",190007.540211343,0,2111.19489123715,0,9
"Finland","",1043779.017675,0,11597.5446408334,0,9
"France","",7070026.36037375,0,78555.8484485972,0,9
"Gabon","",424330.3662904,0,4714.78184767111,0,9
"Gambia","",491745.595159544,0,5463.83994621716,0,9
"Georgia","",271999.442912153,0,3022.21603235726,0,9
"Germany","",11703312.6117431,0,130036.806797146,0,9
"Ghana","",6400670.97558342,0,71118.5663953713,0,9
"Greece","",1831664.7523894,0,20351.8305821044,0,9
"Greenland","",11243.3273346361,0,124.925859273734,0,9
"Guam","",21374.5002351617,0,237.494447057352,0,9
"Guatemala","",3322036.0774622,0,36911.5119718022,0,9
"Guinea","",2571120.97926206,0,28568.0108806896,0,9
"Guyana","",139435.973615903,0,1549.28859573226,0,9
"Haiti","",2372244.20914951,0,26358.2689905502,0,9
"Honduras","",1696983.20207204,0,18855.3689119115,0,9
"Hong Kong","",1544545.60295674,0,17161.6178106304,0,9
"Hungary","",1226645.84892365,0,13629.3983213739,0,9
"Iceland","",56507.3017941583,0,627.858908823981,0,9
"India","",268669023.749461,0,2985211.37499401,0,9
"Indonesia","",53654159.7270115,0,596157.330300127,0,9
"Iran","",14533639.077382,0,161484.878637578,0,9
"Iraq","",7337986.01434836,0,81533.177937204,0,9
"Ireland","",175487.495571097,0,1949.86106190108,0,9
"Israel","",521372.043437724,0,5793.0227048636,0,9
"Italy","",7075105.41326,0,78612.2823695555,0,9
"Jamaica","",530685.355950832,0,5896.50395500925,0,9
"Japan","",23677009.4595474,0,263077.88288386,0,9
"Jordan","",1497396.74390657,0,16637.7415989618,0,9
"Kazakhstan","",3439281.01986209,0,38214.2335540232,0,9
"Kenya","",11085437.9941916,0,123171.533268796,0,9
"Kosovo","",261340.757508948,0,2903.78619454387,0,9
"Kuwait","",571663.208662445,0,6351.81342958272,0,9
"Kyrgyz Republic","",1171730.11962942,0,13019.223551438,0,9
"Laos","",0,0,0,0,9
"Latvia","",210028.449877416,0,2333.6494430824,0,9
"Lebanon","",591208.806913139,0,6568.98674347932,0,9
"Lesotho","",133128.633164643,0,1479.2070351627,0,9
"Liberia","",0,0,0,0,9
"Libya","",1190969.15202826,0,13232.9905780917,0,9
"Lithuania","",214323.985791476,0,2381.37761990529,0,9
"Luxembourg","",33431.6457576212,0,371.462730640235,0,9
"Macao","",0,0,0,0,9
"Madagascar","",5620089.31789603,0,62445.4368655114,0,9
"Malawi","",3758712.47932721,0,41763.4719925245,0,9
"Malaysia","",5993864.08315371,0,66598.489812819,0,9
"Mali","",4195375.81260107,0,46615.2868066786,0,9
"Mauritania","",933162.271292988,0,10368.4696810332,0,9
"Mauritius","",267634.119625915,0,2973.71244028795,0,9
"Mexico","",22117408.4225222,0,245748.982472469,0,9
"Moldova","",255913.844667282,0,2843.4871629698,0,9
"Monaco","",3714.49686267923,0,41.2721873631025,0,9
"Mongolia","",679022.911802012,0,7544.69902002236,0,9
"Morocco","",6794843.15461369,0,75498.2572734854,0,9
"Mozambique","",6286108.6622266,0,69845.6518025177,0,9
"Myanmar","",11062766.5053543,0,122919.62783727,0,9
"Namibia","",403977.299260912,0,4488.63665845458,0,9
"Nepal","",5389386.0967197,0,59882.06774133,0,9
"Netherlands","",1630004.32803587,0,18111.1592003985,0,9
"New Zealand","",1010959.9538639,0,11232.8883762656,0,9
"Nicaragua","",1383311.98240265,0,15370.1331378072,0,9
"Niger","",5069070.65002131,0,56323.007222459,0,9
"Nigeria","",42678901.701807,0,474210.018908967,0,9
"Norway","",902845.101017298,0,10031.6122335255,0,9
"Oman","",820224.063880845,0,9113.60070978716,0,9
"Pakistan","",45041052.7378249,0,500456.141531388,0,9
"Palestine","",628453.477734774,0,6982.81641927527,0,9
"Panama","",235766.796315103,0,2619.63107016781,0,9
"Papua New Guinea","",1600176.93785903,0,17779.7437539893,0,9
"Paraguay","",1117325.69033482,0,12414.7298926092,0,9
"Peru","",4996006.26751725,0,55511.1807501917,0,9
"Philippines","",21868521.6366894,0,242983.573740993,0,9
"Poland","",4614784.00450875,0,51275.377827875,0,9
"Portugal","",643146.797433531,0,7146.07552703923,0,9
"Puerto Rico","",378116.596517975,0,4201.29551686639,0,9
