"CountryName","RegionName","Date","PredictedDailyNewCases","PredictedDailyNewDeaths","PredictedDailyNewHospital","PredictedDailyNewICU","Cost","C1_School.closing","C2_Workplace.closing","C3_Cancel.public.events","C4_Restrictions.on.gatherings","C5_Close.public.transport","C6_Stay.at.home.requirements","C7_Restrictions.on.internal.movement","C8_International.travel.controls","H1_Public.information.campaigns","H2_Testing.policy","H3_Contact.tracing","H6_Facial.Coverings"
"Afghanistan","",2021-02-15,23161.6899212852,NA,NA,NA,34,3,3,2,4,2,3,2,4,2,3,2,4
"Afghanistan","",2021-02-16,23851.4514614112,NA,NA,NA,34,3,3,2,4,2,3,2,4,2,3,2,4
"Afghanistan","",2021-02-17,26081.2210577052,NA,NA,NA,34,3,3,2,4,2,3,2,4,2,3,2,4
"Afghanistan","",2021-02-18,28689.8101204616,NA,NA,NA,34,3,3,2,4,2,3,2,4,2,3,2,4
"Afghanistan","",2021-02-19,31408.5687472238,NA,NA,NA,34,3,3,2,4,2,3,2,4,2,3,2,4
"Afghanistan","",2021-02-20,34250.6409328452,NA,NA,NA,34,3,3,2,4,2,3,2,4,2,3,2,4
"Afghanistan","",2021-02-21,37375.537063972,NA,5790.42248032131,1737.12674409639,34,3,3,2,4,2,3,2,4,2,3,2,4
"Afghanistan","",2021-02-22,40828.7149899579,NA,5962.86286535281,1788.85885960584,34,3,3,2,4,2,3,2,4,2,3,2,4
"Afghanistan","",2021-02-23,42608.3677284784,NA,6520.3052644263,1956.09157932789,34,3,3,2,4,2,3,2,4,2,3,2,4
"Afghanistan","",2021-02-24,45939.4609986075,NA,7172.45253011541,2151.73575903462,34,3,3,2,4,2,3,2,4,2,3,2,4
"Afghanistan","",2021-02-25,49642.0626397535,NA,7852.14218680596,2355.64265604179,34,3,3,2,4,2,3,2,4,2,3,2,4
"Afghanistan","",2021-02-26,53431.8211932414,NA,8562.66023321129,2568.79806996339,34,3,3,2,4,2,3,2,4,2,3,2,4
"Afghanistan","",2021-02-27,57305.0598153966,NA,9343.88426599301,2803.1652797979,34,3,3,2,4,2,3,2,4,2,3,2,4
"Afghanistan","",2021-02-28,61401.8183600766,231.616899212852,10207.1787474895,3062.15362424684,34,3,3,2,4,2,3,2,4,2,3,2,4
"Afghanistan","",2021-03-01,65746.6418071458,238.514514614112,10652.0919321196,3195.62757963588,34,3,3,2,4,2,3,2,4,2,3,2,4
"Afghanistan","",2021-03-02,68318.175641539,260.812210577052,11484.8652496519,3445.45957489556,34,3,3,2,4,2,3,2,4,2,3,2,4
"Afghanistan","",2021-03-03,72346.4723730507,286.898101204616,12410.5156599384,3723.15469798151,34,3,3,2,4,2,3,2,4,2,3,2,4
"Afghanistan","",2021-03-04,76626.7391674152,314.085687472238,13357.9552983103,4007.3865894931,34,3,3,2,4,2,3,2,4,2,3,2,4
"Afghanistan","",2021-03-05,80860.8223883227,342.506409328452,14326.2649538492,4297.87948615475,34,3,3,2,4,2,3,2,4,2,3,2,4
"Afghanistan","",2021-03-06,85034.3266804569,373.75537063972,15350.4545900192,4605.13637700575,34,3,3,2,4,2,3,2,4,2,3,2,4
"Afghanistan","",2021-03-07,89275.5918932599,408.287149899579,16436.6604517865,4930.99813553594,34,3,3,2,4,2,3,2,4,2,3,2,4
"Afghanistan","",2021-03-08,93593.0185002808,426.083677284784,17079.5439103847,5123.86317311542,34,3,3,2,4,2,3,2,4,2,3,2,4
"Afghanistan","",2021-03-09,95901.8309665819,459.394609986075,18086.6180932627,5425.9854279788,34,3,3,2,4,2,3,2,4,2,3,2,4
"Afghanistan","",2021-03-10,99459.730820484,496.420626397535,19156.6847918538,5747.00543755614,34,3,3,2,4,2,3,2,4,2,3,2,4
"Afghanistan","",2021-03-11,103030.016984304,534.318211932414,20215.2055970807,6064.5616791242,34,3,3,2,4,2,3,2,4,2,3,2,4
"Afghanistan","",2021-03-12,106302.710519895,573.050598153966,21258.5816701142,6377.57450103427,34,3,3,2,4,2,3,2,4,2,3,2,4
"Afghanistan","",2021-03-13,109260.124716933,614.018183600766,22318.897973315,6695.66939199449,34,3,3,2,4,2,3,2,4,2,3,2,4
"Afghanistan","",2021-03-14,112032.305894499,657.466418071459,23398.2546250702,7019.47638752106,34,3,3,2,4,2,3,2,4,2,3,2,4
"Afghanistan","",2021-03-15,114631.284325952,683.18175641539,23975.4577416455,7192.63732249364,34,3,3,2,4,2,3,2,4,2,3,2,4
"Afghanistan","",2021-03-16,114980.172191117,723.464723730507,24864.932705121,7459.4798115363,34,3,3,2,4,2,3,2,4,2,3,2,4
"Afghanistan","",2021-03-17,116393.341604769,766.267391674152,25757.504246076,7727.25127382281,34,3,3,2,4,2,3,2,4,2,3,2,4
"Afghanistan","",2021-03-18,117628.240534013,808.608223883227,26575.6776299737,7972.70328899211,34,3,3,2,4,2,3,2,4,2,3,2,4
"Afghanistan","",2021-03-19,118397.303548796,850.343266804569,27315.0311792333,8194.50935376998,34,3,3,2,4,2,3,2,4,2,3,2,4
"Afghanistan","",2021-03-20,118714.392663487,892.755918932599,28008.0764736246,8402.42294208739,34,3,3,2,4,2,3,2,4,2,3,2,4
"Afghanistan","",2021-03-21,118745.401118437,935.930185002808,28657.8210814881,8597.34632444642,34,3,3,2,4,2,3,2,4,2,3,2,4
"Afghanistan","",2021-03-22,118534.951284034,959.018309665819,28745.0430477794,8623.51291433381,34,3,3,2,4,2,3,2,4,2,3,2,4
"Afghanistan","",2021-03-23,116039.981632082,994.59730820484,29098.3354011921,8729.50062035764,34,3,3,2,4,2,3,2,4,2,3,2,4
"Afghanistan","",2021-03-24,114655.858786558,1030.30016984304,29407.0601335034,8822.11804005101,34,3,3,2,4,2,3,2,4,2,3,2,4
"Afghanistan","",2021-03-25,113142.427946235,1063.02710519895,29599.3258871989,8879.79776615968,34,3,3,2,4,2,3,2,4,2,3,2,4
"Afghanistan","",2021-03-26,111241.025744546,1092.60124716933,29678.5981658719,8903.57944976156,34,3,3,2,4,2,3,2,4,2,3,2,4
"Afghanistan","",2021-03-27,108999.555462433,1120.32305894499,29686.3502796092,8905.90508388276,34,3,3,2,4,2,3,2,4,2,3,2,4
"Afghanistan","",2021-03-28,106613.508514777,1146.31284325952,29633.7378210086,8890.12134630258,34,3,3,2,4,2,3,2,4,2,3,2,4
"Afghanistan","",2021-03-29,104150.081841087,1149.80172191117,29009.9954080206,8702.99862240617,34,3,3,2,4,2,3,2,4,2,3,2,4
"Afghanistan","",2021-03-30,99584.1085478818,1163.93341604769,28663.9646966395,8599.18940899184,34,3,3,2,4,2,3,2,4,2,3,2,4
"Afghanistan","",2021-03-31,96367.4655925429,1176.28240534013,28285.6069865587,8485.68209596762,34,3,3,2,4,2,3,2,4,2,3,2,4
"Afghanistan","",2021-04-01,107394.973749239,1183.97303548796,27810.2564361364,8343.07693084092,0,0,0,0,0,0,0,0,0,0,0,0,0
"Afghanistan","",2021-04-02,105003.929010751,1187.14392663487,27249.8888656081,8174.96665968244,0,0,0,0,0,0,0,0,0,0,0,0,0
"Afghanistan","",2021-04-03,101452.112873763,1187.45401118437,26653.3771286942,7996.01313860826,0,0,0,0,0,0,0,0,0,0,0,0,0
"Afghanistan","",2021-04-04,97742.2492972226,1185.34951284034,26037.5204602718,7811.25613808154,0,0,0,0,0,0,0,0,0,0,0,0,0
"Afghanistan","",2021-04-05,94064.3583093163,1160.39981632082,24896.0271369704,7468.80814109113,0,0,0,0,0,0,0,0,0,0,0,0,0
"Afghanistan","",2021-04-06,88409.9776987729,1146.55858786558,24091.8663981357,7227.55991944072,0,0,0,0,0,0,0,0,0,0,0,0,0
"Afghanistan","",2021-04-07,84272.3503854063,1131.42427946235,26848.7434373098,8054.62303119295,0,0,0,0,0,0,0,0,0,0,0,0,0
"Afghanistan","",2021-04-08,94512.322672626,1112.41025744546,26250.9822526877,7875.29467580631,0,0,0,0,0,0,0,0,0,0,0,0,0
"Afghanistan","",2021-04-09,91189.2288378796,1089.99555462432,25363.0282184408,7608.90846553223,0,0,0,0,0,0,0,0,0,0,0,0,0
"Afghanistan","",2021-04-10,86831.256048533,1066.13508514777,24435.5623243056,7330.66869729169,0,0,0,0,0,0,0,0,0,0,0,0,0
"Afghanistan","",2021-04-11,82458.7759339275,1041.50081841087,23516.0895773291,7054.82687319873,0,0,0,0,0,0,0,0,0,0,0,0,0
"Afghanistan","",2021-04-12,78259.6223103495,995.841085478818,22102.4944246932,6630.74832740797,0,0,0,0,0,0,0,0,0,0,0,0,0
"Afghanistan","",2021-04-13,72220.8311552309,963.674655925429,21068.0875963516,6320.42627890547,0,0,0,0,0,0,0,0,0,0,0,0,0
"Afghanistan","",2021-04-14,67862.4588718495,1073.94973749239,23628.0806681565,7088.42420044695,0,0,0,0,0,0,0,0,0,0,0,0,0
"Afghanistan","",2021-04-15,78002.4478448117,1050.03929010751,22797.3072094699,6839.19216284097,0,0,0,0,0,0,0,0,0,0,0,0,0
"Afghanistan","",2021-04-16,74447.2342643617,1014.52112873763,21707.8140121333,6512.34420363998,0,0,0,0,0,0,0,0,0,0,0,0,0
"Afghanistan","",2021-04-17,69942.5025393218,977.422492972226,20614.6939834819,6184.40819504456,0,0,0,0,0,0,0,0,0,0,0,0,0
"Afghanistan","",2021-04-18,65502.6734949685,940.643583093163,19564.9055775874,5869.47167327621,0,0,0,0,0,0,0,0,0,0,0,0,0
"Afghanistan","",2021-04-19,61296.7252341861,884.099776987729,18055.2077888077,5416.56233664232,0,0,0,0,0,0,0,0,0,0,0,0,0
"Afghanistan","",2021-04-20,55296.9211339787,842.723503854063,16965.6147179624,5089.68441538871,0,0,0,0,0,0,0,0,0,0,0,0,0
"Afghanistan","",2021-04-21,51047.0288290832,945.12322672626,19500.6119612029,5850.18358836087,0,0,0,0,0,0,0,0,0,0,0,0,0
"Afghanistan","",2021-04-22,61329.2979289393,911.892288378796,18611.8085660904,5583.54256982713,0,0,0,0,0,0,0,0,0,0,0,0,0
"Afghanistan","",2021-04-23,57820.6355351987,868.31256048533,17485.6256348305,5245.68769044914,0,0,0,0,0,0,0,0,0,0,0,0,0
"Afghanistan","",2021-04-24,53439.1164755854,824.587759339275,16375.6683737421,4912.70051212263,0,0,0,0,0,0,0,0,0,0,0,0,0
"Afghanistan","",2021-04-25,49201.4151413706,782.596223103495,15324.1813085465,4597.25439256396,0,0,0,0,0,0,0,0,0,0,0,0,0
"Afghanistan","",2021-04-26,45265.8115421668,722.208311552309,13824.2302834947,4147.2690850484,0,0,0,0,0,0,0,0,0,0,0,0,0
"Afghanistan","",2021-04-27,39592.6775397198,678.624588718495,12761.7572072708,3828.52716218124,0,0,0,0,0,0,0,0,0,0,0,0,0
"Afghanistan","",2021-04-28,35736.3173425007,780.024478448117,15332.3244822348,4599.69734467045,0,0,0,0,0,0,0,0,0,0,0,0,0
"Afghanistan","",2021-04-29,46450.5054155852,744.472342643617,14455.1588837997,4336.5476651399,0,0,0,0,0,0,0,0,0,0,0,0,0
"Afghanistan","",2021-04-30,43266.3695556148,699.425025393218,13359.7791188964,4007.93373566891,0,0,0,0,0,0,0,0,0,0,0,0,0
"Afghanistan","",2021-05-01,39246.9986512343,655.026734949685,12300.3537853426,3690.10613560279,0,0,0,0,0,0,0,0,0,0,0,0,0
"Afghanistan","",2021-05-02,35410.264873173,612.967252341861,11316.4528855417,3394.93586566251,0,0,0,0,0,0,0,0,0,0,0,0,0
"Afghanistan","",2021-05-03,31905.9952058755,552.969211339787,9898.16938492994,2969.45081547898,0,0,0,0,0,0,0,0,0,0,0,0,0
"Afghanistan","",2021-05-04,26686.0629533272,510.470288290832,8934.07933562518,2680.22380068755,0,0,0,0,0,0,0,0,0,0,0,0,0
"Afghanistan","",2021-05-05,23312.2801384154,613.292979289393,11612.6263538963,3483.78790616889,0,0,0,0,0,0,0,0,0,0,0,0,0
"Afghanistan","",2021-05-06,34518.3882890257,578.206355351987,10816.5923889037,3244.97771667111,0,0,0,0,0,0,0,0,0,0,0,0,0
"Afghanistan","",2021-05-07,31732.1396248215,534.391164755854,9811.74966280856,2943.52489884257,0,0,0,0,0,0,0,0,0,0,0,0,0
"Afghanistan","",2021-05-08,28123.7919881655,492.014151413706,8852.56621829324,2655.76986548797,0,0,0,0,0,0,0,0,0,0,0,0,0
"Afghanistan","",2021-05-09,24712.847555721,452.658115421668,7976.49880146888,2392.94964044066,0,0,0,0,0,0,0,0,0,0,0,0,0
"Afghanistan","",2021-05-10,21643.8586958401,395.926775397198,6671.51573833179,2001.45472149954,0,0,0,0,0,0,0,0,0,0,0,0,0
"Afghanistan","",2021-05-11,16862.9682416525,357.363173425007,5828.07003460384,1748.42101038115,0,0,0,0,0,0,0,0,0,0,0,0,0
"Afghanistan","",2021-05-12,13938.0726294849,464.505054155852,8629.59707225642,2588.87912167693,0,0,0,0,0,0,0,0,0,0,0,0,0
"Afghanistan","",2021-05-13,25588.9155945061,432.663695556148,7933.03490620538,2379.91047186162,0,0,0,0,0,0,0,0,0,0,0,0,0
"Afghanistan","",2021-05-14,23171.9223200162,392.469986512343,7030.94799704138,2109.28439911241,0,0,0,0,0,0,0,0,0,0,0,0,0
"Afghanistan","",2021-05-15,19933.0787254947,354.10264873173,6178.21188893026,1853.46356667908,0,0,0,0,0,0,0,0,0,0,0,0,0
"Albania","",2021-02-15,3631.31050798686,NA,NA,NA,34,3,3,2,4,2,3,2,4,2,3,2,4
"Albania","",2021-02-16,4231.39916234092,NA,NA,NA,34,3,3,2,4,2,3,2,4,2,3,2,4
"Albania","",2021-02-17,4411.27494168734,NA,NA,NA,34,3,3,2,4,2,3,2,4,2,3,2,4
"Albania","",2021-02-18,4494.69019989255,NA,NA,NA,34,3,3,2,4,2,3,2,4,2,3,2,4
"Albania","",2021-02-19,4576.33782053165,NA,NA,NA,34,3,3,2,4,2,3,2,4,2,3,2,4
"Albania","",2021-02-20,4662.40744728367,NA,NA,NA,34,3,3,2,4,2,3,2,4,2,3,2,4
"Albania","",2021-02-21,4664.82800065432,NA,907.827626996715,272.348288099014,34,3,3,2,4,2,3,2,4,2,3,2,4
"Albania","",2021-02-22,4407.48185976223,NA,1057.84979058523,317.354937175569,34,3,3,2,4,2,3,2,4,2,3,2,4
"Albania","",2021-02-23,4969.67187568133,NA,1102.81873542184,330.845620626551,34,3,3,2,4,2,3,2,4,2,3,2,4
"Albania","",2021-02-24,5100.94802329653,NA,1123.67254997314,337.101764991941,34,3,3,2,4,2,3,2,4,2,3,2,4
"Albania","",2021-02-25,5129.96486856092,NA,1144.08445513291,343.225336539874,34,3,3,2,4,2,3,2,4,2,3,2,4
"Albania","",2021-02-26,5152.7949972042,NA,1165.60186182092,349.680558546276,34,3,3,2,4,2,3,2,4,2,3,2,4
"Albania","",2021-02-27,5175.88365866418,NA,1166.20700016358,349.862100049074,34,3,3,2,4,2,3,2,4,2,3,2,4
"Albania","",2021-02-28,5111.42171501552,36.3131050798686,1101.87046494056,330.561139482167,34,3,3,2,4,2,3,2,4,2,3,2,4
