"","countrycode","regioncode","population_region","p_w_regs_only","p_m_regs_only","recent_p_w_regs_only","recent_p_m_regs_only","sumreach_regs","p_w_regs","p_m_regs","recent_p_w_regs","recent_p_m_regs","population_country","p_w_country_only","p_m_country_only","recent_p_w_country_only","recent_p_m_country_only","sumreach_country","p_w_country_rhs","p_m_country_rhs","sumreach_country_rhs","recent_p_w_country_rhs","recent_p_m_country_rhs","recent_sumreach_country_rhs","p_w_country","p_m_country","recent_p_w_country","recent_p_m_country"
"1","GB","GBENG",56286961,0.0470383275261324,0.0506084656084656,0,0,574,0.0470383275261324,0.0506084656084656,0,0,66796807,NA,NA,NA,NA,50,0.0463888813342148,0.0493479660773538,694,0,0,694,NA,NA,NA,NA
"2","GB","GBNIR",1893667,0.0166666666666667,0.01,0,0,60,0.0166666666666667,0.01,0,0,66796807,NA,NA,NA,NA,50,0.0463888813342148,0.0493479660773538,694,0,0,694,NA,NA,NA,NA
"3","GB","GBSCT",5463300,0.05,0.05,0,0,60,0.05,0.05,0,0,66796807,NA,NA,NA,NA,50,0.0463888813342148,0.0493479660773538,694,0,0,694,NA,NA,NA,NA
"4","GB","GBWLS",3152879,NA,NA,NA,NA,26,NA,NA,NA,NA,66796807,NA,NA,NA,NA,50,0.0463888813342148,0.0493479660773538,694,0,0,694,NA,NA,NA,NA
