"Timestamp","Country","ISO.3166.1.a2","Region","ISO.3166.2","Language","Reach","Cases","Visibility","Recovered","Fatalities","RecentCases","RecentCases14","PositiveTest14Days","PositiveTest07Days","LongCovid","StillSick","Tested","Positive","Hospital","Severe","ICU","Vaccinated","RecentVaccinated","VaccineSideEffects","RefuseVaccine","ContactsDoctors","Surveyfirst","Surveyknown","Surveyforward","Dataset","Cookie","Campaign"
"2021-07-01","Brazil","BR","São Paulo","BRSP","en",100,20,50,,0,3,,,,,,,,3,1,,60,,0,95,,,,,"limesurvey-16524","aj4kz86ur49ca3tzjc","FBBR"
"2021-07-01","Brazil","BR","São Paulo","BRSP","en",10,1,7,,0,0,,,,,0,,,0,0,,10,,3,1,,,,,"limesurvey-16479","9g3gopkidsrw7r2etw","FBBR"
"2021-07-01","Brazil","BR","Rio Grande do Sul","BRRS","en",3,0,3,,0,0,,,,,0,,,0,0,,3,,0,0,,,,,"limesurvey-16532","wd14gs3w4vxj9nxmmq",""
"2021-07-01","Brazil","BR","São Paulo","BRSP","en",300,200,300,,,4,,,,,5,,,,,,170,,90,0,,,,,"limesurvey-16535","ezlu7g1bqzyrvuf089","FBBR"
"2021-07-02","Brazil","BR","Minas Gerais","BRMG","en",3000,2000,100,,12,10,,,,,40,,,35,15,,1500,,,4,,,,,"limesurvey-16553","0fdpa8nyg99eeo6no3","FBBR"
"2021-07-02","Brazil","BR","Paraíba","BRPB","en",50,17,31,,231,0,,,,,0,,,,,,29,,0,0,,,,,"limesurvey-16566","lans2e0stfzvh0ya7x","FBBR"
"2021-07-02","Brazil","BR","Santa Catarina","BRSC","en",30,10,30,,6,0,,,,,0,,,20,6,,16,,0,1,,,,,"limesurvey-16611","shcf49uylptlfsg5ao","FBBR"
"2021-07-03","Brazil","BR","Rio Grande do Sul","BRRS","en",50,10,30,,0,2,,,,,2,,,0,0,,10,,0,0,,,,,"limesurvey-16633","fbicq0668ki9vvqsj1","FBBR"
"2021-07-03","Brazil","BR","Paraíba","BRPB","en",3,0,5,,12,50,,,,,2,,,41,,,50,,2044,50554,,,,,"limesurvey-16660","o0mbg7pjutepbqem17","FBBR"
"2021-07-03","Brazil","BR","Rio Grande do Sul","BRRS","en",500,50,10,,7,0,,,,,50,,,15,10,,35,,10,5,,,,,"limesurvey-16687","7so49sw9vzmg3rrx48","FBBR"
