ISO2,ISO_3,country_agg,date,first_date,count,p_cli,p_cli_CI,p_cli_weight,p_cli_weight_CI,p_cliWHO,p_cliWHO_CI,p_cliWHO_weight,p_cliWHO_weight_CI,p_cli_local,p_cli_local_CI,p_cli_smooth,p_cli_CI_smooth,p_cli_weight_smooth,p_cli_weight_CI_smooth,p_cliWHO_smooth,p_cliWHO_CI_smooth,p_cliWHO_weight_smooth,p_cliWHO_weight_CI_smooth,p_cli_local_smooth,p_cli_local_CI_smooth,p_cli_smooth_slope,p_cli_weight_smooth_slope,p_cliWHO_smooth_slope,p_cliWHO_weight_smooth_slope,p_cli_local_smooth_slope
RW,RWA,Rwanda,2020-08-25,2020-04-29,100,0.03,0.0334344809563718,0.0132929689078208,0.000118670997422558,0.02,0.0274394957835608,0.00917569873873356,9.88001000979219e-05,0.0112376385975427,0.00252893975393408,0.03,0.0334344809563718,0.0144050678349358,0.000128473142989081,0.0199974306860281,0.0274374562363428,0.00993653187551948,0.000106953885320477,0.0112376385975427,0.00252893975393408,,,,,
RW,RWA,Rwanda,2020-08-27,2020-05-04,100,0.03,0.0334344809563718,0.0145660278019631,0.000129952126886925,0.02,0.0274394957835608,0.0100544493752781,0.000108214101875999,0.0112376385975427,0.00252893975393408,0.03,0.0334344809563718,0.0145248573523866,0.000129418655621529,0.0199916280131374,0.0274328500163633,0.0100040144483864,0.000107684421832421,0.0112376385975427,0.00252893975393408,,,,,
RW,RWA,Rwanda,2020-08-28,2020-05-05,100,0.03,0.0334344809563718,0.0145132334718749,0.000129484585933109,0.02,0.0274394957835608,0.0100180071875801,0.000107823866197809,0.0112376385975427,0.00252893975393408,0.03,0.0334344809563718,0.0145947630602555,0.000129908780709312,0.0199850999785315,0.0274276679969742,0.0100352931212123,0.000108028073717983,0.0112376385975427,0.00252893975393408,,,,,
RW,RWA,Rwanda,2020-08-30,2020-05-08,100,0.03,0.0334344809563718,0.0147306135914898,0.000131409518517712,0.02,0.0274394957835608,0.0101680575264629,0.000109430564746445,0.0112376385975427,0.00252893975393408,0.0300005585849083,0.0334347587301707,0.0147733350375364,0.000130947634137895,0.0199577686298416,0.0274059720980715,0.0100872369585505,0.000108620592940089,0.0112384588151186,0.0025290114379769,,,,,
RW,RWA,Rwanda,2020-09-01,2020-05-09,100,0.03,0.0334344809563718,0.014899930693237,0.000132908548572403,0.02,0.0274394957835608,0.0102849315466852,0.000110681850195045,0.0112376385975427,0.00252893975393408,0.0300036002391769,0.0334362712877936,0.0150737563686081,0.000132218500277799,0.0198877004477489,0.027350351271883,0.0101121402853639,0.000108979548613725,0.0112429251339427,0.00252940177805159,,,,,
RW,RWA,Rwanda,2020-09-03,2020-05-10,100,0.03,0.0334344809563718,0.0149684282920634,0.000133514910386565,0.02,0.0274394957835608,0.0103322131837308,0.000111188018116982,0.0112376385975427,0.00252893975393408,0.0300140411441289,0.0334414633540117,0.0156548940644288,0.000134119722702162,0.0197237339261592,0.0272201930013857,0.0100874718713043,0.000108929932437748,0.0112582563998296,0.0025307416751138,,,,,
RW,RWA,Rwanda,2020-09-04,2020-05-10,100,0.03,0.0334344809563718,0.0150189937846015,0.000133962504317971,0.02,0.0274394957835608,0.010367116878257,0.000111561659816115,0.0112376385975427,0.00252893975393408,0.0300255499717859,0.0334471864781626,0.0161347221910175,0.000135529606263055,0.0195800889421302,0.0271061661713624,0.010046335517222,0.000108676537811854,0.0112751557871594,0.00253221862030564,4.25832863098473e-06,0.000288275726013609,-6.95569573163085e-05,1.83006069504168e-05,6.25286493611607e-06
RW,RWA,Rwanda,2020-09-05,2020-05-12,100,0.03,0.0334344809563718,0.0148628686317389,0.000132580446024142,0.02,0.0274394957835608,0.0102593488259777,0.000110407967271266,0.0112376385975427,0.00252893975393408,0.0300453870399265,0.0334570510801136,0.0168046644688842,0.000137417857904973,0.019375332580358,0.0269436285163386,0.00997868190397845,0.00010821777889586,0.0113042842360323,0.00253476434114563,7.56450665441386e-06,0.000379967852749601,-0.00010271590546323,-4.22209073466043e-06,1.11076064149291e-05
RW,RWA,Rwanda,2020-09-06,2020-05-15,100,0.03,0.0334344809563718,0.0148564144451343,0.000132523307206393,0.02,0.0274394957835608,0.0102548937134819,0.00011036027109732,0.0112376385975427,0.00252893975393408,0.0300790732447792,0.0334738025980171,0.0177222750903734,0.000139939128847619,0.0190914772958472,0.0267183013425641,0.00987804335418822,0.000107506832652212,0.0113537485464243,0.00253908734256428,1.31788741298654e-05,0.00052125200501966,-0.000148937113780716,-2.62082945040124e-05,1.93516581469382e-05
RW,RWA,Rwanda,2020-09-10,2020-05-16,100,0.03,0.0334344809563718,0.0145824561428018,0.000130097609353562,0.02,0.0274394957835608,0.0100657893180222,0.000108335530991926,0.0112376385975427,0.00252893975393408,0.0305276783393857,0.0336968854981769,0.0247130469419153,0.000158565894618339,0.0169013684217306,0.0249797709371372,0.00905214350938132,0.000101450301743041,0.012012473438115,0.0025966575102005,8.78532924128954e-05,0.00165661865072982,-0.000509400034685158,-0.000172515574861529,0.000129002437166075
RW,RWA,Rwanda,2020-09-11,2020-05-17,100,0.03,0.0334344809563718,0.0144690287998353,0.000129093094593666,0.02,0.0274394957835608,0.00998749415800092,0.000107497110882495,0.0112376385975427,0.00252893975393408,0.0307766214521375,0.0338206802393317,0.0272569709714546,0.000165224865951252,0.016101099484116,0.0243445094225137,0.00874370358132638,9.91496336258424e-05,0.0123780177151555,0.00262860475490483,0.000128836868826768,0.00203053576714109,-0.000631100160605483,-0.000228072784006255,0.00018918209686879
RW,RWA,Rwanda,2020-09-15,2020-05-18,100,0.03,0.0334344809563718,0.0484640655911184,0.000228112014605861,0.01,0.0195013954179879,0.00689841245147216,8.79218986108401e-05,0.0112376385975427,0.00252893975393408,0.0325140453205911,0.0346846685445057,0.0376251700434272,0.000191560786221262,0.012839914489224,0.0217557480424984,0.00744730788667283,8.923676632621e-05,0.0149292244743471,0.00285157097745694,0.000416667362743702,0.00366171266316639,-0.0011473032394892,-0.000440027330771919,0.00061182801241958
RW,RWA,Rwanda,2020-09-16,2020-05-18,100,0.03,0.0334344809563718,0.0482375831582544,0.000227073019659218,0.01,0.0195013954179879,0.0068661747674097,8.75124420643232e-05,0.0112376385975427,0.00252893975393408,0.0331036735981921,0.034977879628742,0.0396844572049834,0.000196524092822405,0.012195725448119,0.021244384316229,0.00717723278633408,8.70939463815675e-05,0.0157950256611152,0.00292723886262513,0.000513020604401036,0.00392495583566099,-0.00123072724900187,-0.000478183788481317,0.000753311645659297
RW,RWA,Rwanda,2020-09-18,2020-05-20,100,0.03,0.0334344809563718,0.043618380442089,0.000205826299447554,0.01,0.0195013954179879,0.00620867389239213,7.91584921596916e-05,0.0112376385975427,0.00252893975393408,0.0343746282987578,0.0356099015651461,0.0428252803077279,0.000203698716800005,0.0112231137375133,0.0204723153786771,0.0067477095090599,8.35773231444182e-05,0.0176612761953591,0.00309034239410372,0.000721540209805218,0.00433676930647395,-0.00135870314047411,-0.000538495399153093,0.0010594986598878
RW,RWA,Rwanda,2020-09-19,2020-05-22,100,0.03,0.0334344809563718,0.0431878350803153,0.000203840510254291,0.01,0.0195013954179879,0.00614738973374061,7.83795564705378e-05,0.0112376385975427,0.00252893975393408,0.0350252950979873,0.035933465961438,0.0439444949738684,0.000206049422765942,0.0108829888735825,0.0202023208480061,0.00658586986593833,8.2198141411213e-05,0.0186167054180815,0.00317384344470999,0.000824370308868026,0.0043703699805825,-0.00136808140371079,-0.000548695581374982,0.00121049281194286
RW,RWA,Rwanda,2020-09-21,2020-05-25,100,0.04,0.0384072934108425,0.0484155163993587,0.000214998458541846,0.01,0.0195013954179879,0.00613389936686311,7.82080843379557e-05,0.0259214863649985,0.00381225481941988,0.036288150160542,0.0365614600997643,0.04547582921651,0.00020888624102978,0.0104315860816614,0.0198439927812491,0.00634891797344387,8.00844827351293e-05,0.0204710625671729,0.00333590753744013,0.00096007863685939,0.00346046371243244,-0.0010782970566782,-0.000450537589322908,0.00140976485484298
