"date","country","region","population","p_cases_infected","p_cases_recent","p_cases_active"
2020-04-13,"RO","ROAB",342376,0,0,0
2020-04-13,"RO","ROAG",612431,0,0,0
2020-04-13,"RO","ROAR",430629,0,0,0
2020-04-13,"RO","ROB",1883425,0,0,0
2020-04-13,"RO","ROBC",616168,0,0,0
2020-04-13,"RO","ROBH",575398,0,0,0
2020-04-13,"RO","ROBN",286225,0,0,0
2020-04-13,"RO","ROBR",321212,0,0,0
2020-04-13,"RO","ROBT",412626,0,0,0
2020-04-13,"RO","ROBV",549217,0,0,0
2020-04-13,"RO","ROBZ",451069,0,0,0
2020-04-13,"RO","ROCJ",691106,0,0,0
2020-04-13,"RO","ROCL",306691,0,0,0
2020-04-13,"RO","ROCS",295579,0,0,0
2020-04-13,"RO","ROCT",684082,0,0,0
2020-04-13,"RO","ROCV",210177,0,0,0
2020-04-13,"RO","RODB",518745,0,0,0
2020-04-13,"RO","RODJ",660544,0,0,0
2020-04-13,"RO","ROGJ",341594,0,0,0
2020-04-13,"RO","ROGL",536167,0,0,0
2020-04-13,"RO","ROGR",281422,0,0,0
2020-04-13,"RO","ROHD",418565,0,0,0
2020-04-13,"RO","ROHR",310867,0,0,0
2020-04-13,"RO","ROIF",388738,0,0,0
2020-04-13,"RO","ROIL",274148,0,0,0
2020-04-13,"RO","ROIS",772348,0,0,0
2020-04-13,"RO","ROMH",265390,0,0,0
2020-04-13,"RO","ROMM",478659,0,0,0
2020-04-13,"RO","ROMS",550846,0,0,0
2020-04-13,"RO","RONT",470766,0,0,0
2020-04-13,"RO","ROOT",436400,0,0,0
2020-04-13,"RO","ROPH",762886,0,0,0
2020-04-13,"RO","ROSB",397322,0,0,0
2020-04-13,"RO","ROSJ",224384,0,0,0
2020-04-13,"RO","ROSM",344360,0,0,0
2020-04-13,"RO","ROSV",634810,0,0,0
2020-04-13,"RO","ROTL",213083,0,0,0
2020-04-13,"RO","ROTM",683540,0,0,0
2020-04-13,"RO","ROTR",380123,0,0,0
2020-04-13,"RO","ROVL",371714,0,0,0
