"date","country","region","population","p_cases_infected","p_cases_recent","p_cases_active"
2020-03-23,"NL","NLDR",493682,0,0,0
2020-03-23,"NL","NLFL",423021,0,0,0
2020-03-23,"NL","NLFR",649957,0,0,0
2020-03-23,"NL","NLGE",2085952,0,0,0
2020-03-23,"NL","NLGR",585866,0,0,0
2020-03-23,"NL","NLLI",1117201,0,0,0
2020-03-23,"NL","NLNB",2562955,0,0,0
2020-03-23,"NL","NLNH",2879527,0,0,0
2020-03-23,"NL","NLOV",1162406,0,0,0
2020-03-23,"NL","NLUT",1354834,0,0,0
2020-03-23,"NL","NLZE",383488,0,0,0
2020-03-23,"NL","NLZH",3708696,0,0,0
2020-03-24,"NL","NLDR",493682,0,0,0
2020-03-24,"NL","NLFL",423021,0,0,0
2020-03-24,"NL","NLFR",649957,0,0,0
2020-03-24,"NL","NLGE",2085952,0,0,0
2020-03-24,"NL","NLGR",585866,0,0,0
2020-03-24,"NL","NLLI",1117201,0,0,0
2020-03-24,"NL","NLNB",2562955,0,0,0
2020-03-24,"NL","NLNH",2879527,0,0,0
2020-03-24,"NL","NLOV",1162406,0,0,0
2020-03-24,"NL","NLUT",1354834,0,0,0
2020-03-24,"NL","NLZE",383488,0,0,0
2020-03-24,"NL","NLZH",3708696,0,0,0
2020-03-25,"NL","NLDR",493682,0,0,0
2020-03-25,"NL","NLFL",423021,0,0,0
2020-03-25,"NL","NLFR",649957,0,0,0
2020-03-25,"NL","NLGE",2085952,0,0,0
2020-03-25,"NL","NLGR",585866,0,0,0
2020-03-25,"NL","NLLI",1117201,0,0,0
2020-03-25,"NL","NLNB",2562955,0,0,0
2020-03-25,"NL","NLNH",2879527,0,0,0
2020-03-25,"NL","NLOV",1162406,0,0,0
2020-03-25,"NL","NLUT",1354834,0,0,0
2020-03-25,"NL","NLZE",383488,0,0,0
2020-03-25,"NL","NLZH",3708696,0,0,0
2020-03-26,"NL","NLDR",493682,0,0,0
2020-03-26,"NL","NLFL",423021,0,0,0
2020-03-26,"NL","NLFR",649957,0,0,0
2020-03-26,"NL","NLGE",2085952,0,0,0
2020-03-26,"NL","NLGR",585866,0,0,0
2020-03-26,"NL","NLLI",1117201,0,0,0
2020-03-26,"NL","NLNB",2562955,0,0,0
2020-03-26,"NL","NLNH",2879527,0,0,0
2020-03-26,"NL","NLOV",1162406,0,0,0
2020-03-26,"NL","NLUT",1354834,0,0,0
2020-03-26,"NL","NLZE",383488,0,0,0
2020-03-26,"NL","NLZH",3708696,0,0,0
2020-03-27,"NL","NLDR",493682,0,0,0
2020-03-27,"NL","NLFL",423021,0,0,0
2020-03-27,"NL","NLFR",649957,0,0,0
2020-03-27,"NL","NLGE",2085952,0,0,0
2020-03-27,"NL","NLGR",585866,0,0,0
2020-03-27,"NL","NLLI",1117201,0,0,0
2020-03-27,"NL","NLNB",2562955,0,0,0
2020-03-27,"NL","NLNH",2879527,0,0,0
2020-03-27,"NL","NLOV",1162406,0,0,0
2020-03-27,"NL","NLUT",1354834,0,0,0
2020-03-27,"NL","NLZE",383488,0,0,0
2020-03-27,"NL","NLZH",3708696,0,0,0
2020-03-28,"NL","NLDR",493682,0,0,0
2020-03-28,"NL","NLFL",423021,0,0,0
2020-03-28,"NL","NLFR",649957,0,0,0
2020-03-28,"NL","NLGE",2085952,0,0,0
2020-03-28,"NL","NLGR",585866,0,0,0
2020-03-28,"NL","NLLI",1117201,0,0,0
2020-03-28,"NL","NLNB",2562955,0,0,0
2020-03-28,"NL","NLNH",2879527,0,0,0
2020-03-28,"NL","NLOV",1162406,0,0,0
2020-03-28,"NL","NLUT",1354834,0,0,0
2020-03-28,"NL","NLZE",383488,0,0,0
2020-03-28,"NL","NLZH",3708696,0,0,0
2020-03-29,"NL","NLDR",493682,0,0,0
2020-03-29,"NL","NLFL",423021,0,0,0
2020-03-29,"NL","NLFR",649957,0,0,0
2020-03-29,"NL","NLGE",2085952,0,0,0
2020-03-29,"NL","NLGR",585866,0,0,0
2020-03-29,"NL","NLLI",1117201,0,0,0
2020-03-29,"NL","NLNB",2562955,0,0,0
2020-03-29,"NL","NLNH",2879527,0,0,0
2020-03-29,"NL","NLOV",1162406,0,0,0
2020-03-29,"NL","NLUT",1354834,0,0,0
2020-03-29,"NL","NLZE",383488,0,0,0
2020-03-29,"NL","NLZH",3708696,0,0,0
2020-03-30,"NL","NLDR",493682,0,0,0
2020-03-30,"NL","NLFL",423021,0,0,0
2020-03-30,"NL","NLFR",649957,0,0,0
2020-03-30,"NL","NLGE",2085952,0,0,0
2020-03-30,"NL","NLGR",585866,0,0,0
2020-03-30,"NL","NLLI",1117201,0,0,0
2020-03-30,"NL","NLNB",2562955,0,0,0
2020-03-30,"NL","NLNH",2879527,0,0,0
2020-03-30,"NL","NLOV",1162406,0,0,0
2020-03-30,"NL","NLUT",1354834,0,0,0
2020-03-30,"NL","NLZE",383488,0,0,0
2020-03-30,"NL","NLZH",3708696,0,0,0
