,date,p_cases,p_cases_error,p_fatalities,p_fatalities_error,p_recentcases,p_recentcases_error,p_cases_daily,p_cases_daily_error,p_stillsick,p_stillsick_error
180,2020/09/10,0.0972638161828275,0.00643875094760878,0.00933084510797121,0.00217562665901536,0.00099502487562189,0.00194924242327914,0.000142146410803127,0.000737058807823569,0.00199004975124378,0.00275527189813273
181,2020/09/11,0.0972638161828275,0.00643875094760878,0.00933084510797121,0.00217562665901536,0.00111731843575419,0.00218868014141888,0.000159616919393456,0.00082763981042058,0.00223463687150838,0.00309352952493211
182,2020/09/12,0.0972638161828275,0.00643875094760878,0.00933084510797121,0.00217562665901536,0.00125786163522013,0.00246381247158366,0.000179694519317161,0.000931736091805116,0.00251572327044025,0.00348216214168076
183,2020/09/13,0.099026502982484,0.0066120338911587,0.00926490308423747,0.00207329428092053,0.00206753962784287,0.00233717848992075,0.000295362803977552,0.000884154454366303,0.00399733510992672,0.00319207637688642
184,2020/09/14,0.100137340111061,0.00669907012135505,0.00474503353157029,0.00106877469504827,0.00157811678064177,0.00178436479901634,0.000225445254377395,0.000674883206021867,0.00307534597642235,0.00245695733453513
185,2020/09/15,0.0999009895474218,0.00669298715458981,0.00468295152512341,0.00106196090622878,0.0031104199066874,0.00248493490707847,0.000444345700955343,0.000940472191722998,0.0045477513895907,0.00296437926959725
186,2020/09/16,0.100504549186894,0.00671085473216928,0.00474984167194427,0.00106985249064956,0.00299550673989016,0.00239326794896354,0.000427929534270024,0.000905734276214543,0.00487092060399415,0.00301161083034947
187,2020/09/17,0.100504549186894,0.00671085473216928,0.00474984167194427,0.00106985249064956,0.0034324942791762,0.00274179922351806,0.0004903563255966,0.00103783129475555,0.0050055617352614,0.00326204527849666
188,2020/09/18,0.100504549186894,0.00671085473216928,0.00474984167194427,0.00106985249064956,0.0034324942791762,0.00274179922351806,0.0004903563255966,0.00103783129475555,0.0050055617352614,0.00326204527849666
189,2020/09/19,0.100567088273824,0.00671256615652798,0.00500316656111465,0.0010977304589743,0.00593631948192121,0.00349764813849875,0.000848045640274458,0.00132536581707332,0.00735680504466632,0.00383945786036252
190,2020/09/20,0.100990266813108,0.0067294983571531,0.00495552731893265,0.00109427825724942,0.00596302921884317,0.00368482016281793,0.000851861316977596,0.00139630711252276,0.00655933214072749,0.00386351264702311
191,2020/09/21,0.103259932530048,0.00687239707778205,0.0157356101985684,0.0217603827142652,0.00623441396508728,0.00385199490156398,0.00089063056644104,0.00145982643228585,0.00748129675810474,0.00421700095942294
192,2020/09/22,0.105296038592038,0.00693421967878746,0.0233552114684942,0.0187682526222129,0.0107889413351315,0.0052578889916356,0.00154127733359021,0.00199656277212982,0.0121375590020229,0.00557303062204967
193,2020/09/23,0.106661448214925,0.00697017722261296,0.0235528399269923,0.0187899149603519,0.013470173187941,0.00572224875505764,0.00192431045542014,0.00217542613597824,0.0121872995509942,0.00544648208094154
194,2020/09/24,0.101815212887373,0.00687201149537785,0.0233150668062311,0.0187742311081182,0.0121654501216545,0.00529911545069817,0.00173792144595064,0.00201342076117922,0.0115571776155718,0.00516652879654834
195,2020/09/25,0.101881438052936,0.00687386701917711,0.0233150668062311,0.0187742311081182,0.0108166576527853,0.0047148141130325,0.00154523680754076,0.00179036407267069,0.0108166576527853,0.0047148141130325
196,2020/09/26,0.101881438052936,0.00687386701917711,0.0233150668062311,0.0187742311081182,0.0108166576527853,0.0047148141130325,0.00154523680754076,0.00179036407267069,0.010275824770146,0.00459668845080075
197,2020/09/27,0.102530268661724,0.00689786276922317,0.0230662318266329,0.0187404545061189,0.0142487046632124,0.00591147440629259,0.00203552923760178,0.00224812603649527,0.0142487046632124,0.00591147440629259
198,2020/09/28,0.102359002365659,0.0068813364295965,0.0234311321040361,0.0187777422579456,0.0170749814402376,0.00691838311494505,0.00243928306289108,0.00263429897345395,0.0207869339272457,0.00761900240883036
199,2020/09/29,0.102887627609771,0.00691492038370077,0.02348538169177,0.018789735065491,0.0121739130434783,0.00633803326168675,0.00173913043478261,0.00240817072376009,0.0139130434782609,0.00676967546159316
200,2020/09/30,0.10276618480259,0.00690346736091409,0.0234621847510726,0.0187846071435811,0.0127272727272727,0.00662426951360719,0.00181818181818182,0.00251753334286062,0.0145454545454545,0.00707511813390097
201,2020/10/01,0.102965414447962,0.00690898385566932,0.0234621847510726,0.0187846071435811,0.0157635467980296,0.00766287538579106,0.00225193525686137,0.00291610707880667,0.0187192118226601,0.00833787725323789
202,2020/10/02,0.103948085428953,0.00699752742811757,0.0234324380878909,0.0188007033361273,0.0156985871271586,0.00682586532101633,0.00224265530387979,0.00259750927838096,0.0180533751962323,0.00731116393280673
203,2020/10/03,0.104360286583116,0.00700894569851274,0.023569838472612,0.0188160103411284,0.0171086398631309,0.00743363677203162,0.0024440914090187,0.00283053272520103,0.0213857998289136,0.0082929556122333
204,2020/10/04,0.105308031292499,0.00699620942115887,0.0239318338626285,0.0188427179620693,0.00945744151319064,0.00423234950774078,0.00135106307331295,0.00160621011587706,0.0196993260756869,0.00620136526383999
205,2020/10/05,0.105308031292499,0.00699620942115887,0.0239318338626285,0.0188427179620693,0.00798296966471527,0.00402370844390584,0.00114042423781647,0.00152605483483567,0.018899388549194,0.00629235417211956
206,2020/10/06,0.104971693340124,0.00698710487452514,0.0239991014531034,0.0188498099363214,0.00814663951120163,0.00397548696161849,0.00116380564445738,0.00150787282549414,0.0207006369426752,0.00642920438282503
207,2020/10/07,0.104874658104338,0.0069631599438876,0.0186034879803267,0.0137549812396809,0.00802407221664995,0.00391591715234095,0.00114629603094999,0.00148519969227455,0.0208986415882968,0.00640840543091271
208,2020/10/08,0.106438896129156,0.00701002572170646,0.0187526337968816,0.0137721735463501,0.00839920948616601,0.00397585443670037,0.00119988706945229,0.00150817700521186,0.0200617283950617,0.0062328043386611
209,2020/10/09,0.106599484110273,0.00699466617392197,0.0188241050538742,0.0137730859565866,0.00712468193384224,0.00371874938705117,0.00101781170483461,0.00140987109437855,0.0222811671087533,0.00666297788816557
210,2020/10/10,0.106599484110273,0.00699466617392197,0.0188241050538742,0.0137730859565866,0.00736543909348442,0.00398905251284063,0.00105220558478349,0.00151250714047351,0.0219584569732938,0.00699725496437098
211,2020/10/11,0.106599484110273,0.00699466617392197,0.0188241050538742,0.0137730859565866,0.0105263157894737,0.00648972971881932,0.00150375939849624,0.00246404527132739,0.0221052631578947,0.00934932350426331
212,2020/10/12,0.106767496366597,0.00695836375142266,0.0187602356128563,0.0137531408540894,0.00945945945945946,0.00493158497690211,0.00135135135135135,0.00187157714361377,0.0175675675675676,0.00669305502085453
213,2020/10/13,0.104604300950846,0.0068748852706982,0.0187490225687817,0.013750838268846,0.01001001001001,0.00436498752303671,0.00143000143000143,0.00165694404237894,0.0185185185185185,0.0059114568527549
214,2020/10/14,0.103328482388059,0.006897557049046,0.019070242628932,0.0138238964049527,0.00765483646485734,0.00318642753515103,0.00109354806640819,0.00120833138729219,0.0126582278481013,0.00410869122985047
215,2020/10/15,0.10095698054498,0.00681740705334074,0.0174318391756897,0.0123813606958062,0.0053747387279785,0.00247627537338235,0.000767819818282643,0.000938109171779187,0.011147936125339,0.00357196638183008
216,2020/10/16,0.0978416157667884,0.00664666161665104,0.0175309982803874,0.0123600164915493,0.00805270863836018,0.00273638628367146,0.00115038694833717,0.00103784892481013,0.00934119960668633,0.0029561127597047
217,2020/10/17,0.0941466539621515,0.00647375771567939,0.0174419652918638,0.0123486622959836,0.00682527301092044,0.00225344481236783,0.000975039001560062,0.000854226905743468,0.00828729281767956,0.00249591085032723
218,2020/10/18,0.092520673223764,0.0064046138937147,0.0173568994397274,0.0123313920001493,0.00664153652845091,0.00213289164378459,0.000948790932635844,0.000808463931921576,0.00794797687861272,0.0023390826703187
219,2020/10/19,0.0932071603581808,0.00644031234517704,0.0190946166516585,0.0125006041169599,0.00618811881188119,0.00204373604540189,0.000884016973125884,0.000774518232419866,0.0074719800747198,0.00225128531760422
220,2020/10/20,0.0908251881717681,0.00633934274330303,0.0188144311039897,0.0124619965179235,0.00542691751085383,0.00193668520384657,0.000775273930121976,0.000733707992702791,0.00655379574003277,0.0021338403331553
221,2020/10/21,0.0926344908751294,0.00637479840649122,0.0184622378076498,0.0124211359253642,0.00578592092574735,0.00206442881424947,0.000826560132249621,0.000782224434871082,0.011003861003861,0.00284088109798909
222,2020/10/22,0.0966144116383282,0.00645204022178983,0.0188278369277189,0.0124529899618812,0.0119244175380664,0.00288153348600134,0.00170348821972377,0.00109473585928741,0.0125317835088994,0.00293831256514069
223,2020/10/23,0.0967831700123469,0.00643924812676494,0.0186751368651442,0.0124312808234923,0.0129371336163331,0.00314897037299735,0.00184816194519045,0.00119686578817551,0.0163934426229508,0.00351902245023795
224,2020/10/24,0.0971191909468334,0.00645372512557245,0.0186483695220415,0.0124154793761885,0.0149928605425988,0.00367436255715211,0.00214183722037125,0.00139780858937635,0.0175561797752809,0.00393823240430076
225,2020/10/25,0.0958781606310117,0.00646757653554915,0.0184899282742246,0.0124320756247508,0.0159362549800797,0.00387307573859104,0.0022766078542971,0.00147401000436912,0.0164983994090126,0.00391777994172956
226,2020/10/26,0.0961454454871667,0.0064436883591172,0.0164586098304254,0.010363423392837,0.0150129017124091,0.00365037949599489,0.00214470024462987,0.00138869703899051,0.015552460538533,0.00369492890681202
227,2020/10/27,0.0969053287819243,0.00643566523081383,0.0160132692379592,0.0103103614823233,0.0151409270906126,0.00365284232207442,0.00216298958437323,0.00138971154344335,0.0154277699859748,0.00369320206479983
