"date","country","ISO3","ISO2","cases","deaths","cum_cases","cum_deaths","population","cases_daily","cases_infected","cases_active","p_cases_infected","p_cases_daily","p_cases_active"
2020-03-14,"Kosovo","OWID_KOS",NA,2,NA,2,NA,NA,0,0,0,NA,NA,NA
2020-03-15,"Kosovo","OWID_KOS",NA,3,NA,5,NA,NA,0,0,0,NA,NA,NA
2020-03-16,"Kosovo","OWID_KOS",NA,8,NA,13,NA,NA,0,0,0,NA,NA,NA
2020-03-17,"Kosovo","OWID_KOS",NA,3,NA,16,NA,NA,0,0,0,NA,NA,NA
2020-03-18,"Kosovo","OWID_KOS",NA,3,NA,19,NA,NA,0,0,0,NA,NA,NA
2020-03-19,"Kosovo","OWID_KOS",NA,1,NA,20,NA,NA,0,0,0,NA,NA,NA
2020-03-20,"Kosovo","OWID_KOS",NA,1,NA,21,NA,NA,0,0,0,NA,NA,NA
2020-03-21,"Kosovo","OWID_KOS",NA,3,NA,24,NA,NA,0,0,0,NA,NA,NA
2020-03-22,"Kosovo","OWID_KOS",NA,7,NA,31,NA,NA,0,0,0,NA,NA,NA
2020-03-23,"Kosovo","OWID_KOS",NA,2,1,33,1,NA,0,0,0,NA,NA,NA
2020-03-24,"Kosovo","OWID_KOS",NA,28,0,61,1,NA,0,0,0,NA,NA,NA
2020-03-25,"Kosovo","OWID_KOS",NA,2,0,63,1,NA,0,0,0,NA,NA,NA
2020-03-26,"Kosovo","OWID_KOS",NA,8,0,71,1,NA,0,0,0,NA,NA,NA
2020-03-27,"Kosovo","OWID_KOS",NA,15,0,86,1,NA,6.14285714285714,33.2142857142857,61.4285714285714,NA,NA,NA
2020-03-28,"Kosovo","OWID_KOS",NA,2,0,88,1,NA,6.14285714285714,39.3571428571429,61.4285714285714,NA,NA,NA
2020-03-29,"Kosovo","OWID_KOS",NA,3,0,91,1,NA,6.14285714285714,45.5,61.4285714285714,NA,NA,NA
2020-03-30,"Kosovo","OWID_KOS",NA,3,0,94,1,NA,5.78571428571429,51.2857142857143,57.8571428571429,NA,NA,NA
2020-03-31,"Kosovo","OWID_KOS",NA,12,0,106,1,NA,6.42857142857143,57.7142857142857,64.2857142857143,NA,NA,NA
2020-04-01,"Kosovo","OWID_KOS",NA,6,0,112,1,NA,6.64285714285714,64.3571428571429,66.4285714285714,NA,NA,NA
2020-04-02,"Kosovo","OWID_KOS",NA,13,0,125,1,NA,7.5,71.8571428571429,75,NA,NA,NA
2020-04-03,"Kosovo","OWID_KOS",NA,1,0,126,1,NA,7.5,79.3571428571429,75,NA,NA,NA
2020-04-04,"Kosovo","OWID_KOS",NA,9,0,135,1,NA,7.92857142857143,87.2857142857143,79.2857142857143,NA,NA,NA
2020-04-05,"Kosovo","OWID_KOS",NA,5,0,140,1,NA,7.78571428571429,95.0714285714286,77.8571428571429,NA,NA,NA
2020-04-06,"Kosovo","OWID_KOS",NA,5,0,145,1,NA,8,103.071428571429,80,NA,NA,NA
2020-04-07,"Kosovo","OWID_KOS",NA,20,2,165,3,NA,7.42857142857143,110.5,74.2857142857143,NA,NA,NA
2020-04-08,"Kosovo","OWID_KOS",NA,19,2,184,5,NA,8.64285714285714,119.142857142857,86.4285714285714,NA,NA,NA
2020-04-09,"Kosovo","OWID_KOS",NA,40,1,224,6,NA,10.9285714285714,130.071428571429,109.285714285714,NA,NA,NA
2020-04-10,"Kosovo","OWID_KOS",NA,3,1,227,7,NA,10.0714285714286,140.142857142857,100.714285714286,NA,NA,NA
2020-04-11,"Kosovo","OWID_KOS",NA,23,0,250,7,NA,11.5714285714286,151.714285714286,115.714285714286,NA,NA,NA
2020-04-12,"Kosovo","OWID_KOS",NA,33,0,283,7,NA,13.7142857142857,165.428571428571,137.142857142857,NA,NA,NA
2020-04-13,"Kosovo","OWID_KOS",NA,79,0,362,7,NA,19.1428571428571,184.571428571429,191.428571428571,NA,NA,NA
2020-04-14,"Kosovo","OWID_KOS",NA,15,1,377,8,NA,19.3571428571429,203.928571428571,193.571428571429,NA,NA,NA
2020-04-15,"Kosovo","OWID_KOS",NA,10,0,387,8,NA,19.6428571428571,223.571428571429,196.428571428571,NA,NA,NA
2020-04-16,"Kosovo","OWID_KOS",NA,36,1,423,9,NA,21.2857142857143,244.857142857143,212.857142857143,NA,NA,NA
2020-04-17,"Kosovo","OWID_KOS",NA,26,2,449,11,NA,23.0714285714286,267.928571428571,230.714285714286,NA,NA,NA
2020-04-18,"Kosovo","OWID_KOS",NA,31,1,480,12,NA,24.6428571428571,292.571428571429,246.428571428571,NA,NA,NA
2020-04-19,"Kosovo","OWID_KOS",NA,30,0,510,12,NA,26.4285714285714,319,264.285714285714,NA,NA,NA
2020-04-20,"Kosovo","OWID_KOS",NA,51,0,561,12,NA,29.7142857142857,348.714285714286,297.142857142857,NA,NA,NA
2020-04-21,"Kosovo","OWID_KOS",NA,37,3,598,15,NA,30.9285714285714,379.642857142857,309.285714285714,NA,NA,NA
2020-04-22,"Kosovo","OWID_KOS",NA,6,3,604,18,NA,30,409.642857142857,300,NA,NA,NA
2020-04-23,"Kosovo","OWID_KOS",NA,26,0,630,18,NA,29,438.642857142857,290,NA,NA,NA
2020-04-24,"Kosovo","OWID_KOS",NA,39,1,669,19,NA,31.5714285714286,470.214285714286,315.714285714286,NA,NA,NA
2020-04-25,"Kosovo","OWID_KOS",NA,34,0,703,19,NA,32.3571428571429,502.571428571429,323.571428571429,NA,NA,NA
2020-04-26,"Kosovo","OWID_KOS",NA,28,1,731,20,NA,32,534.571428571429,320,NA,NA,NA
2020-04-27,"Kosovo","OWID_KOS",NA,32,1,763,21,NA,28.6428571428571,563.214285714286,286.428571428571,NA,NA,NA
2020-04-28,"Kosovo","OWID_KOS",NA,17,1,780,22,NA,28.7857142857143,592,287.857142857143,NA,NA,NA
2020-04-29,"Kosovo","OWID_KOS",NA,10,0,790,22,NA,28.7857142857143,620.785714285714,287.857142857143,NA,NA,NA
2020-04-30,"Kosovo","OWID_KOS",NA,9,0,799,22,NA,26.8571428571429,647.642857142857,268.571428571429,NA,NA,NA
2020-05-01,"Kosovo","OWID_KOS",NA,7,0,806,22,NA,25.5,673.142857142857,255,NA,NA,NA
2020-05-02,"Kosovo","OWID_KOS",NA,7,0,813,22,NA,23.7857142857143,696.928571428571,237.857142857143,NA,NA,NA
2020-05-03,"Kosovo","OWID_KOS",NA,10,0,823,22,NA,22.3571428571429,719.285714285714,223.571428571429,NA,NA,NA
2020-05-04,"Kosovo","OWID_KOS",NA,28,0,851,22,NA,20.7142857142857,740,207.142857142857,NA,NA,NA
2020-05-05,"Kosovo","OWID_KOS",NA,4,4,855,26,NA,18.3571428571429,758.357142857143,183.571428571429,NA,NA,NA
2020-05-06,"Kosovo","OWID_KOS",NA,1,0,856,26,NA,18,776.357142857143,180,NA,NA,NA
2020-05-07,"Kosovo","OWID_KOS",NA,4,0,860,26,NA,16.4285714285714,792.785714285714,164.285714285714,NA,NA,NA
2020-05-08,"Kosovo","OWID_KOS",NA,1,1,861,27,NA,13.7142857142857,806.5,137.142857142857,NA,NA,NA
2020-05-09,"Kosovo","OWID_KOS",NA,1,1,862,28,NA,11.3571428571429,817.857142857143,113.571428571429,NA,NA,NA
2020-05-10,"Kosovo","OWID_KOS",NA,8,0,870,28,NA,9.92857142857143,827.785714285714,99.2857142857143,NA,NA,NA
2020-05-11,"Kosovo","OWID_KOS",NA,14,0,884,28,NA,8.64285714285714,836.428571428571,86.4285714285714,NA,NA,NA
2020-05-12,"Kosovo","OWID_KOS",NA,11,0,895,28,NA,8.21428571428571,844.642857142857,82.1428571428571,NA,NA,NA
2020-05-13,"Kosovo","OWID_KOS",NA,24,1,919,29,NA,9.21428571428571,853.857142857143,92.1428571428571,NA,NA,NA
2020-05-14,"Kosovo","OWID_KOS",NA,8,0,927,29,NA,9.14285714285714,863,91.4285714285714,NA,NA,NA
2020-05-15,"Kosovo","OWID_KOS",NA,18,0,945,29,NA,9.92857142857143,872.928571428571,99.2857142857143,NA,NA,NA
2020-05-16,"Kosovo","OWID_KOS",NA,10,0,955,29,NA,10.1428571428571,883.071428571429,101.428571428571,NA,NA,NA
2020-05-17,"Kosovo","OWID_KOS",NA,23,0,978,29,NA,11.0714285714286,894.142857142857,110.714285714286,NA,NA,NA
2020-05-18,"Kosovo","OWID_KOS",NA,7,0,985,29,NA,9.57142857142857,903.714285714286,95.7142857142857,NA,NA,NA
2020-05-19,"Kosovo","OWID_KOS",NA,3,0,988,29,NA,9.5,913.214285714286,95,NA,NA,NA
2020-05-20,"Kosovo","OWID_KOS",NA,1,0,989,29,NA,9.5,922.714285714286,95,NA,NA,NA
2020-05-21,"Kosovo","OWID_KOS",NA,14,0,1003,29,NA,10.2142857142857,932.928571428571,102.142857142857,NA,NA,NA
2020-05-22,"Kosovo","OWID_KOS",NA,1,0,1004,29,NA,10.2142857142857,943.142857142857,102.142857142857,NA,NA,NA
2020-05-23,"Kosovo","OWID_KOS",NA,21,0,1025,29,NA,11.6428571428571,954.785714285714,116.428571428571,NA,NA,NA
2020-05-24,"Kosovo","OWID_KOS",NA,7,0,1032,29,NA,11.5714285714286,966.357142857143,115.714285714286,NA,NA,NA
2020-05-25,"Kosovo","OWID_KOS",NA,6,1,1038,30,NA,11,977.357142857143,110,NA,NA,NA
2020-05-26,"Kosovo","OWID_KOS",NA,0,0,1038,30,NA,10.2142857142857,987.571428571429,102.142857142857,NA,NA,NA
2020-05-27,"Kosovo","OWID_KOS",NA,9,0,1047,30,NA,9.14285714285714,996.714285714286,91.4285714285714,NA,NA,NA
2020-05-28,"Kosovo","OWID_KOS",NA,1,0,1048,30,NA,8.64285714285714,1005.35714285714,86.4285714285714,NA,NA,NA
2020-05-29,"Kosovo","OWID_KOS",NA,4,0,1052,30,NA,7.64285714285714,1013,76.4285714285714,NA,NA,NA
2020-05-30,"Kosovo","OWID_KOS",NA,12,0,1064,30,NA,7.78571428571429,1020.78571428571,77.8571428571429,NA,NA,NA
2020-05-31,"Kosovo","OWID_KOS",NA,6,0,1070,30,NA,6.57142857142857,1027.35714285714,65.7142857142857,NA,NA,NA
2020-06-01,"Kosovo","OWID_KOS",NA,13,0,1083,30,NA,7,1034.35714285714,70,NA,NA,NA
2020-06-02,"Kosovo","OWID_KOS",NA,27,0,1110,30,NA,8.71428571428571,1043.07142857143,87.1428571428571,NA,NA,NA
2020-06-03,"Kosovo","OWID_KOS",NA,13,0,1123,30,NA,9.57142857142857,1052.64285714286,95.7142857142857,NA,NA,NA
2020-06-04,"Kosovo","OWID_KOS",NA,19,0,1142,30,NA,9.92857142857143,1062.57142857143,99.2857142857143,NA,NA,NA
2020-06-05,"Kosovo","OWID_KOS",NA,5,0,1147,30,NA,10.2142857142857,1072.78571428571,102.142857142857,NA,NA,NA
2020-06-06,"Kosovo","OWID_KOS",NA,11,0,1158,30,NA,9.5,1082.28571428571,95,NA,NA,NA
2020-06-07,"Kosovo","OWID_KOS",NA,36,0,1194,30,NA,11.5714285714286,1093.85714285714,115.714285714286,NA,NA,NA
2020-06-08,"Kosovo","OWID_KOS",NA,40,1,1234,31,NA,14,1107.85714285714,140,NA,NA,NA
2020-06-09,"Kosovo","OWID_KOS",NA,29,0,1263,31,NA,16.0714285714286,1123.92857142857,160.714285714286,NA,NA,NA
2020-06-10,"Kosovo","OWID_KOS",NA,6,0,1269,31,NA,15.8571428571429,1139.78571428571,158.571428571429,NA,NA,NA
