"date","country","ISO3","ISO2","cases","deaths","cum_cases","cum_deaths","icu_patients","hosp_patients","weekly_icu_admissions","weekly_hosp_admissions","countrycode","population","cases_daily","cases_infected","cases_active","p_infected","p_daily","p_active"
2020-01-03,"Lesotho","LSO","LS",0,0,0,0,0,0,0,0,"LS",2007201,0,0,0,0,0,0
2020-01-04,"Lesotho","LSO","LS",0,0,0,0,0,0,0,0,"LS",2007201,0,0,0,0,0,0
2020-01-05,"Lesotho","LSO","LS",0,0,0,0,0,0,0,0,"LS",2007201,0,0,0,0,0,0
2020-01-06,"Lesotho","LSO","LS",0,0,0,0,0,0,0,0,"LS",2007201,0,0,0,0,0,0
2020-01-07,"Lesotho","LSO","LS",0,0,0,0,0,0,0,0,"LS",2007201,0,0,0,0,0,0
2020-01-08,"Lesotho","LSO","LS",0,0,0,0,0,0,0,0,"LS",2007201,0,0,0,0,0,0
2020-01-09,"Lesotho","LSO","LS",0,0,0,0,0,0,0,0,"LS",2007201,0,0,0,0,0,0
2020-01-10,"Lesotho","LSO","LS",0,0,0,0,0,0,0,0,"LS",2007201,0,0,0,0,0,0
2020-01-11,"Lesotho","LSO","LS",13,1,1953,62,0,0,0,0,"LS",2007201,0,0,0,0,0,0
2020-01-12,"Lesotho","LSO","LS",0,0,1953,62,0,0,0,0,"LS",2007201,0,0,0,0,0,0
2020-01-13,"Lesotho","LSO","LS",0,0,1953,62,0,0,0,0,"LS",2007201,0,0,0,0,0,0
2020-01-14,"Lesotho","LSO","LS",0,0,1953,62,0,0,0,0,"LS",2007201,0,0,0,0,0,0
2020-01-15,"Lesotho","LSO","LS",0,0,1953,62,0,0,0,0,"LS",2007201,0,0,0,0,0,0
2020-01-16,"Lesotho","LSO","LS",0,0,1953,62,NA,NA,NA,NA,"LS",2007201,0.928571428571429,837,9.28571428571429,0.000416998596553111,4.62620050792835e-07,4.62620050792835e-06
2020-01-17,"Lesotho","LSO","LS",0,0,1953,62,NA,NA,NA,NA,"LS",2007201,0.928571428571429,976.5,9.28571428571429,0.000486498362645296,4.62620050792835e-07,4.62620050792835e-06
2020-01-18,"Lesotho","LSO","LS",0,0,1953,62,NA,NA,NA,NA,"LS",2007201,0.928571428571429,1116,9.28571428571429,0.000555998128737481,4.62620050792835e-07,4.62620050792835e-06
