"date","country","ISO3","ISO2","cases","deaths","cum_cases","cum_deaths","icu_patients","hosp_patients","weekly_icu_admissions","weekly_hosp_admissions","countrycode","population","cases_daily","cases_infected","cases_active","p_infected","p_daily","p_active"
2020-01-03,"Netherlands","NLD","NL",0,0,0,0,0,0,0,0,"NL",17282163,0,0,0,0,0,0
2020-01-04,"Netherlands","NLD","NL",0,0,0,0,0,0,0,0,"NL",17282163,0,0,0,0,0,0
2020-01-05,"Netherlands","NLD","NL",0,0,0,0,0,0,0,0,"NL",17282163,0,0,0,0,0,0
2020-01-06,"Netherlands","NLD","NL",0,0,0,0,0,0,0,0,"NL",17282163,0,0,0,0,0,0
2020-01-07,"Netherlands","NLD","NL",0,0,0,0,0,0,0,0,"NL",17282163,0,0,0,0,0,0
2020-01-08,"Netherlands","NLD","NL",0,0,0,0,0,0,0,0,"NL",17282163,0,0,0,0,0,0
2020-01-09,"Netherlands","NLD","NL",0,0,0,0,0,0,0,0,"NL",17282163,0,0,0,0,0,0
2020-01-10,"Netherlands","NLD","NL",0,0,0,0,0,0,0,0,"NL",17282163,0,0,0,0,0,0
2020-01-11,"Netherlands","NLD","NL",0,0,0,0,0,0,0,0,"NL",17282163,0,0,0,0,0,0
2020-01-12,"Netherlands","NLD","NL",0,0,0,0,0,0,0,0,"NL",17282163,0,0,0,0,0,0
2020-01-13,"Netherlands","NLD","NL",0,0,0,0,0,0,0,0,"NL",17282163,0,0,0,0,0,0
2020-01-14,"Netherlands","NLD","NL",0,0,0,0,0,0,0,0,"NL",17282163,0,0,0,0,0,0
2020-01-15,"Netherlands","NLD","NL",0,0,0,0,0,0,0,0,"NL",17282163,0,0,0,0,0,0
2020-01-16,"Netherlands","NLD","NL",0,0,0,0,NA,NA,NA,NA,"NL",17282163,0,0,0,0,0,0
2020-01-17,"Netherlands","NLD","NL",0,0,0,0,NA,NA,NA,NA,"NL",17282163,0,0,0,0,0,0
2020-01-18,"Netherlands","NLD","NL",0,0,0,0,NA,NA,NA,NA,"NL",17282163,0,0,0,0,0,0
2020-01-19,"Netherlands","NLD","NL",0,0,0,0,NA,NA,NA,NA,"NL",17282163,0,0,0,0,0,0
2020-01-20,"Netherlands","NLD","NL",0,0,0,0,NA,NA,NA,NA,"NL",17282163,0,0,0,0,0,0
2020-01-21,"Netherlands","NLD","NL",0,0,0,0,NA,NA,NA,NA,"NL",17282163,0,0,0,0,0,0
2020-01-22,"Netherlands","NLD","NL",0,0,0,0,NA,NA,NA,NA,"NL",17282163,0,0,0,0,0,0
2020-01-23,"Netherlands","NLD","NL",0,0,0,0,NA,NA,NA,NA,"NL",17282163,0,0,0,0,0,0
