"date","country","ISO3","ISO2","cases","deaths","cum_cases","cum_deaths","icu_patients","hosp_patients","weekly_icu_admissions","weekly_hosp_admissions","countrycode","population","cases_daily","cases_infected","cases_active","p_infected","p_daily","p_active"
2020-01-05,"Mongolia","MNG","MN",0,0,0,0,0,0,0,0,"MN",3304000,0,0,0,0,0,0
2020-01-12,"Mongolia","MNG","MN",0,0,0,0,0,0,0,0,"MN",3304000,0,0,0,0,0,0
2020-01-19,"Mongolia","MNG","MN",0,0,0,0,0,0,0,0,"MN",3304000,0,0,0,0,0,0
2020-01-26,"Mongolia","MNG","MN",0,0,0,0,0,0,0,0,"MN",3304000,0,0,0,0,0,0
2020-02-02,"Mongolia","MNG","MN",0,0,0,0,0,0,0,0,"MN",3304000,0,0,0,0,0,0
2020-02-09,"Mongolia","MNG","MN",0,0,0,0,0,0,0,0,"MN",3304000,0,0,0,0,0,0
2020-02-16,"Mongolia","MNG","MN",0,0,0,0,0,0,0,0,"MN",3304000,0,0,0,0,0,0
2020-02-23,"Mongolia","MNG","MN",0,0,0,0,0,0,0,0,"MN",3304000,0,0,0,0,0,0
2020-03-01,"Mongolia","MNG","MN",0,0,0,0,0,0,0,0,"MN",3304000,0,0,0,0,0,0
2020-03-08,"Mongolia","MNG","MN",0,0,0,0,0,0,0,0,"MN",3304000,0,0,0,0,0,0
2020-03-15,"Mongolia","MNG","MN",1,0,1,0,0,0,0,0,"MN",3304000,0,0,0,0,0,0
2020-03-22,"Mongolia","MNG","MN",9,0,10,0,0,0,0,0,"MN",3304000,0,0,0,0,0,0
2020-03-29,"Mongolia","MNG","MN",2,0,12,0,0,0,0,0,"MN",3304000,0,0,0,0,0,0
2020-04-05,"Mongolia","MNG","MN",2,0,14,0,NA,NA,NA,NA,"MN",3304000,1,2.64285714285714,10,7.99896229678312e-07,3.02663438256659e-07,3.02663438256659e-06
2020-04-12,"Mongolia","MNG","MN",2,0,16,0,NA,NA,NA,NA,"MN",3304000,1.14285714285714,3.78571428571429,11.4285714285714,1.14579730197164e-06,3.45901072293324e-07,3.45901072293324e-06
2020-04-19,"Mongolia","MNG","MN",16,0,32,0,NA,NA,NA,NA,"MN",3304000,2.28571428571429,6.07142857142857,22.8571428571429,1.83759944655828e-06,6.91802144586648e-07,6.91802144586648e-06
2020-04-26,"Mongolia","MNG","MN",6,0,38,0,NA,NA,NA,NA,"MN",3304000,2.71428571428571,8.78571428571429,27.1428571428571,2.65911449325493e-06,8.21515046696645e-07,8.21515046696645e-06
2020-05-03,"Mongolia","MNG","MN",1,0,39,0,NA,NA,NA,NA,"MN",3304000,2.78571428571429,11.5714285714286,27.8571428571429,3.50224835696991e-06,8.43133863714977e-07,8.43133863714978e-06
2020-05-10,"Mongolia","MNG","MN",3,0,42,0,NA,NA,NA,NA,"MN",3304000,3,14.5714285714286,30,4.41023867173988e-06,9.07990314769976e-07,9.07990314769976e-06
2020-05-17,"Mongolia","MNG","MN",94,0,136,0,NA,NA,NA,NA,"MN",3304000,9.71428571428571,24.2857142857143,97.1428571428571,7.35039778623314e-06,2.94015911449325e-06,2.94015911449325e-05
2020-05-18,"Mongolia","MNG","MN",0,0,0,0,NA,NA,NA,NA,"MN",3304000,9.71428571428571,24.2857142857143,97.1428571428571,7.35039778623314e-06,2.94015911449325e-06,2.94015911449325e-05
2020-05-19,"Mongolia","MNG","MN",0,0,0,0,NA,NA,NA,NA,"MN",3304000,9.71428571428571,24.2857142857143,97.1428571428571,7.35039778623314e-06,2.94015911449325e-06,2.94015911449325e-05
2020-05-20,"Mongolia","MNG","MN",0,0,0,0,NA,NA,NA,NA,"MN",3304000,9.71428571428571,24.2857142857143,97.1428571428571,7.35039778623314e-06,2.94015911449325e-06,2.94015911449325e-05
2020-05-21,"Mongolia","MNG","MN",0,0,0,0,NA,NA,NA,NA,"MN",3304000,9.71428571428571,24.2857142857143,97.1428571428571,7.35039778623314e-06,2.94015911449325e-06,2.94015911449325e-05
2020-05-22,"Mongolia","MNG","MN",0,0,0,0,NA,NA,NA,NA,"MN",3304000,9.64285714285714,24.2142857142857,96.4285714285714,7.3287789692148e-06,2.91854029747492e-06,2.91854029747492e-05
2020-05-23,"Mongolia","MNG","MN",0,0,0,0,NA,NA,NA,NA,"MN",3304000,9,23.5,90,7.11259079903148e-06,2.72397094430993e-06,2.72397094430993e-05
2020-05-24,"Mongolia","MNG","MN",5,0,141,0,NA,NA,NA,NA,"MN",3304000,9.21428571428571,32.7142857142857,92.1428571428571,9.9014181943964e-06,2.78882739536493e-06,2.78882739536493e-05
2020-05-25,"Mongolia","MNG","MN",0,0,0,0,NA,NA,NA,NA,"MN",3304000,9.07142857142857,31.7142857142857,90.7142857142857,9.59875475613974e-06,2.74558976132826e-06,2.74558976132826e-05
2020-05-26,"Mongolia","MNG","MN",0,0,0,0,NA,NA,NA,NA,"MN",3304000,8.92857142857143,30.5714285714286,89.2857142857143,9.25285368384642e-06,2.70235212729159e-06,2.70235212729159e-05
2020-05-27,"Mongolia","MNG","MN",0,0,0,0,NA,NA,NA,NA,"MN",3304000,7.78571428571429,28.2857142857143,77.8571428571429,8.56105153925977e-06,2.35645105499827e-06,2.35645105499827e-05
2020-05-28,"Mongolia","MNG","MN",0,0,0,0,NA,NA,NA,NA,"MN",3304000,7.35714285714286,25.5714285714286,73.5714285714286,7.73953649256313e-06,2.22673815288827e-06,2.22673815288827e-05
2020-05-29,"Mongolia","MNG","MN",0,0,0,0,NA,NA,NA,NA,"MN",3304000,7.28571428571429,22.7857142857143,72.8571428571429,6.89640262884815e-06,2.20511933586994e-06,2.20511933586994e-05
2020-05-30,"Mongolia","MNG","MN",0,0,0,0,NA,NA,NA,NA,"MN",3304000,7.07142857142857,19.7857142857143,70.7142857142857,5.98841231407817e-06,2.14026288481494e-06,2.14026288481494e-05
2020-05-31,"Mongolia","MNG","MN",38,0,179,0,NA,NA,NA,NA,"MN",3304000,3.07142857142857,22.8571428571429,30.7142857142857,6.91802144586648e-06,9.29609131788309e-07,9.29609131788309e-06
2020-06-01,"Mongolia","MNG","MN",0,0,0,0,NA,NA,NA,NA,"MN",3304000,3.07142857142857,22.8571428571429,30.7142857142857,6.91802144586648e-06,9.29609131788309e-07,9.29609131788309e-06
2020-06-02,"Mongolia","MNG","MN",0,0,0,0,NA,NA,NA,NA,"MN",3304000,3.07142857142857,22.8571428571429,30.7142857142857,6.91802144586648e-06,9.29609131788309e-07,9.29609131788309e-06
2020-06-03,"Mongolia","MNG","MN",0,0,0,0,NA,NA,NA,NA,"MN",3304000,3.07142857142857,22.8571428571429,30.7142857142857,6.91802144586648e-06,9.29609131788309e-07,9.29609131788309e-06
2020-06-04,"Mongolia","MNG","MN",0,0,0,0,NA,NA,NA,NA,"MN",3304000,3.07142857142857,22.8571428571429,30.7142857142857,6.91802144586648e-06,9.29609131788309e-07,9.29609131788309e-06
2020-06-05,"Mongolia","MNG","MN",0,0,0,0,NA,NA,NA,NA,"MN",3304000,3.07142857142857,22.8571428571429,30.7142857142857,6.91802144586648e-06,9.29609131788309e-07,9.29609131788309e-06
2020-06-06,"Mongolia","MNG","MN",0,0,0,0,NA,NA,NA,NA,"MN",3304000,3.07142857142857,22.8571428571429,30.7142857142857,6.91802144586648e-06,9.29609131788309e-07,9.29609131788309e-06
2020-06-07,"Mongolia","MNG","MN",14,0,193,0,NA,NA,NA,NA,"MN",3304000,3.71428571428571,26.5714285714286,37.1428571428571,8.04219993081979e-06,1.1241784849533e-06,1.1241784849533e-05
2020-06-08,"Mongolia","MNG","MN",0,0,0,0,NA,NA,NA,NA,"MN",3304000,3.71428571428571,26.5714285714286,37.1428571428571,8.04219993081979e-06,1.1241784849533e-06,1.1241784849533e-05
2020-06-09,"Mongolia","MNG","MN",0,0,0,0,NA,NA,NA,NA,"MN",3304000,3.71428571428571,26.5714285714286,37.1428571428571,8.04219993081979e-06,1.1241784849533e-06,1.1241784849533e-05
2020-06-10,"Mongolia","MNG","MN",0,0,0,0,NA,NA,NA,NA,"MN",3304000,3.71428571428571,26.5714285714286,37.1428571428571,8.04219993081979e-06,1.1241784849533e-06,1.1241784849533e-05
2020-06-11,"Mongolia","MNG","MN",0,0,0,0,NA,NA,NA,NA,"MN",3304000,3.71428571428571,26.5714285714286,37.1428571428571,8.04219993081979e-06,1.1241784849533e-06,1.1241784849533e-05
2020-06-12,"Mongolia","MNG","MN",0,0,0,0,NA,NA,NA,NA,"MN",3304000,3.71428571428571,26.5714285714286,37.1428571428571,8.04219993081979e-06,1.1241784849533e-06,1.1241784849533e-05
2020-06-13,"Mongolia","MNG","MN",0,0,0,0,NA,NA,NA,NA,"MN",3304000,3.71428571428571,26.5714285714286,37.1428571428571,8.04219993081979e-06,1.1241784849533e-06,1.1241784849533e-05
2020-06-14,"Mongolia","MNG","MN",4,0,197,0,NA,NA,NA,NA,"MN",3304000,1.28571428571429,27.8571428571429,12.8571428571429,8.43133863714978e-06,3.8913870632999e-07,3.8913870632999e-06
2020-06-15,"Mongolia","MNG","MN",0,0,0,0,NA,NA,NA,NA,"MN",3304000,1.28571428571429,27.8571428571429,12.8571428571429,8.43133863714978e-06,3.8913870632999e-07,3.8913870632999e-06
2020-06-16,"Mongolia","MNG","MN",0,0,0,0,NA,NA,NA,NA,"MN",3304000,1.28571428571429,27.8571428571429,12.8571428571429,8.43133863714978e-06,3.8913870632999e-07,3.8913870632999e-06
2020-06-17,"Mongolia","MNG","MN",0,0,0,0,NA,NA,NA,NA,"MN",3304000,1.28571428571429,27.8571428571429,12.8571428571429,8.43133863714978e-06,3.8913870632999e-07,3.8913870632999e-06
2020-06-18,"Mongolia","MNG","MN",0,0,0,0,NA,NA,NA,NA,"MN",3304000,1.28571428571429,27.8571428571429,12.8571428571429,8.43133863714978e-06,3.8913870632999e-07,3.8913870632999e-06
2020-06-19,"Mongolia","MNG","MN",0,0,0,0,NA,NA,NA,NA,"MN",3304000,1.28571428571429,27.8571428571429,12.8571428571429,8.43133863714978e-06,3.8913870632999e-07,3.8913870632999e-06
2020-06-20,"Mongolia","MNG","MN",0,0,0,0,NA,NA,NA,NA,"MN",3304000,1.28571428571429,27.8571428571429,12.8571428571429,8.43133863714978e-06,3.8913870632999e-07,3.8913870632999e-06
2020-06-21,"Mongolia","MNG","MN",7,0,204,0,NA,NA,NA,NA,"MN",3304000,0.785714285714286,28.6428571428571,7.85714285714286,8.66914562435144e-06,2.3780698720166e-07,2.3780698720166e-06
2020-06-22,"Mongolia","MNG","MN",0,0,0,0,NA,NA,NA,NA,"MN",3304000,0.785714285714286,28.6428571428571,7.85714285714286,8.66914562435144e-06,2.3780698720166e-07,2.3780698720166e-06
2020-06-23,"Mongolia","MNG","MN",0,0,0,0,NA,NA,NA,NA,"MN",3304000,0.785714285714286,28.6428571428571,7.85714285714286,8.66914562435144e-06,2.3780698720166e-07,2.3780698720166e-06
2020-06-24,"Mongolia","MNG","MN",0,0,0,0,NA,NA,NA,NA,"MN",3304000,0.785714285714286,28.6428571428571,7.85714285714286,8.66914562435144e-06,2.3780698720166e-07,2.3780698720166e-06
2020-06-25,"Mongolia","MNG","MN",0,0,0,0,NA,NA,NA,NA,"MN",3304000,0.785714285714286,28.6428571428571,7.85714285714286,8.66914562435144e-06,2.3780698720166e-07,2.3780698720166e-06
2020-06-26,"Mongolia","MNG","MN",0,0,0,0,NA,NA,NA,NA,"MN",3304000,0.785714285714286,28.6428571428571,7.85714285714286,8.66914562435144e-06,2.3780698720166e-07,2.3780698720166e-06
2020-06-27,"Mongolia","MNG","MN",0,0,0,0,NA,NA,NA,NA,"MN",3304000,0.785714285714286,28.6428571428571,7.85714285714286,8.66914562435144e-06,2.3780698720166e-07,2.3780698720166e-06
2020-06-28,"Mongolia","MNG","MN",15,0,219,0,NA,NA,NA,NA,"MN",3304000,1.57142857142857,30.2142857142857,15.7142857142857,9.14475959875476e-06,4.75613974403321e-07,4.75613974403321e-06
2020-06-29,"Mongolia","MNG","MN",0,0,0,0,NA,NA,NA,NA,"MN",3304000,1.57142857142857,30.2142857142857,15.7142857142857,9.14475959875476e-06,4.75613974403321e-07,4.75613974403321e-06
2020-06-30,"Mongolia","MNG","MN",0,0,0,0,NA,NA,NA,NA,"MN",3304000,1.57142857142857,30.2142857142857,15.7142857142857,9.14475959875476e-06,4.75613974403321e-07,4.75613974403321e-06
2020-07-01,"Mongolia","MNG","MN",0,0,0,0,NA,NA,NA,NA,"MN",3304000,1.57142857142857,30.2142857142857,15.7142857142857,9.14475959875476e-06,4.75613974403321e-07,4.75613974403321e-06
2020-07-02,"Mongolia","MNG","MN",0,0,0,0,NA,NA,NA,NA,"MN",3304000,1.57142857142857,30.2142857142857,15.7142857142857,9.14475959875476e-06,4.75613974403321e-07,4.75613974403321e-06
2020-07-03,"Mongolia","MNG","MN",0,0,0,0,NA,NA,NA,NA,"MN",3304000,1.57142857142857,30.2142857142857,15.7142857142857,9.14475959875476e-06,4.75613974403321e-07,4.75613974403321e-06
2020-07-04,"Mongolia","MNG","MN",0,0,0,0,NA,NA,NA,NA,"MN",3304000,1.57142857142857,30.2142857142857,15.7142857142857,9.14475959875476e-06,4.75613974403321e-07,4.75613974403321e-06
2020-07-05,"Mongolia","MNG","MN",1,0,220,0,NA,NA,NA,NA,"MN",3304000,1.14285714285714,31.3571428571429,11.4285714285714,9.49066067104808e-06,3.45901072293324e-07,3.45901072293324e-06
2020-07-06,"Mongolia","MNG","MN",0,0,0,0,NA,NA,NA,NA,"MN",3304000,1.14285714285714,31.3571428571429,11.4285714285714,9.49066067104808e-06,3.45901072293324e-07,3.45901072293324e-06
2020-07-07,"Mongolia","MNG","MN",0,0,0,0,NA,NA,NA,NA,"MN",3304000,1.14285714285714,31.3571428571429,11.4285714285714,9.49066067104808e-06,3.45901072293324e-07,3.45901072293324e-06
2020-07-08,"Mongolia","MNG","MN",0,0,0,0,NA,NA,NA,NA,"MN",3304000,1.14285714285714,31.3571428571429,11.4285714285714,9.49066067104808e-06,3.45901072293324e-07,3.45901072293324e-06
2020-07-09,"Mongolia","MNG","MN",0,0,0,0,NA,NA,NA,NA,"MN",3304000,1.14285714285714,31.3571428571429,11.4285714285714,9.49066067104808e-06,3.45901072293324e-07,3.45901072293324e-06
2020-07-10,"Mongolia","MNG","MN",0,0,0,0,NA,NA,NA,NA,"MN",3304000,1.14285714285714,31.3571428571429,11.4285714285714,9.49066067104808e-06,3.45901072293324e-07,3.45901072293324e-06
2020-07-11,"Mongolia","MNG","MN",0,0,0,0,NA,NA,NA,NA,"MN",3304000,1.14285714285714,31.3571428571429,11.4285714285714,9.49066067104808e-06,3.45901072293324e-07,3.45901072293324e-06
2020-07-12,"Mongolia","MNG","MN",10,0,230,0,NA,NA,NA,NA,"MN",3304000,0.785714285714286,32.1428571428571,7.85714285714286,9.72846765824974e-06,2.3780698720166e-07,2.3780698720166e-06
2020-07-13,"Mongolia","MNG","MN",0,0,0,0,NA,NA,NA,NA,"MN",3304000,0.785714285714286,32.1428571428571,7.85714285714286,9.72846765824974e-06,2.3780698720166e-07,2.3780698720166e-06
2020-07-14,"Mongolia","MNG","MN",0,0,0,0,NA,NA,NA,NA,"MN",3304000,0.785714285714286,32.1428571428571,7.85714285714286,9.72846765824974e-06,2.3780698720166e-07,2.3780698720166e-06
2020-07-15,"Mongolia","MNG","MN",0,0,0,0,NA,NA,NA,NA,"MN",3304000,0.785714285714286,32.1428571428571,7.85714285714286,9.72846765824974e-06,2.3780698720166e-07,2.3780698720166e-06
2020-07-16,"Mongolia","MNG","MN",0,0,0,0,NA,NA,NA,NA,"MN",3304000,0.785714285714286,32.1428571428571,7.85714285714286,9.72846765824974e-06,2.3780698720166e-07,2.3780698720166e-06
2020-07-17,"Mongolia","MNG","MN",0,0,0,0,NA,NA,NA,NA,"MN",3304000,0.785714285714286,32.1428571428571,7.85714285714286,9.72846765824974e-06,2.3780698720166e-07,2.3780698720166e-06
2020-07-18,"Mongolia","MNG","MN",0,0,0,0,NA,NA,NA,NA,"MN",3304000,0.785714285714286,32.1428571428571,7.85714285714286,9.72846765824974e-06,2.3780698720166e-07,2.3780698720166e-06
2020-07-19,"Mongolia","MNG","MN",57,0,287,0,NA,NA,NA,NA,"MN",3304000,4.78571428571429,36.9285714285714,47.8571428571429,1.1176928398478e-05,1.44846074022829e-06,1.44846074022829e-05
2020-07-20,"Mongolia","MNG","MN",0,0,0,0,NA,NA,NA,NA,"MN",3304000,4.78571428571429,36.9285714285714,47.8571428571429,1.1176928398478e-05,1.44846074022829e-06,1.44846074022829e-05
2020-07-21,"Mongolia","MNG","MN",0,0,0,0,NA,NA,NA,NA,"MN",3304000,4.78571428571429,36.9285714285714,47.8571428571429,1.1176928398478e-05,1.44846074022829e-06,1.44846074022829e-05
2020-07-22,"Mongolia","MNG","MN",0,0,0,0,NA,NA,NA,NA,"MN",3304000,4.78571428571429,36.9285714285714,47.8571428571429,1.1176928398478e-05,1.44846074022829e-06,1.44846074022829e-05
2020-07-23,"Mongolia","MNG","MN",0,0,0,0,NA,NA,NA,NA,"MN",3304000,4.78571428571429,36.9285714285714,47.8571428571429,1.1176928398478e-05,1.44846074022829e-06,1.44846074022829e-05
2020-07-24,"Mongolia","MNG","MN",0,0,0,0,NA,NA,NA,NA,"MN",3304000,4.78571428571429,36.9285714285714,47.8571428571429,1.1176928398478e-05,1.44846074022829e-06,1.44846074022829e-05
