"date","country","ISO3","ISO2","cases","deaths","cum_cases","cum_deaths","icu_patients","hosp_patients","weekly_icu_admissions","weekly_hosp_admissions","countrycode","population","cases_daily","cases_infected","cases_active","p_infected","p_daily","p_active"
2020-01-05,"Comoros","COM","KM",0,0,0,0,0,0,0,0,"KM",758316,0,0,0,0,0,0
2020-01-06,"Comoros","COM","KM",0,0,0,0,0,0,0,0,"KM",758316,0,0,0,0,0,0
2020-01-07,"Comoros","COM","KM",0,0,0,0,0,0,0,0,"KM",758316,0,0,0,0,0,0
2020-01-08,"Comoros","COM","KM",0,0,0,0,0,0,0,0,"KM",758316,0,0,0,0,0,0
2020-01-09,"Comoros","COM","KM",0,0,0,0,0,0,0,0,"KM",758316,0,0,0,0,0,0
2020-01-10,"Comoros","COM","KM",0,0,0,0,0,0,0,0,"KM",758316,0,0,0,0,0,0
2020-01-11,"Comoros","COM","KM",0,0,0,0,0,0,0,0,"KM",758316,0,0,0,0,0,0
2020-01-12,"Comoros","COM","KM",0,0,0,0,0,0,0,0,"KM",758316,0,0,0,0,0,0
2020-01-13,"Comoros","COM","KM",0,0,0,0,0,0,0,0,"KM",758316,0,0,0,0,0,0
2020-01-14,"Comoros","COM","KM",0,0,0,0,0,0,0,0,"KM",758316,0,0,0,0,0,0
2020-01-15,"Comoros","COM","KM",0,0,0,0,0,0,0,0,"KM",758316,0,0,0,0,0,0
2020-01-16,"Comoros","COM","KM",0,0,0,0,0,0,0,0,"KM",758316,0,0,0,0,0,0
2020-01-17,"Comoros","COM","KM",0,0,0,0,0,0,0,0,"KM",758316,0,0,0,0,0,0
2020-01-18,"Comoros","COM","KM",0,0,0,0,NA,NA,NA,NA,"KM",758316,0,0,0,0,0,0
2020-01-19,"Comoros","COM","KM",0,0,0,0,NA,NA,NA,NA,"KM",758316,0,0,0,0,0,0
2020-01-20,"Comoros","COM","KM",0,0,0,0,NA,NA,NA,NA,"KM",758316,0,0,0,0,0,0
2020-01-21,"Comoros","COM","KM",0,0,0,0,NA,NA,NA,NA,"KM",758316,0,0,0,0,0,0
2020-01-22,"Comoros","COM","KM",0,0,0,0,NA,NA,NA,NA,"KM",758316,0,0,0,0,0,0
2020-01-23,"Comoros","COM","KM",0,0,0,0,NA,NA,NA,NA,"KM",758316,0,0,0,0,0,0
2020-01-24,"Comoros","COM","KM",0,0,0,0,NA,NA,NA,NA,"KM",758316,0,0,0,0,0,0
2020-01-25,"Comoros","COM","KM",0,0,0,0,NA,NA,NA,NA,"KM",758316,0,0,0,0,0,0
2020-01-26,"Comoros","COM","KM",0,0,0,0,NA,NA,NA,NA,"KM",758316,0,0,0,0,0,0
2020-01-27,"Comoros","COM","KM",0,0,0,0,NA,NA,NA,NA,"KM",758316,0,0,0,0,0,0
2020-01-28,"Comoros","COM","KM",0,0,0,0,NA,NA,NA,NA,"KM",758316,0,0,0,0,0,0
2020-01-29,"Comoros","COM","KM",0,0,0,0,NA,NA,NA,NA,"KM",758316,0,0,0,0,0,0
2020-01-30,"Comoros","COM","KM",0,0,0,0,NA,NA,NA,NA,"KM",758316,0,0,0,0,0,0
2020-01-31,"Comoros","COM","KM",0,0,0,0,NA,NA,NA,NA,"KM",758316,0,0,0,0,0,0
2020-02-01,"Comoros","COM","KM",0,0,0,0,NA,NA,NA,NA,"KM",758316,0,0,0,0,0,0
2020-02-02,"Comoros","COM","KM",0,0,0,0,NA,NA,NA,NA,"KM",758316,0,0,0,0,0,0
2020-02-03,"Comoros","COM","KM",0,0,0,0,NA,NA,NA,NA,"KM",758316,0,0,0,0,0,0
2020-02-04,"Comoros","COM","KM",0,0,0,0,NA,NA,NA,NA,"KM",758316,0,0,0,0,0,0
2020-02-05,"Comoros","COM","KM",0,0,0,0,NA,NA,NA,NA,"KM",758316,0,0,0,0,0,0
2020-02-06,"Comoros","COM","KM",0,0,0,0,NA,NA,NA,NA,"KM",758316,0,0,0,0,0,0
2020-02-07,"Comoros","COM","KM",0,0,0,0,NA,NA,NA,NA,"KM",758316,0,0,0,0,0,0
2020-02-08,"Comoros","COM","KM",0,0,0,0,NA,NA,NA,NA,"KM",758316,0,0,0,0,0,0
2020-02-09,"Comoros","COM","KM",0,0,0,0,NA,NA,NA,NA,"KM",758316,0,0,0,0,0,0
2020-02-10,"Comoros","COM","KM",0,0,0,0,NA,NA,NA,NA,"KM",758316,0,0,0,0,0,0
2020-02-11,"Comoros","COM","KM",0,0,0,0,NA,NA,NA,NA,"KM",758316,0,0,0,0,0,0
2020-02-12,"Comoros","COM","KM",0,0,0,0,NA,NA,NA,NA,"KM",758316,0,0,0,0,0,0
2020-02-13,"Comoros","COM","KM",0,0,0,0,NA,NA,NA,NA,"KM",758316,0,0,0,0,0,0
2020-02-14,"Comoros","COM","KM",0,0,0,0,NA,NA,NA,NA,"KM",758316,0,0,0,0,0,0
2020-02-15,"Comoros","COM","KM",0,0,0,0,NA,NA,NA,NA,"KM",758316,0,0,0,0,0,0
2020-02-16,"Comoros","COM","KM",0,0,0,0,NA,NA,NA,NA,"KM",758316,0,0,0,0,0,0
2020-02-17,"Comoros","COM","KM",0,0,0,0,NA,NA,NA,NA,"KM",758316,0,0,0,0,0,0
