"date","country","ISO3","ISO2","cases","deaths","cum_cases","cum_deaths","population","cases_daily","cases_infected","cases_active","p_cases_infected","p_cases_daily","p_cases_active"
2020-01-23,"European Union","OWID_EUN",NA,0,0,NA,NA,NA,0,0,0,NA,NA,NA
2020-01-24,"European Union","OWID_EUN",NA,2,0,2,NA,NA,0,0,0,NA,NA,NA
2020-01-25,"European Union","OWID_EUN",NA,1,0,3,NA,NA,0,0,0,NA,NA,NA
2020-01-26,"European Union","OWID_EUN",NA,0,0,3,NA,NA,0,0,0,NA,NA,NA
2020-01-27,"European Union","OWID_EUN",NA,1,0,4,NA,NA,0,0,0,NA,NA,NA
2020-01-28,"European Union","OWID_EUN",NA,4,0,8,NA,NA,0,0,0,NA,NA,NA
2020-01-29,"European Union","OWID_EUN",NA,2,0,10,NA,NA,0,0,0,NA,NA,NA
2020-01-30,"European Union","OWID_EUN",NA,0,0,10,NA,NA,0,0,0,NA,NA,NA
2020-01-31,"European Union","OWID_EUN",NA,3,0,13,NA,NA,0,0,0,NA,NA,NA
2020-02-01,"European Union","OWID_EUN",NA,6,0,19,NA,NA,0,0,0,NA,NA,NA
2020-02-02,"European Union","OWID_EUN",NA,2,0,21,NA,NA,0,0,0,NA,NA,NA
2020-02-03,"European Union","OWID_EUN",NA,2,0,23,NA,NA,0,0,0,NA,NA,NA
2020-02-04,"European Union","OWID_EUN",NA,1,0,24,NA,NA,0,0,0,NA,NA,NA
2020-02-05,"European Union","OWID_EUN",NA,0,0,24,NA,NA,1.71428571428571,NA,17.1428571428571,NA,NA,NA
2020-02-06,"European Union","OWID_EUN",NA,0,0,24,NA,NA,1.71428571428571,13.4285714285714,17.1428571428571,NA,NA,NA
2020-02-07,"European Union","OWID_EUN",NA,2,0,26,NA,NA,1.71428571428571,15.1428571428571,17.1428571428571,NA,NA,NA
2020-02-08,"European Union","OWID_EUN",NA,5,0,31,NA,NA,2,17.1428571428571,20,NA,NA,NA
2020-02-09,"European Union","OWID_EUN",NA,2,0,33,NA,NA,2.14285714285714,19.2857142857143,21.4285714285714,NA,NA,NA
2020-02-10,"European Union","OWID_EUN",NA,0,0,33,NA,NA,2.07142857142857,21.3571428571429,20.7142857142857,NA,NA,NA
2020-02-11,"European Union","OWID_EUN",NA,3,0,36,NA,NA,2,23.3571428571429,20,NA,NA,NA
2020-02-12,"European Union","OWID_EUN",NA,0,0,36,NA,NA,1.85714285714286,25.2142857142857,18.5714285714286,NA,NA,NA
2020-02-13,"European Union","OWID_EUN",NA,0,0,36,NA,NA,1.85714285714286,27.0714285714286,18.5714285714286,NA,NA,NA
2020-02-14,"European Union","OWID_EUN",NA,0,0,36,NA,NA,1.64285714285714,28.7142857142857,16.4285714285714,NA,NA,NA
2020-02-15,"European Union","OWID_EUN",NA,1,1,37,1,NA,1.28571428571429,30,12.8571428571429,NA,NA,NA
2020-02-16,"European Union","OWID_EUN",NA,0,0,37,1,NA,1.14285714285714,31.1428571428571,11.4285714285714,NA,NA,NA
2020-02-17,"European Union","OWID_EUN",NA,0,0,37,1,NA,1,32.1428571428571,10,NA,NA,NA
2020-02-18,"European Union","OWID_EUN",NA,0,0,37,1,NA,0.928571428571429,33.0714285714286,9.28571428571429,NA,NA,NA
2020-02-19,"European Union","OWID_EUN",NA,0,0,37,1,NA,0.928571428571429,34,9.28571428571429,NA,NA,NA
2020-02-20,"European Union","OWID_EUN",NA,0,0,37,1,NA,0.928571428571429,34.9285714285714,9.28571428571429,NA,NA,NA
2020-02-21,"European Union","OWID_EUN",NA,17,1,54,2,NA,2,36.9285714285714,20,NA,NA,NA
2020-02-22,"European Union","OWID_EUN",NA,42,1,96,3,NA,4.64285714285714,41.5714285714286,46.4285714285714,NA,NA,NA
2020-02-23,"European Union","OWID_EUN",NA,94,1,190,4,NA,11.2142857142857,52.7857142857143,112.142857142857,NA,NA,NA
2020-02-24,"European Union","OWID_EUN",NA,74,4,264,8,NA,16.5,69.2857142857143,165,NA,NA,NA
2020-02-25,"European Union","OWID_EUN",NA,103,3,367,11,NA,23.6428571428571,92.9285714285714,236.428571428571,NA,NA,NA
2020-02-26,"European Union","OWID_EUN",NA,158,3,525,14,NA,34.9285714285714,127.857142857143,349.285714285714,NA,NA,NA
2020-02-27,"European Union","OWID_EUN",NA,250,5,775,19,NA,52.7857142857143,180.642857142857,527.857142857143,NA,NA,NA
2020-02-28,"European Union","OWID_EUN",NA,285,4,1060,23,NA,73.1428571428571,253.785714285714,731.428571428571,NA,NA,NA
2020-02-29,"European Union","OWID_EUN",NA,350,8,1410,31,NA,98.0714285714286,351.857142857143,980.714285714286,NA,NA,NA
2020-03-01,"European Union","OWID_EUN",NA,705,5,2115,36,NA,148.428571428571,500.285714285714,1484.28571428571,NA,NA,NA
2020-03-02,"European Union","OWID_EUN",NA,495,19,2610,55,NA,183.785714285714,684.071428571429,1837.85714285714,NA,NA,NA
2020-03-03,"European Union","OWID_EUN",NA,604,29,3214,84,NA,226.928571428571,911,2269.28571428571,NA,NA,NA
2020-03-04,"European Union","OWID_EUN",NA,873,29,4087,113,NA,289.285714285714,1200.28571428571,2892.85714285714,NA,NA,NA
2020-03-05,"European Union","OWID_EUN",NA,1312,45,5399,158,NA,383,1583.28571428571,3830,NA,NA,NA
