"date","country","ISO3","ISO2","cases","deaths","cum_cases","cum_deaths","icu_patients","hosp_patients","weekly_icu_admissions","weekly_hosp_admissions","countrycode","population","cases_daily","cases_infected","cases_active","p_infected","p_daily","p_active"
2020-01-03,"Switzerland","CHE","CH",0,0,0,0,0,0,0,0,"CH",8591361,0,0,0,0,0,0
2020-01-04,"Switzerland","CHE","CH",0,0,0,0,0,0,0,0,"CH",8591361,0,0,0,0,0,0
2020-01-05,"Switzerland","CHE","CH",0,0,0,0,0,0,0,0,"CH",8591361,0,0,0,0,0,0
2020-01-06,"Switzerland","CHE","CH",0,0,0,0,0,0,0,0,"CH",8591361,0,0,0,0,0,0
2020-01-07,"Switzerland","CHE","CH",0,0,0,0,0,0,0,0,"CH",8591361,0,0,0,0,0,0
2020-01-08,"Switzerland","CHE","CH",0,0,0,0,0,0,0,0,"CH",8591361,0,0,0,0,0,0
2020-01-09,"Switzerland","CHE","CH",0,0,0,0,0,0,0,0,"CH",8591361,0,0,0,0,0,0
2020-01-10,"Switzerland","CHE","CH",0,0,0,0,0,0,0,0,"CH",8591361,0,0,0,0,0,0
2020-01-11,"Switzerland","CHE","CH",0,0,0,0,0,0,0,0,"CH",8591361,0,0,0,0,0,0
2020-01-12,"Switzerland","CHE","CH",0,0,0,0,0,0,0,0,"CH",8591361,0,0,0,0,0,0
2020-01-13,"Switzerland","CHE","CH",0,0,0,0,0,0,0,0,"CH",8591361,0,0,0,0,0,0
2020-01-14,"Switzerland","CHE","CH",0,0,0,0,0,0,0,0,"CH",8591361,0,0,0,0,0,0
2020-01-15,"Switzerland","CHE","CH",0,0,0,0,0,0,0,0,"CH",8591361,0,0,0,0,0,0
2020-01-16,"Switzerland","CHE","CH",0,0,0,0,NA,NA,NA,NA,"CH",8591361,0,0,0,0,0,0
2020-01-17,"Switzerland","CHE","CH",0,0,0,0,NA,NA,NA,NA,"CH",8591361,0,0,0,0,0,0
2020-01-18,"Switzerland","CHE","CH",0,0,0,0,NA,NA,NA,NA,"CH",8591361,0,0,0,0,0,0
2020-01-19,"Switzerland","CHE","CH",0,0,0,0,NA,NA,NA,NA,"CH",8591361,0,0,0,0,0,0
2020-01-20,"Switzerland","CHE","CH",0,0,0,0,NA,NA,NA,NA,"CH",8591361,0,0,0,0,0,0
2020-01-21,"Switzerland","CHE","CH",0,0,0,0,NA,NA,NA,NA,"CH",8591361,0,0,0,0,0,0
2020-01-22,"Switzerland","CHE","CH",0,0,0,0,NA,NA,NA,NA,"CH",8591361,0,0,0,0,0,0
2020-01-23,"Switzerland","CHE","CH",0,0,0,0,NA,NA,NA,NA,"CH",8591361,0,0,0,0,0,0
2020-01-24,"Switzerland","CHE","CH",0,0,0,0,NA,NA,NA,NA,"CH",8591361,0,0,0,0,0,0
2020-01-25,"Switzerland","CHE","CH",0,0,0,0,NA,NA,NA,NA,"CH",8591361,0,0,0,0,0,0
2020-01-26,"Switzerland","CHE","CH",0,0,0,0,NA,NA,NA,NA,"CH",8591361,0,0,0,0,0,0
2020-01-27,"Switzerland","CHE","CH",0,0,0,0,NA,NA,NA,NA,"CH",8591361,0,0,0,0,0,0
2020-01-28,"Switzerland","CHE","CH",0,0,0,0,NA,NA,NA,NA,"CH",8591361,0,0,0,0,0,0
2020-01-29,"Switzerland","CHE","CH",0,0,0,0,NA,NA,NA,NA,"CH",8591361,0,0,0,0,0,0
2020-01-30,"Switzerland","CHE","CH",0,0,0,0,NA,NA,NA,NA,"CH",8591361,0,0,0,0,0,0
2020-01-31,"Switzerland","CHE","CH",0,0,0,0,NA,NA,NA,NA,"CH",8591361,0,0,0,0,0,0
2020-02-01,"Switzerland","CHE","CH",0,0,0,0,NA,NA,NA,NA,"CH",8591361,0,0,0,0,0,0
2020-02-02,"Switzerland","CHE","CH",0,0,0,0,NA,NA,NA,NA,"CH",8591361,0,0,0,0,0,0
2020-02-03,"Switzerland","CHE","CH",0,0,0,0,NA,NA,NA,NA,"CH",8591361,0,0,0,0,0,0
2020-02-04,"Switzerland","CHE","CH",0,0,0,0,NA,NA,NA,NA,"CH",8591361,0,0,0,0,0,0
2020-02-05,"Switzerland","CHE","CH",0,0,0,0,NA,NA,NA,NA,"CH",8591361,0,0,0,0,0,0
2020-02-06,"Switzerland","CHE","CH",0,0,0,0,NA,NA,NA,NA,"CH",8591361,0,0,0,0,0,0
2020-02-07,"Switzerland","CHE","CH",0,0,0,0,NA,NA,NA,NA,"CH",8591361,0,0,0,0,0,0
2020-02-08,"Switzerland","CHE","CH",0,0,0,0,NA,NA,NA,NA,"CH",8591361,0,0,0,0,0,0
2020-02-09,"Switzerland","CHE","CH",0,0,0,0,NA,NA,NA,NA,"CH",8591361,0,0,0,0,0,0
2020-02-10,"Switzerland","CHE","CH",0,0,0,0,NA,NA,NA,NA,"CH",8591361,0,0,0,0,0,0
2020-02-11,"Switzerland","CHE","CH",0,0,0,0,NA,NA,NA,NA,"CH",8591361,0,0,0,0,0,0
2020-02-12,"Switzerland","CHE","CH",0,0,0,0,NA,NA,NA,NA,"CH",8591361,0,0,0,0,0,0
2020-02-13,"Switzerland","CHE","CH",0,0,0,0,NA,NA,NA,NA,"CH",8591361,0,0,0,0,0,0
2020-02-14,"Switzerland","CHE","CH",0,0,0,0,NA,NA,NA,NA,"CH",8591361,0,0,0,0,0,0
2020-02-15,"Switzerland","CHE","CH",0,0,0,0,NA,NA,NA,NA,"CH",8591361,0,0,0,0,0,0
2020-02-16,"Switzerland","CHE","CH",0,0,0,0,NA,NA,NA,NA,"CH",8591361,0,0,0,0,0,0
2020-02-17,"Switzerland","CHE","CH",0,0,0,0,NA,NA,NA,NA,"CH",8591361,0,0,0,0,0,0
2020-02-18,"Switzerland","CHE","CH",0,0,0,0,NA,NA,NA,NA,"CH",8591361,0,0,0,0,0,0
2020-02-19,"Switzerland","CHE","CH",0,0,0,0,NA,NA,NA,NA,"CH",8591361,0,0,0,0,0,0
2020-02-20,"Switzerland","CHE","CH",0,0,0,0,NA,NA,NA,NA,"CH",8591361,0,0,0,0,0,0
2020-02-21,"Switzerland","CHE","CH",0,0,0,0,NA,NA,NA,NA,"CH",8591361,0,0,0,0,0,0
2020-02-22,"Switzerland","CHE","CH",0,0,0,0,NA,NA,NA,NA,"CH",8591361,0,0,0,0,0,0
2020-02-23,"Switzerland","CHE","CH",0,0,0,0,NA,NA,NA,NA,"CH",8591361,0,0,0,0,0,0
2020-02-24,"Switzerland","CHE","CH",1,0,1,0,NA,NA,NA,NA,"CH",8591361,0.0714285714285714,0.0714285714285714,0.714285714285714,8.31399954309584e-09,8.31399954309584e-09,8.31399954309584e-08
2020-02-25,"Switzerland","CHE","CH",0,0,1,0,NA,NA,NA,NA,"CH",8591361,0.0714285714285714,0.142857142857143,0.714285714285714,1.66279990861917e-08,8.31399954309584e-09,8.31399954309584e-08
2020-02-26,"Switzerland","CHE","CH",1,0,2,0,NA,NA,NA,NA,"CH",8591361,0.142857142857143,0.285714285714286,1.42857142857143,3.32559981723834e-08,1.66279990861917e-08,1.66279990861917e-07
