"date","countrycode","cum_cases","cum_deaths","population","cases","deaths","cases_daily","cases_infected","cases_contagious","cases_active","p_cases_infected","p_cases_daily","p_cases_contagious","p_cases_active","p_cases_active_smooth","p_cases_active_smooth_slope","p_cases_active_smooth_slope2"
2020-04-08,"RK",184,5,1873000,14,1,14,184,98,140,9.82381206620395e-05,7.47463961558996e-06,5.23224773091297e-05,7.47463961558996e-05,0.000100022015795241,5.42414245138821e-06,8.43993358974814e-07
2020-04-09,"RK",184,5,1873000,0,0,0,184,93,0,9.82381206620395e-05,0,4.96529631607048e-05,0,0.000107110013269089,6.13750258396776e-06,8.95927296869455e-07
2020-04-10,"RK",250,7,1873000,66,2,66,250,156,660,0.000133475707421249,3.52375867592098e-05,8.32888414308596e-05,0.000352375867592098,0.000113509228490648,6.52980268002162e-06,8.43573712815274e-07
2020-04-11,"RK",283,7,1873000,33,0,33,283,189,330,0.000151094500800854,1.76187933796049e-05,0.000100907634810464,0.000176187933796049,0.000118715481052907,6.52573717188522e-06,6.88504956236548e-07
2020-04-12,"RK",283,7,1873000,0,0,0,283,171,0,0.000151094500800854,0,9.12973838761345e-05,0,0.000122287056083644,6.08156519583632e-06,4.40636290833624e-07
2020-04-13,"RK",283,7,1873000,0,0,0,283,158,0,0.000151094500800854,0,8.43566470902296e-05,0,0.00012391000301068,5.19498530514658e-06,1.18472285639314e-07
2020-04-14,"RK",387,8,1873000,104,1,104,387,262,1040,0.000206620395088094,5.55258942872397e-05,0.000139882541377469,0.000555258942872397,0.000123440469815439,3.90307567003307e-06,-2.53511130225857e-07
2020-04-15,"RK",387,8,1873000,0,0,0,387,261,0,0.000206620395088094,0,0.000139348638547784,0,0.000120950264438345,2.3067085282094e-06,-6.38465675959727e-07
2020-04-16,"RK",449,11,1873000,62,3,62,449,314,620,0.000239722370528564,3.31019754404698e-05,0.000167645488521089,0.000331019754404698,0.000116734266230016,5.37506289894702e-07,-9.98716065021154e-07
2020-04-17,"RK",480,12,1873000,31,1,31,480,335,310,0.000256273358248799,1.65509877202349e-05,0.000178857447944474,0.000165509877202349,0.00011130771614206,-1.23462748514114e-06,-1.29339410950439e-06
2020-04-18,"RK",510,12,1873000,30,0,30,510,365,300,0.000272290443139349,1.60170848905499e-05,0.000194874532835024,0.000160170848905499,0.000105362204993569,-2.82080851501239e-06,-1.48372895180812e-06
2020-04-19,"RK",510,12,1873000,0,0,0,510,340,0,0.000272290443139349,0,0.000181526962092899,0,9.97122785727072e-05,-4.03295407299555e-06,-1.53798989635702e-06
2020-04-20,"RK",510,12,1873000,0,0,0,510,326,0,0.000272290443139349,0,0.000174052322477309,0,9.51755054252235e-05,-4.71082739836924e-06,-1.43565051140038e-06
2020-04-21,"RK",510,12,1873000,0,0,0,510,326,0,0.000272290443139349,0,0.000174052322477309,0,9.24744645194392e-05,-4.74596665315104e-06,-1.17544586356007e-06
2020-04-22,"RK",510,12,1873000,0,0,0,510,260,0,0.000272290443139349,0,0.000138814735718099,0,9.21427365108951e-05,-4.09858828652021e-06,-7.72682429402485e-07
2020-04-23,"RK",510,12,1873000,0,0,0,510,227,0,0.000272290443139349,0,0.000121195942338494,0,9.44083901534464e-05,-2.81655433143558e-06,-2.63654474382407e-07
2020-04-24,"RK",510,12,1873000,0,0,0,510,227,0,0.000272290443139349,0,0.000121195942338494,0,9.91599282656091e-05,-1.03371278799335e-06,2.97849287836508e-07
2020-04-25,"RK",510,12,1873000,0,0,0,510,227,0,0.000272290443139349,0,0.000121195942338494,0,0.000105924433453284,1.03535914676277e-06,8.44718869959719e-07
2020-04-26,"RK",510,12,1873000,0,0,0,510,123,0,0.000272290443139349,0,6.56700480512547e-05,0,0.000113911439858741,3.12265573891953e-06,1.30558052288146e-06
2020-04-27,"RK",510,12,1873000,0,0,0,510,123,0,0.000272290443139349,0,6.56700480512547e-05,0,0.000122126171439544,4.94195115335087e-06,1.61465296775032e-06
2020-04-28,"RK",510,12,1873000,0,0,0,510,61,0,0.000272290443139349,0,3.25680726107848e-05,0,0.000129487887504369,6.22419183224562e-06,1.72046335312764e-06
2020-04-29,"RK",510,12,1873000,0,0,0,510,30,0,0.000272290443139349,0,1.60170848905499e-05,0,0.000135006229013818,6.7663064767286e-06,1.59714346802736e-06
2020-04-30,"RK",799,22,1873000,289,10,289,799,289,2890,0.000426588360918313,0.000154297917778964,0.000154297917778964,0.00154297917778964,0.000137904999514062,6.45751187474209e-06,1.24853744378924e-06
2020-05-01,"RK",806,22,1873000,7,0,7,806,296,70,0.000430325680726108,3.73731980779498e-06,0.000158035237586759,3.73731980779498e-05,0.000137754585502367,5.30502534151386e-06,7.11611032458514e-07
2020-05-02,"RK",823,22,1873000,17,0,17,823,313,170,0.000439402028830753,9.07634810464496e-06,0.000167111585691404,9.07634810464496e-05,0.000134499936008468,3.4314160249546e-06,5.14600476725105e-08
2020-05-03,"RK",851,22,1873000,28,0,28,851,341,280,0.000454351308061933,1.49492792311799e-05,0.000182060864922584,0.000149492792311799,0.000128456829435911,1.05510966606102e-06,-6.47806914548308e-07
2020-05-04,"RK",855,26,1873000,4,4,4,855,345,40,0.000456486919380673,2.13561131873999e-06,0.000184196476241324,2.13561131873999e-05,0.000120255797531071,-1.53868166221625e-06,-1.29381224907698e-06
2020-05-05,"RK",856,26,1873000,1,0,1,856,346,10,0.000457020822210358,5.33902829684997e-07,0.000184730379071009,5.33902829684997e-06,0.000110701363604667,-4.05081090152519e-06,-1.80285289637563e-06
2020-05-06,"RK",856,26,1873000,0,0,0,856,346,0,0.000457020822210358,0,0.000184730379071009,0,0.000100644675145451,-6.21005406143509e-06,-2.11126098936286e-06
2020-05-07,"RK",861,27,1873000,5,1,5,861,351,50,0.000459690336358783,2.66951414842499e-06,0.000187399893219434,2.66951414842499e-05,9.08617178101281e-05,-7.81547794870647e-06,-2.18675054837006e-06
2020-05-08,"RK",861,27,1873000,0,0,0,861,351,0,0.000459690336358783,0,0.000187399893219434,0,8.1988677915534e-05,-8.75187634882239e-06,-2.03054872896283e-06
2020-05-09,"RK",862,28,1873000,1,1,1,862,352,10,0.000460224239188468,5.33902829684997e-07,0.000187933796049119,5.33902829684997e-06,7.43984024045658e-05,-9.00973783855746e-06,-1.67747458410308e-06
2020-05-10,"RK",870,28,1873000,8,0,8,870,360,80,0.000464495461825948,4.27122263747998e-06,0.000192205018686599,4.27122263747998e-05,6.82693325367212e-05,-8.66441083239168e-06,-1.18762152836257e-06
2020-05-11,"RK",884,28,1873000,14,0,14,884,374,140,0.000471970101441538,7.47463961558996e-06,0.000199679658302189,7.47463961558996e-05,6.35668626643668e-05,-7.85575015671668e-06,-6.34156542531914e-07
2020-05-12,"RK",919,29,1873000,35,1,35,919,120,350,0.000490656700480513,1.86865990389749e-05,6.40683395621997e-05,0.000186865990389749,6.0130654815246e-05,-6.75233672170085e-06,-9.03804433776267e-08
2020-05-13,"RK",919,29,1873000,0,0,0,919,113,0,0.000490656700480513,0,6.03310197544047e-05,0,5.76880084386824e-05,-5.52895156190763e-06,3.81087731133141e-07
2020-05-14,"RK",944,29,1873000,25,0,25,944,121,250,0.000504004271222638,1.33475707421249e-05,6.46022423918847e-05,0.000133475707421249,5.59651139669454e-05,-4.3372606580981e-06,7.35769281787381e-07
2020-05-15,"RK",944,29,1873000,0,0,0,944,93,0,0.000504004271222638,0,4.96529631607048e-05,0,5.46997303245842e-05,-3.28311201333026e-06,9.54437637537867e-07
2020-05-16,"RK",944,29,1873000,0,0,0,944,89,0,0.000504004271222638,0,4.75173518419648e-05,0,5.36735542488018e-05,-2.43262971465322e-06,1.03863018628974e-06
2020-05-17,"RK",955,29,1873000,11,0,11,955,99,110,0.000509877202349172,5.87293112653497e-06,5.28563801388147e-05,5.87293112653497e-05,5.27422690924772e-05,-1.80409892864827e-06,1.0086085380114e-06
2020-05-18,"RK",955,29,1873000,0,0,0,955,99,0,0.000509877202349172,0,5.28563801388147e-05,0,5.17811466078713e-05,-1.39158470122913e-06,8.93458670078621e-07
2020-05-19,"RK",989,29,1873000,34,0,34,989,128,340,0.000528029898558462,1.81526962092899e-05,6.83395621996797e-05,0.000181526962092899,5.0756751854589e-05,-1.15520943068223e-06,7.28957021870899e-07
2020-05-20,"RK",989,29,1873000,0,0,0,989,128,0,0.000528029898558462,0,6.83395621996797e-05,0,4.96694393825103e-05,-1.04927909740585e-06,5.47996926782042e-07
2020-05-21,"RK",1003,29,1873000,14,0,14,1003,141,140,0.000535504538174052,7.47463961558996e-06,7.52802989855846e-05,7.47463961558996e-05,4.85649556497563e-05,-1.02246244580465e-06,3.76774927920935e-07
2020-05-22,"RK",1004,29,1873000,1,0,1,1004,134,10,0.000536038441003737,5.33902829684997e-07,7.15429791777896e-05,5.33902829684997e-06,4.75515916177989e-05,-1.02032710516716e-06,2.35383768247676e-07
2020-05-23,"RK",1025,29,1873000,21,0,21,1025,141,210,0.000547250400427122,1.12119594233849e-05,7.52802989855846e-05,0.000112119594233849,4.67159365437524e-05,-1.0043887581208e-06,1.33285028421245e-07
2020-05-24,"RK",1032,29,1873000,7,0,7,1032,113,70,0.000550987720234917,3.73731980779498e-06,6.03310197544047e-05,3.73731980779498e-05,4.62853295132563e-05,-9.15969515769157e-07,7.92691975766614e-08
2020-05-25,"RK",1038,30,1873000,6,1,6,1038,119,60,0.000554191137213027,3.20341697810998e-06,6.35344367325147e-05,3.20341697810998e-05,4.6390704940505e-05,-7.27674485680662e-07,7.12558241669284e-08
2020-05-26,"RK",1038,30,1873000,0,0,0,1038,94,0,0.000554191137213027,0,5.01868659903897e-05,0,4.72219368473477e-05,-4.07917089193759e-07,1.06893668035348e-07
2020-05-27,"RK",1047,30,1873000,9,0,9,1047,103,90,0.000558996262680192,4.80512546716498e-06,5.49919914575547e-05,4.80512546716498e-05,4.89536516788922e-05,6.47826715226491e-08,1.8120751955455e-07
2020-05-28,"RK",1048,30,1873000,1,0,1,1048,104,10,0.000559530165509877,5.33902829684997e-07,5.55258942872397e-05,5.33902829684997e-06,5.17232348888373e-05,6.95273878506404e-07,2.85933497278928e-07
2020-05-29,"RK",1048,30,1873000,0,0,0,1048,93,0,0.000559530165509877,0,4.96529631607048e-05,0,5.56228542109617e-05,1.48448627786822e-06,4.14812505998171e-07
2020-05-30,"RK",1064,30,1873000,16,0,16,1064,109,160,0.000568072610784837,8.54244527495996e-06,5.81954084356647e-05,8.54244527495996e-05,6.06826543526818e-05,2.39955413990424e-06,5.52587275945566e-07
2020-05-31,"RK",1064,30,1873000,0,0,0,1064,75,0,0.000568072610784837,0,4.00427122263748e-05,0,6.69668511851792e-05,3.4293577074457e-06,6.92838698854393e-07
2020-06-01,"RK",1064,30,1873000,0,0,0,1064,75,0,0.000568072610784837,0,4.00427122263748e-05,0,7.42531646546996e-05,4.50520463455865e-06,8.18853620625402e-07
2020-06-02,"RK",1064,30,1873000,0,0,0,1064,61,0,0.000568072610784837,0,3.25680726107848e-05,0,8.24361065151772e-05,5.58040913938084e-06,9.19271077976365e-07
2020-06-03,"RK",1142,30,1873000,78,0,78,1142,138,780,0.000609717031500267,4.16444207154298e-05,7.36785904965296e-05,0.000416444207154298,9.13110820938003e-05,6.5979745341605e-06,9.83783442609017e-07
2020-06-04,"RK",1142,30,1873000,0,0,0,1142,117,0,0.000609717031500267,0,6.24666310731447e-05,0,0.000100641475106664,7.503103482617e-06,1.00310286745813e-06
2020-06-05,"RK",1142,30,1873000,0,0,0,1142,110,0,0.000609717031500267,0,5.87293112653497e-05,0,0.000110192099489718,8.25157418950605e-06,9.75336674933636e-07
2020-06-06,"RK",1142,30,1873000,0,0,0,1142,104,0,0.000609717031500267,0,5.55258942872397e-05,0,0.00011974572222353,8.79647850639179e-06,8.94520133157683e-07
2020-06-07,"RK",1142,30,1873000,0,0,0,1142,104,0,0.000609717031500267,0,5.55258942872397e-05,0,0.000129241115099758,9.1646584075098e-06,7.76575628825192e-07
2020-06-08,"RK",1263,31,1873000,121,1,121,1263,216,1210,0.000674319273892152,6.46022423918847e-05,0.000115323011211959,0.000646022423918847,0.000138589659305689,9.35892546508536e-06,6.29752720950754e-07
2020-06-09,"RK",1263,31,1873000,0,0,0,1263,215,0,0.000674319273892152,0,0.000114789108382274,0,0.000147940064985546,9.438163815291e-06,4.73364880188416e-07
2020-06-10,"RK",1298,31,1873000,35,0,35,1298,250,350,0.000693005872931126,1.86865990389749e-05,0.000133475707421249,0.000186865990389749,0.000157603335056224,9.49364332492668e-06,3.31756640384947e-07
2020-06-11,"RK",1326,31,1873000,28,0,28,1326,262,280,0.000707955152162306,1.49492792311799e-05,0.000139882541377469,0.000149492792311799,0.000168038889793339,9.64113171727015e-06,2.31592921294016e-07
2020-06-12,"RK",1326,31,1873000,0,0,0,1326,262,0,0.000707955152162306,0,0.000139882541377469,0,0.00017984937002565,1.00172746336867e-05,2.03466021215817e-07
2020-06-13,"RK",1437,32,1873000,111,1,111,1437,373,1110,0.000767218366257341,5.92632140950347e-05,0.000199145755472504,0.000592632140950347,0.000193710541986181,1.07449044810704e-05,2.63374345593428e-07
2020-06-14,"RK",1437,32,1873000,0,0,0,1437,373,0,0.000767218366257341,0,0.000199145755472504,0,0.000210183161281159,1.19322503292449e-05,4.28887477359915e-07
2020-06-15,"RK",1486,33,1873000,49,1,49,1486,344,490,0.000793379604911906,2.61612386545649e-05,0.000183662573411639,0.000261612386545649,0.000229716571434822,1.3629417741546e-05,6.98542321042494e-07
2020-06-16,"RK",1486,33,1873000,0,0,0,1486,344,0,0.000793379604911906,0,0.000183662573411639,0,0.000252493684467451,1.58150582352045e-05,1.05356915171298e-06
2020-06-17,"RK",1486,33,1873000,0,0,0,1486,344,0,0.000793379604911906,0,0.000183662573411639,0,0.000278394053220854,1.83925272379191e-05,1.45856592010816e-06
2020-06-18,"RK",1486,33,1873000,0,0,0,1486,344,0,0.000793379604911906,0,0.000183662573411639,0,0.000306985765769483,2.11893992906388e-05,1.86202077615868e-06
2020-06-19,"RK",1486,33,1873000,0,0,0,1486,344,0,0.000793379604911906,0,0.000183662573411639,0,0.000337625414273866,2.39858120479476e-05,2.20681792781287e-06
2020-06-20,"RK",1486,33,1873000,0,0,0,1486,223,0,0.000793379604911906,0,0.000119060331019754,0,0.00036947921329209,2.65493420018218e-05,2.4361819454295e-06
2020-06-21,"RK",1486,33,1873000,0,0,0,1486,223,0,0.000793379604911906,0,0.000119060331019754,0,0.000401763471452954,2.86744833363554e-05,2.50751093246823e-06
2020-06-22,"RK",2169,37,1873000,683,4,683,2169,871,6830,0.00115803523758676,0.000364655632674853,0.000465029364655633,0.00364655632674853,0.000433791514316071,3.02163049747701e-05,2.40020778992759e-06
2020-06-23,"RK",2169,37,1873000,0,0,0,2169,843,0,0.00115803523758676,0,0.000450080085424453,0,0.000465152204874183,3.11263586088882e-05,2.12230522849485e-06
2020-06-24,"RK",2169,37,1873000,0,0,0,2169,843,0,0.00115803523758676,0,0.000450080085424453,0,0.000495634877560223,3.144151863179e-05,1.70868655685853e-06
2020-06-25,"RK",2169,37,1873000,0,0,0,2169,732,0,0.00115803523758676,0,0.000390816871329418,0,0.000525336423598525,3.12851682207765e-05,1.21655936213814e-06
2020-06-26,"RK",2169,37,1873000,0,0,0,2169,732,0,0.00115803523758676,0,0.000390816871329418,0,0.000554467438331743,3.08313708399422e-05,7.13671473020055e-07
2020-06-27,"RK",2169,37,1873000,0,0,0,2169,683,0,0.00115803523758676,0,0.000364655632674853,0,0.000583394773551819,3.02718836831442e-05,2.66233391131467e-07
2020-06-28,"RK",2169,37,1873000,0,0,0,2169,683,0,0.00115803523758676,0,0.000364655632674853,0,0.000612487943839729,2.9782738253943e-05,-7.22611201378484e-08
2020-06-29,"RK",2677,49,1873000,508,12,508,2677,1191,5080,0.00142925787506674,0.000271222637479979,0.000635878270154832,0.00271222637479979,0.000642079970388548,2.94879609190609e-05,-2.73066281637881e-07
2020-06-30,"RK",2878,51,1873000,201,2,201,2878,1392,2010,0.00153657234383342,0.000107314468766684,0.000743192738921516,0.00107314468766684,0.000672404798253656,2.94616534489056e-05,-3.29977530480731e-07
2020-07-01,"RK",2991,54,1873000,113,3,113,2991,1505,1130,0.00159690336358783,6.03310197544047e-05,0.000803523758675921,0.000603310197544047,0.000703503737227794,2.96945522715447e-05,-2.65102658205293e-07
2020-07-02,"RK",3064,55,1873000,73,1,73,3064,1578,730,0.00163587827015483,3.89749065670048e-05,0.000842498665242926,0.000389749065670048,0.00073524974691024,3.01303847630828e-05,-1.16831012809892e-07
2020-07-03,"RK",3064,55,1873000,0,0,0,3064,1578,0,0.00163587827015483,0,0.000842498665242926,0,0.000767196124812011,3.06335585433653e-05,6.02791433701907e-08
2020-07-04,"RK",3064,55,1873000,0,0,0,3064,895,0,0.00163587827015483,0,0.000477843032568073,0,0.000798615829704904,3.10213143108624e-05,2.06429342819912e-07
2020-07-05,"RK",3356,66,1873000,292,11,292,3356,1187,2920,0.00179177789642285,0.000155899626268019,0.000633742658836092,0.00155899626268019,0.00082850549558969,3.10709208668569e-05,2.6382665796599e-07
2020-07-06,"RK",3508,75,1873000,152,9,152,3508,1339,1520,0.00187293112653497,8.11532301121196e-05,0.000714895888948211,0.000811532301121196,0.000855627011366388,3.05370355187887e-05,1.79230344980523e-07
2020-07-07,"RK",3703,79,1873000,195,4,195,3703,1534,1950,0.00197704217832355,0.000104111051788574,0.000819006940736786,0.00104111051788574,0.000878721866813381,2.92030215975979e-05,-8.19217789911398e-08
2020-07-08,"RK",3886,82,1873000,183,3,183,3886,1717,1830,0.0020747463961559,9.77042178323545e-05,0.00091671115856914,0.000977042178323545,0.000896653194279902,2.69005745616105e-05,-5.38301700245394e-07
2020-07-09,"RK",4100,86,1873000,214,4,214,4100,1931,2140,0.00218900160170849,0.000114255205552589,0.00103096636412173,0.00114255205552589,0.000908664859362396,2.35781224250642e-05,-1.17590601971685e-06
2020-07-10,"RK",4307,94,1873000,207,8,207,4307,2138,2070,0.00229951948745328,0.000110517885744794,0.00114148424986652,0.00110517885744794,0.000914565056617801,1.93248711521495e-05,-1.94940719311883e-06
2020-07-11,"RK",4715,101,1873000,408,7,408,4715,2038,4080,0.00251735184196476,0.000217832354511479,0.00108809396689802,0.00217832354511479,0.000914863120389225,1.43929374665892e-05,-2.77966390004461e-06
2020-07-12,"RK",4931,102,1873000,216,1,216,4931,2053,2160,0.00263267485317672,0.000115323011211959,0.0010961025093433,0.00115323011211959,0.000910770168391125,9.19052617078944e-06,-3.55775155799988e-06
2020-07-13,"RK",5118,108,1873000,187,6,187,5118,2127,1870,0.00273251468232782,9.98398291510945e-05,0.00113561131873999,0.000998398291510945,0.000904087768241943,4.2276502380937e-06,-4.1625618932507e-06
2020-07-14,"RK",5118,108,1873000,0,0,0,5118,2054,0,0.00273251468232782,0,0.00109663641217298,0,0.000896994358204097,5.68606540323951e-08,-4.47395231792968e-06
2020-07-15,"RK",5237,112,1873000,119,4,119,5237,2173,1190,0.00279604911906033,6.35344367325147e-05,0.0011601708489055,0.000635344367325147,0.00089169769916121,-2.82786003353107e-06,-4.40099707643254e-06
2020-07-16,"RK",5237,112,1873000,0,0,0,5237,2173,0,0.00279604911906033,0,0.0011601708489055,0,0.000890362984336851,-4.03367871349161e-06,-3.89309164427351e-06
2020-07-17,"RK",5472,124,1873000,235,12,235,5472,2116,2350,0.00292151628403631,0.000125467164975974,0.00112973838761345,0.00125467164975974,0.000894452690743622,-3.40173827426709e-06,-2.96577929014272e-06
2020-07-18,"RK",5617,130,1873000,145,6,145,5617,2109,1450,0.00299893219434063,7.74159103043246e-05,0.00112600106780566,0.000774159103043246,0.000904855930309872,-9.85706346875436e-07,-1.69603875294415e-06
2020-07-19,"RK",5735,135,1873000,118,5,118,5735,2032,1180,0.00306193272824346,6.30005339028297e-05,0.00108489054991991,0.000630005339028297,0.000921714248912271,2.93774677838808e-06,-2.14983909950936e-07
2020-07-20,"RK",5877,139,1873000,142,4,142,5877,1991,1420,0.00313774693005873,7.58142018152696e-05,0.00106300053390283,0.000758142018152696,0.000944460639919077,7.91104695249667e-06,1.30903104974405e-06
2020-07-21,"RK",6045,144,1873000,168,5,168,6045,1945,1680,0.00322744260544581,8.96956753870796e-05,0.00103844100373732,0.000896956753870796,0.000971945026963691,1.33745546337469e-05,2.70040244454633e-06
2020-07-22,"RK",6286,150,1873000,241,6,241,6286,1979,2410,0.00335611318739989,0.000128670581954084,0.00105659369994661,0.00128670581954084,0.00100256701791838,1.87006722635878e-05,3.78905849617989e-06
2020-07-23,"RK",6467,158,1873000,181,8,181,6467,1752,1810,0.00345274959957288,9.66364121729845e-05,0.000935397757608115,0.000966364121729845,0.00103463931526817,2.33644374207583e-05,4.46102928250423e-06
2020-07-24,"RK",6680,164,1873000,213,6,213,6680,1749,2130,0.00356647090229578,0.000113721302722904,0.00093379604911906,0.00113721302722904,0.00106635526616573,2.69165559759757e-05,4.65037705380852e-06
2020-07-25,"RK",6917,169,1873000,237,5,237,6917,1799,2370,0.00369300587293113,0.000126534970635344,0.00096049119060331,0.00126534970635344,0.0010960833448792,2.90615159944874e-05,4.35396153601655e-06
2020-07-26,"RK",7137,177,1873000,220,8,220,7137,2019,2200,0.00381046449546183,0.000117458622530699,0.00107794981313401,0.00117458622530699,0.00112245713196709,2.96660820080029e-05,3.6258391759177e-06
2020-07-27,"RK",7413,185,1873000,276,8,276,7413,2176,2760,0.00395782167645489,0.000147357180993059,0.00116177255739455,0.00147357180993059,0.00114442041369439,2.87458977884493e-05,2.56189052578373e-06
2020-07-28,"RK",7652,192,1873000,239,7,239,7652,2415,2390,0.0040854244527496,0.000127602776294714,0.00128937533368927,0.00127602776294714,0.00116123604840637,2.64448384146649e-05,1.29069435851287e-06
2020-07-29,"RK",7846,196,1873000,194,4,194,7846,2374,1940,0.00418900160170849,0.000103577148958889,0.00126748531767218,0.00103577148958889,0.00117254235338509,2.29838396861533e-05,-6.34329557674966e-08
2020-07-30,"RK",8104,212,1873000,258,16,258,8104,2487,2580,0.00432674853176722,0.000137746930058729,0.00132781633742659,0.00137746930058729,0.00117819087565678,1.86392682485096e-05,-1.37954795457767e-06
2020-07-31,"RK",8330,227,1873000,226,15,226,8330,2595,2260,0.00444741057127603,0.000120662039508809,0.00138547784303257,0.00120662039508809,0.00117829790758167,1.37024271170795e-05,-2.55984814623464e-06
2020-08-01,"RK",8554,236,1873000,224,9,224,8554,2677,2240,0.00456700480512547,0.000119594233849439,0.00142925787506674,0.00119594233849439,0.00117314920641411,8.44867907450303e-06,-3.53623382224997e-06
2020-08-02,"RK",8799,249,1873000,245,13,245,8799,2754,2450,0.00469781099839829,0.000130806193272824,0.00147036839295248,0.00130806193272824,0.00116319483867191,3.12907082958685e-06,-4.2694711598104e-06
2020-08-03,"RK",9049,256,1873000,250,7,250,9049,2763,2500,0.00483128670581954,0.000133475707421249,0.00147517351841965,0.00133475707421249,0.00114897668596379,-2.04322707376221e-06,-4.74801091473786e-06
2020-08-04,"RK",9274,269,1873000,225,13,225,9274,2807,2250,0.00495141484249866,0.000120128136679124,0.00149866524292579,0.00120128136679124,0.00113115964347766,-6.89711831790469e-06,-4.980159667343e-06
2020-08-05,"RK",9492,284,1873000,218,15,218,9492,2812,2180,0.00506780565936999,0.000116390816871329,0.00150133475707421,0.00116390816871329,0.00111038740068382,-1.13005791621607e-05,-4.98997456844505e-06
2020-08-06,"RK",9688,300,1873000,196,16,196,9688,2771,1960,0.00517245061398825,0.000104644954618259,0.00147944474105713,0.00104644954618259,0.00108735233069713,-1.51575961474233e-05,-4.81000387741714e-06
2020-08-07,"RK",9869,303,1873000,181,3,181,9869,2732,1810,0.00526908702616124,9.66364121729845e-05,0.00145862253069941,0.000966364121729845,0.00106269068295791,-1.84097539093673e-05,-4.47640549731172e-06
