"date","country","ISO3","ISO2","cases","deaths","cum_cases","cum_deaths","icu_patients","hosp_patients","weekly_icu_admissions","weekly_hosp_admissions","countrycode","population","cases_daily","cases_infected","cases_active","p_infected","p_daily","p_active"
2020-01-03,"Sierra Leone","SLE","SL",0,0,0,0,0,0,0,0,"SL",8297882,0,0,0,0,0,0
2020-01-04,"Sierra Leone","SLE","SL",0,0,0,0,0,0,0,0,"SL",8297882,0,0,0,0,0,0
2020-01-05,"Sierra Leone","SLE","SL",0,0,0,0,0,0,0,0,"SL",8297882,0,0,0,0,0,0
2020-01-06,"Sierra Leone","SLE","SL",0,0,0,0,0,0,0,0,"SL",8297882,0,0,0,0,0,0
2020-01-07,"Sierra Leone","SLE","SL",0,0,0,0,0,0,0,0,"SL",8297882,0,0,0,0,0,0
2020-01-08,"Sierra Leone","SLE","SL",0,0,0,0,0,0,0,0,"SL",8297882,0,0,0,0,0,0
2020-01-09,"Sierra Leone","SLE","SL",0,0,0,0,0,0,0,0,"SL",8297882,0,0,0,0,0,0
2020-01-10,"Sierra Leone","SLE","SL",0,0,0,0,0,0,0,0,"SL",8297882,0,0,0,0,0,0
2020-01-11,"Sierra Leone","SLE","SL",0,0,0,0,0,0,0,0,"SL",8297882,0,0,0,0,0,0
2020-01-12,"Sierra Leone","SLE","SL",0,0,0,0,0,0,0,0,"SL",8297882,0,0,0,0,0,0
2020-01-13,"Sierra Leone","SLE","SL",0,0,0,0,0,0,0,0,"SL",8297882,0,0,0,0,0,0
2020-01-14,"Sierra Leone","SLE","SL",0,0,0,0,0,0,0,0,"SL",8297882,0,0,0,0,0,0
2020-01-15,"Sierra Leone","SLE","SL",0,0,0,0,0,0,0,0,"SL",8297882,0,0,0,0,0,0
2020-01-16,"Sierra Leone","SLE","SL",0,0,0,0,NA,NA,NA,NA,"SL",8297882,0,0,0,0,0,0
2020-01-17,"Sierra Leone","SLE","SL",0,0,0,0,NA,NA,NA,NA,"SL",8297882,0,0,0,0,0,0
2020-01-18,"Sierra Leone","SLE","SL",0,0,0,0,NA,NA,NA,NA,"SL",8297882,0,0,0,0,0,0
2020-01-19,"Sierra Leone","SLE","SL",0,0,0,0,NA,NA,NA,NA,"SL",8297882,0,0,0,0,0,0
2020-01-20,"Sierra Leone","SLE","SL",0,0,0,0,NA,NA,NA,NA,"SL",8297882,0,0,0,0,0,0
2020-01-21,"Sierra Leone","SLE","SL",0,0,0,0,NA,NA,NA,NA,"SL",8297882,0,0,0,0,0,0
2020-01-22,"Sierra Leone","SLE","SL",0,0,0,0,NA,NA,NA,NA,"SL",8297882,0,0,0,0,0,0
2020-01-23,"Sierra Leone","SLE","SL",0,0,0,0,NA,NA,NA,NA,"SL",8297882,0,0,0,0,0,0
2020-01-24,"Sierra Leone","SLE","SL",0,0,0,0,NA,NA,NA,NA,"SL",8297882,0,0,0,0,0,0
2020-01-25,"Sierra Leone","SLE","SL",0,0,0,0,NA,NA,NA,NA,"SL",8297882,0,0,0,0,0,0
2020-01-26,"Sierra Leone","SLE","SL",0,0,0,0,NA,NA,NA,NA,"SL",8297882,0,0,0,0,0,0
2020-01-27,"Sierra Leone","SLE","SL",0,0,0,0,NA,NA,NA,NA,"SL",8297882,0,0,0,0,0,0
2020-01-28,"Sierra Leone","SLE","SL",0,0,0,0,NA,NA,NA,NA,"SL",8297882,0,0,0,0,0,0
2020-01-29,"Sierra Leone","SLE","SL",0,0,0,0,NA,NA,NA,NA,"SL",8297882,0,0,0,0,0,0
2020-01-30,"Sierra Leone","SLE","SL",0,0,0,0,NA,NA,NA,NA,"SL",8297882,0,0,0,0,0,0
2020-01-31,"Sierra Leone","SLE","SL",0,0,0,0,NA,NA,NA,NA,"SL",8297882,0,0,0,0,0,0
2020-02-01,"Sierra Leone","SLE","SL",0,0,0,0,NA,NA,NA,NA,"SL",8297882,0,0,0,0,0,0
2020-02-02,"Sierra Leone","SLE","SL",0,0,0,0,NA,NA,NA,NA,"SL",8297882,0,0,0,0,0,0
2020-02-03,"Sierra Leone","SLE","SL",0,0,0,0,NA,NA,NA,NA,"SL",8297882,0,0,0,0,0,0
2020-02-04,"Sierra Leone","SLE","SL",0,0,0,0,NA,NA,NA,NA,"SL",8297882,0,0,0,0,0,0
2020-02-05,"Sierra Leone","SLE","SL",0,0,0,0,NA,NA,NA,NA,"SL",8297882,0,0,0,0,0,0
2020-02-06,"Sierra Leone","SLE","SL",0,0,0,0,NA,NA,NA,NA,"SL",8297882,0,0,0,0,0,0
2020-02-07,"Sierra Leone","SLE","SL",0,0,0,0,NA,NA,NA,NA,"SL",8297882,0,0,0,0,0,0
2020-02-08,"Sierra Leone","SLE","SL",0,0,0,0,NA,NA,NA,NA,"SL",8297882,0,0,0,0,0,0
2020-02-09,"Sierra Leone","SLE","SL",0,0,0,0,NA,NA,NA,NA,"SL",8297882,0,0,0,0,0,0
2020-02-10,"Sierra Leone","SLE","SL",0,0,0,0,NA,NA,NA,NA,"SL",8297882,0,0,0,0,0,0
2020-02-11,"Sierra Leone","SLE","SL",0,0,0,0,NA,NA,NA,NA,"SL",8297882,0,0,0,0,0,0
2020-02-12,"Sierra Leone","SLE","SL",0,0,0,0,NA,NA,NA,NA,"SL",8297882,0,0,0,0,0,0
2020-02-13,"Sierra Leone","SLE","SL",0,0,0,0,NA,NA,NA,NA,"SL",8297882,0,0,0,0,0,0
2020-02-14,"Sierra Leone","SLE","SL",0,0,0,0,NA,NA,NA,NA,"SL",8297882,0,0,0,0,0,0
