"date","country","ISO3","ISO2","cases","deaths","cum_cases","cum_deaths","countrycode","population","cases_daily","cases_infected","cases_active","p_cases_infected","p_cases_daily","p_cases_active","p_infected","p_daily","p_active"
2021-04-21,"Turkmenistan","TKM","TM",0,0,0,0,"TM",6118000,0,0,0,0,0,0,0,0,0
2021-04-22,"Turkmenistan","TKM","TM",0,0,0,0,"TM",6118000,0,0,0,0,0,0,0,0,0
2021-04-23,"Turkmenistan","TKM","TM",0,0,0,0,"TM",6118000,0,0,0,0,0,0,0,0,0
2021-04-24,"Turkmenistan","TKM","TM",0,0,0,0,"TM",6118000,0,0,0,0,0,0,0,0,0
2021-04-25,"Turkmenistan","TKM","TM",0,0,0,0,"TM",6118000,0,0,0,0,0,0,0,0,0
2021-04-26,"Turkmenistan","TKM","TM",0,0,0,0,"TM",6118000,0,0,0,0,0,0,0,0,0
2021-04-27,"Turkmenistan","TKM","TM",0,0,0,0,"TM",6118000,0,0,0,0,0,0,0,0,0
2021-04-28,"Turkmenistan","TKM","TM",0,0,0,0,"TM",6118000,0,0,0,0,0,0,0,0,0
2021-04-29,"Turkmenistan","TKM","TM",0,0,0,0,"TM",6118000,0,0,0,0,0,0,0,0,0
2021-04-30,"Turkmenistan","TKM","TM",0,0,0,0,"TM",6118000,0,0,0,0,0,0,0,0,0
2021-05-01,"Turkmenistan","TKM","TM",0,0,0,0,"TM",6118000,0,0,0,0,0,0,0,0,0
2021-05-02,"Turkmenistan","TKM","TM",0,0,0,0,"TM",6118000,0,0,0,0,0,0,0,0,0
2021-05-03,"Turkmenistan","TKM","TM",0,0,0,0,"TM",6118000,0,0,0,0,0,0,0,0,0
2021-05-04,"Turkmenistan","TKM","TM",0,0,0,0,"TM",6118000,0,0,0,0,0,0,0,0,0
2021-05-05,"Turkmenistan","TKM","TM",0,0,0,0,"TM",6118000,0,0,0,0,0,0,0,0,0
2021-05-06,"Turkmenistan","TKM","TM",0,0,0,0,"TM",6118000,0,0,0,0,0,0,0,0,0
2021-05-07,"Turkmenistan","TKM","TM",0,0,0,0,"TM",6118000,0,0,0,0,0,0,0,0,0
2021-05-08,"Turkmenistan","TKM","TM",0,0,0,0,"TM",6118000,0,0,0,0,0,0,0,0,0
2021-05-09,"Turkmenistan","TKM","TM",0,0,0,0,"TM",6118000,0,0,0,0,0,0,0,0,0
2021-05-10,"Turkmenistan","TKM","TM",0,0,0,0,"TM",6118000,0,0,0,0,0,0,0,0,0
2021-05-11,"Turkmenistan","TKM","TM",0,0,0,0,"TM",6118000,0,0,0,0,0,0,0,0,0
2021-05-12,"Turkmenistan","TKM","TM",0,0,0,0,"TM",6118000,0,0,0,0,0,0,0,0,0
2021-05-13,"Turkmenistan","TKM","TM",0,0,0,0,"TM",6118000,0,0,0,0,0,0,0,0,0
2021-05-14,"Turkmenistan","TKM","TM",0,0,0,0,"TM",6118000,0,0,0,0,0,0,0,0,0
2021-05-15,"Turkmenistan","TKM","TM",0,0,0,0,"TM",6118000,0,0,0,0,0,0,0,0,0
2021-05-16,"Turkmenistan","TKM","TM",0,0,0,0,"TM",6118000,0,0,0,0,0,0,0,0,0
2021-05-17,"Turkmenistan","TKM","TM",0,0,0,0,"TM",6118000,0,0,0,0,0,0,0,0,0
2021-05-18,"Turkmenistan","TKM","TM",0,0,0,0,"TM",6118000,0,0,0,0,0,0,0,0,0
2021-05-19,"Turkmenistan","TKM","TM",0,0,0,0,"TM",6118000,0,0,0,0,0,0,0,0,0
2021-05-20,"Turkmenistan","TKM","TM",0,0,0,0,"TM",6118000,0,0,0,0,0,0,0,0,0
2021-05-21,"Turkmenistan","TKM","TM",0,0,0,0,"TM",6118000,0,0,0,0,0,0,0,0,0
2021-05-22,"Turkmenistan","TKM","TM",0,0,0,0,"TM",6118000,0,0,0,0,0,0,0,0,0
2021-05-23,"Turkmenistan","TKM","TM",0,0,0,0,"TM",6118000,0,0,0,0,0,0,0,0,0
2021-05-24,"Turkmenistan","TKM","TM",0,0,0,0,"TM",6118000,0,0,0,0,0,0,0,0,0
2021-05-25,"Turkmenistan","TKM","TM",0,0,0,0,"TM",6118000,0,0,0,0,0,0,0,0,0
2021-05-26,"Turkmenistan","TKM","TM",0,0,0,0,"TM",6118000,0,0,0,0,0,0,0,0,0
2021-05-27,"Turkmenistan","TKM","TM",0,0,0,0,"TM",6118000,0,0,0,0,0,0,0,0,0
2021-05-28,"Turkmenistan","TKM","TM",0,0,0,0,"TM",6118000,0,0,0,0,0,0,0,0,0
2021-05-29,"Turkmenistan","TKM","TM",0,0,0,0,"TM",6118000,0,0,0,0,0,0,0,0,0
2021-05-30,"Turkmenistan","TKM","TM",0,0,0,0,"TM",6118000,0,0,0,0,0,0,0,0,0
2021-05-31,"Turkmenistan","TKM","TM",0,0,0,0,"TM",6118000,0,0,0,0,0,0,0,0,0
2021-06-01,"Turkmenistan","TKM","TM",0,0,0,0,"TM",6118000,0,0,0,0,0,0,0,0,0
2021-06-02,"Turkmenistan","TKM","TM",0,0,0,0,"TM",6118000,0,0,0,0,0,0,0,0,0
2021-06-03,"Turkmenistan","TKM","TM",0,0,0,0,"TM",6118000,0,0,0,0,0,0,0,0,0
2021-06-04,"Turkmenistan","TKM","TM",0,0,0,0,"TM",6118000,0,0,0,0,0,0,0,0,0
2021-06-05,"Turkmenistan","TKM","TM",0,0,0,0,"TM",6118000,0,0,0,0,0,0,0,0,0
2021-06-06,"Turkmenistan","TKM","TM",0,0,0,0,"TM",6118000,0,0,0,0,0,0,0,0,0
2021-06-07,"Turkmenistan","TKM","TM",0,0,0,0,"TM",6118000,0,0,0,0,0,0,0,0,0
2021-06-08,"Turkmenistan","TKM","TM",0,0,0,0,"TM",6118000,0,0,0,0,0,0,0,0,0
2021-06-09,"Turkmenistan","TKM","TM",0,0,0,0,"TM",6118000,0,0,0,0,0,0,0,0,0
2021-06-10,"Turkmenistan","TKM","TM",0,0,0,0,"TM",6118000,0,0,0,0,0,0,0,0,0
2021-06-11,"Turkmenistan","TKM","TM",0,0,0,0,"TM",6118000,0,0,0,0,0,0,0,0,0
2021-06-12,"Turkmenistan","TKM","TM",0,0,0,0,"TM",6118000,0,0,0,0,0,0,0,0,0
2021-06-13,"Turkmenistan","TKM","TM",0,0,0,0,"TM",6118000,0,0,0,0,0,0,0,0,0
2021-06-14,"Turkmenistan","TKM","TM",0,0,0,0,"TM",6118000,0,0,0,0,0,0,0,0,0
2021-06-15,"Turkmenistan","TKM","TM",0,0,0,0,"TM",6118000,0,0,0,0,0,0,0,0,0
2021-06-16,"Turkmenistan","TKM","TM",0,0,0,0,"TM",6118000,0,0,0,0,0,0,0,0,0
2021-06-17,"Turkmenistan","TKM","TM",0,0,0,0,"TM",6118000,0,0,0,0,0,0,0,0,0
2021-06-18,"Turkmenistan","TKM","TM",0,0,0,0,"TM",6118000,0,0,0,0,0,0,0,0,0
2021-06-19,"Turkmenistan","TKM","TM",0,0,0,0,"TM",6118000,0,0,0,0,0,0,0,0,0
2021-06-20,"Turkmenistan","TKM","TM",0,0,0,0,"TM",6118000,0,0,0,0,0,0,0,0,0
2021-06-21,"Turkmenistan","TKM","TM",0,0,0,0,"TM",6118000,0,0,0,0,0,0,0,0,0
2021-06-22,"Turkmenistan","TKM","TM",0,0,0,0,"TM",6118000,0,0,0,0,0,0,0,0,0
2021-06-23,"Turkmenistan","TKM","TM",0,0,0,0,"TM",6118000,0,0,0,0,0,0,0,0,0
2021-06-24,"Turkmenistan","TKM","TM",0,0,0,0,"TM",6118000,0,0,0,0,0,0,0,0,0
2021-06-25,"Turkmenistan","TKM","TM",0,0,0,0,"TM",6118000,0,0,0,0,0,0,0,0,0
2021-06-26,"Turkmenistan","TKM","TM",0,0,0,0,"TM",6118000,0,0,0,0,0,0,0,0,0
2021-06-27,"Turkmenistan","TKM","TM",0,0,0,0,"TM",6118000,0,0,0,0,0,0,0,0,0
2021-06-28,"Turkmenistan","TKM","TM",0,0,0,0,"TM",6118000,0,0,0,0,0,0,0,0,0
2021-06-29,"Turkmenistan","TKM","TM",0,0,0,0,"TM",6118000,0,0,0,0,0,0,0,0,0
2021-06-30,"Turkmenistan","TKM","TM",0,0,0,0,"TM",6118000,0,0,0,0,0,0,0,0,0
2021-07-01,"Turkmenistan","TKM","TM",0,0,0,0,"TM",6118000,0,0,0,0,0,0,0,0,0
2021-07-02,"Turkmenistan","TKM","TM",0,0,0,0,"TM",6118000,0,0,0,0,0,0,0,0,0
2021-07-03,"Turkmenistan","TKM","TM",0,0,0,0,"TM",6118000,0,0,0,0,0,0,0,0,0
2021-07-04,"Turkmenistan","TKM","TM",0,0,0,0,"TM",6118000,0,0,0,0,0,0,0,0,0
2021-07-05,"Turkmenistan","TKM","TM",0,0,0,0,"TM",6118000,0,0,0,0,0,0,0,0,0
2021-07-06,"Turkmenistan","TKM","TM",0,0,0,0,"TM",6118000,0,0,0,0,0,0,0,0,0
2021-07-07,"Turkmenistan","TKM","TM",0,0,0,0,"TM",6118000,0,0,0,0,0,0,0,0,0
2021-07-08,"Turkmenistan","TKM","TM",0,0,0,0,"TM",6118000,0,0,0,0,0,0,0,0,0
2021-07-09,"Turkmenistan","TKM","TM",0,0,0,0,"TM",6118000,0,0,0,0,0,0,0,0,0
2021-07-10,"Turkmenistan","TKM","TM",0,0,0,0,"TM",6118000,0,0,0,0,0,0,0,0,0
2021-07-11,"Turkmenistan","TKM","TM",0,0,0,0,"TM",6118000,0,0,0,0,0,0,0,0,0
2021-07-12,"Turkmenistan","TKM","TM",0,0,0,0,"TM",6118000,0,0,0,0,0,0,0,0,0
2021-07-13,"Turkmenistan","TKM","TM",0,0,0,0,"TM",6118000,0,0,0,0,0,0,0,0,0
2021-07-14,"Turkmenistan","TKM","TM",0,0,0,0,"TM",6118000,0,0,0,0,0,0,0,0,0
2021-07-15,"Turkmenistan","TKM","TM",0,0,0,0,"TM",6118000,0,0,0,0,0,0,0,0,0
2021-07-16,"Turkmenistan","TKM","TM",0,0,0,0,"TM",6118000,0,0,0,0,0,0,0,0,0
2021-07-17,"Turkmenistan","TKM","TM",0,0,0,0,"TM",6118000,0,0,0,0,0,0,0,0,0
2021-07-18,"Turkmenistan","TKM","TM",0,0,0,0,"TM",6118000,0,0,0,0,0,0,0,0,0
2021-07-19,"Turkmenistan","TKM","TM",0,0,0,0,"TM",6118000,0,0,0,0,0,0,0,0,0
2021-07-20,"Turkmenistan","TKM","TM",0,0,0,0,"TM",6118000,0,0,0,0,0,0,0,0,0
2021-07-21,"Turkmenistan","TKM","TM",0,0,0,0,"TM",6118000,0,0,0,0,0,0,0,0,0
2021-07-22,"Turkmenistan","TKM","TM",0,0,0,0,"TM",6118000,0,0,0,0,0,0,0,0,0
2021-07-23,"Turkmenistan","TKM","TM",0,0,0,0,"TM",6118000,0,0,0,0,0,0,0,0,0
2021-07-24,"Turkmenistan","TKM","TM",0,0,0,0,"TM",6118000,0,0,0,0,0,0,0,0,0
2021-07-25,"Turkmenistan","TKM","TM",0,0,0,0,"TM",6118000,0,0,0,0,0,0,0,0,0
2021-07-26,"Turkmenistan","TKM","TM",0,0,0,0,"TM",6118000,0,0,0,0,0,0,0,0,0
2021-07-27,"Turkmenistan","TKM","TM",0,0,0,0,"TM",6118000,0,0,0,0,0,0,0,0,0
2021-07-28,"Turkmenistan","TKM","TM",0,0,0,0,"TM",6118000,0,0,0,0,0,0,0,0,0
2021-07-29,"Turkmenistan","TKM","TM",0,0,0,0,"TM",6118000,0,0,0,0,0,0,0,0,0
2021-07-30,"Turkmenistan","TKM","TM",0,0,0,0,"TM",6118000,0,0,0,0,0,0,0,0,0
2021-07-31,"Turkmenistan","TKM","TM",0,0,0,0,"TM",6118000,0,0,0,0,0,0,0,0,0
2021-08-01,"Turkmenistan","TKM","TM",0,0,0,0,"TM",6118000,0,0,0,0,0,0,0,0,0
2021-08-02,"Turkmenistan","TKM","TM",0,0,0,0,"TM",6118000,0,0,0,0,0,0,0,0,0
2021-08-03,"Turkmenistan","TKM","TM",0,0,0,0,"TM",6118000,0,0,0,0,0,0,0,0,0
2021-08-04,"Turkmenistan","TKM","TM",0,0,0,0,"TM",6118000,0,0,0,0,0,0,0,0,0
2021-08-05,"Turkmenistan","TKM","TM",0,0,0,0,"TM",6118000,0,0,0,0,0,0,0,0,0
2021-08-06,"Turkmenistan","TKM","TM",0,0,0,0,"TM",6118000,0,0,0,0,0,0,0,0,0
2021-08-07,"Turkmenistan","TKM","TM",0,0,0,0,"TM",6118000,0,0,0,0,0,0,0,0,0
2021-08-08,"Turkmenistan","TKM","TM",0,0,0,0,"TM",6118000,0,0,0,0,0,0,0,0,0
2021-08-09,"Turkmenistan","TKM","TM",0,0,0,0,"TM",6118000,0,0,0,0,0,0,0,0,0
2021-08-10,"Turkmenistan","TKM","TM",0,0,0,0,"TM",6118000,0,0,0,0,0,0,0,0,0
2021-08-11,"Turkmenistan","TKM","TM",0,0,0,0,"TM",6118000,0,0,0,0,0,0,0,0,0
2021-08-12,"Turkmenistan","TKM","TM",0,0,0,0,"TM",6118000,0,0,0,0,0,0,0,0,0
2021-08-13,"Turkmenistan","TKM","TM",0,0,0,0,"TM",6118000,0,0,0,0,0,0,0,0,0
2021-08-14,"Turkmenistan","TKM","TM",0,0,0,0,"TM",6118000,0,0,0,0,0,0,0,0,0
2021-08-15,"Turkmenistan","TKM","TM",0,0,0,0,"TM",6118000,0,0,0,0,0,0,0,0,0
2021-08-16,"Turkmenistan","TKM","TM",0,0,0,0,"TM",6118000,0,0,0,0,0,0,0,0,0
2021-08-17,"Turkmenistan","TKM","TM",0,0,0,0,"TM",6118000,0,0,0,0,0,0,0,0,0
2021-08-18,"Turkmenistan","TKM","TM",0,0,0,0,"TM",6118000,0,0,0,0,0,0,0,0,0
2021-08-19,"Turkmenistan","TKM","TM",0,0,0,0,"TM",6118000,0,0,0,0,0,0,0,0,0
2021-08-20,"Turkmenistan","TKM","TM",0,0,0,0,"TM",6118000,0,0,0,0,0,0,0,0,0
2021-08-21,"Turkmenistan","TKM","TM",0,0,0,0,"TM",6118000,0,0,0,0,0,0,0,0,0
2021-08-22,"Turkmenistan","TKM","TM",0,0,0,0,"TM",6118000,0,0,0,0,0,0,0,0,0
2021-08-23,"Turkmenistan","TKM","TM",0,0,0,0,"TM",6118000,0,0,0,0,0,0,0,0,0
2021-08-24,"Turkmenistan","TKM","TM",0,0,0,0,"TM",6118000,0,0,0,0,0,0,0,0,0
2021-08-25,"Turkmenistan","TKM","TM",0,0,0,0,"TM",6118000,0,0,0,0,0,0,0,0,0
2021-08-26,"Turkmenistan","TKM","TM",0,0,0,0,"TM",6118000,0,0,0,0,0,0,0,0,0
2021-08-27,"Turkmenistan","TKM","TM",0,0,0,0,"TM",6118000,0,0,0,0,0,0,0,0,0
2021-08-28,"Turkmenistan","TKM","TM",0,0,0,0,"TM",6118000,0,0,0,0,0,0,0,0,0
2021-08-29,"Turkmenistan","TKM","TM",0,0,0,0,"TM",6118000,0,0,0,0,0,0,0,0,0
2021-08-30,"Turkmenistan","TKM","TM",0,0,0,0,"TM",6118000,0,0,0,0,0,0,0,0,0
2021-08-31,"Turkmenistan","TKM","TM",0,0,0,0,"TM",6118000,0,0,0,0,0,0,0,0,0
2021-09-01,"Turkmenistan","TKM","TM",0,0,0,0,"TM",6118000,0,0,0,0,0,0,0,0,0
2021-09-02,"Turkmenistan","TKM","TM",0,0,0,0,"TM",6118000,0,0,0,0,0,0,0,0,0
2021-09-03,"Turkmenistan","TKM","TM",0,0,0,0,"TM",6118000,0,0,0,0,0,0,0,0,0
2021-09-04,"Turkmenistan","TKM","TM",0,0,0,0,"TM",6118000,0,0,0,0,0,0,0,0,0
2021-09-05,"Turkmenistan","TKM","TM",0,0,0,0,"TM",6118000,0,0,0,0,0,0,0,0,0
2021-09-06,"Turkmenistan","TKM","TM",0,0,0,0,"TM",6118000,0,0,0,0,0,0,0,0,0
2021-09-07,"Turkmenistan","TKM","TM",0,0,0,0,"TM",6118000,0,0,0,0,0,0,0,0,0
2021-09-08,"Turkmenistan","TKM","TM",0,0,0,0,"TM",6118000,0,0,0,0,0,0,0,0,0
2021-09-09,"Turkmenistan","TKM","TM",0,0,0,0,"TM",6118000,0,0,0,0,0,0,0,0,0
2021-09-10,"Turkmenistan","TKM","TM",0,0,0,0,"TM",6118000,0,0,0,0,0,0,0,0,0
2021-09-11,"Turkmenistan","TKM","TM",0,0,0,0,"TM",6118000,0,0,0,0,0,0,0,0,0
2021-09-12,"Turkmenistan","TKM","TM",0,0,0,0,"TM",6118000,0,0,0,0,0,0,0,0,0
2021-09-13,"Turkmenistan","TKM","TM",0,0,0,0,"TM",6118000,0,0,0,0,0,0,0,0,0
2021-09-14,"Turkmenistan","TKM","TM",0,0,0,0,"TM",6118000,0,0,0,0,0,0,0,0,0
2021-09-15,"Turkmenistan","TKM","TM",0,0,0,0,"TM",6118000,0,0,0,0,0,0,0,0,0
2021-09-16,"Turkmenistan","TKM","TM",0,0,0,0,"TM",6118000,0,0,0,0,0,0,0,0,0
2021-09-17,"Turkmenistan","TKM","TM",0,0,0,0,"TM",6118000,0,0,0,0,0,0,0,0,0
2021-09-18,"Turkmenistan","TKM","TM",0,0,0,0,"TM",6118000,0,0,0,0,0,0,0,0,0
2021-09-19,"Turkmenistan","TKM","TM",0,0,0,0,"TM",6118000,0,0,0,0,0,0,0,0,0
2021-09-20,"Turkmenistan","TKM","TM",0,0,0,0,"TM",6118000,0,0,0,0,0,0,0,0,0
2021-09-21,"Turkmenistan","TKM","TM",0,0,0,0,"TM",6118000,0,0,0,0,0,0,0,0,0
2021-09-22,"Turkmenistan","TKM","TM",0,0,0,0,"TM",6118000,0,0,0,0,0,0,0,0,0
2021-09-23,"Turkmenistan","TKM","TM",0,0,0,0,"TM",6118000,0,0,0,0,0,0,0,0,0
2021-09-24,"Turkmenistan","TKM","TM",0,0,0,0,"TM",6118000,0,0,0,0,0,0,0,0,0
2021-09-25,"Turkmenistan","TKM","TM",0,0,0,0,"TM",6118000,0,0,0,0,0,0,0,0,0
2021-09-26,"Turkmenistan","TKM","TM",0,0,0,0,"TM",6118000,0,0,0,0,0,0,0,0,0
2021-09-27,"Turkmenistan","TKM","TM",0,0,0,0,"TM",6118000,0,0,0,0,0,0,0,0,0
2021-09-28,"Turkmenistan","TKM","TM",0,0,0,0,"TM",6118000,0,0,0,0,0,0,0,0,0
2021-09-29,"Turkmenistan","TKM","TM",0,0,0,0,"TM",6118000,0,0,0,0,0,0,0,0,0
2021-09-30,"Turkmenistan","TKM","TM",0,0,0,0,"TM",6118000,0,0,0,0,0,0,0,0,0
2021-10-01,"Turkmenistan","TKM","TM",0,0,0,0,"TM",6118000,0,0,0,0,0,0,0,0,0
2021-10-02,"Turkmenistan","TKM","TM",0,0,0,0,"TM",6118000,0,0,0,0,0,0,0,0,0
2021-10-03,"Turkmenistan","TKM","TM",0,0,0,0,"TM",6118000,0,0,0,0,0,0,0,0,0
2021-10-04,"Turkmenistan","TKM","TM",0,0,0,0,"TM",6118000,0,0,0,0,0,0,0,0,0
2021-10-05,"Turkmenistan","TKM","TM",0,0,0,0,"TM",6118000,0,0,0,0,0,0,0,0,0
2021-10-06,"Turkmenistan","TKM","TM",0,0,0,0,"TM",6118000,0,0,0,0,0,0,0,0,0
2021-10-07,"Turkmenistan","TKM","TM",0,0,0,0,"TM",6118000,0,0,0,0,0,0,0,0,0
2021-10-08,"Turkmenistan","TKM","TM",0,0,0,0,"TM",6118000,0,0,0,0,0,0,0,0,0
2021-10-09,"Turkmenistan","TKM","TM",0,0,0,0,"TM",6118000,0,0,0,0,0,0,0,0,0
2021-10-10,"Turkmenistan","TKM","TM",0,0,0,0,"TM",6118000,0,0,0,0,0,0,0,0,0
2021-10-11,"Turkmenistan","TKM","TM",0,0,0,0,"TM",6118000,0,0,0,0,0,0,0,0,0
2021-10-12,"Turkmenistan","TKM","TM",0,0,0,0,"TM",6118000,0,0,0,0,0,0,0,0,0
2021-10-13,"Turkmenistan","TKM","TM",0,0,0,0,"TM",6118000,0,0,0,0,0,0,0,0,0
2021-10-14,"Turkmenistan","TKM","TM",0,0,0,0,"TM",6118000,0,0,0,0,0,0,0,0,0
2021-10-15,"Turkmenistan","TKM","TM",0,0,0,0,"TM",6118000,0,0,0,0,0,0,0,0,0
2021-10-16,"Turkmenistan","TKM","TM",0,0,0,0,"TM",6118000,0,0,0,0,0,0,0,0,0
2021-10-17,"Turkmenistan","TKM","TM",0,0,0,0,"TM",6118000,0,0,0,0,0,0,0,0,0
2021-10-18,"Turkmenistan","TKM","TM",0,0,0,0,"TM",6118000,0,0,0,0,0,0,0,0,0
2021-10-19,"Turkmenistan","TKM","TM",0,0,0,0,"TM",6118000,0,0,0,0,0,0,0,0,0
2021-10-20,"Turkmenistan","TKM","TM",0,0,0,0,"TM",6118000,0,0,0,0,0,0,0,0,0
2021-10-21,"Turkmenistan","TKM","TM",0,0,0,0,"TM",6118000,0,0,0,0,0,0,0,0,0
2021-10-22,"Turkmenistan","TKM","TM",0,0,0,0,"TM",6118000,0,0,0,0,0,0,0,0,0
2021-10-23,"Turkmenistan","TKM","TM",0,0,0,0,"TM",6118000,0,0,0,0,0,0,0,0,0
2021-10-24,"Turkmenistan","TKM","TM",0,0,0,0,"TM",6118000,0,0,0,0,0,0,0,0,0
2021-10-25,"Turkmenistan","TKM","TM",0,0,0,0,"TM",6118000,0,0,0,0,0,0,0,0,0
2021-10-26,"Turkmenistan","TKM","TM",0,0,0,0,"TM",6118000,0,0,0,0,0,0,0,0,0
2021-10-27,"Turkmenistan","TKM","TM",0,0,0,0,"TM",6118000,0,0,0,0,0,0,0,0,0
