"date","countrycode","cum_cases","cum_deaths","population","cases","deaths","cases_daily","cases_infected","cases_active","p_cases_infected","p_cases_daily","p_cases_active","p_cases_active_smooth"
2020-04-09,"XK",184,5,1873000,0,0,0,184,0,9.82381206620395e-05,0,0,0.000107110013269089
2020-04-10,"XK",250,7,1873000,66,2,66,250,660,0.000133475707421249,3.52375867592098e-05,0.000352375867592098,0.000113509228490648
2020-04-11,"XK",283,7,1873000,33,0,33,283,330,0.000151094500800854,1.76187933796049e-05,0.000176187933796049,0.000118715481052907
2020-04-12,"XK",283,7,1873000,0,0,0,283,0,0.000151094500800854,0,0,0.000122287056083644
2020-04-13,"XK",283,7,1873000,0,0,0,283,0,0.000151094500800854,0,0,0.00012391000301068
2020-04-14,"XK",387,8,1873000,104,1,104,387,1040,0.000206620395088094,5.55258942872397e-05,0.000555258942872397,0.000123440469815439
2020-04-15,"XK",387,8,1873000,0,0,0,387,0,0.000206620395088094,0,0,0.000120950264438345
2020-04-16,"XK",449,11,1873000,62,3,62,449,620,0.000239722370528564,3.31019754404698e-05,0.000331019754404698,0.000116734266230016
2020-04-17,"XK",480,12,1873000,31,1,31,480,310,0.000256273358248799,1.65509877202349e-05,0.000165509877202349,0.00011130771614206
2020-04-18,"XK",510,12,1873000,30,0,30,510,300,0.000272290443139349,1.60170848905499e-05,0.000160170848905499,0.000105362204993569
2020-04-19,"XK",510,12,1873000,0,0,0,510,0,0.000272290443139349,0,0,9.97122785727072e-05
2020-04-20,"XK",510,12,1873000,0,0,0,510,0,0.000272290443139349,0,0,9.51755054252235e-05
2020-04-21,"XK",510,12,1873000,0,0,0,510,0,0.000272290443139349,0,0,9.24744645194392e-05
2020-04-22,"XK",510,12,1873000,0,0,0,510,0,0.000272290443139349,0,0,9.21427365108951e-05
2020-04-23,"XK",510,12,1873000,0,0,0,510,0,0.000272290443139349,0,0,9.44083901534464e-05
2020-04-24,"XK",510,12,1873000,0,0,0,510,0,0.000272290443139349,0,0,9.91599282656091e-05
2020-04-25,"XK",510,12,1873000,0,0,0,510,0,0.000272290443139349,0,0,0.000105924433453284
2020-04-26,"XK",510,12,1873000,0,0,0,510,0,0.000272290443139349,0,0,0.000113911439858741
2020-04-27,"XK",510,12,1873000,0,0,0,510,0,0.000272290443139349,0,0,0.000122126171439544
2020-04-28,"XK",510,12,1873000,0,0,0,510,0,0.000272290443139349,0,0,0.000129487887504369
2020-04-29,"XK",510,12,1873000,0,0,0,510,0,0.000272290443139349,0,0,0.000135006229013818
2020-04-30,"XK",799,22,1873000,289,10,289,799,2890,0.000426588360918313,0.000154297917778964,0.00154297917778964,0.000137904999514062
2020-05-01,"XK",806,22,1873000,7,0,7,806,70,0.000430325680726108,3.73731980779498e-06,3.73731980779498e-05,0.000137754585502367
2020-05-02,"XK",823,22,1873000,17,0,17,823,170,0.000439402028830753,9.07634810464496e-06,9.07634810464496e-05,0.000134499936008468
2020-05-03,"XK",851,22,1873000,28,0,28,851,280,0.000454351308061933,1.49492792311799e-05,0.000149492792311799,0.000128456829435911
2020-05-04,"XK",855,26,1873000,4,4,4,855,40,0.000456486919380673,2.13561131873999e-06,2.13561131873999e-05,0.000120255797531071
2020-05-05,"XK",856,26,1873000,1,0,1,856,10,0.000457020822210358,5.33902829684997e-07,5.33902829684997e-06,0.000110701363604667
2020-05-06,"XK",856,26,1873000,0,0,0,856,0,0.000457020822210358,0,0,0.000100644675145451
2020-05-07,"XK",861,27,1873000,5,1,5,861,50,0.000459690336358783,2.66951414842499e-06,2.66951414842499e-05,9.08617178101281e-05
2020-05-08,"XK",861,27,1873000,0,0,0,861,0,0.000459690336358783,0,0,8.1988677915534e-05
2020-05-09,"XK",862,28,1873000,1,1,1,862,10,0.000460224239188468,5.33902829684997e-07,5.33902829684997e-06,7.43984024045658e-05
2020-05-10,"XK",870,28,1873000,8,0,8,870,80,0.000464495461825948,4.27122263747998e-06,4.27122263747998e-05,6.82693325367212e-05
2020-05-11,"XK",884,28,1873000,14,0,14,884,140,0.000471970101441538,7.47463961558996e-06,7.47463961558996e-05,6.35668626643668e-05
2020-05-12,"XK",919,29,1873000,35,1,35,919,350,0.000490656700480513,1.86865990389749e-05,0.000186865990389749,6.0130654815246e-05
2020-05-13,"XK",919,29,1873000,0,0,0,919,0,0.000490656700480513,0,0,5.76880084386824e-05
2020-05-14,"XK",944,29,1873000,25,0,25,944,250,0.000504004271222638,1.33475707421249e-05,0.000133475707421249,5.59651139669454e-05
2020-05-15,"XK",944,29,1873000,0,0,0,944,0,0.000504004271222638,0,0,5.46997303245842e-05
2020-05-16,"XK",944,29,1873000,0,0,0,944,0,0.000504004271222638,0,0,5.36735542488018e-05
2020-05-17,"XK",955,29,1873000,11,0,11,955,110,0.000509877202349172,5.87293112653497e-06,5.87293112653497e-05,5.27422690924772e-05
2020-05-18,"XK",955,29,1873000,0,0,0,955,0,0.000509877202349172,0,0,5.17811466078713e-05
2020-05-19,"XK",989,29,1873000,34,0,34,989,340,0.000528029898558462,1.81526962092899e-05,0.000181526962092899,5.0756751854589e-05
2020-05-20,"XK",989,29,1873000,0,0,0,989,0,0.000528029898558462,0,0,4.96694393825103e-05
2020-05-21,"XK",1003,29,1873000,14,0,14,1003,140,0.000535504538174052,7.47463961558996e-06,7.47463961558996e-05,4.85649556497563e-05
2020-05-22,"XK",1004,29,1873000,1,0,1,1004,10,0.000536038441003737,5.33902829684997e-07,5.33902829684997e-06,4.75515916177989e-05
2020-05-23,"XK",1025,29,1873000,21,0,21,1025,210,0.000547250400427122,1.12119594233849e-05,0.000112119594233849,4.67159365437524e-05
2020-05-24,"XK",1032,29,1873000,7,0,7,1032,70,0.000550987720234917,3.73731980779498e-06,3.73731980779498e-05,4.62853295132563e-05
2020-05-25,"XK",1038,30,1873000,6,1,6,1038,60,0.000554191137213027,3.20341697810998e-06,3.20341697810998e-05,4.6390704940505e-05
2020-05-26,"XK",1038,30,1873000,0,0,0,1038,0,0.000554191137213027,0,0,4.72219368473477e-05
2020-05-27,"XK",1047,30,1873000,9,0,9,1047,90,0.000558996262680192,4.80512546716498e-06,4.80512546716498e-05,4.89536516788922e-05
2020-05-28,"XK",1048,30,1873000,1,0,1,1048,10,0.000559530165509877,5.33902829684997e-07,5.33902829684997e-06,5.17232348888373e-05
2020-05-29,"XK",1048,30,1873000,0,0,0,1048,0,0.000559530165509877,0,0,5.56228542109617e-05
2020-05-30,"XK",1064,30,1873000,16,0,16,1064,160,0.000568072610784837,8.54244527495996e-06,8.54244527495996e-05,6.06826543526818e-05
2020-05-31,"XK",1064,30,1873000,0,0,0,1064,0,0.000568072610784837,0,0,6.69668511851792e-05
2020-06-01,"XK",1064,30,1873000,0,0,0,1064,0,0.000568072610784837,0,0,7.42531646546996e-05
2020-06-02,"XK",1064,30,1873000,0,0,0,1064,0,0.000568072610784837,0,0,8.24361065151772e-05
2020-06-03,"XK",1142,30,1873000,78,0,78,1142,780,0.000609717031500267,4.16444207154298e-05,0.000416444207154298,9.13110820938003e-05
2020-06-04,"XK",1142,30,1873000,0,0,0,1142,0,0.000609717031500267,0,0,0.000100641475106664
2020-06-05,"XK",1142,30,1873000,0,0,0,1142,0,0.000609717031500267,0,0,0.000110192099489718
2020-06-06,"XK",1142,30,1873000,0,0,0,1142,0,0.000609717031500267,0,0,0.00011974572222353
2020-06-07,"XK",1142,30,1873000,0,0,0,1142,0,0.000609717031500267,0,0,0.000129241115099758
2020-06-08,"XK",1263,31,1873000,121,1,121,1263,1210,0.000674319273892152,6.46022423918847e-05,0.000646022423918847,0.000138589659305689
2020-06-09,"XK",1263,31,1873000,0,0,0,1263,0,0.000674319273892152,0,0,0.000147940064985546
2020-06-10,"XK",1298,31,1873000,35,0,35,1298,350,0.000693005872931126,1.86865990389749e-05,0.000186865990389749,0.000157603335056224
2020-06-11,"XK",1326,31,1873000,28,0,28,1326,280,0.000707955152162306,1.49492792311799e-05,0.000149492792311799,0.000168038889793339
2020-06-12,"XK",1326,31,1873000,0,0,0,1326,0,0.000707955152162306,0,0,0.00017984937002565
2020-06-13,"XK",1437,32,1873000,111,1,111,1437,1110,0.000767218366257341,5.92632140950347e-05,0.000592632140950347,0.000193710541986181
2020-06-14,"XK",1437,32,1873000,0,0,0,1437,0,0.000767218366257341,0,0,0.000210183161281159
2020-06-15,"XK",1486,33,1873000,49,1,49,1486,490,0.000793379604911906,2.61612386545649e-05,0.000261612386545649,0.000229716571434822
2020-06-16,"XK",1486,33,1873000,0,0,0,1486,0,0.000793379604911906,0,0,0.000252493684467451
2020-06-17,"XK",1486,33,1873000,0,0,0,1486,0,0.000793379604911906,0,0,0.000278394053220854
2020-06-18,"XK",1486,33,1873000,0,0,0,1486,0,0.000793379604911906,0,0,0.000306985765769483
2020-06-19,"XK",1486,33,1873000,0,0,0,1486,0,0.000793379604911906,0,0,0.000337625414273866
2020-06-20,"XK",1486,33,1873000,0,0,0,1486,0,0.000793379604911906,0,0,0.00036947921329209
2020-06-21,"XK",1486,33,1873000,0,0,0,1486,0,0.000793379604911906,0,0,0.000401763471452954
2020-06-22,"XK",2169,37,1873000,683,4,683,2169,6830,0.00115803523758676,0.000364655632674853,0.00364655632674853,0.000433791514316071
2020-06-23,"XK",2169,37,1873000,0,0,0,2169,0,0.00115803523758676,0,0,0.000465152204874183
2020-06-24,"XK",2169,37,1873000,0,0,0,2169,0,0.00115803523758676,0,0,0.000495634877560223
2020-06-25,"XK",2169,37,1873000,0,0,0,2169,0,0.00115803523758676,0,0,0.000525336423598525
2020-06-26,"XK",2169,37,1873000,0,0,0,2169,0,0.00115803523758676,0,0,0.000554467438331743
2020-06-27,"XK",2169,37,1873000,0,0,0,2169,0,0.00115803523758676,0,0,0.000583394773551819
2020-06-28,"XK",2169,37,1873000,0,0,0,2169,0,0.00115803523758676,0,0,0.000612487943839729
2020-06-29,"XK",2677,49,1873000,508,12,508,2677,5080,0.00142925787506674,0.000271222637479979,0.00271222637479979,0.000642079970388548
2020-06-30,"XK",2878,51,1873000,201,2,201,2878,2010,0.00153657234383342,0.000107314468766684,0.00107314468766684,0.000672404798253656
2020-07-01,"XK",2991,54,1873000,113,3,113,2991,1130,0.00159690336358783,6.03310197544047e-05,0.000603310197544047,0.000703503737227794
2020-07-02,"XK",3064,55,1873000,73,1,73,3064,730,0.00163587827015483,3.89749065670048e-05,0.000389749065670048,0.00073524974691024
2020-07-03,"XK",3064,55,1873000,0,0,0,3064,0,0.00163587827015483,0,0,0.000767196124812011
2020-07-04,"XK",3064,55,1873000,0,0,0,3064,0,0.00163587827015483,0,0,0.000798615829704904
2020-07-05,"XK",3356,66,1873000,292,11,292,3356,2920,0.00179177789642285,0.000155899626268019,0.00155899626268019,0.00082850549558969
2020-07-06,"XK",3508,75,1873000,152,9,152,3508,1520,0.00187293112653497,8.11532301121196e-05,0.000811532301121196,0.000855627011366388
2020-07-07,"XK",3703,79,1873000,195,4,195,3703,1950,0.00197704217832355,0.000104111051788574,0.00104111051788574,0.000878721866813381
2020-07-08,"XK",3886,82,1873000,183,3,183,3886,1830,0.0020747463961559,9.77042178323545e-05,0.000977042178323545,0.000896653194279902
2020-07-09,"XK",4100,86,1873000,214,4,214,4100,2140,0.00218900160170849,0.000114255205552589,0.00114255205552589,0.000908664859362396
2020-07-10,"XK",4307,94,1873000,207,8,207,4307,2070,0.00229951948745328,0.000110517885744794,0.00110517885744794,0.000914565056617801
2020-07-11,"XK",4715,101,1873000,408,7,408,4715,4080,0.00251735184196476,0.000217832354511479,0.00217832354511479,0.000914863120389225
2020-07-12,"XK",4931,102,1873000,216,1,216,4931,2160,0.00263267485317672,0.000115323011211959,0.00115323011211959,0.000910770168391125
2020-07-13,"XK",5118,108,1873000,187,6,187,5118,1870,0.00273251468232782,9.98398291510945e-05,0.000998398291510945,0.000904087768241943
2020-07-14,"XK",5118,108,1873000,0,0,0,5118,0,0.00273251468232782,0,0,0.000896994358204097
2020-07-15,"XK",5237,112,1873000,119,4,119,5237,1190,0.00279604911906033,6.35344367325147e-05,0.000635344367325147,0.00089169769916121
2020-07-16,"XK",5237,112,1873000,0,0,0,5237,0,0.00279604911906033,0,0,0.000890362984336851
2020-07-17,"XK",5472,124,1873000,235,12,235,5472,2350,0.00292151628403631,0.000125467164975974,0.00125467164975974,0.000894452690743622
2020-07-18,"XK",5617,130,1873000,145,6,145,5617,1450,0.00299893219434063,7.74159103043246e-05,0.000774159103043246,0.000904855930309872
2020-07-19,"XK",5735,135,1873000,118,5,118,5735,1180,0.00306193272824346,6.30005339028297e-05,0.000630005339028297,0.000921714248912271
2020-07-20,"XK",5877,139,1873000,142,4,142,5877,1420,0.00313774693005873,7.58142018152696e-05,0.000758142018152696,0.000944460639919077
2020-07-21,"XK",6045,144,1873000,168,5,168,6045,1680,0.00322744260544581,8.96956753870796e-05,0.000896956753870796,0.000971945026963691
2020-07-22,"XK",6286,150,1873000,241,6,241,6286,2410,0.00335611318739989,0.000128670581954084,0.00128670581954084,0.00100256701791838
2020-07-23,"XK",6467,158,1873000,181,8,181,6467,1810,0.00345274959957288,9.66364121729845e-05,0.000966364121729845,0.00103463931526817
2020-07-24,"XK",6680,164,1873000,213,6,213,6680,2130,0.00356647090229578,0.000113721302722904,0.00113721302722904,0.00106635526616573
2020-07-25,"XK",6917,169,1873000,237,5,237,6917,2370,0.00369300587293113,0.000126534970635344,0.00126534970635344,0.0010960833448792
2020-07-26,"XK",7137,177,1873000,220,8,220,7137,2200,0.00381046449546183,0.000117458622530699,0.00117458622530699,0.00112245713196709
2020-07-27,"XK",7413,185,1873000,276,8,276,7413,2760,0.00395782167645489,0.000147357180993059,0.00147357180993059,0.00114442041369439
2020-07-28,"XK",7652,192,1873000,239,7,239,7652,2390,0.0040854244527496,0.000127602776294714,0.00127602776294714,0.00116123604840637
2020-07-29,"XK",7846,196,1873000,194,4,194,7846,1940,0.00418900160170849,0.000103577148958889,0.00103577148958889,0.00117254235338509
2020-07-30,"XK",8104,212,1873000,258,16,258,8104,2580,0.00432674853176722,0.000137746930058729,0.00137746930058729,0.00117819087565678
2020-07-31,"XK",8330,227,1873000,226,15,226,8330,2260,0.00444741057127603,0.000120662039508809,0.00120662039508809,0.00117829790758167
2020-08-01,"XK",8554,236,1873000,224,9,224,8554,2240,0.00456700480512547,0.000119594233849439,0.00119594233849439,0.00117314920641411
2020-08-02,"XK",8799,249,1873000,245,13,245,8799,2450,0.00469781099839829,0.000130806193272824,0.00130806193272824,0.00116319483867191
2020-08-03,"XK",9049,256,1873000,250,7,250,9049,2500,0.00483128670581954,0.000133475707421249,0.00133475707421249,0.00114897668596379
2020-08-04,"XK",9274,269,1873000,225,13,225,9274,2250,0.00495141484249866,0.000120128136679124,0.00120128136679124,0.00113115964347766
2020-08-05,"XK",9492,284,1873000,218,15,218,9492,2180,0.00506780565936999,0.000116390816871329,0.00116390816871329,0.00111038740068382
2020-08-06,"XK",9688,300,1873000,196,16,196,9688,1960,0.00517245061398825,0.000104644954618259,0.00104644954618259,0.00108735233069713
2020-08-07,"XK",9869,303,1873000,181,3,181,9869,1810,0.00526908702616124,9.66364121729845e-05,0.000966364121729845,0.00106269068295791
2020-08-08,"XK",10059,316,1873000,190,13,190,10059,1900,0.00537052856380139,0.000101441537640149,0.00101441537640149,0.00103705131168195
2020-08-09,"XK",10247,328,1873000,188,12,188,10247,1880,0.00547090229578217,0.000100373731980779,0.0010037373198078,0.00101096449828548
2020-08-10,"XK",10419,341,1873000,172,13,172,10419,1720,0.00556273358248799,9.18312867058195e-05,0.000918312867058195,0.000984960570367523
2020-08-11,"XK",10590,354,1873000,171,13,171,10590,1710,0.00565403096636412,9.12973838761345e-05,0.000912973838761345,0.000959438511250958
2020-08-12,"XK",10795,365,1873000,205,11,205,10795,2050,0.00576348104644955,0.000109450080085424,0.00109450080085424,0.000934733093377654
2020-08-13,"XK",10988,373,1873000,193,8,193,10988,1930,0.00586652429257875,0.000103043246129204,0.00103043246129204,0.000911120473718428
2020-08-14,"XK",11130,381,1873000,142,8,142,11130,1420,0.00594233849439402,7.58142018152696e-05,0.000758142018152696,0.000888787970677641
2020-08-15,"XK",11275,390,1873000,145,9,145,11275,1450,0.00601975440469834,7.74159103043246e-05,0.000774159103043246,0.000867860971500388
2020-08-16,"XK",11416,401,1873000,141,11,141,11416,1410,0.00609503470368393,7.52802989855846e-05,0.000752802989855846,0.000848366909913336
2020-08-17,"XK",11545,410,1873000,129,9,129,11545,1290,0.00616390816871329,6.88734650293647e-05,0.000688734650293647,0.000830270220896611
2020-08-18,"XK",11686,416,1873000,141,6,141,11686,1410,0.00623918846769888,7.52802989855846e-05,0.000752802989855846,0.000813460585909059
2020-08-19,"XK",11848,425,1873000,162,9,162,11848,1620,0.00632568072610785,8.64922584089696e-05,0.000864922584089696,0.000797764287177908
2020-08-20,"XK",12006,438,1873000,158,13,158,12006,1580,0.00641003737319808,8.43566470902296e-05,0.000843566470902296,0.000782982329671444
2020-08-21,"XK",12168,448,1873000,162,10,162,12168,1620,0.00649652963160705,8.64922584089696e-05,0.000864922584089696,0.000768893452691235
2020-08-22,"XK",12337,457,1873000,169,9,169,12337,1690,0.00658675920982381,9.02295782167646e-05,0.000902295782167645,0.00075526601145934
2020-08-23,"XK",12448,467,1873000,111,10,111,12448,1110,0.00664602242391885,5.92632140950347e-05,0.000592632140950347,0.000741903017706533
2020-08-24,"XK",12547,480,1873000,99,13,99,12547,990,0.00669887880405766,5.28563801388147e-05,0.000528563801388147,0.000728619016626385
2020-08-25,"XK",12683,488,1873000,136,8,136,12683,1360,0.00677148958889482,7.26107848371596e-05,0.000726107848371596,0.000715247794871225
2020-08-26,"XK",12840,492,1873000,157,4,157,12840,1570,0.00685531233315537,8.38227442605446e-05,0.000838227442605446,0.000701636412630593
2020-08-27,"XK",12981,498,1873000,141,6,141,12981,1410,0.00693059263214095,7.52802989855846e-05,0.000752802989855846,0.000687647429529097
2020-08-28,"XK",13100,499,1873000,119,1,119,13100,1190,0.00699412706887347,6.35344367325147e-05,0.000635344367325147,0.000673137953025433
2020-08-29,"XK",13215,508,1873000,115,9,115,13215,1150,0.00705552589428724,6.13988254137747e-05,0.000613988254137747,0.000657973253020554
2020-08-30,"XK",13334,516,1873000,119,8,119,13334,1190,0.00711906033101975,6.35344367325147e-05,0.000635344367325147,0.000642031902987256
2020-08-31,"XK",13454,525,1873000,120,9,120,13454,1200,0.00718312867058195,6.40683395621997e-05,0.000640683395621997,0.000625211249251663
2020-09-01,"XK",13601,533,1873000,147,8,147,13601,1470,0.00726161238654565,7.84837159636946e-05,0.000784837159636946,0.000607455564396046
2020-09-02,"XK",13713,539,1873000,112,6,112,13713,1120,0.00732140950347037,5.97971169247197e-05,0.000597971169247197,0.000588764390823153
2020-09-03,"XK",13791,548,1873000,78,9,78,13791,780,0.0073630539241858,4.16444207154298e-05,0.000416444207154298,0.000569200823325177
2020-09-04,"XK",13910,551,1873000,119,3,119,13910,1190,0.00742658836091831,6.35344367325147e-05,0.000635344367325147,0.000548907451343644
2020-09-05,"XK",14027,556,1873000,117,5,117,14027,1170,0.00748905499199146,6.24666310731447e-05,0.000624666310731447,0.000528110310981763
2020-09-06,"XK",14119,563,1873000,92,7,92,14119,920,0.00753817405232248,4.91190603310198e-05,0.000491190603310198,0.000507101660436311
2020-09-07,"XK",14204,568,1873000,85,5,85,14204,850,0.0075835557928457,4.53817405232248e-05,0.000453817405232248,0.000486219413647715
2020-09-08,"XK",14301,568,1873000,97,0,97,14301,970,0.00763534436732515,5.17885744794447e-05,0.000517885744794447,0.000465835479884486
2020-09-09,"XK",14377,574,1873000,76,6,76,14377,760,0.00767592098238121,4.05766150560598e-05,0.000405766150560598,0.000446321287415406
2020-09-10,"XK",14446,581,1873000,69,7,69,14446,690,0.00771276027762947,3.68392952482648e-05,0.000368392952482648,0.000428012324041227
2020-09-11,"XK",14496,586,1873000,50,5,50,14496,500,0.00773945541911372,2.66951414842499e-05,0.000266951414842499,0.000413331212968579
2020-09-12,"XK",14566,589,1873000,70,3,70,14566,700,0.00777682861719167,3.73731980779498e-05,0.000373731980779498,0.000402494461896354
2020-09-13,"XK",14637,596,1873000,71,7,71,14637,710,0.00781473571809931,3.79071009076348e-05,0.000379071009076348,0.000395313524466741
2020-09-14,"XK",14692,600,1873000,55,4,55,14692,550,0.00784410037373198,2.93646556326749e-05,0.000293646556326749,0.000395062278825769
2020-09-15,"XK",14763,601,1873000,71,1,71,14763,710,0.00788200747463962,3.79071009076348e-05,0.000379071009076348,0.000405256681251669
2020-09-16,"XK",14839,604,1873000,76,3,76,14839,760,0.00792258408969568,4.05766150560598e-05,0.000405766150560598,0.000431280489413926
2020-09-17,"XK",14882,607,1873000,43,3,43,14882,430,0.00794554191137213,2.29578216764549e-05,0.000229578216764549,0.000481107378572676
2020-09-18,"XK",14939,611,1873000,57,4,57,14939,570,0.00797597437266418,3.04324612920448e-05,0.000304324612920448,0.000565955467886283
2020-09-19,"XK",15002,614,1873000,63,3,63,15002,630,0.00800961025093433,3.36358782701548e-05,0.000336358782701548,0.000700753413596077
2020-09-20,"XK",15063,614,1873000,61,0,61,15063,610,0.00804217832354511,3.25680726107848e-05,0.000325680726107848,0.000904146107171441
2020-09-21,"XK",15142,615,1873000,79,1,79,15142,790,0.00808435664709023,4.21783235451148e-05,0.000421783235451148,0.00119772250502038
2020-09-22,"XK",15208,615,1873000,66,0,66,15208,660,0.00811959423384944,3.52375867592098e-05,0.000352375867592098,0.00160420868532499
2020-09-23,"XK",15270,616,1873000,62,1,62,15270,620,0.00815269620928991,3.31019754404698e-05,0.000331019754404698,0.00214448389263397
2020-09-24,"XK",15333,616,1873000,63,0,63,15333,630,0.00818633208756006,3.36358782701548e-05,0.000336358782701548,0.00283348263802024
2020-09-25,"XK",15379,617,1873000,46,1,46,15379,460,0.00821089161772557,2.45595301655099e-05,0.000245595301655099,0.00367543875747711
2020-09-26,"XK",15425,619,1873000,46,2,46,15425,460,0.00823545114789108,2.45595301655099e-05,0.000245595301655099,0.0046592107167734
2020-09-27,"XK",15472,622,1873000,47,3,47,15472,470,0.00826054458088628,2.50934329951949e-05,0.000250934329951949,0.00575481844778762
2020-09-28,"XK",15520,625,1873000,48,3,48,15520,480,0.00828617191671116,2.56273358248799e-05,0.000256273358248799,0.0069122942947157
2020-09-29,"XK",15574,625,1873000,54,0,54,15574,540,0.00831500266951415,2.88307528029899e-05,0.000288307528029899,0.00806370890375187
2020-09-30,"XK",15620,625,1873000,46,0,46,15620,460,0.00833956219967966,2.45595301655099e-05,0.000245595301655099,0.00912882004841229
2020-10-01,"XK",15663,627,1873000,43,2,43,15663,430,0.00836252002135611,2.29578216764549e-05,0.000229578216764549,0.0100238772144199
2020-10-02,"XK",15705,627,1873000,42,0,42,15705,420,0.00838494394020288,2.24239188467699e-05,0.000224239188467699,0.0106723817555631
2020-10-03,"XK",1578,630,1873000,-14127,3,-14127,1578,-141270,0.000842498665242926,0.00754244527495996,0.0754244527495996,0.0110158975081701
2020-10-04,"XK",15814,630,1873000,14236,0,14236,15814,142360,0.00844313934863855,0.00760064068339562,0.0760064068339562,0.0110227979450897
2020-10-05,"XK",15855,633,1873000,41,3,41,15855,410,0.00846502936465563,2.18900160170849e-05,0.000218900160170849,0.0106932351463474
2020-10-06,"XK",15889,635,1873000,34,2,34,15889,340,0.00848318206086492,1.81526962092899e-05,0.000181526962092899,0.0100591986121497
2020-10-07,"XK",15938,638,1873000,49,3,49,15938,490,0.00850934329951949,2.61612386545649e-05,0.000261612386545649,0.00917928482109111
2020-10-08,"XK",15971,638,1873000,33,0,33,15971,330,0.00852696209289909,1.76187933796049e-05,0.000176187933796049,0.00813041254973145
2020-10-09,"XK",16050,641,1873000,79,3,79,16050,790,0.00856914041644421,4.21783235451148e-05,0.000421783235451148,0.0069964517912473
2020-10-10,"XK",16130,645,1873000,80,4,80,16130,800,0.00861185264281901,4.27122263747998e-05,0.000427122263747998,0.00585791255140817
2020-10-11,"XK",16179,647,1873000,49,2,49,16179,490,0.00863801388147357,2.61612386545649e-05,0.000261612386545649,0.00478300363390917
2020-10-12,"XK",16247,648,1873000,68,1,68,16247,680,0.00867431927389215,3.63053924185798e-05,0.000363053924185798,0.00382178254406127
2020-10-13,"XK",16345,649,1873000,98,1,98,16345,980,0.00872664175120128,5.23224773091297e-05,0.000523224773091297,0.00300429352173763
2020-10-14,"XK",16425,650,1873000,80,1,80,16425,800,0.00876935397757608,4.27122263747998e-05,0.000427122263747998,0.0023417865763389
2020-10-15,"XK",16502,650,1873000,77,0,77,16502,770,0.00881046449546183,4.11105178857448e-05,0.000411105178857448,0.00183014304370624
2020-10-16,"XK",16606,652,1873000,104,2,104,16606,1040,0.00886599038974907,5.55258942872397e-05,0.000555258942872397,0.00145449085027269
2020-10-17,"XK",16754,652,1873000,148,0,148,16754,1480,0.00894500800854245,7.90176187933796e-05,0.000790176187933796,0.0011942731454356
