"date","country","ISO3","ISO2","cases","deaths","cum_cases","cum_deaths","icu_patients","hosp_patients","weekly_icu_admissions","weekly_hosp_admissions","countrycode","population","cases_daily","cases_infected","cases_active","p_infected","p_daily","p_active"
2020-01-05,"Bangladesh","BGD","BD",0,0,0,0,0,0,0,0,"BD",163046173,0,0,0,0,0,0
2020-01-06,"Bangladesh","BGD","BD",0,0,0,0,0,0,0,0,"BD",163046173,0,0,0,0,0,0
2020-01-07,"Bangladesh","BGD","BD",0,0,0,0,0,0,0,0,"BD",163046173,0,0,0,0,0,0
2020-01-08,"Bangladesh","BGD","BD",0,0,0,0,0,0,0,0,"BD",163046173,0,0,0,0,0,0
2020-01-09,"Bangladesh","BGD","BD",0,0,0,0,0,0,0,0,"BD",163046173,0,0,0,0,0,0
2020-01-10,"Bangladesh","BGD","BD",0,0,0,0,0,0,0,0,"BD",163046173,0,0,0,0,0,0
2020-01-11,"Bangladesh","BGD","BD",0,0,0,0,0,0,0,0,"BD",163046173,0,0,0,0,0,0
2020-01-12,"Bangladesh","BGD","BD",0,0,0,0,0,0,0,0,"BD",163046173,0,0,0,0,0,0
2020-01-13,"Bangladesh","BGD","BD",0,0,0,0,0,0,0,0,"BD",163046173,0,0,0,0,0,0
2020-01-14,"Bangladesh","BGD","BD",0,0,0,0,0,0,0,0,"BD",163046173,0,0,0,0,0,0
2020-01-15,"Bangladesh","BGD","BD",0,0,0,0,0,0,0,0,"BD",163046173,0,0,0,0,0,0
2020-01-16,"Bangladesh","BGD","BD",0,0,0,0,0,0,0,0,"BD",163046173,0,0,0,0,0,0
2020-01-17,"Bangladesh","BGD","BD",0,0,0,0,0,0,0,0,"BD",163046173,0,0,0,0,0,0
2020-01-18,"Bangladesh","BGD","BD",0,0,0,0,NA,NA,NA,NA,"BD",163046173,0,0,0,0,0,0
2020-01-19,"Bangladesh","BGD","BD",0,0,0,0,NA,NA,NA,NA,"BD",163046173,0,0,0,0,0,0
2020-01-20,"Bangladesh","BGD","BD",0,0,0,0,NA,NA,NA,NA,"BD",163046173,0,0,0,0,0,0
2020-01-21,"Bangladesh","BGD","BD",0,0,0,0,NA,NA,NA,NA,"BD",163046173,0,0,0,0,0,0
2020-01-22,"Bangladesh","BGD","BD",0,0,0,0,NA,NA,NA,NA,"BD",163046173,0,0,0,0,0,0
2020-01-23,"Bangladesh","BGD","BD",0,0,0,0,NA,NA,NA,NA,"BD",163046173,0,0,0,0,0,0
2020-01-24,"Bangladesh","BGD","BD",0,0,0,0,NA,NA,NA,NA,"BD",163046173,0,0,0,0,0,0
2020-01-25,"Bangladesh","BGD","BD",0,0,0,0,NA,NA,NA,NA,"BD",163046173,0,0,0,0,0,0
2020-01-26,"Bangladesh","BGD","BD",0,0,0,0,NA,NA,NA,NA,"BD",163046173,0,0,0,0,0,0
2020-01-27,"Bangladesh","BGD","BD",0,0,0,0,NA,NA,NA,NA,"BD",163046173,0,0,0,0,0,0
2020-01-28,"Bangladesh","BGD","BD",0,0,0,0,NA,NA,NA,NA,"BD",163046173,0,0,0,0,0,0
2020-01-29,"Bangladesh","BGD","BD",0,0,0,0,NA,NA,NA,NA,"BD",163046173,0,0,0,0,0,0
2020-01-30,"Bangladesh","BGD","BD",0,0,0,0,NA,NA,NA,NA,"BD",163046173,0,0,0,0,0,0
2020-01-31,"Bangladesh","BGD","BD",0,0,0,0,NA,NA,NA,NA,"BD",163046173,0,0,0,0,0,0
2020-02-01,"Bangladesh","BGD","BD",0,0,0,0,NA,NA,NA,NA,"BD",163046173,0,0,0,0,0,0
2020-02-02,"Bangladesh","BGD","BD",0,0,0,0,NA,NA,NA,NA,"BD",163046173,0,0,0,0,0,0
2020-02-03,"Bangladesh","BGD","BD",0,0,0,0,NA,NA,NA,NA,"BD",163046173,0,0,0,0,0,0
2020-02-04,"Bangladesh","BGD","BD",0,0,0,0,NA,NA,NA,NA,"BD",163046173,0,0,0,0,0,0
