"date","region","population","sample_size","reach","sample_size_recent","reach_recent","p_cases","p_cases_error","p_fatalities","p_fatalities_error","p_recentcases","p_recentcases_error","p_cases_daily","p_cases_daily_error","p_stillsick","p_stillsick_error"
"2022/11/20","DEBB",2485000,31,956,6,171,0.558577405857741,0.0314766211242187,0,0,0.0116959064327485,0.0161143308311251,0.00167084377610693,0.00612145746149361,0.00584795321637427,0.0114282145766987
"2022/11/20","DEBE",3520000,187,4836,44,1189,0.634408602150538,0.0135733629026992,0.00223164472216023,0.00138161808720428,0.0210260723296888,0.00815495940688994,0.00300372461852697,0.00311052709455487,0.00841042893187553,0.00519077508769589
"2022/11/20","DEBW",10880000,239,6445,45,1207,0.581380915438324,0.0120441603178157,0.00267872091076511,0.00131078997217497,0.0207125103562552,0.00803463085970813,0.0029589300508936,0.00306420861519717,0.0165700082850041,0.0072015759157299
"2022/11/20","DEBY",12844000,283,7422,53,1342,0.659795203449205,0.0107786013384761,0.00386732113639744,0.00148364585500142,0.018628912071535,0.00723406170844952,0.00266127315307643,0.00275637245371547,0.0193740685543964,0.00737452302440177
"2022/11/20","DEHB",671000,22,799,5,215,0.450563204005006,0.0344993913010666,0.00459418070444104,0.0051867536924186,0.00465116279069767,0.00909488658760705,0.000664451827242525,0.00344442140353118,0.00465116279069767,0.00909488658760705
"2022/11/20","DEHE",6176000,161,3990,32,754,0.593984962406015,0.0152377353962894,0.000557724484104852,0.000772736918126102,0.0185676392572944,0.00963542665543161,0.0026525198938992,0.0036712587138446,0.019893899204244,0.00996687292005535
"2022/11/20","DEHH",1787000,68,1591,10,238,0.620364550597109,0.0238462376173836,0.00404312668463612,0.00322856906969811,0.0126050420168067,0.0141735034556604,0.00180072028811525,0.00538631027915996,0.00840336134453781,0.011597213562253
"2022/11/20","DEMV",1612000,11,217,1,10,0.354838709677419,0.0636601812331434,0,0,NA,NA,NA,NA,NA,NA
"2022/11/20","DENI",7927000,160,3940,25,560,0.645685279187817,0.0149349929149302,0.00525006907985631,0.00235447057500684,0.0196428571428571,0.011493401158611,0.00280612244897959,0.00438124145511128,0.0125,0.0092019026873661
"2022/11/20","DENW",17865000,291,7697,59,1617,0.607769260750942,0.0109075578854865,0.00492111738312346,0.00165006522537807,0.0273259596616786,0.00815046771188303,0.00390370852309694,0.00311745727615235,0.0280791320995533,0.00817938943551474
"2022/11/20","DERP",4053000,77,1923,13,233,0.478939157566303,0.0223276409944113,0.00350262697022767,0.0027977211906818,0.00515463917525773,0.0100768350749225,0.000736377025036819,0.00381713377034993,0,0
"2022/11/20","DESH",2859000,62,1589,12,308,0.568281938325991,0.0243538809214718,0.00268456375838926,0.00262729045955967,0.0162337662337662,0.0141132921830603,0.0023191094619666,0.0053719156360633,0.0357142857142857,0.0207250975557037
"2022/11/20","DESL",996000,20,645,7,181,0.683720930232558,0.0358874745495185,0.0108527131782946,0.00799590965522011,0.00552486187845304,0.0107985758032751,0.000789265982636148,0.00409118427617517,0,0
"2022/11/20","DESN",4085000,59,1642,15,332,0.554811205846529,0.0240384377065613,0.000626174076393237,0.00122689433257972,0.00301204819277108,0.00589460845027699,0.000430292598967298,0.00223083541477312,0.00903614457831325,0.0101788693909627
"2022/11/20","DEST",2245000,25,679,7,162,0.397643593519882,0.0368117925291467,0.00151057401812689,0.0029584336703061,0,0,0,0,0,0
"2022/11/20","DETH",2171000,25,465,4,52,0.460215053763441,0.0453014819244012,0,0,0.134615384615385,0.0927680339180743,0.0192307692307692,0.0373274363526507,0.145833333333333,0.0998451981769148
