ISO_3,country_agg,date,first_date,count,cli,cli_weight,cliWHO,cliWHO_weight,cli_local,count_local,weight,Finished,B1_1.-77,B1_1.1,B1_1.2,B1_2.-77,B1_2.1,B1_2.2,B1_3.-77,B1_3.1,B1_3.2,B1_4.-77,B1_4.1,B1_4.2,B1_5.-77,B1_5.1,B1_5.2,B1_6.-77,B1_6.1,B1_6.2,B1_7.-77,B1_7.1,B1_7.2,B1_8.-77,B1_8.1,B1_8.2,B1_9.-77,B1_9.1,B1_9.2,B1_10.-77,B1_10.1,B1_10.2,B1_11.-77,B1_11.1,B1_11.2,B1_12.-77,B1_12.1,B1_12.2,B1_13.-77,B1_13.1,B1_13.2,B1_14.-77,B1_14.1,B1_14.2,B1b_x1.-99,B1b_x1.-77,B1b_x1.1,B1b_x1.2,B1b_x2.-99,B1b_x2.-77,B1b_x2.1,B1b_x2.2,B1b_x3.-99,B1b_x3.-77,B1b_x3.1,B1b_x3.2,B1b_x4.-99,B1b_x4.-77,B1b_x4.1,B1b_x4.2,B1b_x5.-99,B1b_x5.-77,B1b_x5.1,B1b_x5.2,B1b_x6.-99,B1b_x6.-77,B1b_x6.1,B1b_x6.2,B1b_x7.-99,B1b_x7.-77,B1b_x7.1,B1b_x7.2,B1b_x8.-99,B1b_x8.-77,B1b_x8.1,B1b_x8.2,B1b_x9.-99,B1b_x9.-77,B1b_x9.1,B1b_x9.2,B1b_x10.-99,B1b_x10.-77,B1b_x10.1,B1b_x10.2,B1b_x11.-99,B1b_x11.-77,B1b_x11.1,B1b_x11.2,B1b_x12.-99,B1b_x12.-77,B1b_x12.1,B1b_x12.2,B1b_x13.-99,B1b_x13.-77,B1b_x13.1,B1b_x13.2,B1b_x14.-99,B1b_x14.-77,B1b_x14.1,B1b_x14.2,B3.-99,B3.-77,B3.1,B3.2,B5.-99,B5.-77,B5.1,B5.2,B6.-99,B6.-77,B6.1,B6.2,B7.-99,B7.-77,B7.1,B7.2,B8.-99,B8.-77,B8.1,B8.2,B8.3,B9.-99,B9.-77,B9.1,B9.2,B9.3,B10.-99,B10.-77,B10.1,B10.2,B10.3,B11.-99,B11.-77,B11.1,B11.2,V1.-99,V1.-77,V1.1,V1.2,V1.3,V2.-99,V3.-99,V3.-77,V3.1,V3.2,V3.3,V3.4,V4_1.-99,V4_1.-77,V4_1.1,V4_1.2,V4_1.3,V4_2.-99,V4_2.-77,V4_2.1,V4_2.2,V4_2.3,V4_3.-99,V4_3.-77,V4_3.1,V4_3.2,V4_3.3,V4_4.-99,V4_4.-77,V4_4.1,V4_4.2,V4_4.3,V4_5.-99,V4_5.-77,V4_5.1,V4_5.2,V4_5.3,V9.-99,B12_1.-99,B12_1.-77,B12_1.1,B12_1.2,B12_2.-99,B12_2.-77,B12_2.1,B12_2.2,B12_3.-99,B12_3.-77,B12_3.1,B12_3.2,B12_4.-99,B12_4.-77,B12_4.1,B12_4.2,B12_5.-99,B12_5.-77,B12_5.1,B12_5.2,B12_6.-99,B12_6.-77,B12_6.1,B12_6.2,B13_1.-99,B13_1.-77,B13_1.1,B13_1.2,B13_2.-99,B13_2.-77,B13_2.1,B13_2.2,B13_3.-99,B13_3.-77,B13_3.1,B13_3.2,B13_4.-99,B13_4.-77,B13_4.1,B13_4.2,B13_5.-99,B13_5.-77,B13_5.1,B13_5.2,B13_6.-99,B13_6.-77,B13_6.1,B13_6.2,B13_7.-99,B13_7.-77,B13_7.1,B13_7.2,B14_1.-99,B14_1.-77,B14_1.1,B14_1.2,B14_2.-99,B14_2.-77,B14_2.1,B14_2.2,B14_3.-99,B14_3.-77,B14_3.1,B14_3.2,B14_4.-99,B14_4.-77,B14_4.1,B14_4.2,B14_5.-99,B14_5.-77,B14_5.1,B14_5.2,C0_1.-99,C0_1.-77,C0_1.1,C0_1.2,C0_2.-99,C0_2.-77,C0_2.1,C0_2.2,C0_3.-99,C0_3.-77,C0_3.1,C0_3.2,C0_4.-99,C0_4.-77,C0_4.1,C0_4.2,C0_5.-99,C0_5.-77,C0_5.1,C0_5.2,C0_6.-99,C0_6.-77,C0_6.1,C0_6.2,C1_m.-99,C1_m.-77,C1_m.1,C1_m.2,C2.-99,C2.-77,C2.1,C2.2,C2.3,C2.4,C7.-99,C7.-77,C7.1,C7.2,C7.3,C7.4,C8.-99,C8.-77,C8.1,C8.2,C3.-99,C3.-77,C3.1,C3.2,C5.-99,C5.-77,C5.1,C5.2,C5.3,C5.4,C5.5,C5.6,C6.-99,C6.-77,C6.1,C6.2,C6.3,C6.4,C14.-99,C14.-77,C14.1,C14.2,C14.3,C14.4,C9.-99,C9.-77,C9.1,C9.2,C9.3,C12.-99,C12.-77,C12.1,C12.2,C12.3,C13_1.-99,C13_1.-77,C13_1.1,C13_1.2,C13_2.-99,C13_2.-77,C13_2.1,C13_2.2,C13_3.-99,C13_3.-77,C13_3.1,C13_3.2,C13_4.-99,C13_4.-77,C13_4.1,C13_4.2,C13_5.-99,C13_5.-77,C13_5.1,C13_5.2,C13_6.-99,C13_6.-77,C13_6.1,C13_6.2,D1.-99,D1.-77,D1.1,D1.2,D1.3,D1.4,D1.5,D2.-99,D2.-77,D2.1,D2.2,D2.3,D2.4,D2.5,D3.-99,D3.-77,D3.1,D3.2,D3.3,D3.4,D4.-99,D4.-77,D4.1,D4.2,D4.3,D4.4,D5.-99,D5.-77,D5.1,D5.2,D5.3,D5.4,D6_1.-99,D6_1.-77,D6_1.1,D6_1.2,D6_2.-99,D6_2.-77,D6_2.1,D6_2.2,D6_3.-99,D6_3.-77,D6_3.1,D6_3.2,D7.-99,D7.-77,D7.1,D7.2,D8.-99,D8.-77,D8.1,D8.2,D9.-99,D9.-77,D9.1,D9.2,D9.3,D9.4,D9.5,D9.6,D9.7,D10.-99,D10.-77,D10.1,D10.2,D10.3,D10.4,D10.5,D10.6,D10.7,D10.8,D10.9,D10.10,D10.11,D10.12,D10.13,D10.14,D10.15,E3.-99,E3.-77,E3.1,E3.2,E3.3,E3.4,E4.-99,E4.-77,E4.1,E4.2,E4.3,E4.4,E4.5,E4.6,E4.7,E2.-99,E2.-77,E2.1,E2.2,E2.3,E7.-99,E7.-77,E7.1,E7.2,E7.3,E7.4,E7.5,B2.mean,B2.sd,B4.mean,B4.sd,E6.mean,E6.sd,E5.mean,E5.sd
IND,India,2021-01-01,2021-01-01,3422,17,1548960.9966559026,7,802313.5758701761,544,3271,308985976.80396765,1726,88,46,3288,80,239,3103,77,60,3285,82,158,3182,92,318,3012,79,270,3073,84,153,3185,87,74,3261,88,60,3274,78,57,3287,76,137,3209,80,270,3072,94,124,3204,83,287,3052,3376,5,20,21,3183,20,76,143,3362,10,22,28,3264,13,47,98,3104,12,100,206,3152,14,98,158,3269,16,44,93,3348,11,26,37,3362,10,18,32,3365,7,22,28,3285,13,55,69,3152,14,81,175,3298,9,38,77,3135,12,152,123,134,17,280,2991,3169,2,77,174,196,59,1025,2142,2406,16,219,781,3203,2,10,199,8,3203,1,52,162,4,3370,0,15,34,3,519,49,154,2700,3422,0,0,0,0,0,352,25,1317,810,480,438,628,119,1369,706,600,628,207,1428,653,506,628,204,1628,562,400,628,189,1637,586,382,628,226,581,533,1454,0,3290,51,23,58,3290,52,28,52,3290,47,36,49,3290,40,36,56,3290,53,22,57,3290,53,27,52,1099,194,90,2039,1099,202,100,2021,1099,196,117,2010,1099,212,102,2009,1099,211,185,1927,1099,201,440,1682,1099,209,172,1942,2944,44,60,374,2944,47,89,342,2944,50,74,354,2944,46,126,306,2944,48,75,355,1006,87,978,1351,1006,90,1574,752,1006,98,924,1394,1006,97,886,1433,1006,98,610,1708,1006,106,435,1875,1072,30,756,1564,2666,4,431,151,57,113,1106,19,41,243,959,1054,1106,44,2205,67,1182,32,305,1903,1182,21,1468,460,108,38,40,105,1182,25,1157,384,389,285,1204,26,781,1003,302,106,1249,33,86,1780,274,1353,50,109,1640,270,2458,14,865,85,1868,18,1410,126,2515,10,806,91,2550,14,670,188,2824,11,493,94,2993,10,370,49,1418,32,32,41,220,312,1367,1418,27,33,82,232,389,1241,1512,24,460,568,406,452,1512,23,135,240,447,1065,1512,16,334,415,475,670,2690,31,577,124,2690,188,233,311,2690,164,274,294,1554,22,1069,777,2645,2,300,475,3147,8,71,21,22,16,4,15,118,2089,1,124,111,64,153,21,97,86,90,8,40,216,25,19,39,239,1644,28,1497,230,4,19,1644,6,354,708,389,148,106,52,15,1679,33,978,330,402,1679,25,359,576,500,168,115,3.627753303964758,4.21653183339445,2.4827586206896552,2.1604006744924007,15.601962469733657,4.928023528191737,2.801592161665646,1.6478811150535972
IND,India,2021-01-02,2021-01-02,416,6,687403.1880768244,3,364791.691370343,60,373,41141927.7477335,24,19,14,383,19,39,358,20,11,385,18,28,370,21,41,354,19,38,359,17,26,373,21,14,381,19,11,386,21,7,388,23,23,370,21,36,359,21,16,379,20,50,346,402,4,4,6,377,3,17,19,405,3,4,4,388,5,10,13,375,3,14,24,378,4,15,19,390,3,11,12,402,3,7,4,405,2,3,6,409,2,3,2,393,2,10,11,380,4,13,19,400,2,3,11,366,4,23,23,42,1,42,331,381,0,14,21,57,10,120,229,301,4,28,83,388,0,4,23,1,388,0,6,22,0,410,0,4,1,1,109,8,25,274,416,0,0,0,0,0,95,15,134,70,49,53,158,15,135,64,44,158,30,139,52,37,158,30,151,43,34,158,31,154,46,27,158,35,71,55,97,0,393,5,3,15,393,6,4,13,393,6,5,12,393,5,6,12,393,6,5,12,393,6,2,15,281,20,12,103,281,20,14,101,281,21,13,101,281,22,11,102,281,21,18,96,281,22,32,81,281,22,16,97,386,2,10,18,386,3,10,17,386,3,11,16,386,3,13,14,386,4,5,21,235,9,77,95,235,8,112,61,235,11,78,92,235,11,61,109,235,11,49,121,235,10,38,133,248,2,50,116,366,1,27,14,7,1,257,2,3,27,64,63,257,5,145,9,272,6,14,124,272,2,96,25,9,3,2,7,272,2,79,28,19,16,278,1,41,60,21,15,288,3,8,93,24,309,6,10,74,17,345,2,61,8,309,2,95,10,344,1,63,8,358,0,48,10,372,1,38,5,384,0,27,5,330,1,2,6,11,10,56,330,3,4,4,12,14,49,351,1,11,26,9,18,351,2,4,11,12,36,351,2,10,20,7,26,390,0,22,4,390,7,5,14,390,7,8,11,360,1,29,26,390,2,13,11,409,0,2,0,1,0,0,1,3,381,0,7,3,1,2,1,0,1,2,0,1,6,3,2,1,5,384,0,30,2,0,0,384,0,11,10,8,1,2,0,0,389,1,12,3,11,389,1,4,7,6,6,3,4.035087719298246,5.123138253791173,2,1.2833778958394957,16.3,5.272897521843381,2.3043478260869565,1.6904755277381045
IND,India,2021-01-03,2021-01-03,3955,19,1584677.0320392768,7,559745.661850453,708,3782,308569149.57337934,2229,100,55,3800,99,306,3550,93,68,3794,107,230,3618,101,365,3489,99,355,3501,103,191,3661,99,79,3777,111,66,3778,107,66,3782,100,162,3693,97,322,3536,106,150,3699,98,363,3494,3900,9,21,25,3649,18,103,185,3887,9,26,33,3725,16,83,131,3590,21,121,223,3600,20,140,195,3764,11,58,122,3876,12,29,38,3889,8,18,40,3889,8,31,27,3793,9,74,79,3633,16,114,192,3805,14,49,87,3592,29,160,174,160,13,329,3453,3644,1,127,183,215,55,1199,2486,2767,13,287,888,3668,0,29,241,17,3668,2,91,188,6,3865,3,37,43,7,612,66,174,3103,3955,0,0,0,0,0,388,44,1554,934,614,421,719,122,1599,855,660,719,207,1711,729,589,719,189,1900,668,479,719,180,1892,712,452,719,201,710,650,1675,0,3800,45,49,61,3800,50,42,63,3800,49,47,59,3800,56,35,64,3800,53,31,71,3800,55,35,65,3955,0,0,0,3955,0,0,0,3955,0,0,0,3955,0,0,0,3955,0,0,0,3955,0,0,0,3955,0,0,0,3955,0,0,0,3955,0,0,0,3955,0,0,0,3955,0,0,0,3955,0,0,0,853,51,1240,1811,853,58,1882,1162,853,74,1116,1912,853,73,1126,1903,853,77,755,2270,853,74,580,2448,912,23,923,2097,3032,4,588,155,63,113,957,29,47,358,1295,1269,957,59,2868,71,1051,43,422,2439,1051,23,1858,640,136,56,58,133,1051,33,1438,602,500,331,1076,47,903,1351,405,173,1117,42,148,2297,351,1262,86,178,2054,375,2729,52,1062,112,2094,63,1654,144,2854,53,934,114,2844,49,833,229,3212,49,594,100,3382,29,481,63,1359,24,47,68,280,427,1750,1359,26,62,112,318,475,1603,1502,49,562,720,535,587,1502,29,148,312,636,1328,1502,28,448,578,591,808,2946,58,803,148,2946,239,347,423,2946,237,405,367,1548,17,1355,1035,2920,3,400,632,3590,9,112,20,34,21,6,26,137,2249,4,139,143,56,182,31,141,120,117,10,46,284,33,32,33,335,1680,31,1919,306,2,17,1680,11,502,914,526,193,73,47,9,1712,32,1256,427,528,1712,25,483,752,577,251,155,3.4179659498207884,4.042080479570372,2.53781512605042,2.190466169934331,15.584905660377359,5.0628598999198795,2.769083053288526,1.6173187552598187
IND,India,2021-01-04,2021-01-04,367,3,193655.8224654356,0,0,31,330,28751181.63669083,28,14,8,345,12,26,329,11,13,343,20,14,333,11,33,323,16,39,312,15,20,332,12,12,343,16,7,344,12,11,344,14,19,334,16,29,322,18,13,336,15,43,309,359,3,3,2,341,3,9,14,354,2,8,3,353,2,7,5,334,3,11,19,328,3,18,18,347,4,9,7,355,3,4,5,360,2,2,3,356,3,5,3,348,2,9,8,338,3,13,13,354,0,8,5,324,4,21,18,36,1,22,308,350,0,6,11,50,11,99,207,269,2,20,76,347,0,1,19,0,347,0,5,15,0,362,0,2,2,1,92,3,20,252,367,0,0,0,0,0,85,4,112,66,58,42,162,9,110,44,42,162,18,122,36,29,162,19,121,36,29,162,19,126,35,25,162,19,68,28,90,0,351,6,6,4,351,7,3,6,351,6,3,7,351,4,3,9,351,6,7,3,351,7,2,7,367,0,0,0,367,0,0,0,367,0,0,0,367,0,0,0,367,0,0,0,367,0,0,0,367,0,0,0,367,0,0,0,367,0,0,0,367,0,0,0,367,0,0,0,367,0,0,0,181,5,65,116,181,5,113,68,181,7,59,120,181,8,62,116,181,6,45,135,181,4,27,155,190,4,54,119,313,0,34,11,6,3,197,2,3,24,69,72,197,3,155,12,215,3,19,130,215,3,101,24,5,4,3,12,215,3,84,29,20,16,220,4,49,68,18,8,227,2,5,112,21,258,7,2,82,18,303,3,59,2,257,4,98,8,310,3,47,7,307,2,43,15,322,3,35,7,342,1,20,4,271,6,0,0,8,20,62,271,9,1,1,7,20,58,294,1,16,26,10,20,294,1,6,11,16,39,294,1,11,20,19,22,340,3,19,5,340,7,8,12,340,4,14,9,301,1,34,31,336,0,15,16,357,0,2,0,0,3,0,1,4,324,1,4,3,2,6,1,2,4,2,0,2,3,3,0,2,8,324,0,36,7,0,0,324,0,12,16,11,2,1,0,1,330,0,16,10,11,330,0,9,12,14,1,1,3.6091954022988504,3.9923074922326256,1.727272727272727,1.1037127426019047,15.142857142857142,5.633399651864819,2.6857142857142855,1.567527625639452
IND,India,2021-01-13,2021-01-13,2730,23,2165983.7571251527,7,773245.3706884146,479,2600,280698205.20979714,1469,72,45,2613,62,186,2482,72,46,2612,81,161,2488,67,229,2434,80,271,2379,74,117,2539,75,68,2587,80,58,2592,76,60,2594,81,115,2534,76,221,2433,82,90,2558,79,256,2395,2685,11,14,20,2544,14,70,102,2684,12,15,19,2569,14,42,105,2501,16,81,132,2459,17,106,148,2613,12,39,66,2662,6,35,27,2672,9,14,35,2670,10,23,27,2615,7,40,68,2509,17,85,119,2640,11,31,48,2474,14,138,104,118,12,238,2362,2517,4,78,131,167,35,881,1647,1854,6,183,687,2547,2,19,150,12,2547,1,56,121,5,2676,0,21,30,3,418,55,109,2148,217,16,61,2239,197,0,355,19,1071,612,386,287,537,79,1082,541,491,537,180,1101,496,416,537,175,1289,401,328,537,161,1268,437,327,537,186,499,387,1121,0,2629,30,27,44,2629,30,29,42,2629,31,32,38,2629,38,17,46,2629,36,25,40,2629,37,19,45,2730,0,0,0,2730,0,0,0,2730,0,0,0,2730,0,0,0,2730,0,0,0,2730,0,0,0,2730,0,0,0,2730,0,0,0,2730,0,0,0,2730,0,0,0,2730,0,0,0,2730,0,0,0,582,59,950,1139,582,47,1362,739,582,74,752,1322,582,67,776,1305,582,71,574,1503,582,63,477,1608,633,10,609,1478,2121,5,349,117,48,90,680,12,47,257,878,856,680,25,1962,63,738,21,306,1665,738,12,1223,454,113,47,46,97,738,23,1036,333,343,257,760,20,589,945,297,119,795,23,85,1578,249,916,56,98,1439,221,1795,44,806,85,1384,42,1193,111,1994,44,609,83,1968,39,565,158,2170,33,436,91,2264,29,387,50,986,17,30,45,200,287,1165,986,24,29,69,257,303,1062,1079,21,356,478,355,441,1079,22,113,200,418,898,1079,19,294,404,338,596,2039,51,542,98,2039,166,230,295,2039,160,272,259,1110,14,916,690,2040,3,264,423,2491,4,64,14,20,12,6,24,95,1588,3,100,96,59,122,21,97,74,74,3,29,162,35,16,44,207,1206,7,1332,167,3,15,1206,5,315,659,314,117,75,33,6,1241,20,799,312,358,1241,16,337,509,367,147,113,3.4221635883905015,3.653215165557417,2.567105263157895,2.0625251775558002,15.31259956553222,5.062532216219536,2.687544996400288,1.5652002957235958
IND,India,2021-01-14,2021-01-14,284,2,275889.7571150583,0,0,30,258,31588858.802204534,24,18,7,259,18,22,244,21,5,258,20,14,250,23,20,241,19,22,243,19,9,256,20,8,256,23,4,257,19,5,260,18,11,255,20,27,237,24,11,249,20,27,237,277,2,4,1,262,2,10,10,279,0,2,3,270,2,7,5,264,1,10,9,262,0,11,11,275,2,5,2,276,1,4,3,280,0,2,2,279,1,2,2,273,2,7,2,257,1,8,18,273,1,6,4,257,3,14,10,23,3,23,235,266,0,8,10,37,6,80,161,205,1,21,57,263,0,4,12,5,263,2,4,12,3,282,0,0,1,1,70,10,9,195,52,5,6,190,31,7,85,2,72,47,36,42,119,6,75,44,40,119,12,81,37,35,119,13,95,35,22,119,15,93,32,25,119,16,52,30,67,7,276,5,1,2,276,4,1,3,276,4,2,2,276,5,1,2,276,3,3,2,276,3,2,3,284,0,0,0,284,0,0,0,284,0,0,0,284,0,0,0,284,0,0,0,284,0,0,0,284,0,0,0,284,0,0,0,284,0,0,0,284,0,0,0,284,0,0,0,284,0,0,0,133,5,73,73,133,6,91,54,133,7,56,88,133,6,57,88,133,6,39,106,133,4,41,106,142,1,36,105,248,2,20,8,2,4,151,1,5,12,45,70,151,3,121,9,166,1,16,101,166,2,75,24,5,4,3,5,166,4,60,22,16,16,169,1,43,42,16,13,175,2,4,83,20,190,7,7,70,10,214,1,61,8,195,3,75,11,231,2,41,10,229,3,43,9,247,3,26,8,245,1,34,4,206,2,3,1,11,9,52,206,2,2,5,5,15,49,228,1,14,19,11,11,228,2,4,6,18,26,228,1,9,14,12,20,263,1,18,2,263,4,8,9,263,4,7,10,234,1,25,24,260,0,14,10,277,0,3,0,1,0,0,0,3,255,0,3,5,1,5,0,2,3,0,1,1,3,0,0,1,4,249,1,28,6,0,0,249,1,4,15,5,3,5,2,0,258,1,12,3,10,258,0,7,6,10,1,2,5.5606060606060606,5.608040348474372,1.6666666666666667,1.4142135623730951,14.9,6.331911516143909,2.6363636363636362,1.5900121157206721
