ISO_3,country_agg,date,first_date,count,cli,cli_weight,cliWHO,cliWHO_weight,cli_local,count_local,weight,Finished,B1_1.-99,B1_1.-77,B1_1.1,B1_1.2,B1_2.-99,B1_2.-77,B1_2.1,B1_2.2,B1_3.-99,B1_3.-77,B1_3.1,B1_3.2,B1_4.-99,B1_4.-77,B1_4.1,B1_4.2,B1_5.-99,B1_5.-77,B1_5.1,B1_5.2,B1_6.-99,B1_6.-77,B1_6.1,B1_6.2,B1_7.-99,B1_7.-77,B1_7.1,B1_7.2,B1_8.-99,B1_8.-77,B1_8.1,B1_8.2,B1_9.-99,B1_9.-77,B1_9.1,B1_9.2,B1_10.-99,B1_10.-77,B1_10.1,B1_10.2,B1_11.-99,B1_11.-77,B1_11.1,B1_11.2,B1_12.-99,B1_12.-77,B1_12.1,B1_12.2,B1_13.-99,B1_13.-77,B1_13.1,B1_13.2,B1_14.-99,B1_14.-77,B1_14.1,B1_14.2,B1b_x1.-99,B1b_x1.-77,B1b_x1.1,B1b_x1.2,B1b_x2.-99,B1b_x2.-77,B1b_x2.1,B1b_x2.2,B1b_x3.-99,B1b_x3.-77,B1b_x3.1,B1b_x3.2,B1b_x4.-99,B1b_x4.-77,B1b_x4.1,B1b_x4.2,B1b_x5.-99,B1b_x5.-77,B1b_x5.1,B1b_x5.2,B1b_x6.-99,B1b_x6.-77,B1b_x6.1,B1b_x6.2,B1b_x7.-99,B1b_x7.-77,B1b_x7.1,B1b_x7.2,B1b_x8.-99,B1b_x8.-77,B1b_x8.1,B1b_x8.2,B1b_x9.-99,B1b_x9.-77,B1b_x9.1,B1b_x9.2,B1b_x10.-99,B1b_x10.-77,B1b_x10.1,B1b_x10.2,B1b_x11.-99,B1b_x11.-77,B1b_x11.1,B1b_x11.2,B1b_x12.-99,B1b_x12.-77,B1b_x12.1,B1b_x12.2,B1b_x13.-99,B1b_x13.-77,B1b_x13.1,B1b_x13.2,B1b_x14.-99,B1b_x14.-77,B1b_x14.1,B1b_x14.2,B3.-99,B3.-77,B3.1,B3.2,B5.-99,B5.-77,B5.1,B5.2,B6.-99,B6.-77,B6.1,B6.2,B7.-99,B7.-77,B7.1,B7.2,B8.-99,B8.-77,B8.1,B8.2,B8.3,B9.-99,B9.-77,B9.1,B9.2,B9.3,B10.-99,B10.-77,B10.1,B10.2,B10.3,B11.-99,B11.-77,B11.1,B11.2,V1.-99,V1.-77,V1.1,V1.2,V1.3,V2.-99,V2.-77,V2.1,V2.2,V2.3,V2a.-99,V3.-99,V3.-77,V3.1,V3.2,V3.3,V3.4,V4_1.-99,V4_1.-77,V4_1.1,V4_1.2,V4_1.3,V4_2.-99,V4_2.-77,V4_2.1,V4_2.2,V4_2.3,V4_3.-99,V4_3.-77,V4_3.1,V4_3.2,V4_3.3,V4_4.-99,V4_4.-77,V4_4.1,V4_4.2,V4_4.3,V4_5.-99,V4_5.-77,V4_5.1,V4_5.2,V4_5.3,V4_6.-99,V5a_1.-99,V5a_2.-99,V5a_3.-99,V5a_4.-99,V5a_5.-99,V5a_6.-99,V5a_7.-99,V5a_8.-99,V5a_9.-99,V5b_1.-99,V5b_2.-99,V5b_3.-99,V5b_4.-99,V5b_5.-99,V5b_6.-99,V5b_7.-99,V5b_8.-99,V5b_9.-99,V5c_1.-99,V5c_2.-99,V5c_3.-99,V5c_4.-99,V5c_5.-99,V5c_6.-99,V5c_7.-99,V5c_8.-99,V5c_9.-99,V5d_1.-99,V5d_2.-99,V5d_3.-99,V5d_4.-99,V5d_5.-99,V5d_6.-99,V5d_7.-99,V5d_8.-99,V5d_9.-99,V6_1.-99,V6_2.-99,V6_3.-99,V6_4.-99,V6_5.-99,V6_6.-99,V6_7.-99,V9.-99,V9.-77,V9.1,V9.2,V9.3,V9.4,V10_1.-99,V10_2.-99,V10_3.-99,V10_4.-99,V10_5.-99,V10_6.-99,V10_7.-99,V10_8.-99,V10_9.-99,V10_10.-99,V11.-99,V12.-99,B12_1.-99,B12_1.-77,B12_1.1,B12_1.2,B12_2.-99,B12_2.-77,B12_2.1,B12_2.2,B12_3.-99,B12_3.-77,B12_3.1,B12_3.2,B12_4.-99,B12_4.-77,B12_4.1,B12_4.2,B12_5.-99,B12_5.-77,B12_5.1,B12_5.2,B12_6.-99,B12_6.-77,B12_6.1,B12_6.2,B13_1.-99,B13_1.-77,B13_1.1,B13_1.2,B13_2.-99,B13_2.-77,B13_2.1,B13_2.2,B13_3.-99,B13_3.-77,B13_3.1,B13_3.2,B13_4.-99,B13_4.-77,B13_4.1,B13_4.2,B13_5.-99,B13_5.-77,B13_5.1,B13_5.2,B13_6.-99,B13_6.-77,B13_6.1,B13_6.2,B13_7.-99,B13_7.-77,B13_7.1,B13_7.2,B14_1.-99,B14_1.-77,B14_1.1,B14_1.2,B14_2.-99,B14_2.-77,B14_2.1,B14_2.2,B14_3.-99,B14_3.-77,B14_3.1,B14_3.2,B14_4.-99,B14_4.-77,B14_4.1,B14_4.2,B14_5.-99,B14_5.-77,B14_5.1,B14_5.2,C0_1.-99,C0_1.-77,C0_1.1,C0_1.2,C0_2.-99,C0_2.-77,C0_2.1,C0_2.2,C0_3.-99,C0_3.-77,C0_3.1,C0_3.2,C0_4.-99,C0_4.-77,C0_4.1,C0_4.2,C0_5.-99,C0_5.-77,C0_5.1,C0_5.2,C0_6.-99,C0_6.-77,C0_6.1,C0_6.2,C1_m.-99,C1_m.-77,C1_m.1,C1_m.2,C2.-99,C2.-77,C2.1,C2.2,C2.3,C2.4,C7.-99,C7.-77,C7.1,C7.2,C7.3,C7.4,C8.-99,C8.-77,C8.1,C8.2,C3.-99,C3.-77,C3.1,C3.2,C5.-99,C5.-77,C5.1,C5.2,C5.3,C5.4,C5.5,C5.6,C6.-99,C6.-77,C6.1,C6.2,C6.3,C6.4,C14.-99,C14.-77,C14.1,C14.2,C14.3,C14.4,C9.-99,C9.-77,C9.1,C9.2,C9.3,C9a.-99,C12.-99,C12.-77,C12.1,C12.2,C12.3,C13_1.-99,C13_1.-77,C13_1.1,C13_1.2,C13_2.-99,C13_2.-77,C13_2.1,C13_2.2,C13_3.-99,C13_3.-77,C13_3.1,C13_3.2,C13_4.-99,C13_4.-77,C13_4.1,C13_4.2,C13_5.-99,C13_5.-77,C13_5.1,C13_5.2,C13_6.-99,C13_6.-77,C13_6.1,C13_6.2,D1.-99,D1.-77,D1.1,D1.2,D1.3,D1.4,D1.5,D2.-99,D2.-77,D2.1,D2.2,D2.3,D2.4,D2.5,D3.-99,D3.-77,D3.1,D3.2,D3.3,D3.4,D4.-99,D4.-77,D4.1,D4.2,D4.3,D4.4,D5.-99,D5.-77,D5.1,D5.2,D5.3,D5.4,D6_1.-99,D6_1.-77,D6_1.1,D6_1.2,D6_2.-99,D6_2.-77,D6_2.1,D6_2.2,D6_3.-99,D6_3.-77,D6_3.1,D6_3.2,D7.-99,D7.-77,D7.1,D7.2,D8.-99,D8.-77,D8.1,D8.2,D9.-99,D9.-77,D9.1,D9.2,D9.3,D9.4,D9.5,D9.6,D9.7,D10.-99,D10.-77,D10.1,D10.2,D10.3,D10.4,D10.5,D10.6,D10.7,D10.8,D10.9,D10.10,D10.11,D10.12,D10.13,D10.14,D10.15,E3.-99,E3.-77,E3.1,E3.2,E3.3,E3.4,E4.-99,E4.-77,E4.1,E4.2,E4.3,E4.4,E4.5,E4.6,E4.7,E2.-99,E2.-77,E2.1,E2.2,E2.3,E7.-99,E7.-77,E7.1,E7.2,E7.3,E7.4,E7.5,B2.mean,B2.sd,B4.mean,B4.sd,E6.mean,E6.sd,E5.mean,E5.sd
IND,India,2021-01-14,2021-01-14,2533,10,905381.4737010669,1,73910.8338885719,370,2384,264467195.41507584,1384,0,80,41,2412,0,79,177,2277,0,77,45,2411,0,82,119,2332,0,75,231,2227,0,77,204,2252,0,87,93,2353,0,76,58,2399,0,83,51,2399,0,77,47,2409,0,71,123,2339,0,74,208,2251,0,94,83,2356,0,83,201,2249,2492,6,16,19,2356,14,55,108,2488,11,16,18,2414,9,44,66,2302,11,72,148,2329,15,75,114,2440,9,31,53,2475,10,21,27,2482,6,12,33,2486,5,21,21,2410,8,54,61,2325,17,78,113,2450,2,33,48,2332,14,104,83,134,15,196,2188,2353,2,57,121,174,38,794,1527,1746,10,162,615,2371,1,19,137,5,2371,1,42,118,1,2492,1,14,24,2,412,42,108,1971,225,10,59,2058,181,2475,2,13,10,33,0,315,12,918,635,381,272,464,140,877,578,474,464,145,860,578,486,464,142,1142,444,341,464,128,1079,487,375,464,156,321,401,1191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,451,42,649,436,476,479,0,0,0,0,0,0,0,0,0,0,0,0,2431,45,19,38,2431,41,29,32,2431,43,24,35,2431,42,21,39,2431,46,21,35,2431,45,16,41,2533,0,0,0,2533,0,0,0,2533,0,0,0,2533,0,0,0,2533,0,0,0,2533,0,0,0,2533,0,0,0,2533,0,0,0,2533,0,0,0,2533,0,0,0,2533,0,0,0,2533,0,0,0,520,48,901,1064,520,59,1238,716,520,68,695,1250,520,64,766,1183,520,63,534,1416,520,64,422,1527,565,16,635,1317,1898,4,365,115,58,93,600,17,46,262,835,773,600,38,1834,61,683,26,276,1548,683,15,1128,400,110,51,49,97,683,19,951,325,313,242,706,17,560,769,329,152,740,26,75,1449,243,0,840,52,94,1321,226,1647,43,745,98,1312,48,1057,116,1851,32,565,85,1777,36,540,180,2010,36,410,77,2118,28,343,44,915,22,24,36,184,258,1094,915,21,30,76,203,290,998,997,28,374,435,339,360,997,17,119,202,390,808,997,15,286,345,355,535,1914,43,468,108,1914,138,213,268,1914,126,263,230,1037,9,837,650,1883,1,240,409,2304,6,62,7,23,16,4,14,97,1484,2,65,102,52,117,20,67,100,68,3,26,154,23,21,31,198,1116,22,1232,139,1,23,1116,5,295,582,295,128,74,29,9,1144,29,743,277,340,1144,18,331,449,347,147,97,3.648343373493976,4.223424260624909,2.253846153846154,2.008939472857569,15.595638867635808,5.015675667890749,2.6935708752904723,1.6014858987597385
IND,India,2021-01-15,2021-01-15,2768,21,2405507.773323567,5,589214.7214856461,431,2603,297286663.6869566,1365,0,100,46,2622,0,82,196,2490,0,91,59,2618,0,95,138,2535,0,93,219,2456,0,94,223,2451,0,90,138,2540,0,87,65,2616,0,93,49,2626,0,90,57,2621,0,83,102,2583,0,92,223,2453,0,100,96,2572,0,98,256,2414,2722,10,20,16,2572,13,81,102,2709,13,24,22,2630,11,48,79,2549,14,84,121,2545,20,78,125,2630,16,61,61,2703,8,31,26,2719,12,15,22,2711,7,34,16,2666,14,39,49,2545,18,79,126,2672,3,30,63,2512,15,139,102,145,20,211,2392,2577,0,66,125,196,52,883,1637,1902,13,184,669,2584,1,20,155,8,2584,2,55,125,2,2713,1,11,39,4,484,49,131,2104,274,20,32,2237,205,2738,1,11,3,15,0,351,18,1095,613,398,293,531,160,995,560,522,531,172,997,553,515,531,150,1288,418,381,531,146,1204,474,413,531,192,378,424,1243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,566,37,719,463,516,467,0,0,0,0,0,0,0,0,0,0,0,0,2648,35,31,54,2648,37,28,55,2648,37,33,50,2648,40,23,57,2648,44,22,54,2648,43,18,59,2768,0,0,0,2768,0,0,0,2768,0,0,0,2768,0,0,0,2768,0,0,0,2768,0,0,0,2768,0,0,0,2768,0,0,0,2768,0,0,0,2768,0,0,0,2768,0,0,0,2768,0,0,0,655,49,925,1139,655,51,1280,782,655,61,719,1333,655,59,789,1265,655,59,577,1477,655,57,445,1611,718,17,599,1434,2169,3,318,117,47,114,763,13,41,271,843,837,763,35,1899,71,842,24,273,1629,842,21,1183,408,121,55,46,92,842,21,1006,355,336,208,861,23,573,881,290,140,899,20,87,1522,240,0,1011,53,92,1394,218,1861,52,753,102,1510,52,1082,124,2064,47,567,90,1992,46,562,168,2204,43,420,101,2332,34,355,47,1070,25,44,44,192,278,1115,1070,23,46,64,212,320,1033,1186,29,363,453,312,425,1186,21,122,205,371,863,1186,21,336,355,343,527,2089,50,528,101,2089,184,220,275,2089,166,263,250,1235,15,866,652,2116,0,255,397,2537,5,78,13,23,12,4,14,82,1687,2,94,102,42,142,20,89,66,65,4,42,161,17,27,37,171,1347,27,1208,175,1,10,1347,11,281,542,336,128,75,39,9,1387,26,761,264,330,1387,24,325,477,330,135,90,3.5544412191582,4.115720360290829,2.5319148936170213,1.9032047840019801,15.311167434715822,5.059086180216919,2.696043444530644,1.5771440650231718
IND,India,2021-01-16,2021-01-16,2923,14,1002297.7719549601,5,296980.9060313672,471,2754,315461131.77149415,1455,0,96,36,2791,0,87,207,2629,0,87,38,2798,0,91,144,2688,0,95,249,2579,0,96,251,2576,0,101,126,2696,0,89,65,2769,0,99,53,2771,0,82,60,2781,0,102,135,2686,0,83,255,2585,0,104,98,2721,0,100,255,2568,2887,7,16,13,2716,13,79,115,2885,5,13,20,2779,14,58,72,2674,15,94,140,2672,11,112,128,2797,10,47,69,2858,7,28,30,2870,8,20,25,2863,12,23,25,2788,13,65,57,2668,16,98,141,2825,11,30,57,2668,16,128,111,159,10,242,2512,2708,2,83,130,214,51,916,1742,2017,16,188,702,2735,2,23,155,8,2735,4,51,130,3,2875,2,18,28,0,501,42,135,2245,275,16,65,2369,198,2858,3,27,5,30,0,395,8,1117,674,408,321,575,166,1063,618,501,575,178,1020,593,557,575,162,1303,464,419,575,149,1224,534,441,575,196,457,430,1265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,580,44,723,471,538,567,0,0,0,0,0,0,0,0,0,0,0,0,2795,64,22,42,2795,59,26,43,2795,53,33,42,2795,61,24,43,2795,62,17,49,2795,66,19,43,2923,0,0,0,2923,0,0,0,2923,0,0,0,2923,0,0,0,2923,0,0,0,2923,0,0,0,2923,0,0,0,2923,0,0,0,2923,0,0,0,2923,0,0,0,2923,0,0,0,2923,0,0,0,666,58,1023,1176,666,61,1372,824,666,79,783,1395,666,77,877,1303,666,75,619,1563,666,79,460,1718,737,18,703,1465,2220,2,377,148,67,109,780,16,54,284,937,852,780,48,2005,90,857,27,316,1723,857,19,1293,411,138,47,68,90,857,26,1049,371,345,275,897,29,597,915,339,146,942,31,89,1601,260,0,1055,57,108,1475,228,1914,41,850,118,1568,51,1175,129,2158,41,639,85,2060,37,631,195,2318,39,464,102,2472,27,376,48,1139,33,44,44,180,298,1185,1139,27,47,80,235,297,1098,1248,30,383,464,347,451,1248,24,119,203,384,945,1248,23,305,381,353,613,2248,52,502,121,2248,167,226,282,2248,139,285,251,1293,24,925,681,2242,2,267,412,2683,6,79,20,11,19,3,21,81,1771,2,93,104,47,117,23,89,82,91,5,38,189,37,12,36,187,1414,23,1301,171,1,13,1414,7,319,623,291,153,77,31,8,1460,28,779,281,375,1460,22,325,484,365,159,108,3.359948320413437,3.848811311251247,2.5347222222222223,2.2622261282124416,15.458375634517767,5.307063970183033,2.7014705882352943,1.6195996604743501
IND,India,2021-01-17,2021-01-17,2915,23,3154741.9539965377,5,840788.3549884341,456,2750,304975098.6170176,1438,0,86,51,2778,0,82,241,2592,0,86,60,2769,0,93,148,2674,0,76,263,2576,0,82,281,2552,0,79,134,2702,0,77,76,2762,0,92,55,2768,0,87,53,2775,0,84,118,2713,0,82,256,2577,0,88,113,2714,0,89,284,2542,2864,6,19,26,2674,19,78,144,2855,11,24,25,2767,16,47,85,2652,18,86,159,2634,16,106,159,2781,12,50,72,2839,16,34,26,2860,7,18,30,2862,12,24,17,2797,12,47,59,2659,10,100,146,2802,14,54,45,2631,17,151,116,155,10,228,2522,2706,3,80,126,205,50,935,1725,1989,13,199,714,2716,2,26,154,17,2716,3,60,133,3,2856,1,20,34,4,504,49,134,2228,273,21,56,2372,193,2861,4,26,8,16,0,382,15,1076,670,464,308,574,145,1079,608,509,574,153,1053,585,550,574,143,1319,448,431,574,129,1251,491,470,574,168,427,464,1282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,574,35,757,457,516,576,0,0,0,0,0,0,0,0,0,0,0,0,2796,51,19,49,2796,51,22,46,2796,49,29,41,2796,52,29,38,2796,47,25,47,2796,48,24,47,2915,0,0,0,2915,0,0,0,2915,0,0,0,2915,0,0,0,2915,0,0,0,2915,0,0,0,2915,0,0,0,2915,0,0,0,2915,0,0,0,2915,0,0,0,2915,0,0,0,2915,0,0,0,687,59,978,1191,687,64,1360,804,687,78,811,1339,687,76,839,1313,687,79,606,1543,687,75,480,1673,759,23,670,1463,2245,2,411,115,49,93,801,13,45,303,907,846,801,30,1988,96,896,18,309,1692,896,7,1210,475,121,56,51,99,896,13,1007,370,349,280,922,25,614,871,340,143,959,25,89,1572,270,0,1087,55,118,1429,226,1953,45,811,106,1575,46,1174,120,2117,37,660,101,2089,41,578,207,2319,34,443,119,2444,26,385,60,1156,22,35,43,210,282,1167,1156,26,38,81,229,287,1098,1269,27,388,453,337,441,1269,19,134,192,379,922,1269,21,318,352,360,595,2255,35,541,84,2255,156,214,290,2255,144,265,251,1313,17,918,667,2248,4,247,416,2705,0,62,9,16,13,6,18,86,1799,2,114,102,50,126,12,81,83,83,4,29,162,17,15,36,200,1411,14,1309,159,2,20,1411,0,304,615,324,153,72,27,9,1457,27,834,275,322,1457,14,329,497,385,127,106,3.8992528019925285,4.424751786109566,2.584507042253521,2.2667593569277615,15.536155507559394,5.158539314624461,2.7170337738619676,1.5970869919919857
IND,India,2021-01-18,2021-01-18,2896,15,1593725.8800205642,4,532506.5925168844,435,2735,302222776.55513245,1405,0,98,46,2752,0,86,236,2574,0,87,57,2752,0,84,168,2644,0,90,257,2549,0,95,271,2530,0,86,147,2663,0,97,73,2726,0,88,41,2767,0,91,59,2746,0,90,140,2666,0,84,252,2560,0,97,124,2675,0,88,262,2546,2850,9,14,23,2660,17,86,133,2839,11,16,30,2728,17,51,100,2639,10,85,162,2625,22,108,141,2749,16,52,79,2823,9,32,32,2855,10,12,19,2837,14,23,22,2756,13,63,64,2644,14,94,144,2772,11,45,68,2634,18,129,115,146,15,207,2528,2705,0,73,118,196,55,934,1711,1978,12,203,703,2693,2,29,156,16,2693,2,60,133,8,2840,1,14,30,11,514,54,131,2197,293,13,56,2364,170,2842,2,28,6,18,0,399,9,1049,675,444,320,553,141,1023,636,543,553,169,995,633,546,553,137,1277,513,416,553,124,1198,588,433,553,169,400,455,1319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,560,35,744,464,528,565,0,0,0,0,0,0,0,0,0,0,0,0,2780,41,25,50,2780,43,22,51,2780,44,26,46,2780,41,24,51,2780,43,28,45,2780,41,21,54,2896,0,0,0,2896,0,0,0,2896,0,0,0,2896,0,0,0,2896,0,0,0,2896,0,0,0,2896,0,0,0,2896,0,0,0,2896,0,0,0,2896,0,0,0,2896,0,0,0,2896,0,0,0,654,42,992,1208,654,54,1316,872,654,72,804,1366,654,62,859,1321,654,63,594,1585,654,58,490,1694,721,19,679,1477,2217,4,385,134,73,83,770,17,44,269,873,923,770,33,2005,88,861,31,305,1699,861,20,1288,404,126,49,41,107,861,26,1025,358,360,266,885,24,656,891,306,134,944,29,89,1568,266,0,1072,53,92,1447,232,1925,38,852,81,1602,48,1127,119,2112,42,638,104,2054,44,618,180,2319,35,445,97,2418,33,401,44,1163,27,31,44,190,268,1173,1163,24,35,72,236,299,1067,1265,27,423,437,338,406,1265,20,123,202,403,883,1265,14,305,361,349,602,2246,42,502,106,2246,160,201,289,2246,147,269,234,1306,13,877,700,2196,4,279,417,2652,3,73,21,11,16,7,18,95,1789,3,108,90,56,115,14,67,82,62,7,33,173,21,19,39,218,1432,20,1236,194,4,10,1432,2,303,639,265,128,74,37,16,1469,30,773,267,357,1469,17,297,468,383,161,101,3.3648780487804877,3.735299797348847,2.6592592592592594,2.2198660809512036,15.5449146250928,5.152397605828304,2.6751879699248122,1.5823711867373733
IND,India,2021-01-19,2021-01-19,2882,12,1367387.8876908212,2,186593.785853216,429,2710,312160626.97132325,1459,0,78,39,2765,0,79,204,2599,0,83,57,2742,0,76,174,2632,0,81,236,2565,0,74,270,2538,0,76,131,2675,0,83,59,2740,0,87,60,2735,0,81,58,2743,0,84,127,2671,0,84,248,2550,0,87,100,2695,0,87,241,2554,2843,7,17,15,2678,13,57,134,2825,15,16,26,2708,24,51,99,2646,17,67,152,2612,18,101,151,2751,14,39,78,2823,7,23,29,2822,10,17,33,2824,9,24,25,2755,16,39,72,2634,17,83,148,2782,6,35,59,2641,16,115,110,161,11,227,2483,2671,2,71,138,206,46,932,1698,1967,14,194,707,2688,0,28,154,12,2688,0,58,129,7,2825,0,18,37,2,504,44,141,2193,292,15,68,2335,172,2815,1,33,15,18,0,398,16,1009,655,488,316,581,168,992,618,523,581,174,953,585,589,581,157,1271,475,398,581,136,1174,549,442,581,195,386,423,1297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,571,46,782,449,503,531,0,0,0,0,0,0,0,0,0,0,0,0,2760,43,28,51,2760,48,27,47,2760,45,40,37,2760,47,25,50,2760,51,28,43,2760,50,24,48,2882,0,0,0,2882,0,0,0,2882,0,0,0,2882,0,0,0,2882,0,0,0,2882,0,0,0,2882,0,0,0,2882,0,0,0,2882,0,0,0,2882,0,0,0,2882,0,0,0,2882,0,0,0,662,46,1031,1143,662,51,1315,854,662,60,765,1395,662,58,833,1329,662,65,602,1553,662,64,454,1702,724,15,668,1475,2214,3,384,125,49,107,765,12,53,270,886,896,765,29,2005,83,846,29,328,1679,846,11,1262,469,103,54,45,92,846,17,1048,373,343,255,875,15,606,941,314,131,916,27,106,1582,251,0,1025,51,106,1453,247,1870,44,882,86,1586,47,1137,112,2130,44,616,92,2062,35,620,165,2291,43,449,99,2437,29,366,50,1092,30,42,44,209,270,1195,1092,24,38,68,246,303,1111,1213,26,375,468,389,411,1213,20,107,216,413,913,1213,17,313,394,351,594,2184,39,545,114,2184,146,247,305,2184,125,291,282,1251,20,938,673,2209,1,276,396,2646,4,70,9,17,17,5,20,94,1724,2,95,94,58,121,20,77,118,64,8,49,166,32,15,32,207,1359,18,1291,195,3,16,1359,8,322,632,330,127,65,33,6,1402,31,821,276,352,1402,22,336,475,379,149,119,3.4125133689839573,3.8637165859546947,2.3517241379310345,2.0430472695446547,15.436456063907045,5.265494156340809,2.7058561897702003,1.5963431263138224
IND,India,2021-01-20,2021-01-20,3147,23,2228472.6058410197,8,691029.1422156839,492,2958,324596353.0249092,1541,0,89,53,3005,0,92,205,2850,0,104,70,2973,0,93,167,2887,0,85,263,2799,0,98,300,2749,0,96,148,2903,0,89,77,2981,0,89,67,2991,0,89,69,2989,0,91,129,2927,0,92,261,2794,0,97,96,2954,0,90,292,2765,3094,13,20,20,2942,15,66,124,3077,8,24,38,2980,15,61,91,2884,21,92,150,2847,20,116,164,2999,17,58,73,3070,9,30,38,3080,10,20,37,3078,16,30,23,3018,9,55,65,2886,19,78,164,3051,14,22,60,2855,22,146,124,178,11,264,2694,2911,2,81,153,235,57,980,1875,2178,10,228,731,2919,2,30,176,20,2919,4,64,149,11,3087,2,19,33,6,567,62,128,2390,308,8,83,2559,189,3067,5,45,6,24,0,447,19,1078,717,510,376,646,173,1034,694,600,646,176,1039,663,623,646,153,1369,526,453,646,144,1264,588,505,646,192,435,446,1428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,647,45,807,513,578,557,0,0,0,0,0,0,0,0,0,0,0,0,3030,45,30,42,3030,45,26,46,3030,39,37,41,3030,46,28,43,3030,47,32,38,3030,44,25,48,3147,0,0,0,3147,0,0,0,3147,0,0,0,3147,0,0,0,3147,0,0,0,3147,0,0,0,3147,0,0,0,3147,0,0,0,3147,0,0,0,3147,0,0,0,3147,0,0,0,3147,0,0,0,740,51,1101,1255,740,54,1451,902,740,71,869,1467,740,69,937,1401,740,72,665,1670,740,71,533,1803,800,16,703,1628,2444,5,398,120,57,123,845,10,60,286,952,994,845,45,2166,91,943,28,355,1821,943,14,1351,475,126,65,72,101,943,21,1138,369,377,299,970,23,646,972,361,175,1013,22,104,1749,259,0,1174,60,121,1557,235,2061,43,937,106,1712,51,1254,130,2293,48,697,109,2226,43,659,219,2491,34,511,111,2624,25,445,53,1270,26,39,55,194,299,1264,1270,29,35,94,234,328,1157,1386,36,409,485,363,468,1386,25,150,212,406,968,1386,25,339,366,408,623,2457,35,545,110,2457,162,221,307,2457,146,287,257,1425,18,960,744,2403,4,273,467,2903,5,81,11,18,17,3,16,93,1962,2,104,96,71,141,17,78,101,67,8,41,201,24,17,28,189,1539,28,1360,204,0,16,1539,6,341,658,357,132,62,41,11,1586,32,809,331,389,1586,19,363,512,412,163,92,3.6214460784313727,4.142444477582003,2.341317365269461,2.014323573538645,15.400273224043715,4.934252614715906,2.6855563234277815,1.589194174385297
