countrycode,regioncode,provincecode,districtcode,population,regionname,regiontype,JHU_region,UMD_region,references,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AD,AD02,,,4325,Canillo,Parish,,Canillo,https://en.wikipedia.org/wiki/Parishes_of_Andorra,,,,,,,,,,,,,,AD,AD02,Canillo,Parish,4325,,Canillo,https://en.wikipedia.org/wiki/Parishes_of_Andorra,,,,,,,,,,,,,,,,AD,AD02,Canillo,Parish,4325,,Canillo,https://en.wikipedia.org/wiki/Parishes_of_Andorra
AD,AD03,,,11688,Encamp,Parish,,Encamp,,,,,,,,,,,,,,,AD,AD03,Encamp,Parish,11688,,Encamp,,,,,,,,,,,,,,,,,AD,AD03,Encamp,Parish,11688,,Encamp,
AD,AD04,,,10174,La Massana,Parish,,La Massana,,,,,,,,,,,,,,,AD,AD04,La Massana,Parish,10174,,La Massana,,,,,,,,,,,,,,,,,AD,AD04,La Massana,Parish,10174,,La Massana,
AD,AD05,,,4942,Ordino,Parish,,Ordino,,,,,,,,,,,,,,,AD,AD05,Ordino,Parish,4942,,Ordino,,,,,,,,,,,,,,,,,AD,AD05,Ordino,Parish,4942,,Ordino,
AD,AD06,,,9375,Sant Julià de Lòria,Parish,,Sant Julià de Lòria,,,,,,,,,,,,,,,AD,AD06,Sant Julià de Lòria,Parish,9375,,Sant Julià de Lòria,,,,,,,,,,,,,,,,,AD,AD06,Sant Julià de Lòria,Parish,9375,,Sant Julià de Lòria,
AD,AD07,,,22440,Andorra la Vella,Parish,,Andorra la Vella,,,,,,,,,,,,,,,AD,AD07,Andorra la Vella,Parish,22440,,Andorra la Vella,,,,,,,,,,,,,,,,,AD,AD07,Andorra la Vella,Parish,22440,,Andorra la Vella,
AD,AD08,,,14599,Escaldes-Engordany,Parish,,Escaldes-Engordany,,,,,,,,,,,,,,,AD,AD08,Escaldes-Engordany,Parish,14599,,Escaldes-Engordany,,,,,,,,,,,,,,,,,AD,AD08,Escaldes-Engordany,Parish,14599,,Escaldes-Engordany,
AE,AEAJ,,,504846,Ajmān,Emirate,,Ajman,https://en.wikipedia.org/wiki/Emirates_of_the_United_Arab_Emirates,,,,,,,,,,,,,,AE,AEAJ,Ajmān,Emirate,504846,,Ajman,https://en.wikipedia.org/wiki/Emirates_of_the_United_Arab_Emirates,,,,,,,,,,,,,,,,AE,AEAJ,Ajmān,Emirate,504846,,Ajman,https://en.wikipedia.org/wiki/Emirates_of_the_United_Arab_Emirates
AE,AEAZ,,,2784490,Abū Ȥaby [Abu Dhabi],Emirate,,Abu Dhabi,,,,,,,,,,,,,,,AE,AEAZ,Abū Ȥaby [Abu Dhabi],Emirate,2784490,,Abu Dhabi,,,,,,,,,,,,,,,,,AE,AEAZ,Abū Ȥaby [Abu Dhabi],Emirate,2784490,,Abu Dhabi,
AE,AEDU,,,4177059,Dubayy,Emirate,,Dubai,,,,,,,,,,,,,,,AE,AEDU,Dubayy,Emirate,4177059,,Dubai,,,,,,,,,,,,,,,,,AE,AEDU,Dubayy,Emirate,4177059,,Dubai,
AE,AEFU,,,152000,Al Fujayrah,Emirate,,Fujairah,,,,,,,,,,,,,,,AE,AEFU,Al Fujayrah,Emirate,152000,,Fujairah,,,,,,,,,,,,,,,,,AE,AEFU,Al Fujayrah,Emirate,152000,,Fujairah,
AE,AERK,,,416600,Ra’s al Khaymah,Emirate,,Ras Al-Khaimah,,,,,,,,,,,,,,,AE,AERK,Ra’s al Khaymah,Emirate,416600,,Ras Al-Khaimah,,,,,,,,,,,,,,,,,AE,AERK,Ra’s al Khaymah,Emirate,416600,,Ras Al-Khaimah,
AE,AESH,,,2374132,Ash Shāriqah,Emirate,,Sharjah,,,,,,,,,,,,,,,AE,AESH,Ash Shāriqah,Emirate,2374132,,Sharjah,,,,,,,,,,,,,,,,,AE,AESH,Ash Shāriqah,Emirate,2374132,,Sharjah,
AE,AEUQ,,,72000,Umm al Qaywayn,Emirate,,Umm al-Qaywayn,,,,,,,,,,,,,,,AE,AEUQ,Umm al Qaywayn,Emirate,72000,,Umm al-Qaywayn,,,,,,,,,,,,,,,,,AE,AEUQ,Umm al Qaywayn,Emirate,72000,,Umm al-Qaywayn,
AF,AFBAL,,,1325659,Balkh - بلخ,Province,,Balkh,https://en.wikipedia.org/wiki/Provinces_of_Afghanistan,,,,,,,,,,,,,,AF,AFBAL,Balkh - بلخ,Province,1325659,,Balkh,https://en.wikipedia.org/wiki/Provinces_of_Afghanistan,,,,,,,,,,,,,,,,AF,AFBAL,Balkh - بلخ,Province,1325659,,Balkh,https://en.wikipedia.org/wiki/Provinces_of_Afghanistan
AF,AFBAM,,,487218,Bāmyān - بامیان,Province,,Bamyan,,,,,,,,,,,,,,,AF,AFBAM,Bāmyān - بامیان,Province,487218,,Bamyan,,,,,,,,,,,,,,,,,AF,AFBAM,Bāmyān - بامیان,Province,487218,,Bamyan,
AF,AFBDG,,,495958,Bādghīs - بادغیس,Province,,Badghis,,,,,,,,,,,,,,,AF,AFBDG,Bādghīs - بادغیس,Province,495958,,Badghis,,,,,,,,,,,,,,,,,AF,AFBDG,Bādghīs - بادغیس,Province,495958,,Badghis,
AF,AFBDS,,,950953,Badakhshān - بدخشان,Province,,Badakhshan,,,,,,,,,,,,,,,AF,AFBDS,Badakhshān - بدخشان,Province,950953,,Badakhshan,,,,,,,,,,,,,,,,,AF,AFBDS,Badakhshān - بدخشان,Province,950953,,Badakhshan,
AF,AFBGL,,,910784,Baghlān - بغلان,Province,,Baghlan,,,,,,,,,,,,,,,AF,AFBGL,Baghlān - بغلان,Province,910784,,Baghlan,,,,,,,,,,,,,,,,,AF,AFBGL,Baghlān - بغلان,Province,910784,,Baghlan,
AF,AFDAY,,,507339,Dāykundī - دایکندی,Province,,Daykundi,,,,,,,,,,,,,,,AF,AFDAY,Dāykundī - دایکندی,Province,507339,,Daykundi,,,,,,,,,,,,,,,,,AF,AFDAY,Dāykundī - دایکندی,Province,507339,,Daykundi,
AF,AFFRA,,,507405,Farāh - فراه,Province,,Farah,,,,,,,,,,,,,,,AF,AFFRA,Farāh - فراه,Province,507405,,Farah,,,,,,,,,,,,,,,,,AF,AFFRA,Farāh - فراه,Province,507405,,Farah,
AF,AFFYB,,,998147,Fāryāb - فاریاب,Province,,Faryab,,,,,,,,,,,,,,,AF,AFFYB,Fāryāb - فاریاب,Province,998147,,Faryab,,,,,,,,,,,,,,,,,AF,AFFYB,Fāryāb - فاریاب,Province,998147,,Faryab,
AF,AFGHA,,,1228831,Ghaznī - غزنی,Province,,Ghazni,,,,,,,,,,,,,,,AF,AFGHA,Ghaznī - غزنی,Province,1228831,,Ghazni,,,,,,,,,,,,,,,,,AF,AFGHA,Ghaznī - غزنی,Province,1228831,,Ghazni,
AF,AFGHO,,,790296,Ghōr - غور,Province,,Ghor,,,,,,,,,,,,,,,AF,AFGHO,Ghōr - غور,Province,790296,,Ghor,,,,,,,,,,,,,,,,,AF,AFGHO,Ghōr - غور,Province,790296,,Ghor,
AF,AFHEL,,,924711,Helmand - هلمند,Province,,Hilmand,,,,,,,,,,,,,,,AF,AFHEL,Helmand - هلمند,Province,924711,,Hilmand,,,,,,,,,,,,,,,,,AF,AFHEL,Helmand - هلمند,Province,924711,,Hilmand,
AF,AFHER,,,1890202,Herāt - هرات,Province,,Hirat,,,,,,,,,,,,,,,AF,AFHER,Herāt - هرات,Province,1890202,,Hirat,,,,,,,,,,,,,,,,,AF,AFHER,Herāt - هرات,Province,1890202,,Hirat,
AF,AFJOW,,,540255,Jowzjān - جوزجان,Province,,Jawzjan,,,,,,,,,,,,,,,AF,AFJOW,Jowzjān - جوزجان,Province,540255,,Jawzjan,,,,,,,,,,,,,,,,,AF,AFJOW,Jowzjān - جوزجان,Province,540255,,Jawzjan,
AF,AFKAB,,,4372977,Kābul - کابل,Province,,Kabul,,,,,,,,,,,,,,,AF,AFKAB,Kābul - کابل,Province,4372977,,Kabul,,,,,,,,,,,,,,,,,AF,AFKAB,Kābul - کابل,Province,4372977,,Kabul,
AF,AFKAN,,,1226593,Kandahār - قندهار,Province,,Kandahar,,,,,,,,,,,,,,,AF,AFKAN,Kandahār - قندهار,Province,1226593,,Kandahar,,,,,,,,,,,,,,,,,AF,AFKAN,Kandahār - قندهار,Province,1226593,,Kandahar,
AF,AFKAP,,,441010,Kāpīsā - کاپيسا,Province,,Kapisa,,,,,,,,,,,,,,,AF,AFKAP,Kāpīsā - کاپيسا,Province,441010,,Kapisa,,,,,,,,,,,,,,,,,AF,AFKAP,Kāpīsā - کاپيسا,Province,441010,,Kapisa,
AF,AFKDZ,,,1010037,Kunduz - قندوز,Province,,Kunduz,,,,,,,,,,,,,,,AF,AFKDZ,Kunduz - قندوز,Province,1010037,,Kunduz,,,,,,,,,,,,,,,,,AF,AFKDZ,Kunduz - قندوز,Province,1010037,,Kunduz,
AF,AFKHO,,,574582,Khōst - خوست‎,Province,,Khost,,,,,,,,,,,,,,,AF,AFKHO,Khōst - خوست‎,Province,574582,,Khost,,,,,,,,,,,,,,,,,AF,AFKHO,Khōst - خوست‎,Province,574582,,Khost,
AF,AFKNR,,,450652,Kunaṟ - کنر‎,Province,,Kunar,,,,,,,,,,,,,,,AF,AFKNR,Kunaṟ - کنر‎,Province,450652,,Kunar,,,,,,,,,,,,,,,,,AF,AFKNR,Kunaṟ - کنر‎,Province,450652,,Kunar,
AF,AFLAG,,,445588,Laghmān - لغمان,Province,,Laghman,,,,,,,,,,,,,,,AF,AFLAG,Laghmān - لغمان,Province,445588,,Laghman,,,,,,,,,,,,,,,,,AF,AFLAG,Laghmān - لغمان,Province,445588,,Laghman,
AF,AFLOG,,,392045,Lōgar - لوگر,Province,,Logar,,,,,,,,,,,,,,,AF,AFLOG,Lōgar - لوگر,Province,392045,,Logar,,,,,,,,,,,,,,,,,AF,AFLOG,Lōgar - لوگر,Province,392045,,Logar,
AF,AFNAN,,,1517388,Nangarhār - ننگرهار‎,Province,,Nangarhar,,,,,,,,,,,,,,,AF,AFNAN,Nangarhār - ننگرهار‎,Province,1517388,,Nangarhar,,,,,,,,,,,,,,,,,AF,AFNAN,Nangarhār - ننگرهار‎,Province,1517388,,Nangarhar,
AF,AFNIM,,,164978,Nīmrōz - نیمروز,Province,,Nimroz,,,,,,,,,,,,,,,AF,AFNIM,Nīmrōz - نیمروز,Province,164978,,Nimroz,,,,,,,,,,,,,,,,,AF,AFNIM,Nīmrōz - نیمروز,Province,164978,,Nimroz,
AF,AFNUR,,,147967,Nūristān - نورستان,Province,,Nuristan,,,,,,,,,,,,,,,AF,AFNUR,Nūristān - نورستان,Province,147967,,Nuristan,,,,,,,,,,,,,,,,,AF,AFNUR,Nūristān - نورستان,Province,147967,,Nuristan,
AF,AFPAN,,,371902,Panjshayr - پنجشیر,Province,,Panjshir,,,,,,,,,,,,,,,AF,AFPAN,Panjshayr - پنجشیر,Province,371902,,Panjshir,,,,,,,,,,,,,,,,,AF,AFPAN,Panjshayr - پنجشیر,Province,371902,,Panjshir,
AF,AFPAR,,,664502,Parwān - پروان,Province,,Parwan,,,,,,,,,,,,,,,AF,AFPAR,Parwān - پروان,Province,664502,,Parwan,,,,,,,,,,,,,,,,,AF,AFPAR,Parwān - پروان,Province,664502,,Parwan,
AF,AFPIA,,,551987,Paktiyā - پکتيا,Province,,Paktya,,,,,,,,,,,,,,,AF,AFPIA,Paktiyā - پکتيا,Province,551987,,Paktya,,,,,,,,,,,,,,,,,AF,AFPIA,Paktiyā - پکتيا,Province,551987,,Paktya,
AF,AFPKA,,,434742,Paktīkā - پکتیکا,Province,,Paktika,,,,,,,,,,,,,,,AF,AFPKA,Paktīkā - پکتیکا,Province,434742,,Paktika,,,,,,,,,,,,,,,,,AF,AFPKA,Paktīkā - پکتیکا,Province,434742,,Paktika,
AF,AFSAM,,,387928,Samangān - سمنگان,Province,,Samangan,,,,,,,,,,,,,,,AF,AFSAM,Samangān - سمنگان,Province,387928,,Samangan,,,,,,,,,,,,,,,,,AF,AFSAM,Samangān - سمنگان,Province,387928,,Samangan,
AF,AFSAR,,,559577,سرپل - Sar-e Pul,Province,,Sari Pul,,,,,,,,,,,,,,,AF,AFSAR,سرپل - Sar-e Pul,Province,559577,,Sari Pul,,,,,,,,,,,,,,,,,AF,AFSAR,سرپل - Sar-e Pul,Province,559577,,Sari Pul,
AF,AFTAK,,,983336,Takhār - تخار,Province,,Takhar,,,,,,,,,,,,,,,AF,AFTAK,Takhār - تخار,Province,983336,,Takhar,,,,,,,,,,,,,,,,,AF,AFTAK,Takhār - تخار,Province,983336,,Takhar,
AF,AFURU,,,386818,Uruzgān - اروزگان‎,Province,,Uruzgan,,,,,,,,,,,,,,,AF,AFURU,Uruzgān - اروزگان‎,Province,386818,,Uruzgan,,,,,,,,,,,,,,,,,AF,AFURU,Uruzgān - اروزگان‎,Province,386818,,Uruzgan,
AF,AFWAR,,,596287,Wardak - میدان وردگ,Province,,Wardak,,,,,,,,,,,,,,,AF,AFWAR,Wardak - میدان وردگ,Province,596287,,Wardak,,,,,,,,,,,,,,,,,AF,AFWAR,Wardak - میدان وردگ,Province,596287,,Wardak,
AF,AFZAB,,,304126,Zābul - زابل,Province,,Zabul,,,,,,,,,,,,,,,AF,AFZAB,Zābul - زابل,Province,304126,,Zabul,,,,,,,,,,,,,,,,,AF,AFZAB,Zābul - زابل,Province,304126,,Zabul,
AL,AL01,,,122003,Berat,County,,Berat,https://en.wikipedia.org/wiki/Counties_of_Albania,,,,,,,,,,,,,,AL,AL01,Berat,County,122003,,Berat,https://en.wikipedia.org/wiki/Counties_of_Albania,,,,,,,,,,,,,,,,AL,AL01,Berat,County,122003,,Berat,https://en.wikipedia.org/wiki/Counties_of_Albania
AL,AL02,,,290697,Durrës,County,,Durrës,,,,,,,,,,,,,,,AL,AL02,Durrës,County,290697,,Durrës,,,,,,,,,,,,,,,,,AL,AL02,Durrës,County,290697,,Durrës,
