"ISO2","ISO_3","country_agg","age","date","count","cli","cli_weight","cliWHO","cliWHO_weight","cli_local","count_local","weight","count_7days","cli_7days","cli_weight_7days","cliWHO_7days","cliWHO_weight_7days","cli_local_7days","count_local_7days","weight_7days","p_cli","p_cli_weight","p_cliWHO","p_cliWHO_weight","p_cli_local","p_cli_7days","p_cliWHO_7days","p_cli_local_7days","p_cli_smooth","p_cli_weight_smooth","p_cliWHO_smooth","p_cliWHO_weight_smooth","p_cli_local_smooth","slope_cli_smooth_7days","slope_cliWHO_smooth_7days","slope_cli_weight_smooth_7days","slope_cliWHO_weight_smooth_7days","slope_cli_local_smooth_7days"
"IN","IND","India",4,2021-03-26,247,3,715290.763627672,1,193460.144163278,57,247,72463985.9380102,1683,14,4134366.91034465,8,2566674.64679066,354,1681,496623283.221147,0.0121457489878543,0.00987098286643481,0.00404858299595142,0.00266974196435695,0.00325027085590466,0.0083184789067142,0.0047534165181224,0.00296604134024851,0.00626196194357354,0.00666662737185197,0.00308663120619998,0.002949724712841,0.00366805821835308,0.00018657333735794,8.61955852355919e-05,0.000264824698263599,0.000105300965702893,0.000125414119946925
"IN","IND","India",5,2021-03-26,157,2,694965.493809278,0,0,68,156,55593731.4448234,1037,6,2578368.30982318,1,208168.178909187,237,1033,306282983.055252,0.0127388535031847,0.0125007887714648,0,0,0.00613940050559769,0.00578592092574735,0.000964320154291225,0.00323139222557027,0.00630815785734805,0.00725068791800173,0.00285131234052546,0.0025257855154147,0.00333778870662643,0.000149580733495595,0.000108646713281039,0.000280792479603219,0.00015669579142501,0.000123903391343199
"IN","IND","India",6,2021-03-26,100,1,668542.107050911,0,0,13,98,31105717.5932168,700,6,2212002.08803121,2,957189.514780472,108,694,180701833.6359,0.01,0.0214925794605908,0,0,0.00186835297499281,0.00857142857142857,0.00285714285714286,0.00219182530340545,0.00474592310943399,0.00549111005933086,0.0017375024452579,0.00195747759487108,0.00283655684434432,0.00011045443327695,1.48612609566868e-05,0.000126239023232015,-2.84817693846021e-06,8.38245599614047e-05
"IN","IND","India",7,2021-03-26,100,0,0,0,0,24,100,26051691.5257205,700,0,0,0,0,96,693,169651641.101473,0,0,0,0,0.00338028169014085,0,0,0.00195110054264984,0.00326334004091857,0.00301312337841436,2.8393232134985e-05,2.38407035982495e-05,0.00240695461548257,0.000222802575554473,3.80493476096262e-06,0.00024366201665125,3.20640623688357e-06,6.88135643998799e-05
"IN","IND","India",1,2021-03-27,368,2,220748.704158851,1,95981.7723958248,62,365,56685402.1377416,2788,13,2158606.74665426,5,606870.008305329,440,2783,429678687.803098,0.00543478260869565,0.00389427781816643,0.00271739130434783,0.00169323615562602,0.00239243681265676,0.00466284074605452,0.00179340028694405,0.0022267995323721,0.00864516720028035,0.00806863501456587,0.00281857263496169,0.00250631281672939,0.0029336431829305,0.000119308159047406,5.19015132657729e-05,0.000247143297476985,9.04925908065333e-05,8.45125037808649e-05
"IN","IND","India",2,2021-03-27,805,5,435704.825435105,1,14821.8102007428,144,804,112983146.957873,5829,33,3236630.77349454,10,868414.104531056,1035.2,5827,788834331.899921,0.0062111801242236,0.00385637006196652,0.00124223602484472,0.000131186027295463,0.00252259827622451,0.00566134843026248,0.00171556013038257,0.00250219352842644,0.00741383147260592,0.00696696250532257,0.00295247161455765,0.00221697168154763,0.0035098993485998,0.000151681947818495,7.48836256783905e-05,2.09794346602571e-05,6.42373502043088e-05,0.000111656332446574
"IN","IND","India",3,2021-03-27,487,2,87523.8206211099,1,34132.6353079956,161,487,55131113.4586343,3148,12,767671.365420779,4,476799.539396029,769,3142,372205506.759872,0.00410677618069815,0.00158755764450106,0.00205338809034908,0.000619117466829431,0.00465627440205917,0.00381194409148666,0.00127064803049555,0.00344716292663684,0.00607712864562051,0.00554503539769797,0.00275219413574357,0.00264389566514272,0.0040928398103251,0.000192783168509903,0.000121141936286044,0.000263759191157051,0.000152814157865939,0.000123744941147673
"IN","IND","India",4,2021-03-27,216,0,0,0,0,49,216,59949580.8746144,1682,11,3592409.71868774,6,2542344.97308284,376,1680,498784219.515428,0,0,0,0,0.00319509650495566,0.00653983353151011,0.00356718192627824,0.00315224681421865,0.00647168004780408,0.00697917259543654,0.00317105159215185,0.00305973617501058,0.00381656354957375,0.000192845800246767,8.5523525305062e-05,0.000278626356351159,0.000106701237956587,0.000132118779156185
"IN","IND","India",5,2021-03-27,181,1,162463.712697728,0,0,31,181,47930068.495728,1047,5,2221017.32640283,0,0,245,1044,307648695.716981,0.00552486187845304,0.00338959900948626,0,0,0.00241226363707105,0.00477554918815664,0,0.00330527224650585,0.00648521680482187,0.00756971885709606,0.00297666242896966,0.00271919477790879,0.00348348725362309,0.000157772574686741,0.000114038636988815,0.000292590575307423,0.000167706582512085,0.000130271062712183
"IN","IND","India",6,2021-03-27,100,1,668542.107050911,0,0,13,100,25595725.0745639,700,5,2615370.04294159,1,786175.378384228,110,695,185507390.547919,0.01,0.0261192876975883,0,0,0.00183098591549296,0.00714285714285714,0.00142857142857143,0.0022292025534502,0.00481325773534499,0.00555124634450273,0.00173153153393602,0.0019251719052992,0.00294019207744733,9.78571944774636e-05,8.46460740110539e-06,0.000107224150612446,-1.2213617940446e-05,8.93194842522454e-05
"IN","IND","India",7,2021-03-27,100,0,0,0,0,17,100,23858066.400404,700,0,0,0,0,103,695,169882113.162148,0,0,0,0,0.0023943661971831,0,0,0.00208734420913973,0.00351044550395819,0.00331343347753702,3.67024816164922e-05,3.09062485532449e-05,0.00248345649810301,0.000230966242041668,4.85904591066723e-06,0.000260473644227547,4.10599329142002e-06,7.11630868021193e-05
"IN","IND","India",1,2021-03-28,348,3,139639.242031944,1,22747.1969113563,69,348,54911981.6514773,2705,15,2257356.60336205,6,629617.205216685,447,2700,418983469.582926,0.00862068965517241,0.00254296490187196,0.0028735632183908,0.000414248333919749,0.00279261777561923,0.0055452865064695,0.0022181146025878,0.00233176838810642,0.00883258092354738,0.00838081070997261,0.00289039124304487,0.00261692647715229,0.00304505521521549,0.000137577068491549,5.72242817620842e-05,0.000265347175894408,9.61306664272972e-05,9.20175985564118e-05
"IN","IND","India",2,2021-03-28,797,3,222115.582322956,2,162940.405499507,177,797,108837614.911739,5807,31,3217989.6248371,10,872962.624255538,1073.2,5805,793118033.366527,0.00376411543287327,0.00204079795852821,0.00250941028858218,0.00149709643703275,0.00312792690900737,0.0053383847081109,0.00172205958326158,0.00260387475585641,0.0076203434342164,0.00706132639656178,0.00305036748851806,0.00230527869716418,0.00364915739060632,0.000166864107496609,8.12291457203739e-05,4.04321786146355e-05,7.09340219660957e-05,0.000119382402007297
"IN","IND","India",3,2021-03-28,420,3,214681.16316343,1,66450.1042899765,104,419,48529639.617363,3106,12,861904.455774743,5,543249.643686006,759,3103,362402746.876863,0.00714285714285714,0.00442371228915167,0.00238095238095238,0.00136926844736349,0.0034959158291035,0.00386349001931745,0.00160978750804894,0.00344509856431532,0.00632909431867495,0.00589211804784682,0.00290242900941514,0.00284446206385252,0.00424005440045606,0.000209629246282838,0.000129715210077626,0.000287445987556046,0.00016656878766039,0.000130374991364295
"IN","IND","India",4,2021-03-28,229,3,726165.255019244,2,578578.810982884,64,229,63741264.6819883,1663,13,4290729.01183395,8,3120923.78406572,387,1661,490299095.274564,0.0131004366812227,0.0113923885671575,0.00873362445414847,0.00907698982549959,0.00393628144412325,0.00781719783523752,0.00481058328322309,0.00328157990689471,0.0066886738313188,0.00730408144048582,0.00325553503420254,0.00317119171574754,0.00397140070124563,0.000199447927971499,8.50128983343702e-05,0.000292196547304653,0.000108056515414743,0.000138709732233702
"IN","IND","India",5,2021-03-28,140,1,256672.034360541,1,256672.034360541,21,140,37775669.6355693,1031,6,2477689.36076337,1,256672.034360541,248,1028,303939455.715132,0.00714285714285714,0.00679463889950107,0.00714285714285714,0.00679463889950107,0.00211267605633803,0.005819592628516,0.000969932104752667,0.00339781881953198,0.0066693954098303,0.00789667033109667,0.00310493785126048,0.00292095820638697,0.00363516317361252,0.000165606466631971,0.000118770124895756,0.000303406481057918,0.000178135310370963,0.000136501098361016
"IN","IND","India",6,2021-03-28,100,0,0,0,0,16,100,27573286.5942966,700,4,2521210.0271973,1,786175.378384228,107,695,190650449.540089,0,0,0,0,0.00225352112676056,0.00571428571428571,0.00142857142857143,0.00216840612017428,0.00486987895922352,0.00559452866913516,0.00172140427910101,0.00188809756290267,0.00304991016631514,8.55963176486471e-05,2.57776840427153e-06,8.84274157811581e-05,-2.05111717887251e-05,9.49899619863324e-05
"IN","IND","India",7,2021-03-28,100,0,0,0,0,15,100,22353983.3432608,700,0,0,0,0,110,697,172158731.04652,0,0,0,0,0.00211267605633803,0,0,0.00222280598945178,0.00376076063746453,0.00362707474782757,4.70990818588292e-05,3.97756551163982e-05,0.00256183086805068,0.000237817910524666,6.17652914573744e-06,0.000276562737234644,5.23574670205573e-06,7.33539137629676e-05
"IN","IND","India",1,2021-03-29,318,2,684026.264714665,0,0,59,317,61316508.1532637,2581,13,2595874.22521535,4,559860.730473209,437,2575,406848675.285665,0.00628930817610063,0.011155662403425,0,0,0.00262140667347936,0.00503680743897714,0.00154978690430066,0.00239026391357856,0.00904152871378325,0.0087115382054601,0.00296875217976326,0.00273355943899087,0.00316449722929493,0.00015706154239128,6.2932964100929e-05,0.000283915280671497,0.000101892542783263,9.97099152516866e-05
"IN","IND","India",2,2021-03-29,769,5,493339.660238625,2,112411.379802832,180,769,111238960.816245,5694,35,3550598.81972695,11,824643.538709596,1127.2,5692,791314223.30913,0.00650195058517555,0.00443495387424169,0.00260078023407022,0.0010105396434665,0.00329676367699042,0.00614682121531437,0.00193185809624166,0.00278918769115042,0.00784286079213971,0.00717927824498689,0.00315504313382106,0.00240063444405077,0.00379656986143965,0.000182511169884731,8.78023274508054e-05,6.1432724750021e-05,7.78117585761443e-05,0.000127269448246959
"IN","IND","India",3,2021-03-29,447,3,222503.869754809,1,38746.6619247716,118,445,57779841.4873018,3116,14,1064158.7693645,6,581996.305610777,800,3111,372659392.71926,0.00671140939597315,0.00385089096867302,0.00223713646532438,0.000670591350329109,0.00373476815951891,0.00449293966623877,0.00192554557124519,0.00362185973442713,0.00659728955334156,0.00626178745674775,0.00305966061709007,0.00305740090251304,0.0043940956139598,0.000226488019411385,0.00013797234342777,0.000311171772545207,0.000180148805212056,0.000137080895373981
"IN","IND","India",4,2021-03-29,263,2,213247.183516916,1,128569.643370488,79,263,63706531.1997349,1696,13,4048905.16896561,8,2827819.12197295,421,1694,482094809.629453,0.00760456273764259,0.00334733628563666,0.00380228136882129,0.00201815482571782,0.00423070743854764,0.00766509433962264,0.00471698113207547,0.00350034088830504,0.0069132109206212,0.00764052305048929,0.0033405765757139,0.00328432717288606,0.0041324315465115,0.000206367376060384,8.47455356209311e-05,0.000305374359248339,0.00010943640674783,0.00014518973193984
"IN","IND","India",5,2021-03-29,163,0,0,0,0,21,162,44559722.8783098,1039,6,2477689.36076337,1,256672.034360541,232,1036,305631957.425628,0,0,0,0,0.00182576943140323,0.00577478344562079,0.000962463907603465,0.00315405949208766,0.00686005196885926,0.0082299807997386,0.00323488646501478,0.00312945554418097,0.00379261213028598,0.000173105196779912,0.00012274705313349,0.000313151374134402,0.00018776236600206,0.000142603379292203
"IN","IND","India",6,2021-03-29,100,0,0,0,0,8,99,25642853.6048853,700,4,2521210.0271973,1,786175.378384228,98,695,192610620.049631,0,0,0,0,0.00113814198321241,0.00571428571428571,0.00142857142857143,0.00198601682034654,0.00491705672257738,0.00562377972060371,0.0017080468825884,0.0018481186410095,0.00316587384734211,7.39055966071307e-05,-2.67136358504504e-06,7.03957447775508e-05,-2.74875918035886e-05,0.000100828645214101
"IN","IND","India",7,2021-03-29,100,1,120812.318804451,0,0,17,99,24401273.4402817,700,1,120812.318804451,0,0,121,698,173700573.608418,0.01,0.00495106614415515,0,0,0.00241855171432636,0.00142857142857143,0,0.0024415835990153,0.00401296974010595,0.00395240810992535,6.00022558891993e-05,5.08198481714793e-05,0.00264198924354087,0.000243271522925207,7.78943096170881e-06,0.000291642468559845,6.62401021375958e-06,7.54084494594595e-05
"IN","IND","India",1,2021-03-30,379,4,422859.830026692,2,364093.197893455,99,377,59633929.5628062,2586,13,2412585.29476291,4,482822.167200636,481,2579,408855348.478288,0.0105540897097625,0.00709092681174629,0.00527704485488127,0.00610547050249294,0.00369858407740875,0.00502706883217324,0.00154679040989946,0.00262685067364248,0.00927215519717203,0.00906016734180555,0.00305404106831715,0.00285647685997308,0.0032920064900029,0.000177460798451229,6.90054929582232e-05,0.000302543052362899,0.000107773931408708,0.000107549082365122
"IN","IND","India",2,2021-03-30,840,3,173729.404569429,1,42612.2818870002,178,840,109723806.187106,5684,31,2910207.946117,11,561146.619682998,1126.2,5682,776836337.78048,0.00357142857142857,0.00158333374138679,0.00119047619047619,0.000388359494331941,0.00298457411133467,0.00545390570021112,0.00193525686136524,0.00279161771048679,0.00808096059668147,0.00732069473892187,0.00326625867919156,0.00250280488574674,0.00395213607733081,0.000198377815938553,9.44829647167523e-05,8.35625973594022e-05,8.47719734303099e-05,0.000135275453105133
"IN","IND","India",3,2021-03-30,492,3,142005.809697785,1,7702.41792626367,141,491,49378247.1833304,3172,15,962415.560720223,5,345949.705194984,855,3167,363925230.742457,0.00609756097560976,0.00287587789762056,0.00203252032520325,0.00015598807907592,0.00404463440520926,0.00472887767969735,0.00157629255989912,0.00380241664702455,0.00688093446845705,0.00665265267903047,0.00322311990653262,0.00328168133952719,0.00455494358063809,0.000243160974657927,0.000145773191667785,0.000334563145318631,0.00019331315624234,0.000143839714343088
"IN","IND","India",4,2021-03-30,258,0,0,0,0,94,258,57554165.5812978,1715,11,3306479.92900812,6,2085393.88201546,465,1713,467140692.712823,0,0,0,0,0.00513156458128617,0.00641399416909621,0.00349854227405248,0.0038232900027133,0.00714543859160394,0.00798693514138375,0.00342658984759323,0.00339926675229596,0.00429961528257388,0.000213550749169014,8.47852245610118e-05,0.000317903235744513,0.000110900791471351,0.000151564896960003
"IN","IND","India",5,2021-03-30,172,1,255039.451296666,1,255039.451296666,53,171,44625787.3985178,1078,7,2732728.81206003,2,511711.485657207,254,1074,305155382.482882,0.00581395348837209,0.00571506893579511,0.00581395348837209,0.00571506893579511,0.004365373527716,0.00649350649350649,0.00185528756957328,0.00333097280142681,0.00705651216378749,0.00856769081285515,0.00336545829358027,0.00334312935798643,0.00395573589369867,0.000180205070597418,0.000125860790941727,0.000321564367996629,0.000196335333085057,0.000148579225564914
"IN","IND","India",6,2021-03-30,108,0,0,0,0,41,108,28253820.3562507,708,4,2521210.0271973,1,786175.378384228,117,703,192696605.757638,0,0,0,0,0.00534689619196661,0.00564971751412429,0.00141242937853107,0.00234407869693266,0.004955287134298,0.00563883164863221,0.00169245478113345,0.00180722077669546,0.003288244486987,6.29140616715161e-05,-7.17186851553708e-06,5.3382474855464e-05,-3.29208769087254e-05,0.000106835341942679
"IN","IND","India",7,2021-03-30,100,1,120812.318804451,0,0,7,99,23703341.2361712,700,2,241624.637608902,0,0,119,698,172377677.299702,0.01,0.00509684763851317,0,0,0.000995874235310855,0.00285714285714286,0,0.00240122684531256,0.00426542266043136,0.0042873575890685,7.58861535917995e-05,6.44607678887364e-05,0.00272390190816847,0.000247262986921811,9.7458280228155e-06,0.000305422861373747,8.31436950669946e-06,7.7351787290425e-05
"IN","IND","India",1,2021-03-31,366,4,726397.847749418,1,66592.8050978835,59,366,51936445.9318775,2542,16,2338955.31722364,5,549414.97229852,486,2536,405070853.615566,0.0109289617486339,0.0139862833260135,0.00273224043715847,0.00128219796143213,0.00227045332101901,0.00629425649095201,0.0019669551534225,0.00269916026125206,0.00952401482210448,0.00942547958984673,0.00314639555606446,0.00298565288145313,0.00342751638470986,0.000198439209207108,7.54018136192082e-05,0.000320934069101062,0.00011377538424165,0.000115483911194206
"IN","IND","India",2,2021-03-31,843,11,1828279.37440236,6,1254693.89560075,182,842,116313513.29868,5634,36,4150972.93400766,15,1774218.98351971,1176.2,5632,780731634.901571,0.0130486358244365,0.0157185465605148,0.00711743772241993,0.0107871721867677,0.00304439463383627,0.00638977635782748,0.00266240681576145,0.00294144126120359,0.00833399296184394,0.00748515078149418,0.00338370820164836,0.00261151289424381,0.0041157451420214,0.000214216827257983,0.0001011524663212,0.000106376759196205,9.17074840377848e-05,0.00014334984930781
"IN","IND","India",3,2021-03-31,453,3,213410.490438492,1,26898.3961664538,100,451,57290136.1916689,3165,16,1131228.19969191,6,372848.101361438,848,3159,367247395.618957,0.00662251655629139,0.00372508261674417,0.0022075055187638,0.000469511820960994,0.00312295056369258,0.00505529225908373,0.0018957345971564,0.00378083633169705,0.00717897306163607,0.00706260730136576,0.00339177635711757,0.00351581265779353,0.00472252952820073,0.00025941557388944,0.000152981984137745,0.000357163383099314,0.000205814524629549,0.000150624027999097
"IN","IND","India",4,2021-03-31,259,0,0,0,0,74,257,61394079.0271888,1724,9,2680860.96091414,5,1926766.35726696,468,1721,456813027.298561,0,0,0,0,0.00405546117169946,0.00522041763341067,0.00290023201856148,0.00383006931770752,0.00738506907990247,0.00834165376504912,0.00351375653604721,0.0035160876684136,0.00447287543338572,0.000220899710877072,8.51434778202889e-05,0.000329484147934473,0.000112461137977223,0.000157844349927226
"IN","IND","India",5,2021-03-31,138,0,0,0,0,43,137,41242339.3555573,1076,7,2732728.81206003,2,511711.485657207,270,1072,309286607.876229,0,0,0,0,0.00442068469209417,0.00650557620817844,0.00185873605947955,0.00354740382594072,0.00725829759811666,0.00890778576999493,0.00349551476410524,0.00356003101421958,0.00412438440959841,0.000186840807732088,0.000128021128497391,0.000328416061644475,0.000203602220674387,0.000154430475693871
"IN","IND","India",6,2021-03-31,100,0,0,0,0,19,100,25328806.652097,708,2,1337084.21410182,0,0,120,703,187517501.624637,0,0,0,0,0.00267605633802817,0.00282485875706215,0,0.0024041832789053,0.00498585909402591,0.00564262166435567,0.00167567161825846,0.00176745796569363,0.0034171636537132,5.28123148192225e-05,-1.07859331631436e-05,3.77559007482284e-05,-3.66126942270103e-05,0.000112999632762599
"IN","IND","India",7,2021-03-31,100,1,120812.318804451,0,0,8,98,23836199.6239229,700,3,362436.956413353,0,0,112,696,169880904.214962,0.01,0.00506843879102268,0,0,0.00114975567691865,0.00428571428571429,0,0.00226647239760402,0.00451698860500258,0.00462994212789839,9.52793988496608e-05,8.11717215295417e-05,0.00280753326525788,0.000249813872671507,1.20966742914803e-05,0.000317661841470427,1.03534733335834e-05,7.92071847306912e-05
"IN","IND","India",1,2021-04-01,292,4,228951.891547405,2,72927.2997314053,45,290,46987632.4932762,2443,19,2422623.78022898,7,622342.272029925,450,2435,390486991.214734,0.0136986301369863,0.00487259900954082,0.00684931506849315,0.00155205307996399,0.00218552695483244,0.00777732296356938,0.00286532951289398,0.0026028863117101,0.00979664554970458,0.0098063313490155,0.00324600286525513,0.00312129096155811,0.00357088249622341,0.000219664804250257,8.20827019147392e-05,0.000338785430212256,0.000119900802912548,0.000123459885709579
"IN","IND","India",2,2021-04-01,668,4,273229.897804438,3,190770.263227848,175,668,86908219.4234469,5453,36,3974635.71381193,17,1874747.09727074,1201.2,5451,757189651.797555,0.00598802395209581,0.00314389018227572,0.00449101796407186,0.00219507734128516,0.00368980349160833,0.0066018705299835,0.00311754997249221,0.00310370755075306,0.00860081137051397,0.00767166040358195,0.00350685354551189,0.00272630822514912,0.00428725785766088,0.000229750061220502,0.000107672271398906,0.000129426654282026,9.8514596081752e-05,0.000151433891925989
"IN","IND","India",3,2021-04-01,387,1,44203.1189374323,1,44203.1189374323,149,386,52389345.3885538,3108,15,924328.272613058,6,218133.334552894,876,3101,373513800.618626,0.00258397932816537,0.000843742532180789,0.00258397932816537,0.000843742532180789,0.00543676567175071,0.00482625482625483,0.00193050193050193,0.00397872562689909,0.00749032416972507,0.00748966606108561,0.00356461590579249,0.00375818624974036,0.00489674337202569,0.000275027726860596,0.000159451549484964,0.000378582226205876,0.000217360951636206,0.000157398841045165
"IN","IND","India",4,2021-04-01,210,2,413395.814118572,1,143308.377906192,63,207,50753804.4679695,1682,10,2068099.0162824,5,1043916.97642284,480,1677,429563411.770804,0.00952380952380952,0.00814511972948677,0.00476190476190476,0.00282359873133517,0.00428658909981629,0.00594530321046373,0.00297265160523187,0.00403134369724609,0.00763180470867015,0.0087027965462623,0.00360247654942654,0.00363482406659996,0.00465217649423015,0.000228323968563277,8.58571689593252e-05,0.000339868698691218,0.000114145574451119,0.000164042613449408
"IN","IND","India",5,2021-04-01,157,0,0,0,0,43,156,42242354.8808535,1108,5,1369140.69216421,2,511711.485657207,280,1103,313969674.089359,0,0,0,0,0.00388226796677501,0.00451263537906137,0.00180505415162455,0.00357539616666454,0.00746465618075358,0.00924796962233151,0.00362388751306073,0.00377811632655481,0.0042984182784304,0.00019295618967012,0.000129141093935599,0.000333535693590913,0.000209315573487192,0.000160151990980312
"IN","IND","India",6,2021-04-01,100,0,0,0,0,18,100,29555817.2868447,708,2,1337084.21410182,0,0,128,705,193056027.162155,0,0,0,0,0.00253521126760563,0.00282485875706215,0,0.00255718709419638,0.00500983562601988,0.00563732187664684,0.00165876774334815,0.00173089623677979,0.00355268770967204,4.36553015069293e-05,-1.34597655375691e-05,2.37746096839602e-05,-3.8430312131865e-05,0.000119309645328098
"IN","IND","India",7,2021-04-01,100,1,120812.318804451,0,0,18,98,23620912.8032223,700,4,483249.275217804,0,0,106,694,167825468.372983,0.01,0.00511463379128897,0,0,0.00258695027306697,0.00571428571428571,0,0.00215123594593498,0.00476661098931494,0.00497792484506673,0.000118762312713107,0.000101475746196877,0.00289289745784614,0.000250984323937311,1.48945767119169e-05,0.0003281323050686,1.27900423757434e-05,8.10018964827941e-05
"IN","IND","India",1,2021-04-02,385,2,333822.985084604,1,166248.975858557,59,384,56382271.7029183,2456,21,2756446.76531358,8,788591.247888482,452,2447,387854171.633361,0.00519480519480519,0.00592070831845049,0.0025974025974026,0.0029486037159789,0.00216402582159624,0.00855048859934853,0.00325732899022801,0.00260163350351393,0.0100889137539906,0.01020090851624,0.00335296855526905,0.00326348976224281,0.00372192175222661,0.000240780536491655,8.90019422015648e-05,0.000355778684553387,0.00012615547313622,0.000131411050904254
"IN","IND","India",2,2021-04-02,866,2,201188.500457762,0,0,237,864,122574371.957621,5588,33,3627587.24523067,15,1778250.03621868,1273,5584,768579633.55271,0.0023094688221709,0.00164135860738754,0,0,0.00386345852895149,0.00590551181102362,0.00268432355046528,0.00321088421647363,0.00888031893579068,0.00787891797641633,0.00363512947554211,0.00284662843716485,0.00446642516320353,0.000244697515423345,0.000113914670170298,0.000152228820136747,0.000105068134750521,0.000159462630660787
"IN","IND","India",3,2021-04-02,469,4,665857.033475174,1,93362.9427822169,121,467,60429971.5365724,3155,19,1590185.30608823,7,311496.27733511,894,3146,380928294.863424,0.00852878464818763,0.0110186554212126,0.00213219616204691,0.00154497744096592,0.00364930482251108,0.00602218700475436,0.00221870047543582,0.00400239964900656,0.00781342972636802,0.00793054729759198,0.00374049440214824,0.00400688824124527,0.00507736822256226,0.000289751659022761,0.000165049654714151,0.000398301841813488,0.000227672780548708,0.000164121324788988
"IN","IND","India",4,2021-04-02,251,1,83210.5651477637,0,0,84,250,64032594.5610451,1686,8,1436018.8178025,4,850456.832259564,507,1680,421132020.393839,0.00398406374501992,0.00129950325639914,0,0,0.00473239436619718,0.00474495848161329,0.00237247924080664,0.00425050301810865,0.00788505880605656,0.00906780014901567,0.00369294857535822,0.00375540709017366,0.00483733969726193,0.000235652006740765,8.68840693000153e-05,0.000348730128101792,0.000115929926525771,0.000170154425568137
"IN","IND","India",5,2021-04-02,146,1,58920.5414237929,1,58920.5414237929,30,146,49381774.4477537,1097,4,733095.739778728,3,570632.027081,242,1093,307757717.092289,0.00684931506849315,0.00119316371440097,0.00684931506849315,0.00119316371440097,0.00289407678950415,0.00364630811303555,0.00273473108477666,0.00311843614293262,0.0076746756093988,0.0095858195436427,0.00374933976863632,0.00399513363284598,0.00447774213902492,0.000198469413744098,0.000129162844346105,0.000336739486155927,0.000213311009828066,0.00016575168375549
"IN","IND","India",6,2021-04-02,100,0,0,0,0,27,99,30356039.7275111,708,1,668542.107050911,0,0,142,706,192306349.296449,0,0,0,0,0.00384122919334187,0.00141242937853107,0,0.0028328611898017,0.0050282583139762,0.00562515126619699,0.00164281838548594,0.0016995556328077,0.00369497997042449,3.54899086048181e-05,-1.51352778994965e-05,1.16479687092181e-05,-3.82825766084338e-05,0.000125757449000584
"IN","IND","India",7,2021-04-02,100,1,120812.318804451,0,0,20,98,25253821.0436228,700,5,604061.594022255,0,0,102,692,167027597.890886,0.01,0.00478392234568238,0,0,0.00287438919229664,0.00714285714285714,0,0.00207604005536107,0.00501330245255755,0.00532894332339038,0.000146961338036064,0.000125941531717336,0.00298003236467562,0.000250867514799841,1.81921490688476e-05,0.000336634419643267,1.56734966075462e-05,8.27644571794913e-05
"IN","IND","India",1,2021-04-03,385,6,1191087.50020247,3,981955.377313916,85,385,64166538.7388875,2473,25,3726785.5613572,10,1674564.85280657,475,2467,395335308.234507,0.0155844155844156,0.0185624396081165,0.00779220779220779,0.0153032311951527,0.00310956648984818,0.0101091791346543,0.00404367165386171,0.00271185279492113,0.0103994725629342,0.0106072160078223,0.00346716297803038,0.0034121724449061,0.00388039094438888,0.00026142626253956,9.60967768895037e-05,0.000371575732939954,0.000132514737548227,0.000139276151414431
"IN","IND","India",2,2021-04-03,791,4,207354.363232697,2,130147.370849575,264,790,106737723.170707,5574,32,3399236.78302827,16,1893575.59686751,1393,5570,762334209.765544,0.00505689001264223,0.00194265304779897,0.00252844500632111,0.00121931934637044,0.00470672134070244,0.00574094007893793,0.00287047003946896,0.00352239107896933,0.00917075414224423,0.00810503702069875,0.00376781619262788,0.00297191743476808,0.00465289255840581,0.000258785685186355,0.000119754059360425,0.000174334892854639,0.000111264554944366,0.000167358495973439
"IN","IND","India",3,2021-04-03,432,2,113984.282494502,2,113984.282494502,148,431,51518345.1206612,3100,19,1616645.76796162,8,391347.924521617,881,3090,377315526.525451,0.00462962962962963,0.00221249891135943,0.00462962962962963,0.00221249891135943,0.00483644325348845,0.00612903225806452,0.00258064516129032,0.00401567983955513,0.00814655534672703,0.00838227290809582,0.00391814028317972,0.00425977365861454,0.00526422608974713,0.000303359040409899,0.000169653478238213,0.000415892773017523,0.000236479084712989,0.000170745002730918
"IN","IND","India",4,2021-04-03,266,0,0,0,0,68,266,59347701.7368237,1736,8,1436018.8178025,4,850456.832259564,526,1730,420530141.256048,0,0,0,0,0.00360055067245579,0.00460829493087558,0.00230414746543779,0.00428234144752911,0.00814373058964844,0.00943402619717606,0.0037850311783804,0.00387756857626104,0.0050283583423285,0.000242686862961637,8.81828262019824e-05,0.000355723209714359,0.000117744561800703,0.00017618751558592
"IN","IND","India",5,2021-04-03,172,2,198532.611839655,2,198532.611839655,50,170,45468428.4158959,1088,5,769164.638920655,5,769164.638920655,261,1082,305296077.012457,0.0116279069767442,0.00436638385702918,0.0116279069767442,0.00436638385702918,0.00414250207125104,0.00459558823529412,0.00459558823529412,0.00339746426804822,0.00788757787710996,0.00991878274243634,0.00387079790438464,0.00420874955309193,0.00466210644902796,0.000203283524995862,0.000128032713789145,0.000337796197546557,0.000215347042357618,0.000171206151016284
"IN","IND","India",6,2021-04-03,100,0,0,0,0,24,100,21528054.7000849,708,0,0,0,0,153,706,188238678.92197,0,0,0,0,0.00338028169014085,0,0,0.00305230818337789,0.00504212816263783,0.00560830696812302,0.0016288815608294,0.0016753519327005,0.00384403026704901,2.83464030272315e-05,-1.5775435243037e-05,1.52029343445597e-06,-3.61316945330637e-05,0.000132321991823265
