"date","p_cases_infected","p_cases_infected_error","p_fatalities","p_recovered","p_cases_recent","p_cases_daily","p_cases_active","p_cases_infected_smooth","p_cases_infected_smooth_low","p_cases_infected_smooth_high"
"2020/04/16",0,NA,0,0,0,0,0,0.0159757411888347,NA,NA
"2020/04/17",0,NA,0,0,0,0,0,0.0159798908085699,NA,NA
"2020/04/18",0,NA,0,0,0,0,0,0.0159840415061484,NA,NA
"2020/04/19",0,NA,0,0,0,0,0,0.01598819328185,NA,NA
"2020/04/20",0,NA,0,0,0,0,0,0.0159923461359549,NA,NA
"2020/04/21",0,NA,0,0,0,0,0,0.015996500068743,NA,NA
"2020/04/22",0,NA,0,0,0,0,0,0.0160006550804946,NA,NA
"2020/04/23",0,NA,0,0,0,0,0,0.01600481117149,NA,NA
"2020/04/24",0,NA,0,0,0,0,0,0.0160089683420094,NA,NA
"2020/04/25",0,NA,0,0,0,0,0,0.0160131265923333,NA,NA
"2020/04/26",0,NA,0,0,0,0,0,0.0160172859227422,NA,NA
"2020/04/27",0,NA,0,0,0,0,0,0.0160214463335166,NA,NA
"2020/04/28",0,NA,0,0,0,0,0,0.016025607824937,NA,NA
"2020/04/29",0,NA,0,0,0,0,0,0.0160297703972843,NA,NA
"2020/04/30",0,NA,0,0,0,0,0,0.0160339340508392,NA,NA
"2020/05/01",0,NA,0,0,0,0,0,0.0160380987858825,NA,NA
"2020/05/02",0,NA,0,0,0,0,0,0.0160422646026951,NA,NA
"2020/05/03",0,NA,0,0,0,0,0,0.016046431501558,NA,NA
"2020/05/04",0,NA,0,0,0,0,0,0.0160505994827522,NA,NA
"2020/05/05",0,NA,0,0,0,0,0,0.016054768546559,NA,NA
"2020/05/06",0,NA,0,0,0,0,0,0.0160589386932595,NA,NA
"2020/05/07",0,NA,0,0,0,0,0,0.0160631099231349,NA,NA
"2020/05/08",0,0,0,0,0,0,0,0.0160672822364667,0.0160672822364667,0.0160672822364667
"2020/05/09",0,0,0,0,0,0,0,0.0160714556335362,0.0160714556335362,0.0160714556335362
"2020/05/10",0,0,0,0,0,0,0,0.0160756301146249,0.0160756301146249,0.0160756301146249
"2020/05/11",0,0,0,0,0,0,0,0.0160798056800144,0.0160798056800144,0.0160798056800144
"2020/05/12",0,0,0,0,0,0,0,0.0160839823299865,0.0160839823299865,0.0160839823299865
"2020/05/13",0,0,0,0,0,0,0,0.0160881600648226,0.0160881600648226,0.0160881600648226
"2020/05/14",0,0,0,0,0,0,0,0.0160923388848047,0.0160923388848047,0.0160923388848047
"2020/05/15",0,0,0,0,0,0,0,0.0160965187902147,0.0160965187902147,0.0160965187902147
"2020/05/16",0,0,0,0,0,0,0,0.0161006997813344,0.0161006997813344,0.0161006997813344
"2020/05/17",0,0,0,0,0,0,0,0.0161048818584458,0.0161048818584458,0.0161048818584458
"2020/05/18",0,0,0,0,0,0,0,0.0161090650218311,0.0161090650218311,0.0161090650218311
"2020/05/19",0,0,0,0,0,0,0,0.0161132492717724,0.0161132492717724,0.0161132492717724
"2020/05/20",0,0,0,0,0,0,0,0.0161174346085519,0.0161174346085519,0.0161174346085519
"2020/05/21",0,0,0,0,0,0,0,0.016121621032452,0.016121621032452,0.016121621032452
"2020/05/22",0,0,0,0,0,0,0,0.0161258085437549,0.0161258085437549,0.0161258085437549
"2020/05/23",0,0,0,0,0,0,0,0.0161299971427431,0.0161299971427431,0.0161299971427431
"2020/05/24",0,0,0,0,0,0,0,0.0161341868296993,0.0161341868296993,0.0161341868296993
"2020/05/25",0,0,0,0,0,0,0,0.0161383776049058,0.0161383776049058,0.0161383776049058
"2020/05/26",0,0,0,0,0,0,0,0.0161425694686456,0.0161425694686456,0.0161425694686456
"2020/05/27",0,0,0,0,0,0,0,0.0161467624212012,0.0161467624212012,0.0161467624212012
"2020/05/28",0,0,0,0,0,0,0,0.0161509564628554,0.0161509564628554,0.0161509564628554
"2020/05/29",0,0,0,0,0,0,0,0.0161551515938913,0.0161551515938913,0.0161551515938913
"2020/05/30",0,0,0,0,0,0,0,0.0161593478145916,0.0161593478145916,0.0161593478145916
"2020/05/31",0,0,0,0,0,0,0,0.0161635451252396,0.0161635451252396,0.0161635451252396
"2020/06/01",0,0,0,0,0,0,0,0.0161677435261182,0.0161677435261182,0.0161677435261182
"2020/06/02",0,0,0,0,0,0,0,0.0161719430175106,0.0161719430175106,0.0161719430175106
"2020/06/03",0,0,0,0,0,0,0,0.0161761435997002,0.0161761435997002,0.0161761435997002
"2020/06/04",0,0,0,0,0,0,0,0.0161803452729702,0.0161803452729702,0.0161803452729702
"2020/06/05",0,0,0,0,0,0,0,0.0161845480376041,0.0161845480376041,0.0161845480376041
"2020/06/06",0,0,0,0,0,0,0,0.0161887518938853,0.0161887518938853,0.0161887518938853
"2020/06/07",0,0,0,0,0,0,0,0.0161929568420973,0.0161929568420973,0.0161929568420973
"2020/06/08",0.0223772604563863,0.0658100670765857,0,0.0223772604563863,0,0,0,0.0161971628825239,-0.0496129041940618,0.0820072299591096
"2020/06/09",0.0153843665637656,0.0401866540642358,0,0.0153843665637656,0,0,0,0.0162013700217927,-0.023985284042443,0.0563880240860285
"2020/06/10",0.0190583987029029,0.0324409855962384,0,0.0190583987029029,0,0,0,0.0162055782666065,-0.0162354073296318,0.0486465638628449
"2020/06/11",0.0190583987029029,0.0324409855962384,0,0.0190583987029029,0,0,0,0.0162097876173613,-0.016231197978877,0.0486507732135997
"2020/06/12",0.0174789826017394,0.0285805717005102,0,0.0174789826017394,0,0,0,0.0162139980744535,-0.0123665736260567,0.0447945697749637
