"date","p_cases_infected","p_cases_infected_error","p_fatalities","p_recovered","p_cases_recent","p_cases_daily","p_cases_active","p_cases_infected_smooth","p_cases_infected_smooth_low","p_cases_infected_smooth_high"
"2020/04/16",0,NA,0,0,0,0,0,0.00400790698026274,NA,NA
"2020/04/17",0,NA,0,0,0,0,0,0.0042371803621648,NA,NA
"2020/04/18",0,NA,0,0,0,0,0,0.00447956938869327,NA,NA
"2020/04/19",0,NA,0,0,0,0,0,0.00473582434377791,NA,NA
"2020/04/20",0,NA,0,0,0,0,0,0.00500673843153972,NA,NA
"2020/04/21",0,NA,0,0,0,0,0,0.00529315023155183,NA,NA
"2020/04/22",0,NA,0,0,0,0,0,0.00559594629455427,NA,NA
"2020/04/23",0,NA,0,0,0,0,0,0.00591606388665734,NA,NA
"2020/04/24",0,NA,0,0,0,0,0,0.00625449389052776,NA,NA
"2020/04/25",0,NA,0,0,0,0,0,0.00661228387253804,NA,NA
"2020/04/26",0,NA,0,0,0,0,0,0.0069905413253729,NA,NA
"2020/04/27",0,NA,0,0,0,0,0,0.00739043709612986,NA,NA
"2020/04/28",0,NA,0,0,0,0,0,0.00781320901052522,NA,NA
"2020/04/29",0,NA,0,0,0,0,0,0.00826016570442367,NA,NA
"2020/04/30",0,NA,0,0,0,0,0,0.00873269067455172,NA,NA
"2020/05/01",0,NA,0,0,0,0,0,0.00923224656093305,NA,NA
"2020/05/02",0,NA,0,0,0,0,0,0.00976037967430187,NA,NA
"2020/05/03",0,NA,0,0,0,0,0,0.0103187247825081,NA,NA
"2020/05/04",0,NA,0,0,0,0,0,0.0109090101707302,NA,NA
"2020/05/05",0,NA,0,0,0,0,0,0.0115330629911585,NA,NA
"2020/05/06",0,NA,0,0,0,0,0,0.0121928149187092,NA,NA
"2020/05/07",0,NA,0,0,0,0,0,0.0128903081302745,NA,NA
"2020/05/08",0,NA,0,0,0,0,0,0.0136277016260173,NA,NA
"2020/05/09",0,NA,0,0,0,0,0,0.0144072779122774,NA,NA
"2020/05/10",0,NA,0,0,0,0,0,0.0152314500667754,NA,NA
"2020/05/11",0,NA,0,0,0,0,0,0.0161027692079828,NA,NA
"2020/05/12",0,NA,0,0,0,0,0,0.0170239323917802,NA,NA
"2020/05/13",0,NA,0,0,0,0,0,0.017997790959845,NA,NA
"2020/05/14",0,NA,0,0,0,0,0,0.0190273593656116,NA,NA
"2020/05/15",0.00126986476011371,0.0518045647770304,0,0.000761918856068228,0.000507945904045485,7.25637005779265e-05,0.000253972952022743,0.0201158245051229,-0.0316887402719075,0.0719203892821532
"2020/05/16",0.00820634632385717,0.0183908014117089,0,0.01363113733128,0.000858839986164016,0.000122691426594859,0.000566583089825597,0.0212492220933641,0.00285842068165521,0.0396400235050729
"2020/05/17",0.0217715746097873,0.01245213108766,0,0.0252451837283411,0.000832087522045899,0.000118869646006557,0.000528852116405004,0.0224103048644953,0.00995817377683533,0.0348624359521553
"2020/05/18",0.0215194514556692,0.0112148990241235,0,0.0243464350600553,0.000811076777936767,0.000115868111133824,0.000701971452485469,0.0235973742813109,0.0123824752571875,0.0348122733054344
"2020/05/19",0.0216505255940364,0.0109666316939174,0,0.0244329056700277,0.000886602032802761,0.000126657433257537,0.000779116882955245,0.0248086105243774,0.01384197883046,0.0357752422182949
"2020/05/20",0.0268481941616187,0.0103594576260482,0,0.0237562269806086,0.00257550854570227,0.000367929792243181,0.00209641228654495,0.0260420819410095,0.0156826243149613,0.0364015395670576
"2020/05/21",0.0334608584563532,0.0097300660852926,0,0.166608017782408,0.00344053229139882,0.000491504613056975,0.00287894389261168,0.0272957553649712,0.0175656892796786,0.0370258214502638
"2020/05/22",0.042010085813144,0.0138452351376595,0,0.174713392214259,0.00358668430120384,0.000512383471600549,0.00303261604250064,0.0285675072096762,0.0147222720720166,0.0424127423473357
"2020/05/23",0.0420648744037799,0.0133405683060015,0,0.175560887492418,0.00365293330069968,0.000521847614385669,0.00311934139175709,0.0298551352304164,0.016514566924415,0.0431957035364179
"2020/05/24",0.0420533611050701,0.0133058198980789,0,0.175547643087525,0.00364788424099739,0.000521126320142485,0.00311486936744934,0.0311563708454106,0.0178505509473317,0.0444621907434895
"2020/05/25",0.042155269694579,0.0134212041650204,0,0.175610437123297,0.00363832010914133,0.000519760015591618,0.00309022120228617,0.0324688919012472,0.0190476877362268,0.0458900960662676
"2020/05/26",0.0390051079521533,0.0130285178579326,0,0.173226936637036,0.00341800512725565,0.000488286446750808,0.00285615537639991,0.0337903357656529,0.0207618179077203,0.0468188536235855
"2020/05/27",0.0389395797735572,0.0128930035553958,0,0.173158754401328,0.00340119609888149,0.00048588515698307,0.00284200040513745,0.0351183126294176,0.0222253090740218,0.0480113161848134
"2020/05/28",0.0388571586438325,0.0127293361406205,0,0.173073275919032,0.00338183286593224,0.000483118980847463,0.00282569452475914,0.0364504188997254,0.023721082759105,0.0491797550403459
"2020/05/29",0.038776586312468,0.0126347260900647,0,0.172988957038855,0.00335810472345132,0.000479729246207331,0.00280571293109099,0.0377842505690262,0.0251495244789616,0.0504189766590909
"2020/05/30",0.038776586312468,0.0126347260900647,0,0.172988957038855,0.00335810472345132,0.000479729246207331,0.00280571293109099,0.039117416446848,0.0264826903567833,0.0517521425369127
"2020/05/31",0.038776586312468,0.0126347260900647,0,0.172988957038855,0.00335810472345132,0.000479729246207331,0.00280571293109099,0.0404475511465053,0.0278128250564406,0.05308227723657
"2020/06/01",0.0387594493642268,0.0125717279674336,0,0.17297059675106,0.00335035690628099,0.000478622415182998,0.00279918845347387,0.0417723277243894,0.0292005997569558,0.054344055691823
"2020/06/02",0.0391524842732188,0.0123291349751345,0,0.173089056065981,0.00339817906096159,0.000485454151565941,0.00281753630348316,0.0430894698763003,0.0307603349011658,0.0554186048514348
"2020/06/03",0.0391356646831086,0.0122682114737587,0,0.173071043344545,0.00339062256256374,0.00048437465179482,0.00281117293641129,0.0443967636029683,0.0321285521292096,0.056664975076727
"2020/06/04",0.0391015014914764,0.0122178712514476,0,0.173036298454073,0.00338693846991019,0.000483848352844313,0.00280807054259777,0.0456920682653617,0.0334741970139141,0.0579099395168094
"2020/06/05",0.033778238037121,0.012578888502774,0,0.166429494318668,0.00722731304988808,0.00103247329284115,0.00719932736720361,0.0469733269594454,0.0343944384566714,0.0595522154622194
"2020/06/06",0.033805385520584,0.0124607296481564,0,0.166451850515564,0.00722993685496947,0.0010328481221385,0.00720329793370306,0.0482385761495769,0.0357778465014205,0.0606993057977333
"2020/06/07",0.0338319095166374,0.0124390885895923,0,0.166478287432133,0.00725937801372492,0.0010370540019607,0.00720281899654302,0.049485954509577,0.0370468659199847,0.0619250430991693
"2020/06/08",0.0367294484979521,0.0122850712049042,0,0.169309581962887,0.00810958559120928,0.00115851222731561,0.00817682587542825,0.0507137109305084,0.0384286397256041,0.0629987821354126
"2020/06/09",0.0358348401931858,0.0120692781349369,0.000578790901568324,0.1684057313715,0.00799854927103458,0.00114264989586208,0.0081833361149646,0.051920211664237,0.0398509335293001,0.0639894897991739
"2020/06/10",0.0506831755117174,0.0140033898135228,0.0009904752827494,0.225121927944995,0.00603676234844451,0.000862394621206359,0.00695398714711553,0.0531039465817716,0.0391005567682487,0.0671073363952944
"2020/06/11",0.0577586167672257,0.0166476374169449,0.00139156710932365,0.301738196703638,0.0066757849634283,0.000953683566204043,0.00721522925964506,0.0542635345350697,0.0376158971181247,0.0709111719520146
"2020/06/12",0.0512648933682824,0.0164296990786365,0.00119133712145731,0.274741047181291,0.00811134123719916,0.00115876303388559,0.00846295627961489,0.0553977278203545,0.038968028741718,0.0718274268989911
"2020/06/13",0.0543190509037939,0.0184044679861174,0.00141726985786673,0.274192344861686,0.0100574102124072,0.00143677288748675,0.0244018987085831,0.0565054157498936,0.0381009477637762,0.0749098837360109
"2020/06/14",0.0549831579575995,0.0182692277892169,0.00180866664558119,0.264451496884344,0.00986737172468645,0.00140962453209806,0.0242845456466747,0.0575856273475699,0.039316399558353,0.0758548551367868
"2020/06/15",0.0556250201191218,0.0189801312548305,0.00228768834462286,0.266419344964427,0.0101109282411614,0.00144441832016592,0.0244867801169961,0.0586375331913624,0.0396574019365319,0.0776176644461929
