"date","region","population","sample_size","reach","p_cases","p_cases_error"
"2020/04/14","HUBU",1750000,0,0,NA,NA
"2020/04/15","HUBU",1750000,0,0,NA,NA
"2020/04/16","HUBU",1750000,0,0,NA,NA
"2020/04/17","HUBU",1750000,0,0,NA,NA
"2020/04/18","HUBU",1750000,0,0,NA,NA
"2020/04/19","HUBU",1750000,0,0,NA,NA
"2020/04/20","HUBU",1750000,0,0,NA,NA
"2020/04/21","HUBU",1750000,0,0,NA,NA
"2020/04/22","HUBU",1750000,0,0,NA,NA
"2020/04/23","HUBU",1750000,0,0,NA,NA
"2020/04/24","HUBU",1750000,0,0,NA,NA
"2020/04/25","HUBU",1750000,0,0,NA,NA
"2020/04/26","HUBU",1750000,0,0,NA,NA
"2020/04/27","HUBU",1750000,0,0,NA,NA
"2020/04/14","HUBC",59732,0,0,NA,NA
"2020/04/15","HUBC",59732,0,0,NA,NA
"2020/04/16","HUBC",59732,0,0,NA,NA
"2020/04/17","HUBC",59732,0,0,NA,NA
"2020/04/18","HUBC",59732,0,0,NA,NA
"2020/04/19","HUBC",59732,0,0,NA,NA
"2020/04/20","HUBC",59732,0,0,NA,NA
"2020/04/21","HUBC",59732,0,0,NA,NA
"2020/04/22","HUBC",59732,0,0,NA,NA
"2020/04/23","HUBC",59732,0,0,NA,NA
"2020/04/24","HUBC",59732,0,0,NA,NA
"2020/04/25","HUBC",59732,0,0,NA,NA
"2020/04/26","HUBC",59732,0,0,NA,NA
"2020/04/27","HUBC",59732,0,0,NA,NA
"2020/04/14","HUDE",201432,0,0,NA,NA
"2020/04/15","HUDE",201432,0,0,NA,NA
"2020/04/16","HUDE",201432,0,0,NA,NA
"2020/04/17","HUDE",201432,0,0,NA,NA
"2020/04/18","HUDE",201432,0,0,NA,NA
"2020/04/19","HUDE",201432,0,0,NA,NA
"2020/04/20","HUDE",201432,0,0,NA,NA
"2020/04/21","HUDE",201432,0,0,NA,NA
"2020/04/22","HUDE",201432,0,0,NA,NA
"2020/04/23","HUDE",201432,0,0,NA,NA
"2020/04/24","HUDE",201432,0,0,NA,NA
"2020/04/25","HUDE",201432,0,0,NA,NA
"2020/04/26","HUDE",201432,0,0,NA,NA
"2020/04/27","HUDE",201432,0,0,NA,NA
"2020/04/14","HUDU",44640,0,0,NA,NA
"2020/04/15","HUDU",44640,0,0,NA,NA
"2020/04/16","HUDU",44640,0,0,NA,NA
"2020/04/17","HUDU",44640,0,0,NA,NA
"2020/04/18","HUDU",44640,0,0,NA,NA
"2020/04/19","HUDU",44640,0,0,NA,NA
"2020/04/20","HUDU",44640,0,0,NA,NA
"2020/04/21","HUDU",44640,0,0,NA,NA
"2020/04/22","HUDU",44640,0,0,NA,NA
"2020/04/23","HUDU",44640,0,0,NA,NA
"2020/04/24","HUDU",44640,0,0,NA,NA
"2020/04/25","HUDU",44640,0,0,NA,NA
"2020/04/26","HUDU",44640,0,0,NA,NA
"2020/04/27","HUDU",44640,0,0,NA,NA
"2020/04/14","HUEG",53876,0,0,NA,NA
"2020/04/15","HUEG",53876,0,0,NA,NA
"2020/04/16","HUEG",53876,0,0,NA,NA
"2020/04/17","HUEG",53876,0,0,NA,NA
"2020/04/18","HUEG",53876,0,0,NA,NA
"2020/04/19","HUEG",53876,0,0,NA,NA
"2020/04/20","HUEG",53876,0,0,NA,NA
"2020/04/21","HUEG",53876,0,0,NA,NA
