ISO2,ISO_3,country_agg,age,date,first_date,count,cli,cli_weight,cliWHO,cliWHO_weight,cli_local,count_local,weight,Finished,B1_1..77,B1_1.1,B1_1.2,B1_2..77,B1_2.1,B1_2.2,B1_3..77,B1_3.1,B1_3.2,B1_4..77,B1_4.1,B1_4.2,B1_5..77,B1_5.1,B1_5.2,B1_6..77,B1_6.1,B1_6.2,B1_7..77,B1_7.1,B1_7.2,B1_8..77,B1_8.1,B1_8.2,B1_9..77,B1_9.1,B1_9.2,B1_10..77,B1_10.1,B1_10.2,B1_11..77,B1_11.1,B1_11.2,B1_12..77,B1_12.1,B1_12.2,B1_13..77,B1_13.1,B1_13.2,B1_14..77,B1_14.1,B1_14.2,B1b_x1..99,B1b_x1..77,B1b_x1.1,B1b_x1.2,B1b_x2..99,B1b_x2..77,B1b_x2.1,B1b_x2.2,B1b_x3..99,B1b_x3..77,B1b_x3.1,B1b_x3.2,B1b_x4..99,B1b_x4..77,B1b_x4.1,B1b_x4.2,B1b_x5..99,B1b_x5..77,B1b_x5.1,B1b_x5.2,B1b_x6..99,B1b_x6..77,B1b_x6.1,B1b_x6.2,B1b_x7..99,B1b_x7..77,B1b_x7.1,B1b_x7.2,B1b_x8..99,B1b_x8..77,B1b_x8.1,B1b_x8.2,B1b_x9..99,B1b_x9..77,B1b_x9.1,B1b_x9.2,B1b_x10..99,B1b_x10..77,B1b_x10.1,B1b_x10.2,B1b_x11..99,B1b_x11..77,B1b_x11.1,B1b_x11.2,B1b_x12..99,B1b_x12..77,B1b_x12.1,B1b_x12.2,B1b_x13..99,B1b_x13..77,B1b_x13.1,B1b_x13.2,B1b_x14..99,B1b_x14..77,B1b_x14.1,B1b_x14.2,B3..99,B3..77,B3.1,B3.2,B5..99,B5..77,B5.1,B5.2,B6..99,B6..77,B6.1,B6.2,B7..99,B7..77,B7.1,B7.2,B8..99,B8.1,B8.2,B8.3,B9..99,B9..77,B9.1,B9.2,B9.3,B10..99,B10..77,B10.1,B10.2,B10.3,B11..99,B11..77,B11.1,B11.2,V1..99,V1..77,V1.1,V1.2,V1.3,V2..99,V3..99,V3..77,V3.1,V3.2,V3.3,V3.4,V4_1..99,V4_1..77,V4_1.1,V4_1.2,V4_1.3,V4_2..99,V4_2..77,V4_2.1,V4_2.2,V4_2.3,V4_3..99,V4_3..77,V4_3.1,V4_3.2,V4_3.3,V4_4..99,V4_4..77,V4_4.1,V4_4.2,V4_4.3,V4_5..99,V4_5..77,V4_5.1,V4_5.2,V4_5.3,V9..99,B12_1..99,B12_1..77,B12_1.1,B12_1.2,B12_2..99,B12_2..77,B12_2.1,B12_2.2,B12_3..99,B12_3..77,B12_3.1,B12_3.2,B12_4..99,B12_4..77,B12_4.1,B12_4.2,B12_5..99,B12_5..77,B12_5.1,B12_5.2,B12_6..99,B12_6..77,B12_6.1,B12_6.2,B13_1..99,B13_1..77,B13_1.1,B13_1.2,B13_2..99,B13_2..77,B13_2.1,B13_2.2,B13_3..99,B13_3..77,B13_3.1,B13_3.2,B13_4..99,B13_4..77,B13_4.1,B13_4.2,B13_5..99,B13_5..77,B13_5.1,B13_5.2,B13_6..99,B13_6..77,B13_6.1,B13_6.2,B13_7..99,B13_7..77,B13_7.1,B13_7.2,B14_1..99,B14_1..77,B14_1.1,B14_1.2,B14_2..99,B14_2..77,B14_2.1,B14_2.2,B14_3..99,B14_3..77,B14_3.1,B14_3.2,B14_4..99,B14_4..77,B14_4.1,B14_4.2,B14_5..99,B14_5..77,B14_5.1,B14_5.2,C0_1..99,C0_1..77,C0_1.1,C0_1.2,C0_2..99,C0_2..77,C0_2.1,C0_2.2,C0_3..99,C0_3..77,C0_3.1,C0_3.2,C0_4..99,C0_4..77,C0_4.1,C0_4.2,C0_5..99,C0_5..77,C0_5.1,C0_5.2,C0_6..99,C0_6..77,C0_6.1,C0_6.2,C1_m..99,C1_m..77,C1_m.1,C1_m.2,C2..99,C2..77,C2.1,C2.2,C2.3,C2.4,C7..99,C7..77,C7.1,C7.2,C7.3,C7.4,C8..99,C8..77,C8.1,C8.2,C3..99,C3..77,C3.1,C3.2,C5..99,C5..77,C5.1,C5.2,C5.3,C5.4,C5.5,C5.6,C6..99,C6..77,C6.1,C6.2,C6.3,C6.4,C14..99,C14..77,C14.1,C14.2,C14.3,C14.4,C9..99,C12..99,C13_1..99,C13_1..77,C13_1.1,C13_1.2,C13_2..99,C13_2..77,C13_2.1,C13_2.2,C13_3..99,C13_3..77,C13_3.1,C13_3.2,C13_4..99,C13_4..77,C13_4.1,C13_4.2,C13_5..99,C13_5..77,C13_5.1,C13_5.2,C13_6..99,C13_6..77,C13_6.1,C13_6.2,D1..99,D1..77,D1.1,D1.2,D1.3,D1.4,D1.5,D2..99,D2..77,D2.1,D2.2,D2.3,D2.4,D2.5,D3..99,D3..77,D3.1,D3.2,D3.3,D3.4,D4..99,D4..77,D4.1,D4.2,D4.3,D4.4,D5..99,D5..77,D5.1,D5.2,D5.3,D5.4,D6_1..99,D6_1..77,D6_1.1,D6_1.2,D6_2..99,D6_2..77,D6_2.1,D6_2.2,D6_3..99,D6_3..77,D6_3.1,D6_3.2,D7..99,D7..77,D7.1,D7.2,D8..99,D8..77,D8.1,D8.2,D9..99,D9..77,D9.1,D9.2,D9.3,D9.4,D9.5,D9.6,D9.7,D10..99,D10..77,D10.1,D10.2,D10.3,D10.4,D10.5,D10.6,D10.7,D10.8,D10.9,D10.10,D10.11,D10.12,D10.13,D10.14,D10.15,E3..99,E3..77,E3.1,E3.2,E3.3,E3.4,E4..99,E4..77,E4.1,E4.2,E4.3,E4.4,E4.5,E4.6,E4.7,E2..99,E2..77,E2.1,E2.2,E2.3,E7..99,E7..77,E7.1,E7.2,E7.3,E7.4,E7.5,B2.mean,B2.sd,B4.mean,B4.sd,E6.mean,E6.sd,E5.mean,E5.sd
AR,ARG,Argentina,3,2020-12-22,2020-12-22,398,0,0,0,0,158,398,3591973.1704113153,383,4,1,393,2,27,369,2,5,391,2,54,342,2,59,337,2,30,366,2,24,372,2,5,391,2,16,380,1,5,392,2,17,379,1,42,355,2,8,388,2,57,339,397,0,1,0,371,0,15,12,393,0,1,4,344,0,27,27,339,0,22,37,368,0,11,19,374,1,13,10,393,0,4,1,382,0,10,6,393,0,4,1,381,0,10,7,356,0,14,28,390,0,6,2,341,1,33,23,0,0,60,338,338,0,12,48,0,3,86,309,312,0,14,72,384,5,9,0,384,1,0,13,0,398,0,0,0,0,17,1,25,355,398,0,0,0,0,0,0,0,134,147,75,42,0,18,144,154,82,0,21,224,115,38,0,19,195,119,65,0,23,155,112,108,0,27,54,86,231,0,373,5,7,13,373,8,5,12,373,5,14,6,373,9,3,13,373,9,1,15,373,8,3,14,398,0,0,0,398,0,0,0,398,0,0,0,398,0,0,0,398,0,0,0,398,0,0,0,398,0,0,0,398,0,0,0,398,0,0,0,398,0,0,0,398,0,0,0,398,0,0,0,0,8,154,236,0,3,303,92,0,12,105,281,0,13,210,175,0,12,57,329,0,8,81,309,0,1,228,169,170,0,137,55,20,16,0,1,2,39,120,236,0,1,397,0,0,3,92,303,0,0,332,43,4,4,3,12,0,1,70,94,146,87,0,0,109,204,63,22,398,398,244,4,144,6,95,7,292,4,293,3,88,14,188,3,130,77,341,3,40,14,317,4,76,1,0,1,2,14,42,99,240,0,0,4,14,59,92,229,0,1,167,158,42,30,0,0,61,81,110,146,0,0,126,128,91,53,144,19,187,48,144,62,69,123,144,55,88,111,0,0,249,149,249,1,60,88,338,6,10,2,3,8,2,0,29,89,3,9,16,15,38,7,5,35,8,1,17,26,22,5,4,98,0,3,138,252,1,4,0,0,0,0,398,0,0,0,0,10,6,311,61,10,10,3,92,179,86,23,5,2.8404907975460123,2.3092042891413627,2.8846153846153846,2.210969498586591,10.588555858310627,6.51036834566127,3.096052631578947,1.4269772459808692
AR,ARG,Argentina,4,2020-12-22,2020-12-22,307,1,8743.95427325197,1,8743.95427325197,102,306,3327910.819995465,293,4,2,301,4,13,290,5,2,300,6,26,275,6,31,270,5,23,279,5,13,289,8,3,296,5,4,298,5,0,302,5,9,293,8,37,262,8,2,297,8,29,270,305,1,1,0,294,0,3,10,305,0,2,0,281,1,13,12,276,0,15,16,284,0,12,11,294,0,9,4,304,1,1,1,303,0,2,2,307,0,0,0,298,0,6,3,270,1,9,27,305,0,1,1,278,1,11,17,0,1,47,259,260,0,4,43,0,4,74,229,233,2,16,56,291,3,13,0,291,0,4,12,0,303,0,2,2,0,22,3,22,260,307,0,0,0,0,0,0,0,125,97,54,31,0,30,109,100,68,0,26,183,70,28,0,26,154,84,43,0,34,114,84,75,0,41,39,52,175,0,285,8,6,8,285,11,2,9,285,5,11,6,285,10,4,8,285,12,1,9,285,13,0,9,307,0,0,0,307,0,0,0,307,0,0,0,307,0,0,0,307,0,0,0,307,0,0,0,307,0,0,0,307,0,0,0,307,0,0,0,307,0,0,0,307,0,0,0,307,0,0,0,0,6,111,190,0,4,231,72,0,10,71,226,0,8,147,152,0,9,32,266,0,9,47,251,0,0,164,143,143,1,117,32,9,5,0,1,2,12,114,178,0,1,306,0,0,2,65,240,0,0,268,25,1,0,2,11,0,0,73,78,93,63,0,2,92,153,46,14,307,307,196,1,108,2,76,2,228,1,236,0,67,4,160,2,100,45,275,0,27,5,260,2,43,2,0,2,7,5,50,67,176,0,0,3,7,34,74,189,0,1,140,118,22,26,0,1,41,65,82,118,0,0,91,114,50,52,102,14,148,43,102,55,62,88,102,47,91,67,0,3,175,129,178,0,60,69,247,4,14,3,2,3,3,3,28,72,1,4,18,6,37,3,6,19,12,1,12,17,22,1,7,69,0,6,97,200,0,4,0,0,0,0,0,307,0,0,0,10,3,237,50,7,10,1,67,111,92,23,3,2.6274509803921564,2.2112295250436516,2.4594594594594597,2.5668246119648668,12.148936170212766,6.399995740893561,2.9618055555555554,1.5194211499940258
AR,ARG,Argentina,5,2020-12-22,2020-12-22,256,0,0,0,0,139,255,1830152.1336791343,247,2,0,254,3,11,242,5,5,246,5,20,231,5,25,226,6,21,229,4,7,245,4,2,250,4,4,248,4,2,250,5,5,246,4,19,233,5,2,249,5,26,225,256,0,0,0,245,2,3,6,251,2,0,3,236,2,7,11,231,2,11,12,235,1,9,11,249,0,5,2,254,0,0,2,252,1,3,0,254,0,0,2,251,1,1,3,237,1,4,14,254,1,0,1,230,2,11,13,0,1,46,209,210,0,5,41,0,5,49,202,207,0,11,38,245,3,7,1,245,0,6,5,0,250,1,1,4,0,16,1,5,234,256,0,0,0,0,0,0,1,100,84,42,29,0,33,91,78,54,0,34,135,48,39,0,29,123,62,42,0,30,92,56,78,0,34,18,43,161,0,251,2,2,1,251,4,1,0,251,3,2,0,251,4,0,1,251,4,0,1,251,4,1,0,256,0,0,0,256,0,0,0,256,0,0,0,256,0,0,0,256,0,0,0,256,0,0,0,256,0,0,0,256,0,0,0,256,0,0,0,256,0,0,0,256,0,0,0,256,0,0,0,0,10,67,179,0,3,203,50,0,10,55,191,0,8,100,148,0,9,18,229,0,7,36,213,0,1,118,137,138,1,87,22,5,3,0,2,0,19,83,152,0,2,254,0,0,1,50,205,0,0,221,15,4,1,0,15,0,0,56,76,80,44,0,0,81,127,32,16,256,256,189,1,65,1,53,2,200,1,201,0,53,2,156,0,75,25,238,0,15,3,220,0,34,2,0,2,2,6,29,57,160,0,0,2,10,29,54,161,0,2,81,113,28,32,0,1,18,37,68,132,0,0,43,87,66,60,126,15,85,30,126,50,37,43,126,38,59,33,0,1,137,118,138,1,53,64,203,1,3,1,1,7,5,1,34,66,0,6,13,8,28,6,2,19,9,0,9,23,18,7,3,39,0,0,100,154,0,2,0,0,0,0,0,0,256,0,0,6,7,201,36,6,6,6,69,92,65,16,2,2.621212121212121,1.5065513498374257,3.2142857142857144,2.2796631574638955,12.485294117647058,6.2487799752393745,2.2552301255230125,1.180070789685293
AR,ARG,Argentina,6,2020-12-22,2020-12-22,149,0,0,0,0,39,149,1777433.770117352,140,3,1,145,3,6,140,2,2,145,3,15,131,2,12,135,2,10,137,2,2,145,3,0,146,1,2,146,2,1,146,1,3,145,1,9,139,2,0,147,2,11,136,148,0,1,0,143,0,1,5,147,0,1,1,134,1,4,10,137,0,4,8,139,1,3,6,147,0,1,1,149,0,0,0,147,0,1,1,148,0,0,1,146,0,1,2,140,1,5,3,149,0,0,0,138,1,3,7,0,0,13,136,136,0,1,12,0,2,21,126,128,0,6,15,143,0,6,0,143,0,2,4,0,147,0,1,1,0,8,2,7,132,149,0,0,0,0,0,0,0,69,39,23,18,0,26,44,39,40,0,24,77,25,23,0,22,69,31,27,0,20,58,22,49,0,31,18,20,80,0,142,5,2,0,142,5,1,1,142,5,2,0,142,6,0,1,142,5,1,1,142,5,1,1,149,0,0,0,149,0,0,0,149,0,0,0,149,0,0,0,149,0,0,0,149,0,0,0,149,0,0,0,149,0,0,0,149,0,0,0,149,0,0,0,149,0,0,0,149,0,0,0,0,9,16,124,0,3,122,24,0,2,35,112,0,3,51,95,0,3,5,141,0,4,17,128,0,0,55,94,94,0,37,11,5,2,0,0,0,5,53,91,0,0,148,1,0,2,34,113,0,0,136,2,0,2,0,9,0,0,49,45,43,12,0,2,55,74,12,6,149,149,133,1,15,0,27,1,121,0,114,0,34,1,98,1,40,10,144,2,3,0,132,1,16,0,0,3,0,4,14,36,92,0,0,0,3,19,24,103,0,1,56,60,20,12,0,0,8,19,33,89,0,0,23,34,38,54,92,8,32,17,92,21,14,22,92,14,24,19,0,1,36,112,37,0,24,88,125,1,2,0,1,1,0,0,19,89,1,1,5,0,8,2,2,5,1,0,7,3,4,1,2,18,0,3,61,83,1,1,0,0,0,0,0,0,0,149,0,8,8,105,25,3,8,6,53,52,23,5,2,2.588235294117647,2.031832238643069,3.888888888888889,2.260776661041756,13.492537313432836,6.022197371625059,1.874015748031496,0.9758360354096376
AR,ARG,Argentina,-99,2020-12-23,2020-12-23,617,1,48526.8774265116,0,0,182,475,8212175.800343436,0,9,6,602,8,43,566,8,16,593,8,100,509,10,102,505,10,79,528,11,40,566,10,20,587,9,27,581,10,15,592,10,43,564,10,85,522,11,15,591,9,118,490,611,1,2,3,574,4,22,17,601,1,10,5,517,11,42,47,515,5,48,49,538,9,32,38,577,7,17,16,597,4,9,7,590,3,17,7,602,1,10,4,574,4,23,16,532,7,34,44,602,2,8,5,499,7,65,46,140,2,81,394,554,0,18,45,182,11,102,322,516,1,23,77,594,8,14,1,594,0,6,17,0,611,0,3,3,0,225,11,25,356,617,0,0,0,0,0,209,3,136,147,69,53,261,25,141,108,82,261,39,180,90,47,261,45,156,90,65,261,41,127,96,92,261,43,54,74,185,0,596,10,8,3,596,14,4,3,596,11,8,2,596,15,3,3,596,16,3,2,596,14,3,4,617,0,0,0,617,0,0,0,617,0,0,0,617,0,0,0,617,0,0,0,617,0,0,0,617,0,0,0,617,0,0,0,617,0,0,0,617,0,0,0,617,0,0,0,617,0,0,0,297,22,105,193,297,13,248,59,297,18,73,229,297,14,133,173,297,20,47,253,297,16,73,231,339,2,127,149,490,1,78,28,9,11,365,3,3,18,90,138,365,4,248,0,390,3,44,180,390,0,186,18,1,4,0,18,390,2,79,60,52,34,402,5,65,94,37,14,617,617,518,3,89,7,378,7,228,4,548,4,62,3,491,4,79,43,574,2,32,9,550,3,59,5,425,1,3,9,19,40,120,425,1,2,7,26,29,127,448,3,67,64,21,14,448,1,30,43,42,53,448,1,57,62,24,25,518,11,69,19,518,33,28,38,518,22,42,35,487,1,57,72,545,0,33,39,599,2,3,1,1,3,2,1,5,557,0,3,3,4,6,3,1,5,4,0,3,1,4,0,4,19,617,0,0,0,0,0,617,0,0,0,0,0,0,0,0,617,0,0,0,0,617,0,0,0,0,0,0,2.879194630872483,2.3962604641112932,3.1041666666666665,2.8601412205376224,0,0,0,0
AR,ARG,Argentina,1,2020-12-23,2020-12-23,186,0,0,0,0,79,186,2755033.381056308,176,1,1,184,0,8,178,1,4,181,1,30,155,1,31,154,1,14,171,1,14,171,1,1,184,1,7,178,1,1,184,1,11,174,1,35,150,1,2,183,1,34,151,185,0,1,0,178,0,4,4,182,1,1,2,156,0,6,24,155,0,4,27,172,0,5,9,172,0,8,6,185,0,1,0,179,0,5,2,185,0,1,0,175,0,6,5,151,2,7,26,184,0,0,2,152,0,11,23,0,0,31,155,155,0,4,27,0,0,37,149,149,1,7,29,179,0,7,0,179,0,0,7,0,186,0,0,0,0,8,0,7,171,186,0,0,0,0,0,0,1,50,67,43,25,0,3,66,82,35,0,3,102,49,32,0,3,90,53,40,0,2,72,63,49,0,2,24,56,104,0,179,3,0,4,179,2,2,3,179,2,2,3,179,3,1,3,179,3,1,3,179,3,2,2,186,0,0,0,186,0,0,0,186,0,0,0,186,0,0,0,186,0,0,0,186,0,0,0,186,0,0,0,186,0,0,0,186,0,0,0,186,0,0,0,186,0,0,0,186,0,0,0,0,6,52,128,0,0,156,30,0,7,57,122,0,3,112,71,0,5,32,149,0,5,55,126,0,1,117,68,69,0,86,20,5,6,0,0,2,24,76,84,0,0,184,2,0,1,23,162,0,1,135,32,2,6,0,10,0,0,38,47,73,28,0,1,30,89,53,13,186,186,134,1,47,4,30,2,151,3,129,2,51,4,74,2,58,52,154,1,21,10,131,2,53,0,0,0,7,12,26,52,89,0,0,6,21,35,39,85,0,0,75,81,20,10,0,0,27,47,56,56,0,0,65,58,42,21,63,4,102,17,63,22,21,80,63,19,49,55,0,0,72,114,72,1,35,78,151,0,8,0,5,11,0,3,8,79,0,1,14,5,6,2,6,5,2,0,3,3,5,3,1,51,0,1,57,125,0,3,0,0,186,0,0,0,0,0,0,8,3,117,48,10,8,0,36,61,57,21,3,2.227272727272727,1.4600210416313422,2.5483870967741935,1.929399037307029,9.121621621621621,5.9314742238418905,3.058139534883721,1.5883689170572013
AR,ARG,Argentina,2,2020-12-23,2020-12-23,337,0,0,0,0,109,337,3545973.621006767,329,2,2,333,2,19,316,2,3,332,1,44,292,2,60,275,0,35,302,1,33,303,2,9,326,1,11,325,2,2,333,2,19,316,3,63,271,2,7,328,2,40,295,335,0,0,2,318,0,11,8,334,0,1,2,293,1,17,26,277,2,17,41,302,2,11,22,304,0,19,14,328,0,6,3,326,0,6,5,335,0,1,1,318,0,8,11,274,2,21,40,330,0,3,4,297,1,10,29,0,0,41,296,296,0,7,34,0,1,75,261,262,1,14,60,323,5,9,0,323,0,3,11,0,334,0,2,1,0,16,1,28,292,337,0,0,0,0,0,0,0,101,118,76,42,0,6,118,138,75,0,9,197,86,45,0,10,163,102,62,0,9,123,103,102,0,8,45,72,212,0,309,10,6,12,309,8,11,9,309,6,16,6,309,8,7,13,309,9,3,16,309,11,5,12,337,0,0,0,337,0,0,0,337,0,0,0,337,0,0,0,337,0,0,0,337,0,0,0,337,0,0,0,337,0,0,0,337,0,0,0,337,0,0,0,337,0,0,0,337,0,0,0,0,7,118,212,0,1,271,65,0,11,89,237,0,3,192,142,0,9,48,280,0,5,83,249,0,0,201,136,136,0,136,42,12,11,0,3,4,30,124,176,0,2,334,1,0,2,68,267,0,0,280,41,6,1,1,8,0,1,60,91,123,62,0,0,82,167,72,16,337,337,219,2,113,3,66,2,265,4,248,1,83,5,145,2,118,72,289,2,37,9,254,2,81,0,0,0,2,16,43,72,204,0,0,5,24,43,82,183,0,0,151,121,34,31,0,0,70,92,90,85,0,0,138,112,49,38,87,3,210,37,87,45,46,159,87,39,78,133,0,2,201,134,203,0,56,78,281,3,7,1,8,7,2,6,22,80,0,7,18,12,24,1,8,23,13,2,17,12,12,4,8,96,0,2,113,220,1,1,0,0,0,337,0,0,0,0,0,5,4,253,65,10,5,0,108,140,62,17,5,2.8092105263157894,2.002427509023756,2.8888888888888893,2.7021449445925922,10.196551724137931,6.790945669459495,2.9571865443425076,1.5678916049033382
AR,ARG,Argentina,3,2020-12-23,2020-12-23,382,1,9933.76494622188,0,0,207,381,3662195.464874676,369,1,2,379,1,25,356,0,4,378,0,42,340,0,43,339,0,42,340,1,26,355,1,8,373,1,11,370,0,3,379,1,25,356,1,62,319,1,4,377,1,49,332,380,0,2,0,357,1,8,16,378,1,1,2,340,2,19,21,339,0,16,27,340,0,17,25,356,0,9,17,374,0,4,4,371,0,7,4,379,0,2,1,357,1,12,12,320,1,23,38,378,1,3,0,333,1,23,25,0,1,69,312,313,0,15,54,0,2,105,275,277,1,22,82,360,8,13,1,360,0,6,16,0,376,0,2,4,0,25,4,11,342,382,0,0,0,0,0,0,0,123,131,68,60,0,15,111,154,102,0,17,209,102,54,0,12,188,99,83,0,15,146,119,102,0,22,49,76,235,0,371,3,4,4,371,5,1,5,371,2,6,3,371,4,1,6,371,5,0,6,371,5,1,5,382,0,0,0,382,0,0,0,382,0,0,0,382,0,0,0,382,0,0,0,382,0,0,0,382,0,0,0,382,0,0,0,382,0,0,0,382,0,0,0,382,0,0,0,382,0,0,0,0,5,142,235,0,4,306,72,0,12,107,263,0,7,193,182,0,12,30,340,0,10,56,316,0,0,207,175,175,0,137,39,13,18,0,4,2,28,117,231,0,8,372,2,0,3,79,300,0,0,328,37,4,3,6,4,0,0,82,97,121,82,0,2,93,204,72,11,382,382,240,5,131,6,76,4,293,9,275,3,94,10,189,2,121,70,352,2,24,4,326,1,55,0,0,0,5,10,60,86,221,0,0,3,15,44,81,239,0,3,153,155,40,31,0,1,53,90,98,140,0,0,130,132,63,57,120,9,203,50,120,58,63,141,120,47,97,118,0,0,222,160,222,0,74,86,308,2,16,0,9,9,2,5,31,86,1,8,23,18,28,3,6,29,10,0,17,13,22,6,16,96,0,7,136,233,2,4,0,0,0,0,382,0,0,0,0,9,4,273,82,14,9,1,89,171,89,18,5,2.719178082191781,2.0400917852405445,3.262295081967213,2.502676163258458,11.035294117647059,6.30436859130782,3.080332409972299,1.4324322362397803
AR,ARG,Argentina,4,2020-12-23,2020-12-23,317,1,2108.8519992946804,0,0,124,316,3151644.45979215,309,5,2,310,4,23,290,5,3,309,3,32,282,5,29,283,4,23,290,5,17,295,4,5,308,2,7,308,4,3,310,4,9,304,2,30,285,5,11,301,5,32,280,315,0,2,0,294,2,10,11,314,0,1,2,285,2,10,20,288,1,13,15,294,2,7,14,300,1,8,8,312,1,2,2,310,1,4,2,314,0,3,0,308,0,5,4,287,2,10,18,306,1,7,3,285,1,16,15,0,1,49,267,268,0,7,42,0,4,62,251,255,1,9,52,308,3,5,1,308,0,0,9,0,317,0,0,0,0,14,6,17,280,317,0,0,0,0,0,0,2,122,99,54,40,0,25,112,94,86,0,26,176,71,44,0,27,150,77,63,0,26,121,83,87,0,28,34,70,185,0,300,8,4,5,300,9,4,4,300,3,11,3,300,10,2,5,300,10,1,6,300,10,4,3,317,0,0,0,317,0,0,0,317,0,0,0,317,0,0,0,317,0,0,0,317,0,0,0,317,0,0,0,317,0,0,0,317,0,0,0,317,0,0,0,317,0,0,0,317,0,0,0,0,9,134,174,0,2,251,64,0,9,74,234,0,7,127,183,0,12,26,279,0,11,57,249,0,0,150,167,167,0,92,37,7,14,0,2,2,11,97,205,0,2,315,0,0,2,64,251,0,0,275,21,3,0,0,18,0,0,76,68,99,74,0,0,98,160,48,11,317,317,183,1,126,7,66,2,244,5,243,1,64,9,190,1,93,33,291,1,22,3,260,0,54,3,0,1,7,8,37,63,201,0,0,5,9,30,67,206,0,2,124,128,37,26,0,0,36,67,90,124,0,0,77,113,74,53,127,19,143,28,127,65,52,73,127,55,79,56,0,2,191,124,193,0,43,81,274,6,4,1,2,4,1,2,23,83,0,9,13,18,33,2,2,26,9,1,13,11,19,5,10,63,0,0,124,191,1,1,0,0,0,0,0,317,0,0,0,2,5,246,54,10,2,1,60,123,100,26,5,2.9473684210526314,2.2139231619632302,2.9368421052631573,2.299285559147353,11.938144329896907,6.560825904153707,2.8819672131147547,1.4551980554207842
AR,ARG,Argentina,5,2020-12-23,2020-12-23,284,0,0,0,0,137,284,1990835.7076491173,271,4,0,280,3,10,271,5,1,278,4,21,259,4,24,256,5,21,258,6,7,271,4,5,275,5,2,277,4,0,280,4,11,269,3,31,250,5,2,277,4,36,244,284,0,0,0,274,0,6,4,283,0,0,1,263,1,9,11,260,1,10,13,263,0,7,14,277,0,3,4,279,0,2,3,282,0,2,0,284,0,0,0,273,0,7,4,253,0,15,16,282,0,1,1,248,0,20,16,0,0,50,234,234,0,3,47,0,6,67,211,217,0,17,50,267,4,13,0,267,0,5,12,0,279,0,1,4,0,23,3,6,252,284,0,0,0,0,0,0,0,107,81,52,44,0,37,87,92,68,0,29,163,56,36,0,28,132,73,51,0,33,108,67,76,0,42,28,49,165,0,278,5,1,0,278,5,0,1,278,5,1,0,278,3,2,1,278,5,0,1,278,4,1,1,284,0,0,0,284,0,0,0,284,0,0,0,284,0,0,0,284,0,0,0,284,0,0,0,284,0,0,0,284,0,0,0,284,0,0,0,284,0,0,0,284,0,0,0,284,0,0,0,0,9,92,183,0,6,221,57,0,15,53,216,0,9,127,148,0,13,18,253,0,12,48,224,0,0,138,146,146,1,95,25,9,8,0,0,2,7,103,172,0,1,283,0,0,2,58,224,0,0,249,13,2,4,0,16,0,1,62,86,76,59,0,0,92,146,34,12,284,284,192,0,87,5,63,2,216,3,231,1,49,3,157,0,95,32,266,0,11,7,236,0,45,3,0,2,0,7,37,53,185,0,1,0,8,35,72,168,0,3,114,110,37,20,0,1,20,52,86,125,0,1,63,88,72,60,133,17,101,33,133,52,35,64,133,38,63,50,0,1,153,130,154,0,55,75,229,4,5,2,2,3,7,3,29,76,0,6,14,6,37,4,5,21,16,0,12,9,16,2,8,52,0,3,110,169,0,2,0,0,0,0,0,0,284,0,0,8,11,215,45,5,8,6,78,111,59,15,7,2.7466666666666666,2.118728158355623,3.230769230769231,2.6897616648627407,12.996031746031745,6.332423373705262,2.3511450381679393,1.2801081379257437
AR,ARG,Argentina,6,2020-12-23,2020-12-23,145,0,0,0,0,77,144,1829898.3052119147,137,2,1,142,3,6,136,3,1,141,3,8,134,3,13,129,4,14,127,2,3,140,3,1,141,3,3,139,2,0,143,2,4,139,4,14,127,4,3,138,4,11,130,144,0,1,0,139,0,3,3,144,0,1,0,137,0,4,4,132,0,5,8,131,0,5,9,142,0,2,1,144,0,1,0,142,0,2,1,145,0,0,0,141,0,1,3,131,0,4,10,142,0,3,0,134,0,2,9,0,1,23,121,122,0,2,21,0,2,23,120,122,1,4,18,141,1,3,0,141,0,2,2,0,143,0,0,2,0,7,2,7,129,145,0,0,0,0,0,0,0,63,43,28,11,0,26,45,37,37,0,27,71,25,22,0,17,79,23,26,0,18,47,35,45,0,23,18,14,90,0,138,4,3,0,138,4,2,1,138,2,4,1,138,5,0,2,138,5,1,1,138,4,1,2,145,0,0,0,145,0,0,0,145,0,0,0,145,0,0,0,145,0,0,0,145,0,0,0,145,0,0,0,145,0,0,0,145,0,0,0,145,0,0,0,145,0,0,0,145,0,0,0,0,1,24,120,0,2,123,20,0,2,30,113,0,5,53,87,0,2,4,139,0,2,18,125,0,0,59,86,86,0,50,9,0,0,0,2,0,4,49,90,0,0,145,0,0,3,23,119,0,0,131,3,0,3,0,8,0,0,41,42,50,12,0,0,59,69,13,4,145,145,121,2,22,0,22,1,120,2,115,0,30,0,92,1,44,8,141,0,4,0,127,0,16,2,0,0,0,2,17,33,93,0,0,0,3,17,30,95,0,1,65,48,19,12,0,0,7,19,36,83,0,1,19,46,45,34,80,11,44,10,80,29,18,18,80,25,28,12,0,1,31,113,32,0,39,74,106,1,2,1,1,3,1,1,29,75,1,1,6,1,6,1,2,8,4,0,5,2,6,3,1,23,0,3,53,88,0,1,0,0,0,0,0,0,0,145,0,7,4,110,19,5,7,3,51,52,23,7,2,2.2162162162162162,1.945580963436188,3.8421052631578947,2.8918113872476545,12.780303030303031,6.843188393460149,2.045801526717557,1.2761878052040372
