ISO2,ISO_3,country_agg,age,date,first_date,count,cli,cli_weight,cliWHO,cliWHO_weight,cli_local,count_local,weight,Finished,B1_1..77,B1_1.1,B1_1.2,B1_2..77,B1_2.1,B1_2.2,B1_3..77,B1_3.1,B1_3.2,B1_4..77,B1_4.1,B1_4.2,B1_5..77,B1_5.1,B1_5.2,B1_6..77,B1_6.1,B1_6.2,B1_7..77,B1_7.1,B1_7.2,B1_8..77,B1_8.1,B1_8.2,B1_9..77,B1_9.1,B1_9.2,B1_10..77,B1_10.1,B1_10.2,B1_11..77,B1_11.1,B1_11.2,B1_12..77,B1_12.1,B1_12.2,B1_13..77,B1_13.1,B1_13.2,B1_14..77,B1_14.1,B1_14.2,B1b_x1..99,B1b_x1..77,B1b_x1.1,B1b_x1.2,B1b_x2..99,B1b_x2..77,B1b_x2.1,B1b_x2.2,B1b_x3..99,B1b_x3..77,B1b_x3.1,B1b_x3.2,B1b_x4..99,B1b_x4..77,B1b_x4.1,B1b_x4.2,B1b_x5..99,B1b_x5..77,B1b_x5.1,B1b_x5.2,B1b_x6..99,B1b_x6..77,B1b_x6.1,B1b_x6.2,B1b_x7..99,B1b_x7..77,B1b_x7.1,B1b_x7.2,B1b_x8..99,B1b_x8..77,B1b_x8.1,B1b_x8.2,B1b_x9..99,B1b_x9..77,B1b_x9.1,B1b_x9.2,B1b_x10..99,B1b_x10..77,B1b_x10.1,B1b_x10.2,B1b_x11..99,B1b_x11..77,B1b_x11.1,B1b_x11.2,B1b_x12..99,B1b_x12..77,B1b_x12.1,B1b_x12.2,B1b_x13..99,B1b_x13..77,B1b_x13.1,B1b_x13.2,B1b_x14..99,B1b_x14..77,B1b_x14.1,B1b_x14.2,B3..99,B3..77,B3.1,B3.2,B5..99,B5.1,B5.2,B6..99,B6..77,B6.1,B6.2,B7..99,B7..77,B7.1,B7.2,B8..99,B8.1,B8.2,B8.3,B9..99,B9.1,B9.2,B9.3,B10..99,B10.1,B10.2,B11..99,B11..77,B11.1,B11.2,V1..99,V1..77,V1.1,V1.2,V1.3,V2..99,V3..99,V3..77,V3.1,V3.2,V3.3,V3.4,V4_1..99,V4_1..77,V4_1.1,V4_1.2,V4_1.3,V4_2..99,V4_2..77,V4_2.1,V4_2.2,V4_2.3,V4_3..99,V4_3..77,V4_3.1,V4_3.2,V4_3.3,V4_4..99,V4_4..77,V4_4.1,V4_4.2,V4_4.3,V4_5..99,V4_5..77,V4_5.1,V4_5.2,V4_5.3,V9..99,B12_1..99,B12_1..77,B12_1.1,B12_1.2,B12_2..99,B12_2..77,B12_2.1,B12_2.2,B12_3..99,B12_3..77,B12_3.1,B12_3.2,B12_4..99,B12_4..77,B12_4.1,B12_4.2,B12_5..99,B12_5..77,B12_5.1,B12_5.2,B12_6..99,B12_6..77,B12_6.1,B12_6.2,B13_1..99,B13_1..77,B13_1.1,B13_1.2,B13_2..99,B13_2..77,B13_2.1,B13_2.2,B13_3..99,B13_3..77,B13_3.1,B13_3.2,B13_4..99,B13_4..77,B13_4.1,B13_4.2,B13_5..99,B13_5..77,B13_5.1,B13_5.2,B13_6..99,B13_6..77,B13_6.1,B13_6.2,B13_7..99,B13_7..77,B13_7.1,B13_7.2,B14_1..99,B14_1..77,B14_1.1,B14_1.2,B14_2..99,B14_2..77,B14_2.1,B14_2.2,B14_3..99,B14_3..77,B14_3.1,B14_3.2,B14_4..99,B14_4..77,B14_4.1,B14_4.2,B14_5..99,B14_5..77,B14_5.1,B14_5.2,C0_1..99,C0_1..77,C0_1.1,C0_1.2,C0_2..99,C0_2..77,C0_2.1,C0_2.2,C0_3..99,C0_3..77,C0_3.1,C0_3.2,C0_4..99,C0_4..77,C0_4.1,C0_4.2,C0_5..99,C0_5..77,C0_5.1,C0_5.2,C0_6..99,C0_6..77,C0_6.1,C0_6.2,C1_m..99,C1_m..77,C1_m.1,C1_m.2,C2..99,C2..77,C2.1,C2.2,C2.3,C2.4,C7..99,C7..77,C7.1,C7.2,C7.3,C7.4,C8..99,C8..77,C8.1,C8.2,C3..99,C3..77,C3.1,C3.2,C5..99,C5..77,C5.1,C5.2,C5.3,C5.4,C5.5,C5.6,C6..99,C6..77,C6.1,C6.2,C6.3,C6.4,C14..99,C14..77,C14.1,C14.2,C14.3,C14.4,C9..99,C12..99,C13_1..99,C13_1..77,C13_1.1,C13_1.2,C13_2..99,C13_2..77,C13_2.1,C13_2.2,C13_3..99,C13_3..77,C13_3.1,C13_3.2,C13_4..99,C13_4..77,C13_4.1,C13_4.2,C13_5..99,C13_5..77,C13_5.1,C13_5.2,C13_6..99,C13_6..77,C13_6.1,C13_6.2,D1..99,D1..77,D1.1,D1.2,D1.3,D1.4,D1.5,D2..99,D2..77,D2.1,D2.2,D2.3,D2.4,D2.5,D3..99,D3..77,D3.1,D3.2,D3.3,D3.4,D4..99,D4..77,D4.1,D4.2,D4.3,D4.4,D5..99,D5..77,D5.1,D5.2,D5.3,D5.4,D6_1..99,D6_1..77,D6_1.1,D6_1.2,D6_2..99,D6_2..77,D6_2.1,D6_2.2,D6_3..99,D6_3..77,D6_3.1,D6_3.2,D7..99,D7..77,D7.1,D7.2,D8..99,D8..77,D8.1,D8.2,D9..99,D9..77,D9.1,D9.2,D9.3,D9.4,D9.5,D9.6,D9.7,D10..99,D10..77,D10.1,D10.2,D10.3,D10.4,D10.5,D10.6,D10.7,D10.8,D10.9,D10.10,D10.11,D10.12,D10.13,D10.14,D10.15,E3..99,E3..77,E3.1,E3.2,E3.3,E3.4,E4..99,E4..77,E4.1,E4.2,E4.3,E4.4,E4.5,E4.6,E4.7,E2..99,E2..77,E2.1,E2.2,E2.3,E7..99,E7..77,E7.1,E7.2,E7.3,E7.4,E7.5,B2.mean,B2.sd,B4.mean,B4.sd,E6.mean,E6.sd,E5.mean,E5.sd
NZ,NZL,New Zealand,3,2020-12-25,2020-12-23,100,1,6683.13203345003,1,6683.13203345003,7,99,765455.3194355979,98,1,1,98,1,10,89,1,0,99,1,15,84,0,18,82,1,10,89,1,6,93,1,0,99,1,2,97,1,1,98,1,1,98,1,14,85,1,0,99,1,11,88,99,0,1,0,90,0,3,7,100,0,0,0,85,0,2,13,82,0,5,13,90,0,3,7,94,0,2,4,100,0,0,0,98,0,1,1,99,0,1,0,99,0,0,1,86,0,2,12,100,0,0,0,89,0,2,9,0,1,4,95,96,4,0,0,2,33,65,67,0,1,32,99,0,1,0,99,0,1,0,100,0,0,3,1,0,96,100,0,0,0,0,0,0,0,40,37,17,6,0,0,24,69,7,0,0,47,46,7,0,0,45,47,8,0,0,42,51,7,0,1,16,58,25,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,0,0,41,59,0,0,83,17,0,0,64,36,0,0,74,26,0,0,38,62,0,0,11,89,0,0,76,24,24,0,21,17,22,16,0,0,0,7,40,53,0,0,99,1,0,0,23,77,0,0,2,5,7,9,76,1,0,0,7,9,43,41,0,0,3,12,37,48,100,100,59,1,2,38,17,1,5,77,36,1,5,58,26,1,5,68,62,1,2,35,89,0,2,9,0,0,0,3,2,10,85,0,0,0,3,6,17,74,0,0,13,21,35,31,0,0,3,4,14,79,0,1,3,16,29,51,81,3,9,7,81,2,4,13,81,1,6,12,0,1,72,27,73,0,16,11,84,0,0,0,1,1,1,2,11,12,0,1,5,7,8,1,2,14,2,1,2,16,6,5,3,15,0,0,47,52,0,1,0,0,0,0,100,0,0,0,0,2,3,54,25,16,2,0,11,25,38,18,6,5.341463414634147,6.529202692892759,1.7500000000000002,0.9574271077563381,13.51086956521739,5.6810743551685405,3.7311827956989245,1.519008436206334
NZ,NZL,New Zealand,4,2020-12-25,2020-12-24,100,1,7504.75972043264,1,7504.75972043264,4,100,633249.6591846658,100,0,1,99,0,4,96,0,1,99,0,14,86,0,11,89,0,16,84,0,4,96,0,1,99,0,0,100,0,1,99,0,3,97,0,11,89,0,1,99,0,6,94,99,1,0,0,96,1,1,2,99,0,0,1,86,1,4,9,89,1,3,7,84,1,2,13,96,1,2,1,99,0,0,1,100,0,0,0,99,1,0,0,97,0,2,1,89,1,3,7,99,1,0,0,94,1,3,2,0,0,3,97,97,3,0,0,0,31,69,69,0,2,29,98,1,1,0,98,0,2,0,100,0,0,2,0,0,98,100,0,0,0,0,0,0,0,42,36,13,9,0,0,30,62,8,0,0,53,41,6,0,0,46,41,13,0,0,41,48,11,0,0,15,50,35,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,0,0,44,56,0,1,74,25,0,0,64,36,0,0,77,23,0,0,37,63,0,0,11,89,0,0,79,21,21,0,20,21,25,13,0,1,3,5,32,59,0,0,100,0,0,1,22,77,0,0,1,1,8,8,78,4,0,0,8,11,33,48,0,0,5,11,35,49,100,100,56,2,5,37,26,2,6,66,36,2,5,57,23,2,5,70,63,2,4,31,89,2,7,2,0,0,0,0,3,14,83,0,0,0,2,5,16,77,0,2,8,28,28,34,0,0,0,2,14,84,0,0,6,12,27,55,82,0,15,3,82,0,3,15,82,0,6,12,0,0,72,28,72,0,20,8,80,1,2,0,2,1,0,0,14,8,0,5,8,5,10,0,3,12,7,0,3,13,2,4,5,15,0,0,44,55,1,0,0,0,0,0,0,100,0,0,0,0,2,57,18,23,0,1,15,12,35,29,8,5.378787878787879,7.598345114881824,1.3333333333333333,0.5773502691896257,13.720430107526882,5.161238458131185,3.3711340206185567,1.5091359809290572
NZ,NZL,New Zealand,5,2020-12-25,2020-12-24,100,0,0,0,0,5,100,566230.8557815145,99,0,0,100,0,17,83,0,3,97,0,15,85,0,16,84,0,11,89,0,3,97,0,1,99,0,1,99,0,2,98,0,5,95,0,15,85,0,0,100,0,7,93,100,0,0,0,83,0,9,8,97,0,0,3,85,0,4,11,84,1,6,9,89,0,1,10,97,0,2,1,99,0,0,1,99,0,1,0,98,0,1,1,95,0,3,2,85,0,7,8,100,0,0,0,93,0,1,6,0,0,5,95,95,5,0,0,0,33,67,67,2,3,28,97,0,3,0,97,1,2,0,99,0,1,5,1,0,94,100,0,0,0,0,0,0,0,45,28,17,10,0,3,27,65,5,0,3,44,49,4,0,3,40,50,7,0,2,45,43,10,0,2,11,58,29,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,0,1,30,69,0,3,71,26,0,1,56,43,0,0,80,20,0,1,28,71,0,2,5,93,0,0,79,21,21,0,24,23,22,10,0,2,1,4,30,63,0,0,100,0,0,1,18,81,0,0,1,1,5,10,81,2,0,0,9,20,41,30,0,2,5,19,26,48,100,100,70,0,6,24,29,1,7,63,44,0,5,51,20,1,10,69,72,0,2,26,95,0,0,5,0,1,3,0,1,10,85,0,0,1,0,7,9,83,0,0,11,21,34,34,0,0,1,4,11,84,0,0,2,11,36,51,87,0,10,3,87,2,2,9,87,2,6,5,0,0,65,35,65,0,21,14,79,1,4,0,4,2,0,1,9,14,0,9,3,4,13,3,6,11,6,1,3,3,1,2,5,16,0,1,41,58,0,0,0,0,0,0,0,0,100,0,0,0,4,45,30,21,0,2,13,19,40,19,7,6.261904761904762,7.036696577401629,1,0,12.588541666666666,5.960393307256911,2.778947368421053,1.4744558849877185
NZ,NZL,New Zealand,6,2020-12-25,2020-12-23,100,0,0,0,0,3,100,745356.0176003329,97,0,0,100,0,13,87,0,1,99,0,11,89,0,12,88,0,10,90,0,2,98,0,1,99,0,1,99,0,0,100,0,0,100,0,5,95,0,1,99,0,0,100,100,0,0,0,87,0,3,10,99,0,0,1,89,0,2,9,88,0,3,9,90,0,1,9,98,0,0,2,99,0,0,1,99,0,0,1,100,0,0,0,100,0,0,0,95,0,1,4,99,0,0,1,100,0,0,0,0,0,2,98,98,1,1,0,5,22,73,78,0,0,22,100,0,0,0,100,0,0,0,100,0,0,5,2,2,91,100,0,0,0,0,0,0,0,46,32,17,5,0,7,30,56,7,0,3,50,39,8,0,2,47,41,10,0,1,51,39,9,0,5,22,51,22,0,98,0,2,0,98,0,1,1,98,0,1,1,98,0,0,2,98,0,1,1,98,0,1,1,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,0,1,21,78,0,0,75,25,0,1,54,45,0,0,79,21,0,1,24,75,0,0,8,92,0,1,77,22,23,0,30,19,14,14,0,0,0,5,33,62,0,0,100,0,0,2,16,82,0,0,3,1,6,11,75,4,0,0,17,21,33,29,0,0,4,21,29,46,100,100,79,0,1,20,25,0,4,71,46,1,1,52,21,0,8,71,76,1,1,22,92,0,5,3,0,1,3,0,3,2,91,0,0,0,1,3,10,86,0,0,6,38,30,26,0,0,0,3,8,89,0,0,0,7,17,76,93,1,3,3,93,1,3,3,93,0,4,3,0,0,32,68,32,0,17,51,83,0,3,1,3,1,0,0,9,51,0,2,4,3,9,0,2,4,3,0,3,5,2,1,8,3,0,2,42,55,0,1,0,0,0,0,0,0,0,100,0,2,6,37,32,23,2,5,19,28,28,14,4,5.935483870967742,6.692958906547326,2,0,13.177083333333334,5.490651944161988,2.340659340659341,1.3517049334474691
NZ,NZL,New Zealand,-99,2020-12-26,2020-12-25,100,0,0,0,0,4,85,792155.0748894861,0,2,1,97,2,12,86,3,5,92,2,22,76,3,19,78,3,17,80,3,4,93,3,3,94,3,7,90,3,3,94,3,10,87,3,13,84,3,1,96,2,12,86,99,0,0,1,88,0,7,5,95,0,1,4,78,0,3,19,81,0,6,13,83,0,5,12,96,0,3,1,97,0,0,3,93,0,3,4,97,0,1,2,90,1,2,7,87,0,2,11,99,0,0,1,88,0,3,9,15,0,4,81,97,3,0,21,2,18,59,82,0,3,15,97,1,2,0,97,0,3,0,100,0,0,27,1,2,70,100,0,0,0,0,0,30,1,31,19,12,7,39,3,21,27,10,39,3,33,21,4,39,3,40,14,4,39,2,32,22,5,39,4,16,18,23,0,98,0,1,1,98,0,0,2,98,0,0,2,98,0,0,2,98,0,0,2,98,0,2,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,46,0,11,43,46,0,29,25,46,0,21,33,46,0,31,23,46,0,17,37,46,0,10,44,55,0,25,20,75,0,12,4,3,6,60,1,0,5,14,20,60,0,40,0,65,2,6,27,65,1,2,1,2,6,21,2,65,1,7,13,11,3,69,1,1,3,11,15,100,100,92,0,2,6,73,0,4,23,82,0,2,16,74,0,4,22,86,0,2,12,93,0,3,4,75,0,0,1,1,4,19,75,0,1,0,0,7,17,80,0,0,1,14,5,80,0,0,2,4,14,80,0,2,5,5,8,94,1,5,0,94,2,1,3,94,2,1,3,83,0,7,10,90,0,8,2,98,0,0,1,0,0,0,1,0,94,0,0,0,0,1,0,0,1,1,0,0,0,1,0,1,1,100,0,0,0,0,0,100,0,0,0,0,0,0,0,0,100,0,0,0,0,100,0,0,0,0,0,0,4.818181818181818,5.817293966348021,1,0,0,0,0,0
NZ,NZL,New Zealand,1,2020-12-26,2020-12-23,100,0,0,0,0,8,100,812735.4905618313,97,0,0,100,0,11,89,0,3,97,0,20,80,0,18,82,0,20,80,0,10,90,0,5,95,0,4,96,0,0,100,0,7,93,0,19,81,0,1,99,0,15,85,100,0,0,0,89,0,1,10,97,0,2,1,80,0,4,16,82,0,10,8,80,0,3,17,90,0,4,6,95,0,2,3,96,0,1,3,100,0,0,0,93,0,3,4,81,0,4,15,99,0,1,0,85,0,2,13,0,0,6,94,94,5,1,0,0,32,68,68,0,3,29,97,0,3,0,97,0,3,0,100,0,0,3,1,2,94,100,0,0,0,0,0,0,0,36,41,17,6,0,0,50,45,5,0,0,68,28,4,0,0,66,28,6,0,0,61,34,5,0,0,19,63,18,0,98,1,0,1,98,1,1,0,98,1,0,1,98,1,0,1,98,1,0,1,98,0,1,1,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,0,0,50,50,0,0,78,22,0,0,71,29,0,1,83,16,0,0,53,47,0,0,25,75,0,0,83,17,17,0,22,23,16,22,0,0,2,10,39,49,0,0,100,0,0,1,18,81,0,0,1,4,7,13,72,3,0,0,10,13,32,45,0,0,4,17,35,44,100,100,50,1,4,45,22,1,6,71,29,1,5,65,17,1,2,80,47,1,2,50,75,0,9,16,0,0,0,4,8,27,61,0,0,1,5,11,23,60,0,0,7,17,36,40,0,0,1,5,15,79,0,0,8,11,31,50,81,0,12,7,81,1,1,17,81,1,3,15,0,0,71,29,71,0,11,18,89,0,0,1,4,5,0,0,1,18,0,4,13,6,12,0,2,3,0,0,6,6,2,3,3,22,0,1,32,65,2,0,0,0,100,0,0,0,0,0,0,1,0,54,29,16,1,0,4,22,32,30,11,5.545454545454546,7.405748972596752,1.1666666666666667,0.752772652709081,12.591836734693878,4.616949353620243,3.8686868686868685,1.5756208018277558
NZ,NZL,New Zealand,2,2020-12-26,2020-12-25,100,0,0,0,0,11,100,775160.0822775452,98,0,0,100,0,10,90,0,1,99,0,21,79,0,14,86,0,15,85,0,6,94,0,2,98,0,5,95,0,1,99,0,2,98,0,21,79,0,1,99,0,11,89,100,0,0,0,90,0,3,7,99,0,0,1,79,0,1,20,86,0,4,10,85,0,3,12,94,0,1,5,98,0,0,2,95,0,1,4,99,0,1,0,98,0,0,2,79,0,4,17,99,0,1,0,89,0,1,10,0,0,6,94,94,4,2,0,1,27,72,73,0,1,26,99,0,1,0,99,0,1,0,100,0,0,2,1,1,96,100,0,0,0,0,0,0,0,43,35,14,8,0,0,33,59,8,0,0,55,38,7,0,0,47,43,10,0,0,51,40,9,0,0,20,58,22,0,99,1,0,0,99,0,1,0,99,1,0,0,99,1,0,0,99,1,0,0,99,1,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,0,0,38,62,0,0,71,29,0,0,64,36,0,0,88,12,0,0,54,46,0,0,20,80,0,0,82,18,18,0,27,17,21,17,0,0,0,2,43,55,0,1,98,1,0,2,14,84,0,0,2,3,7,12,75,1,0,0,7,15,33,45,0,2,5,10,37,46,100,100,62,0,4,34,29,0,8,63,36,0,6,58,12,0,6,82,46,2,4,48,80,0,11,9,0,0,1,3,7,21,68,0,0,3,3,11,22,61,0,0,14,24,27,35,0,0,3,4,13,80,0,0,5,18,31,46,77,0,16,7,77,2,2,19,77,0,8,15,0,0,76,24,76,0,13,11,87,0,2,0,0,1,0,2,8,11,0,2,4,4,10,1,5,8,0,0,4,9,6,9,2,25,0,1,38,60,0,1,0,0,0,100,0,0,0,0,0,1,0,57,23,19,1,0,18,25,29,20,7,5.170212765957447,6.776940277069285,1.8333333333333333,0.40824829046386296,12.797872340425531,5.83202096555453,3.383838383838383,1.6143936165396258
NZ,NZL,New Zealand,3,2020-12-26,2020-12-25,100,0,0,0,0,4,99,635579.379749491,100,0,0,100,0,9,91,0,0,100,0,19,81,0,23,77,0,15,85,0,9,91,0,2,98,0,4,96,0,3,97,0,3,97,0,15,85,0,0,100,0,14,86,100,0,0,0,91,0,6,3,100,0,0,0,81,0,4,15,77,0,8,15,85,0,5,10,91,0,5,4,98,0,0,2,96,0,2,2,97,0,2,1,97,0,0,3,85,0,8,7,100,0,0,0,86,0,3,11,0,1,4,95,96,4,0,0,2,35,63,65,0,1,34,99,0,1,0,99,0,1,0,100,0,0,3,3,0,94,100,0,0,0,0,0,0,1,40,38,17,4,0,0,28,63,9,0,1,46,48,5,0,0,46,46,8,0,1,45,48,6,0,1,18,52,29,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,0,0,32,68,0,1,67,32,0,0,64,36,0,0,80,20,0,0,45,55,0,0,10,90,0,0,81,19,19,0,30,13,25,13,0,0,1,7,35,57,0,0,98,2,0,2,23,75,0,0,3,1,1,9,86,0,0,0,7,9,41,43,0,1,3,6,30,60,100,100,68,1,2,29,33,1,2,64,36,1,3,60,20,1,5,74,55,1,3,41,90,0,6,4,0,0,0,4,2,10,84,0,0,0,5,7,17,71,0,2,8,23,34,33,0,0,3,5,12,80,0,1,4,15,31,49,81,3,11,5,81,2,3,14,81,0,6,13,0,1,73,26,74,0,19,7,81,0,2,0,1,1,1,1,13,8,0,4,6,8,18,1,3,10,4,1,0,9,6,7,1,14,0,4,41,53,0,2,0,0,0,0,100,0,0,0,0,0,2,55,28,15,0,1,16,23,35,19,6,4.808510638297872,4.019724724905276,1,0,13.31868131868132,5.395222415102542,3.6736842105263157,1.546733725747603
NZ,NZL,New Zealand,4,2020-12-26,2020-12-25,100,0,0,0,0,3,100,587926.6018463382,100,0,0,100,0,8,92,0,1,99,0,14,86,0,18,82,0,12,88,0,8,92,0,1,99,0,1,99,0,1,99,0,3,97,0,15,85,0,0,100,0,6,94,100,0,0,0,92,0,2,6,99,0,0,1,86,0,3,11,82,0,5,13,88,0,3,9,92,0,4,4,99,0,0,1,99,0,1,0,99,0,1,0,97,0,2,1,85,0,3,12,100,0,0,0,94,0,4,2,0,0,2,98,98,2,0,0,2,31,67,69,0,2,29,98,0,2,0,98,0,2,0,100,0,0,4,0,2,94,100,0,0,0,0,0,0,0,43,35,19,3,0,0,21,71,8,0,0,57,39,4,0,0,51,37,12,0,0,47,42,11,0,0,9,56,35,0,98,0,1,1,98,1,1,0,98,1,0,1,98,1,0,1,98,1,0,1,98,1,0,1,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,0,0,30,70,0,1,65,34,0,0,52,48,0,0,77,23,0,0,29,71,0,0,7,93,0,0,75,25,25,0,27,17,18,13,0,1,2,2,33,62,0,1,99,0,0,1,21,78,0,0,3,1,2,5,84,5,0,0,5,17,39,39,0,0,4,18,37,41,100,100,70,1,2,27,35,1,3,61,48,1,3,48,23,1,3,73,71,1,2,26,93,1,3,3,0,0,0,2,0,14,84,0,0,1,1,6,18,74,0,1,10,23,35,31,0,0,1,0,14,85,0,0,4,15,21,60,81,0,13,6,81,0,4,15,81,0,9,10,0,1,80,19,81,0,12,7,88,0,3,0,0,1,0,0,8,8,0,3,10,4,12,1,5,13,8,0,1,8,5,2,2,18,0,1,34,64,0,1,0,0,0,0,0,100,0,0,0,0,2,50,23,25,0,1,12,18,42,19,8,7.166666666666667,8.621073985685697,1.5,0.7071067811865476,14.0752688172043,4.90172232184057,3.336842105263158,1.5478916774169946
NZ,NZL,New Zealand,5,2020-12-26,2020-12-25,100,0,0,0,0,2,100,567471.9394834798,98,1,0,99,1,11,88,1,2,97,1,11,88,1,11,88,1,8,91,0,2,98,1,2,97,1,0,99,1,2,97,1,4,95,1,14,85,1,0,99,1,3,96,100,0,0,0,89,0,5,6,98,0,0,2,89,0,4,7,89,1,4,6,92,0,2,6,98,0,1,1,98,0,1,1,100,0,0,0,98,0,0,2,96,0,1,3,86,0,4,10,100,0,0,0,97,0,1,2,0,0,2,98,98,1,1,0,1,27,72,73,0,1,26,99,0,1,0,99,0,1,0,100,0,0,2,1,0,97,100,0,0,0,0,0,0,0,40,38,15,7,0,4,25,63,8,0,4,47,44,5,0,5,44,42,9,0,5,47,38,10,0,5,16,51,28,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,0,1,24,75,0,2,62,36,0,3,52,45,0,0,73,27,0,1,28,71,0,1,7,92,0,0,72,28,28,0,26,24,15,7,0,3,2,7,23,65,0,0,100,0,0,1,17,82,0,0,1,0,4,10,79,6,0,0,9,20,42,29,0,3,8,15,29,45,100,100,76,0,5,19,38,1,5,56,48,0,2,50,27,1,5,67,72,0,4,24,93,0,2,5,0,0,1,0,4,6,89,0,1,0,1,7,7,84,0,0,12,21,34,33,0,0,1,6,10,83,0,0,5,10,17,68,85,0,11,4,85,4,3,8,85,2,8,5,0,0,69,31,69,0,15,16,85,0,3,1,1,2,1,1,6,16,0,5,5,2,16,3,1,17,4,0,2,3,4,0,2,20,0,1,38,61,0,0,0,0,0,0,0,0,100,0,0,2,4,41,30,23,2,2,8,27,34,23,4,6.441176470588235,9.455449531709338,1,0,12.365591397849462,5.800646414946316,3,1.481063262354709
NZ,NZL,New Zealand,6,2020-12-26,2020-12-25,100,0,0,0,0,2,99,597538.2329725103,97,1,0,99,1,15,84,1,4,95,1,12,87,1,18,81,1,8,91,1,7,92,1,1,98,0,1,99,0,0,100,1,2,97,1,10,89,1,0,99,1,1,98,100,0,0,0,85,1,5,9,96,1,2,1,88,0,3,9,82,1,4,13,92,0,0,8,93,1,2,4,99,0,1,0,99,0,0,1,100,0,0,0,98,0,1,1,90,0,1,9,100,0,0,0,99,0,1,0,0,1,2,97,98,2,0,0,2,17,81,83,0,1,16,99,0,1,0,99,0,1,0,100,0,0,3,4,1,92,100,0,0,0,0,0,0,0,49,30,15,6,0,5,27,56,12,0,5,51,33,11,0,2,48,41,9,0,0,56,32,12,0,4,16,50,30,0,99,0,1,0,99,0,0,1,99,0,1,0,99,0,0,1,99,0,0,1,99,0,0,1,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,0,1,24,75,0,0,65,35,0,0,43,57,0,1,67,32,0,1,27,72,0,0,4,96,0,1,73,26,27,0,26,16,16,15,0,0,0,3,31,66,0,0,100,0,0,2,14,84,0,0,2,3,8,5,76,6,0,0,13,30,34,23,0,2,8,14,30,46,100,100,76,1,3,20,35,0,4,61,57,2,1,40,33,0,3,64,73,0,1,26,96,0,3,1,0,1,3,0,3,4,89,0,0,0,2,2,10,86,0,0,8,27,27,38,0,1,0,4,5,90,0,0,2,7,17,74,91,1,6,2,91,3,2,4,91,1,7,1,0,1,28,71,29,0,20,51,80,0,2,0,4,2,0,0,12,52,0,2,1,3,7,0,2,5,5,0,2,2,4,0,5,10,0,2,35,62,0,1,0,0,0,0,0,0,0,100,0,3,6,40,23,28,3,6,14,32,29,13,3,8.714285714285714,10.028111746988266,1,0,12.042105263157895,5.189834149511918,2.3626373626373627,1.3292979226016142
