ISO2,ISO_3,country_agg,age,date,first_date,count,cli,cli_weight,cliWHO,cliWHO_weight,cli_local,count_local,weight,Finished,B1_1..77,B1_1.1,B1_1.2,B1_2..77,B1_2.1,B1_2.2,B1_3..77,B1_3.1,B1_3.2,B1_4..77,B1_4.1,B1_4.2,B1_5..77,B1_5.1,B1_5.2,B1_6..77,B1_6.1,B1_6.2,B1_7..77,B1_7.1,B1_7.2,B1_8..77,B1_8.1,B1_8.2,B1_9..77,B1_9.1,B1_9.2,B1_10..77,B1_10.1,B1_10.2,B1_11..77,B1_11.1,B1_11.2,B1_12..77,B1_12.1,B1_12.2,B1_13..77,B1_13.1,B1_13.2,B1_14..77,B1_14.1,B1_14.2,B1b_x1..99,B1b_x1..77,B1b_x1.1,B1b_x1.2,B1b_x2..99,B1b_x2..77,B1b_x2.1,B1b_x2.2,B1b_x3..99,B1b_x3..77,B1b_x3.1,B1b_x3.2,B1b_x4..99,B1b_x4..77,B1b_x4.1,B1b_x4.2,B1b_x5..99,B1b_x5..77,B1b_x5.1,B1b_x5.2,B1b_x6..99,B1b_x6..77,B1b_x6.1,B1b_x6.2,B1b_x7..99,B1b_x7..77,B1b_x7.1,B1b_x7.2,B1b_x8..99,B1b_x8..77,B1b_x8.1,B1b_x8.2,B1b_x9..99,B1b_x9..77,B1b_x9.1,B1b_x9.2,B1b_x10..99,B1b_x10..77,B1b_x10.1,B1b_x10.2,B1b_x11..99,B1b_x11..77,B1b_x11.1,B1b_x11.2,B1b_x12..99,B1b_x12..77,B1b_x12.1,B1b_x12.2,B1b_x13..99,B1b_x13..77,B1b_x13.1,B1b_x13.2,B1b_x14..99,B1b_x14..77,B1b_x14.1,B1b_x14.2,B3..99,B3..77,B3.1,B3.2,B5..99,B5..77,B5.1,B5.2,B6..99,B6..77,B6.1,B6.2,B7..99,B7..77,B7.1,B7.2,B8..99,B8..77,B8.1,B8.2,B8.3,B9..99,B9.1,B9.2,B9.3,B10..99,B10..77,B10.1,B10.2,B10.3,B11..99,B11..77,B11.1,B11.2,V1..99,V1..77,V1.1,V1.2,V1.3,V2..99,V2..77,V2.1,V2.2,V2.3,V2a..99,V2a.1,V2a.2,V2a.3,V3..99,V3..77,V3.1,V3.2,V3.3,V3.4,V4_1..99,V4_1..77,V4_1.1,V4_1.2,V4_1.3,V4_2..99,V4_3..99,V4_3..77,V4_3.1,V4_3.2,V4_3.3,V4_4..99,V4_4..77,V4_4.1,V4_4.2,V4_4.3,V4_5..99,V4_5..77,V4_5.1,V4_5.2,V4_5.3,V4_6..99,V4_6..77,V4_6.1,V4_6.2,V4_6.3,V5a_1..99,V5a_1..77,V5a_1.0,V5a_1.1,V5a_2..99,V5a_2..77,V5a_2.0,V5a_2.1,V5a_3..99,V5a_3..77,V5a_3.0,V5a_3.1,V5a_4..99,V5a_4..77,V5a_4.0,V5a_4.1,V5a_5..99,V5a_5..77,V5a_5.0,V5a_5.1,V5a_6..99,V5a_6..77,V5a_6.0,V5a_6.1,V5a_7..99,V5a_7..77,V5a_7.0,V5a_7.1,V5a_8..99,V5a_8..77,V5a_8.0,V5a_8.1,V5a_9..99,V5a_9..77,V5a_9.0,V5a_9.1,V5a_10..99,V5b_1..99,V5b_1.0,V5b_1.1,V5b_2..99,V5b_2.0,V5b_2.1,V5b_3..99,V5b_3.0,V5b_3.1,V5b_4..99,V5b_4.0,V5b_4.1,V5b_5..99,V5b_5.0,V5b_5.1,V5b_6..99,V5b_6.0,V5b_6.1,V5b_7..99,V5b_7.0,V5b_7.1,V5b_8..99,V5b_8.0,V5b_8.1,V5b_9..99,V5b_9.0,V5b_9.1,V5b_10..99,V5c_1..99,V5c_1..77,V5c_1.0,V5c_1.1,V5c_2..99,V5c_2..77,V5c_2.0,V5c_2.1,V5c_3..99,V5c_3..77,V5c_3.0,V5c_3.1,V5c_4..99,V5c_4..77,V5c_4.0,V5c_4.1,V5c_5..99,V5c_5..77,V5c_5.0,V5c_5.1,V5c_6..99,V5c_6..77,V5c_6.0,V5c_6.1,V5c_7..99,V5c_7..77,V5c_7.0,V5c_7.1,V5c_8..99,V5c_8..77,V5c_8.0,V5c_8.1,V5c_9..99,V5c_9..77,V5c_9.0,V5c_9.1,V5c_10..99,V5d_1..99,V5d_1.0,V5d_1.1,V5d_2..99,V5d_2.0,V5d_2.1,V5d_3..99,V5d_3.0,V5d_3.1,V5d_4..99,V5d_4.0,V5d_5..99,V5d_5.0,V5d_5.1,V5d_6..99,V5d_6.0,V5d_6.1,V5d_7..99,V5d_7.0,V5d_8..99,V5d_8.0,V5d_9..99,V5d_9.0,V5d_10..99,V6_1..99,V6_1.0,V6_1.1,V6_2..99,V6_2.0,V6_2.1,V6_3..99,V6_3.0,V6_3.1,V6_4..99,V6_4.0,V6_4.1,V6_5..99,V6_5.0,V6_5.1,V6_6..99,V6_6.0,V6_6.1,V6_7..99,V6_7.0,V6_7.1,V9..99,V9..77,V9.1,V9.2,V9.3,V9.4,V10_1..99,V10_1..77,V10_1.0,V10_1.1,V10_2..99,V10_2..77,V10_2.0,V10_2.1,V10_3..99,V10_3..77,V10_3.0,V10_3.1,V10_4..99,V10_4..77,V10_4.0,V10_4.1,V10_5..99,V10_5..77,V10_5.0,V10_5.1,V10_6..99,V10_6..77,V10_6.0,V10_6.1,V10_7..99,V10_7..77,V10_7.0,V10_7.1,V10_8..99,V10_8..77,V10_8.0,V10_8.1,V10_9..99,V10_9..77,V10_9.0,V10_9.1,V10_10..99,V10_10..77,V10_10.0,V10_10.1,V11..99,V11..77,V11.1,V11.2,V12..99,V12..77,V12.1,V12.2,V13..99,V15..99,V16..99,B12_1..99,B12_1..77,B12_1.1,B12_1.2,B12_2..99,B12_2..77,B12_2.1,B12_2.2,B12_3..99,B12_3..77,B12_3.1,B12_3.2,B12_4..99,B12_4..77,B12_4.1,B12_4.2,B12_5..99,B12_5..77,B12_5.1,B12_5.2,B12_6..99,B12_6..77,B12_6.1,B12_6.2,B13_1..99,B13_1..77,B13_1.1,B13_1.2,B13_2..99,B13_2..77,B13_2.1,B13_2.2,B13_3..99,B13_3..77,B13_3.1,B13_3.2,B13_4..99,B13_4..77,B13_4.1,B13_4.2,B13_5..99,B13_5..77,B13_5.1,B13_5.2,B13_6..99,B13_6..77,B13_6.1,B13_6.2,B13_7..99,B13_7..77,B13_7.1,B13_7.2,B14_1..99,B14_1..77,B14_1.1,B14_1.2,B14_2..99,B14_2..77,B14_2.1,B14_2.2,B14_3..99,B14_3..77,B14_3.1,B14_3.2,B14_4..99,B14_4..77,B14_4.1,B14_4.2,B14_5..99,B14_5..77,B14_5.1,B14_5.2,C0_1..99,C0_1..77,C0_1.1,C0_1.2,C0_2..99,C0_2..77,C0_2.1,C0_2.2,C0_3..99,C0_3..77,C0_3.1,C0_3.2,C0_4..99,C0_4..77,C0_4.1,C0_4.2,C0_5..99,C0_5..77,C0_5.1,C0_5.2,C0_6..99,C0_6..77,C0_6.1,C0_6.2,C1_m..99,C1_m..77,C1_m.1,C1_m.2,C2..99,C2..77,C2.1,C2.2,C2.3,C2.4,C7..99,C7..77,C7.1,C7.2,C7.3,C7.4,C8..99,C8..77,C8.1,C8.2,C3..99,C3..77,C3.1,C3.2,C5..99,C5..77,C5.1,C5.2,C5.3,C5.4,C5.5,C5.6,C6..99,C6..77,C6.1,C6.2,C6.3,C6.4,C14..99,C14..77,C14.1,C14.2,C14.3,C14.4,C9..99,C9a..99,C12..99,C13_1..99,C13_1..77,C13_1.1,C13_1.2,C13_2..99,C13_2..77,C13_2.1,C13_2.2,C13_3..99,C13_3..77,C13_3.1,C13_3.2,C13_4..99,C13_4..77,C13_4.1,C13_4.2,C13_5..99,C13_5..77,C13_5.1,C13_5.2,C13_6..99,C13_6..77,C13_6.1,C13_6.2,D1..99,D1..77,D1.1,D1.2,D1.3,D1.4,D1.5,D2..99,D2..77,D2.1,D2.2,D2.3,D2.4,D2.5,D3..99,D3..77,D3.1,D3.2,D3.3,D3.4,D4..99,D4..77,D4.1,D4.2,D4.3,D4.4,D5..99,D5..77,D5.1,D5.2,D5.3,D5.4,D6_1..99,D6_1..77,D6_1.1,D6_1.2,D6_2..99,D6_2..77,D6_2.1,D6_2.2,D6_3..99,D6_3..77,D6_3.1,D6_3.2,D7..99,D7..77,D7.1,D7.2,D8..99,D8..77,D8.1,D8.2,D9..99,D9..77,D9.1,D9.2,D9.3,D9.4,D9.5,D9.6,D9.7,D10..99,D10..77,D10.1,D10.2,D10.3,D10.4,D10.5,D10.6,D10.7,D10.8,D10.9,D10.10,D10.11,D10.12,D10.13,D10.14,D10.15,E3..99,E3..77,E3.1,E3.2,E3.3,E3.4,E4..99,E4..77,E4.1,E4.2,E4.3,E4.4,E4.5,E4.6,E4.7,E2..99,E2..77,E2.1,E2.2,E2.3,E7..99,E7..77,E7.1,E7.2,E7.3,E7.4,E7.5,B2.mean,B2.sd,B4.mean,B4.sd,E6.mean,E6.sd,E5.mean,E5.sd
CD,COD,Democratic Republic of the Congo,-99,2021-02-11,2021-02-06,100,7,6313434.061770107,4,1616585.75842584,24,80,58496786.71812032,0,13,8,79,10,20,70,12,7,81,12,14,74,11,14,75,13,11,76,10,8,82,12,5,83,13,6,81,12,6,82,14,4,82,10,17,73,13,7,80,12,13,75,92,2,2,4,80,2,5,13,93,2,3,2,86,2,6,6,86,1,4,9,89,1,3,7,92,0,4,4,95,1,2,2,94,0,3,3,94,1,4,1,96,1,2,1,83,0,7,10,93,1,3,3,87,0,9,4,20,0,14,66,87,0,7,6,23,0,23,54,77,0,11,12,89,0,0,10,1,89,4,6,1,96,0,2,2,0,36,2,18,44,26,1,0,71,2,100,0,0,0,0,100,0,0,0,27,0,14,15,12,32,33,16,12,13,26,100,33,14,15,12,26,33,15,14,11,27,33,17,7,9,34,33,13,17,10,27,70,0,19,11,70,0,21,9,70,0,19,11,70,0,22,8,70,0,20,10,70,0,25,5,70,0,29,1,70,0,26,4,70,0,23,7,0,88,9,3,88,7,5,88,11,1,88,12,0,88,7,5,88,9,3,88,12,0,88,12,0,88,8,4,0,85,0,7,8,85,0,9,6,85,0,14,1,85,0,14,1,85,0,7,8,85,0,11,4,85,0,14,1,85,0,15,0,85,0,13,2,0,100,0,0,100,0,0,100,0,0,100,0,100,0,0,100,0,0,100,0,100,0,100,0,0,87,11,2,87,11,2,87,9,4,87,6,7,87,10,3,87,6,7,87,8,5,38,2,35,9,5,11,39,2,54,5,39,2,57,2,39,2,57,2,39,2,55,4,39,2,57,2,39,2,57,2,39,2,58,1,39,2,56,3,39,2,55,4,39,2,13,46,100,0,0,0,100,0,0,0,0,0,0,82,10,4,4,82,9,8,1,82,6,9,3,82,9,3,6,82,10,6,2,82,8,4,6,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,42,6,34,18,42,7,33,18,42,9,23,26,42,8,30,20,42,6,22,30,42,4,31,23,50,0,26,24,74,0,9,10,1,6,54,1,3,7,19,16,54,2,40,4,59,1,13,27,59,0,14,11,3,8,2,3,59,1,12,8,10,10,60,0,13,15,9,3,100,100,100,68,0,27,5,70,1,21,8,80,0,10,10,74,0,14,12,80,1,11,8,72,0,22,6,63,0,0,2,4,9,22,63,0,0,3,4,8,22,69,1,16,4,4,6,69,0,14,4,6,7,69,1,18,5,4,3,80,4,14,2,80,5,7,8,80,3,13,4,72,1,15,12,88,1,6,5,95,0,2,0,0,0,0,0,3,81,0,0,1,0,0,0,0,4,4,0,1,0,1,0,2,6,100,0,0,0,0,0,100,0,0,0,0,0,0,0,0,100,0,0,0,0,100,0,0,0,0,0,0,4.066666666666666,3.8500634417821122,2.25,1.4880476182856899,0,0,0,0
CD,COD,Democratic Republic of the Congo,-99,2021-02-12,2021-02-08,100,7,3272911.373807362,3,1162315.352246662,29,83,49638602.50929411,0,8,9,83,6,17,77,6,6,88,8,16,76,8,14,78,8,14,78,8,7,85,8,5,87,8,4,88,8,5,87,10,5,85,8,18,74,9,5,86,8,13,79,91,2,5,2,83,2,5,10,94,2,3,1,84,2,5,9,86,1,6,7,86,1,3,10,93,0,3,4,95,1,2,2,96,0,3,1,95,1,3,1,95,1,2,2,82,0,8,10,95,1,2,2,87,0,9,4,16,1,15,68,86,0,7,7,18,0,27,55,73,0,12,15,88,0,0,11,1,88,5,6,1,95,0,2,3,0,31,2,18,49,23,1,1,74,1,99,0,0,1,0,100,0,0,0,25,0,13,17,13,32,33,15,13,12,27,100,33,16,15,13,23,33,15,16,10,26,33,19,9,8,31,33,14,18,10,25,72,0,17,11,72,0,20,8,72,0,18,10,72,0,22,6,72,0,19,9,72,0,22,6,72,0,27,1,72,0,21,7,72,0,21,7,0,87,10,3,87,9,4,87,11,2,87,13,0,87,6,7,87,10,3,87,13,0,87,13,0,87,10,3,0,83,0,9,8,83,0,9,8,83,0,15,2,83,0,16,1,83,0,6,11,83,0,12,5,83,0,15,2,83,0,17,0,83,0,14,3,0,100,0,0,100,0,0,100,0,0,100,0,100,0,0,100,0,0,100,0,100,0,100,0,0,86,13,1,86,9,5,86,7,7,86,6,8,86,12,2,86,9,5,86,9,5,35,2,32,11,6,14,36,1,58,5,36,1,60,3,36,1,60,3,36,1,57,6,36,1,59,4,36,1,61,2,36,1,62,1,36,1,60,3,36,1,58,5,36,1,16,47,100,0,0,0,100,0,0,0,0,0,0,84,10,2,4,84,8,7,1,84,7,7,2,84,9,2,5,84,9,5,2,84,7,4,5,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,38,5,41,16,38,6,32,24,38,8,26,28,38,6,35,21,38,6,21,35,38,5,33,24,45,1,29,25,71,0,12,10,2,5,50,1,2,9,14,24,50,1,48,1,55,1,17,27,55,0,17,11,5,8,2,2,55,1,12,6,13,13,56,0,13,19,8,4,100,100,100,61,0,33,6,71,1,23,5,77,0,15,8,69,0,20,11,81,1,14,4,70,0,26,4,58,0,0,2,4,9,27,58,1,0,3,6,7,25,66,1,14,7,6,6,66,0,14,5,7,8,66,0,21,4,3,6,77,3,16,4,77,4,9,10,77,2,15,6,69,0,19,12,88,1,5,6,96,0,2,0,0,0,0,0,2,78,0,1,1,0,0,0,0,4,3,0,3,0,1,0,3,6,100,0,0,0,0,0,100,0,0,0,0,0,0,0,0,100,0,0,0,0,100,0,0,0,0,0,0,3.823529411764706,3.6387692577614676,2.4,1.429840705968481,0,0,0,0
CD,COD,Democratic Republic of the Congo,-99,2021-02-13,2021-02-09,100,6,3167858.317355415,3,1162315.352246662,30,80,53477571.63279703,0,7,10,83,6,14,80,6,4,90,6,18,76,6,12,82,8,12,80,7,6,87,6,3,91,7,4,89,8,5,87,8,4,88,6,18,76,8,4,88,6,12,82,90,2,6,2,86,2,5,7,96,1,2,1,82,2,4,12,88,0,5,7,88,1,2,9,94,0,3,3,97,0,2,1,96,0,3,1,95,1,3,1,96,1,2,1,82,0,9,9,96,1,2,1,88,0,9,3,19,1,15,65,86,0,8,6,20,0,30,50,70,0,9,21,91,0,0,8,1,91,3,5,1,97,0,0,3,0,29,3,19,49,25,1,2,72,0,99,0,0,1,0,100,0,0,0,28,0,10,14,14,34,43,9,10,14,24,100,43,13,11,9,24,43,10,14,9,24,43,14,9,8,26,43,10,14,10,23,72,0,14,14,72,0,20,8,72,0,15,13,72,0,21,7,72,0,17,11,72,0,22,6,72,0,27,1,72,0,23,5,72,0,24,4,0,86,11,3,86,9,5,86,12,2,86,14,0,86,5,9,86,10,4,86,14,0,86,14,0,86,12,2,0,86,0,8,6,86,0,8,6,86,0,13,1,86,0,14,0,86,0,4,10,86,0,9,5,86,0,13,1,86,0,14,0,86,0,13,1,0,100,0,0,100,0,0,100,0,0,100,0,100,0,0,100,0,0,100,0,100,0,100,0,0,85,13,2,85,10,5,85,8,7,85,4,11,85,10,5,85,11,4,85,12,3,43,1,29,9,5,13,44,1,50,5,44,1,52,3,44,1,53,2,44,1,51,4,44,1,50,5,44,1,55,0,44,1,55,0,44,1,55,0,44,1,52,3,44,1,12,43,100,0,0,0,100,0,0,0,0,0,0,83,12,0,5,83,11,2,4,83,8,8,1,83,8,3,6,83,11,3,3,83,9,4,4,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,45,3,38,14,45,4,29,22,45,5,21,29,45,4,28,23,45,4,20,31,45,5,25,25,49,1,21,29,79,0,10,5,2,4,54,1,1,10,13,21,54,3,42,1,59,0,13,28,59,0,15,10,6,6,2,2,59,1,14,6,10,10,61,0,12,17,6,4,100,100,100,64,2,30,4,73,2,20,5,81,3,12,4,74,1,19,6,82,2,13,3,76,1,19,4,62,0,0,1,4,8,25,62,1,0,2,4,8,23,66,1,10,6,9,8,66,0,10,5,9,10,66,0,16,7,5,6,79,2,13,6,79,2,8,11,79,1,11,9,70,0,16,14,86,0,4,10,98,0,0,0,0,0,0,0,2,83,0,1,1,0,1,0,0,5,2,0,2,0,0,0,2,3,100,0,0,0,0,0,100,0,0,0,0,0,0,0,0,100,0,0,0,0,100,0,0,0,0,0,0,3.75,3.2617309651301545,2.1666666666666665,1.6966991126265965,0,0,0,0
CD,COD,Democratic Republic of the Congo,-99,2021-02-14,2021-02-10,100,4,2187574.967129522,1,182032.002020769,26,81,53376069.52479593,0,8,8,84,7,13,80,6,3,91,8,16,76,6,10,84,9,15,76,8,5,87,7,3,90,8,3,89,9,5,86,8,6,86,8,15,77,8,4,88,6,12,82,92,1,7,0,87,2,5,6,97,1,1,1,84,1,4,11,90,0,4,6,85,2,3,10,95,0,1,4,97,0,1,2,97,0,2,1,95,1,2,2,94,2,3,1,85,0,8,7,96,1,2,1,88,0,9,3,18,1,13,68,87,0,7,6,18,0,33,49,67,0,12,21,88,0,0,11,1,88,4,7,1,97,0,0,3,0,30,3,21,46,24,1,2,73,0,99,0,0,1,0,100,0,0,0,27,0,9,15,14,35,47,8,10,15,20,100,47,11,12,8,22,47,9,14,8,22,47,15,8,7,23,47,11,14,8,20,72,0,17,11,72,0,20,8,72,0,16,12,72,0,24,4,72,0,16,12,72,0,22,6,72,0,27,1,72,0,24,4,72,0,24,4,0,86,9,5,86,7,7,86,11,3,86,14,0,86,4,10,86,11,3,86,13,1,86,14,0,86,12,2,0,85,0,8,7,85,0,9,6,85,0,13,2,85,0,15,0,85,0,5,10,85,0,9,6,85,0,14,1,85,0,15,0,85,0,14,1,0,100,0,0,100,0,0,100,0,0,100,0,100,0,0,100,0,0,100,0,100,0,100,0,0,84,15,1,84,9,7,84,8,8,84,5,11,84,12,4,84,12,4,84,14,2,46,1,25,10,6,12,47,1,49,3,47,1,49,3,47,1,51,1,47,1,47,5,47,1,46,6,47,1,52,0,47,1,52,0,47,1,52,0,47,1,51,1,47,1,10,42,100,0,0,0,100,0,0,0,0,0,0,81,12,0,7,81,11,1,7,81,8,9,2,81,10,3,6,81,11,2,6,81,9,3,7,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,49,2,35,14,49,2,26,23,49,3,18,30,49,3,23,25,49,3,17,31,49,4,21,26,53,1,16,30,84,0,10,2,1,3,58,0,1,9,11,21,58,3,39,0,61,0,11,28,61,0,16,10,5,4,2,2,61,1,17,6,7,8,63,0,12,16,5,4,100,100,100,68,2,25,5,77,2,15,6,85,3,9,3,80,1,16,3,86,1,11,2,80,1,17,2,65,0,0,1,5,6,23,65,2,0,2,4,7,20,70,1,9,4,8,8,70,0,7,3,9,11,70,0,11,6,6,7,84,1,8,7,84,2,6,8,84,1,8,7,73,0,13,14,86,0,5,9,97,0,0,0,0,0,0,0,3,84,0,1,1,1,1,0,0,4,0,0,2,0,2,0,1,3,100,0,0,0,0,0,100,0,0,0,0,0,0,0,0,100,0,0,0,0,100,0,0,0,0,0,0,2.8333333333333335,2.30566518688707,2.090909090909091,1.8140862964338522,0,0,0,0
CD,COD,Democratic Republic of the Congo,-99,2021-02-15,2021-02-11,100,5,2783433.858487642,1,1219867.73192643,21,80,54270399.40570635,0,9,10,81,11,10,79,11,1,88,10,17,73,6,11,83,11,14,75,11,6,83,10,6,84,8,4,88,10,9,81,11,6,83,10,15,75,10,3,87,9,12,79,90,1,9,0,90,0,6,4,99,0,0,1,83,0,4,13,89,0,5,6,86,1,4,9,94,0,1,5,94,1,1,4,96,0,3,1,91,1,3,5,94,1,4,1,85,0,9,6,97,0,2,1,88,0,8,4,19,1,11,69,90,0,5,5,20,0,34,46,66,0,14,20,86,0,0,13,1,86,5,8,1,96,0,1,3,0,34,2,23,41,26,0,3,70,1,98,1,0,1,0,99,0,0,1,30,0,10,13,14,33,46,11,9,13,21,100,46,12,13,7,22,46,10,14,9,21,46,14,9,6,25,46,11,14,9,20,72,0,16,12,72,0,19,9,72,0,15,13,72,0,23,5,72,0,18,10,72,0,21,7,72,0,27,1,72,0,24,4,72,0,25,3,0,86,8,6,86,7,7,86,10,4,86,14,0,86,4,10,86,12,2,86,12,2,86,14,0,86,12,2,0,87,0,8,5,87,0,10,3,87,0,11,2,87,0,13,0,87,0,4,9,87,0,10,3,87,0,12,1,87,0,13,0,87,0,11,2,0,99,1,0,99,0,1,99,1,0,99,1,99,1,0,99,1,0,99,1,99,1,99,1,0,83,16,1,83,9,8,83,8,9,83,6,11,83,12,5,83,13,4,83,15,2,44,0,27,9,8,12,46,1,51,2,46,1,51,2,46,1,52,1,46,1,48,5,46,1,49,4,46,1,53,0,46,1,53,0,46,1,53,0,46,1,52,1,46,1,8,45,100,0,0,0,100,0,0,0,0,0,0,79,15,0,6,79,14,1,6,79,10,9,2,79,12,4,5,79,14,1,6,79,12,3,6,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,47,4,34,15,47,6,25,22,47,5,21,27,47,6,22,25,47,6,18,29,47,6,22,25,49,1,21,29,79,1,13,2,1,4,54,3,1,10,8,24,54,3,42,1,60,0,9,31,60,0,19,9,5,4,2,1,60,1,18,7,7,7,62,0,12,15,7,4,100,100,100,67,2,25,6,76,2,16,6,80,3,13,4,79,1,15,5,83,1,13,3,78,1,19,2,64,0,1,1,6,9,19,64,2,0,1,7,8,18,68,0,9,5,8,10,68,0,8,2,9,13,68,0,13,6,7,6,81,1,11,7,81,2,7,10,81,2,8,9,70,0,15,15,85,0,5,10,97,0,0,0,0,0,0,1,2,82,0,1,0,2,1,1,0,5,1,0,2,0,2,0,1,2,100,0,0,0,0,0,100,0,0,0,0,0,0,0,0,100,0,0,0,0,100,0,0,0,0,0,0,3.206896551724138,2.425744515236914,2,1.8708286933869709,0,0,0,0
CD,COD,Democratic Republic of the Congo,-99,2021-02-16,2021-02-13,100,5,3175091.337842732,2,1952530.102723898,15,76,53184457.384735115,0,11,14,75,13,13,74,13,2,85,11,28,61,8,13,79,13,19,68,13,9,78,13,9,78,11,4,85,13,11,76,13,11,76,12,22,66,14,4,82,12,19,69,86,3,7,4,87,2,6,5,98,0,0,2,72,4,12,12,87,2,5,6,81,3,7,9,91,1,4,4,91,3,1,5,96,0,2,2,89,2,5,4,89,2,8,1,78,4,10,8,96,0,4,0,81,2,12,5,24,0,9,67,93,0,3,4,26,0,28,46,72,0,12,16,88,0,1,11,0,88,4,8,0,97,0,1,2,0,38,3,30,29,28,0,3,66,3,98,1,1,0,0,98,0,1,1,34,0,9,17,12,28,50,15,8,12,15,100,50,12,15,7,16,50,12,12,11,15,50,15,7,6,22,50,13,13,9,15,74,0,15,11,74,0,19,7,74,0,16,10,74,0,21,5,74,0,16,10,74,0,22,4,74,0,26,0,74,0,24,2,74,0,23,3,0,88,5,7,88,5,7,88,7,5,88,11,1,88,2,10,88,9,3,88,9,3,88,11,1,88,10,2,0,83,1,8,8,83,1,12,4,83,1,15,1,83,1,16,0,83,1,5,11,83,1,11,5,83,1,15,1,83,1,16,0,83,1,15,1,0,99,1,0,99,0,1,99,1,0,99,1,99,1,0,99,1,0,99,1,99,1,99,1,0,88,11,1,88,8,4,88,7,5,88,5,7,88,8,4,88,8,4,88,11,1,49,0,26,7,9,9,52,2,44,2,52,2,46,0,52,2,46,0,52,2,42,4,52,2,41,5,52,2,46,0,52,2,46,0,52,2,46,0,52,2,46,0,52,2,9,37,100,0,0,0,100,0,0,0,0,0,0,71,20,1,8,71,17,4,8,71,12,15,2,71,18,4,7,71,18,4,7,71,18,3,8,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,54,6,28,12,54,8,24,14,54,6,19,21,54,8,19,19,54,7,19,20,54,6,25,15,57,1,22,20,78,1,11,2,2,6,60,3,1,8,6,22,60,2,37,1,67,0,10,23,67,0,13,9,5,4,1,1,67,0,14,7,7,5,69,0,11,10,9,1,100,100,100,73,2,19,6,78,2,13,7,83,2,7,8,83,1,10,6,83,1,10,6,76,1,18,5,71,0,2,0,6,9,12,71,1,0,1,7,7,13,75,2,11,4,4,4,75,1,13,1,3,7,75,1,12,4,4,4,84,1,10,5,84,2,7,7,84,3,7,6,76,0,12,12,88,0,5,7,96,0,0,0,0,0,1,1,2,85,0,1,2,2,0,1,0,4,1,0,0,0,4,0,0,0,100,0,0,0,0,0,100,0,0,0,0,0,0,0,0,100,0,0,0,0,100,0,0,0,0,0,0,4.7105263157894735,3.152929952135401,2,1.8708286933869709,0,0,0,0
