ISO2,ISO_3,country_agg,age,date,first_date,count,cli,cli_weight,cliWHO,cliWHO_weight,cli_local,count_local,weight,Finished,B1_1..77,B1_1.1,B1_1.2,B1_2..77,B1_2.1,B1_2.2,B1_3..77,B1_3.1,B1_3.2,B1_4..77,B1_4.1,B1_4.2,B1_5..77,B1_5.1,B1_5.2,B1_6..77,B1_6.1,B1_6.2,B1_7..77,B1_7.1,B1_7.2,B1_8..77,B1_8.1,B1_8.2,B1_9..77,B1_9.1,B1_9.2,B1_10..77,B1_10.1,B1_10.2,B1_11..77,B1_11.1,B1_11.2,B1_12..77,B1_12.1,B1_12.2,B1_13..77,B1_13.1,B1_13.2,B1_14..77,B1_14.1,B1_14.2,B1b_x1..99,B1b_x1..77,B1b_x1.1,B1b_x1.2,B1b_x2..99,B1b_x2..77,B1b_x2.1,B1b_x2.2,B1b_x3..99,B1b_x3..77,B1b_x3.1,B1b_x3.2,B1b_x4..99,B1b_x4..77,B1b_x4.1,B1b_x4.2,B1b_x5..99,B1b_x5..77,B1b_x5.1,B1b_x5.2,B1b_x6..99,B1b_x6..77,B1b_x6.1,B1b_x6.2,B1b_x7..99,B1b_x7..77,B1b_x7.1,B1b_x7.2,B1b_x8..99,B1b_x8..77,B1b_x8.1,B1b_x8.2,B1b_x9..99,B1b_x9..77,B1b_x9.1,B1b_x9.2,B1b_x10..99,B1b_x10..77,B1b_x10.1,B1b_x10.2,B1b_x11..99,B1b_x11..77,B1b_x11.1,B1b_x11.2,B1b_x12..99,B1b_x12..77,B1b_x12.1,B1b_x12.2,B1b_x13..99,B1b_x13..77,B1b_x13.1,B1b_x13.2,B1b_x14..99,B1b_x14..77,B1b_x14.1,B1b_x14.2,B3..99,B3..77,B3.1,B3.2,B5..99,B5..77,B5.1,B5.2,B6..99,B6..77,B6.1,B6.2,B7..99,B7..77,B7.1,B7.2,B8..99,B8..77,B8.1,B8.2,B8.3,B9..99,B9..77,B9.1,B9.2,B10..99,B10.1,B10.2,B10.3,B11..99,B11..77,B11.1,B11.2,V1..99,V1..77,V1.1,V1.2,V1.3,V2..99,V3..99,V3..77,V3.1,V3.2,V3.3,V3.4,V4_1..99,V4_1..77,V4_1.1,V4_1.2,V4_1.3,V4_2..99,V4_2..77,V4_2.1,V4_2.2,V4_2.3,V4_3..99,V4_3..77,V4_3.1,V4_3.2,V4_3.3,V4_4..99,V4_4..77,V4_4.1,V4_4.2,V4_4.3,V4_5..99,V4_5..77,V4_5.1,V4_5.2,V4_5.3,V9..99,B12_1..99,B12_1..77,B12_1.1,B12_1.2,B12_2..99,B12_2..77,B12_2.1,B12_2.2,B12_3..99,B12_3..77,B12_3.1,B12_3.2,B12_4..99,B12_4..77,B12_4.1,B12_4.2,B12_5..99,B12_5..77,B12_5.1,B12_5.2,B12_6..99,B12_6..77,B12_6.1,B12_6.2,B13_1..99,B13_1..77,B13_1.1,B13_1.2,B13_2..99,B13_2..77,B13_2.1,B13_2.2,B13_3..99,B13_3..77,B13_3.1,B13_3.2,B13_4..99,B13_4..77,B13_4.1,B13_4.2,B13_5..99,B13_5..77,B13_5.1,B13_5.2,B13_6..99,B13_6..77,B13_6.1,B13_6.2,B13_7..99,B13_7..77,B13_7.1,B13_7.2,B14_1..99,B14_1..77,B14_1.1,B14_1.2,B14_2..99,B14_2..77,B14_2.1,B14_2.2,B14_3..99,B14_3..77,B14_3.1,B14_3.2,B14_4..99,B14_4..77,B14_4.1,B14_4.2,B14_5..99,B14_5..77,B14_5.1,B14_5.2,C0_1..99,C0_1..77,C0_1.1,C0_1.2,C0_2..99,C0_2..77,C0_2.1,C0_2.2,C0_3..99,C0_3..77,C0_3.1,C0_3.2,C0_4..99,C0_4..77,C0_4.1,C0_4.2,C0_5..99,C0_5..77,C0_5.1,C0_5.2,C0_6..99,C0_6..77,C0_6.1,C0_6.2,C1_m..99,C1_m..77,C1_m.1,C1_m.2,C2..99,C2..77,C2.1,C2.2,C2.3,C2.4,C7..99,C7..77,C7.1,C7.2,C7.3,C7.4,C8..99,C8..77,C8.1,C8.2,C3..99,C3..77,C3.1,C3.2,C5..99,C5..77,C5.1,C5.2,C5.3,C5.4,C5.5,C5.6,C6..99,C6..77,C6.1,C6.2,C6.3,C6.4,C14..99,C14..77,C14.1,C14.2,C14.3,C14.4,C9..99,C9..77,C9.1,C9.2,C9.3,C12..99,C12..77,C12.1,C12.2,C12.3,C13_1..99,C13_1..77,C13_1.1,C13_1.2,C13_2..99,C13_2..77,C13_2.1,C13_2.2,C13_3..99,C13_3..77,C13_3.1,C13_3.2,C13_4..99,C13_4..77,C13_4.1,C13_4.2,C13_5..99,C13_5..77,C13_5.1,C13_5.2,C13_6..99,C13_6..77,C13_6.1,C13_6.2,D1..99,D1..77,D1.1,D1.2,D1.3,D1.4,D1.5,D2..99,D2..77,D2.1,D2.2,D2.3,D2.4,D2.5,D3..99,D3..77,D3.1,D3.2,D3.3,D3.4,D4..99,D4..77,D4.1,D4.2,D4.3,D4.4,D5..99,D5..77,D5.1,D5.2,D5.3,D5.4,D6_1..99,D6_1..77,D6_1.1,D6_1.2,D6_2..99,D6_2..77,D6_2.1,D6_2.2,D6_3..99,D6_3..77,D6_3.1,D6_3.2,D7..99,D7..77,D7.1,D7.2,D8..99,D8..77,D8.1,D8.2,D9..99,D9..77,D9.1,D9.2,D9.3,D9.4,D9.5,D9.6,D9.7,D10..99,D10..77,D10.1,D10.2,D10.3,D10.4,D10.5,D10.6,D10.7,D10.8,D10.9,D10.10,D10.11,D10.12,D10.13,D10.14,D10.15,E3..99,E3..77,E3.1,E3.2,E3.3,E3.4,E4..99,E4..77,E4.1,E4.2,E4.3,E4.4,E4.5,E4.6,E4.7,E2..99,E2..77,E2.1,E2.2,E2.3,E7..99,E7..77,E7.1,E7.2,E7.3,E7.4,E7.5,B2.mean,B2.sd,B4.mean,B4.sd,E6.mean,E6.sd,E5.mean,E5.sd
DK,DNK,Denmark,6,2020-12-23,2020-12-23,223,0,0,0,0,36,222,574222.9528836511,217,1,1,221,1,20,202,1,8,214,1,11,211,1,23,199,1,15,207,1,6,216,1,4,218,1,4,218,1,2,220,1,5,217,1,20,202,1,3,219,1,5,217,222,0,0,1,203,0,3,17,215,0,2,6,212,0,4,7,200,0,2,21,208,0,5,10,217,0,0,6,219,0,1,3,219,0,3,1,221,0,0,2,218,0,3,2,203,0,5,15,220,0,1,2,218,0,1,4,0,1,20,202,203,0,2,18,0,5,131,87,92,1,48,82,175,0,0,44,4,175,0,0,48,223,0,0,0,54,2,9,158,223,0,0,0,0,0,0,0,177,39,3,4,0,19,61,133,10,0,21,96,100,6,0,27,79,107,10,0,14,110,94,5,0,27,39,136,21,0,214,1,4,4,214,2,2,5,214,2,2,5,214,2,2,5,214,2,0,7,214,2,0,7,223,0,0,0,223,0,0,0,223,0,0,0,223,0,0,0,223,0,0,0,223,0,0,0,223,0,0,0,223,0,0,0,223,0,0,0,223,0,0,0,223,0,0,0,223,0,0,0,0,0,21,202,0,0,165,58,0,1,10,212,0,0,118,105,0,0,2,221,0,0,13,210,0,1,107,115,116,0,86,21,0,0,0,0,0,3,50,170,0,2,221,0,0,2,43,178,0,0,30,64,88,32,6,3,0,0,47,69,90,17,0,2,49,116,49,7,0,0,182,41,0,0,1,129,92,1,202,2,12,7,58,3,161,1,213,1,8,1,105,3,38,77,221,0,1,1,210,1,11,1,0,0,0,0,4,28,191,0,0,0,0,5,38,180,0,1,43,95,71,13,0,0,0,0,18,205,0,1,1,5,26,190,217,1,2,3,217,1,0,5,217,1,0,5,0,1,31,191,32,1,22,168,201,1,2,0,0,3,1,1,14,170,0,0,5,7,3,0,3,7,1,0,0,3,3,2,5,14,0,4,105,114,0,0,0,0,0,0,0,0,0,223,0,3,8,96,62,54,3,4,135,44,26,8,3,8.59322033898305,9.700904053262958,1.941176470588235,0.9663454503498036,7.2785714285714285,5.146399108769119,1.6308411214953271,0.7867340483937522
DK,DNK,Denmark,7,2020-12-23,2020-12-22,100,0,0,0,0,17,100,241752.85877301518,98,1,0,99,1,14,85,1,4,95,0,6,94,0,20,80,1,7,92,0,5,95,0,1,99,1,2,97,1,3,96,1,4,95,0,3,97,0,1,99,0,4,96,100,0,0,0,86,0,5,9,96,0,0,4,94,1,2,3,80,1,5,14,93,0,0,7,95,0,1,4,99,0,1,0,98,0,1,1,97,0,1,2,96,0,2,2,97,0,2,1,99,0,1,0,96,1,1,2,0,0,7,93,93,0,0,7,0,7,57,36,43,1,19,37,81,0,0,18,1,81,0,0,19,100,0,0,0,27,1,7,65,100,0,0,0,0,0,0,0,80,14,6,0,0,13,32,49,6,0,16,43,38,3,0,22,36,36,6,0,13,52,33,2,0,22,20,45,13,0,93,1,2,4,93,2,2,3,93,3,1,3,93,3,1,3,93,2,1,4,93,2,0,5,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,0,2,3,95,0,2,61,37,0,2,2,96,0,1,47,52,0,2,1,97,0,1,5,94,0,0,42,58,58,0,28,12,2,0,0,0,0,2,30,68,0,0,100,0,0,3,20,77,0,0,22,26,30,15,2,5,0,0,29,38,25,8,0,5,18,53,16,8,0,0,87,11,2,0,2,67,28,3,97,0,3,0,39,0,61,0,98,0,2,0,53,1,22,24,99,0,1,0,95,0,4,1,0,1,0,0,3,11,85,0,0,0,2,3,19,76,0,2,26,41,24,7,0,0,0,2,9,89,0,0,0,4,15,81,96,2,2,0,96,2,1,1,96,1,2,1,0,1,6,93,7,2,6,85,94,0,1,0,0,0,0,0,5,88,0,1,0,1,1,1,0,1,1,0,0,2,0,0,1,3,0,7,52,41,0,0,0,0,0,0,0,0,0,0,100,1,6,38,25,30,1,5,69,16,6,2,1,9.785714285714286,9.852080595665672,2.6666666666666665,1.6329931618554518,7.3478260869565215,5.419611888721086,1.5747126436781607,0.9600409863833694
DK,DNK,Denmark,-99,2020-12-24,2020-12-24,138,1,8933.899957318159,1,8933.899957318159,49,116,603949.1948242715,0,2,1,135,3,21,114,2,11,125,2,17,119,2,29,107,2,14,122,2,11,125,2,7,129,1,8,129,2,8,128,2,7,129,2,20,116,2,0,136,2,18,118,137,1,0,0,117,4,5,12,127,2,7,2,121,2,6,9,109,4,5,20,124,1,4,9,127,2,2,7,131,0,5,2,130,0,4,4,130,3,2,3,131,2,2,3,118,2,7,11,138,0,0,0,120,3,8,7,21,1,26,90,114,0,4,20,24,1,73,40,66,0,33,39,105,0,1,32,0,105,0,1,32,137,1,0,0,59,2,12,65,138,0,0,0,0,0,33,1,61,31,7,5,54,3,35,39,7,54,4,44,30,6,54,3,43,30,8,54,4,49,26,5,54,7,23,33,21,0,128,4,2,4,128,3,2,5,128,5,1,4,128,4,2,4,128,4,2,4,128,4,1,5,138,0,0,0,138,0,0,0,138,0,0,0,138,0,0,0,138,0,0,0,138,0,0,0,138,0,0,0,138,0,0,0,138,0,0,0,138,0,0,0,138,0,0,0,138,0,0,0,65,2,21,50,65,0,48,25,65,1,5,67,65,0,48,25,65,2,3,68,65,0,11,62,73,0,45,20,93,0,28,15,2,0,75,2,0,0,15,46,75,0,63,0,84,1,5,48,84,0,14,19,11,10,0,0,84,0,7,15,20,12,85,1,10,23,16,3,87,0,20,29,2,95,1,12,26,4,119,1,11,7,92,1,43,2,133,0,3,2,93,2,14,29,135,0,2,1,128,1,8,1,102,0,0,0,0,7,29,102,0,0,0,3,10,23,106,0,5,13,13,1,106,0,0,0,3,29,106,0,1,1,6,24,137,0,0,1,137,1,0,0,137,0,0,1,109,0,7,22,116,1,11,10,138,0,0,0,0,0,0,0,0,132,0,1,1,0,0,0,1,0,1,0,0,0,0,0,1,1,138,0,0,0,0,0,138,0,0,0,0,0,0,0,0,138,0,0,0,0,138,0,0,0,0,0,0,9.952380952380953,11.036419490414852,2.0952380952380953,1.220850601210562,0,0,0,0
DK,DNK,Denmark,1,2020-12-24,2020-12-22,100,0,0,0,0,36,100,668446.5669425187,98,0,1,99,0,9,91,0,4,96,0,22,78,0,34,66,0,13,87,0,12,88,0,1,99,0,10,90,0,3,97,0,1,99,0,26,74,0,3,97,0,25,75,99,1,0,0,91,1,1,7,96,0,3,1,78,1,6,15,66,0,4,30,87,1,3,9,88,1,4,7,99,0,0,1,90,1,4,5,97,0,2,1,99,0,0,1,74,1,5,20,97,1,0,2,75,2,7,16,0,0,18,82,82,0,6,12,0,0,88,12,12,0,58,30,42,0,3,52,3,42,0,1,57,99,0,1,0,58,0,11,31,100,0,0,0,0,0,0,1,54,27,16,2,0,1,46,51,2,0,1,54,39,6,0,1,52,44,3,0,1,51,42,6,0,1,15,61,23,0,89,0,7,4,89,1,1,9,89,1,0,10,89,1,1,9,89,1,1,9,89,1,0,10,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,0,0,16,84,0,0,69,31,0,0,9,91,0,1,64,35,0,0,3,97,0,0,19,81,0,0,59,41,41,0,53,4,1,1,0,0,0,10,30,60,0,0,100,0,0,2,10,88,0,0,18,48,24,10,0,0,0,0,11,36,42,11,0,0,18,55,21,6,0,1,9,87,3,0,1,7,86,6,84,0,10,6,31,0,67,2,91,0,7,2,36,0,12,52,97,0,1,2,81,0,18,1,0,3,2,3,14,24,54,0,0,3,8,16,35,38,0,3,23,45,28,1,0,0,2,5,6,87,0,0,7,13,19,61,80,0,12,8,80,0,1,19,80,0,1,19,0,0,26,74,26,0,22,52,78,0,8,0,3,3,0,0,8,52,0,2,10,0,6,2,1,5,4,0,2,1,0,2,2,11,0,0,40,59,0,1,0,0,100,0,0,0,0,0,0,1,2,47,32,18,1,0,33,21,28,13,4,6.833333333333333,7.968246842717592,2,1.3228756555322954,8.858695652173912,5.587626679222093,2.6354166666666665,1.4001488016159807
DK,DNK,Denmark,2,2020-12-24,2020-12-23,100,0,0,0,0,23,100,566661.6166237817,99,0,0,100,0,11,89,0,5,95,0,22,78,0,27,73,0,14,86,0,11,89,0,0,100,0,3,97,0,2,98,0,4,96,0,25,75,0,2,98,0,12,88,100,0,0,0,89,0,5,6,95,0,1,4,78,0,9,13,73,0,10,17,86,0,2,12,89,0,7,4,100,0,0,0,97,0,1,2,98,0,1,1,96,0,1,3,75,0,9,16,98,0,0,2,88,0,6,6,0,0,11,89,89,0,7,4,0,0,81,19,19,0,47,34,53,0,2,43,2,53,0,2,45,98,0,2,0,47,0,8,45,100,0,0,0,0,0,0,0,44,39,12,5,0,0,30,64,6,0,0,52,45,3,0,0,45,47,8,0,0,56,37,7,0,0,19,62,19,0,92,0,1,7,92,0,1,7,92,0,1,7,92,0,6,2,92,0,1,7,92,0,0,8,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,0,0,19,81,0,0,76,24,0,0,7,93,0,0,71,29,0,0,1,99,0,0,11,89,0,0,72,28,28,0,45,24,2,1,0,0,1,5,32,62,0,0,100,0,0,0,20,80,0,0,23,37,30,7,1,2,0,0,13,22,52,13,0,0,15,54,26,5,0,0,11,87,2,0,0,13,84,3,81,0,13,6,24,0,76,0,93,0,7,0,29,0,15,56,99,0,1,0,89,0,11,0,0,2,1,0,8,19,70,0,0,0,4,10,29,57,0,0,17,51,25,7,0,0,1,4,11,84,0,1,7,11,19,62,82,0,12,6,82,0,1,17,82,0,4,14,0,0,47,53,47,1,17,35,83,0,4,1,3,0,1,2,6,36,0,1,4,3,7,0,2,11,2,0,1,14,4,2,4,9,0,2,44,54,0,0,0,0,0,100,0,0,0,0,0,1,0,60,20,19,1,0,40,25,24,6,4,6.732142857142858,9.106423450067982,2.090909090909091,1.044465935734187,10.457894736842105,6.25038856574888,2.752577319587629,1.216474823645592
DK,DNK,Denmark,3,2020-12-24,2020-12-23,100,1,2338.65745253049,1,2338.65745253049,32,100,448732.582879219,97,0,2,98,0,16,84,0,3,97,0,14,86,0,28,72,0,14,86,0,13,87,0,1,99,0,6,94,0,0,100,0,4,96,0,20,80,0,3,97,0,8,92,98,0,0,2,84,0,6,10,97,0,1,2,86,0,4,10,72,0,5,23,86,0,3,11,87,0,7,6,99,0,1,0,94,0,4,2,100,0,0,0,96,0,3,1,80,0,6,14,97,0,2,1,92,0,3,5,0,0,14,86,86,0,6,8,0,0,85,15,15,0,57,28,43,0,1,52,4,43,0,2,55,98,0,2,0,57,1,6,36,100,0,0,0,0,0,0,0,49,37,8,6,0,0,26,69,5,0,0,53,44,3,0,0,47,47,6,0,0,52,44,4,0,0,16,65,19,0,94,1,3,2,94,1,0,5,94,1,0,5,94,1,0,5,94,0,1,5,94,1,0,5,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,0,0,20,80,0,0,70,30,0,0,1,99,0,0,69,31,0,0,1,99,0,0,6,94,0,0,57,43,43,0,42,13,1,1,0,1,0,2,22,75,0,0,100,0,0,0,18,82,0,0,19,29,31,17,3,1,0,0,12,24,47,17,0,2,24,46,25,3,0,0,14,82,4,0,0,12,86,2,80,0,10,10,30,0,69,1,99,0,1,0,31,0,15,54,99,0,1,0,94,0,6,0,0,1,0,0,6,6,87,0,0,0,0,9,13,78,0,0,15,40,33,12,0,0,2,0,7,91,0,0,4,3,27,66,93,0,4,3,93,2,1,4,93,1,2,4,0,0,61,39,61,0,6,33,94,0,3,0,0,0,0,1,2,33,0,1,5,5,6,0,3,10,6,0,1,9,3,1,4,13,0,0,43,56,0,1,0,0,0,0,100,0,0,0,0,2,1,45,32,20,2,2,16,22,35,18,5,7.216666666666667,9.6358998008360075,2.3846153846153846,1.2608503439122305,10.372448979591837,6.510622258132607,3.0625,1.3362358758054185
DK,DNK,Denmark,4,2020-12-24,2020-12-24,141,0,0,0,0,47,141,480568.39374893066,140,0,1,140,0,15,126,0,2,139,0,6,135,0,27,114,0,5,136,0,7,134,0,1,140,0,3,138,0,1,140,0,6,135,0,30,111,0,2,139,0,11,130,140,0,0,1,126,0,1,14,139,0,0,2,135,0,3,3,114,0,2,25,136,0,0,5,134,0,3,4,140,0,1,0,138,0,2,1,140,0,1,0,135,0,5,1,111,0,6,24,139,0,2,0,130,0,4,7,0,0,20,121,121,0,4,16,0,4,119,18,22,2,57,60,84,0,2,55,0,84,0,2,55,139,0,2,0,63,2,6,70,141,0,0,0,0,0,0,0,91,36,10,4,0,1,39,89,12,0,1,59,74,7,0,1,68,61,11,0,2,77,55,7,0,2,27,88,24,0,135,1,4,1,135,2,1,3,135,3,0,3,135,3,1,2,135,3,0,3,135,3,0,3,141,0,0,0,141,0,0,0,141,0,0,0,141,0,0,0,141,0,0,0,141,0,0,0,141,0,0,0,141,0,0,0,141,0,0,0,141,0,0,0,141,0,0,0,141,0,0,0,0,0,42,99,0,1,109,31,0,1,3,137,0,0,86,55,0,0,1,140,0,0,6,135,0,0,82,59,59,0,57,20,2,3,0,0,0,4,22,115,0,1,139,1,0,1,14,126,0,0,19,48,47,25,2,0,0,0,23,34,58,26,0,0,29,71,36,5,0,0,27,110,4,0,1,26,111,3,99,0,22,20,32,0,109,0,138,0,3,0,55,0,21,65,140,0,1,0,135,0,6,0,0,1,1,1,5,13,120,0,1,0,2,1,20,117,0,1,24,60,49,7,0,0,0,1,14,126,0,0,3,12,31,95,126,1,11,3,126,6,0,9,126,6,1,8,0,0,78,63,78,0,13,50,128,0,4,0,4,0,1,0,4,50,0,0,9,4,9,5,3,11,7,0,1,10,3,0,5,24,0,1,69,71,0,0,0,0,0,0,0,141,0,0,0,1,7,64,38,31,1,2,37,35,33,30,3,5.818181818181818,7.895293809331248,2.35,1.268027892769755,8.840740740740738,6.180630508051679,2.746268656716418,1.4902518693320959
DK,DNK,Denmark,5,2020-12-24,2020-12-24,158,0,0,0,0,49,158,514304.59072307165,157,0,1,157,0,25,133,0,6,152,0,7,151,0,24,134,0,11,147,0,8,150,0,0,158,0,6,152,0,3,155,0,5,153,0,23,135,0,0,158,0,17,141,157,0,1,0,133,3,5,17,152,2,1,3,151,2,0,5,134,1,3,20,147,2,3,6,150,0,5,3,158,0,0,0,152,0,1,5,155,0,0,3,153,0,1,4,135,2,5,16,158,0,0,0,141,1,4,12,0,0,21,137,137,0,5,16,0,2,115,41,43,1,61,53,97,0,3,55,3,97,0,2,59,156,0,2,0,64,3,5,86,158,0,0,0,0,0,0,0,109,35,12,2,0,9,41,95,13,0,13,70,67,8,0,17,65,66,10,0,9,81,62,6,0,14,22,98,24,0,153,1,1,3,153,2,0,3,153,2,0,3,153,2,0,3,153,2,0,3,153,2,0,3,158,0,0,0,158,0,0,0,158,0,0,0,158,0,0,0,158,0,0,0,158,0,0,0,158,0,0,0,158,0,0,0,158,0,0,0,158,0,0,0,158,0,0,0,158,0,0,0,0,0,38,120,0,0,112,46,0,0,9,149,0,0,97,61,0,0,1,157,0,0,15,143,0,0,87,71,71,0,64,18,5,0,0,0,0,4,29,125,0,0,158,0,0,0,25,133,0,0,29,43,48,33,4,1,0,1,28,37,58,34,0,0,33,78,41,6,0,0,61,97,0,0,1,42,114,1,120,0,21,17,46,1,108,3,149,0,9,0,61,1,34,62,157,0,1,0,143,0,15,0,0,2,0,2,7,22,125,0,0,1,0,9,33,115,0,0,32,68,49,9,0,0,0,2,9,147,0,0,1,4,24,129,153,0,3,2,153,1,0,4,153,1,0,4,0,1,71,86,72,1,17,68,141,0,2,2,2,0,1,0,10,70,0,0,6,8,5,2,2,14,6,0,1,6,10,0,7,21,0,1,63,93,0,1,0,0,0,0,0,0,158,0,0,1,1,74,37,45,1,0,72,43,24,13,5,7.508620689655173,8.660502892143596,2.75,1.6532795690182993,7.691780821917809,5.65510458270091,2.19205298013245,1.2791415443600158
DK,DNK,Denmark,6,2020-12-24,2020-12-24,174,1,3223.45265857533,1,3223.45265857533,40,171,551942.863600869,168,1,5,168,0,15,159,2,1,171,1,9,164,1,17,156,1,10,163,1,6,167,0,1,173,1,4,169,1,2,171,1,3,170,0,15,159,1,4,169,0,14,160,169,0,2,3,159,0,4,11,173,0,0,1,165,0,4,5,157,0,4,13,164,0,2,8,168,0,2,4,173,0,0,1,170,0,1,3,172,0,2,0,171,0,2,1,159,0,0,15,170,0,4,0,160,0,6,8,0,3,22,149,152,0,2,20,0,4,116,54,58,1,32,83,142,0,2,29,1,142,0,0,32,174,0,0,0,37,1,12,124,174,0,0,0,0,0,0,0,131,33,6,4,0,12,47,105,10,0,12,75,82,5,0,18,69,76,11,0,10,89,72,3,0,17,35,98,24,0,162,3,3,6,162,2,3,7,162,4,0,8,162,4,0,8,162,4,1,7,162,4,1,7,174,0,0,0,174,0,0,0,174,0,0,0,174,0,0,0,174,0,0,0,174,0,0,0,174,0,0,0,174,0,0,0,174,0,0,0,174,0,0,0,174,0,0,0,174,0,0,0,0,8,11,155,0,2,128,44,0,7,5,162,0,1,108,65,0,6,4,164,0,6,9,159,0,0,92,82,82,0,68,23,0,1,0,2,0,3,48,121,0,2,172,0,0,3,21,150,0,0,29,41,65,32,4,3,0,0,36,48,76,14,0,5,28,93,40,8,0,0,135,38,1,0,2,87,82,3,163,0,8,3,46,4,122,2,169,0,5,0,66,2,41,65,170,2,0,2,165,1,7,1,0,1,0,1,5,35,132,0,0,0,0,7,39,128,0,5,34,70,52,13,0,0,0,1,11,162,0,0,0,3,31,140,171,1,2,0,171,2,0,1,171,1,1,1,0,2,20,152,22,0,16,136,158,0,0,1,1,1,2,1,10,138,0,0,3,5,2,0,1,4,6,0,0,3,1,2,2,7,0,8,72,93,0,1,0,0,0,0,0,0,0,174,0,3,11,71,43,46,3,10,109,33,10,7,2,9,10.913076472527724,2.125,1.408308678285174,7.408227848101267,4.8754678389249495,1.7088607594936711,1.0606079104571398
DK,DNK,Denmark,7,2020-12-24,2020-12-23,100,0,0,0,0,20,100,293516.1619079313,97,1,0,99,1,8,91,1,3,96,0,4,96,0,20,80,1,2,97,0,4,96,0,2,98,1,2,97,1,2,97,1,1,98,0,4,96,0,1,99,0,1,99,100,0,0,0,92,0,2,6,97,0,0,3,96,1,0,3,80,1,1,18,98,0,0,2,96,0,1,3,98,0,1,1,98,0,2,0,98,1,0,1,99,0,0,1,96,1,1,2,99,1,0,0,99,0,0,1,0,0,12,88,88,0,2,10,0,4,57,39,43,2,23,32,77,0,0,23,0,77,0,0,23,100,0,0,0,29,5,8,58,100,0,0,0,0,0,0,2,75,19,3,1,0,7,34,55,4,0,14,45,39,2,0,19,31,46,4,0,13,50,34,3,0,18,21,51,10,0,92,0,4,4,92,2,0,6,92,3,0,5,92,3,2,3,92,2,2,4,92,2,2,4,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,0,1,5,94,0,1,67,32,0,1,2,97,0,1,48,51,0,1,1,98,0,1,6,93,0,1,35,64,65,0,27,7,1,0,0,0,0,2,30,68,0,0,100,0,0,3,14,83,0,0,26,30,22,19,1,2,0,0,34,29,32,5,0,7,20,55,15,3,0,0,86,12,2,0,1,70,28,1,95,0,4,1,33,0,66,1,98,0,2,0,52,1,17,30,99,0,1,0,94,0,6,0,0,1,0,0,2,10,87,0,0,0,1,1,22,76,0,2,24,41,28,5,0,0,0,4,13,83,0,1,0,4,17,78,96,2,2,0,96,2,1,1,96,2,1,1,0,2,5,93,7,1,8,84,92,0,2,0,0,1,0,0,5,87,0,1,0,0,3,0,0,0,0,0,1,1,0,0,1,6,0,3,51,46,0,0,0,0,0,0,0,0,0,0,100,3,12,32,26,27,3,9,54,21,8,1,4,6.959999999999999,7.0502955020812195,2,1.6035674514745464,7.46842105263158,5.015301334955172,1.7926829268292686,1.1939953148164668
