ISO2,ISO_3,country_agg,age,date,first_date,count,cli,cli_weight,cliWHO,cliWHO_weight,cli_local,count_local,weight,Finished,B1_1..77,B1_1.1,B1_1.2,B1_2..77,B1_2.1,B1_2.2,B1_3..77,B1_3.1,B1_3.2,B1_4..77,B1_4.1,B1_4.2,B1_5..77,B1_5.1,B1_5.2,B1_6..77,B1_6.1,B1_6.2,B1_7..77,B1_7.1,B1_7.2,B1_8..77,B1_8.1,B1_8.2,B1_9..77,B1_9.1,B1_9.2,B1_10..77,B1_10.1,B1_10.2,B1_11..77,B1_11.1,B1_11.2,B1_12..77,B1_12.1,B1_12.2,B1_13..77,B1_13.1,B1_13.2,B1_14..77,B1_14.1,B1_14.2,B1b_x1..99,B1b_x1..77,B1b_x1.1,B1b_x1.2,B1b_x2..99,B1b_x2..77,B1b_x2.1,B1b_x2.2,B1b_x3..99,B1b_x3..77,B1b_x3.1,B1b_x3.2,B1b_x4..99,B1b_x4..77,B1b_x4.1,B1b_x4.2,B1b_x5..99,B1b_x5..77,B1b_x5.1,B1b_x5.2,B1b_x6..99,B1b_x6..77,B1b_x6.1,B1b_x6.2,B1b_x7..99,B1b_x7..77,B1b_x7.1,B1b_x7.2,B1b_x8..99,B1b_x8..77,B1b_x8.1,B1b_x8.2,B1b_x9..99,B1b_x9..77,B1b_x9.1,B1b_x9.2,B1b_x10..99,B1b_x10..77,B1b_x10.1,B1b_x10.2,B1b_x11..99,B1b_x11..77,B1b_x11.1,B1b_x11.2,B1b_x12..99,B1b_x12..77,B1b_x12.1,B1b_x12.2,B1b_x13..99,B1b_x13..77,B1b_x13.1,B1b_x13.2,B1b_x14..99,B1b_x14..77,B1b_x14.1,B1b_x14.2,B3..99,B3..77,B3.1,B3.2,B5..99,B5..77,B5.1,B5.2,B6..99,B6..77,B6.1,B6.2,B7..99,B7..77,B7.1,B7.2,B8..99,B8.1,B8.2,B8.3,B9..99,B9.1,B9.2,B9.3,B10..99,B10.1,B10.2,B10.3,B11..99,B11..77,B11.1,B11.2,V1..99,V1..77,V1.1,V1.2,V1.3,V2..99,V3..99,V3..77,V3.1,V3.2,V3.3,V3.4,V4_1..99,V4_1..77,V4_1.1,V4_1.2,V4_1.3,V4_2..99,V4_2..77,V4_2.1,V4_2.2,V4_2.3,V4_3..99,V4_3..77,V4_3.1,V4_3.2,V4_3.3,V4_4..99,V4_4..77,V4_4.1,V4_4.2,V4_4.3,V4_5..99,V4_5..77,V4_5.1,V4_5.2,V4_5.3,V9..99,B12_1..99,B12_1..77,B12_1.1,B12_1.2,B12_2..99,B12_2..77,B12_2.1,B12_2.2,B12_3..99,B12_3..77,B12_3.1,B12_3.2,B12_4..99,B12_4..77,B12_4.1,B12_4.2,B12_5..99,B12_5..77,B12_5.1,B12_5.2,B12_6..99,B12_6..77,B12_6.1,B12_6.2,B13_1..99,B13_1..77,B13_1.1,B13_1.2,B13_2..99,B13_2..77,B13_2.1,B13_2.2,B13_3..99,B13_3..77,B13_3.1,B13_3.2,B13_4..99,B13_4..77,B13_4.1,B13_4.2,B13_5..99,B13_5..77,B13_5.1,B13_5.2,B13_6..99,B13_6..77,B13_6.1,B13_6.2,B13_7..99,B13_7..77,B13_7.1,B13_7.2,B14_1..99,B14_1..77,B14_1.1,B14_1.2,B14_2..99,B14_2..77,B14_2.1,B14_2.2,B14_3..99,B14_3..77,B14_3.1,B14_3.2,B14_4..99,B14_4..77,B14_4.1,B14_4.2,B14_5..99,B14_5..77,B14_5.1,B14_5.2,C0_1..99,C0_1..77,C0_1.1,C0_1.2,C0_2..99,C0_2..77,C0_2.1,C0_2.2,C0_3..99,C0_3..77,C0_3.1,C0_3.2,C0_4..99,C0_4..77,C0_4.1,C0_4.2,C0_5..99,C0_5..77,C0_5.1,C0_5.2,C0_6..99,C0_6..77,C0_6.1,C0_6.2,C1_m..99,C1_m..77,C1_m.1,C1_m.2,C2..99,C2..77,C2.1,C2.2,C2.3,C2.4,C7..99,C7..77,C7.1,C7.2,C7.3,C7.4,C8..99,C8..77,C8.1,C8.2,C3..99,C3..77,C3.1,C3.2,C5..99,C5..77,C5.1,C5.2,C5.3,C5.4,C5.5,C5.6,C6..99,C6..77,C6.1,C6.2,C6.3,C6.4,C14..99,C14..77,C14.1,C14.2,C14.3,C14.4,C9..99,C12..99,C13_1..99,C13_1..77,C13_1.1,C13_1.2,C13_2..99,C13_2..77,C13_2.1,C13_2.2,C13_3..99,C13_3..77,C13_3.1,C13_3.2,C13_4..99,C13_4..77,C13_4.1,C13_4.2,C13_5..99,C13_5..77,C13_5.1,C13_5.2,C13_6..99,C13_6..77,C13_6.1,C13_6.2,D1..99,D1..77,D1.1,D1.2,D1.3,D1.4,D1.5,D2..99,D2..77,D2.1,D2.2,D2.3,D2.4,D2.5,D3..99,D3..77,D3.1,D3.2,D3.3,D3.4,D4..99,D4..77,D4.1,D4.2,D4.3,D4.4,D5..99,D5..77,D5.1,D5.2,D5.3,D5.4,D6_1..99,D6_1..77,D6_1.1,D6_1.2,D6_2..99,D6_2..77,D6_2.1,D6_2.2,D6_3..99,D6_3..77,D6_3.1,D6_3.2,D7..99,D7..77,D7.1,D7.2,D8..99,D8..77,D8.1,D8.2,D9..99,D9..77,D9.1,D9.2,D9.3,D9.4,D9.5,D9.6,D9.7,D10..99,D10..77,D10.1,D10.2,D10.3,D10.4,D10.5,D10.6,D10.7,D10.8,D10.9,D10.10,D10.11,D10.12,D10.13,D10.14,D10.15,E3..99,E3..77,E3.1,E3.2,E3.3,E3.4,E4..99,E4..77,E4.1,E4.2,E4.3,E4.4,E4.5,E4.6,E4.7,E2..99,E2..77,E2.1,E2.2,E2.3,E7..99,E7..77,E7.1,E7.2,E7.3,E7.4,E7.5,B2.mean,B2.sd,B4.mean,B4.sd,E6.mean,E6.sd,E5.mean,E5.sd
AU,AUS,Australia,2,2020-12-25,2020-12-25,170,0,0,0,0,4,170,2234068.8148342585,166,0,0,170,0,21,149,0,2,168,0,41,129,0,37,133,0,23,147,0,16,154,0,5,165,0,7,163,0,4,166,0,10,160,0,39,131,0,0,170,0,14,156,170,0,0,0,149,0,6,15,168,0,1,1,129,0,6,35,133,0,9,28,147,0,7,16,154,0,8,8,165,0,3,2,163,0,5,2,166,0,1,3,160,0,1,9,131,0,7,32,170,0,0,0,156,0,3,11,0,0,3,167,167,0,1,2,0,1,69,100,101,0,8,61,162,0,8,0,162,1,7,0,169,0,1,0,9,0,5,156,170,0,0,0,0,0,0,0,63,62,27,18,0,0,52,102,16,0,1,82,67,20,0,1,71,68,30,0,1,69,74,26,0,1,29,87,53,0,165,0,2,3,165,0,1,4,165,0,0,5,165,0,0,5,165,0,0,5,165,0,0,5,170,0,0,0,170,0,0,0,170,0,0,0,170,0,0,0,170,0,0,0,170,0,0,0,170,0,0,0,170,0,0,0,170,0,0,0,170,0,0,0,170,0,0,0,170,0,0,0,0,0,58,112,0,2,108,60,0,1,97,72,0,0,145,25,0,1,53,116,0,0,23,147,0,0,142,28,28,0,42,43,37,20,0,1,3,12,60,94,0,1,167,2,0,1,26,143,0,0,17,23,23,16,84,7,0,0,15,39,66,50,0,0,15,44,77,34,170,170,112,0,14,44,62,0,42,66,73,0,26,71,25,1,17,127,117,0,7,46,147,0,14,9,0,0,2,8,27,30,103,0,0,1,11,25,28,105,0,3,25,45,63,34,0,0,3,7,20,140,0,0,10,36,42,82,124,0,27,19,124,2,4,40,124,2,3,41,0,1,122,47,123,0,26,21,144,1,3,1,6,0,0,1,14,22,2,7,6,7,10,1,10,27,6,4,4,14,9,6,7,28,0,1,76,91,0,2,0,0,0,170,0,0,0,0,0,2,4,86,62,16,2,1,43,37,51,29,7,4.90625,7.265025265287323,1.3333333333333333,0.5773502691896257,14.487804878048781,3.7864592536412247,3.037037037037037,1.5318112888690611
AU,AUS,Australia,3,2020-12-25,2020-12-25,169,0,0,0,0,19,169,2036924.9746299672,165,1,0,168,1,12,156,1,5,163,1,37,131,1,21,147,1,30,138,0,11,158,2,6,161,1,10,158,1,1,167,1,8,160,1,35,133,1,1,167,1,12,156,169,0,0,0,157,0,5,7,164,0,2,3,132,0,8,29,148,0,6,15,139,0,4,26,158,0,6,5,163,0,3,3,159,0,3,7,168,0,1,0,161,0,4,4,134,0,8,27,168,0,1,0,157,0,5,7,0,0,7,162,162,0,6,1,0,3,84,82,85,0,15,69,154,0,14,1,154,0,15,0,169,0,0,0,18,0,3,148,169,0,0,0,0,0,0,1,60,66,26,16,0,0,44,108,17,0,0,82,78,9,0,0,71,74,24,0,0,65,87,17,0,0,16,89,64,0,166,1,1,1,166,1,1,1,166,2,0,1,166,1,1,1,166,2,0,1,166,1,1,1,169,0,0,0,169,0,0,0,169,0,0,0,169,0,0,0,169,0,0,0,169,0,0,0,169,0,0,0,169,0,0,0,169,0,0,0,169,0,0,0,169,0,0,0,169,0,0,0,0,0,45,124,0,0,113,56,0,0,90,79,0,0,126,43,0,0,35,134,0,0,21,148,0,1,118,50,51,0,52,33,22,11,0,2,1,10,34,122,0,0,169,0,0,0,20,149,0,0,28,33,17,17,71,3,0,1,25,37,65,41,0,1,19,70,50,29,169,169,124,0,13,32,56,1,48,64,79,1,31,58,43,1,16,109,134,1,10,24,148,0,18,3,0,0,2,3,19,32,113,0,0,0,7,20,41,101,0,0,20,58,57,34,0,0,3,11,26,129,0,0,16,23,43,87,130,2,25,12,130,5,6,28,130,3,11,25,0,1,122,46,123,0,22,24,147,0,4,2,3,0,2,0,11,25,0,3,7,4,18,3,8,16,7,4,8,17,14,5,4,26,0,3,54,110,0,2,0,0,0,0,169,0,0,0,0,2,3,90,49,25,2,2,28,38,54,34,11,3.658536585365854,4.343917308727773,3,1.7888543819998317,14.092592592592592,3.9934815762776488,3.580246913580247,1.5311603810731436
AU,AUS,Australia,4,2020-12-25,2020-12-25,181,0,0,0,0,11,181,2273868.2041612896,175,1,0,180,1,15,165,1,3,177,1,20,160,1,19,161,1,16,164,1,7,173,1,1,179,1,5,175,1,2,178,1,2,178,0,23,158,1,1,179,1,9,171,181,0,0,0,166,0,8,7,178,0,3,0,161,0,4,16,162,0,3,16,165,0,3,13,174,0,1,6,180,0,1,0,176,0,0,5,179,0,0,2,179,0,1,1,158,0,3,20,180,0,1,0,172,0,4,5,0,0,7,174,174,0,5,2,0,0,73,108,108,1,14,58,167,0,14,0,167,0,14,0,181,0,0,0,15,3,2,161,181,0,0,0,0,0,0,0,91,45,27,18,0,0,55,110,16,0,5,90,75,11,0,4,72,75,30,0,5,81,71,24,0,5,29,87,60,0,179,0,0,2,179,0,0,2,179,0,0,2,179,0,0,2,179,0,0,2,179,0,1,1,181,0,0,0,181,0,0,0,181,0,0,0,181,0,0,0,181,0,0,0,181,0,0,0,181,0,0,0,181,0,0,0,181,0,0,0,181,0,0,0,181,0,0,0,181,0,0,0,0,0,40,141,0,1,115,65,0,1,87,93,0,0,146,35,0,0,32,149,0,0,16,165,0,0,138,43,43,0,53,39,28,18,0,0,2,9,46,124,0,3,178,0,0,1,31,149,0,0,29,24,20,8,94,6,0,0,15,56,61,49,0,1,24,56,59,41,181,181,141,0,7,33,66,1,43,71,94,0,22,65,35,0,18,128,149,0,4,28,165,0,10,6,0,0,2,3,9,25,142,0,1,1,6,15,32,126,0,2,21,57,55,46,0,1,3,6,28,143,0,0,11,28,51,91,142,1,26,12,142,8,3,28,142,8,7,24,0,0,132,49,132,0,20,29,161,0,6,0,3,0,1,0,10,29,0,3,6,7,17,4,10,17,7,6,5,20,10,3,6,31,0,2,72,103,1,3,0,0,0,0,0,181,0,0,0,5,2,107,45,22,5,0,28,39,63,32,14,5.758064516129032,8.475007585220201,1.6666666666666667,1.6329931618554523,13.775862068965518,3.7217208250942475,3.2586206896551726,1.5231585470128346
AU,AUS,Australia,5,2020-12-25,2020-12-25,181,0,0,0,0,17,181,1828522.313498819,178,0,0,181,0,13,168,0,4,177,0,22,159,0,22,159,0,26,155,0,5,176,0,1,180,0,2,179,0,0,181,0,4,177,0,24,157,0,2,179,0,9,172,181,0,0,0,168,0,4,9,177,0,1,3,159,0,2,20,159,0,5,17,155,0,4,22,176,0,3,2,180,0,0,1,179,0,1,1,181,0,0,0,177,0,2,2,157,0,4,20,179,0,1,1,172,0,3,6,0,0,8,173,173,0,5,3,0,1,73,107,108,1,12,60,169,1,11,0,169,1,11,0,180,1,0,0,14,2,0,165,181,0,0,0,0,0,0,0,96,52,19,14,0,4,41,115,21,0,2,83,83,13,0,2,80,78,21,0,3,86,71,21,0,3,24,99,55,0,181,0,0,0,181,0,0,0,181,0,0,0,181,0,0,0,181,0,0,0,181,0,0,0,181,0,0,0,181,0,0,0,181,0,0,0,181,0,0,0,181,0,0,0,181,0,0,0,181,0,0,0,181,0,0,0,181,0,0,0,181,0,0,0,181,0,0,0,181,0,0,0,0,0,49,132,0,0,106,75,0,1,85,95,0,0,125,56,0,0,32,149,0,0,15,166,0,1,124,56,57,0,48,39,25,12,0,1,1,8,44,127,0,1,179,1,0,3,46,132,0,0,26,18,23,21,88,5,0,0,28,36,73,44,0,0,25,68,56,32,181,181,132,2,14,33,75,0,43,63,96,1,29,55,56,1,26,98,149,1,7,24,166,0,4,11,0,1,1,0,10,24,145,0,1,0,0,10,32,138,0,1,21,54,65,40,0,0,2,7,20,152,0,0,8,26,40,107,147,1,21,12,147,4,5,25,147,2,13,19,0,0,112,69,112,0,31,38,150,2,5,2,1,0,4,2,15,38,0,3,7,5,16,1,7,33,8,4,4,13,5,1,5,31,0,2,81,98,0,0,0,0,0,0,0,0,181,0,0,2,4,85,52,38,2,1,40,47,54,32,5,8.120689655172415,11.259425036280067,2.125,1.807721533549109,13.826815642458103,4.052763854344314,2.4655172413793105,1.3963062408362021
AU,AUS,Australia,6,2020-12-25,2020-12-25,117,0,0,0,0,4,117,1624663.1259425604,114,0,1,116,0,8,109,0,3,114,0,12,105,0,14,103,0,9,108,0,4,113,0,1,116,0,1,116,0,0,117,0,4,113,0,8,109,0,1,116,0,2,115,116,0,0,1,109,0,2,6,114,0,1,2,105,0,2,10,103,0,2,12,108,0,0,9,113,0,2,2,116,0,0,1,116,0,0,1,117,0,0,0,113,0,1,3,109,0,3,5,116,0,0,1,115,0,1,1,0,0,2,115,115,0,1,1,0,7,32,78,85,1,2,29,115,0,2,0,115,0,2,0,117,0,0,0,10,1,2,104,117,0,0,0,0,0,0,0,71,33,7,6,0,6,32,71,8,0,6,60,44,7,0,7,57,43,10,0,6,59,44,8,0,11,19,58,29,0,115,1,1,0,115,1,1,0,115,2,0,0,115,2,0,0,115,2,0,0,115,2,0,0,117,0,0,0,117,0,0,0,117,0,0,0,117,0,0,0,117,0,0,0,117,0,0,0,117,0,0,0,117,0,0,0,117,0,0,0,117,0,0,0,117,0,0,0,117,0,0,0,0,2,13,102,0,1,62,54,0,2,50,65,0,0,83,34,0,2,18,97,0,1,9,107,0,1,81,35,36,0,31,25,17,8,0,0,2,7,30,78,0,3,114,0,0,1,22,94,0,0,23,17,7,9,55,6,0,0,24,36,38,19,0,2,17,44,27,27,117,117,104,0,4,9,55,0,29,33,67,1,21,28,34,0,23,60,99,0,2,16,108,0,5,4,0,2,1,0,3,9,102,0,0,0,1,6,12,98,0,4,11,35,36,31,0,1,0,2,10,104,0,0,0,9,29,79,108,2,6,1,108,4,1,4,108,4,1,4,0,2,30,85,32,0,11,74,106,1,3,0,0,1,0,0,6,76,0,0,1,3,6,1,3,8,0,0,2,5,1,1,1,9,0,3,47,66,0,1,0,0,0,0,0,0,0,117,0,3,3,58,35,18,3,0,23,39,28,18,6,6.870967741935484,8.987924994064244,2,1.4142135623730951,13.690265486725664,3.7939793611949444,2.3063063063063063,1.2634209893114
AU,AUS,Australia,7,2020-12-25,2020-12-23,100,0,0,0,0,1,99,1442014.2156586887,93,3,1,96,2,7,91,2,4,94,0,17,83,2,7,91,3,14,83,3,1,96,2,1,97,3,1,96,2,3,95,1,7,92,2,6,92,3,0,97,2,4,94,99,0,0,1,93,1,3,3,96,0,1,3,83,1,5,11,93,0,2,5,86,0,1,13,99,0,0,1,99,0,0,1,99,0,1,0,97,1,0,2,93,0,3,4,94,0,2,4,100,0,0,0,96,0,2,2,0,1,1,98,99,0,0,1,0,1,19,80,81,0,2,17,98,0,2,0,98,0,2,0,100,0,0,0,3,0,3,94,100,0,0,0,0,0,0,0,55,30,11,4,0,14,30,46,10,0,6,56,28,10,0,10,44,32,14,0,10,51,28,11,0,17,11,44,28,0,97,1,1,1,97,1,0,2,97,1,0,2,97,1,1,1,97,1,0,2,97,1,0,2,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,0,1,8,91,0,1,56,43,0,1,43,56,0,1,54,45,0,1,10,89,0,2,3,95,0,0,57,43,43,0,27,20,8,2,0,0,0,7,34,59,0,1,99,0,0,1,19,80,0,1,11,7,14,14,51,2,0,1,27,26,33,13,0,1,10,41,22,26,100,100,92,0,1,7,44,0,19,37,57,1,12,30,46,1,19,34,90,0,2,8,97,0,2,1,0,0,0,1,4,7,88,0,0,0,1,7,14,78,0,2,6,31,30,31,0,1,0,1,6,92,0,0,0,8,20,72,92,3,0,5,92,3,2,3,92,0,4,4,0,0,8,92,8,1,3,88,97,0,0,0,1,0,0,0,2,89,0,2,2,0,1,0,0,1,0,0,0,0,0,2,0,3,0,3,55,42,0,0,0,0,0,0,0,0,0,0,100,6,7,43,29,15,6,6,30,23,19,13,3,6.08,8.351247411814198,1,0,12.333333333333334,4.357609900500941,2.104651162790698,1.2464450132270706
AU,AUS,Australia,-99,2020-12-26,2020-12-26,286,0,0,0,0,14,243,3190571.4752632864,0,1,2,283,0,33,253,1,5,280,1,73,212,2,37,247,0,51,235,1,20,265,1,8,277,2,20,264,2,4,280,2,14,270,1,47,238,2,7,277,2,34,250,284,0,0,2,253,1,9,23,281,1,1,3,213,4,24,45,249,3,16,18,235,3,10,38,266,1,7,12,278,1,0,7,266,1,10,9,282,0,3,1,272,0,5,9,239,2,13,32,279,0,0,7,252,3,10,21,43,0,9,234,278,0,7,1,53,8,74,151,213,2,8,63,278,0,8,0,278,0,8,0,286,0,0,0,74,5,6,201,286,0,0,0,0,0,76,1,89,72,31,17,99,3,64,102,18,99,9,92,74,12,99,8,87,72,20,99,7,81,76,23,99,6,36,93,52,0,281,1,0,4,281,1,1,3,281,1,1,3,281,0,4,1,281,1,2,2,281,1,0,4,286,0,0,0,286,0,0,0,286,0,0,0,286,0,0,0,286,0,0,0,286,0,0,0,286,0,0,0,286,0,0,0,286,0,0,0,286,0,0,0,286,0,0,0,286,0,0,0,126,1,43,116,126,1,110,49,126,2,96,62,126,1,114,45,126,2,43,115,126,1,32,127,155,1,81,49,205,0,37,22,13,9,164,1,2,7,37,75,164,0,122,0,190,1,12,83,190,0,13,11,9,6,54,3,190,0,19,29,29,19,195,1,7,35,32,16,286,286,248,0,12,26,185,0,38,63,199,0,29,58,182,0,20,84,245,0,4,37,259,1,9,17,213,2,0,0,7,9,55,213,0,1,0,5,18,49,233,0,9,18,11,15,233,0,0,4,14,35,233,0,3,13,18,19,270,1,9,6,270,3,1,12,270,3,7,6,241,0,16,29,257,0,19,10,284,0,1,0,0,0,0,0,1,275,0,0,1,0,1,1,0,0,0,0,0,1,1,1,0,5,286,0,0,0,0,0,286,0,0,0,0,0,0,0,0,286,0,0,0,0,286,0,0,0,0,0,0,5.793028846153846,9.429771368761866,1.625,0.9161253813129043,0,0,0,0
AU,AUS,Australia,1,2020-12-26,2020-12-26,147,1,5237.72529238552,0,0,15,147,1232129.0278465897,142,0,1,146,0,17,130,0,7,140,0,33,114,0,35,112,0,28,119,0,10,137,0,6,141,0,16,131,0,1,146,0,13,134,0,40,107,0,3,144,0,18,129,146,0,1,0,130,0,9,8,140,0,0,7,114,0,1,32,112,0,6,29,119,0,5,23,137,0,4,6,141,0,3,3,131,0,4,12,146,0,1,0,134,0,3,10,107,1,5,34,144,0,1,2,129,0,4,14,0,0,9,138,138,0,5,4,0,0,57,90,90,0,10,47,137,0,10,0,137,1,9,0,146,0,1,0,10,1,6,130,147,0,0,0,0,0,0,0,75,45,20,7,0,0,60,79,8,0,0,92,45,10,0,0,92,42,13,0,0,83,53,11,0,0,26,77,44,0,141,0,1,5,141,0,2,4,141,0,1,5,141,0,2,4,141,0,1,5,141,0,0,6,147,0,0,0,147,0,0,0,147,0,0,0,147,0,0,0,147,0,0,0,147,0,0,0,147,0,0,0,147,0,0,0,147,0,0,0,147,0,0,0,147,0,0,0,147,0,0,0,0,0,64,83,0,0,104,43,0,0,104,43,0,0,117,30,0,0,52,95,0,0,27,120,0,0,109,38,38,0,42,35,18,14,0,0,1,15,61,70,0,0,147,0,0,1,18,128,0,0,13,19,14,14,86,1,0,0,8,35,74,30,0,0,12,51,59,25,147,147,83,1,19,44,43,0,27,77,43,0,21,83,30,1,11,105,95,0,6,46,120,0,14,13,0,0,3,6,32,28,78,0,0,2,14,28,36,67,0,3,17,52,45,30,0,0,3,14,26,104,0,1,11,30,31,74,106,1,29,11,106,5,6,30,106,3,15,23,0,1,93,53,94,0,24,29,123,0,7,1,2,0,0,0,14,30,0,2,16,1,11,3,3,10,0,0,9,4,3,8,1,46,0,3,39,102,1,2,0,0,147,0,0,0,0,0,0,3,5,66,51,22,3,0,22,32,44,34,12,4.44296511627907,6.233273400158359,1.5555555555555554,0.7264831572567789,13.007042253521126,3.378061215056658,3.4927536231884058,1.5102877224386155
AU,AUS,Australia,2,2020-12-26,2020-12-26,242,0,0,0,0,29,242,2191816.2187921535,234,0,0,242,0,8,234,0,2,240,0,54,188,0,36,206,0,29,213,0,13,229,0,4,238,0,15,227,0,1,241,0,7,235,0,45,197,0,0,242,0,31,211,242,0,0,0,234,0,3,5,240,0,0,2,188,1,5,48,206,1,8,27,213,0,3,26,229,1,8,4,238,0,3,1,227,0,4,11,241,1,0,0,235,0,2,5,197,1,2,42,242,0,0,0,211,1,12,18,0,0,13,229,229,0,10,3,0,1,102,139,140,1,16,85,226,0,16,0,226,2,14,0,240,1,1,0,18,3,6,215,242,0,0,0,0,0,0,1,114,73,38,16,0,0,80,141,21,0,1,137,90,14,0,1,124,96,21,0,0,123,99,20,0,0,35,141,66,0,236,0,0,6,236,0,0,6,236,0,0,6,236,0,4,2,236,0,0,6,236,0,1,5,242,0,0,0,242,0,0,0,242,0,0,0,242,0,0,0,242,0,0,0,242,0,0,0,242,0,0,0,242,0,0,0,242,0,0,0,242,0,0,0,242,0,0,0,242,0,0,0,0,0,79,163,0,0,168,74,0,0,154,88,0,1,191,50,0,0,70,172,0,0,19,223,0,0,179,63,63,0,84,40,31,24,0,0,2,22,81,137,0,0,239,3,0,2,52,188,0,0,33,23,31,30,115,10,0,0,21,40,125,56,0,1,30,76,92,43,242,242,163,2,25,52,74,3,62,103,88,2,45,107,51,3,30,158,172,0,11,59,223,0,12,7,0,1,5,6,36,53,141,0,1,6,6,28,54,147,0,2,25,82,77,56,0,0,4,15,40,183,0,0,22,48,69,103,172,2,51,17,172,1,9,60,172,3,23,44,0,0,175,67,175,0,45,22,197,1,10,0,3,3,0,3,25,22,1,4,15,13,25,2,6,37,5,4,10,21,12,10,9,46,0,5,75,160,1,1,0,0,0,242,0,0,0,0,0,6,8,111,93,24,6,1,72,70,52,33,8,4.722222222222222,7.04966802868346,2.230769230769231,1.3008872711759818,14.258620689655173,4.2986370328685934,2.7831858407079646,1.4520117939445873
AU,AUS,Australia,3,2020-12-26,2020-12-26,214,0,0,0,0,15,214,1926030.5587469498,211,1,3,210,1,17,196,1,4,209,1,42,171,0,30,184,2,28,184,0,19,195,1,3,210,1,9,204,0,4,210,1,5,208,1,41,172,0,2,212,1,27,186,211,0,2,1,197,1,6,10,210,0,1,3,172,1,7,34,184,1,7,22,186,0,1,27,195,0,7,12,211,0,1,2,205,0,5,4,210,1,1,2,209,0,2,3,173,0,7,34,212,0,1,1,187,1,4,22,0,0,7,207,207,0,6,1,0,0,97,117,117,0,19,78,195,0,19,0,195,0,19,0,214,0,0,0,19,1,4,190,214,0,0,0,0,0,0,0,98,69,32,15,0,1,54,143,16,0,2,104,94,14,0,3,80,105,26,0,2,87,96,29,0,5,27,109,73,0,210,1,1,2,210,1,1,2,210,2,0,2,210,1,3,0,210,2,0,2,210,2,0,2,214,0,0,0,214,0,0,0,214,0,0,0,214,0,0,0,214,0,0,0,214,0,0,0,214,0,0,0,214,0,0,0,214,0,0,0,214,0,0,0,214,0,0,0,214,0,0,0,0,1,48,165,0,0,138,76,0,0,115,99,0,0,153,61,0,0,45,169,0,0,16,198,0,1,146,67,68,0,52,47,31,16,0,0,1,14,61,138,0,0,214,0,0,2,44,168,0,0,21,33,23,18,112,7,0,1,26,43,96,48,0,0,21,69,82,42,214,214,166,1,11,36,76,2,45,91,99,2,33,80,61,2,14,137,169,1,7,37,198,0,6,10,0,0,1,6,16,27,164,0,0,1,9,22,42,140,0,1,24,77,74,38,0,0,5,15,34,160,0,0,11,36,74,93,167,2,28,17,167,2,11,34,167,0,22,25,0,0,152,62,152,0,30,32,184,1,6,1,3,0,2,3,14,32,0,3,6,12,15,3,11,28,6,3,4,24,12,4,3,48,0,2,93,116,0,3,0,0,0,0,214,0,0,0,0,2,4,114,78,16,2,1,38,52,62,42,17,3.9411764705882355,4.690043233586043,1.9999999999999998,1.5275252316519468,14.309178743961354,3.7366023196320968,3.4782608695652177,1.551153929866726
AU,AUS,Australia,4,2020-12-26,2020-12-26,196,0,0,0,0,11,196,2080662.157074731,195,0,0,196,0,12,184,0,1,195,0,21,175,0,24,172,0,24,172,0,3,193,0,1,195,0,3,193,0,1,195,0,4,192,0,27,169,0,0,196,0,6,190,196,0,0,0,184,0,1,11,195,0,0,1,175,0,6,15,172,0,4,20,172,0,5,19,193,0,2,1,195,0,1,0,193,0,1,2,195,0,0,1,192,0,3,1,169,0,6,21,196,0,0,0,190,0,0,6,0,0,6,190,190,0,2,4,0,2,76,118,120,0,12,64,184,0,12,0,184,0,12,0,196,0,0,0,14,5,3,174,196,0,0,0,0,0,0,0,84,69,30,13,0,2,49,121,24,0,2,95,83,16,0,3,90,77,26,0,2,85,86,23,0,2,22,110,62,0,193,1,1,1,193,1,1,1,193,1,0,2,193,1,0,2,193,1,0,2,193,1,0,2,196,0,0,0,196,0,0,0,196,0,0,0,196,0,0,0,196,0,0,0,196,0,0,0,196,0,0,0,196,0,0,0,196,0,0,0,196,0,0,0,196,0,0,0,196,0,0,0,0,1,51,144,0,2,131,63,0,1,103,92,0,1,130,65,0,1,42,153,0,1,21,174,0,0,127,69,69,0,66,30,18,13,0,0,4,9,51,132,0,2,194,0,0,1,42,153,0,0,31,26,24,13,97,5,0,0,34,50,71,41,0,0,28,64,68,36,196,196,145,3,14,34,65,4,51,76,93,2,38,63,66,3,22,105,154,1,12,29,175,1,12,8,0,0,2,2,10,30,152,0,0,3,4,12,31,146,0,0,20,63,66,47,0,0,2,7,22,165,0,1,8,27,60,100,161,1,25,9,161,5,4,26,161,3,10,22,0,2,147,47,149,1,25,21,171,1,3,0,2,2,1,2,14,24,0,10,8,4,24,1,7,43,5,4,10,15,8,3,4,26,0,1,67,128,0,0,0,0,0,0,0,196,0,0,0,0,7,97,60,32,0,0,24,30,78,52,12,4.737704918032787,6.480487737159558,1.8333333333333333,1.3291601358251257,14.532967032967033,3.7159520227488487,3.2765957446808507,1.5471502546844087
