ISO2,ISO_3,country_agg,age,date,first_date,count,cli,cli_weight,cliWHO,cliWHO_weight,cli_local,count_local,weight,Finished,B1_1..77,B1_1.1,B1_1.2,B1_2..77,B1_2.1,B1_2.2,B1_3..77,B1_3.1,B1_3.2,B1_4..77,B1_4.1,B1_4.2,B1_5..77,B1_5.1,B1_5.2,B1_6..77,B1_6.1,B1_6.2,B1_7..77,B1_7.1,B1_7.2,B1_8..77,B1_8.1,B1_8.2,B1_9..77,B1_9.1,B1_9.2,B1_10..77,B1_10.1,B1_10.2,B1_11..77,B1_11.1,B1_11.2,B1_12..77,B1_12.1,B1_12.2,B1_13..77,B1_13.1,B1_13.2,B1_14..77,B1_14.1,B1_14.2,B1b_x1..99,B1b_x1..77,B1b_x1.1,B1b_x1.2,B1b_x2..99,B1b_x2..77,B1b_x2.1,B1b_x2.2,B1b_x3..99,B1b_x3..77,B1b_x3.1,B1b_x3.2,B1b_x4..99,B1b_x4..77,B1b_x4.1,B1b_x4.2,B1b_x5..99,B1b_x5..77,B1b_x5.1,B1b_x5.2,B1b_x6..99,B1b_x6..77,B1b_x6.1,B1b_x6.2,B1b_x7..99,B1b_x7..77,B1b_x7.1,B1b_x7.2,B1b_x8..99,B1b_x8..77,B1b_x8.1,B1b_x8.2,B1b_x9..99,B1b_x9..77,B1b_x9.1,B1b_x9.2,B1b_x10..99,B1b_x10..77,B1b_x10.1,B1b_x10.2,B1b_x11..99,B1b_x11..77,B1b_x11.1,B1b_x11.2,B1b_x12..99,B1b_x12..77,B1b_x12.1,B1b_x12.2,B1b_x13..99,B1b_x13..77,B1b_x13.1,B1b_x13.2,B1b_x14..99,B1b_x14..77,B1b_x14.1,B1b_x14.2,B3..99,B3..77,B3.1,B3.2,B5..99,B5..77,B5.1,B5.2,B6..99,B6..77,B6.1,B6.2,B7..99,B7..77,B7.1,B7.2,B8..99,B8.1,B8.2,B8.3,B9..99,B9.1,B9.2,B9.3,B10..99,B10..77,B10.1,B10.2,B10.3,B11..99,B11..77,B11.1,B11.2,V1..99,V1..77,V1.1,V1.2,V1.3,V2..99,V3..99,V3..77,V3.1,V3.2,V3.3,V3.4,V4_1..99,V4_1..77,V4_1.1,V4_1.2,V4_1.3,V4_2..99,V4_2..77,V4_2.1,V4_2.2,V4_2.3,V4_3..99,V4_3..77,V4_3.1,V4_3.2,V4_3.3,V4_4..99,V4_4..77,V4_4.1,V4_4.2,V4_4.3,V4_5..99,V4_5..77,V4_5.1,V4_5.2,V4_5.3,V9..99,B12_1..99,B12_1..77,B12_1.1,B12_1.2,B12_2..99,B12_2..77,B12_2.1,B12_2.2,B12_3..99,B12_3..77,B12_3.1,B12_3.2,B12_4..99,B12_4..77,B12_4.1,B12_4.2,B12_5..99,B12_5..77,B12_5.1,B12_5.2,B12_6..99,B12_6..77,B12_6.1,B12_6.2,B13_1..99,B13_1..77,B13_1.1,B13_1.2,B13_2..99,B13_2..77,B13_2.1,B13_2.2,B13_3..99,B13_3..77,B13_3.1,B13_3.2,B13_4..99,B13_4..77,B13_4.1,B13_4.2,B13_5..99,B13_5..77,B13_5.1,B13_5.2,B13_6..99,B13_6..77,B13_6.1,B13_6.2,B13_7..99,B13_7..77,B13_7.1,B13_7.2,B14_1..99,B14_1..77,B14_1.1,B14_1.2,B14_2..99,B14_2..77,B14_2.1,B14_2.2,B14_3..99,B14_3..77,B14_3.1,B14_3.2,B14_4..99,B14_4..77,B14_4.1,B14_4.2,B14_5..99,B14_5..77,B14_5.1,B14_5.2,C0_1..99,C0_1..77,C0_1.1,C0_1.2,C0_2..99,C0_2..77,C0_2.1,C0_2.2,C0_3..99,C0_3..77,C0_3.1,C0_3.2,C0_4..99,C0_4..77,C0_4.1,C0_4.2,C0_5..99,C0_5..77,C0_5.1,C0_5.2,C0_6..99,C0_6..77,C0_6.1,C0_6.2,C1_m..99,C1_m..77,C1_m.1,C1_m.2,C2..99,C2..77,C2.1,C2.2,C2.3,C2.4,C7..99,C7..77,C7.1,C7.2,C7.3,C7.4,C8..99,C8..77,C8.1,C8.2,C3..99,C3..77,C3.1,C3.2,C5..99,C5..77,C5.1,C5.2,C5.3,C5.4,C5.5,C5.6,C6..99,C6..77,C6.1,C6.2,C6.3,C6.4,C14..99,C14..77,C14.1,C14.2,C14.3,C14.4,C9..99,C9..77,C9.1,C9.2,C9.3,C12..99,C12..77,C12.1,C12.2,C12.3,C13_1..99,C13_1..77,C13_1.1,C13_1.2,C13_2..99,C13_2..77,C13_2.1,C13_2.2,C13_3..99,C13_3..77,C13_3.1,C13_3.2,C13_4..99,C13_4..77,C13_4.1,C13_4.2,C13_5..99,C13_5..77,C13_5.1,C13_5.2,C13_6..99,C13_6..77,C13_6.1,C13_6.2,D1..99,D1..77,D1.1,D1.2,D1.3,D1.4,D1.5,D2..99,D2..77,D2.1,D2.2,D2.3,D2.4,D2.5,D3..99,D3..77,D3.1,D3.2,D3.3,D3.4,D4..99,D4..77,D4.1,D4.2,D4.3,D4.4,D5..99,D5..77,D5.1,D5.2,D5.3,D5.4,D6_1..99,D6_1..77,D6_1.1,D6_1.2,D6_2..99,D6_2..77,D6_2.1,D6_2.2,D6_3..99,D6_3..77,D6_3.1,D6_3.2,D7..99,D7..77,D7.1,D7.2,D8..99,D8..77,D8.1,D8.2,D9..99,D9..77,D9.1,D9.2,D9.3,D9.4,D9.5,D9.6,D9.7,D10..99,D10..77,D10.1,D10.2,D10.3,D10.4,D10.5,D10.6,D10.7,D10.8,D10.9,D10.10,D10.11,D10.12,D10.13,D10.14,D10.15,E3..99,E3..77,E3.1,E3.2,E3.3,E3.4,E4..99,E4..77,E4.1,E4.2,E4.3,E4.4,E4.5,E4.6,E4.7,E2..99,E2..77,E2.1,E2.2,E2.3,E7..99,E7..77,E7.1,E7.2,E7.3,E7.4,E7.5,B2.mean,B2.sd,B4.mean,B4.sd,E6.mean,E6.sd,E5.mean,E5.sd
PT,PRT,Portugal,-99,2020-12-21,2020-12-21,369,1,1638.4762048350901,0,0,44,327,2596726.387277228,0,5,1,363,8,18,343,8,7,354,5,37,327,6,32,331,7,28,334,6,19,344,7,3,359,7,12,350,6,8,355,5,17,347,5,41,323,5,10,354,5,60,304,368,0,0,1,352,1,4,12,363,0,1,5,333,2,10,24,338,1,5,25,342,0,7,20,351,0,5,13,366,0,1,2,357,1,5,6,361,1,5,2,352,1,7,9,329,1,6,33,360,0,4,5,311,4,19,35,40,2,28,299,345,0,8,16,52,7,99,211,272,2,19,76,350,3,15,1,350,3,16,0,366,0,0,2,1,84,8,25,252,369,0,0,0,0,0,69,2,111,101,57,29,315,5,15,28,6,315,4,26,20,4,315,6,30,14,4,315,6,27,15,6,315,6,13,18,17,0,345,8,5,11,345,9,2,13,345,5,10,9,345,10,2,12,345,9,2,13,345,9,3,12,369,0,0,0,369,0,0,0,369,0,0,0,369,0,0,0,369,0,0,0,369,0,0,0,369,0,0,0,369,0,0,0,369,0,0,0,369,0,0,0,369,0,0,0,369,0,0,0,105,12,67,185,105,10,173,81,105,11,94,159,105,9,97,158,105,14,6,244,105,12,18,234,108,2,100,159,269,0,72,16,6,6,120,1,1,10,89,148,120,2,246,1,132,3,55,179,132,0,199,26,3,2,0,7,132,2,50,54,73,58,134,4,100,107,16,8,141,2,68,151,7,158,9,61,137,4,303,2,61,3,197,4,165,3,275,1,92,1,273,3,72,21,363,0,5,1,351,0,17,1,166,3,2,2,34,54,108,166,2,2,5,35,53,106,175,2,112,68,10,2,175,0,25,48,56,65,175,0,28,61,64,41,284,10,65,10,284,34,19,32,284,23,41,21,187,3,71,108,261,1,45,62,343,3,5,1,0,2,1,0,14,278,2,0,5,6,11,2,5,13,1,0,4,7,3,7,4,21,369,0,0,0,0,0,369,0,0,0,0,0,0,0,0,369,0,0,0,0,369,0,0,0,0,0,0,2.4947368421052634,2.273219126254362,1.8333333333333333,1.3394467690277294,0,0,0,0
PT,PRT,Portugal,2,2020-12-21,2020-12-21,114,0,0,0,0,8,113,550548.7691626594,113,1,0,113,1,16,97,1,1,112,1,18,95,1,20,93,1,13,100,1,4,109,1,1,112,0,7,107,1,0,113,1,9,104,1,27,86,1,5,108,1,17,96,114,0,0,0,98,0,2,14,113,0,0,1,96,0,5,13,94,0,4,16,101,0,2,11,110,0,1,3,113,0,1,0,107,0,3,4,114,0,0,0,105,0,4,5,87,0,5,22,109,0,1,4,97,0,5,12,0,1,4,109,110,0,2,2,0,3,41,70,73,0,7,34,107,1,6,0,107,2,5,0,112,0,0,2,0,10,1,5,98,114,0,0,0,0,0,0,0,24,46,33,11,92,0,8,10,4,92,0,13,5,4,92,0,10,10,2,92,0,4,15,3,92,0,2,9,11,0,109,0,0,5,109,0,0,5,109,0,2,3,109,0,1,4,109,0,1,4,109,0,1,4,114,0,0,0,114,0,0,0,114,0,0,0,114,0,0,0,114,0,0,0,114,0,0,0,114,0,0,0,114,0,0,0,114,0,0,0,114,0,0,0,114,0,0,0,114,0,0,0,0,1,35,78,0,1,75,38,0,0,50,64,0,0,55,59,0,0,3,111,0,0,16,98,0,0,58,56,56,0,42,11,1,4,0,0,1,6,36,71,0,0,113,1,0,1,18,95,0,0,88,23,2,0,0,1,0,0,18,33,40,23,0,0,36,60,16,2,0,0,12,100,2,0,1,8,103,2,79,0,34,1,39,0,74,1,64,0,50,0,59,0,36,19,111,0,3,0,98,0,16,0,0,2,0,8,22,33,49,0,0,0,9,20,30,55,0,1,54,42,14,3,0,0,9,16,50,39,0,0,17,37,34,26,60,1,40,13,60,8,9,37,60,7,18,29,0,0,65,49,65,0,24,25,90,0,3,3,3,0,1,0,14,25,0,1,12,4,5,0,3,16,5,0,1,13,1,6,2,20,0,0,32,82,0,0,0,0,0,114,0,0,0,0,0,0,3,66,23,22,0,1,16,40,39,14,4,2.3333333333333335,1.900763853245966,2,0.816496580927726,10.547368421052632,3.645949139631462,2.684684684684685,1.334724908545046
PT,PRT,Portugal,3,2020-12-21,2020-12-21,147,0,0,0,0,23,146,706693.6613593665,143,0,0,147,0,11,136,0,0,147,0,11,136,0,20,127,0,8,139,0,6,141,0,3,144,0,5,142,0,0,147,0,7,140,0,17,130,0,5,142,0,20,127,147,0,0,0,136,0,1,10,147,0,0,0,136,0,2,9,127,0,0,20,139,0,2,6,141,0,1,5,144,0,2,1,142,0,2,3,147,0,0,0,140,0,3,4,130,0,2,15,142,0,2,3,127,0,3,17,0,1,12,134,135,0,4,8,0,0,62,85,85,0,14,48,133,1,13,0,133,1,13,0,146,0,0,1,0,14,0,10,123,147,0,0,0,0,0,0,2,48,58,31,8,121,0,7,14,5,121,0,9,15,2,121,0,9,12,5,121,0,7,14,5,121,0,4,11,11,0,137,1,1,8,137,1,0,9,137,0,2,8,137,1,0,9,137,1,0,9,137,1,0,9,147,0,0,0,147,0,0,0,147,0,0,0,147,0,0,0,147,0,0,0,147,0,0,0,147,0,0,0,147,0,0,0,147,0,0,0,147,0,0,0,147,0,0,0,147,0,0,0,0,0,47,100,0,0,97,50,0,0,67,80,0,0,60,87,0,0,7,140,0,0,10,137,0,1,53,93,94,0,38,8,2,5,0,0,0,8,42,97,0,0,147,0,0,0,26,121,0,0,125,18,1,1,0,2,0,0,21,45,41,40,0,1,45,84,15,2,0,1,18,127,1,0,1,21,122,3,100,0,46,1,50,0,97,0,80,0,66,1,87,0,45,15,140,1,4,2,137,0,10,0,0,0,0,2,33,28,84,0,0,1,2,35,36,73,0,0,72,67,5,3,0,1,16,25,43,62,0,0,32,39,40,36,76,2,55,14,76,12,12,47,76,11,24,36,0,1,97,49,98,0,24,25,123,1,5,1,2,1,0,1,13,26,0,0,11,5,9,1,5,9,4,0,8,20,6,13,5,25,0,2,65,79,0,1,0,0,0,0,147,0,0,0,0,1,3,86,33,24,1,3,11,46,65,16,5,2.24,1.4646863563401482,1.9166666666666667,1.378954368902449,10.69090909090909,3.15863591085579,2.971830985915493,1.388624820899245
PT,PRT,Portugal,4,2020-12-21,2020-12-21,169,0,0,0,0,21,169,936691.943107043,161,3,0,166,3,16,150,3,4,162,3,22,144,3,21,145,3,11,155,2,6,161,2,3,164,3,6,160,3,1,165,3,4,162,3,23,143,3,4,162,2,28,139,169,0,0,0,153,2,4,10,165,2,1,1,147,1,2,19,148,1,3,17,158,1,2,8,163,0,3,3,166,1,0,2,163,0,4,2,168,0,1,0,165,0,1,3,146,2,7,14,165,0,2,2,141,1,10,17,0,0,13,156,156,0,5,8,0,2,65,102,104,0,23,42,146,2,21,0,146,1,21,1,168,0,0,1,0,25,2,14,128,169,0,0,0,0,0,0,0,62,68,27,12,130,1,10,25,3,130,1,19,18,1,130,1,17,19,2,130,1,14,20,4,130,1,9,20,9,0,155,5,3,6,155,7,1,6,155,6,3,5,155,8,0,6,155,8,0,6,155,8,1,5,169,0,0,0,169,0,0,0,169,0,0,0,169,0,0,0,169,0,0,0,169,0,0,0,169,0,0,0,169,0,0,0,169,0,0,0,169,0,0,0,169,0,0,0,169,0,0,0,0,1,58,110,0,0,119,50,0,2,83,84,0,1,72,96,0,1,7,161,0,1,15,153,0,0,64,105,105,0,45,12,4,3,0,0,1,8,38,122,0,0,169,0,0,1,30,138,0,0,147,15,0,0,1,6,0,0,25,35,44,65,0,0,65,80,22,2,0,0,29,138,2,0,3,23,142,1,111,1,55,2,50,1,118,0,86,1,81,1,97,1,55,16,162,0,7,0,154,0,14,1,0,0,2,4,24,47,92,0,3,1,6,18,51,90,0,1,69,83,9,7,0,0,20,27,53,69,0,0,31,39,61,38,99,8,54,8,99,26,16,28,99,18,31,21,0,2,104,63,106,0,22,41,147,4,2,0,0,1,4,1,10,43,1,5,7,3,9,3,7,9,5,0,4,10,17,6,3,37,0,2,67,99,0,1,0,0,0,0,0,169,0,0,0,4,5,91,46,23,4,5,9,60,63,25,3,3.1475409836065573,2.5287418846386207,1.8,1.3165611772087666,10.16030534351145,3.842708968129184,2.7133757961783433,1.2862734656303763
PT,PRT,Portugal,5,2020-12-21,2020-12-21,114,0,0,0,0,17,114,484185.68452811515,108,0,0,114,0,7,107,0,1,113,0,7,107,0,8,106,0,5,109,0,1,113,0,0,114,0,1,113,0,0,114,0,3,111,0,7,107,0,2,112,0,17,97,114,0,0,0,107,0,0,7,113,0,0,1,107,0,1,6,106,0,2,6,109,0,0,5,113,0,1,0,114,0,0,0,113,0,1,0,114,0,0,0,111,0,1,2,107,0,2,5,112,0,2,0,97,0,6,11,0,0,7,107,107,0,2,5,0,6,37,71,77,0,6,31,108,0,5,1,108,1,4,1,113,0,0,1,0,12,1,3,98,114,0,0,0,0,0,0,0,51,33,24,6,94,4,6,9,1,94,3,11,6,0,94,3,9,7,1,94,4,6,7,3,94,4,3,6,7,0,111,1,1,1,111,2,0,1,111,2,0,1,111,2,0,1,111,2,0,1,111,2,0,1,114,0,0,0,114,0,0,0,114,0,0,0,114,0,0,0,114,0,0,0,114,0,0,0,114,0,0,0,114,0,0,0,114,0,0,0,114,0,0,0,114,0,0,0,114,0,0,0,0,1,29,84,0,1,81,32,0,4,46,64,0,4,36,74,0,3,3,108,0,3,2,109,0,0,39,75,75,0,29,4,2,4,0,0,0,3,42,69,0,0,113,1,0,1,22,91,0,0,88,19,2,0,1,4,0,1,24,21,40,28,0,1,48,54,10,1,0,1,31,81,1,0,5,25,81,3,85,3,22,4,33,3,77,1,68,1,45,0,78,1,27,8,111,0,2,1,112,1,1,0,0,0,1,2,19,20,72,0,0,0,4,11,27,72,0,2,51,50,6,5,0,0,7,18,39,50,0,0,16,26,37,35,72,3,31,8,72,17,8,17,72,13,16,13,0,2,55,57,57,0,24,33,90,4,4,1,1,1,1,0,12,35,1,1,14,4,18,3,4,5,0,0,2,4,7,3,3,10,0,3,63,48,0,0,0,0,0,0,0,0,114,0,0,4,6,60,32,12,4,3,5,29,40,25,8,3.1923076923076925,2.433421143480606,3.5,2.3804761428476167,9.486842105263158,3.998311046938466,2.423076923076923,1.251735166105126
PT,PRT,Portugal,-99,2020-12-22,2020-12-22,345,0,0,0,0,56,310,2615383.5324122165,0,3,2,340,3,27,315,3,8,334,3,35,307,2,48,295,1,20,324,2,12,331,2,6,337,3,9,333,3,7,335,3,18,324,4,26,315,3,13,329,3,49,293,343,0,0,2,318,2,5,20,337,1,1,6,310,2,8,25,297,3,9,36,325,2,7,11,333,0,2,10,339,0,1,5,336,1,3,5,338,1,3,3,327,2,4,12,319,3,6,17,332,0,7,6,296,5,17,27,32,3,28,282,318,0,7,20,37,10,110,188,237,2,25,81,320,4,20,1,320,4,21,0,341,0,1,3,0,77,7,29,232,345,0,0,0,0,0,53,3,110,103,54,22,76,22,109,108,30,76,30,145,77,17,76,26,140,85,18,76,33,118,89,29,76,29,68,90,82,0,319,10,7,9,319,13,6,7,319,8,13,5,319,13,2,11,319,13,6,7,319,12,4,10,345,0,0,0,345,0,0,0,345,0,0,0,345,0,0,0,345,0,0,0,345,0,0,0,345,0,0,0,345,0,0,0,345,0,0,0,345,0,0,0,345,0,0,0,345,0,0,0,88,10,74,173,88,4,192,61,88,10,113,134,88,9,99,149,88,10,3,244,88,11,26,220,95,5,92,153,253,0,63,10,10,9,104,3,1,6,77,154,104,0,241,0,119,1,44,181,119,0,182,33,4,1,1,5,119,2,54,51,59,60,123,7,80,102,29,4,129,0,67,146,3,149,5,46,137,8,273,2,66,4,156,2,186,1,235,0,108,2,247,2,83,13,342,0,3,0,320,1,24,0,163,1,3,8,44,37,89,163,0,1,6,37,49,89,172,5,92,60,12,4,172,1,22,41,53,56,172,0,39,57,41,36,255,13,60,17,255,34,20,36,255,25,41,24,188,5,53,99,246,1,41,57,324,4,2,2,0,3,0,0,10,277,5,0,4,3,8,3,4,10,3,0,2,3,2,5,2,14,345,0,0,0,0,0,345,0,0,0,0,0,0,0,0,345,0,0,0,0,345,0,0,0,0,0,0,2.78494623655914,2.3629820068018668,2.35,1.3869694338832115,0,0,0,0
PT,PRT,Portugal,1,2020-12-22,2020-12-21,100,0,0,0,0,5,100,542584.941478638,98,0,0,100,0,12,88,0,4,96,0,13,87,0,22,78,0,9,91,1,7,92,0,6,94,0,3,97,0,3,97,0,14,86,0,30,70,0,3,97,0,18,82,100,0,0,0,88,1,2,9,96,0,1,3,87,0,3,10,78,1,1,20,91,0,1,8,93,0,0,7,94,1,2,3,97,0,1,2,97,0,1,2,86,0,4,10,70,1,3,26,97,1,2,0,82,1,5,12,0,0,4,96,96,0,2,2,0,0,36,64,64,0,10,26,90,1,8,1,90,2,8,0,98,0,0,1,1,10,1,6,83,100,0,0,0,0,0,0,0,32,33,24,11,0,0,33,50,17,0,0,55,32,13,0,0,60,30,10,0,0,43,39,18,0,0,9,49,42,0,94,0,0,6,94,0,0,6,94,0,2,4,94,0,0,6,94,0,0,6,94,0,0,6,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,0,0,17,83,0,0,68,32,0,0,56,44,0,0,55,45,0,1,3,96,0,0,17,83,0,0,59,41,41,0,48,7,1,3,0,0,0,8,37,55,0,0,100,0,0,0,18,82,0,0,80,18,1,0,0,1,0,1,12,24,43,20,0,0,24,56,20,0,0,0,5,87,8,0,0,11,81,8,83,0,16,1,32,0,67,1,44,0,56,0,45,0,30,25,97,0,3,0,83,0,17,0,0,0,2,5,28,32,33,0,0,1,9,24,31,35,0,1,57,37,3,2,0,0,9,18,38,35,0,0,18,32,36,14,50,0,36,14,50,5,3,42,50,3,17,30,0,0,31,69,31,0,18,51,82,0,6,0,2,3,0,1,6,51,0,2,9,1,4,0,0,5,1,0,1,2,1,3,0,20,0,1,16,82,0,1,0,0,100,0,0,0,0,0,0,2,1,55,24,18,2,0,8,32,32,22,4,2.4745762711864407,2.19211700703468,1.3333333333333333,0.5773502691896257,11.55,2.540307964984172,2.556701030927835,1.2987900793057716
PT,PRT,Portugal,2,2020-12-22,2020-12-22,130,0,0,0,0,28,130,640626.929992173,123,0,0,130,0,16,114,0,3,127,0,13,117,0,22,108,0,6,124,0,3,127,0,3,127,0,3,127,0,0,130,0,10,120,0,11,119,0,3,127,0,18,112,130,0,0,0,114,0,2,14,127,0,0,3,117,0,2,11,108,0,2,20,124,0,1,5,127,0,0,3,127,0,1,2,127,0,1,2,130,0,0,0,120,0,2,8,119,0,2,9,127,0,0,3,112,0,3,15,0,0,13,117,117,0,6,7,0,1,58,71,72,0,12,46,118,2,8,2,118,1,11,0,129,0,1,0,0,13,2,12,103,130,0,0,0,0,0,0,0,39,49,30,12,0,0,45,65,20,0,0,77,42,11,0,1,72,51,6,0,0,62,53,15,0,0,31,63,36,0,118,0,2,10,118,1,1,10,118,1,2,9,118,1,1,10,118,1,0,11,118,1,2,9,130,0,0,0,130,0,0,0,130,0,0,0,130,0,0,0,130,0,0,0,130,0,0,0,130,0,0,0,130,0,0,0,130,0,0,0,130,0,0,0,130,0,0,0,130,0,0,0,0,0,42,88,0,0,88,42,0,0,66,64,0,0,70,60,0,0,8,122,0,0,10,120,0,0,62,68,68,0,43,9,4,6,0,2,1,15,37,75,0,0,130,0,0,0,30,100,0,0,108,17,1,1,0,3,0,0,21,43,30,36,0,0,35,71,20,4,0,0,14,115,1,0,0,14,114,2,88,0,37,5,42,0,86,2,64,0,64,2,60,0,48,22,122,0,5,3,120,0,10,0,0,2,0,3,26,38,61,0,0,0,6,20,41,63,0,1,64,56,4,5,0,0,19,18,41,52,0,0,28,32,42,28,70,2,46,12,70,4,16,40,70,3,23,34,0,2,76,52,78,0,26,26,104,0,6,0,5,2,5,2,6,28,0,2,11,4,8,4,7,12,6,0,4,7,4,4,4,25,0,1,53,76,0,0,0,0,0,130,0,0,0,0,0,2,5,83,18,22,2,2,14,41,51,16,4,2.2982456140350878,2.137796865606387,2.1538461538461537,0.8987170342729172,10.794117647058824,3.025758182684389,2.6147540983606556,1.2691294687517658
PT,PRT,Portugal,3,2020-12-22,2020-12-22,160,0,0,0,0,22,159,742993.4347308207,159,1,2,157,1,15,144,0,3,157,1,19,140,1,15,144,1,11,148,1,8,151,1,7,152,1,3,156,0,2,158,1,8,151,1,27,132,1,1,158,1,23,136,158,0,1,1,145,1,2,12,157,1,1,1,141,0,5,14,145,0,3,12,149,1,6,4,152,1,2,5,153,0,4,3,157,0,2,1,158,0,1,1,152,0,3,5,133,1,8,18,159,0,1,0,137,0,8,15,0,1,14,145,146,0,5,9,0,2,53,105,107,2,12,39,148,2,9,1,148,2,10,0,158,0,0,2,0,16,1,13,130,160,0,0,0,0,0,0,1,55,61,31,12,0,2,65,70,23,0,4,94,49,13,0,4,92,48,16,0,3,80,54,23,0,4,29,69,58,0,147,1,2,10,147,1,0,12,147,1,4,8,147,1,0,12,147,1,0,12,147,1,1,11,160,0,0,0,160,0,0,0,160,0,0,0,160,0,0,0,160,0,0,0,160,0,0,0,160,0,0,0,160,0,0,0,160,0,0,0,160,0,0,0,160,0,0,0,160,0,0,0,0,1,57,102,0,0,115,45,0,1,76,83,0,1,66,93,0,1,4,155,0,2,11,147,0,0,72,88,88,0,51,10,2,9,0,0,1,9,42,108,0,0,160,0,0,0,31,129,0,0,136,15,6,1,1,1,0,1,19,40,44,56,0,2,52,81,22,3,0,0,27,131,2,0,0,21,137,2,103,0,57,0,45,0,115,0,84,0,74,2,94,0,52,14,156,0,4,0,149,0,11,0,0,0,1,1,35,44,79,0,0,2,2,34,43,79,0,2,80,59,12,7,0,0,22,33,46,59,0,1,29,51,50,29,80,6,63,11,80,13,18,49,80,10,28,42,0,1,101,58,102,0,34,24,126,0,9,2,8,0,3,0,12,25,0,2,16,5,10,0,7,15,4,0,1,12,8,10,2,43,0,1,63,96,0,0,0,0,0,0,160,0,0,0,0,1,4,90,34,31,1,2,10,57,68,18,4,2.36231884057971,1.4948048711213273,1.7272727272727273,1.009049958219026,10.369230769230771,3.473350283860635,2.9741935483870967,1.2990925259069106
PT,PRT,Portugal,4,2020-12-22,2020-12-22,148,0,0,0,0,27,148,884669.0487981917,146,0,1,147,0,8,140,0,1,147,0,15,133,0,14,134,0,12,136,0,4,144,0,2,146,0,6,142,0,1,147,0,4,144,0,11,137,0,4,144,0,21,127,147,0,0,1,140,1,3,4,147,0,1,0,133,1,5,9,134,1,2,11,136,1,3,8,144,1,0,3,146,0,1,1,142,0,2,4,147,0,1,0,144,0,2,2,137,0,4,7,144,1,2,1,127,1,5,15,0,0,12,136,136,0,4,8,0,1,51,96,97,0,14,37,134,2,12,0,134,0,13,1,148,0,0,0,0,15,1,5,127,148,0,0,0,0,0,0,0,51,56,28,13,0,6,47,76,19,0,6,79,54,9,0,6,79,47,16,0,8,62,61,17,0,7,25,59,57,0,143,0,2,3,143,1,1,3,143,1,2,2,143,1,1,3,143,1,1,3,143,1,0,4,148,0,0,0,148,0,0,0,148,0,0,0,148,0,0,0,148,0,0,0,148,0,0,0,148,0,0,0,148,0,0,0,148,0,0,0,148,0,0,0,148,0,0,0,148,0,0,0,0,0,51,97,0,3,105,40,0,3,74,71,0,2,57,89,0,3,5,140,0,3,16,129,0,0,51,97,97,0,31,8,4,8,0,0,0,4,41,103,0,1,147,0,0,1,31,116,0,0,126,17,0,0,1,4,0,0,29,29,37,53,0,1,53,72,14,8,0,1,16,131,0,0,2,15,129,2,97,0,49,2,43,0,103,2,74,2,71,1,91,1,47,9,143,1,3,1,132,1,14,1,0,2,0,4,19,35,88,0,0,0,5,13,43,87,0,1,65,70,8,4,0,0,20,24,48,56,0,0,30,35,50,33,83,4,48,13,83,20,15,30,83,16,23,26,0,2,91,55,93,0,22,33,126,3,5,3,1,0,2,0,8,35,0,2,10,1,2,1,10,6,3,0,2,18,13,9,5,31,0,2,75,71,0,0,0,0,0,0,0,148,0,0,0,2,3,94,25,24,2,2,10,45,66,16,7,2.607843137254902,2.227809968310125,2.5,1.1785113019775793,10.26126126126126,3.5769761523888293,2.683098591549296,1.3281978314891463
