ISO_3,country_agg,age,date,first_date,count,cli,cli_weight,cliWHO,cliWHO_weight,cli_local,count_local,weight,Finished,B1_1..77,B1_1.1,B1_1.2,B1_2..77,B1_2.1,B1_2.2,B1_3..77,B1_3.1,B1_3.2,B1_4..77,B1_4.1,B1_4.2,B1_5..77,B1_5.1,B1_5.2,B1_6..77,B1_6.1,B1_6.2,B1_7..77,B1_7.1,B1_7.2,B1_8..77,B1_8.1,B1_8.2,B1_9..77,B1_9.1,B1_9.2,B1_10..77,B1_10.1,B1_10.2,B1_11..77,B1_11.1,B1_11.2,B1_12..77,B1_12.1,B1_12.2,B1_13..77,B1_13.1,B1_13.2,B1_14..77,B1_14.1,B1_14.2,B1b_x1..99,B1b_x1..77,B1b_x1.1,B1b_x1.2,B1b_x2..99,B1b_x2..77,B1b_x2.1,B1b_x2.2,B1b_x3..99,B1b_x3..77,B1b_x3.1,B1b_x3.2,B1b_x4..99,B1b_x4..77,B1b_x4.1,B1b_x4.2,B1b_x5..99,B1b_x5..77,B1b_x5.1,B1b_x5.2,B1b_x6..99,B1b_x6..77,B1b_x6.1,B1b_x6.2,B1b_x7..99,B1b_x7..77,B1b_x7.1,B1b_x7.2,B1b_x8..99,B1b_x8..77,B1b_x8.1,B1b_x8.2,B1b_x9..99,B1b_x9..77,B1b_x9.1,B1b_x9.2,B1b_x10..99,B1b_x10.1,B1b_x10.2,B1b_x11..99,B1b_x11..77,B1b_x11.1,B1b_x11.2,B1b_x12..99,B1b_x12..77,B1b_x12.1,B1b_x12.2,B1b_x13..99,B1b_x13..77,B1b_x13.1,B1b_x13.2,B1b_x14..99,B1b_x14..77,B1b_x14.1,B1b_x14.2,B3..99,B3..77,B3.1,B3.2,B5..99,B5.1,B5.2,B6..99,B6..77,B6.1,B6.2,B7..99,B7..77,B7.1,B7.2,B8..99,B8..77,B8.1,B8.2,B8.3,B9..99,B9..77,B9.1,B9.2,B10..99,B10..77,B10.1,B10.2,B10.3,B11..99,B11..77,B11.1,B11.2,V1..99,V1..77,V1.1,V1.2,V1.3,V2..99,V3..99,V3..77,V3.1,V3.2,V3.3,V3.4,V4_1..99,V4_1..77,V4_1.1,V4_1.2,V4_1.3,V4_2..99,V4_2..77,V4_2.1,V4_2.2,V4_2.3,V4_3..99,V4_3..77,V4_3.1,V4_3.2,V4_3.3,V4_4..99,V4_4..77,V4_4.1,V4_4.2,V4_4.3,V4_5..99,V4_5..77,V4_5.1,V4_5.2,V4_5.3,V9..99,B12_1..99,B12_1..77,B12_1.1,B12_1.2,B12_2..99,B12_2..77,B12_2.1,B12_2.2,B12_3..99,B12_3..77,B12_3.1,B12_3.2,B12_4..99,B12_4..77,B12_4.1,B12_4.2,B12_5..99,B12_5..77,B12_5.1,B12_5.2,B12_6..99,B12_6..77,B12_6.1,B12_6.2,B13_1..99,B13_1..77,B13_1.1,B13_1.2,B13_2..99,B13_2..77,B13_2.1,B13_2.2,B13_3..99,B13_3..77,B13_3.1,B13_3.2,B13_4..99,B13_4..77,B13_4.1,B13_4.2,B13_5..99,B13_5..77,B13_5.1,B13_5.2,B13_6..99,B13_6..77,B13_6.1,B13_6.2,B13_7..99,B13_7..77,B13_7.1,B13_7.2,B14_1..99,B14_1..77,B14_1.1,B14_1.2,B14_2..99,B14_2..77,B14_2.1,B14_2.2,B14_3..99,B14_3..77,B14_3.1,B14_3.2,B14_4..99,B14_4..77,B14_4.1,B14_4.2,B14_5..99,B14_5..77,B14_5.1,B14_5.2,C0_1..99,C0_1..77,C0_1.1,C0_1.2,C0_2..99,C0_2..77,C0_2.1,C0_2.2,C0_3..99,C0_3..77,C0_3.1,C0_3.2,C0_4..99,C0_4..77,C0_4.1,C0_4.2,C0_5..99,C0_5..77,C0_5.1,C0_5.2,C0_6..99,C0_6..77,C0_6.1,C0_6.2,C1_m..99,C1_m..77,C1_m.1,C1_m.2,C2..99,C2..77,C2.1,C2.2,C2.3,C2.4,C7..99,C7..77,C7.1,C7.2,C7.3,C7.4,C8..99,C8..77,C8.1,C8.2,C3..99,C3..77,C3.1,C3.2,C5..99,C5..77,C5.1,C5.2,C5.3,C5.4,C5.5,C5.6,C6..99,C6..77,C6.1,C6.2,C6.3,C6.4,C14..99,C14..77,C14.1,C14.2,C14.3,C14.4,C9..99,C9..77,C9.1,C9.2,C9.3,C12..99,C12..77,C12.1,C12.2,C12.3,C13_1..99,C13_1..77,C13_1.1,C13_1.2,C13_2..99,C13_2..77,C13_2.1,C13_2.2,C13_3..99,C13_3..77,C13_3.1,C13_3.2,C13_4..99,C13_4..77,C13_4.1,C13_4.2,C13_5..99,C13_5..77,C13_5.1,C13_5.2,C13_6..99,C13_6..77,C13_6.1,C13_6.2,D1..99,D1..77,D1.1,D1.2,D1.3,D1.4,D1.5,D2..99,D2..77,D2.1,D2.2,D2.3,D2.4,D2.5,D3..99,D3..77,D3.1,D3.2,D3.3,D3.4,D4..99,D4..77,D4.1,D4.2,D4.3,D4.4,D5..99,D5..77,D5.1,D5.2,D5.3,D5.4,D6_1..99,D6_1..77,D6_1.1,D6_1.2,D6_2..99,D6_2..77,D6_2.1,D6_2.2,D6_3..99,D6_3..77,D6_3.1,D6_3.2,D7..99,D7..77,D7.1,D7.2,D8..99,D8..77,D8.1,D8.2,D9..99,D9..77,D9.1,D9.2,D9.3,D9.4,D9.5,D9.6,D9.7,D10..99,D10..77,D10.1,D10.2,D10.3,D10.4,D10.5,D10.6,D10.7,D10.8,D10.9,D10.10,D10.11,D10.12,D10.13,D10.14,D10.15,E3..99,E3..77,E3.1,E3.2,E3.3,E3.4,E4..99,E4..77,E4.1,E4.2,E4.3,E4.4,E4.5,E4.6,E4.7,E2..99,E2..77,E2.1,E2.2,E2.3,E7..99,E7..77,E7.1,E7.2,E7.3,E7.4,E7.5,B2.mean,B2.sd,B4.mean,B4.sd,E6.mean,E6.sd,E5.mean,E5.sd
GRC,Greece,1,2021-01-13,2021-01-03,100,0,0,0,0,25,100,1004075.3687233824,96,0,1,99,0,6,94,0,2,98,0,19,81,0,19,81,0,8,92,0,5,95,0,1,99,0,0,100,0,0,100,0,7,93,0,14,86,0,1,99,0,19,81,99,0,0,1,94,0,2,4,98,0,0,2,81,0,5,14,81,0,1,18,92,0,1,7,95,0,1,4,99,0,0,1,100,0,0,0,100,0,0,93,0,3,4,86,0,3,11,99,0,1,0,81,1,9,9,0,0,12,88,88,1,11,0,1,40,59,60,0,16,24,84,0,0,15,1,84,0,6,10,94,0,4,2,0,17,0,4,79,55,0,0,45,0,0,0,0,32,31,22,15,0,1,18,60,21,0,1,41,41,17,0,0,43,35,22,0,1,27,40,32,0,1,4,36,59,0,96,1,0,3,96,1,2,1,96,1,2,1,96,0,1,3,96,1,1,2,96,1,1,2,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,0,1,14,85,0,1,59,40,0,1,4,95,0,0,56,44,0,2,7,91,0,1,12,87,0,0,53,47,47,0,40,10,3,0,0,0,0,18,43,39,0,0,99,1,0,0,7,93,0,0,76,15,3,1,0,5,0,0,27,26,34,13,0,0,17,44,26,13,0,0,11,81,8,0,0,12,81,7,86,0,13,1,41,0,58,1,96,0,3,1,44,0,33,23,93,0,4,3,88,0,11,1,0,1,1,12,27,18,41,0,0,4,9,24,22,41,0,0,35,43,18,4,0,0,8,8,30,54,0,0,25,29,30,16,46,1,46,7,46,7,12,35,46,6,18,30,0,0,20,80,20,0,31,49,69,0,10,0,3,3,2,0,13,49,0,4,5,2,3,1,1,2,3,0,1,5,0,6,1,17,0,1,45,49,1,4,0,0,100,0,0,0,0,0,0,4,3,59,21,13,4,0,12,32,40,9,3,6.826086956521739,8.657185449289026,2.0833333333333335,1.164500152881315,12.833333333333332,4.613974391988156,3.1609195402298855,1.218782877609164
GRC,Greece,2,2021-01-13,2021-01-03,100,0,0,0,0,17,100,978983.1585625514,99,0,1,99,0,5,95,0,0,100,0,18,82,0,10,90,0,15,85,0,4,96,0,5,95,0,1,99,0,1,99,0,6,94,0,25,75,0,3,97,0,13,87,99,0,1,0,95,0,0,5,100,0,0,0,82,1,2,15,90,0,2,8,85,2,0,13,96,0,2,2,95,0,1,4,99,0,0,1,99,1,0,94,1,2,3,75,1,4,20,97,0,2,1,87,0,5,8,0,0,8,92,92,3,5,0,1,45,54,55,0,20,25,80,0,2,18,0,80,0,4,16,96,0,2,2,0,21,1,4,74,5,0,3,92,0,0,3,1,24,38,24,10,3,1,22,57,17,3,1,42,37,17,3,2,39,36,20,3,1,17,41,38,3,2,7,29,59,0,96,0,0,4,96,0,1,3,96,0,1,3,96,0,2,2,96,0,0,4,96,0,0,4,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,0,0,21,79,0,0,64,36,0,0,3,97,0,0,52,48,0,0,3,97,0,1,10,89,0,0,51,49,49,0,45,3,1,2,0,0,0,11,32,57,0,0,100,0,0,0,5,95,0,0,79,12,1,2,0,6,0,0,29,25,30,16,0,0,25,55,17,3,0,0,22,77,1,0,1,17,80,2,79,0,21,0,36,0,64,0,97,0,3,0,48,0,31,21,97,0,2,1,90,0,10,0,0,0,2,6,17,23,52,0,0,3,9,17,29,42,0,0,42,33,19,6,0,0,10,3,27,60,0,0,31,28,22,19,41,3,48,8,41,10,12,37,41,4,28,27,0,0,47,53,47,0,29,24,71,1,11,0,4,5,1,0,7,24,0,3,5,0,6,0,5,7,4,0,4,7,2,12,3,18,0,1,49,48,0,2,0,0,0,100,0,0,0,0,0,1,1,78,9,11,1,1,26,48,20,4,0,5.226415094339623,7.7127305087955875,2.2857142857142856,1.1126972805283737,14.324468085106384,4.943066963368677,2.5578947368421052,1.326616151844122
GRC,Greece,3,2021-01-13,2021-01-13,153,0,0,0,0,19,153,1210359.0504666306,150,1,1,151,0,5,148,0,3,150,0,20,133,1,17,135,1,13,139,0,5,148,0,1,152,2,6,145,0,0,153,0,9,144,1,23,129,1,0,152,1,16,136,152,0,0,1,148,0,1,4,150,0,1,2,133,0,2,18,136,0,4,13,140,0,2,11,148,0,2,3,152,0,0,1,147,0,2,4,153,0,0,144,0,3,6,130,0,6,17,153,0,0,0,137,0,9,7,0,0,10,143,143,1,9,0,2,67,84,86,0,21,46,132,0,0,21,0,132,0,4,17,149,0,1,3,0,23,0,9,121,0,0,5,147,1,0,5,0,61,48,24,15,5,2,34,77,35,5,3,73,53,19,5,1,84,42,21,5,2,44,56,46,5,3,19,51,75,0,144,2,2,5,144,3,1,5,144,3,1,5,144,2,6,1,144,3,3,3,144,3,0,6,153,0,0,0,153,0,0,0,153,0,0,0,153,0,0,0,153,0,0,0,153,0,0,0,153,0,0,0,153,0,0,0,153,0,0,0,153,0,0,0,153,0,0,0,153,0,0,0,0,0,43,110,0,0,113,40,0,0,6,147,0,0,78,75,0,0,7,146,0,0,5,148,0,0,73,80,80,0,55,11,5,2,0,0,0,10,49,94,0,0,153,0,0,2,18,133,0,0,131,16,2,0,1,3,0,0,50,30,52,21,0,0,46,74,23,10,0,0,42,110,1,0,0,32,120,1,110,0,42,1,40,0,111,2,147,0,6,0,75,0,57,21,146,0,5,2,148,0,5,0,0,1,2,6,27,37,80,0,0,2,11,27,42,71,0,1,67,59,18,8,0,1,6,19,30,97,0,0,33,62,40,18,58,6,76,13,58,26,14,55,58,19,39,37,0,0,78,75,78,0,27,48,126,0,14,0,2,1,0,1,9,48,0,1,4,6,11,2,7,10,6,0,5,22,6,5,2,18,0,2,78,71,1,1,0,0,0,0,153,0,0,0,0,2,2,111,17,21,2,0,35,71,40,2,3,6.803571428571429,9.108277240275148,2,0.8660254037844385,14.58108108108108,4.904549482473819,2.537414965986394,1.400939551869981
GRC,Greece,4,2021-01-13,2021-01-13,197,0,0,0,0,36,197,1707623.4778441142,192,0,0,197,0,11,186,0,2,195,0,16,181,0,11,186,0,19,178,0,5,192,0,3,194,0,2,195,0,1,196,0,1,196,0,19,178,1,3,193,0,21,176,197,0,0,0,186,0,4,7,195,0,0,2,181,0,2,14,186,0,2,9,178,0,5,14,192,0,1,4,194,0,2,1,195,0,2,0,196,1,0,196,0,0,1,178,0,0,19,194,0,1,2,176,0,13,8,0,0,18,179,179,3,15,0,2,86,109,111,0,38,48,159,0,0,37,1,159,0,10,28,187,0,4,6,0,40,2,13,142,0,0,6,190,1,0,6,0,83,59,39,10,6,15,53,87,36,6,16,86,67,22,6,8,92,62,29,6,18,58,62,53,6,19,22,54,96,0,184,9,1,3,184,9,1,3,184,9,2,2,184,6,4,3,184,8,3,2,184,10,0,3,197,0,0,0,197,0,0,0,197,0,0,0,197,0,0,0,197,0,0,0,197,0,0,0,197,0,0,0,197,0,0,0,197,0,0,0,197,0,0,0,197,0,0,0,197,0,0,0,0,0,67,130,0,0,162,35,0,1,11,185,0,0,104,93,0,0,10,187,0,0,12,185,0,0,88,109,109,0,63,10,7,8,0,1,1,8,64,123,0,1,196,0,0,2,30,165,0,0,176,17,0,0,0,4,0,0,67,47,42,41,0,3,73,95,16,10,0,0,79,118,0,0,1,44,151,1,130,2,61,4,35,2,157,3,186,0,11,0,93,1,74,29,187,0,10,0,185,0,10,2,0,1,2,11,26,50,107,0,0,2,7,45,56,87,0,2,90,79,17,9,0,0,4,25,40,128,0,0,57,62,45,33,78,5,110,4,78,63,14,42,78,54,38,27,0,0,102,95,102,1,46,48,151,4,12,0,1,12,1,1,15,49,2,6,16,4,17,2,4,16,6,0,4,14,11,12,6,28,0,4,96,97,0,0,0,0,0,0,0,197,0,0,0,3,5,138,24,27,3,5,26,75,67,16,5,6.583333333333333,8.160034202875034,2.6363636363636362,1.433368568981982,15.309278350515465,4.148439558660639,2.6684782608695654,1.3923624102553331
GRC,Greece,5,2021-01-13,2021-01-13,105,0,0,0,0,15,105,726024.5402750535,102,0,0,105,0,3,102,0,0,105,0,8,97,0,3,102,0,9,96,1,1,103,0,2,103,0,0,105,0,0,105,0,2,103,0,5,100,0,0,105,0,11,94,105,0,0,0,102,0,1,2,105,0,0,0,97,0,4,4,102,0,0,3,96,0,3,6,104,0,0,1,103,0,1,1,105,0,0,0,105,0,0,103,0,1,1,100,0,2,3,105,0,0,0,94,1,4,6,0,0,8,97,97,2,6,0,2,38,65,67,0,16,22,89,0,0,16,0,89,0,1,15,104,0,0,1,0,18,2,9,76,0,0,1,104,0,0,1,0,59,26,11,8,1,11,37,40,16,1,13,55,29,7,1,13,55,23,13,1,16,35,26,27,1,22,15,26,41,0,96,4,2,3,96,5,2,2,96,5,2,2,96,5,2,2,96,5,1,3,96,6,2,1,105,0,0,0,105,0,0,0,105,0,0,0,105,0,0,0,105,0,0,0,105,0,0,0,105,0,0,0,105,0,0,0,105,0,0,0,105,0,0,0,105,0,0,0,105,0,0,0,0,1,30,74,0,0,87,18,0,3,7,95,0,1,53,51,0,1,4,100,0,1,10,94,0,0,48,57,57,0,30,9,5,4,0,0,0,10,34,61,0,0,104,1,0,1,6,98,0,1,91,8,2,0,0,3,0,0,35,23,28,19,0,1,37,58,8,1,0,0,49,56,0,0,1,35,69,0,75,0,28,2,18,1,86,0,98,0,7,0,52,1,43,9,101,0,3,1,95,1,9,0,0,0,0,4,10,29,62,0,0,0,4,14,32,55,0,1,51,39,12,2,0,0,1,11,25,68,0,0,18,41,26,20,46,4,54,1,46,38,6,15,46,30,21,8,0,1,41,63,42,0,29,34,76,1,7,0,1,7,1,2,10,35,0,3,7,2,6,1,5,7,4,0,1,10,6,8,3,7,0,1,54,50,0,0,0,0,0,0,0,0,105,0,0,3,2,61,14,25,3,1,20,29,46,5,1,7.56,9.20181141587532,1.8571428571428572,1.6761634196950514,13.64705882352941,4.440245865156589,2.3737373737373737,1.4748632491838125
GRC,Greece,6,2021-01-13,2021-01-03,100,0,0,0,0,9,100,2067327.1694621062,98,1,0,99,2,4,94,1,1,98,2,4,94,1,10,89,2,9,89,2,0,98,2,0,98,1,1,98,2,0,98,2,0,98,1,5,94,2,0,98,2,3,95,100,0,0,0,96,0,2,2,99,0,0,1,96,0,0,4,90,0,1,9,91,0,3,6,100,0,0,0,100,0,0,0,99,0,0,1,100,0,0,100,0,0,0,95,0,1,4,100,0,0,0,97,0,2,1,0,0,4,96,96,0,4,0,3,23,74,77,1,6,16,94,0,0,6,0,94,0,2,4,98,0,0,2,0,10,1,6,83,39,1,0,60,0,0,0,0,76,13,6,5,0,17,44,25,14,0,17,45,30,8,0,11,61,19,9,0,17,41,29,13,0,23,20,26,31,0,94,1,4,1,94,1,4,1,94,2,2,2,94,3,0,3,94,2,2,2,94,2,0,4,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,0,3,18,79,0,1,77,22,0,1,4,95,0,2,38,60,0,1,2,97,0,1,6,93,0,0,33,67,67,0,29,4,0,0,0,0,0,7,35,58,0,0,100,0,0,2,9,89,0,0,91,3,1,0,0,5,0,0,51,28,17,4,0,1,49,41,8,1,0,0,76,23,1,0,2,63,35,0,82,0,16,2,23,1,75,1,96,0,2,2,62,1,21,16,98,0,2,0,94,0,5,1,0,0,1,1,10,15,73,0,0,0,3,10,33,54,0,2,50,35,8,5,0,0,0,6,13,81,0,0,9,20,28,43,71,5,22,2,71,14,5,10,71,13,12,4,0,1,17,82,18,0,7,75,93,0,2,0,0,1,0,0,4,76,0,2,4,2,3,1,1,2,0,0,0,4,2,0,0,3,0,2,67,31,0,0,0,0,0,0,0,0,0,100,0,2,0,67,10,21,2,0,21,35,36,4,2,7.894736842105263,9.362423338016388,2.6666666666666665,2.0816659994661326,15.568421052631578,4.487933305291374,1.989583333333333,1.0310423102928585
GRC,Greece,-99,2021-01-14,2021-01-03,100,0,0,0,0,12,88,1225336.0227947743,0,2,1,97,2,2,96,2,2,96,2,9,89,2,7,91,1,9,90,1,4,95,2,1,97,1,1,98,1,0,99,3,4,93,2,13,85,3,1,96,2,11,87,99,0,1,0,98,0,1,1,98,0,0,2,91,1,1,7,93,0,0,7,91,1,2,6,96,0,1,3,99,0,1,0,99,0,1,0,100,0,0,96,1,0,3,87,0,2,11,99,0,0,1,89,0,5,6,12,0,5,83,96,1,3,16,1,34,49,66,0,12,22,88,0,1,11,0,88,0,3,9,97,1,1,1,0,29,0,4,67,29,1,1,68,1,0,24,2,29,22,14,9,36,7,23,17,17,36,9,30,16,9,36,11,31,16,6,36,11,19,22,12,36,12,6,20,26,0,98,1,1,0,98,2,0,0,98,2,0,0,98,2,0,0,98,2,0,0,98,1,1,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,44,0,17,39,44,0,44,12,44,0,7,49,44,0,33,23,44,0,5,51,44,0,7,49,51,0,23,26,77,1,15,5,1,1,60,0,0,2,16,22,60,0,40,0,64,1,3,32,64,0,26,7,0,0,0,3,64,0,15,8,3,10,64,1,13,14,5,3,64,0,13,23,0,73,1,9,17,0,84,2,11,3,56,3,40,1,93,0,4,3,68,1,24,7,95,0,1,4,93,1,4,2,76,0,2,1,3,4,14,76,1,2,0,5,7,9,82,1,8,3,4,2,82,0,1,1,3,13,82,1,4,4,3,6,93,0,7,0,93,3,1,3,93,3,3,1,86,1,3,10,90,0,5,5,97,0,1,0,0,1,0,0,1,97,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,100,0,0,0,0,0,100,0,0,0,0,0,0,0,0,100,0,0,0,0,100,0,0,0,0,0,0,4.857142857142857,6.87957639891959,3.3333333333333335,1.5275252316519468,0,0,0,0
GRC,Greece,1,2021-01-14,2021-01-03,100,0,0,0,0,20,100,1001228.9857663647,96,0,1,99,0,6,94,0,2,98,0,19,81,0,19,81,0,8,92,0,5,95,0,1,99,0,0,100,0,0,100,0,7,93,0,14,86,0,1,99,0,18,82,99,0,0,1,94,0,2,4,98,0,0,2,81,0,5,14,81,0,1,18,92,0,1,7,95,0,1,4,99,0,0,1,100,0,0,0,100,0,0,93,0,3,4,86,0,3,11,99,0,1,0,82,1,8,9,0,0,11,89,89,1,10,0,1,40,59,60,0,16,24,84,0,0,15,1,84,0,6,10,94,0,4,2,0,17,0,4,79,54,0,0,46,0,1,0,0,32,31,22,15,0,1,18,60,21,0,1,41,41,17,0,0,43,35,22,0,1,27,40,32,0,1,4,36,59,1,96,1,0,3,96,1,2,1,96,1,2,1,96,0,1,3,96,1,1,2,96,1,1,2,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,0,1,15,84,0,1,60,39,0,1,4,95,0,0,56,44,0,2,8,90,0,1,11,88,0,0,53,47,47,0,39,10,4,0,0,0,1,18,43,38,0,0,99,1,0,0,7,93,0,0,75,15,3,2,0,5,0,0,27,26,34,13,0,0,16,44,26,14,0,0,11,81,8,0,0,12,81,7,85,0,13,2,40,0,58,2,96,0,3,1,44,0,33,23,92,0,4,4,89,0,10,1,0,1,1,12,27,18,41,0,0,4,9,24,22,41,0,0,35,42,18,5,0,0,8,8,30,54,0,0,25,29,29,17,46,1,46,7,46,7,12,35,46,6,18,30,0,0,20,80,20,0,31,49,69,0,10,0,3,3,2,0,13,49,0,4,5,2,3,1,1,2,3,0,1,5,0,6,1,17,0,1,44,50,1,4,0,0,100,0,0,0,0,0,0,4,3,59,21,13,4,0,13,31,40,9,3,6.800000000000001,8.753181239879694,1.8181818181818181,0.7507571935295483,12.85632183908046,4.614756441188879,3.206896551724138,1.249538808264899
GRC,Greece,2,2021-01-14,2021-01-03,100,0,0,0,0,17,100,931580.692705307,99,0,1,99,0,5,95,0,0,100,0,17,83,0,10,90,0,15,85,0,4,96,0,5,95,0,1,99,0,1,99,0,5,95,0,26,74,0,3,97,0,14,86,99,0,1,0,95,0,0,5,100,0,0,0,83,1,2,14,90,0,2,8,85,2,0,13,96,0,2,2,95,0,1,4,99,0,0,1,99,1,0,95,1,2,2,74,1,4,21,97,0,2,1,86,0,5,9,0,0,8,92,92,3,5,0,1,45,54,55,0,20,25,80,0,2,18,0,80,0,4,16,96,0,2,2,0,21,1,4,74,3,0,3,94,0,0,3,1,24,38,23,11,3,1,21,58,17,3,1,41,38,17,3,2,37,38,20,3,1,16,43,37,3,2,6,29,60,0,96,0,0,4,96,0,1,3,96,0,1,3,96,0,2,2,96,0,0,4,96,0,0,4,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,0,0,21,79,0,0,64,36,0,0,3,97,0,0,50,50,0,0,3,97,0,1,10,89,0,0,49,51,51,0,43,3,1,2,0,0,0,10,32,58,0,0,100,0,0,0,5,95,0,0,79,12,1,2,0,6,0,0,30,24,30,16,0,0,26,54,17,3,0,0,23,76,1,0,1,18,79,2,79,0,21,0,36,0,64,0,97,0,3,0,50,0,30,20,97,0,2,1,90,0,10,0,0,0,2,6,16,23,53,0,0,3,8,17,29,43,0,0,41,33,20,6,0,0,10,3,27,60,0,0,31,27,22,20,42,3,49,6,42,11,12,35,42,5,27,26,0,0,46,54,46,0,30,24,70,1,12,0,4,5,1,0,7,24,0,3,5,0,5,0,5,7,4,0,4,7,2,12,3,19,0,1,48,49,0,2,0,0,0,100,0,0,0,0,0,1,1,78,9,11,1,1,26,48,20,4,0,5.2075471698113205,7.721992794226007,2.2857142857142856,1.1126972805283737,14.53225806451613,4.728387014486629,2.5578947368421052,1.318572644411003
GRC,Greece,3,2021-01-14,2021-01-13,100,0,0,0,0,13,100,820021.2553390381,97,0,1,99,0,1,99,0,2,98,0,13,87,0,12,88,0,5,95,0,3,97,0,1,99,0,2,98,0,0,100,0,5,95,0,13,87,0,0,100,0,9,91,99,0,0,1,99,0,0,1,98,0,1,1,87,0,1,12,88,0,3,9,95,0,1,4,97,0,2,1,99,0,0,1,98,0,1,1,100,0,0,95,0,3,2,87,0,3,10,100,0,0,0,91,0,5,4,0,0,7,93,93,1,6,0,1,41,58,59,0,13,28,87,0,0,13,0,87,0,2,11,98,0,2,0,0,14,0,5,81,0,0,3,96,1,1,3,0,43,33,12,9,3,1,23,50,23,3,2,49,34,12,3,1,57,26,13,3,1,29,39,28,3,2,13,31,51,1,95,1,1,3,95,2,0,3,95,2,0,3,95,2,3,0,95,2,1,2,95,2,0,3,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,0,0,28,72,0,0,75,25,0,0,4,96,0,0,56,44,0,0,2,98,0,0,5,95,0,0,55,45,45,0,39,10,4,2,0,0,0,6,32,62,0,0,100,0,0,1,11,88,0,0,88,7,2,0,0,3,0,0,29,19,35,17,0,0,28,46,21,5,0,0,26,73,1,0,0,22,78,0,72,0,27,1,25,0,74,1,96,0,4,0,44,0,39,17,98,0,1,1,95,0,5,0,0,0,1,5,14,26,54,0,0,2,9,16,31,42,0,1,43,37,13,6,0,1,4,9,22,64,0,0,17,44,25,14,39,3,51,7,39,15,8,38,39,12,22,27,0,0,55,45,55,0,14,31,86,0,7,0,1,1,0,0,5,31,0,1,4,5,8,1,4,5,4,0,2,17,3,3,0,12,0,2,46,50,1,1,0,0,0,0,100,0,0,0,0,2,0,74,11,13,2,0,25,40,28,2,3,5.121951219512195,7.586814621272947,2,0.8944271909999157,14.855670103092782,4.849806032894618,2.6145833333333335,1.4243727459124755
