ISO_3,country_agg,age,date,first_date,count,cli,cli_weight,cliWHO,cliWHO_weight,cli_local,count_local,weight,Finished,B1_1..77,B1_1.1,B1_1.2,B1_2..77,B1_2.1,B1_2.2,B1_3..77,B1_3.1,B1_3.2,B1_4..77,B1_4.1,B1_4.2,B1_5..77,B1_5.1,B1_5.2,B1_6..77,B1_6.1,B1_6.2,B1_7..77,B1_7.1,B1_7.2,B1_8..77,B1_8.1,B1_8.2,B1_9..77,B1_9.1,B1_9.2,B1_10..77,B1_10.1,B1_10.2,B1_11..77,B1_11.1,B1_11.2,B1_12..77,B1_12.1,B1_12.2,B1_13..77,B1_13.1,B1_13.2,B1_14..77,B1_14.1,B1_14.2,B1b_x1..99,B1b_x1..77,B1b_x1.1,B1b_x1.2,B1b_x2..99,B1b_x2..77,B1b_x2.1,B1b_x2.2,B1b_x3..99,B1b_x3..77,B1b_x3.1,B1b_x3.2,B1b_x4..99,B1b_x4..77,B1b_x4.1,B1b_x4.2,B1b_x5..99,B1b_x5..77,B1b_x5.1,B1b_x5.2,B1b_x6..99,B1b_x6..77,B1b_x6.1,B1b_x6.2,B1b_x7..99,B1b_x7..77,B1b_x7.1,B1b_x7.2,B1b_x8..99,B1b_x8..77,B1b_x8.1,B1b_x8.2,B1b_x9..99,B1b_x9..77,B1b_x9.1,B1b_x9.2,B1b_x10..99,B1b_x10.1,B1b_x10.2,B1b_x11..99,B1b_x11..77,B1b_x11.1,B1b_x11.2,B1b_x12..99,B1b_x12..77,B1b_x12.1,B1b_x12.2,B1b_x13..99,B1b_x13..77,B1b_x13.1,B1b_x13.2,B1b_x14..99,B1b_x14..77,B1b_x14.1,B1b_x14.2,B3..99,B3..77,B3.1,B3.2,B5..99,B5.1,B5.2,B6..99,B6..77,B6.1,B6.2,B7..99,B7..77,B7.1,B7.2,B8..99,B8..77,B8.1,B8.2,B8.3,B9..99,B9..77,B9.1,B9.2,B10..99,B10..77,B10.1,B10.2,B10.3,B11..99,B11..77,B11.1,B11.2,V1..99,V1..77,V1.1,V1.2,V1.3,V2..99,V3..99,V3..77,V3.1,V3.2,V3.3,V3.4,V4_1..99,V4_1..77,V4_1.1,V4_1.2,V4_1.3,V4_2..99,V4_2..77,V4_2.1,V4_2.2,V4_2.3,V4_3..99,V4_3..77,V4_3.1,V4_3.2,V4_3.3,V4_4..99,V4_4..77,V4_4.1,V4_4.2,V4_4.3,V4_5..99,V4_5..77,V4_5.1,V4_5.2,V4_5.3,V9..99,B12_1..99,B12_1..77,B12_1.1,B12_1.2,B12_2..99,B12_2..77,B12_2.1,B12_2.2,B12_3..99,B12_3..77,B12_3.1,B12_3.2,B12_4..99,B12_4..77,B12_4.1,B12_4.2,B12_5..99,B12_5..77,B12_5.1,B12_5.2,B12_6..99,B12_6..77,B12_6.1,B12_6.2,B13_1..99,B13_1..77,B13_1.1,B13_1.2,B13_2..99,B13_2..77,B13_2.1,B13_2.2,B13_3..99,B13_3..77,B13_3.1,B13_3.2,B13_4..99,B13_4..77,B13_4.1,B13_4.2,B13_5..99,B13_5..77,B13_5.1,B13_5.2,B13_6..99,B13_6..77,B13_6.1,B13_6.2,B13_7..99,B13_7..77,B13_7.1,B13_7.2,B14_1..99,B14_1..77,B14_1.1,B14_1.2,B14_2..99,B14_2..77,B14_2.1,B14_2.2,B14_3..99,B14_3..77,B14_3.1,B14_3.2,B14_4..99,B14_4..77,B14_4.1,B14_4.2,B14_5..99,B14_5..77,B14_5.1,B14_5.2,C0_1..99,C0_1..77,C0_1.1,C0_1.2,C0_2..99,C0_2..77,C0_2.1,C0_2.2,C0_3..99,C0_3..77,C0_3.1,C0_3.2,C0_4..99,C0_4..77,C0_4.1,C0_4.2,C0_5..99,C0_5..77,C0_5.1,C0_5.2,C0_6..99,C0_6..77,C0_6.1,C0_6.2,C1_m..99,C1_m..77,C1_m.1,C1_m.2,C2..99,C2..77,C2.1,C2.2,C2.3,C2.4,C7..99,C7..77,C7.1,C7.2,C7.3,C7.4,C8..99,C8..77,C8.1,C8.2,C3..99,C3..77,C3.1,C3.2,C5..99,C5..77,C5.1,C5.2,C5.3,C5.4,C5.5,C5.6,C6..99,C6..77,C6.1,C6.2,C6.3,C6.4,C14..99,C14..77,C14.1,C14.2,C14.3,C14.4,C9..99,C9..77,C9.1,C9.2,C9.3,C12..99,C12..77,C12.1,C12.2,C12.3,C13_1..99,C13_1..77,C13_1.1,C13_1.2,C13_2..99,C13_2..77,C13_2.1,C13_2.2,C13_3..99,C13_3..77,C13_3.1,C13_3.2,C13_4..99,C13_4..77,C13_4.1,C13_4.2,C13_5..99,C13_5..77,C13_5.1,C13_5.2,C13_6..99,C13_6..77,C13_6.1,C13_6.2,D1..99,D1..77,D1.1,D1.2,D1.3,D1.4,D1.5,D2..99,D2..77,D2.1,D2.2,D2.3,D2.4,D2.5,D3..99,D3..77,D3.1,D3.2,D3.3,D3.4,D4..99,D4..77,D4.1,D4.2,D4.3,D4.4,D5..99,D5..77,D5.1,D5.2,D5.3,D5.4,D6_1..99,D6_1..77,D6_1.1,D6_1.2,D6_2..99,D6_2..77,D6_2.1,D6_2.2,D6_3..99,D6_3..77,D6_3.1,D6_3.2,D7..99,D7..77,D7.1,D7.2,D8..99,D8..77,D8.1,D8.2,D9..99,D9..77,D9.1,D9.2,D9.3,D9.4,D9.5,D9.6,D9.7,D10..99,D10..77,D10.1,D10.2,D10.3,D10.4,D10.5,D10.6,D10.7,D10.8,D10.9,D10.10,D10.11,D10.12,D10.13,D10.14,D10.15,E3..99,E3..77,E3.1,E3.2,E3.3,E3.4,E4..99,E4..77,E4.1,E4.2,E4.3,E4.4,E4.5,E4.6,E4.7,E2..99,E2..77,E2.1,E2.2,E2.3,E7..99,E7..77,E7.1,E7.2,E7.3,E7.4,E7.5,B2.mean,B2.sd,B4.mean,B4.sd,E6.mean,E6.sd,E5.mean,E5.sd
GRC,Greece,-99,2021-01-01,2021-01-01,104,0,0,0,0,20,90,1522891.3194113015,0,3,0,101,3,7,94,3,0,101,2,8,94,3,9,92,3,4,97,2,5,97,3,1,100,3,3,98,3,1,100,3,3,98,4,8,92,3,0,101,3,8,93,104,0,0,0,97,1,3,3,104,0,0,0,96,0,2,6,95,0,1,8,100,1,1,2,99,0,0,5,103,0,1,0,101,0,2,1,103,0,1,101,0,1,2,96,0,3,5,104,0,0,0,96,0,4,4,14,0,8,82,98,1,5,17,3,31,53,73,2,6,23,98,0,1,5,0,98,0,4,2,100,0,1,3,0,30,2,6,66,104,0,0,0,0,0,29,1,33,19,14,8,38,5,19,25,17,38,4,31,20,11,38,7,31,17,11,38,5,19,25,17,38,5,7,23,31,0,100,1,0,3,100,0,1,3,100,1,1,2,100,1,0,3,100,1,0,3,100,1,0,3,46,3,0,55,46,4,0,54,46,4,8,46,46,4,7,47,46,4,10,44,46,5,10,43,46,5,2,51,84,0,0,20,84,0,3,17,84,0,4,16,84,0,6,14,84,0,3,17,52,1,13,38,52,1,44,7,52,2,1,49,52,2,27,23,52,2,2,48,52,2,6,44,55,0,26,23,78,0,23,3,0,0,61,2,0,4,11,26,61,2,39,2,67,0,8,29,67,0,33,0,0,1,2,1,67,1,16,4,9,7,70,3,11,15,4,1,74,0,10,20,0,85,0,9,10,0,91,0,12,1,61,1,40,2,103,0,0,1,77,0,16,11,102,0,0,2,98,0,5,1,87,0,1,0,2,2,12,87,0,1,0,0,3,13,92,0,5,5,0,2,92,0,1,1,1,9,92,0,1,5,4,2,99,0,5,0,99,4,1,0,99,4,0,1,94,1,3,6,98,0,3,3,104,0,0,0,0,0,0,0,0,101,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,104,0,0,0,0,0,104,0,0,0,0,0,0,0,0,104,0,0,0,0,104,0,0,0,0,0,0,4.679166666666666,7.1286915176365415,4,2,0,0,0,0
GRC,Greece,3,2021-01-01,2021-01-01,121,0,0,0,0,14,121,1118450.1980065021,120,0,0,121,0,5,116,0,1,120,0,8,113,1,5,115,0,4,117,0,2,119,0,1,120,0,2,119,0,0,121,0,3,118,0,12,109,0,1,120,1,8,112,121,0,0,0,116,0,0,5,120,0,0,1,113,0,1,7,116,0,0,5,117,0,1,3,119,0,1,1,120,0,1,0,119,0,1,1,121,0,0,118,0,1,2,109,0,3,9,120,0,1,0,113,0,3,5,0,0,8,113,113,0,8,0,1,51,69,70,0,23,28,98,0,0,23,0,98,0,5,18,116,0,1,4,0,24,0,2,95,121,0,0,0,0,0,0,0,41,52,18,10,0,1,27,61,32,0,2,67,42,10,0,2,67,37,15,0,3,40,47,31,0,3,12,40,66,0,119,1,1,0,119,2,0,0,119,1,1,0,119,2,0,0,119,2,0,0,119,2,0,0,10,0,1,110,10,0,0,111,10,1,8,102,10,1,4,106,10,1,13,97,10,1,18,92,10,2,4,105,93,2,0,26,93,3,1,24,93,1,1,26,93,1,4,23,93,2,3,23,0,0,30,91,0,0,96,25,0,1,5,115,0,0,90,31,0,0,2,119,0,0,5,116,0,0,79,42,42,0,47,24,4,4,0,2,1,9,38,71,0,0,120,1,0,0,9,112,0,0,108,12,1,0,0,0,0,0,26,39,44,12,0,1,42,60,14,4,0,0,45,76,0,0,1,36,83,1,91,1,29,0,25,1,93,2,116,0,5,0,31,1,58,31,119,0,2,0,116,1,4,0,0,0,3,6,13,22,77,0,0,2,4,17,32,66,0,0,49,51,17,4,0,0,1,9,26,85,0,0,25,33,28,35,63,2,50,6,63,13,8,37,63,10,23,25,0,0,67,54,67,0,23,31,98,0,5,1,0,5,0,1,11,31,0,1,6,0,10,0,8,7,2,0,7,14,6,8,3,18,0,0,65,56,0,0,0,0,0,0,121,0,0,0,0,1,4,86,16,14,1,2,20,60,36,2,0,5.032258064516129,7.2914738837802515,1.75,0.8864052604279183,15.526785714285715,4.482116258182752,2.831858407079646,1.3555616578908791
GRC,Greece,4,2021-01-01,2021-01-01,152,0,0,0,0,18,152,1466271.6901801224,147,0,0,152,0,2,150,0,0,152,0,10,142,0,6,146,0,6,146,0,2,150,1,0,151,0,1,151,0,1,151,0,2,150,0,19,133,0,2,150,0,9,143,152,0,0,0,150,0,1,1,152,0,0,0,142,0,0,10,146,0,2,4,146,0,1,5,150,0,0,2,152,0,0,0,151,0,0,1,151,1,0,150,0,1,1,133,0,7,12,150,0,1,1,143,0,3,6,0,0,12,140,140,4,8,0,1,71,80,81,0,25,46,127,0,1,24,0,127,0,6,19,146,0,1,5,0,26,0,12,114,152,0,0,0,0,0,0,0,66,49,24,13,0,8,40,63,41,0,6,79,46,21,0,11,66,44,31,0,12,39,62,39,0,12,14,45,81,0,140,6,3,3,140,4,2,6,140,4,3,5,140,6,2,4,140,4,4,4,140,4,2,6,7,4,1,140,7,4,2,139,7,4,7,134,7,3,5,137,7,4,13,128,7,4,16,125,7,3,3,139,128,1,0,23,128,0,1,23,128,1,1,22,128,1,7,16,128,0,4,20,0,0,49,103,0,3,125,24,0,3,11,138,0,3,72,77,0,3,2,147,0,3,8,141,0,1,76,75,76,0,51,16,8,1,0,0,2,12,43,95,0,0,152,0,0,1,27,124,0,0,130,15,0,0,1,6,0,0,50,41,37,24,0,2,48,67,24,11,0,0,54,98,0,0,0,37,114,1,103,0,47,2,27,1,122,2,141,1,9,1,80,1,49,22,150,0,1,1,144,0,8,0,0,1,3,3,23,35,87,0,0,3,4,29,55,61,0,1,64,62,18,7,0,1,2,11,32,106,0,0,32,58,36,26,62,1,80,9,62,33,16,41,62,23,31,36,0,1,73,78,74,0,38,40,114,1,10,0,5,3,5,1,13,41,0,5,12,8,12,1,8,9,10,0,0,13,8,10,2,13,0,3,89,59,1,0,0,0,0,0,0,152,0,0,0,3,2,89,24,34,3,2,21,47,64,12,3,5.9714285714285715,8.053080208239338,1.75,1.3887301496588271,14.944827586206898,4.0956944031114135,2.8843537414965987,1.5681636009961875
GRC,Greece,5,2021-01-01,2021-01-01,107,0,0,0,0,12,106,801278.2458981898,103,1,0,106,3,3,101,2,2,103,2,4,101,3,3,101,2,6,99,2,1,104,2,2,103,1,1,105,3,0,104,3,3,101,2,6,99,3,2,102,2,4,101,107,0,0,0,104,0,0,3,105,0,1,1,103,0,2,2,104,0,1,2,101,0,1,5,106,0,0,1,105,0,2,0,106,0,1,0,107,0,0,104,0,1,2,101,0,4,2,105,0,1,1,103,0,4,0,0,1,7,99,100,0,7,0,1,38,68,69,0,16,22,91,0,0,16,0,91,0,6,10,101,0,1,5,0,17,1,8,81,107,0,0,0,0,0,0,0,58,29,10,10,0,9,38,41,19,0,20,45,28,14,0,11,65,19,12,0,17,35,30,25,0,22,13,23,49,0,99,3,2,3,99,4,1,3,99,2,3,3,99,5,1,2,99,5,0,3,99,5,0,3,11,5,0,91,11,5,1,90,11,5,3,88,11,5,11,80,11,3,24,69,11,5,20,71,11,6,5,85,74,2,5,26,74,2,7,24,74,3,4,26,74,2,9,22,74,2,3,28,0,2,25,80,0,0,90,17,0,1,8,98,0,1,51,55,0,1,4,102,0,1,3,103,0,0,51,56,56,0,37,12,2,0,0,1,0,4,35,67,0,0,107,0,0,1,7,99,0,0,92,9,2,0,0,4,0,0,41,18,30,18,0,0,46,48,9,4,0,0,63,44,0,0,0,41,65,1,82,2,22,1,17,2,86,2,99,0,5,3,56,2,38,11,103,0,2,2,104,0,2,1,0,0,0,6,12,23,66,0,0,1,6,12,33,55,0,1,45,39,11,11,0,0,2,9,16,80,0,0,26,32,25,24,49,7,48,3,49,31,10,17,49,26,19,13,0,0,45,62,45,0,22,40,85,0,5,1,0,2,0,0,14,40,0,2,3,4,8,2,1,3,5,0,2,9,10,5,2,11,0,0,65,42,0,0,0,0,0,0,0,0,107,0,0,2,2,73,11,19,2,2,14,36,41,10,2,8.65,9.895639656461139,3.4999999999999996,2.1213203435596424,14.58653846153846,4.271400890963277,2.2450980392156863,1.2140781003944943
GRC,Greece,-99,2021-01-02,2021-01-01,100,0,0,0,0,19,87,1382191.9712921705,0,3,0,97,3,8,89,3,0,97,2,7,91,3,11,86,3,5,92,2,5,93,3,1,96,3,2,95,3,1,96,3,3,94,3,8,89,3,0,97,3,8,89,100,0,0,0,92,2,2,4,100,0,0,0,93,0,2,5,89,1,1,9,95,2,1,2,95,0,0,5,99,0,1,0,98,0,1,1,99,0,1,97,0,1,2,92,1,3,4,100,0,0,0,92,0,4,4,13,0,7,80,95,0,5,18,3,29,50,71,2,6,21,94,0,1,5,0,94,0,3,3,97,0,1,2,0,31,2,4,63,100,0,0,0,0,0,29,1,31,19,13,7,36,6,17,24,17,36,4,29,20,11,36,6,29,18,11,36,4,18,24,18,36,5,6,22,31,0,97,1,0,2,97,0,1,2,97,1,1,1,97,1,0,2,97,1,0,2,97,1,0,2,45,2,0,53,45,2,0,53,45,2,8,45,45,2,7,46,45,2,10,43,45,3,10,42,45,3,2,50,80,0,0,20,80,0,3,17,80,0,4,16,80,0,6,14,80,0,3,17,50,0,12,38,50,0,43,7,50,0,1,49,50,0,26,24,50,0,2,48,50,0,6,44,53,0,25,22,75,0,22,3,0,0,59,2,0,4,11,24,59,2,37,2,64,0,7,29,64,0,32,0,0,1,2,1,64,1,16,4,9,6,67,2,11,15,4,1,71,0,9,20,0,81,0,9,10,0,88,0,12,0,57,0,41,2,99,0,0,1,74,0,15,11,98,0,0,2,94,0,5,1,83,0,1,0,2,2,12,83,0,1,0,0,2,14,88,0,5,5,0,2,88,0,1,1,1,9,88,0,1,5,3,3,95,0,5,0,95,4,1,0,95,4,0,1,90,1,3,6,94,0,3,3,100,0,0,0,0,0,0,0,0,97,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,100,0,0,0,0,0,100,0,0,0,0,0,0,0,0,100,0,0,0,0,100,0,0,0,0,0,0,5.220833333333333,7.404815070741744,4,2,0,0,0,0
GRC,Greece,3,2021-01-02,2021-01-01,100,0,0,0,0,11,100,981797.0876037271,99,0,0,100,0,5,95,0,1,99,0,6,94,0,5,95,0,4,96,0,2,98,0,1,99,0,2,98,0,0,100,0,3,97,0,8,92,0,0,100,0,7,93,100,0,0,0,95,0,0,5,99,0,0,1,94,0,1,5,95,0,0,5,96,0,1,3,98,0,1,1,99,0,1,0,98,0,1,1,100,0,0,97,0,1,2,92,0,3,5,100,0,0,0,93,0,2,5,0,0,7,93,93,0,7,0,0,40,60,60,0,17,23,83,0,0,17,0,83,0,5,12,95,0,1,4,0,17,0,1,82,100,0,0,0,0,0,0,0,32,44,15,9,0,1,24,52,23,0,1,56,34,9,0,1,56,30,13,0,2,34,40,24,0,2,12,33,53,0,99,1,0,0,99,1,0,0,99,0,1,0,99,1,0,0,99,1,0,0,99,1,0,0,13,0,1,86,13,0,0,87,13,1,8,78,13,1,3,83,13,1,9,77,13,1,13,73,13,1,4,82,78,2,0,20,78,2,1,19,78,1,1,20,78,1,2,19,78,2,3,17,0,0,24,76,0,0,79,21,0,1,3,96,0,0,72,28,0,0,2,98,0,0,4,96,0,0,67,33,33,0,36,23,4,4,0,2,0,9,33,56,0,0,100,0,0,0,8,92,0,0,89,10,1,0,0,0,0,0,22,34,35,9,0,1,34,50,12,3,0,0,37,63,0,0,1,29,69,1,76,1,22,1,21,1,76,2,97,0,3,0,28,1,45,26,98,0,2,0,96,1,3,0,0,0,2,5,10,22,61,0,0,1,2,16,27,54,0,0,39,43,14,4,0,0,1,7,21,71,0,0,18,29,26,27,53,2,41,4,53,13,8,26,53,10,19,18,0,0,57,43,57,0,16,27,84,0,4,0,0,3,0,1,8,27,0,1,5,0,9,0,7,5,2,0,5,11,5,6,4,13,0,0,56,44,0,0,0,0,0,0,100,0,0,0,0,1,3,72,12,12,1,2,17,52,26,2,0,5.72,7.960946342405951,1.5714285714285716,0.7867957924694432,15.184782608695652,4.444849712106215,2.8617021276595747,1.3165698657470761
GRC,Greece,4,2021-01-02,2021-01-01,100,0,0,0,0,21,100,1031938.0757418958,95,0,0,100,0,1,99,0,0,100,0,8,92,0,7,93,0,5,95,0,1,99,0,0,100,0,1,99,0,1,99,0,1,99,0,10,90,0,1,99,0,6,94,100,0,0,0,99,0,0,1,100,0,0,0,92,0,0,8,93,0,2,5,95,0,1,4,99,0,0,1,100,0,0,0,99,0,0,1,99,1,0,99,0,0,1,90,0,2,8,99,0,0,1,94,0,3,3,0,0,13,87,87,5,8,0,1,45,54,55,0,16,29,84,0,1,15,0,84,0,5,11,95,0,2,3,0,17,0,8,75,100,0,0,0,0,0,0,0,36,32,23,9,0,4,24,41,31,0,3,50,31,16,0,4,39,32,25,0,6,22,42,30,0,6,9,31,54,0,92,3,3,2,92,3,1,4,92,3,1,4,92,4,1,3,92,3,1,4,92,2,3,3,15,2,0,83,15,2,0,83,15,2,5,78,15,1,3,81,15,2,9,74,15,1,10,74,15,1,2,82,85,1,0,14,85,0,1,14,85,1,1,13,85,1,5,9,85,0,3,12,0,0,22,78,0,2,79,19,0,2,9,89,0,1,49,50,0,2,1,97,0,2,5,93,0,1,50,49,50,0,34,11,5,0,0,0,2,8,30,60,0,0,100,0,0,1,19,80,0,0,80,13,0,0,1,6,0,0,34,27,25,14,0,2,30,42,16,10,0,0,30,70,0,0,0,25,75,0,78,0,21,1,21,1,76,2,91,1,7,1,51,1,32,16,99,0,0,1,95,0,5,0,0,1,1,1,15,23,59,0,0,1,1,22,30,46,0,1,45,38,11,5,0,1,0,8,23,68,0,0,25,38,19,18,37,1,58,4,37,27,12,24,37,19,23,21,0,1,49,50,50,0,28,22,72,1,7,0,3,2,5,1,9,23,0,4,6,8,10,1,5,6,5,0,0,7,6,6,3,10,0,2,57,40,1,0,0,0,0,0,0,100,0,0,0,3,2,54,15,26,3,2,16,26,41,10,2,7.153846153846153,9.02747941650296,1.8888888888888888,1.2692955176439846,15.129032258064514,3.8651897035721654,3.106382978723404,1.562105589662731
GRC,Greece,5,2021-01-02,2021-01-01,100,0,0,0,0,13,99,797518.2090860178,96,1,0,99,3,3,94,2,2,96,2,5,93,3,3,94,2,7,91,2,1,97,2,2,96,1,1,98,3,0,97,3,3,94,2,5,93,3,2,95,2,4,94,100,0,0,0,97,0,0,3,98,0,1,1,95,0,2,3,97,0,1,2,93,0,1,6,99,0,0,1,98,0,2,0,99,0,1,0,100,0,0,97,0,1,2,95,0,3,2,98,0,1,1,96,0,4,0,0,1,8,91,92,1,7,0,1,38,61,62,0,16,22,84,0,0,16,0,84,0,5,11,95,0,0,5,0,17,1,8,74,100,0,0,0,0,0,0,0,55,29,9,7,0,8,36,39,17,0,16,43,28,13,0,7,61,20,12,0,12,36,30,22,0,17,13,26,44,0,92,3,2,3,92,4,1,3,92,2,3,3,92,5,1,2,92,5,0,3,92,5,0,3,17,4,0,79,17,4,1,78,17,4,3,76,17,4,9,70,17,2,18,63,17,4,17,62,17,5,3,75,73,1,5,21,73,2,5,20,73,2,3,22,73,2,7,18,73,1,2,24,0,2,27,71,0,0,82,18,0,1,7,92,0,1,47,52,0,1,3,96,0,1,4,95,0,0,44,56,56,0,32,11,1,0,0,1,0,5,34,60,0,0,100,0,0,1,8,91,0,0,86,8,2,0,0,4,0,0,37,18,29,16,0,0,41,48,8,3,0,0,57,43,0,0,0,36,63,1,73,2,24,1,18,2,78,2,93,0,5,2,53,2,36,9,97,0,2,1,96,0,3,1,0,0,0,6,10,21,63,0,0,1,6,11,29,53,0,1,43,38,9,9,0,0,2,8,17,73,0,0,23,27,26,24,50,6,42,2,50,26,9,15,50,24,15,11,0,0,43,57,43,0,19,38,81,0,4,1,0,2,0,0,12,38,0,2,3,4,6,3,0,4,5,0,2,7,10,4,2,10,0,0,62,38,0,0,0,0,0,0,0,0,100,0,0,2,2,65,13,18,2,2,12,33,39,10,2,9.105263157894736,9.960448098142447,2.6666666666666665,2.0816659994661326,14.677083333333336,4.061357801644969,2.2842105263157895,1.2261612636879657
GRC,Greece,-99,2021-01-03,2021-01-03,129,1,11641.2958908597,0,0,12,109,1238043.8451974762,0,2,2,125,4,5,120,4,3,122,4,12,113,3,9,117,4,9,116,5,4,120,3,2,124,5,2,122,4,1,124,3,4,122,3,18,108,4,3,122,3,11,115,127,1,0,1,124,1,0,4,126,1,0,2,117,1,3,8,120,0,5,4,120,1,3,5,125,1,1,2,127,0,1,1,127,0,1,1,128,1,0,125,1,2,1,111,1,6,11,126,1,1,1,118,0,8,3,20,0,6,103,124,1,4,25,2,41,61,89,0,17,23,112,0,0,17,0,112,0,6,11,124,0,1,4,0,46,0,9,74,129,0,0,0,0,0,38,1,30,35,16,9,50,6,24,31,18,50,6,38,25,10,50,8,34,24,13,50,8,25,26,20,50,10,14,21,34,0,121,3,1,4,121,3,2,3,121,2,3,3,121,2,3,3,121,3,3,2,121,3,1,4,129,0,0,0,129,0,0,0,129,0,0,0,129,0,0,0,129,0,0,0,129,0,0,0,129,0,0,0,129,0,0,0,129,0,0,0,129,0,0,0,129,0,0,0,129,0,0,0,56,3,19,51,56,1,59,13,56,2,6,65,56,3,42,28,56,2,9,62,56,2,8,63,71,1,30,27,99,0,25,5,0,0,79,0,0,3,22,25,79,0,50,0,83,0,6,40,83,0,37,5,0,1,0,3,83,0,15,21,9,1,85,0,13,20,10,1,89,0,14,26,0,93,2,8,24,2,112,1,16,0,75,1,49,4,123,0,3,3,89,2,29,9,120,1,5,3,121,0,6,2,102,2,0,3,0,4,18,102,1,0,2,5,6,13,106,1,10,7,4,1,106,0,1,3,7,12,106,0,5,8,6,4,116,2,10,1,116,3,5,5,116,2,5,6,112,0,3,14,115,0,11,3,128,0,0,0,0,0,0,0,1,126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,129,0,0,0,0,0,129,0,0,0,0,0,0,0,0,129,0,0,0,0,129,0,0,0,0,0,0,5.68,8.310234653726692,2.2,1.0954451150103321,0,0,0,0
GRC,Greece,1,2021-01-03,2021-01-01,100,0,0,0,0,21,100,882691.9888186413,96,0,0,100,0,5,95,0,1,99,0,18,82,0,16,84,0,2,98,0,7,93,0,1,99,0,1,99,0,0,100,0,4,96,0,12,88,0,1,99,0,15,85,100,0,0,0,95,0,2,3,99,0,0,1,82,0,7,11,84,0,2,14,98,0,0,2,93,0,0,7,99,0,0,1,99,0,0,1,100,0,0,96,0,1,3,88,0,2,10,99,0,0,1,85,1,7,7,0,0,12,88,88,4,8,0,1,36,63,64,0,13,23,87,0,1,12,0,87,0,6,7,94,0,4,2,0,14,0,1,85,100,0,0,0,0,0,0,0,32,35,19,14,0,1,20,54,25,0,1,49,37,13,0,0,50,33,17,0,1,34,37,28,0,1,6,33,60,0,99,0,0,1,99,0,1,0,99,0,1,0,99,0,0,1,99,0,1,0,99,0,1,0,69,0,1,30,69,0,0,31,69,0,2,29,69,0,1,30,69,0,2,29,69,0,3,28,69,0,0,31,92,0,0,8,92,0,1,7,92,0,1,7,92,0,1,7,92,0,1,7,0,0,12,88,0,0,49,51,0,0,3,97,0,0,62,38,0,1,6,93,0,0,4,96,0,0,58,42,42,0,47,7,4,0,0,0,0,18,46,36,0,0,100,0,0,1,4,95,0,0,71,13,2,2,0,12,0,0,23,32,34,11,0,0,21,43,24,12,0,0,14,74,12,0,0,14,75,11,88,0,12,0,51,0,49,0,97,0,3,0,38,0,33,29,94,0,1,5,96,0,4,0,0,2,2,10,22,28,36,0,0,6,9,29,22,34,0,0,36,43,17,4,0,0,5,11,30,54,0,0,23,33,30,14,44,0,45,11,44,7,12,37,44,7,17,32,0,0,20,80,20,0,35,45,65,0,9,0,2,5,2,2,15,45,0,4,6,2,3,0,1,1,4,0,3,2,0,6,1,22,0,2,40,57,1,0,0,0,100,0,0,0,0,0,0,4,4,51,20,21,4,0,9,36,41,6,4,5.093023255813954,6.714639136807095,1.8181818181818181,1.1677484162422844,13.982954545454545,3.8688624836572267,3.2643678160919536,1.3159113043106732
