ISO2,ISO_3,country_agg,age,date,first_date,count,cli,cli_weight,cliWHO,cliWHO_weight,cli_local,count_local,weight,Finished,B1_1..77,B1_1.1,B1_1.2,B1_2..77,B1_2.1,B1_2.2,B1_3..77,B1_3.1,B1_3.2,B1_4..77,B1_4.1,B1_4.2,B1_5..77,B1_5.1,B1_5.2,B1_6..77,B1_6.1,B1_6.2,B1_7..77,B1_7.1,B1_7.2,B1_8..77,B1_8.1,B1_8.2,B1_9..77,B1_9.1,B1_9.2,B1_10..77,B1_10.1,B1_10.2,B1_11..77,B1_11.1,B1_11.2,B1_12..77,B1_12.1,B1_12.2,B1_13..77,B1_13.1,B1_13.2,B1_14..77,B1_14.1,B1_14.2,B1b_x1..99,B1b_x1..77,B1b_x1.1,B1b_x1.2,B1b_x2..99,B1b_x2..77,B1b_x2.1,B1b_x2.2,B1b_x3..99,B1b_x3..77,B1b_x3.1,B1b_x3.2,B1b_x4..99,B1b_x4..77,B1b_x4.1,B1b_x4.2,B1b_x5..99,B1b_x5..77,B1b_x5.1,B1b_x5.2,B1b_x6..99,B1b_x6..77,B1b_x6.1,B1b_x6.2,B1b_x7..99,B1b_x7..77,B1b_x7.1,B1b_x7.2,B1b_x8..99,B1b_x8..77,B1b_x8.1,B1b_x8.2,B1b_x9..99,B1b_x9..77,B1b_x9.1,B1b_x9.2,B1b_x10..99,B1b_x10..77,B1b_x10.1,B1b_x10.2,B1b_x11..99,B1b_x11..77,B1b_x11.1,B1b_x11.2,B1b_x12..99,B1b_x12..77,B1b_x12.1,B1b_x12.2,B1b_x13..99,B1b_x13..77,B1b_x13.1,B1b_x13.2,B1b_x14..99,B1b_x14..77,B1b_x14.1,B1b_x14.2,B3..99,B3..77,B3.1,B3.2,B5..99,B5..77,B5.1,B5.2,B6..99,B6..77,B6.1,B6.2,B7..99,B7..77,B7.1,B7.2,B8..99,B8..77,B8.1,B8.2,B8.3,B9..99,B9.1,B9.2,B9.3,B10..99,B10.1,B10.2,B11..99,B11..77,B11.1,B11.2,V1..99,V2..99,V2a..99,V3..99,V3..77,V3.1,V3.2,V3.3,V3.4,V4_1..99,V4_1..77,V4_1.1,V4_1.2,V4_1.3,V4_2..99,V4_2..77,V4_2.1,V4_2.2,V4_2.3,V4_3..99,V4_3..77,V4_3.1,V4_3.2,V4_3.3,V4_4..99,V4_4..77,V4_4.1,V4_4.2,V4_4.3,V4_5..99,V4_5..77,V4_5.1,V4_5.2,V4_5.3,V4_6..99,V5a_1..99,V5a_2..99,V5a_3..99,V5a_4..99,V5a_5..99,V5a_6..99,V5a_7..99,V5a_8..99,V5a_9..99,V5b_1..99,V5b_2..99,V5b_3..99,V5b_4..99,V5b_5..99,V5b_6..99,V5b_7..99,V5b_8..99,V5b_9..99,V5c_1..99,V5c_2..99,V5c_3..99,V5c_4..99,V5c_5..99,V5c_6..99,V5c_7..99,V5c_8..99,V5c_9..99,V5d_1..99,V5d_2..99,V5d_3..99,V5d_4..99,V5d_5..99,V5d_6..99,V5d_7..99,V5d_8..99,V5d_9..99,V6_1..99,V6_2..99,V6_3..99,V6_4..99,V6_5..99,V6_6..99,V6_7..99,V9..99,V9..77,V9.1,V9.2,V9.3,V9.4,V10_1..99,V10_2..99,V10_3..99,V10_4..99,V10_5..99,V10_6..99,V10_7..99,V10_8..99,V10_9..99,V10_10..99,V11..99,V12..99,B12_1..99,B12_1..77,B12_1.1,B12_1.2,B12_2..99,B12_2..77,B12_2.1,B12_2.2,B12_3..99,B12_3..77,B12_3.1,B12_3.2,B12_4..99,B12_4..77,B12_4.1,B12_4.2,B12_5..99,B12_5..77,B12_5.1,B12_5.2,B12_6..99,B12_6..77,B12_6.1,B12_6.2,B13_1..99,B13_1..77,B13_1.1,B13_1.2,B13_2..99,B13_2..77,B13_2.2,B13_3..99,B13_3..77,B13_3.1,B13_3.2,B13_4..99,B13_4..77,B13_4.1,B13_4.2,B13_5..99,B13_5..77,B13_5.1,B13_5.2,B13_6..99,B13_6..77,B13_6.1,B13_6.2,B13_7..99,B13_7..77,B13_7.1,B13_7.2,B14_1..99,B14_1..77,B14_1.1,B14_1.2,B14_2..99,B14_2..77,B14_2.1,B14_2.2,B14_3..99,B14_3..77,B14_3.1,B14_3.2,B14_4..99,B14_4..77,B14_4.1,B14_4.2,B14_5..99,B14_5..77,B14_5.1,B14_5.2,C0_1..99,C0_1..77,C0_1.1,C0_1.2,C0_2..99,C0_2..77,C0_2.1,C0_2.2,C0_3..99,C0_3..77,C0_3.1,C0_3.2,C0_4..99,C0_4..77,C0_4.1,C0_4.2,C0_5..99,C0_5..77,C0_5.1,C0_5.2,C0_6..99,C0_6..77,C0_6.1,C0_6.2,C1_m..99,C1_m..77,C1_m.1,C1_m.2,C2..99,C2..77,C2.1,C2.2,C2.3,C2.4,C7..99,C7..77,C7.1,C7.2,C7.3,C7.4,C8..99,C8..77,C8.1,C8.2,C3..99,C3..77,C3.1,C3.2,C5..99,C5..77,C5.1,C5.2,C5.3,C5.4,C5.5,C5.6,C6..99,C6..77,C6.1,C6.2,C6.3,C6.4,C14..99,C14..77,C14.1,C14.2,C14.3,C14.4,C9..99,C9..77,C9.1,C9.2,C9.3,C9a..99,C12..99,C12..77,C12.1,C12.2,C12.3,C13_1..99,C13_1..77,C13_1.1,C13_1.2,C13_2..99,C13_2..77,C13_2.1,C13_2.2,C13_3..99,C13_3..77,C13_3.1,C13_3.2,C13_4..99,C13_4..77,C13_4.1,C13_4.2,C13_5..99,C13_5..77,C13_5.1,C13_5.2,C13_6..99,C13_6..77,C13_6.1,C13_6.2,D1..99,D1..77,D1.1,D1.2,D1.3,D1.4,D1.5,D2..99,D2..77,D2.1,D2.2,D2.3,D2.4,D2.5,D3..99,D3..77,D3.1,D3.2,D3.3,D3.4,D4..99,D4..77,D4.1,D4.2,D4.3,D4.4,D5..99,D5..77,D5.1,D5.2,D5.3,D5.4,D6_1..99,D6_1..77,D6_1.1,D6_1.2,D6_2..99,D6_2..77,D6_2.1,D6_2.2,D6_3..99,D6_3..77,D6_3.1,D6_3.2,D7..99,D7..77,D7.1,D7.2,D8..99,D8..77,D8.1,D8.2,D9..99,D9..77,D9.1,D9.2,D9.3,D9.4,D9.5,D9.6,D9.7,D10..99,D10..77,D10.1,D10.2,D10.3,D10.4,D10.5,D10.6,D10.7,D10.8,D10.9,D10.10,D10.11,D10.12,D10.13,D10.14,D10.15,E3..99,E3..77,E3.1,E3.2,E3.3,E3.4,E4..99,E4..77,E4.1,E4.2,E4.3,E4.4,E4.5,E4.6,E4.7,E2..99,E2..77,E2.1,E2.2,E2.3,E7..99,E7..77,E7.1,E7.2,E7.3,E7.4,E7.5,B2.mean,B2.sd,B4.mean,B4.sd,E6.mean,E6.sd,E5.mean,E5.sd
CM,CMR,Cameroon,-99,2021-01-16,2021-01-14,100,4,684263.0915324719,2,175445.229165262,7,80,11059643.546282446,0,4,13,83,5,10,85,6,3,91,6,24,70,4,12,84,7,17,76,7,5,88,7,3,90,4,3,93,5,4,91,7,6,87,4,16,80,6,4,90,4,23,73,87,1,3,9,90,1,4,5,97,1,1,1,76,1,11,12,88,2,5,5,83,1,4,12,95,1,3,1,97,1,1,1,97,1,1,1,96,1,1,2,94,1,3,2,84,1,4,11,96,0,3,1,77,2,14,7,20,0,5,75,95,0,5,0,24,4,25,47,76,1,8,15,92,0,0,8,0,92,2,6,0,99,1,0,38,4,20,38,100,100,0,29,1,14,11,14,31,39,8,17,12,24,39,8,20,13,20,39,9,21,12,19,39,9,17,9,26,39,10,10,7,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,1,40,6,5,9,0,0,0,0,0,0,0,0,0,0,0,0,82,7,5,6,82,6,7,5,82,4,11,3,82,4,5,9,82,4,7,7,82,7,1,10,100,0,0,0,100,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,43,1,39,17,43,3,26,28,43,5,24,28,43,6,29,22,43,7,23,27,43,4,29,24,52,0,23,25,77,0,11,4,3,5,54,1,3,11,17,14,54,0,42,4,59,0,4,37,59,0,5,6,12,11,6,1,59,0,14,16,8,3,59,0,8,14,13,6,62,1,1,32,4,0,66,2,0,28,4,64,2,20,14,77,1,9,13,77,1,8,14,72,1,9,18,79,2,12,7,74,1,11,14,68,1,1,1,6,8,15,68,1,0,1,5,9,16,70,0,10,8,4,8,70,0,8,8,6,8,70,0,13,6,7,4,81,3,12,4,81,6,2,11,81,5,9,5,71,2,18,9,91,1,4,4,98,0,1,0,0,0,0,0,1,83,0,4,2,1,1,2,0,0,1,0,1,1,2,0,0,2,100,0,0,0,0,0,100,0,0,0,0,0,0,0,0,100,0,0,0,0,100,0,0,0,0,0,0,2.9655172413793105,3.2236044446804493,1.6666666666666667,0.5773502691896257,0,0,0,0
CM,CMR,Cameroon,-99,2021-01-17,2021-01-15,100,4,537366.274317679,2,175445.229165262,16,75,11235730.683327053,0,6,11,83,8,11,81,6,5,89,6,25,69,4,16,80,7,19,74,6,5,89,7,5,88,7,5,88,5,7,88,9,8,83,5,19,76,7,7,86,6,25,69,89,1,4,6,89,1,6,4,95,1,2,2,75,2,10,13,84,1,7,8,81,1,6,12,95,2,1,2,95,1,2,2,95,1,2,2,93,1,3,3,92,1,4,3,81,1,5,13,93,1,4,2,75,2,14,9,25,0,9,66,93,0,6,1,31,4,21,44,80,1,6,13,94,0,0,6,0,94,0,6,0,100,0,0,43,3,16,38,100,100,0,35,1,9,8,16,31,42,8,15,14,21,42,12,16,10,20,42,10,18,11,19,42,10,14,8,26,42,13,8,5,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,1,38,5,7,6,0,0,0,0,0,0,0,0,0,0,0,0,84,8,4,4,84,8,4,4,84,6,7,3,84,4,5,7,84,6,6,4,84,7,3,6,100,0,0,0,100,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,47,3,35,15,47,4,27,22,47,6,21,26,47,7,24,22,47,7,22,24,47,4,25,24,54,0,22,24,78,0,10,5,2,5,57,0,5,9,18,11,57,0,42,1,61,0,4,35,61,0,6,6,9,10,6,2,61,0,11,16,9,3,61,1,6,16,7,9,64,1,1,29,5,0,69,2,0,26,3,67,2,16,15,74,2,9,15,79,1,7,13,76,1,6,17,79,2,11,8,76,1,9,14,71,1,1,0,4,11,12,71,1,0,1,4,9,14,71,0,12,6,4,7,71,0,10,8,4,7,71,0,16,5,3,5,82,2,11,5,82,4,1,13,82,5,5,8,75,0,14,11,89,1,5,5,97,0,1,0,0,1,0,0,1,86,0,4,2,0,1,1,0,0,1,0,1,1,1,0,0,2,100,0,0,0,0,0,100,0,0,0,0,0,0,0,0,100,0,0,0,0,100,0,0,0,0,0,0,3,2.6457513110645907,2.4,1.51657508881031,0,0,0,0
CM,CMR,Cameroon,-99,2021-01-18,2021-01-16,100,2,361921.0451524169,0,0,13,69,10982900.795658808,0,6,6,88,9,13,78,5,4,91,6,25,69,5,18,77,6,22,72,6,3,91,7,5,88,9,6,85,5,6,89,9,7,84,6,21,73,7,4,89,7,21,72,94,0,4,2,87,0,6,7,96,0,2,2,75,2,13,10,82,1,5,12,78,0,10,12,97,1,1,1,95,1,2,2,94,0,2,4,94,0,2,4,93,0,4,3,79,1,4,16,96,1,2,1,79,2,9,10,31,0,7,62,95,0,4,1,37,5,16,42,85,0,6,9,94,0,0,6,0,94,0,6,0,100,0,0,49,2,13,36,100,100,0,43,1,7,10,14,25,50,10,14,10,16,50,12,14,7,17,50,14,12,6,18,50,10,14,6,20,50,11,9,7,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,2,31,3,7,5,0,0,0,0,0,0,0,0,0,0,0,0,87,6,2,5,87,6,6,1,87,4,7,2,87,3,5,5,87,5,3,5,87,4,4,5,100,0,0,0,100,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,57,2,28,13,57,4,24,15,57,7,14,22,57,6,20,17,57,6,16,21,57,4,23,16,62,0,21,17,79,0,10,4,1,6,64,0,2,9,16,9,64,0,36,0,67,0,6,27,67,0,5,6,8,8,4,2,67,0,8,12,10,3,67,1,6,14,8,4,69,1,1,26,3,0,74,2,0,23,1,73,1,13,13,77,1,7,15,87,0,3,10,81,0,2,17,85,0,9,6,77,0,8,15,75,0,0,0,2,10,13,75,0,0,1,4,5,15,78,0,11,5,3,3,78,1,8,5,3,5,78,1,12,2,3,4,89,1,6,4,89,5,0,6,89,5,1,5,82,0,12,6,94,0,4,2,97,0,1,0,0,2,0,0,0,88,0,5,2,0,2,0,0,0,0,0,1,0,0,0,0,2,100,0,0,0,0,0,100,0,0,0,0,0,0,0,0,100,0,0,0,0,100,0,0,0,0,0,0,3.5000000000000004,3.3504934638964605,2.5,1.7320508075688772,0,0,0,0
CM,CMR,Cameroon,-99,2021-01-19,2021-01-17,100,3,353287.829765382,0,0,12,68,12249653.708946591,0,5,8,87,10,18,72,5,3,92,6,28,66,6,15,79,5,20,75,6,7,87,7,6,87,10,7,83,6,7,87,10,7,83,6,21,73,7,4,89,8,19,73,92,1,2,5,82,0,7,11,97,0,2,1,72,3,15,10,85,1,3,11,80,2,10,8,93,2,0,5,94,0,3,3,93,0,3,4,93,0,4,3,93,0,4,3,79,1,6,14,96,1,3,0,81,3,8,8,32,0,6,62,95,0,4,1,36,3,19,42,82,0,8,10,92,0,0,8,0,92,0,8,0,100,0,0,48,2,15,35,100,100,0,44,0,5,14,16,21,55,9,18,5,13,55,12,13,6,14,55,12,9,6,18,55,11,14,4,16,55,10,8,7,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,2,27,5,6,3,0,0,0,0,0,0,0,0,0,0,0,0,86,8,2,4,86,5,8,1,86,6,7,1,86,6,5,3,86,6,4,4,86,6,5,3,100,0,0,0,100,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,60,3,25,12,60,4,23,13,60,5,16,19,60,3,22,15,60,4,18,18,60,4,25,11,64,0,18,18,82,0,10,3,2,3,65,0,1,11,14,9,65,0,35,0,67,0,9,24,67,0,6,7,8,7,3,2,67,0,7,10,11,5,68,1,6,12,10,3,69,0,3,25,3,0,75,1,1,23,0,76,1,13,10,78,1,9,12,85,1,5,9,79,1,2,18,83,1,10,6,75,1,11,13,79,0,0,0,1,10,10,79,0,0,2,7,3,9,82,0,9,5,2,2,82,1,7,4,3,3,82,1,11,2,2,2,90,2,6,2,90,5,1,4,90,2,5,3,85,0,7,8,92,0,6,2,95,0,1,0,0,2,0,0,2,90,0,1,4,0,1,0,0,0,0,0,0,0,0,0,0,4,100,0,0,0,0,0,100,0,0,0,0,0,0,0,0,100,0,0,0,0,100,0,0,0,0,0,0,3.2758620689655173,2.9748535585102807,2.2,1.6431676725154984,0,0,0,0
CM,CMR,Cameroon,-99,2021-01-20,2021-01-18,100,2,226510.619457384,0,0,6,70,12574981.244947495,0,3,8,89,6,21,73,4,2,94,6,31,63,5,16,79,3,17,80,6,10,84,6,5,89,8,7,85,7,6,87,6,8,86,5,21,74,4,5,91,5,20,75,92,1,1,6,79,0,6,15,98,0,2,0,69,2,16,13,84,1,2,13,83,2,7,8,90,1,1,8,95,0,3,2,93,0,2,5,94,0,2,4,92,0,3,5,79,1,8,12,95,0,4,1,80,2,11,7,30,0,5,65,96,0,3,1,33,2,24,41,78,0,9,13,91,0,0,9,0,91,0,9,0,100,0,0,46,4,14,36,100,100,0,40,0,6,16,16,22,50,11,17,7,15,50,10,15,8,17,50,12,13,6,19,50,10,18,5,17,50,10,9,7,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,1,34,6,4,3,0,0,0,0,0,0,0,0,0,0,0,0,87,7,2,4,87,3,8,2,87,4,7,2,87,6,3,4,87,6,2,5,87,6,3,4,100,0,0,0,100,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,55,3,29,13,55,3,30,12,55,4,19,22,55,2,23,20,55,4,17,24,55,4,31,10,61,0,23,16,77,0,12,5,1,5,62,0,0,12,16,10,62,0,37,1,66,0,8,26,66,0,7,9,6,8,3,1,66,0,9,9,11,5,67,0,5,13,12,3,68,0,2,29,1,0,76,0,1,22,1,73,2,17,8,72,1,16,11,83,2,9,6,78,2,3,17,85,1,7,7,70,1,16,13,81,0,0,0,3,6,10,81,0,0,1,6,1,11,85,0,7,5,1,2,85,1,6,2,2,4,85,1,8,2,2,2,91,2,6,1,91,5,2,2,91,1,5,3,87,0,7,6,94,0,4,2,96,0,1,0,0,0,0,1,2,90,0,0,3,0,1,0,0,0,1,0,1,0,0,0,0,4,100,0,0,0,0,0,100,0,0,0,0,0,0,0,0,100,0,0,0,0,100,0,0,0,0,0,0,3.8,3.5950157066464232,1.25,0.5,0,0,0,0
CM,CMR,Cameroon,-99,2021-01-21,2021-01-19,100,3,423771.15724619897,1,197260.537788815,15,73,13958308.730022078,0,4,10,86,6,21,73,5,2,93,5,34,61,3,16,81,3,15,82,7,12,81,5,8,87,8,7,85,7,5,88,5,10,85,4,19,77,4,7,89,5,23,72,90,1,2,7,79,1,9,11,98,0,2,0,66,2,16,16,84,0,4,12,85,2,5,8,88,2,2,8,92,0,5,3,93,0,1,6,95,0,2,3,90,1,2,7,81,1,7,11,93,0,5,2,77,2,12,9,27,0,10,63,91,0,4,5,30,1,31,38,71,0,11,18,89,0,0,11,0,89,0,11,0,100,0,0,45,2,15,38,100,100,0,38,0,11,12,13,26,46,10,18,10,16,46,9,17,12,16,46,9,16,10,19,46,7,20,12,15,46,11,8,7,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,0,35,7,4,5,0,0,0,0,0,0,0,0,0,0,0,0,87,9,2,2,87,5,6,2,87,5,6,2,87,8,2,3,87,7,3,3,87,9,2,2,100,0,0,0,100,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,55,3,29,13,55,4,27,14,55,5,19,21,55,3,26,16,55,6,15,24,55,6,25,14,60,0,23,17,77,0,15,4,1,3,61,0,0,8,17,14,61,0,38,1,65,0,11,24,65,0,9,9,7,9,1,0,65,1,11,5,12,6,67,1,5,12,12,3,68,0,2,28,2,0,76,0,1,22,1,72,3,18,7,74,1,17,8,82,2,11,5,74,2,9,15,86,1,7,6,76,1,15,8,82,0,0,1,2,7,8,82,0,0,2,6,2,8,84,0,5,6,2,3,84,0,6,3,2,5,84,0,10,2,2,2,89,2,7,2,89,4,3,4,89,0,6,5,86,0,7,7,93,0,5,2,95,0,2,0,0,0,0,1,2,88,0,0,5,0,1,0,0,1,1,0,1,0,0,0,0,3,100,0,0,0,0,0,100,0,0,0,0,0,0,0,0,100,0,0,0,0,100,0,0,0,0,0,0,4.473684210526316,3.825496555688136,1.5714285714285716,1.2724180205607036,0,0,0,0
CM,CMR,Cameroon,-99,2021-01-22,2021-01-20,100,5,890059.342468712,4,740782.6001835531,14,72,14525221.246729143,0,5,9,86,5,25,70,6,3,91,2,47,51,3,25,72,4,19,77,8,10,82,4,10,86,7,6,87,7,9,84,4,11,85,4,21,75,4,7,89,3,25,72,91,0,4,5,75,1,11,13,97,0,2,1,53,3,22,22,75,1,10,14,81,1,5,13,90,3,2,5,90,2,5,3,94,0,0,6,91,1,4,4,89,1,6,4,79,2,8,11,93,1,3,3,75,3,12,10,28,0,9,63,92,0,3,5,30,1,31,38,70,0,10,20,90,0,0,10,0,90,0,10,0,100,0,0,43,3,16,38,100,100,0,35,0,18,9,10,28,42,8,21,10,19,42,7,20,11,20,42,9,18,11,20,42,6,22,14,16,42,11,8,6,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,35,5,9,7,0,0,0,0,0,0,0,0,0,0,0,0,85,8,3,4,85,6,7,2,85,4,8,3,85,7,2,6,85,7,4,4,85,8,4,3,100,0,0,0,100,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,50,2,31,17,50,3,28,19,50,5,20,25,50,4,22,24,50,6,15,29,50,6,21,23,58,0,23,19,77,0,13,5,1,4,59,0,3,7,13,18,59,0,38,3,63,0,10,27,63,0,12,7,8,7,3,0,63,1,16,1,11,8,66,1,6,11,11,5,67,0,0,30,3,0,73,1,1,22,3,70,2,20,8,73,0,23,4,81,1,13,5,78,1,14,7,86,0,11,3,80,0,16,4,77,1,0,2,4,7,9,77,0,0,3,5,5,10,82,0,7,3,2,6,82,0,9,2,1,6,82,0,11,2,3,2,88,1,8,3,88,2,1,9,88,1,4,7,86,0,10,4,96,0,2,2,98,0,1,0,0,0,0,1,0,88,0,0,2,1,1,0,0,1,2,0,1,0,0,0,0,4,100,0,0,0,0,0,100,0,0,0,0,0,0,0,0,100,0,0,0,0,100,0,0,0,0,0,0,4.428571428571429,3.9791121287711078,1.6666666666666667,1.3662601021279464,0,0,0,0
CM,CMR,Cameroon,-99,2021-01-23,2021-01-21,100,5,805585.023428994,3,543522.062394738,10,70,15542048.133853732,0,8,7,85,6,17,77,9,3,88,4,44,52,5,24,71,7,17,76,8,8,84,8,9,83,8,3,89,9,8,83,8,11,81,6,17,77,8,7,85,6,26,68,93,0,3,4,83,1,7,9,97,0,2,1,56,4,19,21,76,4,8,12,83,3,4,10,92,2,3,3,91,2,2,5,97,1,1,1,92,1,4,3,89,0,7,4,83,3,6,8,93,1,2,4,74,4,12,10,30,0,8,62,93,0,3,4,32,0,27,41,73,0,9,18,91,0,0,8,1,91,2,7,0,99,0,1,42,3,15,40,100,100,0,36,0,17,13,9,25,44,7,21,6,22,44,5,17,12,22,44,7,18,9,22,44,7,21,10,18,44,6,9,10,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,34,2,12,7,0,0,0,0,0,0,0,0,0,0,0,0,86,5,2,7,86,4,7,3,86,3,9,2,86,5,3,6,86,3,6,5,86,5,4,5,100,0,0,0,100,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,48,3,30,19,48,2,28,22,48,5,18,29,48,5,25,22,48,6,16,30,48,5,22,25,58,0,18,24,82,0,9,3,2,4,59,0,3,8,14,16,59,0,38,3,62,0,9,29,62,1,12,4,8,6,6,1,62,2,14,6,7,9,67,1,7,10,10,5,67,0,0,28,5,0,72,2,2,21,3,71,0,18,11,74,0,18,8,83,0,10,7,77,0,13,10,85,0,11,4,80,0,13,7,75,1,0,2,4,8,10,75,0,0,3,5,8,9,81,0,10,3,1,5,81,0,10,3,3,3,81,0,11,5,2,1,85,1,11,3,85,4,2,9,85,4,3,8,85,0,12,3,97,0,2,1,98,0,0,0,0,0,0,1,1,86,0,1,3,1,0,0,0,1,2,0,0,0,0,0,1,5,100,0,0,0,0,0,100,0,0,0,0,0,0,0,0,100,0,0,0,0,100,0,0,0,0,0,0,3.4186046511627906,3.3610695444805954,1.4,0.5477225575051661,0,0,0,0
CM,CMR,Cameroon,-99,2021-01-24,2021-01-22,100,5,751898.8058971767,3,578429.242737451,15,77,15536541.766289804,0,7,9,84,7,14,79,7,8,85,6,37,57,4,21,75,6,22,72,7,9,84,7,5,88,8,5,87,7,10,83,8,15,77,5,18,77,8,7,85,7,21,72,91,0,3,6,86,1,4,9,92,0,5,3,63,4,13,20,79,5,6,10,78,3,8,11,91,1,5,3,95,1,1,3,95,2,2,1,90,1,6,3,85,1,9,5,82,2,8,8,93,1,2,4,79,3,10,8,23,0,11,66,90,0,4,6,24,0,29,47,72,0,13,15,87,0,0,12,1,87,3,10,0,98,0,2,38,2,16,44,100,100,0,29,0,15,17,11,28,38,9,18,12,23,38,7,16,11,28,38,7,23,13,19,38,10,19,12,21,38,8,10,10,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,1,30,5,10,13,0,0,0,0,0,0,0,0,0,0,0,0,84,7,2,7,84,7,5,4,84,5,9,2,84,6,3,7,84,5,7,4,84,5,6,5,100,0,0,0,100,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,41,3,38,18,41,1,38,20,41,3,20,36,41,4,34,21,41,5,20,34,41,4,30,25,51,0,24,25,76,0,16,3,1,4,56,0,5,10,17,12,56,2,37,5,58,0,6,36,58,1,10,6,9,9,4,3,58,1,17,9,7,8,64,1,11,12,8,4,64,1,0,30,5,0,71,2,1,24,2,65,0,21,14,66,1,21,12,81,0,10,9,70,1,13,16,82,0,12,6,73,0,17,10,73,0,1,1,3,10,12,73,0,0,3,3,9,12,81,0,8,4,4,3,81,0,8,5,3,3,81,0,8,8,1,2,86,1,11,2,86,6,1,7,86,5,4,5,85,0,10,5,95,0,2,3,98,0,0,0,0,0,0,1,1,88,0,1,3,1,0,0,0,1,1,0,0,0,1,0,1,3,100,0,0,0,0,0,100,0,0,0,0,0,0,0,0,100,0,0,0,0,100,0,0,0,0,0,0,3.65,3.6693463401677646,1.5,1.0690449676496976,0,0,0,0
